period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1015c440,growth1015c440,Y1052c124,growth1052c124,Y1198c246,growth1198c246,Y1267c484,growth1267c484,Y1397c752,growth1397c752,Y1573c124,growth1573c124,Y1776c752,growth1776c752,Y1779c818,Y1944c203,Y1992c376,Y2017c300,Y2049c600,growth2049c600,Y2101c124,growth2101c124,Y2208c484,growth2208c484,Y2282c484,growth2282c484,Y2322c484,growth2322c484,Y2554c376,Y2901c600,growth2901c600,Y3088c152,growth3088c152,Y3118c208,growth3118c208,Y3262c600,growth3262c600,Y3263c600,growth3263c600,Y3275c484,growth3275c484,Y3340c36,Y3348c372,growth3348c372,Y3411c251,growth3411c251,Y3461c300,growth3461c300,Y3570c484,growth3570c484,Y3615c616,growth3615c616,Y361c152,growth361c152,Y3710c152,growth3710c152,Y3727c152,growth3727c152,Y3909c36,Y3974c344,Y4197c484,growth4197c484,Y4219c440,growth4219c440,Y4251c484,growth4251c484,Y4272c620,growth4272c620,Y4291c376,Y4412c792,growth4412c792,Y4420c352,growth4420c352,Y4506c246,growth4506c246,Y4728c191,growth4728c191,Y4929c428,growth4929c428,Y527c826,growth527c826,Y675c752,growth675c752,Y719c688,growth719c688,Y841c152,growth841c152,Y848c616,growth848c616,Y943c124,growth943c124,_merge,x,r2,s,sf
201110,760720,621,3589,2061946,10,0,0,0,0,0,0,0,0,1,0,0,118860,-.0866069793701172,518193,.4452190399169922,223929,.6913137435913086,378811,.22039794921875,2408720,-.2306489944458008,1660317,.8038415908813477,99026,-1.593544960021973,4311972,17283,1993000,1508,753572,-.4635562896728516,438340,-.0505027770996094,967256,.2173595428466797,94497,.0496034622192383,4163455,-.2934055328369141,104000,2965,.5052199363708496,1047076,.0232000350952148,503929,.1417036056518555,2111709,.5898408889770508,839800,.0979595184326172,51402704,-.0201091766357422,737473,1912887,.128143310546875,520293,.1826114654541016,284057,.2817840576171875,3018183,-.5679826736450195,3878083,-.0899295806884766,2491566,-.1536788940429688,4286660,.2156925201416016,237334,1.134547233581543,912810,8932787,287227872,.2057647705078125,318567,2.490392684936523,3718145,.2931747436523438,1795899,.1385259628295898,2173000,699533,-.4906606674194336,665937,.2229347229003906,3399,-1.865878105163574,163999,1.973627090454102,384912,.0957822799682617,4536871,.1235256195068359,20659150,.5227489471435547,15614,.1111841201782227,325361408,-.5080242156982422,24070862,.2733230590820313,126197,-.7708396911621094,matched (3),2204040.8,.92448646,259595.33,545898.31
201111,760720,622,3589,2283699,11,0,0,0,0,0,0,0,0,0,1,0,117067,-.0151996612548828,406405,-.2429971694946289,265345,.1697015762329102,422272,.1086130142211914,3618774,.4070396423339844,1122868,-.3911228179931641,484180,1.587074279785156,5257992,75439,1917000,24279,926710,.2068166732788086,413582,-.0581388473510742,1617843,.5143852233886719,110455,.1560401916503906,4296250,.031397819519043,144000,31794,2.372400760650635,1098539,.0479793548583984,411831,-.2018222808837891,388037,-1.694151878356934,383409,-.7840614318847656,67833336,.2773628234863281,658209,1943257,.015751838684082,524360,.0077857971191406,339117,.1771697998046875,3636183,.186279296875,8974268,.8390207290649414,4446909,.5792980194091797,4295738,.0021162033081055,132708,-.5813179016113281,1427157,8893611,332632160,.1467609405517578,52560,-1.801877021789551,4477101,.1857509613037109,1748738,-.026611328125,1470000,945495,.3012962341308594,775175,.1518936157226563,9299,1.006425857543945,41763,-1.367850303649902,339898,-.1243696212768555,4734159,.0425662994384766,13255219,-.4437656402587891,53893,1.238833427429199,474885440,.3781375885009766,17802954,-.3016376495361328,193145,.4255971908569336,matched (3),2111383.8,.92448646,312728,573074.19
201112,760720,623,3589,1547767,12,0,0,0,0,0,0,0,0,0,0,1,65152,-.5860233306884766,228414,-.5761909484863281,222211,-.177403450012207,177797,-.8650074005126953,4103282,.1256523132324219,1059433,-.0581521987915039,118796,-1.405049324035645,1746502,69163,1721000,1015,1087250,.1597661972045898,327203,-.2342758178710938,1518349,-.0634698867797852,61857,-.5797834396362305,3330681,-.2545661926269531,94000,4887,-1.872698783874512,1298983,.1676006317138672,425761,.0332651138305664,1070329,1.014619827270508,534254,.3317689895629883,52034816,-.2651405334472656,601974,1621337,-.1811141967773438,306530,-.5368623733520508,44084,-2.040247917175293,2658706,-.3130950927734375,2914940,-1.124512672424316,2508071,-.5726957321166992,2382961,-.5892801284790039,69332,-.6492443084716797,1156428,16205526,291772992,-.1310596466064453,35055,-.4050369262695313,3677719,-.1966829299926758,981380,-.5776901245117188,1352000,865734,-.0881309509277344,571081,-.3055582046508789,2359,-1.371668815612793,20193,-.7266740798950195,424191,.2215385437011719,4602247,-.02825927734375,14132817,.0641078948974609,31589,-.5341920852661133,529665888,.1091728210449219,12261453,-.3729038238525391,162357,-.1736440658569336,matched (3),1394226.6,.92448646,204643.17,522009.66
201201,760720,624,3589,1515718,01,0,0,0,0,0,0,0,0,0,0,0,41551,-.4498014450073242,191703,-.1752119064331055,174992,-.238886833190918,271665,.4239273071289063,4323794,.0523462295532227,1057543,-.0017852783203125,76449,-.4407835006713867,2135960,3329,1931000,284,420912,-.9489831924438477,556764,.5315608978271484,688330,-.7911109924316406,266366,1.46004581451416,3274713,-.0169467926025391,74000,2859,-.536107063293457,1182097,-.0942916870117188,446126,.0467233657836914,1023100,-.0451288223266602,334792,-.4673614501953125,69347000,.2872104644775391,750379,1906497,.1620168685913086,475898,.4398880004882813,200273,1.513584136962891,2768862,.0405969619750977,7628213,.9620046615600586,1867766,-.2947711944580078,2869223,.1856975555419922,262282,1.330513954162598,938036,7088600,236184784,-.2113628387451172,37834,.076289176940918,3293284,-.110407829284668,1990103,.7069826126098633,2363000,888048,.0254478454589844,525791,-.0826272964477539,7304,1.130184173583984,19428,-.0386209487915039,342223,-.2147216796875,3121563,-.3882112503051758,5393942,-.9632234573364258,10233,-1.127191543579102,613943232,.1476554870605469,9903815,-.2135410308837891,101047,-.4742116928100586,matched (3),2102138,.92448646,243332.47,538354.88
201202,760720,625,3589,1642358,02,1,0,0,0,0,0,0,0,0,0,0,72543,.5572576522827148,303517,.4594898223876953,188204,.0727863311767578,289626,.0640201568603516,4928968,.1309957504272461,1216881,.1403427124023438,216093,1.039085388183594,2248954,3134,1104000,15432,666238,.4592227935791016,507528,-.0925893783569336,1765901,.9421482086181641,481840,.5927410125732422,4327940,.2788619995117188,118000,11379,1.381298065185547,1354361,.1360397338867188,591576,.2821884155273438,439682,-.8445405960083008,235690,-.3509922027587891,79715680,.13934326171875,852213,2131939,.1117639541625977,527214,.1024026870727539,124517,-.4752388000488281,2854755,.0305490493774414,2926331,-.958104133605957,2560569,.3154869079589844,3226009,.1172046661376953,51272,-1.632275581359863,838416,9434485,335770976,.3518142700195313,9277,-1.405669212341309,3664286,.1067485809326172,1219451,-.4897861480712891,1510000,959886,.0777883529663086,322474,-.4888811111450195,5131,-.3531217575073242,43142,.7977819442749023,197290,-.5507879257202148,4336058,.3286323547363281,7378318,.3132696151733398,18743,.6052026748657227,427173728,-.3627109527587891,13771375,.3296718597412109,390503,1.351849555969238,matched (3),1878952.4,.92448646,253422.13,542989.88
201203,760720,626,3589,2227147,03,0,1,0,0,0,0,0,0,0,0,0,150908,.7324914932250977,679287,.8056058883666992,239123,.2394514083862305,345770,.1771841049194336,3566857,-.3234443664550781,2088813,.5403051376342773,519684,.8775119781494141,3319910,3379,1732000,54481,462741,-.3644790649414063,827572,.4889440536499023,537219,-1.190010070800781,274707,-.5619068145751953,4631768,.0678462982177734,223000,3437,-1.197171211242676,1138731,-.1734151840209961,658043,.1064796447753906,225595,-.6673097610473633,757609,1.16765022277832,88318760,.1024856567382813,1044232,2376931,.1087789535522461,642704,.1980781555175781,79787,-.4450817108154297,3694417,.2578372955322266,5485570,.6283712387084961,4619979,.5901603698730469,3545712,.0944929122924805,50560,-.0139837265014648,692915,10904702,296179008,-.1254634857177734,214830,3.142308235168457,1925498,-.6434488296508789,1407343,.1433029174804688,1920000,1109574,.1449174880981445,717003,.7990579605102539,2086,-.9000520706176758,743089,2.846318244934082,353801,.5840606689453125,3681190,-.1637296676635742,9980022,.3020401000976563,67731,1.284724235534668,507716960,.1727333068847656,18955390,.3194961547851563,185934,-.7420434951782227,matched (3),2183095,.92448646,237329.14,535668.19
201204,760720,627,3589,1582102,04,0,0,1,0,0,0,0,0,0,0,0,73243,-.7228879928588867,231666,-1.075746536254883,217528,-.0946502685546875,289351,-.1781339645385742,2614960,-.3104362487792969,1201196,-.553278923034668,70812,-1.993192672729492,2002042,49186,1301000,44093,660629,.3560247421264648,603617,-.315556526184082,231388,-.8423099517822266,242439,-.1249551773071289,3779342,-.2033882141113281,115000,16674,1.579252243041992,727349,-.4482631683349609,470423,-.335637092590332,318681,.3454484939575195,328989,-.8341436386108398,83096000,-.0609550476074219,877400,1807482,-.2738761901855469,538589,-.176732063293457,93174,.1551074981689453,3231285,-.1339426040649414,9563756,.5558586120605469,4802287,.0387020111083984,3820285,.0745859146118164,96594,.6473550796508789,1094017,16960284,256138720,-.1452465057373047,12180,-2.870051383972168,1403010,-.3165645599365234,1327215,-.0586204528808594,1931000,720077,-.4323740005493164,540112,-.2833042144775391,12583,1.797098159790039,38496,-2.960261344909668,328364,-.0746126174926758,4334123,.1632833480834961,9311654,-.0693187713623047,34736,-.6677675247192383,478107232,-.060089111328125,26320960,.328277587890625,121182,-.4280986785888672,matched (3),1498532.5,.92448646,243695.56,538519.06
201205,760720,628,3589,1961922,05,0,0,0,1,0,0,0,0,0,0,0,94711,.2570476531982422,395567,.5350236892700195,260000,.1783542633056641,432038,.4008731842041016,4720778,.5907249450683594,1217289,.0133085250854492,593448,2.125921249389648,6441196,66516,1577000,97069,1025955,.4401865005493164,762932,.2342290878295898,985432,1.448984146118164,318434,.2726650238037109,4228935,.1124000549316406,28000,16747,.0043678283691406,1481289,.7112617492675781,563522,.1805734634399414,1584573,1.603879928588867,757576,.8340997695922852,77663864,-.0676078796386719,1053174,2135640,.1668319702148438,900614,.5141239166259766,137891,.3919954299926758,4083159,.2339906692504883,9530798,-.0034503936767578,3637766,-.2777223587036133,4218580,.0991735458374023,263362,1.003013610839844,1106779,13209697,369800384,.3672447204589844,21873,.5854578018188477,4818929,1.233931541442871,1501196,.1231794357299805,2431000,999675,.3280725479125977,761178,.3430910110473633,15117,.1834735870361328,68105,.5704965591430664,382926,.1537199020385742,4334396,.0000629425048828,18245260,.672637939453125,54827,.4564056396484375,639464576,.2907962799072266,26409380,.0033531188964844,295752,.8922281265258789,matched (3),2064316,.92448646,244953.02,539089.25
201206,760720,629,3589,1678415,06,0,0,0,0,1,0,0,0,0,0,0,117069,.2119331359863281,301353,-.272038459777832,170191,-.4237604141235352,585438,.3038463592529297,3196209,-.3900079727172852,1175616,-.0348339080810547,220796,-.9887104034423828,5289502,72425,1332000,48451,527194,-.6658105850219727,807723,.0570507049560547,2305938,.8501625061035156,309685,-.0278596878051758,2811802,-.4081249237060547,157000,322,-3.951422691345215,1399067,-.0571079254150391,378761,-.3973007202148438,1005251,-.455078125,669696,-.1232995986938477,78534200,.0111446380615234,1102015,2064959,-.033656120300293,751134,-.1814918518066406,188980,.3151779174804688,3963981,-.0296220779418945,3619577,-.9681720733642578,2711565,-.2938432693481445,3734392,-.121912956237793,77454,-1.223845481872559,1197168,8480302,298503424,-.2141819000244141,13533,-.4801225662231445,3683929,-.2685718536376953,1487055,-.009465217590332,1948000,761763,-.271794319152832,1194963,.4510030746459961,14843,-.0182914733886719,43141,-.4565773010253906,528282,.3217878341674805,4167605,-.039240837097168,9048056,-.70135498046875,17456,-1.144498825073242,375028096,-.53363037109375,15646613,-.5234642028808594,252380,-.1585855484008789,matched (3),2163050.8,.92448646,290011.44,561000.81
201207,760720,630,3589,1582522,07,0,0,0,0,0,1,0,0,0,0,0,26556,-1.483508110046387,146255,-.7229299545288086,214159,.22979736328125,267815,-.7820634841918945,2995896,-.0647220611572266,1230099,.0453023910522461,161191,-.3146495819091797,1560315,3194,1297000,36520,402019,-.2710685729980469,587985,-.3175182342529297,2580518,.1125030517578125,819710,.9733953475952148,2696234,-.0419692993164063,78000,4928,2.728137016296387,1321444,-.0570802688598633,282679,-.2925939559936523,1306284,.2619495391845703,632611,-.0569686889648438,70896296,-.1023159027099609,1262456,2059438,-.0026769638061523,380681,-.6796226501464844,73041,-.9506206512451172,3600089,-.0962905883789063,8117609,.80767822265625,1590368,-.5335607528686523,4177384,.1120996475219727,264689,1.22887134552002,1130658,7639024,283289312,-.0523128509521484,42534,1.145173072814941,2981953,-.2114019393920898,1330683,-.1111049652099609,2873000,1170118,.4292240142822266,703025,-.5304775238037109,14028,-.0564727783203125,40491,-.0633935928344727,270171,-.6705751419067383,3153941,-.2786884307861328,7118824,-.23980712890625,17114,-.0197868347167969,520196576,.3272056579589844,10600932,-.389312744140625,202058,-.2223806381225586,matched (3),1935408.3,.92448646,299486.5,565957.06
201208,760720,631,3589,2343054,08,0,0,0,0,0,0,1,0,0,0,0,90210,1.222885131835938,6340,-3.138473510742188,226610,.0565118789672852,479974,.5834360122680664,5066181,.5253438949584961,4092804,1.202136039733887,566221,1.256394386291504,2961935,9077,1402000,65373,678694,.5236711502075195,1484252,.9259653091430664,3011336,.154393196105957,330640,-.9079208374023438,3892860,.3672885894775391,77000,25743,1.653229713439941,1390418,.0508794784545898,310434,.0936594009399414,2159748,.5028047561645508,1393346,.7896080017089844,78136448,.0972385406494141,829676,2563515,.2189464569091797,736052,.6593389511108398,85858,.1616735458374023,3653562,.0147438049316406,8032302,-.010563850402832,3274037,.7220582962036133,4736893,.1256961822509766,273777,.0337581634521484,1427858,10359363,267516736,-.0572853088378906,30103,-.3456792831420898,5073341,.5314216613769531,1610715,.1909856796264648,1856000,333703,-1.254608154296875,560738,-.2261390686035156,3968,-1.26279354095459,28353,-.3563470840454102,417968,.4363498687744141,3352442,.0610361099243164,9489298,.2874221801757813,34785,.70928955078125,406721696,-.2460784912109375,15982328,.4105415344238281,408927,.704981803894043,matched (3),2055624.6,.92448646,382248.47,613782.63
201209,760720,632,3589,2066773,09,0,0,0,0,0,0,0,1,0,0,0,64068,-.3421955108642578,144374,3.125528335571289,124737,-.5970230102539063,298518,-.4749021530151367,4250432,-.1755666732788086,860659,-1.559287071228027,274776,-.7230281829833984,1222632,6454,440000,2918,565908,-.1817388534545898,546163,-.9997491836547852,1801680,-.5136642456054688,118278,-1.027992248535156,2475947,-.4525213241577148,78000,694,-3.613446235656738,1467062,.0536575317382813,276215,-.1167917251586914,1059816,-.7118959426879883,924742,-.4099483489990234,61875544,-.2333316802978516,735972,2020289,-.2381391525268555,647173,-.1286869049072266,177578,.726715087890625,3051866,-.1799488067626953,2091582,-1.345550537109375,2700720,-.1925058364868164,3092626,-.4263601303100586,116246,-.8566055297851563,1040402,23479176,239671360,-.1099147796630859,18179,-.5043573379516602,4734114,-.0692052841186523,1405387,-.1363649368286133,972000,798153,.8720483779907227,842737,.4074010848999023,14747,1.312777519226074,45288,.4683094024658203,462933,.102177619934082,4187485,.2224111557006836,12457172,.2721309661865234,20536,-.5270071029663086,531772448,.2680873870849609,17061652,.0653495788574219,76938,-1.670536994934082,matched (3),1533730.6,.92448646,243746.52,538542.13
201210,760720,633,3589,1954180,10,0,0,0,0,0,0,0,0,1,0,0,100049,.4457149505615234,56694,-.9347381591796875,316423,.9308719635009766,165677,-.5887899398803711,5443981,.2474899291992188,799939,-.0731630325317383,337830,.2065868377685547,2976856,42840,1027000,17658,661238,.1556816101074219,628566,.1405239105224609,3123407,.5502052307128906,216065,.6025419235229492,4192195,.5266017913818359,74000,468,-.3940033912658691,1312114,-.1116218566894531,309404,.113469123840332,1599307,.4114751815795898,1211269,.2699089050292969,73075864,.1663722991943359,602048,2424798,.1825075149536133,580535,-.1086635589599609,181052,.0193748474121094,3304618,.0795679092407227,6811908,1.180750846862793,4665649,.5467090606689453,4818569,.443455696105957,78111,-.3975772857666016,1729566,17378020,308485632,.2524070739746094,17627,-.0308351516723633,3911797,-.1907978057861328,1997904,.3517856597900391,2104000,510978,-.4459733963012695,563201,-.4030179977416992,4567,-1.172183036804199,37843,-.179595947265625,531635,.1383743286132813,3801052,-.0968227386474609,12521687,.0051651000976563,60317,1.077434539794922,715970624,.29742431640625,25048296,.38397216796875,575312,2.011912345886231,matched (3),1938601.8,.92448646,286738.97,559316.13
201211,760720,634,3589,1935824,11,0,0,0,0,0,0,0,0,0,1,0,93134,-.0716209411621094,198033,1.250764846801758,132231,-.8725290298461914,551228,1.202108383178711,3199431,-.5315380096435547,1136945,.3515644073486328,153641,-.7879238128662109,1000137,4464,1272000,1591,466926,-.3479423522949219,576650,-.0862054824829102,2996584,-.0414514541625977,154126,-.3378086090087891,3475684,-.1874332427978516,133000,13037,3.327078342437744,1366177,.0403766632080078,331168,.0679779052734375,508589,-1.145685195922852,233906,-1.644504547119141,61571148,-.1713047027587891,795179,1540844,-.4534177780151367,804187,.3258810043334961,150383,-.1855993270874023,2223812,-.3960981369018555,6261314,-.0842819213867188,2050184,-.8222980499267578,2207201,-.7807512283325195,364565,1.540574073791504,1684656,13818981,267914048,-.1410083770751953,48500,1.012131690979004,1755274,-.8013715744018555,1612490,-.2143192291259766,1537000,675889,.2797021865844727,842851,.4031534194946289,2720,-.5182247161865234,39611,.0456609725952148,465861,-.1320695877075195,5558514,.3800535202026367,7118693,-.5647373199462891,42870,-.3414411544799805,470210944,-.4204578399658203,15229524,-.4975700378417969,497775,-.1447639465332031,matched (3),1378187.5,.92448646,304609.44,568684.56
201212,760720,635,3589,1970377,12,0,0,0,0,0,0,0,0,0,0,1,159236,.5363483428955078,31421,-1.840957641601563,207344,.4498281478881836,226912,-.8875865936279297,3347727,.0453090667724609,1260227,.1029472351074219,171641,.1107864379882813,1844702,778,1223000,937,1251430,.9858713150024414,458124,-.2300958633422852,4199245,.3374309539794922,80020,-.6554946899414063,2977162,-.1548213958740234,54000,14150,.0819234848022461,1508554,.0991344451904297,359154,.0811252593994141,1695449,1.204062461853027,947433,1.398837089538574,62524324,.0153636932373047,340006,1746382,.1252155303955078,638537,-.23065185546875,181299,.1869621276855469,2415760,.0827903747558594,7192273,.1386175155639648,3295783,.4747142791748047,2351107,.0631608963012695,211468,-.5446310043334961,1536982,11994180,299012352,.1098175048828125,18051,-.9883623123168945,2620906,.4008951187133789,1381650,-.1545009613037109,2271000,1277417,.636566162109375,739333,-.1310415267944336,5159,.640110969543457,16322,-.8865938186645508,711836,.4239606857299805,8694452,.4473543167114258,13211574,.6183700561523438,49908,.1520090103149414,421502176,-.1093578338623047,17295732,.1272239685058594,306539,-.4848031997680664,matched (3),2448460.3,.92448646,255592.86,544006.44
201301,760720,636,3589,2421169,01,0,0,0,0,0,0,0,0,0,0,0,77412,-.7212457656860352,661522,3.047067642211914,205108,-.0108423233032227,299921,.2789573669433594,7039282,.7432241439819336,643362,-.6723394393920898,486833,1.042515754699707,2851812,3888,843000,63925,1768200,.3456745147705078,503288,.0940227508544922,4910017,.1563730239868164,126968,.4616584777832031,2937798,-.0133094787597656,97000,7966,-.5745325088500977,2145082,.3520269393920898,490208,.3110780715942383,1795711,.0574531555175781,1134015,.1797628402709961,73969712,.1680984497070313,457304,2218929,.2394790649414063,751117,.1623821258544922,204082,.1183748245239258,2578635,.06524658203125,2737835,-.9658403396606445,2861975,-.1411314010620117,3174122,.300145149230957,100310,-.7458086013793945,1306269,16253805,244810048,-.2000026702880859,22871,.236668586730957,1870696,-.3372097015380859,2123242,.4296655654907227,1732000,643664,-.6854181289672852,456272,-.4826593399047852,13804,.9842157363891602,22192,.3072185516357422,779061,.0902414321899414,6804182,-.245147705078125,14776221,.1119251251220703,11573,-1.461506843566895,670775936,.4646110534667969,17696374,.0228996276855469,298220,-.0275135040283203,matched (3),2516470,.92448646,228216.75,531693.63
201302,760720,637,3589,2880957,02,1,0,0,0,0,0,0,0,0,0,0,85294,.0969619750976563,62718,-2.355895042419434,258915,.2329635620117188,342781,.1335725784301758,3533622,-.6891822814941406,847128,.2751436233520508,532390,.0894556045532227,3695607,95709,1403000,266817,334672,-1.664566040039063,563548,.1130905151367188,3073301,-.4685249328613281,64825,-.6722431182861328,3232872,.0957098007202148,140000,19428,.8915328979492188,1318416,-.4867467880249023,418751,-.1575527191162109,1089945,-.4992733001708984,1367116,.1869392395019531,67412168,-.0928287506103516,743820,2168131,-.0231590270996094,1014803,.3008880615234375,197292,-.0338373184204102,2734426,.0586614608764648,8526786,1.136045455932617,4090884,.3572492599487305,2623607,-.1904811859130859,190892,.6434421539306641,1688417,10875225,252142688,.0295124053955078,25844,.1222085952758789,2576296,.320042610168457,1430440,-.3949623107910156,1946000,397322,-.4824295043945313,453137,-.0068950653076172,5357,-.9465541839599609,44460,.6948575973510742,629445,-.2132511138916016,5429041,-.2257757186889648,19376906,.2710628509521484,71135,1.81590461730957,683823936,.0192642211914063,16541990,-.0674571990966797,494040,.5047845840454102,matched (3),3473260,.92448646,216709.27,526856.88
201303,760720,638,3589,2809121,03,0,1,0,0,0,0,0,0,0,0,0,145532,.5342922210693359,68532,.0886526107788086,95141,-1.001139640808106,228902,-.4037981033325195,2902905,-.1966114044189453,1308167,.4345312118530273,155768,-1.229008674621582,2734774,3223,858000,51710,765597,.8275051116943359,556949,-.0117788314819336,2192594,-.3376674652099609,244722,1.328431129455566,1580105,-.7158794403076172,117000,1392,-2.635973930358887,1326954,.0064544677734375,327315,-.2463541030883789,953747,-.13348388671875,504733,-.996429443359375,66247764,-.0174236297607422,162138,1727555,-.2271585464477539,870870,-.1529569625854492,91343,-.7700634002685547,3253651,.1738557815551758,2795720,-1.115122795104981,2251011,-.597381591796875,3348010,.2438163757324219,93506,-.7136821746826172,1002649,10918313,306842848,.1963424682617188,22578,-.1351022720336914,2750124,.0652933120727539,1516033,.0581150054931641,2151000,300495,-.2793159484863281,424753,-.0646867752075195,748,-1.968756675720215,7562,-1.771453857421875,692601,.095616340637207,4034262,-.2969388961791992,17184944,-.1200485229492188,35234,-.7025680541992188,293779808,-.8448696136474609,16253416,-.0175991058349609,256988,-.6535873413085938,matched (3),2453805.8,.92448646,237579.41,535779.06
201304,760720,639,3589,2886325,04,0,0,1,0,0,0,0,0,0,0,0,151771,.0419769287109375,181259,.972625732421875,209731,.7904653549194336,368225,.4753999710083008,6146429,.7501592636108398,1031466,-.2376461029052734,386996,.9100465774536133,4424813,10419,1116000,60613,645655,-.1703910827636719,726303,.2654933929443359,2302135,.0487518310546875,224009,-.0884361267089844,1813007,.1374959945678711,101000,4130,1.087535858154297,848357,-.4473390579223633,321167,-.0189619064331055,1757493,.6112451553344727,1470435,1.069284439086914,70609896,.0637683868408203,711237,1779072,.0293846130371094,942242,.0787696838378906,222968,.8924064636230469,3448910,.0582809448242188,1569461,-.577357292175293,4266803,.6394853591918945,2465764,-.3058652877807617,281214,1.101090431213379,1130130,12563109,299551488,-.0240497589111328,39967,.5710773468017578,5466712,.6870307922363281,1793909,.1683006286621094,2194000,874595,1.068329811096191,489211,.1412858963012695,9531,2.544901847839356,19394,.9418277740478516,314288,-.7901449203491211,4180948,.0357151031494141,7593846,-.8166952133178711,48462,.3187685012817383,578147904,.6770000457763672,17981088,.1010169982910156,428079,.5102787017822266,matched (3),3258068.5,.92448646,258862.42,545550.19
201305,760720,640,3589,4081755,05,0,0,0,1,0,0,0,0,0,0,0,136087,-.1090784072875977,392544,.7727212905883789,228290,.0847911834716797,289410,-.240849494934082,2144206,-1.053102493286133,1261212,.2010917663574219,534840,.3235530853271484,6091619,13029,903000,67512,789336,.2009267807006836,615606,-.1653604507446289,4408725,.6497488021850586,255247,.1305456161499023,2333751,.2524900436401367,121000,6134,.3955698013305664,1303579,.4295673370361328,456187,.3509416580200195,1127746,-.4436674118041992,774277,-.6413841247558594,86415720,.2019996643066406,738675,1696313,-.0476350784301758,907442,-.037632942199707,169154,-.2762184143066406,3430111,-.0054655075073242,5588970,1.270062446594238,5219211,.2014808654785156,4056181,.4977407455444336,81769,-1.235218048095703,1178433,14497007,360365376,.1848316192626953,32167,-.2171125411987305,6451603,.1656513214111328,1682739,-.0639743804931641,2445000,688805,-.2388029098510742,778767,.4649181365966797,80440,2.132962226867676,1442710,4.309314727783203,672453,.7606229782104492,6030087,.3662233352661133,15905741,.7393426895141602,41051,-.1659650802612305,800593600,.3255233764648438,20486368,.1304397583007813,446100,.0412359237670898,matched (3),3803536.3,.92448646,239985.31,536850.25
201306,760720,641,3589,3164813,06,0,0,0,0,1,0,0,0,0,0,0,22280,-1.809604644775391,168197,-.8475122451782227,142640,-.4702930450439453,225732,-.2484960556030273,3110233,.3719291687011719,499963,-.9252939224243164,299267,-.5806312561035156,4981098,3148,1646000,164699,691131,-.1328620910644531,547571,-.1171150207519531,2230852,-.6812019348144531,509673,.6915369033813477,2621453,.1162519454956055,143000,24798,1.396915435791016,1533042,.162139892578125,345723,-.2772645950317383,988392,-.13189697265625,840841,.0824728012084961,60366704,-.3587322235107422,231843,2227858,.2725839614868164,709568,-.2459735870361328,154847,-.0883722305297852,3168036,-.0794811248779297,5200557,-.0720291137695313,2707466,-.6563329696655273,1965324,-.7245845794677734,79822,-.0240983963012695,869995,13985164,367824256,.0204868316650391,31671,-.0155401229858398,1292945,-1.607405662536621,1656993,-.0154190063476563,1944000,572325,-.1852512359619141,456576,-.5339565277099609,9459,-2.140544891357422,73585,-2.975836753845215,702718,.0440235137939453,4500485,-.292576789855957,31795910,.692657470703125,26874,-.4236555099487305,446540544,-.5838241577148438,15490829,-.279510498046875,208948,-.758458137512207,matched (3),3093716.8,.92448646,278826.38,555301.19
201307,760720,642,3589,4000764,07,0,0,0,0,0,1,0,0,0,0,0,122403,1.703629493713379,289333,.5424423217773438,284922,.6918916702270508,632319,1.030045509338379,1301016,-.8715524673461914,1008746,.7019290924072266,53303,-1.725343704223633,4377987,98527,0,24122,762660,.0984830856323242,611930,.1111259460449219,1186308,-.6315374374389648,578191,.1261348724365234,2688490,.0252504348754883,0,11079,-.8057107925415039,1714918,.1121110916137695,416886,.1871747970581055,1282546,.2605228424072266,1151592,.3144979476928711,72472064,.1827621459960938,436853,1307591,-.5328540802001953,847492,.1776256561279297,252376,.4884824752807617,3784733,.1778640747070313,6029991,.147979736328125,3697987,.3117761611938477,3350537,.5334634780883789,434920,1.69536304473877,981834,15318227,368907360,.0029411315917969,297703,2.240694999694824,2497034,.6581811904907227,1930789,.1529245376586914,0,628166,.0930976867675781,785666,.5427770614624023,3296,-1.054257392883301,183015,.9111261367797852,567436,-.2138280868530273,5413854,.1847763061523438,9253582,-1.23432731628418,64234,.871373176574707,488131168,.0890541076660156,17212448,.1053848266601563,462246,.7940120697021484,matched (3),4032421,.92448646,222469.7,529252.31
