period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1096c348,growth1096c348,Y1156c705,growth1156c705,Y1214c32,Y1330c251,growth1330c251,Y1363c705,growth1363c705,Y1470c616,growth1470c616,Y1514c344,Y1657c344,Y1844c208,growth1844c208,Y1909c376,Y1977c484,growth1977c484,Y1c32,Y2003c124,growth2003c124,Y2409c300,growth2409c300,Y2638c208,growth2638c208,Y2659c826,growth2659c826,Y2691c124,growth2691c124,Y2693c233,Y273c554,Y2742c152,growth2742c152,Y2768c152,growth2768c152,Y2797c620,growth2797c620,Y2861c381,Y2882c344,Y2939c826,growth2939c826,Y2984c124,growth2984c124,Y3059c300,growth3059c300,Y3337c826,growth3337c826,Y3362c752,growth3362c752,Y3466c124,growth3466c124,Y3571c300,growth3571c300,Y3642c826,growth3642c826,Y3705c152,growth3705c152,Y3984c600,growth3984c600,Y4208c705,growth4208c705,Y4316c826,growth4316c826,Y4319c608,Y4321c703,growth4321c703,Y4347c586,growth4347c586,Y4399c608,Y4605c348,growth4605c348,Y4626c752,growth4626c752,Y4789c208,growth4789c208,Y4803c372,growth4803c372,Y4836c191,growth4836c191,Y4918c124,growth4918c124,Y5015c826,growth5015c826,Y557c440,growth557c440,Y73c352,Y911c124,growth911c124,_merge,x,r2,s,sf
201109,293399,620,1310,10412015,09,0,0,0,0,0,0,0,1,0,0,0,229752,2.978266716003418,32553,1.460527420043945,446026,2812041,1.902695655822754,721410,-.2878618240356445,541328,-.0762453079223633,438268,1640951,778983,.0128240585327148,867000,89024,-.4126882553100586,146211,768008,-.014678955078125,112363,.614375114440918,1997407,.0533971786499023,873401,-.1250114440917969,496349,.3909578323364258,13550,1168505,747417,-.236018180847168,3371823,-.9610214233398438,344720,-.6687860488891602,3243234,879568,13186374,-.2101535797119141,5024135,-.3124914169311523,19622,-1.240323066711426,2774635,.3269138336181641,3807716,-.0886716842651367,6274227,-.0648164749145508,15124238,-.5327320098876953,5047646,3.747167587280273,469676,.8438396453857422,1060623,.2710609436035156,23902,-.4287052154541016,9372542,.0110969543457031,527797,642174,-.2624244689941406,207568,.1445436477661133,3029001,30750172,.2187614440917969,151414,-.4652185440063477,1372690,-.0961742401123047,68210,1.356284141540527,86622,1.463424682617188,2832766,-.2568330764770508,127985,-.6696681976318359,991403,-.0493202209472656,67852,155275392,.3511981964111328,matched (3),23544054,.75881469,5411135.5,5990152.5
201110,293399,621,1310,9276277,10,0,0,0,0,0,0,0,0,1,0,0,53193,-1.46307373046875,5884,-1.710633277893066,250381,3413219,.1937446594238281,718136,-.0045490264892578,896765,.5047683715820313,539198,1117781,649048,-.1824827194213867,762000,78842,-.1214599609375,148892,685557,-.1135683059692383,75438,-.3984231948852539,1867223,-.0673980712890625,792941,-.0966463088989258,348138,-.3546810150146484,15529,1017045,578977,-.2553606033325195,2781414,-.1924934387207031,160463,-.7646684646606445,2771052,829399,12645711,-.0418663024902344,5017577,-.0013065338134766,125848,1.858423233032227,2147503,-.2562141418457031,3467083,-.0937156677246094,6976770,.1061363220214844,15204943,.0053215026855469,263000,-2.954524040222168,127544,-1.303581237792969,639827,-.5054140090942383,50748,.7529096603393555,8699053,-.0745706558227539,778253,574980,-.1105241775512695,151627,-.3140354156494141,205498,30190520,-.0183677673339844,287511,.6412429809570313,1766539,.2522497177124023,49577,-.3190641403198242,150716,.5538434982299805,3344178,.1659679412841797,190985,.4002819061279297,972638,-.019108772277832,0,113562152,-.3128490447998047,matched (3),12345398,.75881469,1262943.4,2862964.3
201111,293399,622,1310,17862788,11,0,0,0,0,0,0,0,0,0,1,0,31233,-.5324516296386719,21735,1.306687355041504,247374,4867702,.3549661636352539,234756,-1.118112564086914,434081,-.7255620956420898,445884,2518790,859898,.2813072204589844,973000,105914,.2951822280883789,178064,714750,.0417003631591797,96085,.2419214248657227,2006383,.0718812942504883,846912,.0658483505249023,411809,.1679611206054688,29403,895729,612948,.0570173263549805,5439706,.6707649230957031,391038,.8907413482666016,4843044,1016840,14606865,.1441726684570313,6920581,.3215532302856445,129921,.0318517684936523,2917689,.3064861297607422,3393297,-.0215120315551758,5772282,-.189518928527832,16286097,.0686912536621094,3042761,2.448367118835449,373528,1.074531555175781,1101641,.5433588027954102,44257,-.1368579864501953,8541975,-.0182218551635742,1090703,959575,.5121555328369141,181838,.1816921234130859,216267,33994952,.1186847686767578,361728,.2296314239501953,2066816,.156987190246582,24572,-.7019195556640625,90549,-.5095062255859375,3104539,-.0743560791015625,207751,.0841455459594727,1037882,.0649251937866211,75613,142588176,.2276096343994141,matched (3),19858784,.75881469,1946005.5,3223115.8
201112,293399,623,1310,19473730,12,0,0,0,0,0,0,0,0,0,0,1,492987,2.759007453918457,36720,.5243978500366211,294434,1090931,-1.495590209960938,759530,1.174153327941895,153124,-1.041983604431152,538183,1643092,569623,-.4118385314941406,789000,82932,-.2446069717407227,397054,889828,.2190961837768555,108252,.1192293167114258,1749987,-.1367244720458984,736951,-.1390752792358398,569289,.3238286972045898,24724,1300239,361744,-.52734375,10586593,.665863037109375,145262,-.9902658462524414,4903313,912906,13401670,-.0861110687255859,14002331,.7047243118286133,23735,-1.699975967407227,1608824,-.5952882766723633,3139989,-.0775823593139648,6431073,.1080741882324219,9507436,-.5382366180419922,88504,-3.537472724914551,237059,-.4546842575073242,369293,-1.092966079711914,49929,.1205883026123047,7124636,-.1814336776733398,1424604,1073851,.1125154495239258,182521,.003748893737793,195051,24309324,-.3353519439697266,247014,-.3814477920532227,2560469,.2141809463500977,110822,1.506318092346191,150252,.5064220428466797,4495048,.3701114654541016,178892,-.1495580673217773,651209,-.4661064147949219,99835,82235480,-.5503730773925781,matched (3),20096840,.75881469,1580107.1,3016335
201201,293399,624,1310,28363100,01,0,0,0,0,0,0,0,0,0,0,0,18777,-3.267849922180176,26677,-.3195199966430664,808865,4327589,1.377979278564453,616307,-.2089548110961914,809458,1.665117263793945,306093,1323866,728900,.2465610504150391,1573000,157348,.6404390335083008,576043,455903,-.6687488555908203,100414,-.0751609802246094,2054541,.1604442596435547,944437,.2480678558349609,647726,.1290788650512695,1071,1378558,412195,.1305599212646484,14238748,.2963790893554688,137965,-.051539421081543,6136044,974065,14456216,.07574462890625,14620310,.0431880950927734,110299,1.53624439239502,1317201,-.1999940872192383,2070788,-.416290283203125,6526797,.014775276184082,17183060,.5918502807617188,224564,.9311122894287109,328851,.3272953033447266,996247,.9924049377441406,52664,.0533294677734375,9194412,.2550382614135742,880217,2540192,.8609886169433594,196380,.0731868743896484,320217,28238566,.1498279571533203,237917,-.0375232696533203,2249703,-.1293926239013672,241183,.7776308059692383,85430,-.5646162033081055,3281499,-.3146762847900391,180599,.0094966888427734,851541,.2682170867919922,11425,118938696,.3690204620361328,matched (3),26888170,.75881469,2061130.9,3293903.3
201202,293399,625,1310,19453956,02,1,0,0,0,0,0,0,0,0,0,0,10235,-.6068201065063477,27179,.0186433792114258,30247,3728679,-.1489572525024414,1116221,.5939598083496094,515094,-.4520158767700195,463362,2006411,480375,-.4169692993164063,2042000,140420,-.1138219833374023,89705,482793,.0573081970214844,65961,-.4202375411987305,1905988,-.0750522613525391,794675,-.1726560592651367,557640,-.1497535705566406,15406,646557,391253,-.0521421432495117,14093140,-.0102787017822266,404755,1.076282501220703,5507055,187168,14996034,.0366611480712891,7387618,-.6826066970825195,81314,-.3048772811889648,1076037,-.2022237777709961,1816144,-.1312141418457031,6309357,-.0338830947875977,14399058,-.1767616271972656,2625934,2.459031105041504,235703,-.3330316543579102,406967,-.8952627182006836,61413,.1536903381347656,13843844,.4092445373535156,348264,2409292,-.0529069900512695,173530,-.1237010955810547,97668,31893220,.1217060089111328,312496,.272669792175293,1882873,-.1779994964599609,62881,-1.344311714172363,183909,.7667436599731445,2185998,-.4062280654907227,109909,-.4966268539428711,760701,-.1128072738647461,24596,101175104,-.1617546081542969,matched (3),19958514,.75881469,2007127.9,3260383.5
201203,293399,626,1310,17535050,03,0,1,0,0,0,0,0,0,0,0,0,8858,-.1444921493530273,36052,.2825174331665039,112663,794357,-1.546276092529297,559381,-.6908740997314453,416025,-.2136039733886719,321532,1805770,579471,.1875486373901367,1385000,191162,.3084831237792969,37521,551519,.1330881118774414,65411,-.0083732604980469,1915254,.0048494338989258,932732,.1601848602294922,548387,-.0167322158813477,14825,641564,248806,-.4526805877685547,7532324,-.6264848709106445,20880,-2.964489936828613,4182512,300103,11598589,-.2569026947021484,6404788,-.1427602767944336,59352,-.3148317337036133,430967,-.9150094985961914,1495079,-.1945362091064453,6961370,.0983428955078125,11521952,-.2229099273681641,856930,-1.119834899902344,193494,-.1973257064819336,314416,-.2580156326293945,47869,-.2491540908813477,8175880,-.5266532897949219,1868451,1001640,-.8776941299438477,126456,-.3164558410644531,164759,32843560,.0293617248535156,301669,-.0352611541748047,2912471,.4362030029296875,46337,-.3053035736083984,99839,-.6108818054199219,2724519,.220219612121582,106505,-.0314607620239258,1151229,.4143447875976563,21650,94932712,-.0636844635009766,matched (3),14747181,.75881469,1310098.8,2884076.3
201204,293399,627,1310,17729300,04,0,0,1,0,0,0,0,0,0,0,0,11438,.255620002746582,44874,.2188959121704102,337600,972461,.2022972106933594,689329,.208888053894043,538697,.2584085464477539,415413,2621152,521781,-.1048679351806641,2147000,127197,-.407383918762207,90935,723957,.2720556259155273,28812,-.8198986053466797,1608252,-.1747026443481445,960554,.0293922424316406,751778,.3154592514038086,53148,811420,237658,-.0458412170410156,5344357,-.3431625366210938,382812,2.908751487731934,4119509,473459,12975549,.1121845245361328,7083313,.1006965637207031,14452,-1.412652969360352,1308238,1.110404968261719,2062604,.3217906951904297,6570105,-.0578470230102539,10375315,-.1048240661621094,112638,-2.029177665710449,401508,.72998046875,343343,.0880126953125,38396,-.2205142974853516,8599065,.0504655838012695,390909,1080182,.0754909515380859,138145,.088409423828125,192347,29911514,-.0935115814208984,108521,-1.02238655090332,3602479,.212620735168457,947781,3.018182754516602,65737,-.4178972244262695,3721748,.3119020462036133,179413,.5214986801147461,1113863,-.0329961776733398,45008,107572608,.1249980926513672,matched (3),18688118,.75881469,1412834.8,2932173.3
201205,293399,628,1310,18755992,05,0,0,0,1,0,0,0,0,0,0,0,12265,.0698089599609375,11638,-1.349582672119141,308524,2026571,.7342700958251953,228275,-1.105167388916016,288919,-.6230077743530273,371003,2950553,608411,.1536035537719727,3104000,144041,.1243610382080078,299750,603502,-.1819820404052734,38444,.2884111404418945,1755546,.0876321792602539,554132,-.5501079559326172,535592,-.3390684127807617,25015,1262333,313170,.275914192199707,8117907,.4180316925048828,15743,-3.191147804260254,3622702,940642,14009024,.0766334533691406,12668759,.5813980102539063,26205,.5951166152954102,1557808,.1745986938476563,1814529,-.128143310546875,7192737,.0905418395996094,18744736,.5914840698242188,1852263,2.799984931945801,401928,.0010452270507813,418417,.197749137878418,25091,-.4254446029663086,9577314,.1077432632446289,857375,432464,-.9153861999511719,107668,-.2492523193359375,358108,31098744,.0389232635498047,419479,1.352069854736328,2368817,-.4192314147949219,91431,-2.338539123535156,99420,.413691520690918,4148716,.1086053848266602,212107,.1674003601074219,1108512,-.0048151016235352,70806,128315968,.1763286590576172,matched (3),16830746,.75881469,1621674.9,3038316.5
201206,293399,629,1310,19908860,06,0,0,0,0,1,0,0,0,0,0,0,9219,-.2854833602905273,22372,.6535348892211914,651801,3267044,.4775409698486328,942424,1.417903900146484,434208,.4073781967163086,593610,2974518,615290,.0112428665161133,1949000,210915,.3813571929931641,118591,655982,.0833835601806641,86141,.8067827224731445,2009546,.1351289749145508,664544,.1816987991333008,794640,.3945169448852539,15156,1497705,584619,.6242141723632813,10433196,.250920295715332,327921,3.036376953125,5023753,1005161,17623212,.2295150756835938,10296306,-.2073554992675781,163038,1.828033447265625,1446808,-.0739192962646484,1835710,.0116052627563477,7393858,.0275783538818359,17466868,-.0706081390380859,249164,-2.006052970886231,252050,-.4666452407836914,664099,.4619522094726563,96157,1.343473434448242,8779401,-.0869884490966797,518443,467639,.0781984329223633,210829,.6719951629638672,256234,32796688,.0531597137451172,509032,.1934976577758789,2182843,-.0817623138427734,91356,-.0008201599121094,131465,.2793874740600586,4833236,.1527166366577148,277929,.2702751159667969,1118945,.0093669891357422,20082,104340256,-.2068386077880859,matched (3),20897642,.75881469,1578839.1,3015670.8
201207,293399,630,1310,16649663,07,0,0,0,0,0,1,0,0,0,0,0,5024,-.6070404052734375,22282,-.0040311813354492,355310,1911390,-.5360546112060547,677268,-.330388069152832,632363,.3759393692016602,537559,2239745,242412,-.9314556121826172,2825000,123511,-.5351247787475586,73817,423366,-.4378957748413086,30624,-1.034201622009277,2291052,.1311025619506836,1034162,.4422454833984375,651982,-.1978721618652344,9913,707679,522738,-.1118803024291992,10521353,.0084133148193359,253796,-.2562417984008789,4655390,1774633,11940423,-.3892860412597656,7479883,-.3195676803588867,33376,-1.586146354675293,1005370,-.3640041351318359,589165,-1.136480331420898,6460860,-.1348867416381836,17388996,-.0044670104980469,60629,-1.413337707519531,301479,.1790733337402344,748860,.1201210021972656,19598,-1.590555191040039,8597111,-.0209817886352539,379745,461607,-.0129833221435547,136190,-.4369964599609375,210619,31044346,-.0549106597900391,195070,-.9591522216796875,2389435,.090428352355957,10710,-2.143586158752441,111096,-.1683464050292969,4371983,-.1002988815307617,270871,-.0257234573364258,1183865,.0563983917236328,61395,88170136,-.1683883666992188,matched (3),15128702,.75881469,1344801.1,2900004.8
201208,293399,631,1310,12226424,08,0,0,0,0,0,0,1,0,0,0,0,5828,.1484479904174805,25228,.1241750717163086,426591,1700065,-.1171646118164063,592893,-.1330528259277344,470685,-.2952747344970703,290172,4177770,701666,1.062819480895996,2489000,104796,-.1643152236938477,69788,34403,-2.510093688964844,82497,.9909782409667969,1964197,-.1539278030395508,840684,-.2071304321289063,96992,-1.905388832092285,12722,905207,948788,.596104621887207,7522692,-.3354816436767578,98563,-.9458351135253906,3372515,1632996,15982627,.2915725708007813,192398,-3.660406112670898,52936,.4612464904785156,710264,-.3474740982055664,1585352,.9898548126220703,1553722,-1.42510986328125,13516025,-.2519626617431641,79862,.2755270004272461,283455,-.0616474151611328,69350,-2.379385948181152,38616,.6782398223876953,7960701,-.076909065246582,783413,375556,-.2063064575195313,165735,.1963396072387695,184766,25306962,-.2043361663818359,108116,-.5901546478271484,3437119,.3635768890380859,22373,.7366762161254883,136621,.2068157196044922,3108168,-.3411836624145508,141789,-.6473026275634766,1108448,-.0658235549926758,54147,1494802,-4.077274322509766,matched (3),11260666,.75881469,2115013.3,3327885
201209,293399,632,1310,7594680,09,0,0,0,0,0,0,0,1,0,0,0,12600,.7710227966308594,32920,.2661256790161133,246203,467486,-1.29105281829834,552198,-.0711078643798828,477453,.014277458190918,323708,2454436,659914,-.0613479614257813,1686000,103028,-.0170145034790039,78762,611517,2.877799034118652,53536,-.432408332824707,1912192,-.0268335342407227,1053396,.2255582809448242,376123,1.355287551879883,3497,734563,766279,-.2136392593383789,3817282,-.6783857345581055,342145,1.244538307189941,2910805,1100642,13266473,-.1862621307373047,5569227,3.365446090698242,145680,1.0123291015625,1097724,.4353570938110352,1107253,-.3589239120483398,6160576,1.377517700195313,24000046,.5741806030273438,223915,1.030966758728027,220489,-.2512054443359375,137101,.6815519332885742,34125,-.1236371994018555,8943904,.116455078125,434453,351551,-.0660524368286133,91122,-.5981912612915039,188514,32883836,.26190185546875,254770,.8571567535400391,2449413,-.3387851715087891,13948,-.4725179672241211,83048,-.4977912902832031,3080447,-.0089588165283203,237896,.5174942016601563,1112516,.0036630630493164,36641,106638888,4.267454147338867,matched (3),5741947,.75881469,2047690,3285509.5
201210,293399,633,1310,11514893,10,0,0,0,0,0,0,0,0,1,0,0,3879,-1.178119659423828,80449,.8935432434082031,123702,2952026,1.842878341674805,23801,-3.14417839050293,501508,.0491533279418945,467114,2401205,919377,.3315868377685547,2072000,180686,.5617599487304688,55040,868983,.3513803482055664,90104,.5206108093261719,2764033,.3684406280517578,1056592,.0030288696289063,512218,.3088340759277344,22043,800239,1030926,.2966670989990234,3620443,-.0529422760009766,150842,-.8190011978149414,4996754,433985,15109797,.1301021575927734,5547555,-.0038995742797852,73511,-.6839771270751953,413339,-.9767265319824219,1446160,.2670297622680664,6649309,.0763425827026367,27822172,.1477775573730469,357979,.469207763671875,326821,.3935651779174805,229441,.514927864074707,38746,.1269979476928711,7854138,-.1299324035644531,305416,369192,.0489616394042969,105585,.1473169326782227,240329,24511350,-.2938461303710938,359561,.3445224761962891,1906387,-.2506389617919922,18925,.3051471710205078,167827,.7035150527954102,3704311,.184422492980957,304138,.2456474304199219,898575,-.2135686874389648,35883,125275208,.1610641479492188,matched (3),11007402,.75881469,1124518.5,2804653.3
201211,293399,634,1310,17066926,11,0,0,0,0,0,0,0,0,0,1,0,29043,2.013200759887695,4336,-2.920671463012695,363864,5173879,.5611305236816406,282900,2.47536563873291,546250,.0854568481445313,516049,3306107,1115690,.1935319900512695,1468000,162860,-.1038694381713867,105977,689083,-.2319612503051758,111732,.2151384353637695,2235484,-.2122325897216797,677025,-.4450950622558594,608452,.1721677780151367,39895,701821,778757,-.2805137634277344,4127007,.130955696105957,342741,.8207416534423828,5478967,1013560,12898230,-.1582527160644531,10448468,.6330986022949219,47464,-.4374637603759766,1995048,1.574155807495117,1779757,.2075653076171875,6318729,-.050994873046875,17226632,-.4793777465820313,65681,-1.69566535949707,322707,-.0126686096191406,139527,-.4973878860473633,51260,.2798824310302734,8813401,.1152334213256836,1486383,426422,.1441125869750977,66024,-.4694976806640625,425913,25222876,.0286159515380859,436370,.1936073303222656,2495739,.2693758010864258,34280,.5940780639648438,182118,.081721305847168,3770499,.0177106857299805,344677,.125126838684082,944982,.0503559112548828,64647,114200048,-.092559814453125,matched (3),15262192,.75881469,1467079,2958692
201212,293399,635,1310,12514625,12,0,0,0,0,0,0,0,0,0,0,1,3444,-2.132143974304199,3099,-.3358726501464844,211296,601383,-2.152146339416504,205022,-.3219766616821289,571633,.0454206466674805,452115,2366235,510463,-.7819108963012695,1643000,155838,-.0440740585327148,236215,729394,.0568523406982422,61405,-.5986118316650391,2302709,.0296287536621094,326718,-.7286109924316406,470571,-.2569713592529297,6425,412588,662870,-.1611204147338867,9707367,.8553333282470703,9510,-3.584630966186523,5121159,468531,13113325,.0165386199951172,14269183,.3116455078125,40519,-.1582002639770508,596567,-1.207232475280762,961051,-.6162052154541016,5399625,-.1571893692016602,15712352,-.0920085906982422,172536,.9657964706420898,201693,-.4699974060058594,122878,-.1270656585693359,40121,-.2450103759765625,7022072,-.2272148132324219,729905,222960,-.6484365463256836,59695,-.1007699966430664,129635,13564250,-.6203136444091797,251847,-.5496692657470703,1945759,-.2489328384399414,18305,-.6273870468139648,92550,-.6769065856933594,3266634,-.1434478759765625,259688,-.2831268310546875,752914,-.2272157669067383,74141,83193120,-.3167877197265625,matched (3),10169804,.75881469,1280775.8,2870875.3
201301,293399,636,1310,19637788,01,0,0,0,0,0,0,0,0,0,0,0,26474,2.039528846740723,65698,3.053989410400391,342071,2521292,1.433295249938965,482885,.8566617965698242,605306,.0572366714477539,571458,3378027,518285,.0152072906494141,2696000,259018,.5080804824829102,143029,825407,.123661994934082,36683,-.5151777267456055,3106110,.2992849349975586,722985,.7942914962768555,659836,.3380451202392578,11282,956581,821322,.2143363952636719,11856025,.199951171875,357512,3.626825332641602,5956731,568253,14881903,.1265163421630859,14223465,-.0032081604003906,69262,.5361251831054688,397446,-.4061317443847656,1252452,.26483154296875,6279056,.1508903503417969,18682960,.1731643676757813,189154,.0919561386108398,344827,.5362958908081055,801815,1.875685691833496,47616,.171269416809082,9748723,.3280782699584961,1096337,316697,.3509531021118164,142446,.8697147369384766,289843,25851282,.6449222564697266,447381,.5745887756347656,2185677,.1162729263305664,55182,1.103462219238281,41218,-.808873176574707,2899322,-.1192827224731445,249373,-.0405311584472656,1177867,.447509765625,80893,118555704,.354217529296875,matched (3),15072385,.75881469,1502566,2976448
201302,293399,637,1310,13908723,02,1,0,0,0,0,0,0,0,0,0,0,14110,-.6292791366577148,1409,-3.842188358306885,279855,3238956,.2504796981811523,766942,.4626321792602539,507665,-.1759119033813477,494847,3083566,693359,.2910232543945313,2606000,110311,-.8535938262939453,144801,707846,-.1536493301391602,102092,1.023560523986816,2250764,-.3221015930175781,1231836,.532872200012207,570759,-.145024299621582,28455,641098,804444,-.0207633972167969,13180107,.1058712005615234,280980,-.2408857345581055,5570088,229791,15733590,.0556526184082031,9780796,-.3744716644287109,145116,.7396364212036133,1752981,1.484013557434082,1548972,.2124881744384766,5944543,-.0547456741333008,26137548,.3357620239257813,49727,-1.336013793945313,84076,-1.411321640014648,372469,-.7667236328125,28976,-.4967012405395508,8253693,-.1664762496948242,450839,344509,.0841741561889648,154653,.0822210311889648,200778,21697006,-.1751861572265625,376959,-.1712741851806641,2450121,.1142120361328125,14951,-1.305858612060547,87395,.7515621185302734,2818980,-.028101921081543,146210,-.5339059829711914,1105315,-.0635747909545898,49260,83922760,-.3454856872558594,matched (3),11576009,.75881469,1387670.4,2920131.3
201303,293399,638,1310,8838723,03,0,1,0,0,0,0,0,0,0,0,0,19229,.3095359802246094,29976,3.057516574859619,290893,2494688,-.2610874176025391,1003913,.2692499160766602,470247,-.076563835144043,533041,2147677,521334,-.2851572036743164,2457000,107262,-.0280294418334961,271183,510032,-.3277530670166016,123867,.1933345794677734,2102592,-.0680990219116211,793860,-.4393539428710938,291303,-.6726036071777344,27510,589882,443531,-.5953836441040039,11788179,-.1116104125976563,97755,-1.055818557739258,5177848,442386,15004323,-.0474586486816406,8475350,-.1432590484619141,45505,-1.159710884094238,1022977,-.5386009216308594,1331870,-.1510076522827148,6176500,.0382776260375977,33959320,.2617893218994141,70861,.3541717529296875,299782,1.271334648132324,161363,-.8364973068237305,21284,-.3085126876831055,8283605,.0036172866821289,1437900,355648,.0318212509155273,88487,-.5583286285400391,115467,21940000,.0111370086669922,351914,-.0687494277954102,2064180,-.1714048385620117,32345,.7716808319091797,56988,-.4275970458984375,2006811,-.3398284912109375,119742,-.1997051239013672,1423689,.2531213760375977,61,129013608,.4300212860107422,matched (3),10929418,.75881469,1125562.4,2805072
201304,293399,639,1310,8074973,04,0,0,1,0,0,0,0,0,0,0,0,1534,-2.528541088104248,1749,-2.841352939605713,100361,3898365,.4463930130004883,941887,-.0637750625610352,233788,-.6988430023193359,531104,2527231,553614,.0600767135620117,2331000,154300,.3636245727539063,49195,636862,.2220792770385742,114185,-.0813884735107422,1737069,-.1909713745117188,572417,-.3270397186279297,659018,.8163871765136719,52625,1309456,303095,-.3807220458984375,8207144,-.3620920181274414,270084,1.016267776489258,3734408,400492,10769830,-.3315906524658203,7512131,-.1206436157226563,126054,1.018888473510742,1022568,-.0003995895385742,1657958,.2190027236938477,6516302,.0535554885864258,31304170,-.0814113616943359,30677,-.8372068405151367,212401,-.3445796966552734,864279,1.678238868713379,33273,.4467906951904297,8857402,.0669755935668945,523788,678571,.6460485458374023,69900,-.2357892990112305,58394,24921884,.1274356842041016,198356,-.5733232498168945,1912671,-.0762319564819336,287488,2.184721946716309,41756,-.3109970092773438,3603111,.5852508544921875,150513,.2287101745605469,1233184,-.1436519622802734,82665,100577808,-.2489852905273438,matched (3),14906512,.75881469,1384815,2918775.5
201305,293399,640,1310,10973003,05,0,0,0,1,0,0,0,0,0,0,0,10214,1.895881175994873,39987,3.129510402679443,254404,2402293,-.4841327667236328,682317,-.3223915100097656,665324,1.045859336853027,595600,2517231,581503,.0491485595703125,4204000,30217,-1.630494117736816,22583,692132,.0832233428955078,41487,-1.012439727783203,2355947,.3047428131103516,1374335,.8758573532104492,600729,-.0926065444946289,62664,1343178,330635,.0869693756103516,9394705,.1351404190063477,329007,.1973466873168945,4428965,496660,15855379,.3867607116699219,12979153,.5468254089355469,140394,.1077423095703125,1184941,.1473760604858398,1706431,.0288171768188477,6599036,.0126171112060547,25944130,-.1878070831298828,160921,1.657400131225586,332860,.4492454528808594,887341,.0263338088989258,19410,-.5389575958251953,9463254,.0661630630493164,966200,334933,-.706059455871582,75426,.0760860443115234,90294,24116020,-.0328712463378906,452615,.8249788284301758,2078834,.0833063125610352,210695,-.3107690811157227,79652,.6458234786987305,4007703,.1064205169677734,174587,.1483736038208008,1271421,.0305356979370117,61579,132640720,.2767124176025391,matched (3),12654951,.75881469,1257476,2860556.5
201306,293399,641,1310,13153232,06,0,0,0,0,1,0,0,0,0,0,0,31801,1.135738372802734,67503,.5236177444458008,325376,4220810,.563603401184082,719469,.0530195236206055,501411,-.2828483581542969,679904,2747622,798027,.3165264129638672,5637000,65692,.7765722274780273,11153,788789,.1307220458984375,102752,.9069375991821289,2587801,.0938663482666016,714564,-.6540517807006836,510929,-.1619138717651367,19441,944688,1002768,1.109503746032715,15626740,.5088367462158203,198618,-.5046958923339844,5921228,1195328,17359868,.0906524658203125,17457056,.2964000701904297,50677,-1.018980979919434,2124766,.5839681625366211,2281231,.2903108596801758,6699565,.0151185989379883,32330480,.2200660705566406,160010,-.0056772232055664,194198,-.5388431549072266,384139,-.8372249603271484,32616,.5190143585205078,10312063,.0858974456787109,745683,630173,.6320638656616211,103601,.3173952102661133,154341,30370046,.2305812835693359,250192,-.5928134918212891,2187910,.0511398315429688,332714,.4568710327148438,65330,-.1982154846191406,4383895,.0897197723388672,331096,.6399860382080078,1087948,-.1558418273925781,88073,93992512,-.3444290161132813,matched (3),13384681,.75881469,1443247.8,2946947.8
201307,293399,642,1310,12789345,07,0,0,0,0,0,1,0,0,0,0,0,1982,-2.775391578674316,26016,-.953460693359375,290483,1468727,-1.055631637573242,516372,-.3316860198974609,710746,.3488893508911133,437870,2525233,363493,-.7863826751708984,0,43225,-.4185581207275391,256555,751159,-.0488815307617188,54835,-.6279897689819336,2222017,-.1523933410644531,1344192,.6318750381469727,708537,.3269720077514648,10268,1054396,738858,-.3054132461547852,9997785,-.4466190338134766,211691,.0637445449829102,6117097,1195055,12761802,-.3077049255371094,11750627,-.3958377838134766,128418,.9298191070556641,1130022,-.6314239501953125,994033,-.8306999206542969,6548084,-.0228700637817383,21798192,-.3941841125488281,51688,-1.130010604858398,248993,.2485466003417969,1053615,1.008977890014648,6841,-1.561868667602539,11073124,.0712070465087891,568611,518096,-.1958332061767578,76408,-.3044595718383789,422671,29707922,-.0220432281494141,445148,.5761775970458984,1851592,-.166900634765625,58156,-1.74415397644043,95382,.3784379959106445,4884726,.1081752777099609,237811,-.3309326171875,1330524,.2012796401977539,42803,114394936,.196441650390625,matched (3),15340059,.75881469,1490607,2970428.8
201308,293399,643,1310,13866863,08,0,0,0,0,0,0,1,0,0,0,0,6951,1.254778861999512,51646,.6857013702392578,750245,2468513,.5192203521728516,809653,.4497776031494141,712542,.0025234222412109,510228,3173518,854742,.8550395965576172,3476000,118078,1.004926681518555,151048,751215,.0000753402709961,104573,.6455574035644531,2879432,.2591772079467773,855845,-.4514589309692383,433408,-.4915227890014648,6761,1284547,883593,.1788902282714844,8245276,-.192723274230957,312302,.3888425827026367,4199411,1774352,14389289,.1200275421142578,8800496,-.2890987396240234,219644,.536717414855957,1367995,.1911087036132813,1489135,.4041805267333984,6778123,.0345277786254883,23760920,.0862159729003906,209336,1.398715019226074,420931,.5250434875488281,581736,-.5939655303955078,25754,1.325655937194824,12661509,.1340446472167969,350237,339591,-.4224185943603516,113704,.3975105285644531,385882,32140494,.0787029266357422,521457,.1582202911376953,2162449,.1551952362060547,255098,1.478518486022949,123666,.2596950531005859,3730508,-.2695684432983398,224279,-.0585851669311523,1411536,.0591049194335938,67403,104036144,-.0949192047119141,matched (3),13211018,.75881469,1191037.4,2831979.5
