period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1096c348,growth1096c348,Y1156c705,growth1156c705,Y1214c32,Y1330c251,growth1330c251,Y1363c705,growth1363c705,Y1470c616,growth1470c616,Y1514c344,Y1657c344,Y1844c208,growth1844c208,Y1909c376,Y1977c484,growth1977c484,Y1c32,Y2003c124,growth2003c124,Y2409c300,growth2409c300,Y2638c208,growth2638c208,Y2659c826,growth2659c826,Y2691c124,growth2691c124,Y2693c233,Y273c554,Y2742c152,growth2742c152,Y2768c152,growth2768c152,Y2797c620,growth2797c620,Y2861c381,Y2882c344,Y2939c826,growth2939c826,Y2984c124,growth2984c124,Y3059c300,growth3059c300,Y3337c826,growth3337c826,Y3362c752,growth3362c752,Y3466c124,growth3466c124,Y3571c300,growth3571c300,Y3642c826,growth3642c826,Y3705c152,growth3705c152,Y3984c600,growth3984c600,Y4208c705,growth4208c705,Y4316c826,growth4316c826,Y4319c608,Y4321c703,growth4321c703,Y4347c586,growth4347c586,Y4399c608,Y4605c348,growth4605c348,Y4626c752,growth4626c752,Y4789c208,growth4789c208,Y4803c372,growth4803c372,Y4836c191,growth4836c191,Y4918c124,growth4918c124,Y5015c826,growth5015c826,Y557c440,growth557c440,Y73c352,Y911c124,growth911c124,_merge,x,r2,s,sf
201508,293399,667,1310,15286161,08,0,0,0,0,0,0,1,0,0,0,0,5679,.264073371887207,49076,2.101277351379395,204796,2873439,1.695083618164063,816875,-.1104021072387695,952634,.9333105087280273,981157,2569604,593831,.47235107421875,3930000,173677,.9323806762695313,60841,881002,.1294593811035156,78942,-.3938798904418945,1279299,-.0082283020019531,1140962,-.2945947647094727,667807,.3588953018188477,18181,674036,779931,.0417995452880859,5628481,-.6957664489746094,208527,.1923418045043945,3185249,710404,15128766,-.115081787109375,15416862,-.2733898162841797,43810,.2012720108032227,1440056,-.4522924423217773,1252977,1.98392391204834,5614347,-.0310049057006836,9283787,-.3605728149414063,163455,-.0853462219238281,183165,-.3399600982666016,279985,-.6956357955932617,12267,-.3072376251220703,10024827,.0437641143798828,3852718,519282,-.2926597595214844,40082,-.5868768692016602,1153514,31322432,-.5622348785400391,676462,.5925025939941406,1954483,.042119026184082,256964,-.0775260925292969,177352,-.5417423248291016,5551819,.0818672180175781,264866,.2345247268676758,359371,.1541805267333984,75483,95807064,.0407791137695313,matched (3),14980101,.75881469,1502685.3,2976508.3
201509,293399,668,1310,11122620,09,0,0,0,0,0,0,0,1,0,0,0,2695,-.7453765869140625,5295,-2.226607322692871,470759,4646258,.4805526733398438,908155,.1059293746948242,285079,-1.206463813781738,886139,2544114,589223,-.0077896118164063,3258000,130957,-.2823286056518555,57230,719282,-.2028064727783203,127270,.4775981903076172,1346074,.0508794784545898,1328161,.1519241333007813,355133,-.6315069198608398,35638,657974,859764,.0974531173706055,3772570,-.4000835418701172,165953,-.2283639907836914,3071447,487836,15205719,.0050735473632813,11304598,-.3102512359619141,68979,.4539403915405273,1786192,.2154035568237305,754176,-.5076513290405273,5507599,-.0191965103149414,37373156,1.392683029174805,78617,-.7319498062133789,234937,.2489299774169922,218102,-.2497730255126953,3355,-1.29646110534668,10778824,.0725193023681641,1413900,528461,.017521858215332,31279,-.2479801177978516,776296,56449272,.5890064239501953,295315,-.8288335800170898,2371338,.1933279037475586,128872,-.6901168823242188,314149,.5717306137084961,4387614,-.2353401184082031,198328,-.289301872253418,343194,-.0460596084594727,59447,95666328,-.0014705657958984,matched (3),12719331,.75881469,1151622.6,2815630
201510,293399,669,1310,13132380,10,0,0,0,0,0,0,0,0,1,0,0,25214,2.236001014709473,20101,1.334006309509277,289074,4162281,-.1099996566772461,1322133,.3755865097045898,179643,-.4617948532104492,1645167,7479379,662058,.1165485382080078,3606000,148086,.1229238510131836,56623,768223,.065826416015625,143452,.1196889877319336,1583636,.162531852722168,1365575,.0277795791625977,519117,.3796367645263672,38178,787082,936374,.0853567123413086,2993484,-.231318473815918,68039,-.8916234970092773,2823340,1070444,17871992,.1615638732910156,13923083,.2083377838134766,41279,-.5134487152099609,1520105,-.1613063812255859,845665,.114497184753418,5720279,.0378894805908203,11263532,-1.199380874633789,208031,.9730987548828125,222074,-.0563068389892578,88382,-.903294563293457,5616,.5151681900024414,10749719,-.0027046203613281,4301987,615465,.152409553527832,28165,-.1048669815063477,502409,52748620,-.0678043365478516,443379,.4063825607299805,2078940,-.1315956115722656,197162,.425206184387207,410901,.2684850692749023,4094554,-.0691280364990234,210051,.0574283599853516,177072,-.6617393493652344,31384,91292864,-.0467929840087891,matched (3),12690055,.75881469,1636770.8,3046400.5
201511,293399,670,1310,17007308,11,0,0,0,0,0,0,0,0,0,1,0,5385,-1.543782234191895,5359,-1.321991920471191,491755,6413132,.4322853088378906,370135,-1.273134231567383,227692,.2370214462280273,810216,3229332,664494,.0036725997924805,2501000,140740,-.0508785247802734,8080,675705,-.1283235549926758,143200,-.0017576217651367,1470023,-.0744457244873047,1543378,.1223983764648438,521677,.0049190521240234,43248,828244,1743822,.6218194961547852,7043878,.8557214736938477,189340,1.023463249206543,3106201,438382,14722890,-.1938323974609375,17306888,.2175559997558594,62429,.4136762619018555,1826750,.1837587356567383,1241069,.3836050033569336,5118391,-.1111774444580078,39197040,1.247030258178711,83608,-.9115476608276367,166101,-.2904148101806641,192940,.7807111740112305,7472,.2855424880981445,12651718,.1629142761230469,1034752,466447,-.2772340774536133,22472,-.2258100509643555,682864,50632680,-.0409393310546875,216585,-.7164421081542969,2397772,.1426811218261719,219813,.1087512969970703,501631,.1995124816894531,5169070,.2330350875854492,229484,.0884828567504883,225589,.2421588897705078,91564,114952512,.2304458618164063,matched (3),16622703,.75881469,1038177.7,2771164
201512,293399,671,1310,15324469,12,0,0,0,0,0,0,0,0,0,0,1,1405,-1.343579769134522,21163,1.373476982116699,200910,1672020,-1.344315528869629,1098058,1.087430953979492,160903,-.3471918106079102,699100,4365890,424266,-.4486656188964844,2902000,59694,-.8576831817626953,95947,586296,-.1419315338134766,132370,-.0786418914794922,1243560,-.1672992706298828,1136285,-.3062095642089844,442203,-.1652793884277344,39238,608023,494990,-1.259296417236328,15246298,.7721767425537109,182941,-.0343809127807617,4342084,425305,17262904,.1591567993164063,20388968,.1638908386230469,135436,.7744693756103516,1328252,-.3186740875244141,695147,-.5796051025390625,5281005,.031275749206543,14109719,-1.021738052368164,113163,.3026895523071289,128089,-.2598705291748047,208001,.0751638412475586,8896,.1744394302368164,7537497,-.5179033279418945,820791,381212,-.2017889022827148,35310,.4518966674804688,199858,38781596,-.2666530609130859,401159,.6163749694824219,2384449,-.0055713653564453,202551,-.0817852020263672,527863,.0509719848632813,4637705,-.1084728240966797,299104,.2649574279785156,337533,.4029483795166016,89611,114908976,-.0003795623779297,matched (3),15644417,.75881469,1367745.4,2910715.5
201601,293399,672,1310,14099395,01,0,0,0,0,0,0,0,0,0,0,0,260820,5.223793506622315,4043,-1.655267715454102,452587,2845117,.5315713882446289,3130086,1.047516822814941,803970,1.608760833740234,384578,3253692,382276,-.104217529296875,3143000,66925,.1143417358398438,279528,692715,.1667938232421875,122157,-.0802936553955078,1708680,.3177423477172852,1528425,.296473503112793,524955,.171544075012207,0,921913,431685,-.1368417739868164,12269729,-.2172012329101563,180965,-.010859489440918,3498232,459668,17079580,-.0106754302978516,23564448,.144744873046875,79198,-.5365486145019531,2079638,.4483299255371094,630916,-.0969505310058594,5166358,-.0219478607177734,16765749,.1724758148193359,104098,-.08349609375,247495,.6586647033691406,219215,.0525102615356445,20719,.8454494476318359,9860435,.2686395645141602,0,626962,.4975309371948242,24658,-.359065055847168,0,47759072,.2082233428955078,326280,-.2066020965576172,3004678,.2312021255493164,269265,.2847042083740234,216322,-.8920688629150391,3679763,-.2313718795776367,343180,.1374645233154297,142700,-.8609189987182617,54589,65961488,-.5550689697265625,matched (3),15757580,.75881469,1669916.9,3064336.8
201602,293399,673,1310,13861422,02,1,0,0,0,0,0,0,0,0,0,0,72321,-1.282716751098633,25095,1.825681686401367,285041,2693561,-.0547399520874023,823022,-1.335832595825195,179243,-1.500820159912109,341077,2839077,429546,.1165857315063477,3858000,60819,-.0956707000732422,74163,521069,-.2847356796264648,153804,.230372428894043,1670564,-.0225601196289063,1358942,-.1175308227539063,585860,.1097679138183594,9665,945551,600823,.3306045532226563,13173651,.0710849761962891,142383,-.2397832870483398,4023850,202108,17795044,.0410366058349609,23907440,.0144500732421875,83322,.0507621765136719,1891327,-.0949153900146484,1064257,.5228595733642578,5406395,.0454139709472656,24621582,.3842849731445313,291623,1.030129432678223,235601,-.049250602722168,76420,-1.05380916595459,8790,-.8574361801147461,8936322,-.0984058380126953,1852603,519835,-.1873750686645508,28467,.1436443328857422,464280,49374608,.0332679748535156,471602,.3683795928955078,2655349,-.1235942840576172,270321,.0039138793945313,574586,.9768819808959961,3201155,-.1393365859985352,402873,.1603660583496094,154201,.0775127410888672,53961,79708016,.1892986297607422,matched (3),14443423,.75881469,1295305.3,2877386.5
201603,293399,674,1310,11581861,03,0,1,0,0,0,0,0,0,0,0,0,277106,1.34328556060791,3994,-1.837875366210938,263699,3861504,.3601922988891602,156469,-1.660124778747559,571069,1.158767700195313,608265,3765378,327901,-.2700166702270508,3345000,22299,-1.003360748291016,78157,377838,-.3214168548583984,98191,-.4487648010253906,1337587,-.2222938537597656,997028,-.3096828460693359,328703,-.5779266357421875,20411,938620,412359,-.3764066696166992,10300244,-.2460517883300781,69119,-.7226905822753906,3095204,181225,16313137,-.0869503021240234,17071092,-.3368034362792969,197510,.8630762100219727,1457876,-.2602977752685547,555993,-.6492767333984375,5779262,.0666942596435547,22734986,-.0797195434570313,65154,-1.498708724975586,130588,-.590092658996582,31627,-.882232666015625,11251,.2468423843383789,9424639,.0532035827636719,1188074,475618,-.0888957977294922,42485,.4004049301147461,825959,44716272,-.0990982055664063,317676,-.3951034545898438,2005817,-.2805242538452148,248737,-.0832138061523438,265349,-.7726039886474609,2949102,-.0820112228393555,391840,-.0277681350708008,266432,.5468616485595703,38718,106008224,.2851467132568359,matched (3),12545448,.75881469,1294680.6,2877105.5
201604,293399,675,1310,20293830,04,0,0,1,0,0,0,0,0,0,0,0,262556,-.0539350509643555,14491,1.288734436035156,356820,3794620,-.0174722671508789,985008,1.839792251586914,195410,-1.072409629821777,1141883,2632352,457259,.3325386047363281,2521000,172173,2.04395866394043,261068,535861,.3494091033935547,114001,.1492929458618164,1207962,-.1019325256347656,1019548,.0223360061645508,671184,.7138891220092773,29961,1154555,458560,.1061973571777344,4591102,-.8080472946166992,36578,-.636383056640625,2618032,147342,14557877,-.1138381958007813,16327257,-.0445499420166016,111702,-.5699548721313477,2705913,.6184587478637695,1735114,1.138072967529297,6051878,.0460920333862305,27557784,.1923809051513672,84884,.2645320892333984,211810,.483642578125,181789,1.748835563659668,13788,.2033414840698242,10863657,.1420955657958984,1350566,488296,.02630615234375,71930,.5265426635742188,730504,52751016,.1652450561523438,330463,.0394630432128906,3144784,.4496936798095703,245921,-.0113859176635742,473317,.5787200927734375,3448540,.1564502716064453,316911,-.2122325897216797,284227,.0646543502807617,38969,120285712,.1263542175292969,matched (3),18923478,.75881469,1395106.9,2923672.5
201605,293399,676,1310,17228534,05,0,0,0,1,0,0,0,0,0,0,0,5857,-3.802826881408691,16096,.1050434112548828,572427,3314570,-.1352558135986328,644388,-.4243488311767578,288679,.3902149200439453,936548,2034060,303787,-.4089241027832031,5159000,118585,-.3728704452514648,0,453100,-.1677618026733398,76586,-.3977928161621094,1366591,.1233844757080078,1192619,.1567916870117188,658916,-.0184469223022461,9205,725406,609530,.2845964431762695,9762105,.7543878555297852,235167,1.860849380493164,3590516,677319,13726610,-.0587959289550781,26273616,.4757289886474609,56182,-.6872377395629883,2271575,-.1749658584594727,1291924,-.2949409484863281,5426921,-.1089963912963867,20769032,-.2828216552734375,23495,-1.28449821472168,114701,-.6133604049682617,492857,.9973716735839844,2884,-1.564620494842529,9711110,-.112152099609375,2178647,480923,-.0152139663696289,173066,.8779792785644531,468460,49216448,-.0693550109863281,318418,-.0371294021606445,2131864,-.3887491226196289,233650,-.0511856079101563,716618,.4147768020629883,5377697,.4443092346191406,230884,-.3167057037353516,264329,-.0725784301757813,110639,111284960,-.0777759552001953,matched (3),18168832,.75881469,1255700.5,2859776.5
201606,293399,677,1310,17548702,06,0,0,0,0,1,0,0,0,0,0,0,44046,2.017596244812012,19999,.2171115875244141,320557,4775567,.3651847839355469,2483563,1.349147796630859,374858,.2612323760986328,820402,3053317,355266,.1565408706665039,6142000,261457,.7906398773193359,276953,464135,.0240621566772461,94431,.2094545364379883,1543434,.1216907501220703,1309689,.0936384201049805,899683,.3114461898803711,26232,1285564,607033,-.0041046142578125,11606874,.1730899810791016,289101,.2064800262451172,5149194,502617,15106039,.0957584381103516,30528456,.1500930786132813,138204,.9001340866088867,2185930,-.0384321212768555,1780353,.3206796646118164,6143319,.123992919921875,28174684,.3049602508544922,111330,1.55571174621582,154469,.2976646423339844,1430921,1.065855026245117,17057,1.777382373809815,9887393,.0179901123046875,2360624,578608,.1849174499511719,92251,-.6291599273681641,469955,52043248,.05584716796875,808202,.9314470291137695,3531332,.5046787261962891,296403,.2378950119018555,429222,-.512568473815918,5778221,.0718364715576172,473387,.7179985046386719,412098,.444066047668457,103684,106820400,-.0409450531005859,matched (3),21813404,.75881469,1479689,2964965
201607,293399,678,1310,21612124,07,0,0,0,0,0,1,0,0,0,0,0,178467,1.399169921875,6022,-1.200263023376465,544391,289606,-2.802746772766113,748740,-1.199057579040527,226857,-.502227783203125,773349,4115999,201749,-.5658426284790039,5213000,126019,-.7298364639282227,161290,681119,.3835611343383789,128441,.3076000213623047,1816134,.1627006530761719,1183567,-.10125732421875,663316,-.3047914505004883,30827,1100948,913276,.4084548950195313,9439687,-.2066764831542969,314583,.0844717025756836,4312465,641926,15619170,.0334033966064453,21396704,-.3554210662841797,292884,.7510461807250977,2293259,.0479326248168945,362038,-1.592818260192871,5406597,-.1277456283569336,27658168,-.0185031890869141,647390,1.760449409484863,255183,.5019874572753906,899041,-.4647455215454102,13106,-.2634906768798828,8759406,-.1211328506469727,1433054,668264,.1440582275390625,85022,-.0816030502319336,602033,49820936,-.04364013671875,446385,-.5936307907104492,3469511,-.0176610946655273,297883,.0049810409545898,300968,-.3549699783325195,5480493,-.0529012680053711,269949,-.561680793762207,167662,-.8993110656738281,135907,115182928,.0753726959228516,matched (3),19553290,.75881469,1628579.4,3042007.3
201608,293399,679,1310,11685511,08,0,0,0,0,0,0,1,0,0,0,0,13657,-2.570151329040527,6279,.0417909622192383,223683,3022329,2.345261573791504,1036841,.3255424499511719,728253,1.166328430175781,516364,3562579,315038,.4456682205200195,3941000,115722,-.0852422714233398,145204,714317,.0475902557373047,74860,-.5398492813110352,1377016,-.2767915725708008,1145673,-.0325403213500977,695099,.0468034744262695,3050,832109,711239,-.2500295639038086,7255073,-.2632207870483398,119214,-.9703273773193359,4196670,612811,14259764,-.0910568237304688,18593218,-.1404399871826172,55341,-1.666262626647949,1693424,-.3032217025756836,1353183,1.318466186523438,5669327,.0474510192871094,13249428,-.7359657287597656,266145,-.8889074325561523,218276,-.1562213897705078,93934,-2.258735656738281,8532,-.4292459487915039,9473113,.0783300399780273,1275067,560042,-.176671028137207,113226,.2864761352539063,723466,38287860,-.2633018493652344,362274,-.2087812423706055,2829176,-.2040281295776367,304029,.0204219818115234,288489,-.0423469543457031,5120334,-.0679750442504883,343612,.2412805557250977,133391,-.2286653518676758,93008,75763984,-.4188995361328125,matched (3),11561169,.75881469,1524882.8,2987776
201609,293399,680,1310,11759537,09,0,0,0,0,0,0,0,1,0,0,0,505467,3.61122989654541,29594,1.550361633300781,284187,3443298,.130401611328125,210528,-1.594315528869629,821494,.1204767227172852,672802,4107133,392448,.2197113037109375,3961000,153042,.2795219421386719,126400,523689,-.3104286193847656,171010,.8261022567749023,1664525,.1896209716796875,1445607,.2325372695922852,436111,-.4661579132080078,8611,660876,976790,.3172626495361328,4044241,-.584406852722168,221282,.6185169219970703,3260978,471642,13858538,-.0285396575927734,15810150,-.1621456146240234,225175,1.403364181518555,2765082,.4903173446655273,1573102,.1505899429321289,5971964,.0520057678222656,28918532,.7805271148681641,82344,-1.173135757446289,255173,.1561822891235352,194685,.728790283203125,10055,.16424560546875,11164424,.1642742156982422,2687020,740779,.2796897888183594,146111,.2549810409545898,418040,54779396,.3581809997558594,509521,.3410711288452148,3331253,.1633625030517578,155469,-.6706762313842773,355417,.2086343765258789,4281182,-.178990364074707,279512,-.2064685821533203,172220,.255488395690918,99316,107667288,.3514232635498047,matched (3),13789513,.75881469,1329187.9,2892797.5
201610,293399,681,1310,10883484,10,0,0,0,0,0,0,0,0,1,0,0,65399,-2.044975280761719,26198,-.1218891143798828,127997,2554954,-.2983951568603516,879164,1.429352760314941,297694,-1.015058517456055,613249,3720209,463379,.1661415100097656,2918000,232670,.4189081192016602,260281,568291,.0817356109619141,102565,-.511225700378418,1437341,-.1467447280883789,937275,-.4333076477050781,370932,-.1618776321411133,15167,614187,607138,-.4755153656005859,4353218,.0736207962036133,214341,-.0318689346313477,2901382,316440,12456392,-.1066684722900391,13435998,-.1627140045166016,128259,-.5628271102905273,1756674,-.4536476135253906,954985,-.4991092681884766,5778341,-.0329599380493164,15918575,-.5969963073730469,85811,.0412416458129883,258175,.0116958618164063,17285,-2.421544075012207,5570,-.5906744003295898,9212967,-.1921195983886719,1464263,674709,-.0934200286865234,109168,-.2914791107177734,335025,49620172,-.0989170074462891,483114,-.0532188415527344,1914507,-.5538883209228516,70813,-.7864036560058594,325390,-.0882673263549805,4108817,-.0410947799682617,124039,-.8124485015869141,136702,-.2309694290161133,76919,81386840,-.2798328399658203,matched (3),9263000,.75881469,1136077.6,2809307.8
201611,293399,682,1310,12828245,11,0,0,0,0,0,0,0,0,0,1,0,276503,1.441714286804199,19327,-.3041801452636719,329402,2765273,.0791053771972656,2123249,.8817310333251953,599223,.6995677947998047,819816,3106696,507927,.091792106628418,2946000,145532,-.4692249298095703,368492,623858,.0932893753051758,168974,.4992485046386719,2241107,.4441747665405273,1406703,.4060268402099609,681521,.6083078384399414,9431,459993,1332284,.7858943939208984,8250243,.6393280029296875,253353,.1672153472900391,4006892,319015,12389084,-.0054168701171875,19710580,.3832168579101563,38317,-1.208157539367676,1768357,.0066280364990234,560609,-.5326719284057617,6506047,.1186161041259766,17595532,.10015869140625,154080,.5853252410888672,173062,-.3999881744384766,57409,1.200362205505371,7677,.3208332061767578,9466528,.0271492004394531,1366154,932647,.3237447738647461,151862,.3300848007202148,596594,52275584,.0521316528320313,648071,.2937479019165039,2457571,.2497138977050781,71264,.0063486099243164,388355,.1768951416015625,4528030,.0971517562866211,252538,.7109651565551758,88270,-.4374027252197266,114757,113277232,.3306255340576172,matched (3),14154120,.75881469,1275201.9,2868392.8
201612,293399,683,1310,17009596,12,0,0,0,0,0,0,0,0,0,0,1,262888,-.0504932403564453,21236,.0941953659057617,414857,1021941,-.9954357147216797,1060199,-.6944904327392578,101096,-1.779563903808594,712251,4720170,328656,-.4353265762329102,3931000,93048,-.4472799301147461,429923,460379,-.3038730621337891,89469,-.6358528137207031,1540904,-.3746004104614258,952987,-.3894023895263672,758876,.1075115203857422,7217,490674,752436,-.5713338851928711,15739531,.6459321975708008,247802,-.0221538543701172,3353628,473607,14362596,.1478118896484375,27135816,.3197002410888672,87466,.8253564834594727,1410783,-.2259054183959961,1003224,.5819501876831055,5484610,-.1707859039306641,26137186,.3957138061523438,128864,-.1787147521972656,367134,.7520771026611328,96547,.5198287963867188,23638,1.124627113342285,7914189,-.1791048049926758,2492586,396102,-.8563547134399414,118680,-.2465419769287109,998352,27732740,-.6339149475097656,709965,.0912151336669922,3102650,.2330827713012695,27114,-.9663410186767578,418401,.0745210647583008,4601854,.0161724090576172,204308,-.2119331359863281,80039,-.0978870391845703,36011,100938736,-.1153240203857422,matched (3),20501428,.75881469,1488783.3,2969514
201701,293399,684,1310,17022804,01,0,0,0,0,0,0,0,0,0,0,0,50944,-1.641001701354981,26125,.2071943283081055,243175,2237861,.7838163375854492,3689329,1.246988296508789,149771,.3930368423461914,744696,2714765,559173,.5314474105834961,5842000,259592,1.025995254516602,449434,623614,.3034811019897461,112224,.2266044616699219,1025835,-.4068622589111328,1157804,.1946792602539063,593712,-.2454442977905273,12777,854036,486770,-.4355249404907227,14575681,-.0768203735351563,223423,-.1035633087158203,5718516,379953,16464435,.1365737915039063,30751484,.1250839233398438,79809,-.09161376953125,2391864,.527928352355957,700664,-.3589458465576172,5993942,.0888032913208008,23631026,-.1007976531982422,152829,.1705617904663086,282275,-.2628450393676758,322011,1.204555511474609,73951,1.140546798706055,10227962,.2564687728881836,3675435,525239,.2821817398071289,104914,-.1232900619506836,1669566,41762664,.4093894958496094,645205,-.0956478118896484,1885270,-.4981861114501953,33714,.2178630828857422,109841,-1.337406158447266,4210291,-.0889272689819336,131167,-.4431571960449219,140829,.565032958984375,183990,119008896,.1646842956542969,matched (3),19370624,.75881469,1692066.1,3076463.3
201702,293399,685,1310,18057120,02,1,0,0,0,0,0,0,0,0,0,0,515788,2.314969062805176,40163,.4300537109375,329563,3327362,.3966598510742188,1534490,-.8772468566894531,462923,1.128453254699707,559960,4062465,321560,-.5532741546630859,4606000,489794,.6348733901977539,44177,771844,.2132511138916016,248135,.7934761047363281,756382,-.3047161102294922,1332911,.1408395767211914,684669,.1425409317016602,10777,758513,707073,.3733425140380859,11937312,-.1996860504150391,154265,-.3703947067260742,4970384,199638,11847520,-.3290843963623047,23925146,-.2510089874267578,155039,.6640405654907227,3254269,.3078947067260742,443807,-.4566383361816406,6103696,.0181446075439453,40306128,.5339431762695313,263511,.5447759628295898,183364,-.4314088821411133,250408,-.2514934539794922,87838,.1720914840698242,9059104,-.1213550567626953,5801052,521418,-.0073013305664063,112432,.0692081451416016,411947,64119988,.4287528991699219,803068,.2188711166381836,1772777,-.0615234375,45071,.2903251647949219,431761,1.368838310241699,2669152,-.4557704925537109,168970,.2532501220703125,99199,-.3504190444946289,42797,119356856,.0029182434082031,matched (3),17044270,.75881469,1509676.6,2980043.8
201703,293399,686,1310,17817462,03,0,1,0,0,0,0,0,0,0,0,0,6608,-4.357414245605469,50446,.2279577255249023,310923,2636461,-.2327423095703125,962839,-.4660673141479492,318203,-.3748712539672852,717267,4011895,242910,-.2804937362670898,3921000,27372,-2.884464263916016,143758,526429,-.3826656341552734,112253,-.793217658996582,871354,.1415023803710938,1085876,-.2049779891967773,570255,-.1828517913818359,20570,1268229,678117,-.041813850402832,13099263,.0928878784179688,419050,.9993181228637695,4321485,236393,12466129,.0508975982666016,18320412,-.2669143676757813,63420,-.8938980102539063,2206561,-.3885326385498047,198880,-.8026885986328125,6733665,.0982255935668945,52990156,.2736015319824219,131973,-.691497802734375,176128,-.0402622222900391,431485,.5441408157348633,83322,-.0527811050415039,10371867,.1353263854980469,5154410,591340,.1258392333984375,106662,-.0526838302612305,546200,61650628,-.0392723083496094,666594,-.1862573623657227,2662491,.4067153930664063,67539,.4044666290283203,679137,.4529504776000977,3064448,.1381063461303711,138840,-.1963987350463867,200230,.7023391723632813,110150,172012752,.3654518127441406,matched (3),18856846,.75881469,1542054.9,2996576.5
201704,293399,687,1310,15843937,04,0,0,1,0,0,0,0,0,0,0,0,48050,1.98396110534668,7261,-1.938385963439941,297566,2635399,-.0004034042358398,487615,-.6803598403930664,204645,-.4414119720458984,477121,2608955,198900,-.1998882293701172,3440000,74917,1.006860733032227,68148,517455,-.0171937942504883,92689,-.1915054321289063,526708,-.5034027099609375,927953,-.1571617126464844,677394,.1721696853637695,8873,862900,380024,-.5790853500366211,7408491,-.5699300765991211,55114,-2.028586387634277,2851500,148488,11500898,-.0805892944335938,19919072,.0836620330810547,112812,.5759439468383789,2094092,-.0523157119750977,366436,.6111221313476563,5922586,-.1283464431762695,46555236,-.1294651031494141,38807,-1.223997116088867,139957,-.2298755645751953,273545,-.4557666778564453,102049,.2027397155761719,8194750,-.2356033325195313,2493062,409219,-.3681411743164063,105757,-.0085210800170898,609610,52659832,-.1576309204101563,368448,-.5928821563720703,2112372,-.2314510345458984,7758,-2.163980484008789,326202,-.7333059310913086,3159151,.0304355621337891,134944,-.0284624099731445,108133,-.6161050796508789,45150,127923760,-.2961349487304688,matched (3),14120222,.75881469,1454617.6,2952532.8
201705,293399,688,1310,19179972,05,0,0,0,1,0,0,0,0,0,0,0,364980,2.027600288391113,31656,1.472410202026367,360428,1151358,-.8280925750732422,298396,-.4911050796508789,435152,.7544183731079102,565140,2651979,361114,.5963916778564453,7268000,352938,1.549911499023438,201859,727091,.3401288986206055,72841,-.2409706115722656,767614,.3766412734985352,1130345,.1972970962524414,755372,.1089572906494141,6788,866115,789853,.7316122055053711,14046697,.6397600173950195,457476,2.116320610046387,5169632,295442,15436680,.2943210601806641,30479324,.4253711700439453,176308,.4465093612670898,2243076,.0687284469604492,427696,.1545896530151367,7074066,.1776618957519531,50493620,.081207275390625,201253,1.645962715148926,285256,.7120513916015625,794061,1.065693855285645,102806,.0073909759521484,10379469,.2363357543945313,3797663,892180,.7794179916381836,139157,.2744588851928711,701821,61799864,.1600475311279297,725922,.6781435012817383,2208449,.0444793701171875,68104,2.172310829162598,421403,.2560720443725586,4015716,.2399129867553711,143778,.063410758972168,118682,.0930862426757813,113533,88934240,-.3635368347167969,matched (3),19883226,.75881469,1476121,2963186
201706,293399,689,1310,19259404,06,0,0,0,0,1,0,0,0,0,0,0,5721,-4.155698776245117,39265,.2154054641723633,617868,1701259,.3904266357421875,762723,.9384737014770508,717116,.499542236328125,604081,4003165,401431,.1058416366577148,8368000,369561,.0460233688354492,242495,632505,-.1393632888793945,97852,.2951765060424805,1142411,.397608757019043,1348976,.176823616027832,721269,-.0461978912353516,23786,966495,808446,.0232667922973633,18040036,.2502059936523438,583845,.2439107894897461,5297003,662992,17303856,.1141815185546875,33308214,.0887546539306641,326473,.616114616394043,3192393,.3529224395751953,985732,.8349714279174805,6692545,-.0554409027099609,51561692,.0209312438964844,186765,-.074711799621582,224684,-.2386913299560547,1043545,.273219108581543,81670,-.2301568984985352,13487198,.2619113922119141,2249494,1088515,.1989011764526367,110938,-.2266311645507813,751672,79026352,.245880126953125,774455,.0647163391113281,2266601,.0259904861450195,64308,-.0573511123657227,712119,.5246562957763672,4518428,.1179485321044922,328209,.8253793716430664,121831,.0261869430541992,237420,160946656,.5931758880615234,matched (3),16758159,.75881469,1598725.5,3026129.8
201707,293399,690,1310,14437618,07,0,0,0,0,0,1,0,0,0,0,0,70222,2.507517814636231,198698,1.621452331542969,201780,833158,-.7139005661010742,495690,-.4309444427490234,192215,-1.316623687744141,681873,3669644,635044,.4586582183837891,7151000,165971,-.8005027770996094,121322,543411,-.1518230438232422,83866,-.15423583984375,1097514,-.0400934219360352,1336489,-.0093002319335938,593037,-.1957559585571289,18494,859035,928831,.1388130187988281,9381998,-.6537990570068359,370282,-.4553699493408203,4747505,346523,14884486,-.1506099700927734,26865988,-.2149429321289063,213505,-.4246864318847656,2960240,-.07550048828125,192797,-1.631746292114258,6692137,-.00006103515625,39414324,-.2686500549316406,355097,.6425399780273438,251072,.1110439300537109,356390,-1.074353218078613,75883,-.0734939575195313,11322489,-.1749496459960938,3131385,1026590,-.0585718154907227,95371,-.1511974334716797,523297,77149424,-.0240364074707031,406002,-.6458015441894531,2406978,.0600910186767578,52709,-.1988983154296875,434427,-.4942178726196289,4155252,-.0837917327880859,310196,-.0564460754394531,109967,-.1024541854858398,203546,127470232,-.2331905364990234,matched (3),14540001,.75881469,1743480.3,3105038
