period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1028c440,growth1028c440,Y1275c554,Y1379c586,growth1379c586,Y1451c586,growth1451c586,Y1490c268,growth1490c268,Y1706c620,growth1706c620,Y1772c498,Y1774c68,growth1774c68,Y1851c268,growth1851c268,Y2104c203,Y2166c498,Y2319c484,growth2319c484,Y232c300,growth232c300,Y2360c344,Y2553c705,growth2553c705,Y2646c703,growth2646c703,Y2743c616,growth2743c616,Y2813c218,Y2865c222,growth2865c222,Y2867c703,growth2867c703,Y3032c68,growth3032c68,Y3094c124,growth3094c124,Y3178c372,growth3178c372,Y3257c222,growth3257c222,Y3517c792,growth3517c792,Y3727c348,growth3727c348,Y3727c68,growth3727c68,Y3885c208,growth3885c208,Y3912c32,Y4002c246,growth4002c246,Y4082c642,Y4132c300,growth4132c300,Y4163c818,Y4241c233,Y4252c300,growth4252c300,Y4368c124,growth4368c124,Y4380c498,Y4417c554,Y4450c807,growth4450c807,Y4481c752,growth4481c752,Y4525c757,growth4525c757,Y4613c222,growth4613c222,Y4830c792,growth4830c792,Y4937c203,Y4992c152,growth4992c152,Y5025c440,growth5025c440,Y545c203,Y638c208,growth638c208,Y736c442,Y983c818,_merge,x,r2,s,sf
201109,901820,620,4752,260440,09,0,0,0,0,0,0,0,1,0,0,0,9378,-.6811866760253906,227556,770245,-.0858221054077148,116779,-.6358642578125,42596,-.3802175521850586,82546,.0902833938598633,106590,166784,.1917600631713867,189697,-.298670768737793,695385,154922,434278,-.6314477920532227,9584,-.5929784774780273,1455342,284553,.3104095458984375,54734,-.0768814086914063,198853,-.1142473220825195,71058,47292,-.3958044052124023,36035,-.4587888717651367,34090,.4501714706420898,95410,-.1027145385742188,56834,-1.405550003051758,71308,-.4244222640991211,469020,-1.640264511108398,52230,.3543519973754883,55509,-.2438650131225586,5492027,2.550702095031738,226153,24373,-2.076981544494629,132298,38501,-.6293926239013672,286805,314589,788388,-.3277349472045898,148934,-.8120145797729492,382976,760825,3669,-.2903366088867188,343443,.3809814453125,156823,-1.69135856628418,13940,.2393245697021484,939906,.5120725631713867,612614,440151,-.2204742431640625,5436,-.7193822860717773,6045,77029,-.2749404907226563,383286,283555,matched (3),235637.94,.87384516,107817.84,172886.56
201110,901820,621,4752,79972,10,0,0,0,0,0,0,0,0,1,0,0,9687,.0324182510375977,408169,553558,-.3303422927856445,78545,-.396611213684082,131326,1.125922203063965,35242,-.8511171340942383,69486,109145,-.4240226745605469,184720,-.0265865325927734,396103,135292,536487,.2113571166992188,4427,-.7723731994628906,1152838,146500,-.6638936996459961,46970,-.1529760360717773,59796,-1.201626777648926,103191,80893,.5367860794067383,29029,-.2161951065063477,10042,-1.222227096557617,88222,-.0783271789550781,52395,-.0813236236572266,49443,-.3661880493164063,317238,-.3909931182861328,33210,-.4528055191040039,22750,-.8919801712036133,313456,-2.863393783569336,119847,53481,.7858505249023438,245649,2686,-2.662631034851074,153132,11266,699678,-.1193695068359375,506925,1.224859237670898,99242,556427,9465,.9476823806762695,237758,-.3677682876586914,504233,1.167920112609863,12226,-.1311979293823242,1471328,.4481410980224609,636685,432849,-.016728401184082,8332,.4270601272583008,9800,58333,-.2780132293701172,254767,638211,matched (3),-37828.094,.87384516,74495.328,154319.91
201111,901820,622,4752,129690,11,0,0,0,0,0,0,0,0,0,1,0,10040,.035792350769043,278327,620020,.1133852005004883,147710,.6315793991088867,81993,-.4710483551025391,68604,.6661128997802734,138007,144455,.2802906036376953,142425,-.2600259780883789,630734,64569,1209019,.8125219345092773,8784,.6852102279663086,1288423,191296,.2667961120605469,34934,-.2960481643676758,58444,-.0228700637817383,208260,135691,.5172529220581055,59511,.7178659439086914,18240,.5968399047851563,80676,-.0894145965576172,56516,.0757122039794922,86646,.5610103607177734,2682346,2.134794235229492,51906,.4465837478637695,33513,.3873691558837891,383120,.2006893157958984,233419,176025,1.191299438476563,6673,11780,1.478350639343262,308355,108462,686896,-.018437385559082,474888,-.0652837753295898,304880,884957,7924,-.1777048110961914,242747,.0207662582397461,1116352,.7947835922241211,18597,.4194355010986328,1089497,-.3004493713378906,618953,562643,.2622556686401367,17836,.7611150741577148,8350,58697,.0062198638916016,421402,414224,matched (3),-2879.4104,.87384516,66694.695,150709.19
201112,901820,623,4752,253253,12,0,0,0,0,0,0,0,0,0,0,1,7436,-.3002443313598633,414193,734660,.1696557998657227,283673,.6525707244873047,96177,.1595563888549805,99649,.3733024597167969,133367,199666,.3236780166625977,160483,.1193723678588867,267731,29850,1404498,.1498708724975586,10570,.1850872039794922,1405230,303199,.4605674743652344,136983,1.366395950317383,67037,.1371755599975586,298384,236730,.5565404891967773,203036,1.227222442626953,62470,1.231069564819336,155625,.657008171081543,185108,1.186415672302246,324189,1.319496154785156,1949550,-.3190927505493164,26292,-.6801700592041016,23646,-.3487396240234375,558421,.3767642974853516,184672,28981,-1.803985595703125,357507,13021,.1001596450805664,671095,86454,1111820,.4815702438354492,205115,-.839508056640625,386159,541947,18323,.8382606506347656,162563,-.4009532928466797,174906,-1.853572845458984,21876,.1623897552490234,1481648,.307438850402832,598037,337297,-.5116815567016602,9139,-.6686677932739258,9977,39932,-.3852100372314453,362818,742526,matched (3),280255.72,.87384516,101442.74,168984.34
201201,901820,624,4752,107242,01,0,0,0,0,0,0,0,0,0,0,0,11131,.4034013748168945,437885,1039467,.3470554351806641,76395,-1.311904907226563,103946,.0776815414428711,125438,.2301578521728516,62508,50186,-1.38090991973877,73004,-.7876729965209961,393951,24452,734814,-.6478176116943359,15434,.3785533905029297,1164389,147190,-.7226648330688477,50070,-1.006434440612793,137662,.7195568084716797,41974,47915,-1.597492218017578,12571,-2.781991004943848,24221,-.9474658966064453,115803,-.2955589294433594,64524,-1.053901672363281,185085,-.560511589050293,1435756,-.3059072494506836,100995,1.345806121826172,35870,.4167070388793945,273457,-.7139682769775391,196089,95691,1.194483757019043,22139,140548,2.378985404968262,515255,3317,1093828,-.0163145065307617,111166,-.6125459671020508,27284,746491,3048,-1.793671607971191,215268,.280817985534668,320245,.6048374176025391,8102,-.9932785034179688,896509,-.5024023056030273,516071,174227,-.6606044769287109,4741,-.6563024520874023,7176,39270,-.0167169570922852,38715,395064,matched (3),226287.05,.87384516,70917.508,152624.94
201202,901820,625,4752,116912,02,1,0,0,0,0,0,0,0,0,0,0,7486,-.3966999053955078,1081467,767307,-.3035764694213867,236025,1.128020286560059,40758,-.9362201690673828,39410,-1.157792091369629,111997,120530,.8761625289916992,177524,.8885908126831055,640002,154094,1252765,.5334911346435547,35916,.8446102142333984,1402038,331448,.8117465972900391,88756,.5724687576293945,156265,.1267518997192383,46835,207912,1.467686653137207,41720,1.199587821960449,24399,.0073223114013672,561607,1.578911781311035,228587,1.26487922668457,96162,-.6547813415527344,1697418,.1674165725708008,25641,-1.370878219604492,42355,.1661853790283203,666080,.8902654647827148,172154,252155,.9689197540283203,43321,22600,-1.827598571777344,449024,1719,331142,-1.194891929626465,207583,.6245059967041016,60014,471130,7054,.8391094207763672,236154,.0925998687744141,603615,.63385009765625,20624,.9343442916870117,1745901,.6665182113647461,757246,374626,.765568733215332,10900,.832514762878418,19280,72891,.6185035705566406,466159,689791,matched (3),288933.81,.87384516,87088.477,160777.73
201203,901820,626,4752,112584,03,0,1,0,0,0,0,0,0,0,0,0,21702,1.064370155334473,338906,451970,-.529271125793457,190278,-.2154512405395508,83128,.7127294540405273,92935,.8578805923461914,108871,66328,-.5972862243652344,144423,-.2063589096069336,685290,12172,1087360,-.1416006088256836,46666,.2618331909179688,1255883,197774,-.5163459777832031,49271,-.5885553359985352,289085,.6151676177978516,94694,66297,-1.142970085144043,31021,-.2963161468505859,17256,-.3463821411132813,155189,-1.286158561706543,58380,-1.364943504333496,82421,-.1541938781738281,2296745,.3023843765258789,100763,1.368578910827637,45258,.0662927627563477,214186,-1.134565353393555,126411,112631,-.8059272766113281,175922,19947,-.1248712539672852,261770,2574,997072,1.102275848388672,168901,-.2062177658081055,210160,478477,5655,-.2210550308227539,226806,-.0403890609741211,562952,-.0697422027587891,28300,.31640625,1267905,-.3199052810668945,467500,415777,.1042213439941406,3914,-1.024203300476074,11788,50032,-.3763017654418945,245882,423285,matched (3),-77563.492,.87384516,63789.508,149446.23
201204,901820,627,4752,366068,04,0,0,1,0,0,0,0,0,0,0,0,7733,-1.03190803527832,710567,673590,.3990058898925781,124628,-.4231529235839844,129631,.4443111419677734,57565,-.4789848327636719,94905,83952,.2356328964233398,237215,.496220588684082,479926,103249,1568292,.3662347793579102,348398,2.010329246520996,1495043,208339,.0520410537719727,73381,.3983297348022461,117611,-.8993387222290039,228276,115635,.5562934875488281,6268,-1.599206924438477,28701,.5087718963623047,104382,-.3965864181518555,129802,.799036979675293,247398,1.09915828704834,2292654,-.0017824172973633,84487,-.1761741638183594,169035,1.317726135253906,861255,1.391546249389648,188121,157812,.3372879028320313,183972,27877,.3347234725952148,338425,1035626,873694,-.1320924758911133,194765,.1424808502197266,105629,414907,13271,.8530416488647461,315256,.3292903900146484,442211,-.2414073944091797,21542,-.272857666015625,1208899,-.0476560592651367,309676,312679,-.2849721908569336,8870,.818115234375,25100,94279,.6335954666137695,342199,898911,matched (3),312950.97,.87384516,80876.969,157499.72
201205,901820,628,4752,507511,05,0,0,0,1,0,0,0,0,0,0,0,7687,-.0059661865234375,385043,1115405,.5043516159057617,375556,1.103074073791504,73957,-.5612087249755859,56273,-.022700309753418,240722,168971,.6994819641113281,417176,.5645408630371094,468742,114768,1849054,.1646862030029297,3709,-4.542583465576172,1628817,266395,.245814323425293,152020,.7283468246459961,181876,.4359426498413086,105602,1365659,2.468954086303711,18829,1.099941253662109,44988,.4494638442993164,140176,.2948408126831055,254293,.6724767684936523,214662,-.1419334411621094,2164677,-.057438850402832,87988,.0406026840209961,61518,-1.010775566101074,629193,-.3139533996582031,303277,60019,-.9667434692382813,39215,59008,.7498703002929688,1045960,1063636,617299,-.347376823425293,360559,.6158618927001953,209044,568299,36808,1.020133972167969,369410,.1585216522216797,1115738,.9254846572875977,33543,.4428243637084961,1859975,.4308528900146484,465711,521821,.5121479034423828,8822,-.0054264068603516,20846,62359,-.4133501052856445,310018,678547,matched (3),436217.78,.87384516,69683.227,152055.36
201206,901820,629,4752,200258,06,0,0,0,0,1,0,0,0,0,0,0,6383,-.1858921051025391,532097,1411960,.2357606887817383,74249,-1.620983123779297,98869,.2903118133544922,71703,.2423181533813477,76665,109322,-.435429573059082,182459,-.8269824981689453,679636,36010,1705688,-.0807056427001953,3845,.0360116958618164,768324,380600,.3567686080932617,206749,.3074932098388672,199781,.0938968658447266,75530,75616,-2.89372444152832,8038,-.8512182235717773,19734,-.8240528106689453,81316,-.5445556640625,155886,-.4893617630004883,52728,-1.403918266296387,1046264,-.727046012878418,27495,-1.163195610046387,106008,.544184684753418,366548,-.5403079986572266,192532,152354,.9315452575683594,71287,20530,-1.055785179138184,665743,93131,505449,-.1999063491821289,151781,-.8652172088623047,114990,628853,5403,-1.918761253356934,249994,-.3904695510864258,1608972,.3660793304443359,24608,-.3097572326660156,2546234,.3140525817871094,447992,182164,-1.052417755126953,4096,-.767237663269043,19365,32893,-.6396484375,298194,343244,matched (3),343253.28,.87384516,75746.492,154927.75
201207,901820,630,4752,350813,07,0,0,0,0,0,1,0,0,0,0,0,7057,.1003818511962891,784410,761043,-.6180438995361328,53829,-.3216114044189453,109705,.103999137878418,132281,.6123952865600586,92758,221804,.7074966430664063,268055,.3846664428710938,642502,85255,1209278,-.3439445495605469,9090,.8604011535644531,1508456,281802,-.3005447387695313,40688,-1.625572204589844,348392,.5561065673828125,66934,135478,.5831413269042969,9265,.1420631408691406,98978,1.612554550170898,87952,.0784482955932617,188708,.191075325012207,284719,1.686356544494629,3255841,1.135225296020508,44984,.4923019409179688,90393,-.1593475341796875,239784,-.4243907928466797,216934,140246,-.0828084945678711,77207,129817,1.84423828125,763858,2481,711796,.3423442840576172,249161,.4956607818603516,157894,801771,10092,.6247892379760742,271329,.0818948745727539,173156,-2.229158401489258,27045,.0944309234619141,1781323,-.3572587966918945,476791,681259,1.319035530090332,15126,1.306404113769531,31324,67943,.7254095077514648,306105,524687,matched (3),550377.13,.87384516,76577.867,155335.92
201208,901820,631,4752,276440,08,0,0,0,0,0,0,1,0,0,0,0,6145,-.1383810043334961,597408,752630,-.0111160278320313,85269,.4599981307983398,72338,-.4164447784423828,14027,-2.24394416809082,83851,145657,-.4205398559570313,215144,-.219883918762207,514637,7209,1114318,-.0817813873291016,8010,-.1264839172363281,953133,275630,-.0221452713012695,31210,-.2651948928833008,130627,-.980982780456543,104975,135566,.0006494522094727,3482,-.9786367416381836,37576,-.9685325622558594,2492,-3.563705444335938,237976,.231968879699707,146658,-.6633996963500977,1448525,-.8099050521850586,43722,-.0284547805786133,64556,-.3366336822509766,146444,-.4930953979492188,91202,124099,-.1223182678222656,17416,18736,-1.935678482055664,546159,25445,274883,-.9514455795288086,674880,.9964351654052734,148252,422649,9690,-.0406484603881836,331080,.1990280151367188,255316,.3883094787597656,26553,-.0183591842651367,1364154,-.2668218612670898,448768,917967,.2982187271118164,1478,-2.325725078582764,5617,11309,-1.793070793151856,323169,549569,matched (3),302714.25,.87384516,107190.82,172496.23
201209,901820,632,4752,602932,09,0,0,0,0,0,0,0,1,0,0,0,12417,.7034273147583008,1114848,711476,-.0562324523925781,334528,1.366909980773926,59938,-.1880388259887695,91520,1.87557315826416,69597,242792,.510951042175293,253426,.1637639999389648,692120,101595,1148937,.0305948257446289,7148,-.1138582229614258,864804,395148,.3602008819580078,46363,.3957633972167969,232261,.5755157470703125,242215,873357,1.862885475158691,5468,.4513063430786133,21630,-.5522842407226563,74334,3.395483016967773,444409,.6245756149291992,281565,.6522598266601563,1676933,.1464204788208008,896505,3.020651817321777,100819,.4457931518554688,463770,1.152745246887207,124496,705864,1.73834228515625,17606,115840,1.821763038635254,82872,1339254,673285,.8958225250244141,534393,-.233403205871582,206169,501274,4292,-.8143424987792969,363667,.0938787460327148,420777,.4996013641357422,32369,.1980581283569336,1961794,.3633251190185547,511482,578840,-.4611349105834961,15567,2.35446310043335,27822,24209,.7611255645751953,100527,663287,matched (3),739924.5,.87384516,86956.43,160706.25
201210,901820,633,4752,441869,10,0,0,0,0,0,0,0,0,1,0,0,9777,-.2390336990356445,309794,669868,-.0602607727050781,139562,-.8742122650146484,88122,.385411262512207,55792,-.4949264526367188,67196,200439,-.1916952133178711,135394,-.6268825531005859,633767,120550,1074358,-.0671138763427734,2595,-1.013246059417725,918853,215402,-.6067543029785156,76898,.5059785842895508,377027,.4844551086425781,162307,78489,-2.409385681152344,28383,1.646877288818359,27488,.2396688461303711,94697,.2421140670776367,123285,-1.282246589660645,144642,-.6661014556884766,7766,-5.374965667724609,514627,-.5550613403320313,25990,-1.35561466217041,339465,-.3120174407958984,92983,28465,-3.210746765136719,8268,649,-5.184532642364502,280681,9160,1227833,.6008377075195313,237319,-.8117265701293945,185059,495676,6086,.349238395690918,240291,-.4143886566162109,120102,-1.253762245178223,22905,-.3458461761474609,1363283,-.3639640808105469,430490,321947,-.586639404296875,5307,-1.076126098632813,93647,95255,1.369832992553711,157582,304663,matched (3),369333,.87384516,54747.5,145816.2
201211,901820,634,4752,802535,11,0,0,0,0,0,0,0,0,0,1,0,67179,1.927328109741211,402187,2376832,1.266443252563477,59690,-.8493442535400391,139703,.4607963562011719,50256,-.1045007705688477,84459,176084,-.1295490264892578,290043,.7618398666381836,571962,1118899,1081158,.0063095092773438,48259,2.922996044158936,1014534,217857,.0113334655761719,121103,.4541606903076172,103964,-1.288271903991699,297387,143657,.6044702529907227,13260,-.7610387802124023,17994,-.4237117767333984,74751,-.2365198135375977,90677,-.307194709777832,565474,1.363402366638184,2207218,5.64973258972168,56123,-2.215896606445313,71808,1.016283988952637,165866,-.716191291809082,302648,6991,-1.404051780700684,39231,8043,2.517124652862549,332890,18960,629483,-.6681070327758789,259286,.088526725769043,294886,555484,24602,1.39683723449707,179425,-.2920932769775391,807539,1.905650138854981,12575,-.599644660949707,1913818,.3392047882080078,523613,201782,-.4671993255615234,17245,1.178495407104492,23129,45757,-.7332124710083008,167867,716160,matched (3),622511.5,.87384516,71747.367,153012.3
201212,901820,635,4752,1535343,12,0,0,0,0,0,0,0,0,0,0,1,77534,.1433553695678711,925046,2757535,.1485681533813477,200329,1.210796356201172,160772,.1404685974121094,53539,.0632801055908203,146390,158970,-.1022453308105469,221253,-.2707223892211914,447158,66530,1118239,.0337228775024414,122889,.9346990585327148,792814,306012,.3397846221923828,51599,-.8531389236450195,110941,.0649538040161133,307164,199946,.3306188583374023,12364,-.0699625015258789,19427,.0766258239746094,166104,.7984514236450195,135062,.3984298706054688,622884,.0966958999633789,853300,-.9503774642944336,79164,.3439760208129883,158842,.7939138412475586,407893,.8998250961303711,35136,1530055,5.388435363769531,1780082,9961,.2138748168945313,1020175,68055,723823,.1396474838256836,218501,-.1711406707763672,245242,826856,10834,-.8201389312744141,261122,.3752307891845703,774590,-.0416574478149414,32505,.9496841430664063,2334366,.1986398696899414,872282,452047,.8065986633300781,13789,-.2236509323120117,49214,109484,.8724336624145508,188714,268551,matched (3),1296939,.87384516,91333.641,163116.25
201301,901820,636,4752,464845,01,0,0,0,0,0,0,0,0,0,0,0,36447,-.754857063293457,532763,1328633,-.7301864624023438,161017,-.2184505462646484,137141,-.1589775085449219,98673,.6114015579223633,69204,150682,-.0535440444946289,66274,-1.205509185791016,904315,33554,1066456,-.0474147796630859,37685,-1.182019233703613,848824,418562,.3132009506225586,90575,.5626764297485352,217818,.6746616363525391,53886,37826,-1.665050506591797,50731,1.411747932434082,48515,.9152088165283203,75049,-.7944726943969727,98762,-.3130207061767578,139804,-1.494118690490723,1616138,.6386842727661133,46343,-.5354509353637695,65614,-.8841209411621094,503097,.20977783203125,446959,74291,-3.025069236755371,14676,1317,-2.02332067489624,625467,45312,324700,-.8016452789306641,191235,-.1332874298095703,133024,461760,11888,.0928401947021484,362159,.3270959854125977,236789,-1.185164451599121,7432,-1.47559928894043,641485,-1.291709899902344,653115,388061,-.1526241302490234,15607,.1238479614257813,17791,35200,-1.134732246398926,77234,308683,matched (3),491144.03,.87384516,73475.922,153830.39
201302,901820,637,4752,908063,02,1,0,0,0,0,0,0,0,0,0,0,322126,2.179083824157715,794055,1821604,.3155670166015625,168410,.044891357421875,64607,-.7526865005493164,116104,.1626749038696289,113754,83608,-.5890321731567383,348959,1.66115665435791,486251,91856,1160811,.08477783203125,39055,.0357084274291992,954508,465429,.1061344146728516,72649,-.2205390930175781,350573,.4759092330932617,102705,310218,2.104278564453125,23424,-.7727756500244141,12956,-1.320313453674316,94620,.2317276000976563,114764,.1501646041870117,275287,.6775732040405273,1805276,.1106739044189453,87133,.6313648223876953,60750,-.077021598815918,215628,-.8472280502319336,135411,22531,-1.193097114562988,51503,18684,2.652310848236084,488073,62320,194577,-.5120735168457031,197336,.0314044952392578,133027,440540,4648,-.9390926361083984,451064,.2195253372192383,911839,1.348294258117676,19806,.9801902770996094,2250554,1.255146026611328,713766,419031,.0767831802368164,13584,-.1388263702392578,49780,39356,.1116018295288086,151379,382464,matched (3),923840.88,.87384516,108904.16,173566.11
201303,901820,638,4752,499729,03,0,1,0,0,0,0,0,0,0,0,0,15192,-3.054174423217773,442618,925261,-.6773967742919922,378871,.8107938766479492,76809,.1729984283447266,75996,-.4238061904907227,95932,130407,.4445209503173828,111406,-1.141773223876953,1041234,78801,697965,-.5087051391601563,6206,-1.839454650878906,672750,237760,-.6716976165771484,72716,.0009222030639648,269681,-.2623291015625,162545,130757,-.8639354705810547,24690,.0526371002197266,31951,.902644157409668,75262,-.2288942337036133,1160886,2.314061164855957,230377,-.1780977249145508,900241,-.6958065032958984,112790,.258091926574707,171533,1.038008689880371,674660,1.140653610229492,68991,58593,.9557228088378906,4265,28195,.4114770889282227,362240,49989,552832,1.04422664642334,729728,1.307764053344727,72611,448401,13465,1.063656806945801,247241,-.6012458801269531,402140,-.8186635971069336,18808,-.0517034530639648,5430705,.8808927536010742,760389,514850,.2059297561645508,15158,.1096353530883789,14163,139376,1.264527320861816,150980,677898,matched (3),543459.06,.87384516,75886.695,154996.34
201304,901820,639,4752,416233,04,0,0,1,0,0,0,0,0,0,0,0,36739,.8830699920654297,282977,2649648,1.052105903625488,138323,-1.007603645324707,150821,.6747722625732422,45537,-.5121555328369141,117118,125756,-.0363168716430664,124024,.1072940826416016,996438,273926,539625,-.2572946548461914,299624,3.877012252807617,400159,125825,-.6363697052001953,83564,.1390514373779297,124981,-.769078254699707,133757,71940,-.5975074768066406,30755,.2196540832519531,35932,.1174249649047852,85128,.1231813430786133,292870,-1.377209663391113,210008,-.0925712585449219,2591409,1.057294845581055,86488,-.2655220031738281,77758,-.7911748886108398,174443,-1.352610588073731,50149,53073,-.0989475250244141,156357,7784,-1.287074089050293,350218,239338,486422,-.1279783248901367,156222,-1.541394233703613,277463,463189,10150,-.2826194763183594,258666,.0451745986938477,338563,-.1720895767211914,19245,.0229692459106445,1654744,-1.188423156738281,633203,473924,-.0828285217285156,11891,-.2427463531494141,10348,135092,-.031219482421875,152350,189322,matched (3),390558.53,.87384516,44734.984,142359.75
201305,901820,640,4752,561138,05,0,0,0,1,0,0,0,0,0,0,0,216253,1.772610664367676,34244,456407,-1.758796691894531,217923,.4545497894287109,258752,.5397758483886719,123987,1.001651763916016,196572,132291,.0506601333618164,238615,.6543760299682617,1068733,96634,1076474,.6905717849731445,43927,-1.919999122619629,1087539,466941,1.311310768127441,190647,.8248109817504883,200717,.4737339019775391,280830,82985,.142827033996582,35950,.1560764312744141,50238,.3351430892944336,96150,.1217527389526367,1169438,1.384549140930176,275179,.2702760696411133,1290916,-.6968498229980469,71161,-.1950607299804688,89174,.136988639831543,291706,.5141487121582031,254157,137722,.9535694122314453,235869,9786,.2288827896118164,488557,261419,1300255,.9832391738891602,297042,.6425962448120117,122939,532260,10164,.001378059387207,372056,.3635063171386719,433929,.2481708526611328,27007,.3388452529907227,4672787,1.03810977935791,1221496,556192,.1600666046142578,11723,-.0142288208007813,47010,76620,-.5670976638793945,179040,204564,matched (3),746178.81,.87384516,79527.734,156811.16
201306,901820,641,4752,378919,06,0,0,0,0,1,0,0,0,0,0,0,15010,-2.667732238769531,285813,1539705,1.215961456298828,160338,-.3068571090698242,126386,-.7165288925170898,101066,-.2044029235839844,88143,86315,-.4270000457763672,124408,-.6512851715087891,1124851,50877,834124,-.2550640106201172,3086,-2.655653953552246,773144,210099,-.7986240386962891,161259,-.1674118041992188,148601,-.3006305694580078,52348,46892,-.5708122253417969,19905,-.5911579132080078,31542,-.4654512405395508,55254,-.5539684295654297,396537,-1.081508636474609,310035,.1192636489868164,3101123,.8764123916625977,41222,-.5459728240966797,79272,-.1177043914794922,245447,-.1726655960083008,66141,115315,-.1775693893432617,77880,18482,.6358442306518555,483566,51160,493501,-.9687900543212891,239164,-.2167243957519531,48161,483502,7810,-.2634468078613281,234972,-.4595775604248047,95922,-1.509346008300781,17137,-.4548568725585938,2046368,-.8256893157958984,553446,419258,-.2826271057128906,4622,-.9307260513305664,17941,129002,.5209693908691406,157074,305951,matched (3),467291.91,.87384516,69588.25,152011.84
201307,901820,642,4752,591632,07,0,0,0,0,0,1,0,0,0,0,0,23240,.4371576309204102,728463,1352636,-.1295356750488281,346997,.7720317840576172,179183,.3490667343139648,120203,.1734085083007813,101542,96123,.1076250076293945,207295,.5105772018432617,1392218,154089,946550,.1264419555664063,5422,.5635890960693359,617539,297727,.3485984802246094,246578,.4246664047241211,137192,-.0798835754394531,108394,74870,.4679059982299805,19968,.0031595230102539,32025,.0151968002319336,128990,.8477945327758789,1442924,1.291657447814941,215740,-.3626117706298828,1702349,-.5997552871704102,87978,.7581148147583008,70762,-.1135635375976563,372989,.4184675216674805,76504,105412,-.0897912979125977,125673,9907,-.6235561370849609,307129,100847,123686,-1.383779525756836,154852,-.4346799850463867,110549,1042297,15761,.7021331787109375,359229,.4244937896728516,1058324,2.400906562805176,25776,.4082040786743164,2130254,.0401744842529297,843783,599813,.3581314086914063,5645,.1999425888061523,12542,141081,.0895061492919922,201626,740087,matched (3),555204.81,.87384516,58175.52,147137.58
201308,901820,643,4752,356578,08,0,0,0,0,0,0,1,0,0,0,0,13219,-.5642194747924805,150655,864845,-.447260856628418,204489,-.5288019180297852,79536,-.8121976852416992,51064,-.8561029434204102,142615,140657,.3806953430175781,283103,.3116674423217773,1271826,118010,898895,-.0516576766967773,11791,.7768716812133789,448812,146573,-.708653450012207,63430,-1.357741355895996,176330,.2509756088256836,255597,71423,-.0471334457397461,21631,.0799970626831055,29682,-.0759763717651367,112253,-.1389799118041992,824552,-.5595865249633789,184568,-.1560554504394531,3237538,.6428041458129883,65615,-.2932825088500977,130592,.6127557754516602,319254,-.1555614471435547,45066,136680,.259765625,3035,193611,2.972609519958496,319112,439150,700682,1.734308242797852,92103,-.519561767578125,107502,530834,3008,-1.65626335144043,280455,-.2475471496582031,124063,-2.143651962280273,37955,.3869571685791016,1868522,-.1310930252075195,728082,307919,-.6667804718017578,9106,.4781637191772461,11840,134830,-.045318603515625,172604,430985,matched (3),455077.56,.87384516,82494.375,158336.34
201309,901820,644,4752,301066,09,0,0,0,0,0,0,0,1,0,0,0,8216,-.4755716323852539,730978,1372547,.4618730545043945,481046,.8554487228393555,60780,-.2689495086669922,59086,.1459150314331055,106718,128210,-.0926542282104492,200673,-.3441343307495117,861437,25232,973685,.0799217224121094,8503,-.3269176483154297,574941,216163,.3885087966918945,502237,2.069134712219238,385624,.782505989074707,152576,50128,-.3540401458740234,6842,-1.151047706604004,17375,-.5355081558227539,79464,-.3454513549804688,800185,-.0299978256225586,584422,1.152605056762695,2150387,-.4091653823852539,385411,1.770505905151367,36242,-1.281858444213867,154743,-.7242212295532227,153939,120773,-.1237297058105469,24534,37454,-1.64273738861084,307966,594079,720338,.0276660919189453,265767,1.059712409973145,227984,658302,24489,2.096948623657227,310583,.1020383834838867,76645,-.4816055297851563,14892,-.9355764389038086,2604341,.33203125,612777,206034,-.4017953872680664,21341,.8516969680786133,38731,87323,-.4344015121459961,161160,401277,matched (3),379414.56,.87384516,78797.344,156442
201310,901820,645,4752,290999,10,0,0,0,0,0,0,0,0,1,0,0,12998,.4587116241455078,276312,1414952,.0304279327392578,311795,-.4336166381835938,114807,.6359920501708984,84701,.360133171081543,82103,136098,.0597057342529297,240665,.1817293167114258,912339,46375,796367,-.2010278701782227,3503,-.8867988586425781,0,245336,.1265964508056641,161490,-1.134628295898438,263103,-.3823175430297852,0,100660,.6971683502197266,24697,1.283601760864258,8792,-.6811904907226563,110560,.3302545547485352,367061,-.7793149948120117,398041,-.384068489074707,556747,-1.351292610168457,66104,-1.763080596923828,53522,.3898735046386719,119539,-.2581233978271484,100704,102522,-.1638355255126953,75852,2910,-2.554960250854492,265565,610293,299858,-.8764114379882813,59757,-1.492334365844727,123602,497197,4315,-1.736125946044922,523063,.5212507247924805,676939,2.178397178649902,13991,-.0624103546142578,1879107,-.3263826370239258,543631,447479,.7755880355834961,14081,-.4158039093017578,8878,73193,-.176513671875,64933,169476,matched (3),341484.03,.87384516,63605.742,149367.89
