period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1171c616,growth1171c616,Y1330c251,growth1330c251,Y1384c807,growth1384c807,Y1397c620,growth1397c620,Y1454c807,growth1454c807,Y1483c222,growth1483c222,Y1503c807,growth1503c807,Y1624c152,Y1635c124,growth1635c124,Y1653c705,growth1653c705,Y1771c442,Y1818c152,growth1818c152,Y257c440,growth257c440,Y2630c300,growth2630c300,Y2654c246,growth2654c246,Y2739c68,Y2752c222,growth2752c222,Y2764c381,Y2826c620,growth2826c620,Y2826c757,growth2826c757,Y2927c752,growth2927c752,Y3032c554,Y3159c440,growth3159c440,Y3435c222,growth3435c222,Y3594c826,growth3594c826,Y3687c642,Y3695c348,growth3695c348,Y3882c246,growth3882c246,Y3896c381,Y4020c620,growth4020c620,Y4147c124,growth4147c124,Y4164c705,growth4164c705,Y4170c372,growth4170c372,Y4187c203,Y4235c68,growth4235c68,Y4265c818,Y4306c152,growth4306c152,Y4358c807,growth4358c807,Y4422c300,growth4422c300,Y4459c300,growth4459c300,Y4459c642,Y4494c246,growth4494c246,Y4532c372,growth4532c372,Y4724c484,growth4724c484,Y472c372,growth472c372,Y4745c300,growth4745c300,Y4819c251,growth4819c251,Y4819c440,growth4819c440,Y4892c152,growth4892c152,Y616c372,growth616c372,_merge,x,r2,s,sf
201109,300420,620,1378,1344425,09,0,0,0,0,0,0,0,1,0,0,0,1999418,.2785787582397461,2812041,1.902695655822754,6642912,.2476158142089844,5858857,.4570102691650391,10409,.0343027114868164,670670,.0800724029541016,187006,.79339599609375,194276,1234992,-.8928251266479492,405090,-.1695671081542969,1115625,283539,.3630857467651367,41719,.1163158416748047,33984,1.195301055908203,18424,.8002939224243164,2519,4039,.4278726577758789,37494472,1327008,.4190921783447266,2024337,-.0769433975219727,250061,1.578066825866699,353960,159894,-.2114706039428711,172267,1.452470779418945,52654684,.5120525360107422,408238,447814,.3915605545043945,1213550,.201390266418457,453143,377376,.491145133972168,4698058,1.169904708862305,1138474,.2754535675048828,737267,.1215705871582031,64636,60912,.0956449508666992,150628,6109036,.1034059524536133,7938,.13739013671875,402470,.8401641845703125,9460,1.149127006530762,203463,246373,.2973499298095703,5193001,.2662639617919922,473044,.3897123336791992,184860,1.787839889526367,145576,.317173957824707,48448120,.2575359344482422,855662,.3850936889648438,61734,-.5152673721313477,1161809,.4994115829467773,matched (3),266917.53,.8697713,335770.59,570431.63
201110,300420,621,1378,48872,10,0,0,0,0,0,0,0,0,1,0,0,1448932,-.3220291137695313,3413219,.1937446594238281,6513550,-.0196657180786133,5234663,-.1126518249511719,1561,-1.897344589233398,772137,.1408843994140625,164546,-.1279506683349609,65262,1200055,-.0286970138549805,288818,-.3383121490478516,925539,70065,-1.397926330566406,48747,.1556873321533203,26000,-.2677936553955078,8018,-.8319644927978516,18893,1150,-1.256234645843506,27143938,687093,-.6582126617431641,1733457,-.1551246643066406,42461,-1.77311897277832,225184,53709,-1.090930938720703,62316,-1.016827583312988,21219298,-.908843994140625,340231,266965,-.5172605514526367,183825,-1.887321472167969,682929,194559,-.6625070571899414,1657095,-1.042082786560059,1124157,-.0126552581787109,469791,-.4506616592407227,85539,17018,-1.275157928466797,254330,1002426,-1.807345390319824,9112,.1379308700561523,213567,-.6336698532104492,7004,-.3005914688110352,232130,111142,-.7960386276245117,4035312,-.252227783203125,325977,-.3723621368408203,9570,-2.960965156555176,47793,-1.113819122314453,41733508,-.1491909027099609,658166,-.2624187469482422,37210,-.5062570571899414,982160,-.1679792404174805,matched (3),50350.137,.8697713,288541.28,543972.81
201111,300420,622,1378,930072,11,0,0,0,0,0,0,0,0,0,1,0,1779891,.2057256698608398,4867702,.3549661636352539,11752742,.5902013778686523,5998858,.1362667083740234,16909,2.382519721984863,777615,.0070695877075195,167013,.0148820877075195,54746,1832239,.4231710433959961,455925,.4565315246582031,954600,196794,1.032733917236328,59193,.1941595077514648,11970,-.7756929397583008,12987,.4822597503662109,1080,4876,1.444563388824463,25949980,515169,-.2879743576049805,1908121,.0960016250610352,73555,.5494470596313477,273719,144572,.9901971817016602,223444,1.276943206787109,29651752,.3346099853515625,313733,345624,.2582340240478516,613558,1.205290794372559,1087354,1343698,1.932445526123047,660567,-.9197225570678711,1200939,.066070556640625,865450,.6109619140625,46822,63949,1.323813438415527,499365,1315375,.271697998046875,14192,.4430856704711914,857336,1.38987922668457,36642,1.65471363067627,223019,338493,1.11369514465332,4350199,.0751380920410156,612190,.6302156448364258,199612,3.037742614746094,124485,.957305908203125,41347684,-.0092868804931641,689423,.0463981628417969,45927,.2104759216308594,912079,-.0740270614624023,matched (3),1211622.9,.8697713,291283.47,545432.31
201112,300420,623,1378,1071525,12,0,0,0,0,0,0,0,0,0,0,1,1000448,-.5761051177978516,1090931,-1.495590209960938,6538459,-.5863838195800781,7410836,.2113742828369141,21103,.2215690612792969,955474,.2059764862060547,185287,.1038341522216797,135297,2038103,.106480598449707,708696,.4410982131958008,830831,196573,-.0011234283447266,72955,.2090396881103516,21785,.5988178253173828,15604,.1835784912109375,8555,5739,.162959098815918,31989320,656974,.2431497573852539,2930358,.4290056228637695,168810,.8307409286499023,204085,480784,1.201641082763672,46241,-1.575294494628906,60767772,.7175369262695313,385291,317548,-.0847225189208984,1250226,.7118043899536133,1894494,104201,-2.556859016418457,3994268,1.799516677856445,698475,-.5419597625732422,562631,-.4306259155273438,135019,231736,1.287513732910156,88858,17764846,2.603099822998047,17473,.2079782485961914,476421,-.5875272750854492,16764,-.7819614410400391,391555,349217,.0311899185180664,4365093,.00341796875,510965,-.1807413101196289,150803,-.2804012298583984,61322,-.7080459594726563,49395432,.1778411865234375,1343256,.666996955871582,76841,.5146846771240234,876608,-.0396671295166016,matched (3),1467301.5,.8697713,231836.11,516137.88
201201,300420,624,1378,1581690,01,0,0,0,0,0,0,0,0,0,0,0,1541783,.4324922561645508,4327589,1.377979278564453,3739480,-.5587549209594727,2621750,-1.039101600646973,3314,-1.851259231567383,637090,-.4052972793579102,164652,-.118072509765625,139732,2644208,.2603521347045898,404775,-.5600948333740234,988665,184242,-.064784049987793,50140,-.3750238418579102,7369,-1.083939552307129,19964,.2464027404785156,980,3046,-.6334552764892578,38131164,565058,-.1507167816162109,3982689,.3068323135375977,88515,-.6456022262573242,176377,187522,-.9415225982666016,53761,.1506814956665039,22495028,-.9937648773193359,232170,407166,.248591423034668,332497,-1.324448585510254,982264,405734,1.359375953674316,559036,-1.966402053833008,670555,-.0407934188842773,827315,.3855609893798828,125888,75822,-1.117210388183594,197191,1510373,-2.464864730834961,6441,-.9979724884033203,618033,.2602396011352539,15021,-.1097841262817383,739672,279897,-.2212715148925781,4909324,.1174964904785156,140627,-1.290189743041992,161645,.069427490234375,88102,.3623561859130859,43340732,-.1307640075683594,502699,-.9828605651855469,127249,.5044078826904297,960523,.0914182662963867,matched (3),1570925.8,.8697713,272155.34,535461.38
201202,300420,625,1378,1969359,02,1,0,0,0,0,0,0,0,0,0,0,1115521,-.3236179351806641,3728679,-.1489572525024414,8127688,.7763290405273438,5934648,.8169660568237305,2630,-.2311720848083496,940547,.3895511627197266,99486,-.5038166046142578,74206,2519342,-.0483732223510742,525270,.2605810165405273,898240,131043,-.3407249450683594,80279,.4706888198852539,19598,.9781455993652344,9296,-.7643461227416992,72,1291,-.8584122657775879,40145368,685104,.1926422119140625,4304249,.0776453018188477,129913,.383692741394043,191239,215801,.1404609680175781,255165,1.55736255645752,27565704,.2032794952392578,393099,281870,-.3677749633789063,579383,.555333137512207,594697,469231,.1453971862792969,1938007,1.243202209472656,761949,.1277742385864258,1276599,.4337701797485352,152830,322401,1.447407722473145,219920,2796685,.6160783767700195,9966,.4364957809448242,305488,-.7046318054199219,12219,-.2064571380615234,278507,350555,.2250957489013672,5504577,.1144437789916992,179931,.2464618682861328,223699,.3248996734619141,101587,.142420768737793,44988856,.0373210906982422,1015394,.7030410766601563,82722,-.4306602478027344,1008720,.0489597320556641,matched (3),1841098,.8697713,234765.53,517460.31
201203,300420,626,1378,1744302,03,0,1,0,0,0,0,0,0,0,0,0,1911535,.5385847091674805,794357,-1.546276092529297,6165982,-.2762289047241211,5155034,-.140833854675293,10427,1.377415180206299,1047454,.1076555252075195,159274,.4706087112426758,68344,2502256,-.006805419921875,706973,.2970800399780273,974287,364496,1.022990226745606,76200,-.0521469116210938,12119,-.4806528091430664,8264,-.11767578125,13541,3410,.9712948799133301,33362268,737473,.0736589431762695,3025218,-.3526191711425781,56738,-.8284206390380859,175282,105558,-.7150964736938477,78681,-1.176508903503418,22365510,-.2090530395507813,265889,237077,-.173060417175293,319438,-.5954008102416992,630176,389659,-.1858234405517578,1098376,-.5678272247314453,990853,.2626857757568359,458135,-1.024791717529297,110506,279407,-.14312744140625,861334,13999295,1.61057186126709,5751,-.5498056411743164,156141,-.6711502075195313,11894,-.0269584655761719,1004868,258449,-.3048191070556641,5089940,-.0783138275146484,203917,.1251401901245117,125798,-.5756244659423828,37570,-.9947099685668945,46940696,.0424709320068359,764381,-.283966064453125,105211,.2404823303222656,868446,-.1497325897216797,matched (3),2260546,.8697713,313841.63,557805.44
201204,300420,627,1378,1597117,04,0,0,1,0,0,0,0,0,0,0,0,1687319,-.1247653961181641,972461,.2022972106933594,6684797,.0807886123657227,5457434,.0570049285888672,3341,-1.138129234313965,1212952,.1466951370239258,200293,.2291555404663086,51188,3100707,.2144374847412109,506559,-.3333520889282227,724713,122151,-1.093256950378418,70239,-.0814571380615234,18572,.4268808364868164,3804,-.7758550643920898,2227,1525,-.8047175407409668,23794804,449106,-.4959697723388672,2013501,-.4071083068847656,111706,.6774263381958008,202357,371566,1.258465766906738,108328,.3197622299194336,23477776,.0485343933105469,173501,269242,.1272249221801758,856346,.9861116409301758,2720177,96692,-1.393740653991699,798893,-.3183612823486328,522841,-.6392889022827148,397848,-.1410932540893555,54530,204761,-.3108253479003906,153174,10369486,-.3001384735107422,9174,.4669990539550781,386805,.907160758972168,9503,-.22442626953125,278385,242418,-.0640354156494141,4985089,-.0208148956298828,180621,-.121312141418457,32352,-1.358001708984375,92621,.9023094177246094,41144568,-.1317939758300781,707288,-.0776281356811523,86590,-.1947841644287109,1065386,.2043876647949219,matched (3),1977949.1,.8697713,321214,561986.44
201205,300420,628,1378,917602,05,0,0,0,1,0,0,0,0,0,0,0,1668505,-.0112133026123047,2026571,.7342700958251953,6694367,.0014305114746094,10283749,.6335868835449219,9486,1.043547630310059,1109126,-.0894851684570313,151229,-.2809858322143555,34455,2559483,-.1918249130249023,391159,-.2585268020629883,716005,77830,-.4507312774658203,58929,-.1755704879760742,15948,-.1523218154907227,10359,1.001802444458008,2131,5686,1.316012859344482,29379492,246271,-.6008272171020508,1804142,-.1097898483276367,31909,-1.252982139587402,139437,210736,-.5671195983886719,120398,.1056385040283203,28508568,.1941509246826172,328300,319009,.1696090698242188,2237819,.9605827331542969,1104599,211955,.7848434448242188,1836744,.8325223922729492,931012,.5769948959350586,496245,.2209997177124023,12597,188600,-.0822153091430664,556738,1097717,-2.245635986328125,7700,-.1751527786254883,280834,-.3201570510864258,9681,.0185575485229492,337982,182256,-.2852506637573242,4243874,-.1609745025634766,169898,-.0612030029296875,401654,2.518915176391602,63357,-.379730224609375,35702284,-.141876220703125,595605,-.1718606948852539,70748,-.2020597457885742,1118260,.048436164855957,matched (3),618770,.8697713,280957.38,539988.31
201206,300420,629,1378,2113420,06,0,0,0,0,1,0,0,0,0,0,0,1207468,-.3234024047851563,3267044,.4775409698486328,5695689,-.1615562438964844,6000851,-.5386648178100586,768,-2.513782978057861,823967,-.2971973419189453,166668,.0972080230712891,46136,2743821,.0695466995239258,800954,.7166900634765625,977629,247262,1.15592098236084,48815,-.1882963180541992,19152,.1830739974975586,20104,.6630630493164063,1863,1405,-1.397969722747803,29807546,525765,.7584218978881836,1714916,-.0507211685180664,130847,1.411140441894531,198854,77415,-1.001425743103027,64082,-.6306390762329102,47493580,.5103893280029297,297097,335559,.0505781173706055,1721035,-.2625761032104492,284165,33611,-1.841521263122559,2117157,.1420803070068359,615051,-.4145669937133789,303425,-.4919357299804688,116605,141912,-.2844209671020508,29952,2205114,.6975469589233398,14234,.6144132614135742,406193,.3690652847290039,17699,.6033430099487305,328063,250595,.318425178527832,4341215,.0226774215698242,251326,.3915529251098633,130944,-1.120820999145508,46196,-.315892219543457,49792052,.3326396942138672,801965,.2974872589111328,56479,-.225255012512207,974352,-.13775634765625,matched (3),1690306.1,.8697713,295377.38,547629.56
201207,300420,630,1378,2897877,07,0,0,0,0,0,1,0,0,0,0,0,1388343,.1395854949951172,1911390,-.5360546112060547,7776450,.3113899230957031,5578691,-.0729465484619141,25802,3.514417171478272,1093714,.2832040786743164,185911,.1092643737792969,61366,2947537,.0716180801391602,806157,.006474494934082,1240733,371166,.4062013626098633,50200,.0279779434204102,17640,-.0822381973266602,2543,-2.067574501037598,7099,3376,.8766541481018066,35143936,545329,.0365352630615234,3021027,.5662326812744141,121194,-.0766363143920898,308692,187923,.8868513107299805,102466,.4693679809570313,22605876,-.7423858642578125,223412,348743,.0385379791259766,3070054,.5787687301635742,1093387,377422,2.418510437011719,5823673,1.011857032775879,1004227,.4902687072753906,482565,.4639816284179688,191004,231349,.4887199401855469,261483,1446492,-.4216375350952148,5035,-1.039219856262207,218545,-.6198368072509766,19630,.103550910949707,480423,166239,-.4104108810424805,4279790,-.0142498016357422,306231,.1975889205932617,233013,.576324462890625,206543,1.497615814208984,40303484,-.2114181518554688,1250654,.4443569183349609,76372,.3017463684082031,1134054,.1517810821533203,matched (3),2762092.8,.8697713,240021.36,519865.94
201208,300420,631,1378,1648408,08,0,0,0,0,0,0,1,0,0,0,0,1291102,-.0726146697998047,1700065,-.1171646118164063,4464403,-.5549640655517578,4802294,-.1498603820800781,24,-6.98015308380127,1055557,-.0355100631713867,130337,-.3551445007324219,225926,49774,-4.081232070922852,721940,-.1103363037109375,773748,293278,-.2355289459228516,46757,-.0710515975952148,13119,-.296107292175293,14421,1.73534107208252,225,3263,-.0340442657470703,26790980,686013,.2295074462890625,2679664,-.1199054718017578,67568,-.5842580795288086,166193,262543,.3343830108642578,56587,-.5937519073486328,29027086,.2500209808349609,315590,276012,-.233891487121582,520602,-1.77446460723877,831866,39122,-2.266678810119629,187297,-3.436991691589356,707276,-.3505525588989258,294393,-.4942007064819336,63538,52106,-1.490647315979004,499909,2903343,.696721076965332,7961,.4581413269042969,313720,.3615083694458008,11334,-.5492515563964844,304601,475143,1.050189018249512,4108895,-.0407505035400391,260158,-.163050651550293,221233,-.0518779754638672,35985,-1.747406959533691,37034124,-.0845966339111328,1275368,.0195684432983398,147335,.6570930480957031,1016365,-.1095657348632813,matched (3),1693594.9,.8697713,225448.64,513300.53
201209,300420,632,1378,1025861,09,0,0,0,0,0,0,0,1,0,0,0,1612125,.2220573425292969,467486,-1.29105281829834,5467588,.2027015686035156,3901847,-.2076435089111328,2293,4.559562206268311,949113,-.1062965393066406,103728,-.2283515930175781,23989,1221422,3.200278282165527,838575,.1497621536254883,800477,69239,-1.44355583190918,45741,-.0219688415527344,12163,-.0756635665893555,10800,-.2891397476196289,463,3016,-.0787162780761719,23253554,565306,-.1935291290283203,1905133,-.3411397933959961,115415,.535400390625,129486,107703,-.8910379409790039,305736,1.686942100524902,24041916,-.1884307861328125,253281,420687,.4214448928833008,264246,-.678105354309082,836463,325424,2.118444442749023,1287214,1.927539825439453,598108,-.1676492691040039,555835,.6355562210083008,32772,57572,.0997562408447266,120627,1196987,-.8860549926757813,5296,-.4076032638549805,164940,-.642918586730957,8588,-.2774419784545898,397488,472616,-.0053329467773438,4565708,.1054201126098633,212099,-.2042360305786133,211541,-.0447978973388672,52019,.3685073852539063,42652896,.1412544250488281,492241,-.952021598815918,140740,-.0457944869995117,1015314,-.0010347366333008,matched (3),1046481.4,.8697713,171118.94,491865.84
201210,300420,633,1378,1698555,10,0,0,0,0,0,0,0,0,1,0,0,1459761,-.0992813110351563,2952026,1.842878341674805,6909257,.2340250015258789,6194174,.4621591567993164,12209,1.672312259674072,795647,-.1763715744018555,287373,1.019009590148926,120477,1474893,.1885690689086914,877726,.0456304550170898,1009766,292225,1.439959526062012,50313,.0952682495117188,38325,1.147704124450684,8615,-.2260408401489258,4297,3168,.0491695404052734,25162384,475579,-.1728343963623047,2068859,.0824460983276367,163602,.3489017486572266,375598,255434,.86358642578125,110043,-1.0218505859375,31189456,.2602806091308594,458855,334223,-.2300806045532227,1036389,1.366618156433106,967303,162146,-.6966323852539063,1730876,.2961483001708984,796435,.2863740921020508,452947,-.2046966552734375,97214,184913,1.166849136352539,211579,1344437,.1161670684814453,10561,.690216064453125,408915,.9079256057739258,21809,.9319572448730469,401992,180416,-.963017463684082,4537823,-.0061264038085938,247143,.1529140472412109,371491,.5631065368652344,133035,.9390029907226563,41553788,-.0261058807373047,1372094,1.025124549865723,112431,-.2245750427246094,1206395,.1724386215209961,matched (3),1490094.3,.8697713,194461.52,500465.41
201211,300420,634,1378,2079409,11,0,0,0,0,0,0,0,0,0,1,0,1598580,.0908432006835938,5173879,.5611305236816406,6117942,-.1216363906860352,6588871,.061772346496582,9757,-.2241878509521484,904383,.1280965805053711,120073,-.8726816177368164,57359,1547475,.048039436340332,916570,.0433034896850586,874087,510567,.5579977035522461,60328,.1815328598022461,20255,-.6377010345458984,42063,1.585663795471191,6653,2222,-.3546929359436035,19970220,409256,-.1501922607421875,2216202,.0687971115112305,130358,-.2271518707275391,274227,60791,-1.435522079467773,68298,-.4769906997680664,28454766,-.0917644500732422,245215,356067,.0633106231689453,512722,-.7037649154663086,571423,219120,.3011226654052734,3848625,.7990875244140625,832299,.0440454483032227,685146,.4138574600219727,72324,733360,1.377751350402832,131134,1555938,.1461038589477539,14886,.3432531356811523,471160,.1416902542114258,7953,-1.008773803710938,853403,216716,.1833219528198242,4724575,.0403299331665039,212732,-.1499338150024414,134671,-1.014690399169922,40601,-1.186819076538086,44988144,.0794105529785156,501894,-1.005703926086426,933662,2.116775512695313,1638504,.3061466217041016,matched (3),2050820,.8697713,438886.5,636609.5
201212,300420,635,1378,2138903,12,0,0,0,0,0,0,0,0,0,0,1,1400337,-.1324024200439453,601383,-2.152146339416504,9045511,.3910417556762695,6715356,.0190153121948242,21603,.7948465347290039,778975,-.1492738723754883,255499,.7551183700561523,169690,1194371,-.2590045928955078,864367,-.0586404800415039,765212,137701,-1.310437202453613,101689,.5221233367919922,12851,-.4549798965454102,1135,-3.612535953521729,5266,1738,-.2456727027893066,25482074,484891,.1695833206176758,2581804,.1526937484741211,331394,.9330234527587891,362161,146472,.8793926239013672,138426,.7064552307128906,45537228,.47021484375,274277,500594,.3406763076782227,375699,-.3109445571899414,853098,2471377,2.422911643981934,1555227,-.9060935974121094,843419,.0132722854614258,707621,.0322761535644531,138827,366122,-.6946697235107422,730074,4702690,1.106056213378906,18247,.2035799026489258,863389,.6056680679321289,14157,.57666015625,513203,191907,-.1215763092041016,4228357,-.1109638214111328,406552,.6476783752441406,154029,.1343059539794922,153644,1.330844879150391,49472168,.0950107574462891,1028491,.7174587249755859,70872,-2.578239440917969,951831,-.5431509017944336,matched (3),1751454.3,.8697713,319660.41,561099.88
201301,300420,636,1378,1926505,01,0,0,0,0,0,0,0,0,0,0,0,1278580,-.0909633636474609,2521292,1.433295249938965,4073398,-.79779052734375,6418523,-.0452089309692383,6579,-1.188948631286621,752569,-.0344858169555664,154560,-.5026359558105469,42228,1548674,.2597789764404297,897603,.0377302169799805,1082100,291744,.7507915496826172,69749,-.3770160675048828,18961,.3889627456665039,35872,3.453323841094971,4350,3003,.5468769073486328,38442236,1171740,.8823204040527344,4959011,.6527175903320313,251353,-.2764501571655273,290737,132061,-.1035699844360352,135888,-.0185041427612305,35061692,-.2614212036132813,247153,385317,-.2617292404174805,811866,.7705469131469727,1776566,30432,-4.397036552429199,2573641,.5036993026733398,754302,-.1116704940795898,479309,-.3895626068115234,212497,315562,-.1486120223999023,288682,1224654,-1.345477104187012,11142,-.4932794570922852,163004,-1.667091369628906,6334,-.8042774200439453,474270,355968,.6178302764892578,7603711,.586822509765625,342983,-.1700315475463867,143108,-.0735406875610352,102771,-.402134895324707,43415948,-.1305828094482422,1155817,.1167144775390625,112116,.4586591720581055,1138032,.1786680221557617,matched (3),2448694.5,.8697713,185607.39,497091.97
201302,300420,637,1378,1698736,02,1,0,0,0,0,0,0,0,0,0,0,1630849,.2433509826660156,3238956,.2504796981811523,7496083,.6099033355712891,4935763,-.2626810073852539,5275,-.2209043502807617,702674,-.0685997009277344,132613,-.1531467437744141,104528,1141685,-.3048934936523438,696945,-.253021240234375,800648,469473,.4757347106933594,62791,-.1050910949707031,18641,-.0170211791992188,50277,.3375911712646484,2047,2505,-.1813230514526367,35843012,931844,-.2290792465209961,5370627,.0797386169433594,158728,-.4596662521362305,246990,122087,-.0785303115844727,84208,-.478541374206543,24410274,-.3621044158935547,383753,278580,-.3243608474731445,867428,.0661964416503906,856713,263739,2.159465789794922,1486076,-.5491819381713867,689896,-.0892524719238281,685159,.3573055267333984,68328,206628,-.4234352111816406,276663,3628712,1.086219787597656,18543,.5093708038330078,141535,-.1412277221679688,4722,-.2936992645263672,328153,207270,-.5408191680908203,5005323,-.4181346893310547,307851,-.1080646514892578,95324,-.4063177108764648,34704,-1.085648536682129,38443716,-.1216316223144531,732507,-.4560890197753906,80999,-.3250980377197266,1200545,.0534753799438477,matched (3),1810124.3,.8697713,247819.03,523511.81
201303,300420,638,1378,614229,03,0,1,0,0,0,0,0,0,0,0,0,1544815,-.0541963577270508,2494688,-.2610874176025391,5805366,-.2555980682373047,2114872,-.8475131988525391,9815,.6209335327148438,864362,.2070989608764648,261007,.6771116256713867,97781,1411648,.2122526168823242,767997,.0970792770385742,696755,268365,-.5592632293701172,60830,-.0317287445068359,13083,-.3540496826171875,12921,-1.358694076538086,907,1602,-.4470357894897461,35351168,984578,.0550479888916016,3156827,-.531376838684082,140548,-.12164306640625,207838,82299,-.3943748474121094,31349,-.9881076812744141,23482220,-.0387611389160156,237604,235299,-.1688480377197266,323405,-.9866266250610352,785735,237593,-.1044015884399414,1086342,-.3133230209350586,744642,.0763626098632813,417205,-.4960737228393555,57527,328827,.4646120071411133,45489,1853697,-.6716957092285156,6749,-1.010698318481445,164966,.1531925201416016,2457,-.6532912254333496,394727,169180,-.203059196472168,4109445,-.1972131729125977,159495,-.6576032638549805,408452,1.455092430114746,68672,.6824865341186523,41412072,.0743770599365234,518601,-.3453388214111328,40938,-.682377815246582,996427,-.1863546371459961,matched (3),429297.25,.8697713,203996.14,504246.72
201304,300420,639,1378,1254022,04,0,0,1,0,0,0,0,0,0,0,0,1675844,.0814123153686523,3898365,.4463930130004883,6501043,.1131801605224609,7756873,1.299585342407227,14589,.3963556289672852,984347,.1299867630004883,205959,-.2368698120117188,126706,1600743,.1257095336914063,619535,-.2148170471191406,828926,2122844,2.068163871765137,75204,.2121210098266602,15325,.1581716537475586,21554,.5117073059082031,6944,2943,.6081762313842773,29706008,790891,-.2190532684326172,1517930,-.7322206497192383,106428,-.2780799865722656,246322,276077,1.210320472717285,250258,2.077309608459473,37580608,.470245361328125,267807,309133,.2729148864746094,533039,.4996891021728516,1173256,359723,.4147758483886719,910062,-.1770591735839844,1022320,.3169269561767578,591890,.3497428894042969,70342,313041,-.0491971969604492,93975,2856574,.4324407577514648,17518,.9538354873657227,314220,.6443538665771484,5255,.7602391242980957,416398,262291,.4384918212890625,5192412,.2339096069335938,227764,.356297492980957,115561,-1.262576103210449,38148,-.5878677368164063,42614856,.0286293029785156,1564965,1.104484558105469,140375,1.232258796691895,1198634,.1847610473632813,matched (3),1280725.3,.8697713,279648,539308.19
201305,300420,640,1378,1908988,05,0,0,0,1,0,0,0,0,0,0,0,1158205,-.3694448471069336,2402293,-.4841327667236328,6372390,-.0199880599975586,8720217,.1170644760131836,23356,.470585823059082,1150259,.1557636260986328,118645,-.5515413284301758,59412,2343713,.3812685012817383,750151,.1913051605224609,890153,66376,-3.465175628662109,78384,.0414152145385742,20405,.2862949371337891,68252,1.152646064758301,1240,5174,.5642166137695313,32103784,684212,-.144892692565918,1866363,.2066440582275391,152033,.3566293716430664,264659,93027,-1.087789535522461,54970,-1.515704154968262,18608284,-.7028827667236328,281191,310323,.0038414001464844,1601672,1.10020923614502,1297239,107895,-1.20417594909668,1546081,.5299663543701172,809369,-.2335748672485352,426374,-.3280038833618164,6911,427158,.3108196258544922,88755,2904322,.0165777206420898,8513,-.7216348648071289,236636,-.2835702896118164,4457,-.1647043228149414,658990,152253,-.5439109802246094,4963177,-.0451517105102539,226257,-.0066385269165039,148055,.2477855682373047,56350,.3901090621948242,37626456,-.1244945526123047,863045,-.5951519012451172,109183,-.2512922286987305,1190213,-.007049560546875,matched (3),2131292.3,.8697713,232510.11,516440.97
201306,300420,641,1378,1979891,06,0,0,0,0,1,0,0,0,0,0,0,1674550,.3686723709106445,4220810,.563603401184082,6644228,.041773796081543,9013154,.0330419540405273,11929,-.6718816757202148,1008986,-.1310415267944336,211446,.5778331756591797,205409,2994035,.2448854446411133,819495,.088414192199707,951485,296313,1.49608039855957,52842,-.394312858581543,21462,.0505037307739258,66552,-.0252237319946289,4113,1620,-1.161219596862793,32388940,1057410,.4353103637695313,1803165,-.0344476699829102,278456,.6051616668701172,267801,301020,1.174286842346191,101720,.6154356002807617,43988852,.8603305816650391,327648,348600,.1163120269775391,579935,-1.015888214111328,1807500,1529005,2.651213645935059,1066035,-.3717775344848633,887667,.092341423034668,498848,.1569852828979492,59883,8299,-3.941019058227539,99476,1177667,-.9026651382446289,18804,.7924747467041016,507062,.762110710144043,3606,-.2118768692016602,666494,268328,.5666666030883789,3722950,-.2875299453735352,141980,-.4659852981567383,159918,.0770769119262695,57555,.0211582183837891,40469404,.0728378295898438,921840,.0659046173095703,95667,-.1321516036987305,1313167,.0983095169067383,matched (3),2195342.5,.8697713,271312.16,535033.25
201307,300420,642,1378,1013166,07,0,0,0,0,0,1,0,0,0,0,0,1478490,-.1245231628417969,1468727,-1.055631637573242,6331416,-.0482244491577148,1533707,-1.770998001098633,13414,.1173267364501953,944960,-.0655584335327148,173281,-.1990547180175781,25485,2184503,-.3152332305908203,974604,.1733427047729492,1192612,221681,-.2901773452758789,45508,-.149418830871582,11593,-.6158819198608398,23086,-1.058756828308106,11506,3054,.6340255737304688,42365832,765626,-.3228836059570313,2681829,.3969554901123047,134541,-.7273902893066406,228973,261768,-.1397180557250977,263397,.9514389038085938,51835052,.1641292572021484,293411,329455,-.0564851760864258,565239,-.0256671905517578,1382765,286506,-1.674612998962402,2486151,.8467893600463867,842548,-.0521659851074219,346532,-.3643264770507813,23810,288717,3.549311637878418,88575,2940904,.9151821136474609,21097,.1150617599487305,172470,-1.078410148620606,1636,-.7903447151184082,300670,249880,-.0712299346923828,2987349,-.2201299667358398,276581,.6668176651000977,237853,.3969917297363281,115422,.6958541870117188,40601968,.0032711029052734,1144261,.2161426544189453,89786,-.0634441375732422,1274722,-.0297136306762695,matched (3),729129.44,.8697713,246157.48,522727.31
