period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1064c376,Y1246c372,growth1246c372,Y1257c152,growth1257c152,Y1266c705,growth1266c705,Y1421c620,growth1421c620,Y1511c124,growth1511c124,Y1640c124,growth1640c124,Y2154c208,growth2154c208,Y2208c300,growth2208c300,Y256c352,growth256c352,Y260c428,growth260c428,Y2797c124,growth2797c124,Y2832c68,growth2832c68,Y3083c344,Y3204c703,growth3204c703,Y3414c818,Y3422c152,growth3422c152,Y3429c352,growth3429c352,Y3545c124,growth3545c124,Y3612c246,Y3730c152,growth3730c152,Y3826c600,growth3826c600,Y3832c688,growth3832c688,Y3834c484,growth3834c484,Y3862c752,growth3862c752,Y3865c792,growth3865c792,Y3912c600,growth3912c600,Y3915c191,growth3915c191,Y3928c372,growth3928c372,Y4026c428,Y409c268,growth409c268,Y4144c152,Y4152c203,Y4392c586,growth4392c586,Y4405c372,growth4405c372,Y4431c372,growth4431c372,Y4490c124,growth4490c124,Y4536c268,Y4570c300,Y4739c152,growth4739c152,Y4757c300,growth4757c300,Y4805c705,growth4805c705,Y4818c376,Y4851c428,growth4851c428,Y4851c498,Y5021c124,growth5021c124,Y5029c428,growth5029c428,Y664c124,growth664c124,Y959c586,growth959c586,Y966c807,growth966c807,_merge,x,r2,s,sf
201112,400942,623,1815,1086931,12,0,0,0,0,0,0,0,0,0,0,1,405000,393307,-.1725435256958008,1360042,.3258647918701172,180402,-.1682281494140625,35328,-.9250497817993164,958176,.1304025650024414,74008960,.0148429870605469,5469,-.408447265625,158807,2.365523338317871,11577,.8168430328369141,79336,1.093382835388184,639219,-.1981792449951172,86921,.9359369277954102,4355,68030,1.116573333740234,3337329,417028,.1526565551757813,359384,-.5333976745605469,276442,.0169830322265625,205171,120948,1.285099983215332,245451,1.425661087036133,101462,-1.467387199401856,1005728,.0449018478393555,731540,.1181221008300781,13650897,1.203024864196777,51711,-.5258312225341797,41291,-.5280933380126953,121339,.7153720855712891,183214,98050,.7244319915771484,1548312,1204613,14552591,.3010520935058594,2745702,-.0283775329589844,116703,-.525761604309082,2380877,.1373167037963867,373040,68083,2598754,-.503204345703125,1507137,.1823310852050781,84991,1.590106010437012,1377000,54182,.9753932952880859,2389,2138351,.2049827575683594,133919,3.734709739685059,72982,-1.569463729858398,424113,1.06667423248291,35795,1.518568992614746,matched (3),1413922.4,.86756533,208223.98,375578.41
201201,400942,624,1815,1034187,01,0,0,0,0,0,0,0,0,0,0,0,332000,626104,.4649257659912109,1023154,-.2846250534057617,157508,-.135711669921875,72835,.7235202789306641,1000566,.0432891845703125,64346692,-.1399021148681641,4904,-.109044075012207,149453,-.0607070922851563,5065,-.8266658782958984,91870,.1466827392578125,715950,.1133632659912109,31469,-1.015996932983398,6449,35855,-.6404657363891602,2410955,264239,-.456298828125,713757,.6861515045166016,248296,-.1073799133300781,30882,17710,-1.921231269836426,99087,-.9070987701416016,151429,.4004316329956055,922993,-.0858449935913086,409295,-.5807151794433594,4189335,-1.181262969970703,30904,-.5147848129272461,83483,.7039985656738281,102990,-.1639566421508789,165930,55197,-.5745687484741211,166438,3393976,19834300,.3096427917480469,852378,-1.169761657714844,343269,1.07888126373291,2221967,-.0690765380859375,59579,85341,4189071,.4774465560913086,1244339,-.1916074752807617,99566,.1582756042480469,2070000,33046,-.4944477081298828,825,2057358,-.0386123657226563,95460,-.3385286331176758,365616,1.611370086669922,326159,-.2626152038574219,11457,-1.139206886291504,matched (3),1042273.6,.86756533,177365.78,359389.09
201202,400942,625,1815,824599,02,1,0,0,0,0,0,0,0,0,0,0,0,376487,-.5086326599121094,1400719,.3140954971313477,196698,.2221927642822266,95357,.2694311141967773,652343,-.4277505874633789,122235656,.6416664123535156,2499,-.6741604804992676,10711,-2.635710716247559,6766,.289555549621582,104393,.1277875900268555,662606,-.0774297714233398,28736,-.0908517837524414,2333,22002,-.4883489608764648,1687018,242312,-.0866279602050781,1844781,.9495725631713867,412710,.5081233978271484,30005,30642,.5482416152954102,80118,-.2124977111816406,79218,-.6479129791259766,724500,-.2421398162841797,350291,-.1556720733642578,3835290,-.0882968902587891,120219,1.358428955078125,36205,-.8354463577270508,72054,-.3572158813476563,464,104975,.6428136825561523,134214,254919,5598481,-1.264917373657227,435289,-.6720199584960938,310523,-.1002559661865234,2041558,-.0846796035766602,596262,137159,3971698,-.0532855987548828,1342990,.0762939453125,72858,-.3123083114624023,1538000,24126,-.314610481262207,1600,1754896,-.1590127944946289,19154,-1.606195449829102,142794,-.9401798248291016,1152044,1.261908531188965,40038,1.251228332519531,matched (3),679345.56,.86756533,182905.09,362154.91
201203,400942,626,1815,655392,03,0,1,0,0,0,0,0,0,0,0,0,1178000,646515,.5407123565673828,1284413,-.0866842269897461,143437,-.3157730102539063,59589,-.4701566696166992,923556,.347661018371582,101154360,-.1893043518066406,2178,-.1374835968017578,9386,-.1320524215698242,4479,-.4125099182128906,94127,-.1035175323486328,576930,-.1384592056274414,12269,-.8510751724243164,2602,89053,1.398097991943359,8353919,511375,.7468767166137695,637327,-1.062832832336426,357401,-.1438865661621094,69609,22284,-.3185024261474609,108885,.3067913055419922,46372,-.5355072021484375,784205,.079188346862793,304587,-.1398077011108398,358598,-2.36979866027832,76123,-.4569644927978516,215514,1.783828735351563,131147,.598902702331543,1572,52643,-.6901893615722656,99929,110281,22384234,1.385862350463867,437373,.0047760009765625,276466,-.1161699295043945,2108862,.032435417175293,190191,34494,2220544,-.5814409255981445,1271415,-.0547676086425781,62244,-.1574506759643555,1184000,5909,-1.406813621520996,12030,2069137,.1647224426269531,36723,.6508922576904297,133312,-.0687112808227539,1186345,.0293388366699219,4481,-2.189983367919922,matched (3),885199.25,.86756533,161937.27,352030.66
201204,400942,627,1815,1446475,04,0,0,1,0,0,0,0,0,0,0,0,960000,714565,.1000776290893555,1287197,.0021657943725586,340938,.8658046722412109,83539,.3378429412841797,947687,.0257930755615234,107202728,.058074951171875,2001,-.0847601890563965,14913,.4630136489868164,5298,.1679296493530273,93004,-.0120019912719727,449798,-.2489223480224609,15597,.2400026321411133,2189,120797,.3048801422119141,9612196,337352,-.4159765243530273,1186837,.6217641830444336,345816,-.0329513549804688,33260,54986,.9032096862792969,66111,-.4989566802978516,84471,.5997123718261719,662131,-.1692075729370117,379842,.2207984924316406,1504260,1.433855056762695,41277,-.6120452880859375,58682,-1.30089282989502,274841,.7398738861083984,58583,53660,.019134521484375,134468,964617,13241122,-.5250301361083984,780938,.5797090530395508,381516,.3220643997192383,1959556,-.073430061340332,136305,110429,2761202,.2179136276245117,1477500,.1502208709716797,44978,-.3248882293701172,2126000,12017,.7098455429077148,4135,1840787,-.116938591003418,20988,-.559453010559082,206679,.4384746551513672,1346294,.1264791488647461,2355,-.6433053016662598,matched (3),754752.81,.86756533,184793.95,363112.53
201205,400942,628,1815,1474351,05,0,0,0,1,0,0,0,0,0,0,0,1395000,1299020,.597691535949707,1555803,.1895246505737305,256397,-.2849740982055664,96675,.1460409164428711,1174628,.2146825790405273,137626048,.2498188018798828,5666,1.040836334228516,3901,-1.340999603271484,5874,.1032066345214844,100971,.0821905136108398,679525,.4125957489013672,42954,1.01305103302002,4498,132848,.0950937271118164,5271863,494064,.3815383911132813,976336,-.1952400207519531,379837,.0938358306884766,54673,71759,.2662343978881836,79698,.1869087219238281,282846,1.208494186401367,946759,.3575811386108398,492978,.2607097625732422,3036799,.7025022506713867,51253,.2164688110351563,129068,.7882070541381836,59642,-1.52783203125,21926,101442,.6368198394775391,344330,911651,17567872,.2827434539794922,609632,-.2476396560668945,505832,.2820520401000977,2148529,.0920648574829102,769580,31013,3007942,.0855903625488281,1685181,.1315212249755859,17021,-.9717264175415039,1250000,18257,.4182262420654297,5132,2364359,.2503137588500977,56928,.9978370666503906,434660,.7433977127075195,1096607,-.2051353454589844,47777,3.010003566741943,matched (3),1661986.4,.86756533,166856.58,354320.5
201206,400942,629,1815,1271906,06,0,0,0,0,1,0,0,0,0,0,0,463000,607254,-.7604179382324219,894519,-.5534610748291016,91827,-1.026820182800293,46555,-.7307205200195313,971692,-.1896686553955078,112090568,-.2052326202392578,2418,-.8515424728393555,116254,3.394543647766113,5515,-.0630645751953125,105999,.0485963821411133,513182,-.2807636260986328,27579,-.4430751800537109,4090,67779,-.6729536056518555,1497628,337271,-.3817777633666992,466278,-.7390251159667969,355287,-.0668163299560547,99419,65001,-.0989103317260742,75183,-.058319091796875,116515,-.8868827819824219,896853,-.0541524887084961,391425,-.2306709289550781,5079318,.5143728256225586,61265,.1784343719482422,29500,-1.475949287414551,40720,-.3816413879394531,5733,31834,-1.158952713012695,532618,880164,13477644,-.2650394439697266,637011,.0439310073852539,285411,-.5722742080688477,1953788,-.0950126647949219,322083,15294,2214129,-.3063974380493164,1288399,-.2684726715087891,23103,.3055152893066406,1088000,14085,-.2594375610351563,2102,2275792,-.0381793975830078,35599,-.4694700241088867,137962,-1.147585868835449,1089531,-.0064735412597656,971,-3.895973205566406,matched (3),1337308.3,.86756533,98930.688,327855.44
201207,400942,630,1815,2625156,07,0,0,0,0,0,1,0,0,0,0,0,905000,1992030,1.187961578369141,1927993,.767949104309082,112430,.2024240493774414,180628,1.355805397033691,1095473,.1199026107788086,137416368,.2037067413330078,3501,.3701076507568359,97842,-.1724233627319336,6396,.1482009887695313,64854,-.4912910461425781,828663,.4791831970214844,53246,.6578683853149414,6067,113442,.5150394439697266,4358689,349320,.0351009368896484,1394127,1.095241546630859,347533,-.0220670700073242,39419,42023,-.4361858367919922,106389,.3471775054931641,351472,1.104109764099121,1315413,.3830146789550781,269757,-.3722724914550781,977328,-1.648109436035156,39629,-.4356470108032227,79921,.996647834777832,51526,.2353677749633789,118169,37723,.1697349548339844,1901400,925022,17070930,.2363452911376953,875638,.3181657791137695,391282,.3154983520507813,1703401,-.1371431350708008,470879,68188,3208044,.3708019256591797,1257906,-.023951530456543,13265,-.5548334121704102,1455000,16126,.1353225708007813,4646,1701510,-.2908115386962891,19940,-.57958984375,440770,1.161544799804688,679455,-.4722108840942383,22727,3.152982711791992,matched (3),2966747,.86756533,239594.81,393837
201208,400942,631,1815,1504741,08,0,0,0,0,0,0,1,0,0,0,0,201000,254959,-2.055806159973145,1006242,-.6502571105957031,71576,-.4515705108642578,204697,.125091552734375,152438,-1.972183227539063,43487344,-1.150545120239258,5320,.4184246063232422,21812,-1.500893592834473,4751,-.2973175048828125,62426,-.0381565093994141,175652,-1.551309585571289,39005,-.3112325668334961,12737,149571,.2764797210693359,5637655,381311,.0876274108886719,306196,-1.51579761505127,246119,-.3450441360473633,22779,51702,.2072792053222656,87887,-.1910505294799805,170570,-.7229843139648438,1792405,.3094072341918945,519300,.6549606323242188,4329213,1.48831844329834,38835,-.0202388763427734,43079,-.6180028915405273,61745,.1809263229370117,4283,20490,-.6103324890136719,247641,382540,16147096,-.0556373596191406,546855,-.470768928527832,203982,-.6513967514038086,130144,-2.571741104125977,350529,1240,3133159,-.0236196517944336,601586,-.7376346588134766,32990,.9110755920410156,1182000,15057,-.0685901641845703,1423,14067,-4.795439720153809,22544,.1227407455444336,1117082,.9299516677856445,484978,-.3371877670288086,2707,-2.127712726593018,matched (3),1086953.1,.86756533,245439.11,397419.5
201209,400942,632,1815,2253335,09,0,0,0,0,0,0,0,1,0,0,0,1075000,792656,1.134285926818848,1701808,.5254678726196289,374379,1.654508590698242,217003,.058380126953125,984451,1.865325927734375,120161064,1.016363143920898,7958,.4027042388916016,20674,-.0535831451416016,5834,.205348014831543,77679,.2186031341552734,776246,1.485964775085449,48846,.2249822616577148,4232,91952,-.4865045547485352,13100925,354641,-.072509765625,652540,.7566471099853516,333716,.3044748306274414,27578,167983,1.178366661071777,103251,.1611108779907227,76510,-.8017244338989258,1129369,-.4618988037109375,611084,.1627521514892578,4036393,-.0700340270996094,142983,1.303403854370117,91570,.7540683746337891,80277,.2624702453613281,5666,32464,.4601945877075195,66940,684689,30133440,.6238956451416016,737966,.2997140884399414,355797,.5563287734985352,1924329,2.693691253662109,294439,30818,2760721,-.1265497207641602,1195888,.6870756149291992,52264,.4601030349731445,950000,23064,.4264297485351563,12250,1023706,4.287352561950684,34548,.4268808364868164,225941,-1.598200798034668,330797,-.382598876953125,30161,2.410708904266357,matched (3),2142788.8,.86756533,194320.53,368052.13
201210,400942,633,1815,1683051,10,0,0,0,0,0,0,0,0,1,0,0,287000,2152202,.9988574981689453,1455450,-.1563758850097656,353488,-.0574188232421875,127777,-.5296249389648438,868480,-.1253395080566406,61623380,-.6677913665771484,6526,-.1983833312988281,16243,-.2412147521972656,5459,-.0664377212524414,101887,.2712793350219727,551641,-.3415718078613281,76796,.4524803161621094,6271,110020,.1793956756591797,10320210,560718,.4581127166748047,905401,.3275051116943359,355245,.0625181198120117,104064,74961,-.8068952560424805,88580,-.1532564163208008,36032,-.7530136108398438,1115061,-.0127506256103516,590291,-.0346183776855469,10734809,.9781408309936523,249716,.5575981140136719,74547,-.2056741714477539,46368,-.5488739013671875,14536,23465,-.3246221542358398,837150,457074,28924048,-.0409622192382813,994768,.2986116409301758,643811,.5930442810058594,2051044,.0637712478637695,415737,42140,2731551,-.0106220245361328,1716798,.3615713119506836,47006,-.1060323715209961,1560000,13957,-.5022916793823242,3158,1946706,.6427097320556641,19865,-.5533905029296875,136320,-.5052690505981445,717502,.7742710113525391,23334,-.2566385269165039,matched (3),1583053.5,.86756533,159382.86,350862.94
201211,400942,634,1815,1360183,11,0,0,0,0,0,0,0,0,0,1,0,164000,387127,-1.715493202209473,1676282,.1412630081176758,60868,-1.75914192199707,110916,-.1415128707885742,1035764,.1761503219604492,90378480,.382965087890625,4811,-.3048887252807617,19922,.20416259765625,6302,.1436014175415039,78737,-.25775146484375,569776,.0323457717895508,69092,-.1057138442993164,5106,40064,-1.010184288024902,4455733,230535,-.8888158798217773,1216566,.2954092025756836,339270,-.0460119247436523,50748,43175,-.5517063140869141,67203,-.276188850402832,93791,.9566612243652344,687306,-.4838848114013672,636525,.0754079818725586,3251159,-1.194480895996094,83647,-1.093718528747559,84147,.1211357116699219,55653,.1825265884399414,71099,32227,.3172950744628906,156299,242436,5608216,-1.640439987182617,1593833,.4713878631591797,310312,-.7298269271850586,2125922,.0358572006225586,453536,20589,2072767,-.2759847640991211,1173480,-.3804874420166016,80825,.5420103073120117,1125000,14018,.0043611526489258,3106,1871890,-.0391902923583984,60330,1.110870361328125,90048,-.4146623611450195,586633,-.2013759613037109,325,-4.273841381072998,matched (3),1244656,.86756533,157443.09,349986.03
201212,400942,635,1815,1720752,12,0,0,0,0,0,0,0,0,0,0,1,274000,248663,-.4426546096801758,1127990,-.3961410522460938,208556,1.231499671936035,85841,-.2562761306762695,983913,-.0513572692871094,63044440,-.3601665496826172,5555,.1437931060791016,88888,1.495552062988281,6298,-.0006341934204102,115432,.382568359375,605596,.0609703063964844,97247,.3418149948120117,8751,210750,1.660194396972656,4946666,423919,.6091394424438477,584853,-.732426643371582,356501,.0495405197143555,79217,45594,.0545148849487305,108186,.4761343002319336,474653,1.621515274047852,814349,.1696100234985352,493574,-.2543506622314453,5395762,.5066022872924805,36495,-.8294305801391602,94037,.1111230850219727,15373,-1.28652286529541,8103,107962,1.208974838256836,148874,566511,15152814,.9939537048339844,2943615,.6134967803955078,545286,.5637321472167969,1821460,-.1545677185058594,494850,173884,2825463,.3097877502441406,1192368,.0159683227539063,78792,-.0254745483398438,1814000,17083,.1977415084838867,1602,1750447,-.06707763671875,53458,-.1209325790405273,190789,.7508249282836914,578109,-.0146369934082031,17514,3.986930370330811,matched (3),1259982.9,.86756533,187632.58,364565.34
201301,400942,636,1815,1807913,01,0,0,0,0,0,0,0,0,0,0,0,196000,3764781,2.71734619140625,2038793,.5919208526611328,314645,.4112377166748047,67200,-.2448234558105469,912649,-.0751857757568359,67552920,.0690708160400391,7827,.3428812026977539,204563,.8334989547729492,5033,-.2242164611816406,100569,-.1378374099731445,730261,.1871881484985352,41883,-.8423738479614258,78402,30673,-1.927289962768555,8949426,492211,.1493654251098633,1668144,1.048106193542481,369141,.0348424911499023,95163,43520,-.0465555191040039,129060,.1764259338378906,91,-8.559479713439941,1434757,.5663614273071289,747433,.4149713516235352,6156538,.1319007873535156,60085,.4985847473144531,104100,.1016635894775391,398366,3.254757881164551,26956,69954,-.4339418411254883,323841,289677,32978876,.7776813507080078,748343,-1.369532585144043,444001,-.2054834365844727,2236589,.2053136825561523,347633,172013,2419713,-.1550235748291016,1488892,.2220907211303711,80770,.0247945785522461,1561000,15514,-.0963411331176758,2558,2571176,.3844928741455078,63116,.1660776138305664,269031,.343658447265625,1318166,.8242340087890625,481,-3.594888687133789,matched (3),1993191.1,.86756533,213878.75,378742.69
201302,400942,637,1815,1646257,02,1,0,0,0,0,0,0,0,0,0,0,559000,264249,-2.656553268432617,730001,-1.027067184448242,215524,-.3783731460571289,119137,.5726003646850586,972727,.0637521743774414,99646752,.3887214660644531,3914,-.6930198669433594,34162,-1.789761543273926,4602,-.0895252227783203,69595,-.3681516647338867,521664,-.3363780975341797,17972,-.8460655212402344,0,111709,1.292514801025391,4217400,331354,-.3957204818725586,331102,-1.617039680480957,255340,-.3685827255249023,18203,24853,-.56024169921875,102728,-.2281932830810547,14164,5.047599792480469,875312,-.4941701889038086,474300,-.4548044204711914,2205843,-1.026405334472656,134534,.8060569763183594,59929,-.5521917343139648,87495,-1.515789031982422,15350,9370,-2.010324478149414,212689,406683,33698552,.0215873718261719,318544,-.8541011810302734,231903,-.6495075225830078,2209339,-.0122585296630859,233980,34810,2480217,.0246973037719727,1329680,-.1130943298339844,78269,-.0314540863037109,1474000,25312,.4895362854003906,2277,2263074,-.1276397705078125,77660,.2073659896850586,166069,-.4824228286743164,650412,-.706390380859375,31029,4.166810035705566,matched (3),1472111.8,.86756533,166868.23,354326
201303,400942,638,1815,834341,03,0,1,0,0,0,0,0,0,0,0,0,1373000,378525,.3593902587890625,656035,-.1068315505981445,126545,-.5324745178222656,76329,-.445220947265625,824251,-.1656284332275391,117023888,.1607456207275391,5134,.2713251113891602,10620,-1.168375015258789,4162,-.1004953384399414,96453,.3263635635375977,480821,-.0815286636352539,17191,-.044428825378418,2642,65467,-.5343513488769531,5340922,474927,.3599739074707031,467741,.3454875946044922,229552,-.1064672470092773,100115,4516,-1.705351829528809,83671,-.2051916122436523,56943,1.39134693145752,1031998,.1646718978881836,591856,.2214231491088867,129442,-2.835631370544434,69524,-.6601448059082031,94913,.4598007202148438,138646,.4603414535522461,8293,33600,1.277012825012207,99658,280552,17409156,-.6604595184326172,301644,-.0545129776000977,39604,-1.767389297485352,2184933,-.0111083984375,559269,12697,1031044,-.8777742385864258,1282400,-.0362043380737305,41576,-.6326284408569336,1082000,21243,-.1752519607543945,1589,1133729,-.6912117004394531,34110,-.8227500915527344,116154,-.3574867248535156,419560,-.4384002685546875,7398,-1.433712005615234,matched (3),1062163.9,.86756533,170288.81,355949.69
201304,400942,639,1815,2230844,04,0,0,1,0,0,0,0,0,0,0,0,787000,396722,.0469541549682617,1718877,.9632120132446289,136119,.072932243347168,96316,.2325811386108398,1072431,.2632083892822266,120721288,.0311069488525391,4168,-.2084484100341797,23240,.7831354141235352,10679,.9422836303710938,97223,.0079507827758789,504922,.0489091873168945,31819,.6156778335571289,80143,220910,1.216209411621094,8585063,664143,.3353366851806641,536594,.1373271942138672,383459,.5131034851074219,39058,23277,1.639838218688965,136148,.4868497848510742,30565,-.6221952438354492,754873,-.3127031326293945,414759,-.3555660247802734,59205224,6.125532150268555,116051,.5123577117919922,56248,-.5231904983520508,86776,-.4685935974121094,250,69407,.7254619598388672,534694,483721,25725480,.3904857635498047,359458,.1753501892089844,453434,2.437919616699219,2311124,.0561494827270508,342636,31695,3620550,1.256053924560547,1426530,.106511116027832,66063,.4630851745605469,1780000,10052,-.748255729675293,2157,1817405,.4718971252441406,8695,-1.366842269897461,99920,-.1505470275878906,933020,.799220085144043,39140,1.665935516357422,matched (3),2274960.3,.86756533,219120.41,381727.19
201305,400942,640,1815,1439348,05,0,0,0,1,0,0,0,0,0,0,0,1371000,225722,-.5639314651489258,1322466,-.2621726989746094,171844,.2330570220947266,70170,-.3167133331298828,1109245,.0337514877319336,111174088,-.0823879241943359,2687,-.4390110969543457,33967,.3795146942138672,8205,-.2635354995727539,117699,.1911239624023438,551015,.0873584747314453,33817,.0608997344970703,26145,113278,-.6679105758666992,3517868,504394,-.2751398086547852,576853,.0723457336425781,419550,.0899496078491211,94517,20299,-.1368932723999023,60028,-.8189315795898438,3618,-2.133934020996094,918178,.1958417892456055,326779,-.2384128570556641,9093044,-1.873500823974609,107876,-.0730476379394531,57845,.0279970169067383,39904,-.7768535614013672,33660,50027,-.3274250030517578,368345,143745,19907220,-.2563991546630859,555460,.4351987838745117,520121,.137211799621582,1856881,-.2188358306884766,371416,8488,1502581,-.8794422149658203,1231789,-.1467771530151367,33793,-.6703548431396484,1787000,15089,.4061946868896484,1286,1032509,-.5654172897338867,65068,2.01268482208252,184864,.6152505874633789,759239,-.2061100006103516,10771,-1.290287971496582,matched (3),1876648.4,.86756533,130797.19,338835.97
201306,400942,641,1815,1776820,06,0,0,0,0,1,0,0,0,0,0,0,1391000,444406,.677433967590332,1227413,-.074589729309082,127703,-.296879768371582,80119,.1325922012329102,1020569,-.0833196640014648,172940368,.4418506622314453,3020,.1168313026428223,34167,.0058708190917969,5655,-.3722038269042969,130187,.1008405685424805,410007,-.295588493347168,28176,-.1824932098388672,37468,63422,-.5800342559814453,6634914,258686,-.6677427291870117,1141701,.6826868057250977,230812,-.5975790023803711,48226,103982,1.633646011352539,104641,.5557241439819336,30710,2.138667106628418,1138743,.2152891159057617,956350,1.07383918762207,6331912,-.3619070053100586,299216,1.020183563232422,69188,.1790599822998047,82425,.7254123687744141,8169,8234,-1.804290771484375,97942,244132,17312724,-.1396408081054688,562269,.0121841430664063,258806,-.6979827880859375,1953262,.0506019592285156,438521,326268,4184904,1.024299621582031,1305809,.0583553314208984,70890,.740875244140625,1865000,22051,.3793916702270508,6185,2377024,.833857536315918,6685,-2.275566101074219,206422,.1103019714355469,543624,-.3340587615966797,14254,.2801799774169922,matched (3),1842767.9,.86756533,216590.78,380280.78
201307,400942,642,1815,2115635,07,0,0,0,0,0,1,0,0,0,0,0,0,163705,-.9986724853515625,680611,-.5896730422973633,129217,.0117855072021484,228470,1.047891616821289,945405,-.0765018463134766,161124528,-.070770263671875,4931,.4902849197387695,311938,2.211544036865234,8414,.3973569869995117,77563,-.5178813934326172,649251,.4596452713012695,60708,.7676057815551758,57462,155546,.8971309661865234,5901620,290929,.1174640655517578,713839,-.4696168899536133,191335,-.1875772476196289,16847,26288,-1.375105857849121,101155,-.0338811874389648,126419,1.415013313293457,1117053,-.019230842590332,472026,-.7060890197753906,8841227,.3338232040405273,46157,-1.86911678314209,124649,.5886745452880859,93585,.1269817352294922,19736,26635,1.173954010009766,209461,361805,16599044,-.0420970916748047,702319,.222407341003418,58400,-1.488762855529785,2225466,.1304655075073242,405439,160179,2561571,-.4908628463745117,1491594,.1330223083496094,115797,.4907093048095703,0,14617,-.4111728668212891,4465,1706581,-.3313579559326172,13672,.7154836654663086,309201,.4040689468383789,852576,.4500045776367188,6535,-.7798652648925781,matched (3),2325212.8,.86756533,180489.78,360941.09
201308,400942,643,1815,3767866,08,0,0,0,0,0,0,1,0,0,0,0,1437000,1362836,2.119256973266602,1127903,.5051250457763672,146500,.1255331039428711,329075,.3648805618286133,1191231,.2311286926269531,133154296,-.1906681060791016,4925,-.0012168884277344,102531,-1.112639427185059,4333,-.6636362075805664,99602,.2500925064086914,589128,-.0971755981445313,71120,.1582927703857422,55870,153410,-.0138273239135742,6432204,544649,.6270627975463867,2945885,1.417507171630859,312479,.4905109405517578,53333,38724,.3873472213745117,91668,-.098480224609375,403764,1.161228179931641,1180647,.0553684234619141,588742,.2209539413452148,19124920,.7715663909912109,65817,.3548288345336914,78074,-.4678449630737305,55158,-.5286684036254883,94971,33691,.2350044250488281,1106670,3121237,21353764,.2518844604492188,736967,.0481557846069336,380416,1.873950004577637,2633647,.1684036254882813,362265,302538,2937459,.1369247436523438,702820,-.7524995803833008,7159,-2.783468246459961,1826000,12763,-.1356344223022461,7546,2440380,.3576622009277344,167529,2.505805969238281,394848,.2445096969604492,695710,-.2033290863037109,40414,1.822004318237305,matched (3),3432793.3,.86756533,221635.06,383176.22
201309,400942,644,1815,1983934,09,0,0,0,0,0,0,0,1,0,0,0,948000,156226,-2.166019439697266,588732,-.6501445770263672,222566,.4181976318359375,310030,-.0596160888671875,949688,-.2266092300415039,119061672,-.1118679046630859,3951,-.2203559875488281,5753,-2.880443572998047,4825,.1075506210327148,69992,-.3528013229370117,538658,-.0895624160766602,74705,.0491781234741211,27270,9070,-2.828142166137695,11370593,399269,-.3105068206787109,1203300,-.8953418731689453,208184,-.4061145782470703,99977,48807,.2314138412475586,219446,.8729324340820313,159466,-.9289999008178711,1013358,-.1527929306030273,867755,.3879213333129883,11357993,-.5210704803466797,119894,.5997304916381836,37836,-.724395751953125,38971,-.3473844528198242,22918,13266,-.9320259094238281,706697,637383,4288367,-1.60532283782959,689179,-.067042350769043,207270,-.607243537902832,1836310,-.3606119155883789,389434,165075,2374765,-.212646484375,1410924,.6968994140625,19448,.9993743896484375,1492000,14390,.1199827194213867,2279,1699015,-.3621053695678711,64589,-.9531126022338867,324982,-.1947307586669922,600113,-.1478147506713867,21605,-.626251220703125,matched (3),2033012.4,.86756533,127171.16,337452.81
201310,400942,645,1815,2660352,10,0,0,0,0,0,0,0,0,1,0,0,1162000,404695,.9518299102783203,1195467,.7083206176757813,230196,.0337076187133789,193242,-.4727258682250977,955119,.0057029724121094,124097792,.0414276123046875,3491,-.1237802505493164,77438,2.599756240844727,4604,-.0468854904174805,102153,.3780908584594727,640261,.1727943420410156,52399,-.3546590805053711,0,58229,1.859411239624023,6163342,611355,.4260425567626953,1613584,.2933902740478516,291761,.3375129699707031,270534,38761,-.2304582595825195,113262,-.661402702331543,271527,.532231330871582,1655606,.4908971786499023,671441,-.2564840316772461,3193566,-1.268783569335938,176810,.3884677886962891,253588,1.902449607849121,226902,1.761700630187988,60556,54209,1.407642364501953,127133,600301,9500221,.7954092025756836,735102,.0645084381103516,131224,-.4571161270141602,2289774,.2206954956054688,516198,317151,1629001,-.3769321441650391,1741960,.2107658386230469,45530,.8506269454956055,3278000,25993,.5912942886352539,2958,1251270,-.3058891296386719,40748,-.460637092590332,268882,-.1894979476928711,461626,-.2623634338378906,12940,-.5126018524169922,matched (3),2115562.5,.86756533,186396.08,363930.5
