period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1180c233,Y1247c757,growth1247c757,Y147c124,growth147c124,Y1751c586,growth1751c586,Y1967c124,Y196c757,growth196c757,Y2174c792,growth2174c792,Y2303c620,growth2303c620,Y2362c792,growth2362c792,Y2409c124,growth2409c124,Y2415c428,growth2415c428,Y2543c554,Y2560c616,growth2560c616,Y2640c620,growth2640c620,Y2723c251,growth2723c251,Y2945c124,growth2945c124,Y2967c826,growth2967c826,Y2990c620,growth2990c620,Y3025c554,Y3088c124,growth3088c124,Y3249c372,Y3363c826,growth3363c826,Y3441c484,growth3441c484,Y3486c688,growth3486c688,Y3695c300,growth3695c300,Y3761c222,growth3761c222,Y3776c300,growth3776c300,Y3860c586,growth3860c586,Y4097c484,growth4097c484,Y4130c616,growth4130c616,Y4165c442,Y4180c222,growth4180c222,Y4260c586,growth4260c586,Y4417c222,growth4417c222,Y4442c246,growth4442c246,Y4681c792,growth4681c792,Y4932c36,Y4940c440,growth4940c440,Y4945c703,growth4945c703,Y5006c554,Y57c608,Y587c484,growth587c484,Y588c752,growth588c752,Y620c807,growth620c807,Y628c251,growth628c251,Y639c348,growth639c348,Y666c620,growth666c620,Y850c826,growth850c826,Y870c826,growth870c826,Y981c222,growth981c222,_merge,x,r2,s,sf
201011,902110,610,4763,16204278,11,0,0,0,0,0,0,0,0,0,1,0,314,4064615,-.0730991363525391,6062348,-.1130313873291016,1214257,.2387752532958984,1570767,4839,-1.395038604736328,1828590,-.2969789505004883,81126,.8474493026733398,232002,.2210750579833984,633541,-.0151691436767578,26884,-.6310949325561523,167040,6444,-1.368998527526856,69536,-.6786174774169922,2606104,-.0306406021118164,1448859,-.0442800521850586,326253,-.6331090927124023,5724564,.1273488998413086,289908,5472406,-.1639280319213867,10055,1811287,-.0996036529541016,76805,-.8116111755371094,19958,-.2923431396484375,374532,-.2414035797119141,33049,-.95245361328125,73429,-.6806154251098633,156855,-.8774242401123047,563452,2.06328010559082,66930,-.2379560470581055,163038,10451,.3247528076171875,2576213,-.0397605895996094,10127,-.1394138336181641,1369374,-1.023527145385742,48529,-2.114084243774414,4738042,614095,.5168008804321289,865392,-.2549571990966797,550412,6668374,1205056,.2689189910888672,109939,-.0644931793212891,64614,-1.735376358032227,3661145,.2219810485839844,9394,-2.007423400878906,4287035,-.0473699569702148,530169,-.012272834777832,515082,.0351524353027344,14830,-1.761259078979492,matched (3),18476622,.91959554,544763.56,1319544.3
201012,902110,611,4763,18501504,12,0,0,0,0,0,0,0,0,0,0,1,1216,5031558,.2134103775024414,8476627,.3352155685424805,1102677,-.0963907241821289,1312325,13228,1.005627632141113,3891991,.755375862121582,41749,-.6643276214599609,154510,-.4064874649047852,566192,-.112391471862793,44448,.5027885437011719,191978,25935,1.392444610595703,11935,-1.762369155883789,1815918,-.3612651824951172,966505,-.4048452377319336,603993,.6158885955810547,5681478,-.0075550079345703,175900,6223448,.128605842590332,14873,1908738,.0524053573608398,86111,.1143674850463867,34662,.5520143508911133,389866,.040125846862793,44588,.299473762512207,138543,.634861946105957,282601,.5887136459350586,138998,-1.399622917175293,273134,1.406314849853516,199229,15700,.4069633483886719,4429788,.5420312881469727,19022,.6303911209106445,2548659,.6212129592895508,208834,1.459378242492676,4818077,831041,.3025293350219727,574212,-.4101839065551758,558282,6095496,1566488,.2623100280761719,89357,-.2072868347167969,38568,-.5160083770751953,2539446,-.3658304214477539,100461,2.369698524475098,4319200,.0074748992919922,460546,-.1407833099365234,420097,-.2038402557373047,63212,1.44984245300293,matched (3),22017212,.91959554,712667.25,1397256
201101,902110,612,4763,19634672,01,0,0,0,0,0,0,0,0,0,0,0,307,3955444,-.2406368255615234,8939249,.0531387329101563,1629398,.3904695510864258,1604566,37691,1.047085762023926,2656887,-.3817663192749023,31487,-.2821006774902344,308168,.6903858184814453,731489,.2561483383178711,79028,.5754823684692383,346069,19203,-.3005275726318359,50477,1.442042350769043,2372175,.2672157287597656,1382427,.3579092025756836,873069,.3684520721435547,5742764,.0107288360595703,166331,4748941,-.2704029083251953,49179,2491600,.2664823532104492,107193,.2189931869506836,47989,.3253278732299805,366198,-.0626287460327148,36361,-.2039680480957031,62632,-.7939043045043945,482048,.5340080261230469,233493,.5186929702758789,45958,-1.782234191894531,131409,69716,1.490769386291504,2501307,-.5715389251708984,44081,.8404321670532227,2133632,-.1777410507202148,63417,-1.191807746887207,3772726,554923,-.4038496017456055,577967,.0065183639526367,413338,5799928,1944305,.2160682678222656,662562,2.003475189208984,168971,1.477304458618164,2571413,.0125093460083008,133092,.2812709808349609,5978764,.3251438140869141,665050,.3674497604370117,429584,.0223312377929688,125241,.6837453842163086,matched (3),17725818,.91959554,618819.06,1351801.3
201102,902110,613,4763,15511585,02,1,0,0,0,0,0,0,0,0,0,0,246,8320530,.7436332702636719,11231214,.2282447814941406,1431520,-.1294736862182617,1537853,25735,-.3815698623657227,3165188,.1750574111938477,56754,.5891513824462891,136421,-.8148994445800781,683238,-.0682382583618164,70669,-.1117954254150391,87076,23387,.1971139907836914,44144,-.1340608596801758,1614868,-.3845539093017578,1037780,-.2867565155029297,603501,-.3692665100097656,5028313,-.1328554153442383,346037,4774581,.0053844451904297,69887,1649314,-.4125652313232422,97481,-.0949735641479492,23917,-.6963825225830078,317885,-.141484260559082,138852,1.339911460876465,99542,.4633035659790039,192192,-.9195489883422852,48791,-1.565606117248535,27759,-.5041675567626953,188452,8619,-2.090460777282715,4212904,.5213394165039063,7449,-1.777948379516602,1904186,-.1137714385986328,52932,-.1807241439819336,3344802,382355,-.3724794387817383,497834,-.1492500305175781,347424,4926661,1069677,-.5975484848022461,91121,-1.983925819396973,14855,-2.431390762329102,3449662,.2938213348388672,76585,-.5526390075683594,6236053,.0421333312988281,4642675,1.943183898925781,456487,.0607433319091797,51685,-.8850727081298828,matched (3),15645861,.91959554,702822.81,1392260.6
201103,902110,614,4763,12523966,03,0,1,0,0,0,0,0,0,0,0,0,196,5470448,-.4193658828735352,7380508,-.4198541641235352,1101390,-.2621641159057617,750990,15130,-.5311727523803711,2495742,-.2376260757446289,51012,-.1066656112670898,170407,.2224445343017578,581911,-.1605262756347656,53908,-.2707281112670898,286649,84823,1.288386344909668,40488,-.086451530456543,2022338,.225001335144043,775622,-.2911739349365234,567212,-.0620145797729492,5465698,.0834074020385742,194508,4951214,.0363264083862305,66179,1444944,-.132288932800293,68943,-.3463773727416992,18466,-.2586584091186523,315005,-.0091009140014648,34257,-1.399517059326172,27186,-1.297877311706543,38470,-1.608615875244141,281038,1.750944137573242,362684,2.569972038269043,187391,48832,1.734416007995606,2834997,-.3961114883422852,5966,-.2220029830932617,2285659,.1826000213623047,65119,.2072086334228516,2501922,137298,-1.024195671081543,921148,.6153535842895508,315805,8062820,1085843,.0150003433227539,63457,-.3618259429931641,84439,1.737692832946777,3347497,-.0300636291503906,107330,.3375072479248047,7190393,.1423988342285156,1910397,-.8879795074462891,449684,-.0150156021118164,42799,-.1886520385742188,matched (3),16525916,.91959554,748683.5,1415965
201104,902110,615,4763,15225554,04,0,0,1,0,0,0,0,0,0,0,0,1444,9674994,.5701837539672852,8499692,.1411876678466797,1788427,.4847631454467773,1320886,50525,1.205788612365723,4001278,.4720277786254883,358058,1.948634147644043,278528,.491328239440918,659125,.1245956420898438,69283,.2509212493896484,498027,114907,.3035564422607422,58164,.3622608184814453,1563014,-.2576379776000977,1235315,.4654159545898438,688879,.1943321228027344,6009076,.0947790145874023,285307,5992140,.1908159255981445,76449,1989674,.3198995590209961,73745,.0673332214355469,61771,1.207502365112305,336657,.0664758682250977,32393,-.0559492111206055,156494,1.750314712524414,43092,.1134586334228516,341771,.1956510543823242,172400,-.7437152862548828,237730,10684,-1.519638061523438,3528932,.2189540863037109,6552,.0936927795410156,1884161,-.1931724548339844,198912,1.116645812988281,3634619,433904,1.150669097900391,402990,-.8267087936401367,337377,8370863,1452789,.2911281585693359,103434,.4885711669921875,212767,.924168586730957,4434532,.2812089920043945,116301,.0802726745605469,7546306,.0483121871948242,817818,-.8484268188476563,498190,.1024370193481445,95874,.8065195083618164,matched (3),21835032,.91959554,926773,1517675.3
201105,902110,616,4763,14964969,05,0,0,0,1,0,0,0,0,0,0,0,230,5482523,-.5679788589477539,7727124,-.0952930450439453,1863153,.0409336090087891,2444986,16838,-1.09882926940918,3218541,-.2176856994628906,146619,-.892857551574707,161852,-.5428361892700195,576805,-.1334085464477539,51850,-.2898445129394531,267514,14819,-2.048213005065918,21279,-1.005545616149902,1559925,-.001978874206543,1605399,.2620468139648438,1204583,.5588235855102539,7697646,.2476434707641602,166434,5716951,-.0470123291015625,23286,1430088,-.3302345275878906,114831,.4428482055664063,27890,-.7951650619506836,275060,-.2020750045776367,63974,.6805343627929688,216134,.3228816986083984,33881,-.240483283996582,157482,-.7748298645019531,125083,-.3208398818969727,164109,67962,1.850201606750488,3108466,-.1268653869628906,5372,-.1985692977905273,1400967,-.2963190078735352,106279,-.6267948150634766,4523434,364258,-.1749610900878906,379152,-.06097412109375,344371,7206373,1284709,-.1229524612426758,110721,.068079948425293,106087,-.6959381103515625,4173315,-.0607109069824219,152344,.2699594497680664,7712804,.0218238830566406,878122,.0711460113525391,339833,-.3825273513793945,57510,-.5110759735107422,matched (3),16183985,.91959554,655315.88,1368893.3
201106,902110,617,4763,15206580,06,0,0,0,0,1,0,0,0,0,0,0,41466,8502560,.4388027191162109,6465647,-.1782341003417969,2295315,.2086000442504883,2377873,57799,1.233332633972168,3592953,.11004638671875,190732,.2630319595336914,292333,.5912113189697266,654943,.1270437240600586,17650,-1.077619552612305,333814,42755,1.059576034545898,33186,.4444074630737305,2055829,.2760419845581055,1605408,5.72204589844e-06,593908,-.7071647644042969,7326741,-.0493841171264648,342704,7125720,.2202749252319336,51264,1670484,.1553773880004883,73668,-.4438924789428711,47633,.5352573394775391,291688,.0586948394775391,50358,-.23931884765625,68717,-1.145902633666992,108573,1.164567947387695,157578,.0006093978881836,1988644,2.766231536865234,253833,41191,-.5007295608520508,2894587,-.0712871551513672,5953,.1026945114135742,1362659,-.0277252197265625,111479,.0477685928344727,4623028,385544,.056793212890625,662021,.5573596954345703,315538,7917973,1361827,.0582952499389648,99579,-.1060619354248047,55935,-.6400690078735352,4812239,.142451286315918,182282,.1794137954711914,7330968,-.0507745742797852,3152048,1.278021812438965,548829,.4793319702148438,84659,.3866729736328125,matched (3),64574700,.91959554,17433948,17475324
201107,902110,618,4763,15956930,07,0,0,0,0,0,1,0,0,0,0,0,83929,10157592,.1778535842895508,7890293,.1991300582885742,1028381,-.8028841018676758,1545483,71085,.2069053649902344,3918700,.0867853164672852,53638,-1.268611907958984,121158,-.8807973861694336,531045,-.2097015380859375,123489,1.945416450500488,401644,12296,-1.246212005615234,55462,.5135698318481445,4775915,.8429059982299805,1866154,.1505012512207031,612472,.0307788848876953,8103525,.1007680892944336,90203,7613431,.0662031173706055,22507,1482250,-.1195516586303711,352391,1.56517219543457,25639,-.6194114685058594,351636,.1869115829467773,78535,.4443864822387695,133397,.6633329391479492,539246,1.602749824523926,197199,.2242927551269531,2445893,.2069568634033203,296606,17165,-.8753471374511719,2994992,.0340986251831055,7402,.2178554534912109,1504310,.0988960266113281,68386,-.4886684417724609,4372491,369283,-.0430917739868164,407822,-.484466552734375,347571,5317444,1479726,.0830297470092773,138361,.3289146423339844,226287,1.397613525390625,3800386,-.2360601425170898,218582,.1816062927246094,10243294,.3345155715942383,5226144,.5056209564208984,605294,.0979280471801758,81043,-.0436515808105469,matched (3),111744656,.91959554,35614084,35634356
201108,902110,619,4763,19205902,08,0,0,0,0,0,0,1,0,0,0,0,85011,7741798,-.2715873718261719,10234794,.2601604461669922,1008527,-.0194950103759766,2732235,8509,-2.122752189636231,3352422,-.1560773849487305,272882,1.626782417297363,206990,.5355749130249023,645658,.1954231262207031,36939,-1.206884384155273,226183,24569,.6922111511230469,49958,-.1045150756835938,6031102,.2333440780639648,1867283,.0006046295166016,726197,.170318603515625,5841578,-.3272981643676758,339158,7032603,-.0793571472167969,0,2129669,.3624048233032227,182782,-.6564464569091797,63336,.9043397903442383,282442,-.2191228866577148,84903,.0779657363891602,57573,-.840275764465332,734772,.3093881607055664,317595,.4765634536743164,1534545,-.4661760330200195,297302,61419,1.274847030639648,3342735,.1098480224609375,51284,1.935627937316895,1886248,.2262554168701172,235640,1.237137794494629,4219319,474944,.2516336441040039,485525,.1744003295898438,506244,5254667,1728456,.1553707122802734,117039,-.1673593521118164,108637,-.7337923049926758,3927443,.0328865051269531,254789,.1532745361328125,10389086,.0141334533691406,2338277,-.8042593002319336,450971,-.2943115234375,58045,-.3337612152099609,matched (3),113816160,.91959554,36033532,36053568
201109,902110,620,4763,18068978,09,0,0,0,0,0,0,0,1,0,0,0,24827,4132832,-.6276712417602539,8082081,-.2361440658569336,980909,-.027766227722168,1566123,15708,.6130456924438477,1432165,-.8504953384399414,127004,-.7648210525512695,132870,-.4432992935180664,662122,.0251798629760742,36978,.0010557174682617,241004,4647,-1.665263175964356,14663,-1.225855827331543,4806474,-.2269659042358398,2169995,.1502408981323242,451384,-.4755029678344727,5189755,-.1183137893676758,256234,6523524,-.0751419067382813,130699,1519279,-.3377304077148438,153748,-.1729793548583984,23124,-1.007583618164063,312882,.1023530960083008,41247,-.7219314575195313,95454,.5055913925170898,27815,-3.273984909057617,127564,-.9121589660644531,578602,-.9753751754760742,157973,35319,-.5532979965209961,2796779,-.1783208847045898,36242,-.3471593856811523,1751627,-.0740442276000977,64606,-1.293998718261719,3412826,314464,-.412327766418457,482002,-.0072822570800781,394355,5455587,1170814,-.3895292282104492,52369,-.8041925430297852,35159,-1.128130912780762,2603976,-.41094970703125,156895,-.484858512878418,7630384,-.3086185455322266,665613,-1.256461143493652,743560,.5000467300415039,64208,.1009092330932617,matched (3),43581948,.91959554,10414117,10483237
201110,902110,621,4763,18073452,10,0,0,0,0,0,0,0,0,1,0,0,356,7182370,.5526666641235352,6639654,-.196589469909668,1518960,.4373016357421875,1889198,46794,1.091585159301758,2344000,.4926719665527344,131372,.0338144302368164,187261,.3431320190429688,723042,.088017463684082,50366,.3089923858642578,799266,92454,2.990489006042481,42023,1.052889823913574,2775479,-.5491399765014648,2187262,.0079250335693359,667579,.3913393020629883,4864063,-.0648126602172852,270179,6549855,.0040283203125,4797,1395449,-.0850200653076172,182960,.1739521026611328,43286,.6269588470458984,126342,-.9068336486816406,54351,.2758846282958984,60937,-.4488039016723633,68705,.9042463302612305,333655,.9614896774291992,58617,-2.289589881896973,296639,48675,.320744514465332,3415348,.1998109817504883,10323,-1.255845069885254,1263679,-.3265180587768555,123220,.6456642150878906,3934889,467662,.396876335144043,811423,.5208406448364258,644633,7705492,1823925,.4432916641235352,93941,.5843524932861328,298156,2.137736320495606,4267199,.4939184188842773,232495,.3932914733886719,7181333,-.0606527328491211,292820,-.8211498260498047,532691,-.3335084915161133,27299,-.8552780151367188,matched (3),17967642,.91959554,586126,1337151.3
201111,902110,622,4763,17930296,11,0,0,0,0,0,0,0,0,0,1,0,312,6533157,-.0947389602661133,9614418,.3702030181884766,1222757,-.2169179916381836,1079188,57666,.2089128494262695,3017820,.2526750564575195,33840,-1.356389999389648,91940,-.7113676071166992,641028,-.1203937530517578,28216,-.5794267654418945,462356,16536,-1.721171379089356,26296,-.4688005447387695,2757534,-.0064868927001953,1811481,-.1885051727294922,386657,-.5461196899414063,6469301,.2851943969726563,321582,6625423,.0114707946777344,14394,1119033,-.2207508087158203,168198,-.0841255187988281,20161,-.7640790939331055,387946,1.12187385559082,32017,-.5291957855224609,52014,-.1583280563354492,73694,.0700998306274414,26062,-2.549629211425781,257690,1.480732917785645,231848,20875,-.846613883972168,2461968,-.3273181915283203,15055,.3773365020751953,2092382,.5042762756347656,46566,-.9731006622314453,4929439,330897,-.3459386825561523,634814,-.245457649230957,737317,7108189,1190298,-.4267864227294922,138149,.3856658935546875,71306,-1.430636405944824,3814699,-.112095832824707,140277,-.5052490234375,6942556,-.0338153839111328,1857721,1.84754753112793,496635,-.0700855255126953,56397,.7255659103393555,matched (3),17394440,.91959554,436477.06,1278648.5
201112,902110,623,4763,19984674,12,0,0,0,0,0,0,0,0,0,0,1,409,3550760,-.6097288131713867,10459576,.0842552185058594,1537231,.2288742065429688,1314992,11121,-1.645833015441895,3519734,.1538515090942383,34591,.0219507217407227,65245,-.3429861068725586,391332,-.4935169219970703,93161,1.194439888000488,106588,7154,-.8378677368164063,42925,.4900379180908203,2118669,-.2635488510131836,1286114,-.3425197601318359,723813,.6269950866699219,7312156,.1224699020385742,317546,7733993,.1547107696533203,5746,631186,-.5726194381713867,150643,-.1102285385131836,29608,.3842945098876953,487083,.2275676727294922,26117,-.2036809921264648,49830,-.0428953170776367,199356,.9951705932617188,250454,2.262796401977539,663960,.9464645385742188,166503,35036,.5178241729736328,3360837,.3112287521362305,22622,.4072122573852539,4706484,.8106374740600586,189568,1.403877258300781,4762324,355345,.0712823867797852,929765,.3816003799438477,529456,6375767,1514450,.2408485412597656,86270,-.470850944519043,87995,.2102994918823242,1956383,-.6677646636962891,83080,-.5238151550292969,8562896,.2097682952880859,1939309,.0429811477661133,564142,.1274499893188477,67808,.1842641830444336,matched (3),21459398,.91959554,639814.75,1361540.5
