period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1028c792,growth1028c792,Y1080c705,growth1080c705,Y1086c757,growth1086c757,Y1119c251,growth1119c251,Y1288c381,Y1303c300,growth1303c300,Y1520c620,growth1520c620,Y1561c620,growth1561c620,Y1706c484,growth1706c484,Y1708c372,growth1708c372,Y1783c124,growth1783c124,Y1783c826,growth1783c826,Y1811c600,growth1811c600,Y2075c757,growth2075c757,Y245c440,growth245c440,Y2566c344,Y2688c300,growth2688c300,Y2729c757,growth2729c757,Y272c440,growth272c440,Y2915c608,Y2920c484,growth2920c484,Y3047c268,growth3047c268,Y3150c32,Y3262c300,growth3262c300,Y3277c826,growth3277c826,Y3379c440,growth3379c440,Y3424c352,growth3424c352,Y3537c344,Y3568c208,growth3568c208,Y3668c616,Y3670c251,growth3670c251,Y3737c608,Y3894c826,growth3894c826,Y3927c608,Y3956c152,growth3956c152,Y4104c442,Y4304c36,Y4352c440,growth4352c440,Y4448c428,growth4448c428,Y4529c352,growth4529c352,Y4535c300,growth4535c300,Y4602c608,Y4741c484,growth4741c484,Y4793c381,Y4807c826,growth4807c826,Y4818c428,growth4818c428,Y531c440,growth531c440,Y708c757,growth708c757,Y727c586,growth727c586,Y803c251,growth803c251,_merge,x,r2,s,sf
201109,840290,620,3787,692113,09,0,0,0,0,0,0,0,1,0,0,0,37490,-.362889289855957,148054,.9973964691162109,160670,1.049689292907715,326335,.0344381332397461,10271332,1476956,2.13533878326416,138525,.7975339889526367,79061,.3342456817626953,1214563,.1009798049926758,49336,-1.380332946777344,15736843,.2531642913818359,15029444,.2533855438232422,38059,.6319713592529297,241184,.2577295303344727,179260,.0151538848876953,477139,169178,1.141948699951172,292772,-.3746929168701172,503,-.2155604362487793,193452,1915,.6427416801452637,224258,1.26402759552002,592567,1936847,1.564460754394531,3233388,.7875127792358398,345391,1.602531433105469,49913,-.6757774353027344,256242,34976,.4473438262939453,119490,350653,.5241117477416992,39657,2172561,-.0825862884521484,162734,59731128,.0896339416503906,1090203,18581480,380821,.3024883270263672,87751,.6388216018676758,210336,.7983722686767578,71425,.0078144073486328,127610,508420,.1596670150756836,15677448,1607549,.3884267807006836,93554,1.678225517272949,7274,.4104948043823242,8444918,.9250907897949219,171317,.7748270034790039,1220683,2.424210548400879,matched (3),3265897,.79859376,1287567.6,2925206.8
201110,840290,621,3787,1136513,10,0,0,0,0,0,0,0,0,1,0,0,74209,.6828107833862305,110052,-.2966241836547852,110000,-.3788728713989258,311263,-.0472860336303711,9604288,1637456,.1031608581542969,127538,-.082636833190918,102522,.259857177734375,1202406,-.0100603103637695,1322459,3.288594245910645,16129985,.0246753692626953,12627107,-.1741657257080078,85586,.8103837966918945,244149,.0122184753417969,194558,.0818929672241211,507309,85484,-.682621955871582,227947,-.2502813339233398,545,.0801959037780762,401668,2162,.1213164329528809,238112,.0599431991577148,531481,2166946,.1122570037841797,5567561,.543426513671875,60869,-1.735953330993652,127148,.9350700378417969,298798,48725,.3315296173095703,69126,341691,-.0258903503417969,79513,3559757,.4937858581542969,196100,43247212,-.3229198455810547,1671652,5619875,387264,.0167779922485352,76731,-.1341972351074219,182393,-.1425418853759766,204891,1.053830146789551,207992,472006,-.0743160247802734,7195115,1702420,.0573396682739258,19530,-1.566586494445801,7180,-.0130062103271484,1888506,-1.49777889251709,65375,-.9633750915527344,3080917,.925816535949707,matched (3),-2232644.3,.79859376,1589339.9,3070017.3
201111,840290,622,3787,451462,11,0,0,0,0,0,0,0,0,0,1,0,107064,.366541862487793,12179,-2.201239585876465,105014,-.04638671875,389952,.2253856658935547,1920817,1658265,.0126276016235352,1571,-4.396701812744141,37000,-1.019159317016602,1133794,-.0587549209594727,335957,-1.370265007019043,13909300,-.1481227874755859,9742183,-.2593803405761719,25206,-1.222439765930176,149033,-.4936103820800781,184219,-.0546054840087891,374430,64228,-.2858905792236328,201210,-.1247634887695313,7848,2.667227745056152,299966,1416,-.4231977462768555,135823,-.5613880157470703,395262,686015,-1.150174140930176,4005826,-.3292074203491211,195328,1.165955543518066,204836,.4768581390380859,253258,34785,-.337005615234375,75866,220854,-.4364051818847656,10845,2483431,-.360051155090332,160599,45380576,.0481510162353516,1574895,2471751,456963,.1654958724975586,59710,-.2508068084716797,62063,-1.078014373779297,242042,.1666336059570313,46159,556231,.1641921997070313,6827113,1434485,-.1712446212768555,22065,.1220407485961914,6417,-.1123485565185547,1416615,-.2875156402587891,45148,-.3701944351196289,191180,-2.779767036437988,matched (3),1691477.5,.79859376,1332665.8,2945335.8
201112,840290,623,3787,463988,12,0,0,0,0,0,0,0,0,0,0,1,81795,-.2692108154296875,48463,1.381087303161621,99616,-.0527706146240234,246144,-.4601068496704102,2695171,1235663,-.294163703918457,133132,4.439628601074219,81453,.7891082763671875,1195094,.0526552200317383,688526,.7175703048706055,9431884,-.3884620666503906,9457976,-.0296077728271484,12906,-.6693897247314453,123914,-.1845808029174805,305093,.5044918060302734,580378,46627,-.3202590942382813,242158,.1852407455444336,8781,.1123313903808594,377659,621,-.8242602348327637,145051,.0657329559326172,79638,312711,-.7856197357177734,5034542,.2285728454589844,88820,-.7880678176879883,137450,-.3989496231079102,314163,17858,-.6667346954345703,20248,83015,-.978480339050293,32240,3454698,.3300933837890625,111037,60764580,.2919235229492188,1224276,9357552,211231,-.7716503143310547,158626,.9770498275756836,73113,.1638565063476563,77690,-1.136384963989258,66407,572105,.0281391143798828,9672450,2042383,.3533115386962891,56463,.9395923614501953,13109,.7143478393554688,481734,-1.078634262084961,47723,.0554676055908203,1173524,1.81455135345459,matched (3),3278566.8,.79859376,1692040,3124420.5
201201,840290,624,3787,698612,01,0,0,0,0,0,0,0,0,0,0,0,39287,-.7333230972290039,86916,.584141731262207,146768,.3875303268432617,173585,-.3492498397827148,4016230,1280382,.0355501174926758,52264,-.935032844543457,51350,-.4613609313964844,619281,-.6574211120605469,778446,.122746467590332,9883155,.0467357635498047,5848293,-.480708122253418,15100,.1570024490356445,268395,.7728729248046875,272904,-.1114969253540039,448833,175211,1.323811531066895,506816,.7385578155517578,14110,.4742937088012695,278686,4745,2.033515453338623,25511,-1.73797607421875,76654,682933,.7811164855957031,8406223,.5126495361328125,38235,-.842860221862793,100285,-.3152437210083008,97142,19912,.1088705062866211,97,157906,.6429786682128906,77710,3140859,-.0952386856079102,215494,17646220,-1.236486434936523,1138815,1662696,276464,.2691278457641602,45232,-1.254744529724121,93383,.2447032928466797,144652,.6216039657592773,145382,357778,-.4694099426269531,5449227,908144,-.8104696273803711,714642,2.538196563720703,6798,-.6566705703735352,1268170,.9679384231567383,79504,.5103940963745117,2453937,.7376823425292969,matched (3),1669490.4,.79859376,1861216.4,3219181.8
201202,840290,625,3787,1431403,02,1,0,0,0,0,0,0,0,0,0,0,98909,.9233074188232422,41451,-.7404308319091797,120816,-.1945838928222656,257313,.3936262130737305,9838854,1187515,-.0752954483032227,261,-5.299542903900147,101890,.6852283477783203,1774806,1.052887916564941,16748,-3.839020729064941,10278586,.0392303466796875,6624018,.1245527267456055,65460,1.466744422912598,92771,-1.062326431274414,510410,.626093864440918,242354,37688,-1.536649703979492,560077,.0999259948730469,45413,1.168914794921875,144550,7677,.4811372756958008,154993,1.804270744323731,132336,1016965,.3981819152832031,1309909,-1.859014511108398,301355,2.064537048339844,155349,.437657356262207,346671,22031,.1011285781860352,4237,125985,-.2258367538452148,3789,2600205,-.1889057159423828,79783,76340656,1.464685440063477,564083,15534831,528091,.6471881866455078,61244,.3030614852905273,164503,.5662193298339844,163316,.1213560104370117,294933,445517,.2193222045898438,6393037,1119982,.2096652984619141,41532,-2.845317840576172,7957,.1574239730834961,1127210,-.1178293228149414,31573,-.9235048294067383,8808811,1.278059005737305,matched (3),3285321.5,.79859376,1828113.6,3200156.8
201203,840290,626,3787,3931727,03,0,1,0,0,0,0,0,0,0,0,0,111519,.1199941635131836,119682,1.06032657623291,56095,-.7672224044799805,367291,.355860710144043,25588066,1379914,.1501579284667969,113187,6.072276592254639,9334,-2.390230178833008,2055111,.1466379165649414,724382,3.767040252685547,13429759,.2674102783203125,5344280,-.2146759033203125,60565,-.0777215957641602,206194,.7986841201782227,632083,.2138071060180664,404089,183428,1.582480430603027,629697,.1171646118164063,1581,-3.357740879058838,283321,13993,.6003284454345703,155405,.0026540756225586,738261,1856892,.602081298828125,6368081,1.581340789794922,58402,-1.640938758850098,139849,-.1051111221313477,147645,76038,1.23878288269043,19949,207256,.4977912902832031,45668,2150370,-.1899509429931641,114890,48834468,-.4467697143554688,564792,9859534,386712,-.3115882873535156,106441,.5527248382568359,42571,-1.351755142211914,43022,-1.333974838256836,187442,580887,.2653207778930664,7124263,1873487,.5144882202148438,12346,-1.213131904602051,5832,-.3106927871704102,1402577,.2185659408569336,91734,1.066590309143066,23979644,1.001452445983887,matched (3),3845274.8,.79859376,1794441.8,3181041.5
201204,840290,627,3787,1003754,04,0,0,1,0,0,0,0,0,0,0,0,56379,-.682098388671875,140836,.1627578735351563,152315,.9989042282104492,298672,-.2068080902099609,17818032,1228015,-.1166219711303711,59533,-.6425113677978516,30457,1.182652473449707,933879,-.7887382507324219,403032,-.5863027572631836,12236521,-.093048095703125,7659307,.3598947525024414,20073,-1.104341506958008,113903,-.593470573425293,483772,-.2674074172973633,608625,58545,-1.142026901245117,297228,-.7507390975952148,2187,.3244733810424805,253272,18222,.2640724182128906,369693,.86663818359375,474255,1143370,-.48492431640625,3769290,-.5244121551513672,32704,-.5798530578613281,77795,-.5864858627319336,258336,73273,-.0370416641235352,841,123947,-.5141000747680664,52606,324209,-1.892006874084473,220110,44997152,-.0818367004394531,561149,12837651,302053,-.2470779418945313,57107,-.6226644515991211,11217,-1.333743095397949,159050,1.307506561279297,204700,561653,-.0336713790893555,6510346,515211,-1.290980339050293,162520,2.577468872070313,8243,.3460044860839844,2077011,.3926181793212891,70739,-.2598962783813477,23719412,-.0109119415283203,matched (3),1545056.5,.79859376,1528573.1,3039003.3
201205,840290,628,3787,361194,05,0,0,0,1,0,0,0,0,0,0,0,40620,-.3278360366821289,88917,-.4598932266235352,169972,.1096830368041992,516151,.547053337097168,14567553,528237,-.8436088562011719,65187,.0907297134399414,84294,1.01799488067627,1285358,.3194456100463867,1547804,1.345576286315918,10159969,-.1859683990478516,5749899,-.2867393493652344,4563,-1.481395721435547,71186,-.4700508117675781,437285,-.1010284423828125,283087,145168,.9080963134765625,254531,-.1550769805908203,395,-1.711400508880615,247687,3252,-1.723359107971191,140428,-.9679775238037109,167136,546308,-.7385520935058594,5150834,.3122720718383789,78010,.8693399429321289,52698,-.3894996643066406,237132,21588,-1.222054481506348,70095,151128,.198272705078125,18174,1532547,1.553297996520996,112618,43621012,-.0310611724853516,426436,1820896,212155,-.3532848358154297,86613,.4165239334106445,158416,2.647793769836426,95444,-.5106782913208008,221959,489167,-.1381807327270508,6580350,594204,.1426467895507813,21586,-2.018755912780762,6797,-.1928825378417969,1870468,-.104741096496582,132018,.6239414215087891,466735,-3.928286552429199,matched (3),-3796499.3,.79859376,1522716.4,3036061.5
201206,840290,629,3787,363072,06,0,0,0,0,1,0,0,0,0,0,0,76347,.6310281753540039,99267,.1101102828979492,189056,.1064090728759766,321041,-.4748306274414063,13865981,1405455,.9785709381103516,51482,-.236027717590332,130817,.439488410949707,1429401,.1062183380126953,186850,-2.114286422729492,10185110,.0024700164794922,5622507,-.022404670715332,4766,.0435276031494141,129334,.5971012115478516,505790,.1455364227294922,290525,168387,.1483736038208008,353598,.3287382125854492,784,.6855235099792481,443011,10993,1.217988014221191,141742,.0093135833740234,575449,841847,.4324150085449219,4525500,-.1294307708740234,47816,-.489476203918457,210126,1.383130073547363,309983,24551,.1286153793334961,81398,203535,.2977113723754883,60915,1767600,.1426916122436523,168776,15220272,-1.052909851074219,975086,40675120,265935,.2259340286254883,106486,.2065629959106445,44718,-1.264847755432129,878098,2.219218254089356,274717,673606,.319941520690918,8121157,1678532,1.0384521484375,29964,.3279514312744141,6433,-.0550403594970703,2327765,.2187204360961914,73257,-.5889644622802734,3501030,2.015050888061523,matched (3),794966.31,.79859376,1362376.9,2958897.5
201207,840290,630,3787,241959,07,0,0,0,0,0,1,0,0,0,0,0,60991,-.2245626449584961,43561,-.8236513137817383,142140,-.2852306365966797,250311,-.2488651275634766,11523866,211506,-1.893862724304199,82555,.4722328186035156,52169,-.9193105697631836,655658,-.7793712615966797,256220,.315730094909668,11474321,.1191864013671875,5473036,-.0269441604614258,2555,-.6234555244445801,41290,-1.141777038574219,248835,-.7093315124511719,278216,109303,-.4321413040161133,333586,-.0582599639892578,249,-1.146956443786621,475642,94566,2.152039527893066,68082,-.7332954406738281,397314,628400,-.2924213409423828,2721615,-.5085020065307617,40386,-.1688776016235352,119190,-.5669889450073242,297929,28339,.1434860229492188,10554,193313,-.0515279769897461,46517,1259474,-.33892822265625,172772,48230180,1.153356552124023,363815,19833270,313369,.1641302108764648,93648,-.1284704208374023,97035,.7746953964233398,120506,-1.986058235168457,131572,351533,-.6503419876098633,4772064,1126566,-.3987455368041992,18865,-.4626884460449219,2275,-1.039461135864258,1399721,-.5086355209350586,129284,.5680379867553711,26477768,2.023247718811035,matched (3),-398530.06,.79859376,1218006.8,2895262.5
201208,840290,631,3787,3378702,08,0,0,0,0,0,0,1,0,0,0,0,125414,.7208938598632813,185947,1.451299667358398,123503,-.1405467987060547,274970,.0939579010009766,4634574,157393,-.2955074310302734,94146,.1313819885253906,84228,.479039192199707,1060526,.4808807373046875,254315,-.0074625015258789,118581,-4.572271347045898,4216420,-.2608470916748047,9474,1.310498714447022,135481,1.188210487365723,193386,-.2521018981933594,345560,97092,-.118464469909668,321935,-.0355510711669922,4924,2.984424114227295,294972,16577,-1.741281509399414,299419,1.481130599975586,864062,1450763,.8366680145263672,279681,-2.275331497192383,15926,-.9305305480957031,189389,.4630842208862305,122963,25073,-.1224470138549805,34732,142079,-.307927131652832,19688,3618608,1.055395126342773,180944,27963618,-.5450801849365234,643560,31488722,345337,.0971393585205078,69102,-.3039588928222656,86089,-.11968994140625,760616,1.842428207397461,154827,478302,.3079385757446289,5633146,913545,-.2095966339111328,22244,.164764404296875,6121,.9897451400756836,1527974,.0876693725585938,96941,-.2879085540771484,3189937,-2.116304397583008,matched (3),1643976.3,.79859376,1127154.9,2858230.8
201209,840290,632,3787,4655391,09,0,0,0,0,0,0,0,1,0,0,0,266282,.7529363632202148,39610,-1.546380043029785,142310,.1417417526245117,419260,.4218292236328125,10267492,1471011,2.234959602355957,73743,-.2442607879638672,23923,-1.258687019348145,1721076,.4841852188110352,146352,-.5525588989257813,8656823,4.290506362915039,5700346,.3015413284301758,16154,.5336170196533203,159735,.1646852493286133,228347,.1661787033081055,451628,269363,1.020401000976563,263807,-.199131965637207,228,-3.072531223297119,447571,16622,.0027103424072266,146599,-.7141427993774414,281236,734033,-.6812906265258789,3761665,2.598967552185059,58674,1.304043769836426,238919,.2323217391967773,296608,10697,-.8518285751342773,114324,109489,-.26055908203125,27740,1673729,-.7710351943969727,319495,28002676,.0013942718505859,722861,2365784,322680,-.0678596496582031,138131,.6926183700561523,131813,.4260025024414063,123837,-1.81516170501709,220096,576360,.1864910125732422,9428624,1371032,.4059858322143555,219021,2.287095069885254,6391,.0431652069091797,3912507,.9402351379394531,98177,.0126686096191406,224763,-2.6527099609375,matched (3),5371387.5,.79859376,1462949.9,3006530.5
201210,840290,633,3787,361694,10,0,0,0,0,0,0,0,0,1,0,0,71676,-1.312399864196777,15733,-.9233207702636719,64301,-.7944326400756836,284611,-.3873672485351563,9291836,725610,-.7066926956176758,27834,-.9743280410766602,95621,1.385551452636719,1267630,-.3058004379272461,349468,.870396614074707,11625293,.2948360443115234,4730969,-.1863975524902344,37069,.8306131362915039,126228,-.2354269027709961,256694,.1170177459716797,526287,223724,-.1856470108032227,209859,-.2287817001342773,16526,4.283344745635986,241006,17025,.023956298828125,81514,-.5869264602661133,436062,1203559,.4944839477539063,2026008,-.6187944412231445,129083,.7884588241577148,180904,-.2781581878662109,177396,32046,1.097208976745606,17200,203614,.6204013824462891,11698,1407358,-.17333984375,130849,50429160,.5882701873779297,595377,77495568,432616,.2931890487670898,75759,-.6006450653076172,226118,.5396728515625,149253,.186676025390625,167601,660999,.137019157409668,6439619,990926,-.3246784210205078,140013,-.4474325180053711,7639,.1783761978149414,2128361,-.60882568359375,38175,-.9445905685424805,25970886,4.749685287475586,matched (3),2086840.3,.79859376,1232650.6,2901453.3
201211,840290,634,3787,319679,11,0,0,0,0,0,0,0,0,0,1,0,189098,.9701089859008789,31042,.6795806884765625,191365,1.090607643127441,254738,-.1108884811401367,10872731,740407,.0201873779296875,84994,1.11632251739502,45775,-.7366542816162109,929761,-.3099775314331055,16834,-3.033010482788086,9283490,-.224945068359375,5215627,.097529411315918,21219,-.5578842163085938,172747,.3137388229370117,318122,.2145500183105469,453032,151152,-.3921270370483398,215472,.0263948440551758,5906,-1.028965950012207,445100,4970,-1.231263160705566,101975,.2239532470703125,249123,838759,-.361114501953125,3996512,.6793546676635742,46203,-1.027410507202148,70998,-.9353141784667969,184087,10019,-1.162689208984375,19284,95902,-.752899169921875,92238,3834031,1.002202987670898,323985,21579568,-.8488235473632813,341687,75601384,442857,.0233964920043945,37495,-.7033500671386719,31738,-1.963542938232422,108858,-.3155984878540039,142865,498237,-.2826766967773438,9534167,997844,.0069570541381836,64991,-.7674856185913086,4199,-.5984201431274414,1262063,-.5226049423217773,461086,2.491403579711914,9656469,-.9893474578857422,matched (3),3090523.3,.79859376,1313472.6,2936701.3
201212,840290,635,3787,1237270,12,0,0,0,0,0,0,0,0,0,0,1,104177,-.5961742401123047,13690,-.8186759948730469,2275,-4.432202339172363,321116,.2315673828125,24592336,953082,.2525005340576172,86597,.0186843872070313,97778,.7589616775512695,1457211,.4493522644042969,956221,4.03958797454834,8334437,-.1078424453735352,3157725,-.5018072128295898,60813,1.05290699005127,75068,-.8334341049194336,489475,.4308986663818359,467023,41258,-1.298440933227539,249834,.1479654312133789,2065,-1.050838947296143,308742,6664,.293299674987793,148362,.3749275207519531,46112,971646,.1470680236816406,5251195,.2730340957641602,24183,-.647395133972168,125169,.5670127868652344,1266994,29568,1.082209587097168,89593,104866,.0893564224243164,131156,3188873,-.1842498779296875,145141,66190640,1.120792388916016,1341592,146728416,303542,-.3777275085449219,358453,2.257590293884277,40149,.2350835800170898,282602,.9539957046508789,163838,584096,.1589899063110352,9960467,2119306,.7532463073730469,127465,.6735925674438477,3251,-.2558841705322266,3223980,.9378690719604492,48059,-2.261155128479004,26851202,1.022682189941406,matched (3),922788.25,.79859376,1506283.1,3027852.8
201301,840290,636,3787,700172,01,0,0,0,0,0,0,0,0,0,0,0,438188,1.436556816101074,182489,2.590023994445801,200105,4.476861953735352,238652,-.2967958450317383,8187640,1228049,.2534809112548828,93994,.081965446472168,61583,-.4623136520385742,995814,-.3807191848754883,250590,-1.339170455932617,10141744,.196263313293457,2584191,-.200439453125,11585,-1.658092498779297,97736,.2638759613037109,451508,-.0807399749755859,297819,37508,-.0952911376953125,447961,.5839099884033203,6151,1.091484546661377,226702,4322,-.4330015182495117,146495,-.0126638412475586,353351,1170836,.1864814758300781,6362462,.1919593811035156,70734,1.073276519775391,97271,-.2521638870239258,137440,28609,-.0329713821411133,62034,214269,.7145490646362305,39833,1835562,-.5523166656494141,372125,46911152,-.3442821502685547,374128,19581566,438105,.3669395446777344,116969,-1.119888305664063,27925,-.3630752563476563,146777,-.655125617980957,84751,506906,-.1417398452758789,6363065,1318468,-.4746179580688477,12368,-2.332729339599609,5769,.5735368728637695,1541352,-.7379560470581055,45387,-.0572032928466797,547718,-3.892305374145508,matched (3),1595796.1,.79859376,1214039.9,2893595.8
201302,840290,637,3787,577496,02,1,0,0,0,0,0,0,0,0,0,0,80387,-1.695795059204102,36704,-1.603803634643555,64730,-1.128617286682129,568719,.8683795928955078,5060162,1684276,.3159093856811523,67595,-.3296966552734375,37710,-.4904603958129883,1124116,.1211919784545898,116766,-.7636470794677734,9065838,-.1121463775634766,2515600,-.0269012451171875,6533,-.572845458984375,95687,-.0211877822875977,524124,.149134635925293,187923,66012,.565281867980957,494708,.0992612838745117,4204,-.3805780410766602,361052,8477,.6736383438110352,47563,-1.124936103820801,98282,1541387,.2749643325805664,5904498,-.0747013092041016,38783,-.6009435653686523,60672,-.4720182418823242,144343,11395,-.9205465316772461,3649,49802,-1.459177017211914,34485,790084,-.8429660797119141,114976,28329412,-.5043563842773438,429497,27623500,234779,-.623814582824707,87860,-.2861642837524414,15804,-.5692596435546875,107316,-.313136100769043,65927,489221,-.0355110168457031,6318366,849249,-.4398736953735352,32022,.9513111114501953,4252,-.305109977722168,477777,-1.171271324157715,43937,-.0324697494506836,82478,-1.893229484558106,matched (3),-3344558.8,.79859376,1446970.9,2998788
201303,840290,638,3787,6317463,03,0,1,0,0,0,0,0,0,0,0,0,58981,-.3096370697021484,3948,-2.229676246643066,123635,.6471090316772461,431507,-.2761020660400391,14127960,2664923,.4588394165039063,146529,.7736892700195313,56672,.4073553085327148,1204834,.0693445205688477,236043,.7038421630859375,7709613,-.1620445251464844,2798646,.1066246032714844,13254,.7074337005615234,218260,.8246049880981445,864942,.5009346008300781,376693,142813,.7716999053955078,528709,.0664701461791992,5945,.3465137481689453,512099,62703,2.001052856445313,110850,.8461227416992188,546497,1922148,.2207612991333008,7815731,.2804241180419922,399537,2.332324028015137,131952,.7769556045532227,1146778,67918,1.785126686096191,159420,134994,.9971752166748047,63503,3048634,1.350309371948242,217333,25584752,-.1019039154052734,196283,50484584,373636,.4646377563476563,85013,-.0329408645629883,128264,2.093827247619629,179563,.5147485733032227,132495,666535,.3092784881591797,8114932,1534548,.591639518737793,331848,2.338253021240234,53707,2.536153793334961,171385,-1.02523136138916,46367,.0538311004638672,4587623,4.018586158752441,matched (3),5678329.5,.79859376,1848417.6,3211798.8
201304,840290,639,3787,1852182,04,0,0,1,0,0,0,0,0,0,0,0,57332,-.0283565521240234,98952,3.22142505645752,99888,-.2132844924926758,416907,-.0344209671020508,38173128,911054,-1.073328018188477,112209,-.2668600082397461,78158,.3214521408081055,1550789,.2524223327636719,141769,-.5098142623901367,6310669,-.2002267837524414,4120962,.3869504928588867,2758,-1.569793701171875,198817,-.0933027267456055,941494,.0848054885864258,417577,224108,.450592041015625,310914,-.5309219360351563,138,-3.763051986694336,506455,24660,-.9332265853881836,49086,-.8146038055419922,504183,2565056,.2885370254516602,7337672,-.0631170272827148,114142,-1.252862930297852,122440,-.0748167037963867,168322,49329,-.319788932800293,36548,237501,.56494140625,85161,4594750,.4102201461791992,143036,62450884,.8923835754394531,549408,21434392,294288,-.2387237548828125,74471,-.1323938369750977,28063,-1.519638061523438,301372,.5178184509277344,84794,657425,-.0137624740600586,6002869,836706,-.6065187454223633,19011,-2.859659194946289,51173,-.0483312606811523,1138509,1.893562316894531,66582,.361846923828125,6460703,.3423757553100586,matched (3),3146997,.79859376,1873511.3,3226305.8
201305,840290,640,3787,1491473,05,0,0,0,1,0,0,0,0,0,0,0,58747,.0243806838989258,43499,-.8218965530395508,113125,.1244440078735352,355979,-.1579914093017578,33972636,5020587,1.706699371337891,199415,.5750246047973633,89386,.1342315673828125,1508175,-.0278635025024414,143673,.013340950012207,8551935,.3039159774780273,2961975,-.3302297592163086,20279,1.99507999420166,137478,-.3689212799072266,526988,-.5802898406982422,342487,89830,-.9142093658447266,208326,-.4004116058349609,2617,2.942530155181885,402969,17255,-.3570804595947266,37400,-.2719039916992188,609712,1885229,-.3079309463500977,4827756,-.4186391830444336,107737,-.0577507019042969,72247,-.5275306701660156,178690,39271,-.2280263900756836,26459,176283,-.2980804443359375,67030,3961094,-.1483936309814453,142494,18980204,-1.190982818603516,232423,97460248,290921,-.0115070343017578,75100,.0084104537963867,259679,2.224993705749512,80130,-1.324694633483887,61233,593214,-.1027755737304688,7498468,1165587,.331507682800293,267440,2.643877983093262,8473,-1.798327445983887,635037,-.5837917327880859,53727,-.2145185470581055,241946,-3.284778594970703,matched (3),1326865.9,.79859376,1637543.3,3095246.8
201306,840290,641,3787,189642,06,0,0,0,0,1,0,0,0,0,0,0,57861,-.0151958465576172,37097,-.1592016220092773,94294,-.1820755004882813,253928,-.3378210067749023,2515050,1136454,-1.485633850097656,149083,-.2908849716186523,72890,-.2040128707885742,1672626,.1034946441650391,403251,1.032018661499023,7267276,-.162775993347168,2076439,-.3552026748657227,10080,-.6990327835083008,116770,-.1632575988769531,501318,-.0499372482299805,347124,81180,-.1012496948242188,282585,.304875373840332,244,-2.372615814208984,131073,29257,.5280170440673828,3352,-2.412113189697266,513077,1687719,-.1106719970703125,619562,-2.05312442779541,89857,-.1814737319946289,141510,.6722793579101563,199676,13413,-1.074261665344238,42044,333471,.6374645233154297,26075,3874202,-.0221805572509766,93226,14600503,-.2623405456542969,600321,5997459,274202,-.0591859817504883,65884,-.130925178527832,22657,-2.438977241516113,100577,.2272729873657227,73997,560057,-.0575160980224609,6866431,978720,-.1747350692749023,35790,-2.011226654052734,7618,-.1063699722290039,442648,-.3609085083007813,75866,.3450527191162109,9393694,3.659079551696777,matched (3),1621202.3,.79859376,1131212.6,2859833.3
201307,840290,642,3787,993697,07,0,0,0,0,0,1,0,0,0,0,0,58332,.0081071853637695,23806,-.443598747253418,182914,.6625986099243164,272299,.069849967956543,2426065,891713,-.242523193359375,154476,.0355358123779297,96065,.2760734558105469,1795817,.0710649490356445,445365,.099334716796875,7490698,.0302801132202148,3906400,.6319618225097656,6307,-.4688930511474609,194799,.5117626190185547,271467,-.6134004592895508,362387,272780,1.211997032165527,376964,.2881698608398438,6996,3.355926036834717,462615,129855,1.490299224853516,31484,2.239922523498535,637806,1855323,.0946807861328125,3077654,1.602910041809082,130372,.3721723556518555,103784,-.31005859375,182181,30503,.8216009140014648,43650,179850,-.6174325942993164,96466,3532269,-.0923995971679688,288827,64854280,1.491086959838867,509875,1790584,313769,.134791374206543,56712,-.1499099731445313,125992,1.715749740600586,255619,.932765007019043,88776,631213,.1196041107177734,6868779,1401762,.3592395782470703,289467,2.090372085571289,50871,1.898778915405273,821277,.6180858612060547,68072,-.1084022521972656,3955745,-.8648700714111328,matched (3),1128650.8,.79859376,1414391.9,2983204.5
201308,840290,643,3787,742609,08,0,0,0,0,0,0,1,0,0,0,0,34499,-.5252208709716797,35812,.4083452224731445,103639,-.5681028366088867,501681,.6110639572143555,1370358,127892,-1.941958427429199,105721,-.3792352676391602,49230,-.6685218811035156,1299775,-.3232688903808594,16580,-3.290696144104004,8527885,.1296796798706055,2503164,-.4450597763061523,18898,1.097395896911621,200093,.0268135070800781,208381,-.2644720077514648,292531,146462,-.6218996047973633,221238,-.5329103469848633,3385,-.7259845733642578,286665,19412,-1.900527000427246,70186,.8016691207885742,279341,351415,-1.663846015930176,2279684,-.3001308441162109,45600,-1.050483703613281,97177,-.0657777786254883,290637,16544,-.6118021011352539,20659,173709,-.0347414016723633,17408,1806827,-.6703681945800781,145796,15814946,-1.411188125610352,546546,1393001,322096,.0261926651000977,48367,-.1591672897338867,14506,-2.161656379699707,161010,-.4622220993041992,120596,593416,-.0617475509643555,4117209,1299160,-.0760116577148438,72816,-1.380105018615723,36727,-.3257808685302734,1887039,.8319034576416016,65168,-.0435981750488281,3194653,-.2136907577514648,matched (3),-2749166,.79859376,1035571.4,2823369
