period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1028c792,growth1028c792,Y1080c705,growth1080c705,Y1086c757,growth1086c757,Y1119c251,growth1119c251,Y1288c381,Y1303c300,growth1303c300,Y1520c620,growth1520c620,Y1561c620,growth1561c620,Y1706c484,growth1706c484,Y1708c372,growth1708c372,Y1783c124,growth1783c124,Y1783c826,growth1783c826,Y1811c600,growth1811c600,Y2075c757,growth2075c757,Y245c440,growth245c440,Y2566c344,Y2688c300,growth2688c300,Y2729c757,growth2729c757,Y272c440,growth272c440,Y2915c608,Y2920c484,growth2920c484,Y3047c268,growth3047c268,Y3150c32,Y3262c300,growth3262c300,Y3277c826,growth3277c826,Y3379c440,growth3379c440,Y3424c352,growth3424c352,Y3537c344,Y3568c208,growth3568c208,Y3668c616,Y3670c251,growth3670c251,Y3737c608,Y3894c826,growth3894c826,Y3927c608,Y3956c152,growth3956c152,Y4104c442,Y4304c36,Y4352c440,growth4352c440,Y4448c428,growth4448c428,Y4529c352,growth4529c352,Y4535c300,growth4535c300,Y4602c608,Y4741c484,growth4741c484,Y4793c381,Y4807c826,growth4807c826,Y4818c428,growth4818c428,Y531c440,growth531c440,Y708c757,growth708c757,Y727c586,growth727c586,Y803c251,growth803c251,_merge,x,r2,s,sf
201309,840290,644,3787,4544119,09,0,0,0,0,0,0,0,1,0,0,0,83129,.8794631958007813,66551,.619685173034668,116735,.118992805480957,540020,.0736417770385742,3089568,1313110,2.328967094421387,160261,.4160003662109375,44548,-.0999355316162109,931181,-.3334922790527344,36643,.793025016784668,7073683,-.1869602203369141,2801233,.1125040054321289,37502,.685338020324707,47392,-1.440328598022461,222545,.065760612487793,534645,213421,.376500129699707,238838,.0765466690063477,1491,-.8199071884155273,481008,9553,-.7090358734130859,55829,-.2288551330566406,490150,2453216,1.943187713623047,2673227,.1592493057250977,104105,.8254919052124023,39757,-.8937482833862305,294212,23039,.3311653137207031,59372,212514,.2016258239746094,11113,805288,-.8081274032592773,265611,81253240,1.636615753173828,769496,75694104,489068,.4176521301269531,341357,1.954111099243164,128844,2.184040069580078,235539,.3804101943969727,131076,721056,.1948213577270508,9079283,1494816,.1402854919433594,284852,1.364033699035645,19061,-.6558675765991211,1249045,-.4126300811767578,109322,.517329216003418,3218683,.0074939727783203,matched (3),6748481.5,.79859376,1214205,2893665.3
201310,840290,645,3787,532712,10,0,0,0,0,0,0,0,0,1,0,0,67223,-.2123785018920898,113089,.5302066802978516,117264,.004521369934082,240578,-.8085622787475586,21995012,1112596,-.1657018661499023,108275,-.3921298980712891,90615,.710052490234375,349343,-.9804000854492188,115785,1.1505126953125,5628198,-.2285919189453125,2995610,.0670881271362305,10316,-1.290698051452637,295859,1.831429481506348,279391,.227482795715332,0,160744,-.2834539413452148,225666,-.0567302703857422,2792,.6273112297058106,128890,45850,1.568519592285156,76681,.3173599243164063,348637,806518,-1.112429618835449,3089436,.1447029113769531,79668,-.2675313949584961,100918,.9315223693847656,0,41110,.5790624618530273,32056,184224,-.1428546905517578,26505,3539326,1.480491638183594,230324,22789882,-1.27125358581543,328613,18069700,379319,-.2541236877441406,178934,-.6459121704101563,122397,-.0513324737548828,514519,.7813558578491211,104079,784389,.0841884613037109,7189475,1353251,-.0994939804077148,79950,-1.270567893981934,39020,.7164297103881836,2948797,.8590183258056641,37091,-1.080923080444336,217534,-2.694372177124023,matched (3),29038.305,.79859376,1169755.1,2875296.8
201311,840290,646,3787,4832844,11,0,0,0,0,0,0,0,0,0,1,0,118486,.5667800903320313,134149,.1707763671875,133288,.1280841827392578,522239,.775080680847168,3621332,1467127,.2766094207763672,201702,.6221170425415039,94164,.0384178161621094,989659,1.041306495666504,338957,1.074137687683106,5668057,.0070571899414063,3366799,.1168146133422852,27456,.9788885116577148,277424,-.064335823059082,360674,.2553625106811523,475848,243930,.4170684814453125,332174,.3866033554077148,6340,.8201203346252441,705186,9490,-1.575136184692383,183222,.8710451126098633,496044,1427232,.5707664489746094,2735024,-.1218490600585938,88958,.1102962493896484,129889,.2523717880249023,692506,55661,.3030290603637695,64580,259763,.3436164855957031,49167,4706679,.2850465774536133,288965,22139114,-.0289707183837891,360017,16082123,491375,.2588300704956055,186520,.0415210723876953,72924,-.5178518295288086,329955,-.4442758560180664,151211,645091,-.1955137252807617,8034489,4061864,1.099132537841797,34615,-.8371143341064453,31335,-.2193384170532227,749824,-1.369314193725586,40949,.0989532470703125,10302935,3.857829093933106,matched (3),1802476.4,.79859376,1127476.6,2858357.5
201312,840290,647,3787,329642,12,0,0,0,0,0,0,0,0,0,0,1,584566,1.596074104309082,28684,-1.542612075805664,2433,-4.003386974334717,292929,-.5781946182250977,19541332,1047869,-.3365468978881836,54206,-1.313999176025391,84435,-.1090555191040039,675790,-.3814783096313477,38293,-2.180605888366699,5719024,.0089521408081055,1359726,-.9066791534423828,5710,-1.570365905761719,50721,-1.699207305908203,426201,.1669368743896484,450927,75899,-1.167477607727051,290006,-.1357574462890625,3510,-.5912628173828125,470298,5958,-.4655036926269531,78876,-.8428220748901367,312395,1867345,.2687807083129883,777387,-1.257956504821777,41159,-.770721435546875,66736,-.6659355163574219,145718,22420,-.9093265533447266,36015,123202,-.7459440231323242,36366,4654998,-.0110416412353516,208870,6818877,-1.177651405334473,351540,1295341,385999,-.2413730621337891,103165,-.5922088623046875,18432,-1.375329971313477,147846,-.8027849197387695,108694,472980,-.310338020324707,6448092,1560242,-.9568014144897461,21596,-.4717788696289063,6485,-1.575243949890137,323572,-.8404169082641602,40511,-.0107536315917969,175114,-4.074747085571289,matched (3),1209757.8,.79859376,1423783.3,2987668.5
201401,840290,648,3787,5507627,01,0,0,0,0,0,0,0,0,0,0,0,185337,-1.148693084716797,66379,.8390417098999023,148341,4.110388278961182,392114,.2916221618652344,7524652,515995,-.7084169387817383,138195,.9358739852905273,67202,-.2282791137695313,586739,-.1413021087646484,136628,1.271994590759277,8687962,.4181404113769531,5096971,1.321362495422363,12212,.7602005004882813,92159,.5971755981445313,407426,-.0450515747070313,615362,276923,1.294336318969727,269725,-.0724983215332031,13651,1.358197212219238,801219,20490,1.235201835632324,390815,1.600358009338379,639069,1849727,-.0094795227050781,1046830,.2975835800170898,106268,.9485206604003906,96050,.3641242980957031,180007,23546,.0490026473999023,93528,202104,.4949569702148438,95647,2227730,-.7369585037231445,270393,8774714,.2521791458129883,483732,4379304,436244,.1223669052124023,77913,-.2807369232177734,107706,1.765316963195801,307390,.7319459915161133,117228,544955,.1416501998901367,7504787,1884408,.1887731552124023,35786,.5050487518310547,5896,-.0952177047729492,1062473,1.188933372497559,31967,-.2368698120117188,7476022,3.754018783569336,matched (3),6793641.5,.79859376,1532926.5,3041195.3
201402,840290,649,3787,396214,02,1,0,0,0,0,0,0,0,0,0,0,34495,-1.681362152099609,55745,-.1745929718017578,24951,-1.782599449157715,387078,-.0129261016845703,5067898,1117080,.7723760604858398,94055,-.3847856521606445,43551,-.4337701797485352,1194993,.7113151550292969,88547,-.4337282180786133,7108953,-.2005834579467773,4350694,-.1583108901977539,74202,1.80437183380127,42629,-.7709808349609375,346989,-.1605663299560547,211070,241873,-.1353273391723633,505224,.627598762512207,1909,-1.967233657836914,115646,1843,-2.408542633056641,382372,-.0218410491943359,250758,641266,-1.059349060058594,6258063,1.788104057312012,58599,-.5952463150024414,136554,.3518514633178711,162696,14038,-.5171880722045898,54951,244887,.1920146942138672,11094,1937684,-.1394891738891602,159413,9621776,.0921554565429688,361870,4044861,304008,-.3611478805541992,56500,-.3213520050048828,122104,.1254682540893555,328228,.0655908584594727,134819,501230,-.0836381912231445,6415090,2077083,.09735107421875,280101,2.05759334564209,4008,-.3859825134277344,1016413,-.0443201065063477,15939,-.6959352493286133,4870497,-.4285049438476563,matched (3),4622188,.79859376,1569398.6,3059741.3
201403,840290,650,3787,583578,03,0,1,0,0,0,0,0,0,0,0,0,54860,.4639701843261719,143285,.9440479278564453,200796,2.085375785827637,474078,.2027454376220703,1836300,423139,-.9707727432250977,140717,.4028711318969727,70261,.4782838821411133,1035391,-.1433610916137695,92819,.0471181869506836,8772711,.2102909088134766,4396206,.010406494140625,4525,-2.797173500061035,60688,.3532114028930664,400623,.1437273025512695,313098,197367,-.2033472061157227,615710,.1977739334106445,3217,.5218696594238281,359018,659,-1.028426170349121,347018,-.0970172882080078,568190,1634517,.9356584548950195,10696824,.5360755920410156,83008,.3482198715209961,222280,.487217903137207,196525,12801,-.0922451019287109,39692,255299,.0416383743286133,38797,4128170,.7563409805297852,216416,31663348,1.191129684448242,391412,162793440,461746,.4179611206054688,87078,.4325637817382813,34079,-1.276191711425781,302163,-.0827417373657227,162127,514918,.026942253112793,8455876,2365340,.1299571990966797,72826,-1.347077369689941,5497,.3159103393554688,1222648,.1847391128540039,110845,1.939363479614258,5938757,.1983041763305664,matched (3),-491633.75,.79859376,1689797.9,3123207
201404,840290,651,3787,592904,04,0,0,1,0,0,0,0,0,0,0,0,128571,.8516969680786133,80529,-.5762186050415039,235117,.1577939987182617,164373,-1.059233665466309,2505050,21845412,3.944046020507813,85907,-.4934854507446289,52699,-.2876205444335938,1188053,.1375370025634766,134342,.3697366714477539,8765371,-.0008373260498047,4113573,-.0664501190185547,16857,1.31514835357666,109913,.5939435958862305,406375,.0142555236816406,372152,271088,.317378044128418,370470,-.5080032348632813,5760,.5824880599975586,231317,1858,1.036532402038574,361905,.0420055389404297,369674,2502083,.425776481628418,5808456,-.6106319427490234,91387,.096165657043457,118197,-.6315851211547852,159674,31399,.8972530364990234,40713,283672,.1053829193115234,108781,4188657,.0145454406738281,245681,10353294,-1.117855072021484,25437,149328,456874,-.0106077194213867,83223,-.0452804565429688,88007,.948735237121582,232406,-.2624807357788086,93524,538753,.0452499389648438,7624156,1273008,-.6195392608642578,163830,.810755729675293,29140,1.667909622192383,816570,-.403660774230957,84424,-.2722806930541992,14856517,.9169378280639648,matched (3),-878995.19,.79859376,1634619.3,3093700.8
201405,840290,652,3787,1747647,05,0,0,0,1,0,0,0,0,0,0,0,35076,-1.298964500427246,95297,.1683807373046875,75031,-1.142182350158691,464154,1.038078308105469,26713928,1916206,-2.43364429473877,179942,.7393684387207031,64342,.1996164321899414,1240769,.0434160232543945,274320,.7139072418212891,13140804,.4049139022827148,4205336,.0220623016357422,62495,1.310320854187012,178059,.4824256896972656,427090,.0497188568115234,309124,158749,-.5351190567016602,318949,-.1497411727905273,3187,-.5918569564819336,57659,25481,2.61843204498291,84340,-1.456525802612305,677020,1366920,-.6045637130737305,3583473,-.4829826354980469,260268,1.046608924865723,141319,.1786670684814453,210113,118579,1.328803062438965,48668,100763,-1.035046577453613,165847,3184724,-.2740144729614258,343392,9836991,-.0511550903320313,2112703,3159303,503306,.0967912673950195,56338,-.3901548385620117,126164,.3601655960083008,242282,.0416164398193359,84448,644766,.1796302795410156,8843460,1661104,.2660999298095703,206971,.2337493896484375,7972,-1.296176910400391,784218,-.0404262542724609,63713,-.2814626693725586,4675037,-1.156200408935547,matched (3),4313201.5,.79859376,1645662.5,3099549.8
201406,840290,653,3787,648185,06,0,0,0,0,1,0,0,0,0,0,0,93304,.9783458709716797,38456,-.9074831008911133,121195,.4794998168945313,402000,-.1437644958496094,2338398,930444,-.7224407196044922,92523,-.6651773452758789,20775,-1.130462646484375,1649695,.2848587036132813,113227,-.8849010467529297,8720697,-.4100236892700195,3376169,-.2196121215820313,25582,-.8931980133056641,208224,.156498908996582,480058,.1169118881225586,444471,127445,-.219639778137207,298996,-.064600944519043,3066,-.0387067794799805,568844,1461,-2.858811855316162,44974,-.6287717819213867,564288,1104077,-.2135505676269531,8164134,.8234186172485352,308914,.171351432800293,113648,-.2179136276245117,133773,49605,-.8714876174926758,92880,249516,.9067516326904297,39351,2387395,-.2881622314453125,192149,5990138,-.4960346221923828,84436,1732980,457777,-.0948162078857422,39842,-.3464469909667969,101299,-.2195053100585938,289273,.1772680282592773,141082,614484,-.0481052398681641,10621540,1690057,.0172796249389648,17758,-2.455741882324219,8888,.1087675094604492,718734,-.0871953964233398,9608,-1.891793251037598,3395150,-.3198890686035156,matched (3),300208.66,.79859376,1555004.1,3052383
201407,840290,654,3787,4964504,07,0,0,0,0,0,1,0,0,0,0,0,95895,.0273914337158203,39377,.0236673355102539,309885,.9387998580932617,349710,-.139348030090332,21682716,788728,-.1652402877807617,373856,1.396413803100586,33598,.4807167053222656,1644499,-.0031547546386719,143727,.2385215759277344,7533036,-.1464014053344727,3581998,.0591793060302734,98181,1.344923973083496,209877,.0079078674316406,257181,-.6241264343261719,737296,261652,.7193307876586914,329780,.0979948043823242,5225,.5330810546875,170629,2893,.6831731796264648,98130,.7802085876464844,515064,534843,-.7247915267944336,6919852,-.1653566360473633,218570,-.3459568023681641,135127,.1731090545654297,379822,31245,-.4622316360473633,42228,230561,-.0790081024169922,54983,4088003,.5378532409667969,219273,29734006,1.602176666259766,607396,40969176,528321,.1433219909667969,63775,.4704389572143555,52683,-.6537837982177734,469627,.4845685958862305,78442,668120,.0836849212646484,6938440,1752506,.0362844467163086,109860,1.822370529174805,10001,.1179828643798828,1051324,.3803138732910156,42737,1.49246883392334,220472,-2.734333038330078,matched (3),5700853.5,.79859376,1459083.8,3004651.3
201408,840290,655,3787,1572950,08,0,0,0,0,0,0,1,0,0,0,0,42521,-.8132562637329102,24600,-.4704360961914063,309639,-.00079345703125,267210,-.269068717956543,3539646,83864,-2.241225242614746,180377,-.7288217544555664,21134,-.4635839462280273,1093650,-.4079151153564453,54905,-.9623117446899414,7620062,.0114870071411133,2287105,-.448634147644043,17311,-1.735470771789551,135257,-.4393453598022461,69020,-1.315383911132813,367284,120628,-.7743034362792969,281142,-.1595649719238281,4404,-.1709413528442383,106729,12548,1.467267513275147,103194,.0503177642822266,400531,262588,-.7113876342773438,4778572,-.3702526092529297,97584,-.8063926696777344,76390,-.5703630447387695,88588,12191,-.941162109375,4698,148535,-.4396944046020508,58990,2141544,-.6465291976928711,333996,14184086,-.7401714324951172,272099,2285713,327803,-.4772920608520508,88456,.3271446228027344,25177,-.7383623123168945,266640,-.5660400390625,84903,370196,-.5904350280761719,3780764,1902087,.0819053649902344,393945,1.277004241943359,9815,-.018773078918457,839939,-.2244758605957031,50428,.1654815673828125,13913633,4.144853591918945,matched (3),-2045552.9,.79859376,1536619.9,3043058.5
201409,840290,656,3787,4356131,09,0,0,0,0,0,0,0,1,0,0,0,104518,.8993616104125977,38881,.4577598571777344,51196,-1.799746513366699,616014,.8352346420288086,3336721,4884094,4.064542770385742,117544,-.4282360076904297,30475,.3660240173339844,1318596,.187047004699707,35551,-.434636116027832,9190271,.1873598098754883,3026966,.2802734375,13721,-.2324142456054688,209717,.4385824203491211,107366,.4418468475341797,444945,276252,.8286018371582031,305294,.0824146270751953,2290,-.653961181640625,205178,41836,1.204195976257324,143549,.3300657272338867,493052,1417665,1.68618106842041,6213916,.2626495361328125,123155,.2327299118041992,152069,.6884822845458984,177506,50989,1.430912017822266,38780,310770,.7382326126098633,62859,3555761,.5070419311523438,146067,4876643,-1.067663192749023,339670,14548561,500061,.4223175048828125,216334,.894317626953125,66924,.9776268005371094,298440,.1126699447631836,126863,393395,.0607814788818359,7562904,2401382,.2330923080444336,300275,-.2715120315551758,15236,.4397487640380859,2371762,1.038059234619141,52585,.0418844223022461,4728001,-1.079366683959961,matched (3),4427264.5,.79859376,1334161,2946012.5
201410,840290,657,3787,3481704,10,0,0,0,0,0,0,0,0,1,0,0,35689,-1.074517250061035,32004,-.1946449279785156,195866,1.341770172119141,489746,-.2293825149536133,2409496,1999300,-.8931865692138672,140135,.1757936477661133,44361,.3754539489746094,611149,-.76898193359375,65471,.6106386184692383,8963922,-.0249366760253906,2579477,-.1599740982055664,93789,1.922120094299316,167191,-.2266225814819336,167879,.4470005035400391,445751,67965,-1.402320861816406,158961,-.6526165008544922,2416,.0535612106323242,225737,25641,-.4895648956298828,160753,.1131925582885742,389205,2192781,.4361591339111328,5989001,-.0368661880493164,46859,-.9663009643554688,150514,-.0102787017822266,438757,37246,-.3140649795532227,30497,369647,.1734952926635742,96672,2494454,-.3544988632202148,424183,7133120,.3802919387817383,257109,1366994,425644,-.1611261367797852,117703,-.6086587905883789,59674,-.1146612167358398,202509,-.3877849578857422,145894,700377,.5768051147460938,8050052,1910536,-.2286605834960938,158137,-.6412372589111328,10277,-.3937530517578125,1045699,-.8189477920532227,20723,-.9311866760253906,156918,-3.405533790588379,matched (3),-82399.563,.79859376,1435689.6,2993360.8
201411,840290,658,3787,603746,11,0,0,0,0,0,0,0,0,0,1,0,70258,.6773319244384766,41133,.2509498596191406,44562,-1.480549812316895,615905,.2292051315307617,6883650,1473392,-.3052301406860352,79428,-.5677556991577148,18855,-.8555831909179688,743134,.1955356597900391,307632,1.547297477722168,6510810,-.3197441101074219,2089481,-.2106704711914063,66828,-.3389253616333008,205642,.207000732421875,118762,-.3461227416992188,549775,178816,.9673643112182617,185900,.156550407409668,6451,.9821224212646484,778604,12538,-.715428352355957,283473,.5672483444213867,71440,804027,-1.003293037414551,5620872,-.0634384155273438,90632,.6596641540527344,109067,-.3220930099487305,198246,30967,-.1846227645874023,53843,281641,-.2719154357910156,50426,2151379,-.1479616165161133,310284,6529818,-.0883693695068359,169960,77566,376916,-.1215810775756836,111556,-.0536375045776367,35550,-.5179557800292969,226376,.1114130020141602,193755,911395,.2633571624755859,7651505,1270560,-.4079265594482422,149090,-.0589113235473633,10316,.0037879943847656,1043595,-.00201416015625,79603,1.345808029174805,6532508,3.728822708129883,matched (3),829424.25,.79859376,1012385.1,2814947.3
201412,840290,659,3787,819723,12,0,0,0,0,0,0,0,0,0,0,1,88599,.2319469451904297,19507,-.746037483215332,70730,.4619884490966797,479200,-.2509746551513672,2766007,1799237,.1997957229614258,80843,.0176582336425781,27947,.3935317993164063,209978,-1.263874053955078,226799,-.304840087890625,5525208,-.1641426086425781,2011938,-.0378170013427734,5790,-2.445989608764648,112697,-.6014347076416016,156201,.274022102355957,625750,90512,-.6808748245239258,194675,.0461225509643555,6816,.0550374984741211,554973,41853,1.205399513244629,355368,.2260370254516602,364046,1017780,.2357463836669922,6532507,.1503047943115234,74570,-.195068359375,150346,.3209762573242188,445139,69230,.8045120239257813,35127,229009,-.2068719863891602,115857,4451556,.7271451950073242,330286,31109886,1.56114673614502,436728,1577119,378402,.0039348602294922,53381,-.7370719909667969,6648,-1.676624298095703,1330504,1.771116256713867,304323,532302,-.5377655029296875,7517592,1164862,-.0868549346923828,31885,-1.542414665222168,5102,-.7040634155273438,1274015,.1995019912719727,192768,.8844356536865234,9956218,.4214067459106445,matched (3),3182161,.79859376,1738146.6,3149628.3
201501,840290,660,3787,5365712,01,0,0,0,0,0,0,0,0,0,0,0,509156,1.74863338470459,133128,1.920537948608398,169935,.8765459060668945,567713,.1694984436035156,7041495,1164490,-.4350795745849609,173926,.7661209106445313,23734,-.1634006500244141,1125881,1.679318428039551,1616106,1.963710784912109,6100125,.0989875793457031,2295844,.1320018768310547,29951,1.643429756164551,110612,-.0186738967895508,168938,.0783882141113281,748689,226153,.9157295227050781,340459,.5589637756347656,7620,.1115036010742188,603944,55360,.279693603515625,310723,-.1342525482177734,152914,3236568,1.156888961791992,4922201,-.2830352783203125,106892,.3600807189941406,93905,-.4706554412841797,1060176,17132,-1.396486282348633,67673,271160,.1689481735229492,117441,2076033,-.7627954483032227,129699,9134788,-1.225435256958008,578319,6364466,416184,.0951700210571289,105013,.6766290664672852,128394,2.960787773132324,3172029,.8688135147094727,158284,686890,.2549629211425781,4095464,1728558,.3946847915649414,25882,-.2085886001586914,6955,.3098278045654297,730515,-.5561790466308594,73434,-.9651002883911133,4612984,-.7693233489990234,matched (3),9022791,.79859376,1869379.4,3223908
201502,840290,661,3787,4827892,02,1,0,0,0,0,0,0,0,0,0,0,90922,-1.722752571105957,109885,-.1918773651123047,69558,-.893254280090332,494113,-.1388521194458008,3037367,1154196,-.0088787078857422,90928,-.6485624313354492,21686,-.0902423858642578,831854,-.3026638031005859,305104,-1.667121887207031,4447742,-.3159122467041016,2931961,.2445707321166992,27572,-.0827617645263672,139186,.2297830581665039,141661,-.1760950088500977,215256,178456,-.2368698120117188,361195,.0591230392456055,1872,-1.403769016265869,402263,12543,-1.484694480895996,44212,-1.949905395507813,67377,1668906,-.6623449325561523,6859982,.3319492340087891,45004,-.8650674819946289,86225,-.0853233337402344,694782,8873,-.6579351425170898,37465,218036,-.2180490493774414,175490,2434564,.1593093872070313,224711,4492673,-.7096424102783203,327566,3653498,397765,-.0452661514282227,88230,-.1741371154785156,102545,-.2248020172119141,2945837,-.0739784240722656,82262,657955,-.0430374145507813,4711761,1682680,-.0268993377685547,20282,-.2438135147094727,6725,-.0336284637451172,537198,-.3073825836181641,77115,.0489101409912109,49203,-4.540675163269043,matched (3),3821123.5,.79859376,1749784.1,3156065.5
201503,840290,662,3787,720274,03,0,1,0,0,0,0,0,0,0,0,0,12925,-1.950838088989258,44039,-.9143581390380859,105263,.4143009185791016,483254,-.022221565246582,2789284,908827,-.2390050888061523,87216,-.0416793823242188,18493,-.1592741012573242,932412,.1141176223754883,94054,-1.176784515380859,4757458,.067317008972168,2332167,-.2288732528686523,12404,-.7987813949584961,109145,-.2431344985961914,235746,.5093183517456055,507855,224183,.2281208038330078,348382,-.0361185073852539,2059,.0952129364013672,205585,6735,-.6218452453613281,112284,.9320354461669922,593891,1327712,-.2287111282348633,5516035,-.2180461883544922,98996,.7883272171020508,89764,.0402240753173828,863142,27779,1.141267776489258,11252,182531,-.1777400970458984,28224,2045655,-.1740493774414063,131926,16348474,1.29168701171875,262752,2382198,320837,-.2149286270141602,101835,.143406867980957,58299,-.5647172927856445,1053792,-1.027997970581055,106170,457294,-.3638095855712891,13840543,2105938,.2243728637695313,36904,.5985860824584961,7572,.1186256408691406,437637,-.2049770355224609,87958,.1315622329711914,91864,.624354362487793,matched (3),487605.81,.79859376,1285748.8,2924406.5
201504,840290,663,3787,874376,04,0,0,1,0,0,0,0,0,0,0,0,48010,1.31224536895752,24697,-.5783939361572266,111636,.058781623840332,355016,-.308380126953125,3500628,1529717,.5206832885742188,109640,.2288141250610352,22080,.1772794723510742,1389028,.3985843658447266,334994,1.270243644714356,4472863,-.0616846084594727,2483479,.0628623962402344,27877,.8097829818725586,164070,.4076156616210938,255374,.0799741744995117,599006,375979,.5170707702636719,226252,-.4316501617431641,22495,2.391072750091553,269571,10685,.4615230560302734,6377,-2.86833381652832,261113,1723754,.26104736328125,2020647,-1.004240989685059,60199,-.4974231719970703,102431,.1320047378540039,953690,49392,.5755081176757813,28872,233052,.2443408966064453,48830,3809190,.6216983795166016,211211,28830028,.5672817230224609,702529,3719325,305335,-.0495233535766602,79975,-.2416391372680664,61781,.0580110549926758,136969,-2.040395736694336,113365,520706,.1298589706420898,6430747,1653461,-.2418899536132813,83723,.8191938400268555,5023,-.4104299545288086,498034,.1292781829833984,94514,.0718879699707031,1431322,2.746045112609863,matched (3),-807729.44,.79859376,1393063.1,2973151.3
201505,840290,664,3787,902221,05,0,0,0,1,0,0,0,0,0,0,0,62885,.2698984146118164,6544,-1.328133583068848,100768,-.1024227142333984,433316,.1993045806884766,2945839,435550,-1.256228446960449,162716,.3948040008544922,13688,-.4781522750854492,1302463,-.0643472671508789,597283,.5782785415649414,5161246,.1431493759155273,2250187,-.0986471176147461,111308,1.384498596191406,120007,-.3127422332763672,161215,-.4599905014038086,416092,243060,-.4362249374389648,227156,.0039873123168945,268742,2.48045825958252,396324,25232,.8592720031738281,80721,2.538300514221191,227419,1900338,.0975275039672852,4738879,.8523826599121094,53421,-.1194515228271484,129027,.2308320999145508,571275,28660,-.544285774230957,41143,250666,.0728597640991211,49053,1480571,-.9449892044067383,251095,7465024,-1.351188659667969,317144,701963,416256,.3098907470703125,195901,.8958950042724609,221200,1.275471687316895,191327,.3342294692993164,93554,403642,-.2546577453613281,5138476,1579837,-.0455493927001953,359334,1.456738471984863,5423,.0766220092773438,548578,.0966615676879883,104477,.1002197265625,2293507,.4714832305908203,matched (3),2968682.8,.79859376,1520895.3,3035148.5
201506,840290,665,3787,4506626,06,0,0,0,0,1,0,0,0,0,0,0,103570,.4989404678344727,110771,2.828916549682617,107633,.0659065246582031,484473,.1115951538085938,4069185,920005,.7477703094482422,88290,-.6113796234130859,23526,.5415868759155273,1411510,.0804033279418945,1010675,.5259828567504883,6348655,.2070646286010742,2236484,-.006108283996582,13623,-2.100541114807129,127798,.0629005432128906,209667,.262782096862793,439909,611513,.9226274490356445,302495,.2864274978637695,333722,.2165565490722656,536104,75170,1.091639518737793,41975,-.6539239883422852,636792,2145716,.1214418411254883,7001057,.3902606964111328,39380,-.3049459457397461,95943,-.2962665557861328,1392525,21004,-.3107900619506836,82332,271208,.0787649154663086,160107,2072394,.3362770080566406,296770,10780801,.3675384521484375,548847,2352596,313003,-.2850875854492188,290944,.3955211639404297,124857,-.5718984603881836,232430,.1946048736572266,186160,694376,.542485237121582,5928162,1380021,-.1352224349975586,51973,-1.933527946472168,5712,.0519199371337891,1001824,.6022481918334961,132760,.2395753860473633,6797981,1.086543083190918,matched (3),3711550.3,.79859376,1314595.3,2937203.5
201507,840290,666,3787,422361,07,0,0,0,0,0,1,0,0,0,0,0,61823,-.5159721374511719,19934,-1.715038299560547,102103,-.0527458190917969,425185,-.1305379867553711,2895265,380243,-.8835687637329102,100406,.1285953521728516,19967,-.1640253067016602,500858,-1.036092758178711,38837,-3.258999824523926,5374705,-.166539192199707,2731864,.2000789642333984,10878,-.2250175476074219,146068,.1336212158203125,169587,-.2121543884277344,493647,466637,-.2703847885131836,337253,.108769416809082,3762,-4.485357284545898,493746,76760,.0209312438964844,150466,1.276662826538086,173869,782402,-1.008860588073731,3225063,-.7751092910766602,59743,.4167938232421875,58016,-.5030355453491211,254687,33365,.4627952575683594,54850,238214,-.1297159194946289,146974,2696213,.2631435394287109,390909,25912092,.8769435882568359,945941,2295059,432748,.3239431381225586,176641,-.4990110397338867,50603,-.9031581878662109,1633639,1.949975967407227,130000,546965,-.2386283874511719,7363494,1345112,-.0256214141845703,68954,.2827157974243164,8956,.4497537612915039,1523065,.4189023971557617,2675,-3.904593467712402,2393743,-1.043766975402832,matched (3),-698424.69,.79859376,1643931.6,3098631.3
201508,840290,667,3787,6793679,08,0,0,0,0,0,0,1,0,0,0,0,183233,1.086483001708984,95440,1.566071510314941,165382,.4822759628295898,738014,.5514383316040039,1005511,435553,.1358060836791992,148178,.3891925811767578,28547,.3574705123901367,628740,.2273950576782227,147101,1.331745147705078,5866125,.0874900817871094,2037042,-.2934856414794922,44690,1.413007736206055,109053,-.2922382354736328,98737,-.5409069061279297,504576,366900,-.2404623031616211,247653,-.3088054656982422,43479,2.447327613830566,601197,75282,-.0194425582885742,319152,.7519302368164063,487495,1628123,.7328147888183594,3905142,.1913423538208008,115787,.6617002487182617,104732,.5906858444213867,1693512,14958,-.8022613525390625,33415,229330,-.0380077362060547,129944,3614782,.2931833267211914,401397,15710596,-.5003757476806641,1196146,2641255,644432,.3982133865356445,297078,.5198755264282227,271727,1.680787086486816,158690,-2.331612586975098,274131,445376,-.2054662704467773,5254540,1347296,.001622200012207,104883,.4194049835205078,17146,.6494417190551758,474975,-1.165218353271484,48811,2.904006004333496,51050,-3.847807884216309,matched (3),6823276.5,.79859376,1584406,3067465.8
