period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1342c124,growth1342c124,Y1384c792,growth1384c792,Y1389c616,growth1389c616,Y1423c792,growth1423c792,Y1425c818,Y1507c792,growth1507c792,Y150c124,growth150c124,Y1595c792,growth1595c792,Y1599c826,growth1599c826,Y1615c208,growth1615c208,Y1618c757,growth1618c757,Y1708c251,growth1708c251,Y1732c352,growth1732c352,Y222c203,Y2714c344,Y3035c792,growth3035c792,Y3099c124,growth3099c124,Y3162c124,growth3162c124,Y3186c36,Y3502c792,growth3502c792,Y351c442,Y3553c484,growth3553c484,Y376c440,growth376c440,Y3836c484,growth3836c484,Y4039c348,growth4039c348,Y4197c348,growth4197c348,Y4198c348,growth4198c348,Y4205c344,Y4398c251,growth4398c251,Y4419c124,growth4419c124,Y4420c752,growth4420c752,Y4486c344,Y4492c792,growth4492c792,Y4576c124,growth4576c124,Y4680c440,growth4680c440,Y4725c251,growth4725c251,Y4747c191,growth4747c191,Y4748c616,growth4748c616,Y4760c792,growth4760c792,Y4792c484,growth4792c484,Y4794c752,growth4794c752,Y4795c757,growth4795c757,Y4804c124,growth4804c124,Y4821c344,Y4835c792,growth4835c792,Y4843c372,growth4843c372,Y4882c251,growth4882c251,Y4927c620,growth4927c620,Y536c372,growth536c372,Y86c757,growth86c757,_merge,x,r2,s,sf
201011,901812,610,4748,2978838,11,0,0,0,0,0,0,0,0,0,1,0,2153013,6.174330711364746,233412736,.0310115814208984,2750163,-.0949211120605469,556958,-.0083417892456055,981539,2860380,.0800228118896484,1239534,.3872499465942383,1440549,-.0930957794189453,207111,1.485492706298828,188570,.0930852890014648,33064900,.1577491760253906,2087280,-.2184953689575195,15839,-.8482799530029297,204108,3666126,1207742,.0228090286254883,160511,.3219137191772461,916492,.3539018630981445,314856,14423857,-.0852394104003906,116834,19091280,.1304111480712891,25478,.4149494171142578,474850,2.953123092651367,3235111,.2527313232421875,36922624,-.1824779510498047,29727560,.2206592559814453,22312768,23499360,.2262992858886719,28763494,.0659351348876953,45780328,.0923442840576172,114911712,2938652,-.0125904083251953,4041286,.4488763809204102,262977,.8896484375,7854561,1.193900108337402,118519,.4601888656616211,7826530,.2234516143798828,6624589,.1683826446533203,1932801,.4852485656738281,7235589,.5350580215454102,12635452,.2892417907714844,3507620,.0708885192871094,14508648,588653,.1579065322875977,44415,-.2051010131835938,4083287,.2263011932373047,964616,1.497550010681152,1735442,.6573209762573242,25362,-.0426845550537109,matched (3),2794546,.91872644,562304.69,870243.75
201012,901812,611,4748,2068786,12,0,0,0,0,0,0,0,0,0,0,1,534815,-1.392702102661133,239516768,.0258159637451172,5108303,.6192073822021484,580743,.0418186187744141,954916,3184353,.107295036315918,1167692,-.0597057342529297,1529394,.0598468780517578,55967,-1.308492660522461,157551,-.1797199249267578,30358772,-.0853862762451172,3370969,.4793386459350586,56909,1.27897834777832,104849,3655756,2099315,.5528583526611328,42865,-1.320306777954102,318611,-1.056582450866699,305199,16065340,.1077804565429688,112027,17231148,-.1025123596191406,13247,-.6540441513061523,23803,-2.993186950683594,3199485,-.011073112487793,47161200,.2447471618652344,41816036,.3412055969238281,20892498,19969652,-.1627597808837891,44240584,.4305362701416016,49517876,.0784797668457031,184716352,2879249,-.020421028137207,4983868,.2096433639526367,359109,.311558723449707,6062546,-.2589645385742188,94328,-.2282953262329102,7074925,-.1009626388549805,4815867,-.3188724517822266,1936782,.0020580291748047,5016831,-.3662128448486328,14753724,.1549892425537109,4539030,.2577762603759766,18447620,667199,.1252517700195313,40628,-.0891189575195313,5679870,.3300256729125977,315872,-1.116393089294434,1362733,-.2417697906494141,50187,.6825037002563477,matched (3),2467446.3,.91872644,296164.28,727221.38
201101,901812,612,4748,2027909,01,0,0,0,0,0,0,0,0,0,0,0,571940,.067112922668457,201747776,-.1716060638427734,2417501,-.7481327056884766,747468,.2523832321166992,560250,2876802,-.1015701293945313,1063077,-.0938615798950195,1131140,-.3016452789306641,63449,.1254749298095703,154776,-.0177707672119141,27204012,-.1097202301025391,2883676,-.1561346054077148,606,-4.54232931137085,122565,4623092,1567032,-.2924270629882813,105337,.8991098403930664,196073,-.4854841232299805,83638,15122199,-.0605010986328125,46426,15938501,-.0779819488525391,12537,-.0550870895385742,346255,2.677363395690918,2008409,-.4656467437744141,34816348,-.3034858703613281,18837440,-.7974338531494141,17585024,15132070,-.2773971557617188,25382744,-.5555744171142578,28062640,-.5678939819335938,94335768,2133874,-.2995901107788086,3102895,-.4738702774047852,215390,-.5111751556396484,1687755,-1.278730392456055,81521,-.1459178924560547,3837997,-.6116056442260742,4324314,-.1076622009277344,1283285,-.4116048812866211,3969430,-.2341766357421875,9173566,-.4751682281494141,2643518,-.5406026840209961,11506494,1939200,1.06694221496582,43046,.0578117370605469,2609168,-.7778968811035156,295348,-.0671825408935547,1110809,-.2044038772583008,47773,-.0492954254150391,matched (3),3995358.8,.91872644,409286.03,780161.94
201102,901812,613,4748,1808752,02,1,0,0,0,0,0,0,0,0,0,0,545818,-.046748161315918,190774208,-.0559272766113281,4616192,.6468353271484375,634842,-.1633148193359375,212904,2991666,.0391511917114258,1029058,-.0325241088867188,1771550,.4486284255981445,103782,.4920558929443359,153333,-.0093660354614258,28105704,.0326080322265625,3084128,.0672025680541992,37350,4.121208667755127,87490,1242865,1599185,.0203104019165039,69387,-.4174652099609375,169946,-.1430063247680664,340496,13813651,-.0905055999755859,57612,15925553,-.0008125305175781,14268,.1293354034423828,58094,-1.785112380981445,2456492,.2013912200927734,34284228,-.0153999328613281,27790306,.3888416290283203,14258237,17481544,.1443290710449219,19275504,-.2752342224121094,28739156,.0238208770751953,80969824,3116774,.3788585662841797,4251298,.3148889541625977,288305,.2915687561035156,4186612,.9084920883178711,80667,-.0105304718017578,3403371,-.1201848983764648,3821466,-.1236190795898438,1532152,.1772499084472656,2807913,-.3461809158325195,11976379,.2666091918945313,2641684,-.0006942749023438,9852372,640395,-1.107945442199707,55262,.2498159408569336,2769068,.0594797134399414,155934,-.6387224197387695,1030027,-.0755033493041992,29330,-.487849235534668,matched (3),1284253.3,.91872644,419897.31,785780.75
201103,901812,614,4748,2484676,03,0,1,0,0,0,0,0,0,0,0,0,563410,.0317220687866211,237811712,.2203884124755859,5248529,.1283779144287109,979421,.4335851669311523,404694,4462298,.3998336791992188,1111336,.0769195556640625,1813083,.0231742858886719,317957,1.119623184204102,237059,.4356966018676758,33673068,.18072509765625,5167213,.5160646438598633,39648,.0597076416015625,217670,3264754,2264055,.3476629257202148,168395,.8866128921508789,845131,1.604011535644531,947315,19384920,.3388385772705078,61092,21815048,.3146762847900391,88668,1.826879501342773,173589,1.094627380371094,3254376,.2812662124633789,46013788,.2942543029785156,35160856,.2352466583251953,18089322,17858944,.0213584899902344,41383932,.7640571594238281,44323128,.4332466125488281,116350944,3097615,-.0061655044555664,6302788,.3937673568725586,364619,.2348337173461914,4531854,.0792398452758789,96218,.1762866973876953,6122253,.5871639251708984,6225381,.4879999160766602,1012875,-.4138803482055664,6440464,.8301591873168945,10581173,-.1238594055175781,5933742,.8092384338378906,15077231,1096347,.537653923034668,46377,-.1752815246582031,2543128,-.0851163864135742,262562,.5210552215576172,1032324,.002227783203125,45351,.4358205795288086,matched (3),3575696.8,.91872644,598957.06,894364.13
201104,901812,615,4748,1541228,04,0,0,1,0,0,0,0,0,0,0,0,28173,-2.995643615722656,235201824,-.0110340118408203,4178758,-.2279338836669922,887797,-.0982189178466797,816036,3685680,-.1912088394165039,943844,-.1633577346801758,1471958,-.2084360122680664,60332,-1.662053108215332,164408,-.3659582138061523,28208528,-.1770744323730469,3941958,-.270655632019043,7663,-1.643637657165527,67141,3137857,2337992,.032135009765625,111099,-.4158906936645508,385217,-.7856855392456055,230029,18296864,-.0577659606933594,60079,16609575,-.2726211547851563,18337,-1.57597827911377,1113868,1.858903884887695,1627902,-.6927080154418945,37907448,-.1937923431396484,20905848,-.5199050903320313,18914944,16335418,-.0891685485839844,17217636,-.8769569396972656,40016140,-.1022243499755859,107700768,2654856,-.1542425155639648,7244256,.139216423034668,318599,-.1349201202392578,2499029,-.5952291488647461,146004,.4170169830322266,3304468,-.6166543960571289,3732114,-.5116596221923828,822296,-.2084474563598633,4266513,-.4118032455444336,10470604,-.0105056762695313,2173316,-1.004401206970215,10432845,923119,-.1719808578491211,20074,-.8373785018920898,1947923,-.2666311264038086,169318,-.4387092590332031,1077183,.042536735534668,18291,-.9080228805541992,matched (3),1388915,.91872644,356593.88,753854.63
201105,901812,616,4748,3358582,05,0,0,0,1,0,0,0,0,0,0,0,1097918,3.662806510925293,228797200,-.0276088714599609,3871851,-.0762815475463867,1016321,.1352014541625977,1477326,4135236,.1150894165039063,1437229,.4205112457275391,1646900,.1123018264770508,197769,1.187236785888672,198213,.1869916915893555,30271856,.0705947875976563,4248110,.0747966766357422,41742,1.695104598999023,164496,3560060,3600524,.4317874908447266,154119,.3273029327392578,592438,.4304399490356445,107501,20122546,.0951118469238281,59600,18896716,.1290092468261719,36021,.6751813888549805,2297997,.7241992950439453,1831541,.1178655624389648,39407536,.0388088226318359,29867162,.3567314147949219,21805976,19681730,.1863555908203125,21614156,.2274131774902344,38079412,-.0496082305908203,117450088,2473693,-.0706777572631836,4870276,-.3970575332641602,309226,-.0298604965209961,2497188,-.000737190246582,108313,-.2986087799072266,4278576,.2583446502685547,4837734,.2594718933105469,1174227,.3562650680541992,7035553,.5001792907714844,11225589,.0696239471435547,2992424,.3198299407958984,13933260,756347,-.1992578506469727,23612,.1623296737670898,2811633,.3670015335083008,243546,.3635272979736328,1421303,.2772245407104492,28824,.4547996520996094,matched (3),2866605.5,.91872644,426960.28,789577.56
201106,901812,617,4748,3416503,06,0,0,0,0,1,0,0,0,0,0,0,68266,-2.777758598327637,233574896,.0206661224365234,5505020,.3519277572631836,825848,-.2075328826904297,1150424,3275059,-.2332086563110352,1801574,.2259435653686523,1693467,.0278825759887695,261627,.279820442199707,246582,.2183523178100586,33067168,.0883216857910156,2756381,-.43255615234375,69270,.5065040588378906,110989,3788053,2344513,-.4290018081665039,243709,.4582500457763672,453965,-.2662267684936523,645534,22673664,.1193618774414063,85997,18859320,-.0019817352294922,26260,-.3160552978515625,1143529,-.6979188919067383,1900439,.0369272232055664,45322516,.1398468017578125,36515896,.2009868621826172,20787224,18138104,-.0816764831542969,25134912,.150909423828125,46175164,.1927680969238281,129242792,3216921,.2627124786376953,3225106,-.4121856689453125,537921,.5536394119262695,6437939,.9470434188842773,180332,.5097751617431641,4751847,.1049137115478516,5518604,.131678581237793,1821976,.4393110275268555,4718501,-.3994855880737305,16761428,.4008846282958984,4603128,.4306526184082031,15291364,1010834,.2900304794311523,69388,1.077959060668945,2818321,.0023765563964844,224496,-.0814476013183594,1722711,.1923246383666992,34122,.1687335968017578,matched (3),1591223.6,.91872644,415105.34,783230.5
201107,901812,618,4748,3192542,07,0,0,0,0,0,1,0,0,0,0,0,576390,2.133372306823731,186690016,-.2240524291992188,4391957,-.2258853912353516,749945,-.0964117050170898,731212,3723766,.1283998489379883,1795973,-.0031137466430664,1576893,-.0713205337524414,144027,-.596919059753418,194547,-.2370214462280273,31244418,-.0566997528076172,4701443,.5339517593383789,298,-5.448673725128174,34148,3325424,3008638,.2494096755981445,31784,-2.037012100219727,361042,-.2290258407592773,162341,22136224,-.0239887237548828,64801,17605412,-.0687999725341797,18356,-.3580904006958008,1018492,-.1157960891723633,1391168,-.3119411468505859,36896388,-.2056903839111328,28061624,-.2633438110351563,18712304,16300628,-.1068115234375,28856868,.1380901336669922,45628568,-.0119075775146484,110075008,1181859,-1.001336097717285,4227314,.2706012725830078,179320,-1.098539352416992,1225292,-1.659029006958008,116373,-.4379997253417969,3626387,-.2702970504760742,4081527,-.3016538619995117,929771,-.6727380752563477,6061587,.2504806518554688,10642454,-.4542293548583984,2710689,-.5295333862304688,15923520,1130072,.1115055084228516,32589,-.7557392120361328,2980919,.0560903549194336,220157,-.0195169448852539,1299218,-.2821359634399414,31600,-.0767850875854492,matched (3),3976644.8,.91872644,430552.72,791525.88
201108,901812,619,4748,4439016,08,0,0,0,0,0,0,1,0,0,0,0,319941,-.5886478424072266,177780496,-.0489006042480469,2704115,-.4849996566772461,889985,.1712055206298828,1063379,3760440,.0097999572753906,1830843,.0192298889160156,1700725,.0755977630615234,265161,.6103363037109375,253068,.2629852294921875,30607808,-.0205860137939453,3085796,-.4210605621337891,62853,5.351460933685303,172934,3520939,3084031,.024749755859375,85289,.9870824813842773,299302,-.1875410079956055,218398,16307353,-.3055992126464844,86804,20640700,.1590576171875,33564,.6034975051879883,1285410,.2327547073364258,2509107,.58978271484375,37940664,.0279102325439453,31312088,.1096000671386719,20614704,18637668,.1339817047119141,25061780,-.1410045623779297,40234712,-.1258049011230469,113638000,2053758,.5525827407836914,3563702,-.1707668304443359,419245,.8492832183837891,1325652,.0787248611450195,115973,-.0034427642822266,2751917,-.2759389877319336,4513279,.1005525588989258,1570741,.5243644714355469,6569782,.0805091857910156,13775783,.2580623626708984,5177149,.6470518112182617,16994572,1705634,.4116554260253906,53664,.4987668991088867,2669505,-.1103391647338867,284006,.2546539306640625,894087,-.3737154006958008,38369,.1940927505493164,matched (3),4693728,.91872644,472660.16,815196.44
201109,901812,620,4748,3776315,09,0,0,0,0,0,0,0,1,0,0,0,271504,-.1641597747802734,234302448,.2760639190673828,8130788,1.100882530212402,588759,-.4131879806518555,1037070,3891689,.0343074798583984,1159012,-.4572086334228516,838981,-.7066221237182617,106159,-.9153995513916016,243908,-.0368671417236328,30877232,.0087642669677734,4324413,.3374671936035156,61248,-.0258684158325195,195300,3206714,2909322,-.0583171844482422,56164,-.4177694320678711,787664,.9676189422607422,301420,18505792,.1264686584472656,88280,17150016,-.1852664947509766,16245,-.7256689071655273,891805,-.3655853271484375,2059180,-.1976194381713867,50043376,.2768669128417969,30806328,-.0162830352783203,22807022,19952992,.0681934356689453,21964538,-.1319141387939453,36613420,-.0943145751953125,105657856,2762316,.2963981628417969,4235580,.1727209091186523,423379,.0098123550415039,4815094,1.289851188659668,48558,-.8705987930297852,5856527,.7552585601806641,5088784,.1200151443481445,1757418,.1122980117797852,4906086,-.2920045852661133,11525682,-.1783351898193359,2753196,-.6314926147460938,13243739,868829,-.6745452880859375,46502,-.1432466506958008,3548543,.2846441268920898,169937,-.5135669708251953,1302372,.3761396408081055,35140,-.0879096984863281,matched (3),2300828.5,.91872644,380087,765247.5
