period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1180c440,Y1203c348,growth1203c348,Y1210c752,growth1210c752,Y1280c642,Y1366c620,growth1366c620,Y1390c498,Y1397c218,Y1528c203,Y1588c218,Y1726c586,growth1726c586,Y2011c688,growth2011c688,Y2038c372,growth2038c372,Y2098c703,Y2119c620,growth2119c620,Y2319c688,growth2319c688,Y2358c757,growth2358c757,Y2367c792,growth2367c792,Y2415c246,growth2415c246,Y2428c616,growth2428c616,Y2946c124,growth2946c124,Y3145c233,Y3235c792,growth3235c792,Y3716c300,growth3716c300,Y3727c440,growth3727c440,Y3798c372,growth3798c372,Y390c208,growth390c208,Y3927c554,Y3970c792,growth3970c792,Y4017c792,growth4017c792,Y4030c608,Y4166c251,growth4166c251,Y4183c484,growth4183c484,Y4214c68,Y4254c218,Y4301c586,growth4301c586,Y4411c620,growth4411c620,Y4467c807,Y4600c688,growth4600c688,Y4626c208,growth4626c208,Y4634c792,growth4634c792,Y4748c792,growth4748c792,Y4814c752,growth4814c752,Y4865c484,growth4865c484,Y492c554,Y4940c344,Y5018c703,growth5018c703,Y686c616,growth686c616,Y694c246,growth694c246,Y853c620,growth853c620,Y88c300,growth88c300,_merge,x,r2,s,sf
201109,841280,620,3830,1429758,09,0,0,0,0,0,0,0,1,0,0,0,489,47548,.249903678894043,104820,.9051427841186523,56748,5563,.521306037902832,62676,13550078,60588,9498279,207730,.4419956207275391,15363,.4693660736083984,23054,-.8416366577148438,8662,96849,.3907670974731445,32443,.8908195495605469,107834,.9317712783813477,2708947,.0903692245483398,210557,-.0206203460693359,346998,.1404428482055664,425109,.1757478713989258,14527,187923,1.34105396270752,55452,.2257080078125,27824,1.158331871032715,246868,.902094841003418,1222941,.208491325378418,575777,4483558,-.56573486328125,7757682,.737483024597168,405489,1441719,.7974424362182617,2758315,2.286286354064941,1264133,1399326,1967719,.5491189956665039,174977,.1787834167480469,3652,57003,.8477010726928711,995819,.4267768859863281,628597,.3121185302734375,8951838,1.026082992553711,1391836,-.4994935989379883,21880,.6394071578979492,778452,2628247,21723,-.5365381240844727,1102039,-.4775295257568359,633062,-2.446619033813477,58531,.0525617599487305,169936,1.636221885681152,matched (3),1408248.3,.89358217,148234.27,235042.72
201110,841280,621,3830,390805,10,0,0,0,0,0,0,0,0,1,0,0,3325,12212,-1.359320640563965,16392,-1.855450630187988,17455,66496,2.48100471496582,36349,2308423,54879,7780317,55169,-1.325838088989258,14554,-.0540962219238281,36052,.4471235275268555,2357,57421,-.5227432250976563,26945,-.1856870651245117,63304,-.5326442718505859,1799767,-.4089031219482422,64829,-1.178003311157227,259336,-.2911949157714844,217726,-.6691083908081055,12445,62237,-1.105082511901856,47436,-.1561365127563477,18132,-.4282207489013672,98546,-.918330192565918,2046073,.5146636962890625,403955,3765179,-.17462158203125,1424457,-1.694892883300781,252754,780680,-.6134262084960938,1135371,-.8876609802246094,3259170,1092427,1913311,-.0280399322509766,148222,-.1659431457519531,9508,23190,-.8993825912475586,461824,-.7683820724487305,241154,-.9580545425415039,2397829,-1.317296028137207,666852,-.7358112335205078,6883,-1.15651798248291,688104,2071835,27837,.2479944229125977,1207101,.0910587310791016,6688720,2.357608795166016,44565,-.2726078033447266,2577,-4.188796520233154,matched (3),185817.64,.89358217,126297.17,221861.8
201111,841280,622,3830,487873,11,0,0,0,0,0,0,0,0,0,1,0,2055,12051,-.0132713317871094,43650,.9794101715087891,12240,11219,-1.779533386230469,63660,21557378,4406,11107959,16038,-1.235440254211426,7583,-.6519565582275391,37287,.0336818695068359,5531,96675,.5209445953369141,67099,.9123706817626953,49943,-.2370662689208984,2199450,.2005500793457031,114426,.5681743621826172,461897,.5772180557250977,322731,.3935813903808594,250379,87023,.3352231979370117,95868,.7035913467407227,20648,.1299400329589844,70643,-.3328847885131836,2065880,.0096340179443359,622827,3632234,-.0359477996826172,173844,-2.103387832641602,797733,3048677,1.362298011779785,248986,-1.517317771911621,51929,1050717,1492671,-.2482681274414063,145993,-.0151529312133789,214,52977,.826136589050293,613789,.2844676971435547,328662,.3095941543579102,2713512,.1236801147460938,900905,.3008317947387695,14924,.7739162445068359,960650,1579599,52313,.6308784484863281,1102914,-.0902652740478516,4529317,-.3898515701293945,51099,.1368160247802734,27925,2.382896900177002,matched (3),566686.5,.89358217,155885.25,239941.44
201112,841280,623,3830,682278,12,0,0,0,0,0,0,0,0,0,0,1,293,7828,-.4314403533935547,52637,.1872158050537109,4286,47844,1.450336456298828,56909,11394665,89854,14197574,67590,1.438498497009277,31354,1.419432640075684,37833,.0145378112792969,224,107715,.1081342697143555,33602,-.6915836334228516,39376,-.2377262115478516,2088993,-.0515251159667969,146261,.2454652786254883,525306,.1286382675170898,324700,.0060825347900391,28414,130485,.405085563659668,43715,-.7852811813354492,5281,-1.363502502441406,909124,2.554842948913574,711152,-1.066425323486328,497908,9029991,.9107036590576172,2163084,2.521132469177246,354413,3632699,.1752681732177734,455440,.6038675308227539,489604,1974099,8389592,1.726424217224121,132772,-.0949249267578125,11099,64051,.1898221969604492,619571,.0093755722045898,764502,.8441944122314453,4348696,.4716329574584961,1392717,.4356117248535156,43012,1.058507919311523,374693,2115782,37099,-.3436546325683594,1210617,.0931739807128906,4154047,-.0864877700805664,19501,-.9632997512817383,17594,-.4619646072387695,matched (3),869610.88,.89358217,118955.86,217766.34
201201,841280,624,3830,908924,01,0,0,0,0,0,0,0,0,0,0,0,730,44251,1.732170104980469,133786,.9328222274780273,73337,8264,-1.756036758422852,13315,25001020,65428,12144290,76304,.1212654113769531,9195,-1.226681709289551,38596,.0199661254882813,1172,108423,.0065517425537109,57755,.5416250228881836,24937,-.4568033218383789,2410989,.1433553695678711,154253,.0532007217407227,262564,-.6934852600097656,229159,-.348484992980957,10492,65115,-.695103645324707,50781,.1498308181762695,14796,1.030241012573242,498154,-.6015720367431641,2178248,1.119389533996582,431635,1694770,-1.673004150390625,1389202,-.442805290222168,376030,1693872,-.7629594802856445,334240,-.3094043731689453,1608635,990292,4216370,-.6880168914794922,119393,-.1062126159667969,17214,86143,.2963285446166992,495423,-.2236156463623047,741751,-.0302114486694336,2990508,-.3744335174560547,1092266,-.2430019378662109,28967,-.3953218460083008,625669,1447367,52981,.3563432693481445,527543,-.8306550979614258,5208045,.2261219024658203,110415,1.733780860900879,62254,1.263664245605469,matched (3),807259.19,.89358217,84867.391,201181.91
201202,841280,625,3830,329456,02,1,0,0,0,0,0,0,0,0,0,0,1152,1124,-3.672983646392822,55276,-.8839025497436523,84135,5525,-.4026250839233398,34614,13157957,27559,9227383,168097,.7898159027099609,11099,.1881952285766602,16158,-.8707332611083984,9318,66880,-.4831409454345703,47828,-.1885986328125,17996,-.3262033462524414,2154583,-.1124401092529297,93282,-.5029668807983398,184104,-.3549947738647461,130620,-.5621242523193359,25337,135937,.7360372543334961,39672,-.2468767166137695,42014,1.043646812438965,46035,-2.381507873535156,785611,-1.019814491271973,252699,1470294,-.142085075378418,78032,-2.879365921020508,317319,3739946,.7920541763305664,181011,-.6133022308349609,2481,914344,2951882,-.356532096862793,180293,.4121627807617188,549,16306,-1.664475440979004,408952,-.1918134689331055,741726,-.0000333786010742,2521885,-.170435905456543,699140,-.4461584091186523,8012,-1.285216331481934,539666,1668184,39222,-.3006954193115234,483362,-.0874643325805664,3885806,-.2928743362426758,65309,-.525115966796875,52605,-.1684112548828125,matched (3),569008.63,.89358217,97669.305,206908.14
201203,841280,626,3830,1052825,03,0,1,0,0,0,0,0,0,0,0,0,3358,66216,4.076028347015381,41042,-.2977428436279297,105917,4614,-.1801881790161133,89452,12093375,37926,7955575,105799,-.4630002975463867,14511,.2680521011352539,105908,1.880155563354492,77086,85235,.2425127029418945,35331,-.3028507232666016,28097,.4455127716064453,2300749,.0656375885009766,157237,.5221271514892578,283330,.4311122894287109,161155,.2100744247436523,30270,234258,.5442314147949219,127561,1.167948722839356,12255,-1.23206901550293,382548,2.117452621459961,3209823,1.407509803771973,314470,2094851,.3540201187133789,9498096,4.801728248596191,346252,2858149,-.2688970565795898,291854,.477696418762207,189349,1547599,1867800,-.4576816558837891,201487,.1111412048339844,3221,19803,.194300651550293,469956,.1390409469604492,369798,-.6960229873657227,5941040,.856877326965332,1149992,.4976596832275391,6355,-.2316989898681641,635167,1874515,33284,-.1641607284545898,1401186,1.064308166503906,19273,-5.306380271911621,67642,.0350990295410156,88618,.5215234756469727,matched (3),946984.06,.89358217,107493.24,211722.66
201204,841280,627,3830,1245943,04,0,0,1,0,0,0,0,0,0,0,0,96,10767,-1.816436767578125,87251,.7541923522949219,156487,4193,-.0956783294677734,78053,4877589,73549,9405602,108988,.0296974182128906,5556,-.9600286483764648,148257,.3363771438598633,137342,47752,-.5793914794921875,9389,-1.325222015380859,10311,-1.002450942993164,1810664,-.2395410537719727,81670,-.6550674438476563,428585,.4138765335083008,209434,.2620420455932617,2698,185203,-.2349710464477539,41302,-1.127683639526367,9127,-.2946968078613281,1458809,1.338521003723145,1354633,-.8626852035522461,301648,1834865,-.1325111389160156,1046466,-2.205673217773438,292262,1172721,-.8908472061157227,884190,1.108418464660645,2664779,1084395,3176824,.5311212539672852,74990,-.9883699417114258,5542,33448,.5241584777832031,565466,.1850109100341797,516259,.3336515426635742,3123585,-.6429033279418945,1768328,.4302787780761719,10719,.5227756500244141,663283,1331387,26428,-.2306528091430664,1196566,-.157862663269043,7628077,5.98088550567627,18526,-1.295054435729981,26034,-1.224930763244629,matched (3),1112470.5,.89358217,140306.16,230124.97
201205,841280,628,3830,1373361,05,0,0,0,1,0,0,0,0,0,0,0,159,28711,.9807949066162109,110753,.2385139465332031,183568,4443,.0579128265380859,44878,10170619,101788,9045105,146691,.2970905303955078,12857,.8390092849731445,116806,-.2384328842163086,76765,58553,.2039117813110352,32385,1.238156318664551,20953,.7090702056884766,1936667,.0672740936279297,72923,-.1132822036743164,406521,-.0528535842895508,295944,.3457612991333008,3402,52670,-1.257406234741211,69137,.5151796340942383,18409,.7016019821166992,185992,-2.059671401977539,2529089,.62432861328125,351964,3029401,.5013942718505859,1849534,.5695152282714844,380143,2442264,.7335987091064453,170342,-1.64686393737793,610156,874771,3947724,.2172574996948242,86344,.1409845352172852,334,41827,.2235498428344727,676436,.1791877746582031,939190,.5984096527099609,3409125,.0874748229980469,1083395,-.4899349212646484,11460,.0668449401855469,666829,1499386,70572,.9822092056274414,898277,-.2867326736450195,2892143,-.9698381423950195,56186,1.109493255615234,65224,.9184236526489258,matched (3),1407132.3,.89358217,108452.43,212211.25
201206,841280,629,3830,1426625,06,0,0,0,0,1,0,0,0,0,0,0,3493,1566,-2.908755779266357,430080,1.356668472290039,24793,5650,.240325927734375,56493,442717,111231,8276901,176091,.1826725006103516,8387,-.4272050857543945,97738,-.1782245635986328,78390,62076,.0584268569946289,27992,-.1457767486572266,33878,.4804840087890625,1282260,-.4123439788818359,107122,.3845634460449219,364782,-.1083354949951172,312973,.0559473037719727,3745,229130,1.470243453979492,45632,-.4154806137084961,21939,.1754264831542969,192264,.0331659317016602,1447530,-.5580005645751953,543753,3453055,.1308937072753906,209347,-2.178696632385254,702713,858870,-1.045063018798828,428495,.9224710464477539,229144,907179,8277262,.7403726577758789,100906,.1558504104614258,716,33465,-.2230415344238281,533357,-.2376470565795898,571396,-.4969358444213867,2742200,-.2176952362060547,6608517,1.808259963989258,30556,.9806985855102539,794449,2024061,36051,-.6716985702514648,1796111,.6929006576538086,3381795,.1564092636108398,66938,.1750984191894531,100095,.4282922744750977,matched (3),1395994.3,.89358217,137783.72,228595.8
201207,841280,630,3830,1541764,07,0,0,0,0,0,1,0,0,0,0,0,42,1806,.1425900459289551,212010,-.7073373794555664,62832,2744,-.7222390174865723,64889,9200437,24433,10267326,62821,-1.030711174011231,12151,.3707284927368164,97746,.0000820159912109,53661,60920,-.0187978744506836,33919,.1920566558837891,52608,.4401025772094727,1739562,.3050088882446289,196225,.6052942276000977,334348,-.0871181488037109,242982,-.2531299591064453,6105,32930,-1.939905166625977,59811,.2705802917480469,23232,.0572643280029297,994927,1.643799781799316,3896006,.9900932312011719,503948,3506629,.0153961181640625,704757,1.213860511779785,916984,5242627,1.8089599609375,715973,.5133628845214844,651304,1354975,21384480,.949152946472168,200600,.6871232986450195,1908,65533,.672053337097168,778609,.3783187866210938,555762,-.0277423858642578,2841010,.0353994369506836,1719367,-1.346403121948242,58967,.6574172973632813,569222,1575228,32909,-.0911884307861328,1383391,-.2610864639282227,7061015,.7361822128295898,23087,-1.064496994018555,27639,-1.286891937255859,matched (3),1545917.1,.89358217,136581.72,227873.31
201208,841280,631,3830,1061457,08,0,0,0,0,0,0,1,0,0,0,0,60,10205,1.731762886047363,170264,-.2192840576171875,178857,1322,-.7302708625793457,55251,13432857,39345,8754420,142531,.8192691802978516,19391,.4673976898193359,125013,.2460451126098633,183406,52231,-.1538848876953125,57892,.5346040725708008,50710,-.0367450714111328,1730945,-.0049657821655273,19418,-2.313061714172363,120461,-1.020855903625488,60598,-1.388725280761719,16963,67475,.7173728942871094,31583,-.6385707855224609,11194,-.7301521301269531,27578,-3.585651397705078,2126947,-.6052646636962891,444846,2513236,-.3330841064453125,384578,-.6057062149047852,832628,601995,-2.164328575134277,566395,-.2343502044677734,74833,807048,5150557,-1.42356014251709,89677,-.8050985336303711,1008,38013,-.5446252822875977,719845,-.0784730911254883,276597,-.6977777481079102,2943124,.0353116989135742,1349901,-.2419252395629883,17310,-1.225693702697754,487797,1675649,19249,-.5362873077392578,1132926,-.1997337341308594,3828326,-.6121616363525391,22486,-.0263767242431641,24639,-.1148967742919922,matched (3),1004992.1,.89358217,127271.1,222417.67
201209,841280,632,3830,3573979,09,0,0,0,0,0,0,0,1,0,0,0,3524,14310,.3380813598632813,281551,.5029640197753906,64694,15690,2.473877906799316,47625,8031013,43546,8151833,88714,-.4741411209106445,6999,-1.019042015075684,121607,-.027623176574707,273062,48006,-.0843505859375,42404,-.3113365173339844,78702,.4395456314086914,1892987,.0894889831542969,100604,1.644991874694824,399479,1.198835372924805,524217,2.15764331817627,97377,45500,-.3940448760986328,54590,.5472316741943359,39978,1.272951126098633,179169,1.871311187744141,1915869,-.1045160293579102,479145,3653282,.3740549087524414,2109128,1.701882362365723,869160,1789808,1.089614868164063,124546,-1.514616966247559,386792,1541821,7517375,.3781118392944336,170773,.6441211700439453,7296,35577,-.0662288665771484,639536,-.1182937622070313,638048,.8358516693115234,10190264,1.241961479187012,485846,-1.021894454956055,15070,-.1385784149169922,930512,1857202,34977,.5972318649291992,1120847,-.0107192993164063,6784353,.5721912384033203,51129,.8214588165283203,30728,.2208433151245117,matched (3),3437214.5,.89358217,157069.41,240712.45
201210,841280,633,3830,995675,10,0,0,0,0,0,0,0,0,1,0,0,2691,44254,1.128987312316895,296651,.0522422790527344,74386,2552,-1.816146373748779,95035,7908810,85096,6334904,52387,-.526759147644043,5665,-.2114601135253906,96911,-.2270011901855469,170975,56740,.1671533584594727,61054,.3645162582397461,40881,-.655003547668457,1611816,-.1607942581176758,39636,-.9314546585083008,233302,-.5378274917602539,303984,-.5449304580688477,4281,68781,.4132146835327148,53907,-.0125904083251953,69351,.5508508682250977,231934,.2581233978271484,4922375,.9436197280883789,456584,1869623,-.6698894500732422,1859631,-.1258964538574219,232066,1268170,-.3445339202880859,509424,1.408605575561523,253005,825418,3041344,-.9049177169799805,88577,-.656463623046875,9046,100897,1.042400360107422,762871,.1763467788696289,269689,-.8611440658569336,4110140,-.9079761505126953,1717031,1.262459754943848,27906,.6161355972290039,521613,1717977,59557,.5322427749633789,1370176,.2008543014526367,6256167,-.0810508728027344,44525,-.138300895690918,29256,-.0490894317626953,matched (3),1195074.5,.89358217,110712.07,213374.91
201211,841280,634,3830,1779864,11,0,0,0,0,0,0,0,0,0,1,0,5048,53121,.1826257705688477,206775,-.3609247207641602,98977,11803,1.531476497650147,64023,14706845,71349,11359356,9324,-1.726067543029785,11164,.6783876419067383,123625,.2434597015380859,1489,32977,-.5426692962646484,22249,-1.009461402893066,68185,.5115594863891602,2690585,.5123968124389648,34405,-.141535758972168,457310,.6730270385742188,459549,.4132709503173828,19922,130293,.6388587951660156,62177,.1427249908447266,81490,.1612997055053711,203887,-.1288871765136719,8453165,.5407495498657227,605026,4080347,.7804460525512695,271375,-1.924631118774414,631113,1607605,.2371711730957031,392422,-.2609434127807617,652190,1083767,11640634,1.342202186584473,83562,-.0582828521728516,441,104448,.0345888137817383,652176,-.1567745208740234,903424,1.208922386169434,15669833,1.338279724121094,2716727,.458831787109375,20320,-.3172359466552734,1327375,1291189,142169,.8700828552246094,1431725,.0439414978027344,5724380,-.0888338088989258,66390,.3994960784912109,45116,.4331521987915039,matched (3),1585365,.89358217,131210.61,224695.14
201212,841280,635,3830,1545208,12,0,0,0,0,0,0,0,0,0,0,1,47,2388,-3.102115631103516,149237,-.3260955810546875,57271,8489,-.3295822143554688,44648,26453840,45823,12207440,105551,2.426603317260742,9957,-.1144189834594727,78994,-.447880744934082,332,84421,.9400062561035156,5216,-1.450566291809082,27517,-.9074211120605469,1472294,-.6029367446899414,53304,.437809944152832,400140,-.1335468292236328,337370,-.3090658187866211,14289,57444,-.8189754486083984,55322,-.1168146133422852,15257,-1.675441741943359,17559,-2.451998710632324,6382835,-.2809286117553711,444178,3024481,-.299443244934082,3669278,2.604248046875,417660,956196,-.5195379257202148,338400,-.1481084823608398,193996,564123,11415897,-.0194950103759766,117165,.3379936218261719,9221,521977,1.60893440246582,680256,.0421543121337891,503112,-.5853796005249023,5090959,-1.124270439147949,2443318,-.1060714721679688,10617,-.6491489410400391,697681,1812460,45948,-1.12950611114502,634674,-.8135242462158203,8559119,.4022636413574219,12198,-1.69427490234375,42392,-.0622777938842773,matched (3),1408020.5,.89358217,142702.17,231593.59
201301,841280,636,3830,1703977,01,0,0,0,0,0,0,0,0,0,0,0,3411,72467,3.412674903869629,194179,.26324462890625,30430,23756,1.029063224792481,52089,9478319,55624,14153808,200787,.6430501937866211,4729,-.7445621490478516,104107,.2760467529296875,1540,52445,-.4760513305664063,56773,2.387330055236816,32701,.1726016998291016,1746894,.1710176467895508,124972,.8520774841308594,547921,.3143167495727539,478964,.3504457473754883,7255,143803,.9176340103149414,73131,.2790813446044922,87315,1.744483947753906,88526,1.617729187011719,13244189,.7299461364746094,375389,2954350,-.0234603881835938,3235787,-.1257228851318359,765533,2166276,.8178014755249023,1533648,1.511175155639648,506027,1170026,11312419,-.0091056823730469,157011,.2927331924438477,7001,20458,-3.239249229431152,960178,.3446493148803711,987925,.6747941970825195,2427409,-.7406415939331055,537382,-1.514402389526367,56714,1.675563812255859,955397,2185713,52581,.1348447799682617,1749945,1.014228820800781,11702397,.3127965927124023,76314,1.833584785461426,77468,.6029052734375,matched (3),1550749.5,.89358217,127225.59,222391.63
201302,841280,637,3830,897711,02,1,0,0,0,0,0,0,0,0,0,0,349,12591,-1.750148773193359,93573,-.7300386428833008,66755,12138,-.6714935302734375,6040,2309360,20583,7873965,147158,-.3107376098632813,13819,1.072331428527832,83459,-.2210636138916016,8220,59158,.1204471588134766,18525,-1.119939804077148,45408,.3282833099365234,2017163,.1438522338867188,108736,-.1391668319702148,829581,.414790153503418,350199,-.3131237030029297,27252,111471,-.2546796798706055,50870,-.3629789352416992,9742,-2.193076133728027,66962,-.2791709899902344,4144082,-1.161876678466797,297937,1637214,-.5902824401855469,374426,-2.156632423400879,275066,1989730,-.0850105285644531,61827,-3.211063385009766,443274,1028645,5859503,-.6578359603881836,60269,-.9574985504150391,2953,85992,1.435880661010742,701815,-.3134489059448242,702432,-.3410577774047852,1704210,-.3537235260009766,675104,.2281570434570313,12355,-1.523960113525391,330744,1039649,48604,-.0786495208740234,1195213,-.381260871887207,4544054,-.9459743499755859,21484,-1.267548561096191,84998,.0927629470825195,matched (3),722524.94,.89358217,88732.367,202842.59
201303,841280,638,3830,1276389,03,0,1,0,0,0,0,0,0,0,0,0,195,20707,.4974889755249023,450065,1.570650100708008,84597,46074,1.333907127380371,33106,13427838,96082,9341797,94044,-.4477443695068359,7251,-.6449050903320313,74150,-.1182651519775391,187926,66061,.1103668212890625,64814,1.252400398254395,67119,.3907785415649414,1752111,-.1408700942993164,114563,.0522022247314453,602238,-.3202686309814453,493474,.3429679870605469,12666,113061,.0141630172729492,74743,.3847827911376953,22892,.8543415069580078,391524,1.765921592712402,17128464,1.419059753417969,1533883,2392626,.3793954849243164,188638,-.6855649948120117,332622,1385203,-.362152099609375,251976,1.404993057250977,459415,941352,6577487,.1155881881713867,71988,.1776819229125977,3139,73707,-.1541566848754883,755685,.0739555358886719,838312,.1768417358398438,3407868,.6929855346679688,1426138,.747859001159668,14997,.1937894821166992,1190911,1161365,70568,.3728713989257813,1238426,.035517692565918,1781006,-.9366416931152344,49263,.8298654556274414,61862,-.3177213668823242,matched (3),1199734.3,.89358217,111205.02,213631.08
201304,841280,639,3830,411982,04,0,0,1,0,0,0,0,0,0,0,0,30,32476,.4500303268432617,183241,-.8985891342163086,78819,15507,-1.088956832885742,59047,6888966,37676,8709840,32006,-1.077839851379395,6110,-.1712131500244141,77047,.038325309753418,92385,52773,-.2245798110961914,23114,-1.031083106994629,52881,-.2384233474731445,2742451,.4480304718017578,25743,-1.492961883544922,499568,-.1869087219238281,342417,-.3654403686523438,6604,94092,-.18365478515625,163699,.7839736938476563,19439,-.1635065078735352,269278,-.3743019104003906,2061088,-2.117506980895996,396287,2212768,-.0781478881835938,649472,1.236330032348633,448857,1098109,-.2322568893432617,254179,.0087051391601563,13673845,821682,2589772,-.9320831298828125,397613,1.708979606628418,12157,18839,-1.364169120788574,706590,-.0671749114990234,524772,-.4684267044067383,3043333,-.113133430480957,503603,-1.040937423706055,22015,.3838739395141602,1308580,1451001,49319,-.3582677841186523,881005,-.3405332565307617,5572411,1.140649795532227,24250,-.7087564468383789,114629,.6167945861816406,matched (3),477778.66,.89358217,175128.34,252866.81
201305,841280,640,3830,1017392,05,0,0,0,1,0,0,0,0,0,0,0,12105,17096,-.6416568756103516,210786,.140040397644043,230611,12621,-.2059297561645508,93772,13109596,50716,9634557,101875,1.15782356262207,30189,1.597551345825195,78790,.0223703384399414,67758,57770,.0904703140258789,43814,.6395149230957031,34702,-.4212465286254883,2471683,-.1039533615112305,38779,.4097156524658203,611464,.2021121978759766,410687,.1818017959594727,6712,101832,.0790510177612305,36344,-1.505000114440918,428719,3.093521118164063,171262,-.452549934387207,1717220,-.1825275421142578,461326,2122045,-.0418634414672852,2874422,1.487446784973145,478261,1342040,.2006006240844727,630900,.9091081619262695,1603494,914783,3339109,.2541341781616211,106938,-1.313229560852051,1999,43180,.8294486999511719,751294,.0613470077514648,727999,.3273353576660156,4015894,.2773065567016602,8768532,2.857136726379395,19049,-.144709587097168,1093405,1703109,40326,-.2013130187988281,1813232,.7218027114868164,6400527,.1385526657104492,45769,.6351900100708008,106234,-.0760564804077148,matched (3),1075463.1,.89358217,163399.13,244889.69
201306,841280,641,3830,596498,06,0,0,0,0,1,0,0,0,0,0,0,6949,27456,.4737396240234375,185120,-.1298389434814453,49140,7085,-.5773820877075195,66886,12177490,36895,7149571,250969,.9015827178955078,18381,-.4961605072021484,70446,-.1119394302368164,43505,79528,.3196392059326172,40039,-.0900993347167969,41961,.1899433135986328,2065655,-.1794519424438477,21762,-.5777130126953125,323124,-.6378202438354492,414971,.0103769302368164,4352,48207,-.7478199005126953,85940,.8606195449829102,48871,-2.17161750793457,103808,-.5006513595581055,1601791,-.069584846496582,662749,1542495,-.3189792633056641,1820226,-.4568901062011719,387831,1164655,-.1417655944824219,327772,-.6548290252685547,710848,1074532,7142754,.7603940963745117,55815,-.6502065658569336,14826,30646,-.3428754806518555,725329,-.0351715087890625,539876,-.2989597320556641,3297462,-.1971073150634766,703207,-2.523273468017578,19891,.0432529449462891,924766,1700771,41905,.0384092330932617,1332964,-.3077058792114258,5546162,-.1432743072509766,46262,.0107135772705078,88455,-.1831502914428711,matched (3),865154.19,.89358217,85581.711,201484.28
201307,841280,642,3830,365724,07,0,0,0,0,0,1,0,0,0,0,0,32,5401,-1.62600040435791,167157,-.1020708084106445,15461,3734,-.6405000686645508,84511,5618998,85391,6200780,45438,-1.708980560302734,14704,-.2231979370117188,45085,-.4462966918945313,33427,56702,-.3382987976074219,13811,-1.064389228820801,32880,-.2438764572143555,1580574,-.2676591873168945,18665,-.1535158157348633,373048,.1436710357666016,353411,-.1605768203735352,154370,106050,.7884063720703125,56493,-.4195327758789063,116048,.8648195266723633,69541,-.4006271362304688,3196464,.6909236907958984,928206,2448849,.4622163772583008,749937,-.8867273330688477,511697,1036551,-.1165266036987305,234677,-.3341073989868164,0,1445330,12381105,.5500736236572266,75558,.3028573989868164,5509,22401,-.3133964538574219,917274,.2347803115844727,359759,-.4059047698974609,6044315,.6059656143188477,928348,.2777557373046875,19546,-.0174970626831055,835572,1542398,33099,-.2359027862548828,2204385,.5030431747436523,4109422,-.2998237609863281,52588,.1281671524047852,71151,-.2176895141601563,matched (3),393301.88,.89358217,107247.32,211597.91
201308,841280,643,3830,589852,08,0,0,0,0,0,0,1,0,0,0,0,443,32153,1.783921241760254,215311,.2531499862670898,618902,52206,2.637718200683594,98732,8102688,77226,7443293,193162,1.44718074798584,27807,.6371679306030273,59735,.2813682556152344,26769,45849,-.2124567031860352,29329,.7531118392944336,43466,.2791147232055664,1548948,-.0202121734619141,97096,1.649050712585449,264131,-.3452615737915039,283580,-.2201375961303711,93756,46930,-.8152532577514648,51741,-.0878658294677734,233743,.7002182006835938,178410,.9421682357788086,763741,-1.431571960449219,1041757,2996333,.2017717361450195,3885713,1.645072937011719,682247,600214,-.5463676452636719,242083,.0310697555541992,2665,1432879,4834892,-.940312385559082,139066,.6100482940673828,1715,33774,.4105854034423828,1023725,.109797477722168,360592,.0023126602172852,4129028,-.3810758590698242,779586,-.1746444702148438,18548,-.0524082183837891,588991,1994124,37126,.1148147583007813,2250909,.0208854675292969,6059444,.3883352279663086,57688,.0925617218017578,91150,.2477016448974609,matched (3),438984.06,.89358217,112919.73,214528.67
201309,841280,644,3830,541670,09,0,0,0,0,0,0,0,1,0,0,0,413,26914,-.1778583526611328,546404,.9312753677368164,10425,9753,-1.677622795104981,89106,2702686,48123,5837855,169690,-.1295557022094727,28904,.0386924743652344,90624,.4168014526367188,4022,49943,.0855293273925781,18808,-.4442949295043945,69695,.4721498489379883,898420,-.5446929931640625,76417,-.2394952774047852,333179,.2322349548339844,333447,.1619901657104492,5766,133082,1.042307853698731,78593,.4180316925048828,162497,-.3635625839233398,63544,-1.032351493835449,2259603,1.084715843200684,475692,3640908,.1948432922363281,918494,-1.442326545715332,430466,1017478,.5277957916259766,13323,-2.899788856506348,610635,1027755,4353195,-.1049489974975586,118250,-.1621475219726563,12830,9873,-1.229887008666992,1166589,.1306362152099609,288619,-.2226400375366211,2770341,-.3990716934204102,1119113,.3615293502807617,16093,-.1419773101806641,1260452,1870903,57542,.438197135925293,2287500,.0161256790161133,4324752,-.3372631072998047,43934,-.2723608016967773,58411,-.4450016021728516,matched (3),477204.78,.89358217,90832.219,203769.91
