period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1161c440,growth1161c440,Y1219c826,growth1219c826,Y1233c757,growth1233c757,Y1262c616,growth1262c616,Y1273c246,growth1273c246,Y1403c218,Y1549c792,growth1549c792,Y1602c642,Y1640c372,growth1640c372,Y1663c218,Y1772c246,growth1772c246,Y1854c484,growth1854c484,Y1896c484,growth1896c484,Y1906c826,growth1906c826,Y1925c124,growth1925c124,Y2051c352,growth2051c352,Y2148c268,growth2148c268,Y2228c616,growth2228c616,Y2320c300,growth2320c300,Y2422c300,growth2422c300,Y2582c752,growth2582c752,Y2885c191,growth2885c191,Y2916c208,growth2916c208,Y2947c440,growth2947c440,Y3037c807,Y3078c642,Y3157c826,growth3157c826,Y3166c826,growth3166c826,Y3257c705,growth3257c705,Y3287c124,growth3287c124,Y3345c484,growth3345c484,Y3417c608,Y3689c233,Y3693c268,growth3693c268,Y3717c586,growth3717c586,Y3773c222,growth3773c222,Y4272c68,growth4272c68,Y4379c124,growth4379c124,Y4496c372,growth4496c372,Y4510c428,growth4510c428,Y4837c222,growth4837c222,Y4953c616,growth4953c616,Y4970c792,growth4970c792,Y4992c484,growth4992c484,Y544c124,growth544c124,Y556c246,growth556c246,Y716c752,growth716c752,Y740c124,growth740c124,Y971c218,Y982c376,_merge,x,r2,s,sf
201210,722860,633,3373,327925,10,0,0,0,0,0,0,0,0,1,0,0,154679,-.0847053527832031,2316777,-.1103353500366211,94426,-.0518484115600586,1356329,.6656770706176758,776377,.1789693832397461,1155566,419898,.0037221908569336,1849438,11914640,-.1801471710205078,5936254,2692157,.0995454788208008,4177701,.5654058456420898,167262,-.2874755859375,12375356,-.0420684814453125,32496,.0007696151733398,234361,.4813919067382813,19592,-3.233458518981934,1943822,.2217464447021484,66634,-.3660917282104492,20486,-.5195646286010742,556079,-.1565589904785156,10904,-.5023527145385742,111953,-.5444450378417969,16688,2.476790428161621,30007,321829,1850403,.1117801666259766,420002016,-.4357357025146484,1991720,-.0287246704101563,480071,.3172874450683594,5025943,-.0092267990112305,1529931,2193,6695,-.2028951644897461,47345,.2668018341064453,552899,-.6854753494262695,64988,-.6568431854248047,1890861,.0888071060180664,119555,-.1418600082397461,65608,-.0442743301391602,21329,-.2611837387084961,5340758,.4467964172363281,162284,-.7830629348754883,1725226,-.0242824554443359,484525,1.096128463745117,119841,-.1004323959350586,872242,-.0497016906738281,559750,-.1507492065429688,199447,432000,matched (3),356641.25,.90138924,128648.13,232355.77
201211,722860,634,3373,13655,11,0,0,0,0,0,0,0,0,0,1,0,17647,-2.170785903930664,2464229,.061701774597168,107810,.1325531005859375,939075,-.3676424026489258,21654,-3.579447746276856,200278,433218,.0312290191650391,1347858,10966119,-.0829563140869141,6627657,1953884,-.3205232620239258,2823369,-.3918304443359375,186906,.1110439300537109,12088965,-.0234127044677734,9980,-1.180533409118652,184701,-.2381248474121094,31099,.4620542526245117,1384138,-.3395786285400391,46065,-.3691606521606445,15984,-.2481536865234375,588189,.0561380386352539,34138,1.141282081604004,98994,-.1230201721191406,2924,-1.741737842559815,32503,278488,1049323,-.5672578811645508,202885520,-.7276172637939453,1590157,-.2251653671264648,239822,-.6940364837646484,3739399,-.2956876754760742,219318,3592,11834,.569615364074707,44090,-.0712289810180664,964983,.5569353103637695,116739,.5857381820678711,1786901,-.0565500259399414,89257,-.2922573089599609,46340,-.347691535949707,216764,2.318741798400879,3635451,-.3846340179443359,197064,.1941814422607422,1531595,-.1190481185913086,283545,-.5357980728149414,53275,-.8106985092163086,875998,.0042963027954102,777367,.3284225463867188,268729,62000,matched (3),152081.17,.90138924,108828.38,221996.56
201212,722860,635,3373,398557,12,0,0,0,0,0,0,0,0,0,0,1,2919,-1.799324989318848,3373879,.3141841888427734,97010,-.105555534362793,538592,-.5559368133544922,563740,3.259403228759766,363460,570147,.274653434753418,2562763,7811604,-.3392009735107422,9181364,1974548,.0105199813842773,3750655,.2839994430541992,251317,.2961091995239258,14278449,.1664581298828125,48181,1.574380874633789,72130,-.9402685165405273,10432,-1.092297554016113,1908793,.3213939666748047,50771,.0972709655761719,22509,.3423271179199219,683871,.150721549987793,11678,-1.072704315185547,286455,1.062522888183594,8293,1.042459011077881,45229,259911,1730652,.5003528594970703,151607264,-.2913494110107422,1333862,-.1757545471191406,338773,.345433235168457,3584370,-.0423421859741211,271834,3061,13294,.1163368225097656,67652,.4281444549560547,1049622,.0840740203857422,66345,-.5650720596313477,1242619,-.3632612228393555,95671,.0693960189819336,102816,.7969350814819336,153219,-.3469409942626953,2314593,-.4514999389648438,215363,.0887956619262695,2199390,.3618698120117188,365307,.2533674240112305,181431,1.225408554077148,880977,.0056676864624023,661980,-.1606779098510742,118588,280000,matched (3),682471,.90138924,148984.33,244203.17
201301,722860,636,3373,70117,01,0,0,0,0,0,0,0,0,0,0,0,2331,-.2249436378479004,3902686,.1456022262573242,153226,.4570999145507813,339263,-.4621829986572266,248815,-.8178834915161133,208890,475028,-.182520866394043,516522,12757922,.4905433654785156,5089468,2558934,.259251594543457,3021492,-.2161798477172852,352278,.3377056121826172,11499610,-.2164382934570313,16616,-1.064598083496094,87564,.1939001083374023,26933,.9484748840332031,1047804,-.5997743606567383,31329,-.4827804565429688,26139,.1495132446289063,974592,.3542490005493164,10928,-.0663785934448242,8876,-3.474230766296387,1476,-1.726075649261475,0,101373,1661742,-.0406322479248047,488419616,1.169881820678711,1854560,.3295688629150391,156761,-.7706079483032227,4531239,.2344121932983398,204036,2511,3930,-1.218673706054688,29358,-.8348121643066406,866725,-.1914634704589844,60219,-.0968809127807617,1086941,-.1338539123535156,92544,-.0332317352294922,90241,-.1304569244384766,6606,-3.143890380859375,1532190,-.4125356674194336,191102,-.1195173263549805,1847937,-.1741094589233398,203493,-.5851068496704102,55610,-1.182513236999512,836971,-.0512418746948242,632758,-.0451469421386719,169283,257000,matched (3),164439.56,.90138924,74514.641,207343.42
201302,722860,637,3373,254304,02,1,0,0,0,0,0,0,0,0,0,0,155293,4.199016094207764,3081865,-.2361297607421875,162736,.0602149963378906,892946,.9677505493164063,452886,.5989303588867188,399709,496144,.043492317199707,698822,17091324,.2924175262451172,4049094,1970498,-.2613039016723633,3504738,.1483650207519531,140179,-.9215002059936523,12485423,.0822486877441406,14715,-.1214990615844727,94088,.0718603134155273,38228,.3502159118652344,2000108,.6465044021606445,34266,.0896091461181641,15420,-.5277633666992188,841839,-.1464300155639648,2947,-1.310540676116943,30044,1.219311714172363,1059,-.3320107460021973,77772,104138,1929472,.1493806838989258,493531424,.0104122161865234,2147309,.1465682983398438,334870,.7590198516845703,3530461,-.2495670318603516,379892,4823,12458,1.15372371673584,93066,1.153743743896484,1080452,.2204132080078125,105555,.561244010925293,1150946,.0572166442871094,94673,.0227451324462891,152475,.5245170593261719,176707,3.286515235900879,3767983,.8998422622680664,337651,.5692052841186523,1879286,.0168218612670898,206133,.0128898620605469,6347,-2.170380592346191,938866,.1148834228515625,662483,.0459070205688477,282753,452000,matched (3),378906.47,.90138924,84539.414,211153.44
201303,722860,638,3373,68304,03,0,1,0,0,0,0,0,0,0,0,0,5080,-3.420001983642578,2505906,-.2068843841552734,67985,-.8728418350219727,478136,-.6246309280395508,188652,-.8757362365722656,472133,319555,-.439936637878418,602247,17136900,.0026626586914063,4102637,1777887,-.1028614044189453,2662967,-.2746744155883789,282554,.7009496688842773,6701822,-.6221828460693359,8156,-.590113639831543,57112,-.4992160797119141,9838,-1.357316017150879,1402545,-.3549127578735352,50993,.3975343704223633,520,-3.389591217041016,529425,-.4637975692749023,1207,-.8926496505737305,49185,.4929256439208984,714,-.3941974639892578,14170,520702,1752873,-.0959901809692383,524991552,.0617961883544922,2109710,-.017664909362793,254500,-.2744417190551758,3109704,-.1269006729125977,172222,4317,6172,-.7023401260375977,14433,-1.863791465759277,286328,-1.327996253967285,97560,-.0787639617919922,1161473,.0091047286987305,90611,-.043853759765625,36053,-1.442010879516602,64509,-1.007688522338867,3256880,-.1457700729370117,133414,-.9285554885864258,1430825,-.2726411819458008,225738,.0908536911010742,72935,2.441586494445801,1128114,.1836299896240234,610610,-.0815362930297852,118777,296000,matched (3),-96138.203,.90138924,90728.984,213706.83
201304,722860,639,3373,1368793,04,0,0,1,0,0,0,0,0,0,0,0,296408,4.066425323486328,3481504,.3288135528564453,92010,.3026094436645508,913037,.6468820571899414,132915,-.350193977355957,224253,494666,.4369535446166992,728429,9705714,-.5685195922851563,7883788,1896915,.0648031234741211,3140448,.1649246215820313,276044,-.0233097076416016,11628616,.5510902404785156,6639,-.2057924270629883,174920,1.119315147399902,33280,1.218704223632813,2292348,.4912881851196289,83325,.4910602569580078,44659,4.452981948852539,1076770,.709930419921875,11366,2.242488384246826,15175,-1.175939559936523,3944,1.709068298339844,54104,965942,1845604,.0515499114990234,453689888,-.1459693908691406,2269969,.0732154846191406,379777,.4002838134765625,3560026,.1352405548095703,1306822,4989,23964,1.356529235839844,44430,1.124398231506348,1110844,1.35573673248291,178455,.6038684844970703,955513,-.1951961517333984,78082,-.1488161087036133,101442,1.034497261047363,73424,.1294460296630859,5790895,.5755167007446289,208988,.4488201141357422,2069168,.3688955307006836,233128,.0322122573852539,264852,1.289602279663086,1209111,.0693378448486328,641431,.0492429733276367,215424,457000,matched (3),1384911,.90138924,128463.16,232253.41
201305,722860,640,3373,77195,05,0,0,0,1,0,0,0,0,0,0,0,282187,-.0491666793823242,2780704,-.2247600555419922,147687,.4731979370117188,527127,-.5493354797363281,424332,1.160805702209473,465936,481647,-.0266714096069336,653905,10155246,.0452766418457031,8069533,2106918,.1049976348876953,3339733,.0615253448486328,172409,-.4706907272338867,11176616,-.0396461486816406,35878,1.687163352966309,55059,-1.155923843383789,49608,.399195671081543,1851315,-.2136802673339844,29533,-1.037240028381348,676,-4.19061803817749,654770,-.4974374771118164,2376,-1.565207958221436,7413,-.7164134979248047,6599,.5147218704223633,31192,536722,1592009,-.1478099822998047,213235184,-.7550182342529297,2004486,-.1243782043457031,289905,-.2700309753417969,4017609,.1209192276000977,172904,2376,6742,-1.268196105957031,17229,-.9473209381103516,653017,-.5312719345092773,67346,-.9744930267333984,1138472,.1751937866210938,122198,.4478836059570313,96139,-.0536918640136719,109473,.3994274139404297,6445102,.1070337295532227,286645,.3159675598144531,1464361,-.3457269668579102,364277,.4463272094726563,39468,-1.903680801391602,1502762,.2174196243286133,985937,.4298906326293945,148026,319000,matched (3),143329.67,.90138924,100460,218016.22
201306,722860,641,3373,189736,06,0,0,0,0,1,0,0,0,0,0,0,146820,-.6533632278442383,3144344,.1229009628295898,74172,-.6887083053588867,632536,.1822957992553711,411514,-.0306730270385742,478298,205595,-.8513031005859375,807099,9373100,-.0801467895507813,4211604,2117334,.0049314498901367,3216826,-.0374956130981445,167402,-.0294713973999023,11027108,-.0134658813476563,4978,-1.975096702575684,89127,.4816570281982422,8868,-1.72170352935791,861579,-.7648849487304688,28420,-.0384149551391602,36324,3.9840407371521,927308,.3480014801025391,9034,1.33557653427124,5632,-.2747707366943359,12472,.6365680694580078,102707,300448,1769584,.105748176574707,296540768,.3297901153564453,1571711,-.2432231903076172,323145,.1085481643676758,3424569,-.1597118377685547,125849,1926,10688,.4607648849487305,20240,.1610660552978516,899213,.3199167251586914,132066,.6734580993652344,1497704,.2742471694946289,135783,.1054153442382813,105171,.0897922515869141,20655,-1.667720794677734,3244736,-.6862869262695313,346984,.1910343170166016,1876000,.2477226257324219,192344,-.6386289596557617,90330,.8279800415039063,917524,-.4933815002441406,657509,-.4051342010498047,150725,392000,matched (3),93785.531,.90138924,106744.53,220982.48
201307,722860,642,3373,229032,07,0,0,0,0,0,1,0,0,0,0,0,5233,-3.334221839904785,2401360,-.2695703506469727,143478,.659794807434082,578137,-.0899267196655273,480088,.1541271209716797,859966,857541,1.428160667419434,1068204,10502322,.1137523651123047,6675241,2103918,-.0063562393188477,3622776,.1188449859619141,196907,.1623334884643555,12142863,.0963840484619141,8383,.5211782455444336,53150,-.5169439315795898,40251,1.512685775756836,953967,.1018619537353516,49282,.5504655838012695,16500,-.7891178131103516,763305,-.1946277618408203,5787,-.4453811645507813,8083,.3612985610961914,1082,-2.444674491882324,49689,271449,2216519,.2251930236816406,529251616,.5792789459228516,1764976,.1159725189208984,336692,.0410671234130859,4756325,.3284997940063477,1206802,4042,11136,.0410623550415039,25703,.2389469146728516,1088939,.1914386749267578,74983,-.5660400390625,1378323,-.0830659866333008,66445,-.7146835327148438,90406,-.1512775421142578,34224,.504969596862793,5643978,.5535554885864258,92108,-1.326316833496094,2019665,.0737895965576172,318677,.5048923492431641,60966,-.3931541442871094,1005056,.0911197662353516,855814,.2635946273803711,282717,0,matched (3),339528.84,.90138924,126312.6,231070.84
201308,722860,643,3373,604072,08,0,0,0,0,0,0,1,0,0,0,0,5681,.0821418762207031,3080872,.2491779327392578,129559,-.1020450592041016,1103807,.6467103958129883,609052,.2379341125488281,434512,418899,-.7164392471313477,819204,13158945,.2255058288574219,6150235,1975377,-.0630416870117188,3392701,-.0656137466430664,290323,.3882627487182617,11797663,-.028839111328125,40169,1.566889762878418,135186,.9335336685180664,57278,.3527822494506836,883099,-.0771913528442383,73852,.4045047760009766,34595,.7403488159179688,875008,.1365756988525391,5411,-.0671796798706055,118033,2.681200981140137,969,-.1103019714355469,57386,497861,1364943,-.4848251342773438,480725696,-.0961685180664063,1132355,-.4438381195068359,284766,-.1675004959106445,4813526,.0119543075561523,148989,4765,12242,.0946893692016602,36584,.3530035018920898,440273,-.9055633544921875,95948,.2465448379516602,1363759,-.0106229782104492,190799,1.054845809936523,44484,-.7091808319091797,147553,1.461259841918945,5532366,-.0199737548828125,419635,1.516423225402832,2217271,.0933456420898438,322873,.0130815505981445,81297,.2877931594848633,1112952,.1019725799560547,865492,.0112457275390625,307925,393000,matched (3),545904.31,.90138924,97101.117,216489
201309,722860,644,3373,127489,09,0,0,0,0,0,0,0,1,0,0,0,1947,-1.070837020874023,2637290,-.155461311340332,62773,-.7246112823486328,610591,-.5920934677124023,505155,-.1870384216308594,989136,211299,-.6843557357788086,489778,8702069,-.4135408401489258,6717416,1994084,.009425163269043,2972237,-.1323118209838867,166104,-.558380126953125,12031235,.0196037292480469,32091,-.2245197296142578,95920,-.3431377410888672,12586,-1.515332221984863,1203749,.3097591400146484,26963,-1.007597923278809,8850,-1.363291740417481,666699,-.2718944549560547,52392,2.270319938659668,66099,-.5798110961914063,1577,.4870152473449707,28760,843073,2169830,.463536262512207,407074400,-.1662998199462891,2546679,.810490608215332,318360,.1115150451660156,3577695,-.2967109680175781,103924,6247,5966,-.7187957763671875,37888,.0350236892700195,735150,.5126791000366211,64913,-.3907585144042969,1078098,-.23504638671875,49892,-1.341360092163086,129402,1.067794799804688,50222,-1.077733993530273,4358442,-.2385005950927734,244902,-.5385274887084961,1606261,-.3223676681518555,222094,-.3741588592529297,62469,-.2634382247924805,1056812,-.0517587661743164,790668,-.0904207229614258,155037,350000,matched (3),132969.98,.90138924,90906.273,213782.16
201310,722860,645,3373,228414,10,0,0,0,0,0,0,0,0,1,0,0,13730,1.953292846679688,2550845,-.0333271026611328,44975,-.3334178924560547,1102561,.5909633636474609,385246,-.2709836959838867,0,255690,.1906919479370117,834836,13012764,.402369499206543,0,2045129,.0252761840820313,3245939,.0880899429321289,319261,.6533946990966797,15761122,.2700405120849609,11488,-1.027273178100586,126907,.2799406051635742,53793,1.452558517456055,1467014,.1977882385253906,41185,.4236087799072266,14389,.4860467910766602,777736,.154047966003418,48132,-.0848073959350586,109913,.5085363388061523,3301,.738701343536377,18364,850135,2544310,.159210205078125,21318428,-2.949424743652344,2547668,.0003881454467773,413556,.2616100311279297,3694189,.0320425033569336,60291,9776,9078,.4197769165039063,25336,-.4024085998535156,1286284,.5594387054443359,89803,.3245706558227539,1192921,.1012067794799805,109074,.7821664810180664,70570,-.6063194274902344,92661,.6124944686889648,5307667,.1970376968383789,191462,-.2461681365966797,1596484,-.0061054229736328,176867,-.2277021408081055,107281,.5407810211181641,1206505,.1324710845947266,941078,.1741485595703125,0,364000,matched (3),103934.27,.90138924,98407.211,217077.95
201311,722860,646,3373,867473,11,0,0,0,0,0,0,0,0,0,1,0,6387,-.7653179168701172,2948584,.1449003219604492,212530,1.552975654602051,549725,-.6959724426269531,490759,.2420711517333984,397833,531559,.7318487167358398,1191894,14064958,.0777549743652344,8003780,1378226,-.3946638107299805,2878806,-.1200284957885742,137516,-.8422689437866211,16189484,.0268154144287109,17877,.4422121047973633,70630,-.5859994888305664,19376,-1.02110767364502,1792463,.2003612518310547,61371,.3988628387451172,3395,-1.444160461425781,715039,-.084050178527832,33932,-.3495883941650391,78977,-.3305330276489258,15020,1.515156745910645,45400,766013,2234777,-.1297178268432617,40772472,.6484355926513672,2558141,.0041027069091797,322610,-.2483491897583008,3799606,.0281362533569336,243961,12846,7869,-.1429233551025391,10013,-.9283418655395508,790428,-.4869384765625,90020,.0024137496948242,1428608,.1802949905395508,95367,-.1342945098876953,76366,.0789327621459961,267489,1.060131072998047,5703972,.0720100402832031,254904,.2861976623535156,1451375,-.0952930450439453,440882,.9133787155151367,2928,-3.601132392883301,1547529,.2489309310913086,726070,-.2593803405761719,94423,624000,matched (3),367103.84,.90138924,98298.516,217028.7
201312,722860,647,3373,4268,12,0,0,0,0,0,0,0,0,0,0,1,9607,.4082269668579102,2065311,-.356043815612793,138146,-.4307718276977539,163903,-1.210143089294434,319927,-.4278602600097656,547737,357029,-.3979978561401367,1443611,8963380,-.4505386352539063,7066430,1738103,.2319974899291992,2452068,-.1604442596435547,86159,-.4675455093383789,12237571,-.2798519134521484,4893,-1.295709609985352,78999,.1119794845581055,4774,-1.400851249694824,1176829,-.4207668304443359,30724,-.6918935775756836,76925,3.120527267456055,507319,-.3431968688964844,63415,.6253423690795898,35152,-.8094749450683594,1111,-2.604122161865234,60956,452406,1954263,-.1341285705566406,1805379,-3.117236137390137,1882393,-.306736946105957,79168,-1.404871940612793,4110486,.078643798828125,1567973,8510,5173,-.4194774627685547,26986,.9914340972900391,681348,-.1485013961791992,76822,-.1585407257080078,1232746,-.147456169128418,41417,-.834040641784668,42265,-.591578483581543,206280,-.2598438262939453,3588320,-.4634780883789063,359504,.3438377380371094,1488411,.0251979827880859,412791,-.0658359527587891,15486,1.665616989135742,1053026,-.3849906921386719,554265,-.2700033187866211,207322,407000,matched (3),188643.7,.90138924,121497.86,228474.48
201401,722860,648,3373,560758,01,0,0,0,0,0,0,0,0,0,0,0,2804,-1.231444835662842,5088602,.9017219543457031,100926,-.3139238357543945,699979,1.451775550842285,381770,.1767253875732422,655643,447994,.2269630432128906,961265,13144631,.3828659057617188,8239737,2033378,.1569042205810547,3442803,.3393545150756836,217031,.9238452911376953,11016196,-.1051445007324219,15080,1.125563621520996,83094,.050537109375,56944,2.478883743286133,2096055,.5772333145141602,45223,.3865623474121094,60726,-.2364597320556641,1190930,.8533496856689453,10599,-1.788941383361816,54669,.441615104675293,1180,.0602540969848633,4194,154460,2444672,.2238979339599609,6304180,1.250441551208496,2357101,.224888801574707,283684,1.276288986206055,4683721,.1305522918701172,275237,13668,6369,.2079896926879883,31543,.1560335159301758,715204,.0484943389892578,101272,.2763185501098633,1008842,-.2004404067993164,126346,1.11533260345459,139448,1.193732261657715,3013,-4.226298332214356,4233031,.1652336120605469,212356,-.5264606475830078,2141682,.3638820648193359,342463,-.1867771148681641,72402,1.54229736328125,1077229,.0227231979370117,682069,.2074880599975586,356613,263000,matched (3),649948.06,.90138924,72361.383,206579.36
201402,722860,649,3373,180321,02,1,0,0,0,0,0,0,0,0,0,0,4537,.4812188148498535,3791929,-.29412841796875,98479,-.0245437622070313,348052,-.6986989974975586,668604,.5603742599487305,331645,171855,-.9581289291381836,700766,13692839,.0408611297607422,7730688,1435207,-.3483896255493164,2879560,-.1786489486694336,104935,-.7266988754272461,8619135,-.2453813552856445,14598,-.0324840545654297,79395,-.045536994934082,4803,-2.472826957702637,1455797,-.3645038604736328,33798,-.2912044525146484,106518,.5619421005249023,770048,-.4360370635986328,3246,-1.18333625793457,9343,-1.766669273376465,1752,.3952436447143555,42746,396822,2529894,.034266471862793,6945728,.0969142913818359,2454829,.0406246185302734,287396,.0129995346069336,3415479,-.3157758712768555,415875,4398,11528,.5933361053466797,29863,-.0547313690185547,505905,-.3462190628051758,82424,-.2059335708618164,817725,-.2100324630737305,75686,-.5124311447143555,33372,-1.429974555969238,76589,3.235517501831055,2604639,-.4856243133544922,131099,-.4823122024536133,2738784,.2459230422973633,97996,-1.251237869262695,1297,-4.022180080413818,1091799,.0134353637695313,477335,-.3569126129150391,83029,27000,matched (3),111154.95,.90138924,80060.594,209400.47
201403,722860,650,3373,198660,03,0,1,0,0,0,0,0,0,0,0,0,7308,.4767036437988281,2733803,-.3271808624267578,123245,.2243309020996094,430621,.2128763198852539,399871,-.5140504837036133,623840,503203,1.074342727661133,929648,17597442,.2508792877197266,7993128,1800892,.2269725799560547,3066340,.0628471374511719,279194,.9785661697387695,12462636,.3687505722045898,28487,.6685628890991211,139055,.5604343414306641,65994,2.620322227478027,1539664,.0560111999511719,61228,.594202995300293,25559,-1.427324295043945,910398,.1674289703369141,17654,1.693539619445801,3937,-.8642082214355469,1697,-.0318961143493652,75427,789557,2895637,.1350278854370117,3928065,-.5699796676635742,2484286,.0119285583496094,182766,-.4526538848876953,3557841,.0408363342285156,118190,3495,16414,.3533554077148438,52593,.5659627914428711,506516,.0012073516845703,102631,.219264030456543,919619,.1174335479736328,109104,.3657083511352539,71358,.7599925994873047,106670,.3312864303588867,14728757,1.732507705688477,397619,1.109541893005371,1328422,-.7235221862792969,138679,.3472356796264648,93561,4.278560161590576,1319765,.1896266937255859,725874,.4191579818725586,159549,163000,matched (3),231050.23,.90138924,93035.758,214696.33
201404,722860,651,3373,1839346,04,0,0,1,0,0,0,0,0,0,0,0,9076,.2166643142700195,4243239,.4396333694458008,91959,-.2928314208984375,654326,.4183778762817383,804301,.6988315582275391,648178,540530,.0715560913085938,414484,14714970,-.1788883209228516,9675754,1673232,-.0735244750976563,3184456,.0377969741821289,111429,-.9185190200805664,8114336,-.429102897644043,123698,1.468395233154297,82735,-.5192270278930664,10686,-1.820629119873047,2381731,.4362630844116211,89164,.3758726119995117,133925,1.656291007995606,1212608,.286646842956543,790,-3.106685161590576,4610,.1578083038330078,2196,.2577753067016602,54803,876750,3025302,.0438060760498047,4744101,.1887550354003906,2534310,.0199356079101563,358333,.6732559204101563,4169315,.1585979461669922,159189,6802,8786,-.6249752044677734,11945,-1.482270240783691,625671,.211268424987793,92444,-.1045370101928711,1104258,.1829690933227539,70602,-.4352426528930664,78588,.0965099334716797,147458,.3238029479980469,4506010,-1.184389114379883,135181,-1.078879356384277,2349197,.5700817108154297,395377,1.047677993774414,77409,-.1895112991333008,1389224,.0512914657592773,699149,-.0375127792358398,344487,194000,matched (3),1879991.1,.90138924,147003.64,242999.86
201405,722860,652,3373,604761,05,0,0,0,1,0,0,0,0,0,0,0,2553,-1.268364429473877,2540161,-.5130996704101563,75547,-.1965875625610352,1196149,.6032562255859375,475269,-.526092529296875,262116,727031,.2964191436767578,589101,14423892,-.0199794769287109,5829860,1610980,-.0379142761230469,3467264,.0850839614868164,98604,-.1222763061523438,12087383,.3985300064086914,56944,-.7757749557495117,50454,-.4945802688598633,5653,-.6367483139038086,1492191,-.4675817489624023,75512,-.1661853790283203,5031,-3.281661987304688,771887,-.4516897201538086,11261,2.657067775726318,5107,.1023845672607422,1212,-.5943655967712402,27234,575202,2436413,-.2164840698242188,2374422,-.6921482086181641,2529363,-.0019540786743164,325725,-.0954093933105469,4671454,.1137189865112305,332157,3161,10216,.1507959365844727,85259,1.965380668640137,757939,.1917781829833984,61942,-.4004049301147461,968206,-.1314840316772461,80864,.1357097625732422,33788,-.8441133499145508,67478,-.7817420959472656,6713149,.398655891418457,315225,.8466720581054688,2418336,.0290060043334961,158495,-.9141168594360352,24671,-1.143474578857422,1295298,-.0700044631958008,882949,.2334041595458984,299740,135000,matched (3),405730.38,.90138924,93848.484,215049.77
201406,722860,653,3373,1081281,06,0,0,0,0,1,0,0,0,0,0,0,1453,-.5636386871337891,2375500,-.0670194625854492,187654,.9098443984985352,1342529,.115447998046875,763003,.4733810424804688,687661,399722,-.5981998443603516,533498,18522668,.2501106262207031,8617057,1828116,.1264429092407227,3777950,.0858163833618164,246162,.9148778915405273,13178274,.0864067077636719,5821,-2.280595779418945,47639,-.0574102401733398,7091,.2266407012939453,2454977,.4978713989257813,55869,-.3012819290161133,34331,1.920430183410645,1078707,.3346796035766602,13198,.1587200164794922,5447,.064453125,3425,1.038829803466797,49643,792210,2640969,.0806188583374023,3885366,.4924631118774414,2718400,.0720758438110352,263147,-.2133407592773438,4769618,.0207958221435547,631612,3890,15118,.3919305801391602,88583,.0382461547851563,789164,.0403718948364258,383831,1.824004173278809,969844,.0016899108886719,57602,-.3392114639282227,48552,.3625297546386719,101164,.4049415588378906,8971983,.2900381088256836,450797,.3577299118041992,2771425,.1362819671630859,209032,.276763916015625,41199,.5127859115600586,1411963,.0862407684326172,877858,-.0057830810546875,42981,143000,matched (3),674940.69,.90138924,94765,215451.31
201407,722860,654,3373,56447,07,0,0,0,0,0,1,0,0,0,0,0,3319,.8260331153869629,3198767,.2975578308105469,80959,-.8406572341918945,1163397,-.1432104110717773,562080,-.3056173324584961,442959,544538,.309168815612793,401545,15063432,-.20672607421875,6992516,2319489,.2380609512329102,3635692,-.0383825302124023,263463,.0679235458374023,12379652,-.0625152587890625,12328,.7504005432128906,41885,-.1287240982055664,440,-2.779807090759277,1662780,-.3896265029907227,52997,-.0527744293212891,7855,-1.474898338317871,1167980,.0795125961303711,11226,-.1618328094482422,4562,-.1773042678833008,2658,-.2535276412963867,49275,1108230,2812183,.0628156661987305,716604,-1.690448760986328,2714576,-.0014076232910156,213847,-.2074518203735352,4477191,-.0632705688476563,168382,1378,6521,-.8408584594726563,34723,-.9365377426147461,1090879,.3237648010253906,88684,-1.465123176574707,1522950,.4512691497802734,74776,.2609395980834961,116506,.8753070831298828,99235,-.019251823425293,7037761,-.2428159713745117,338695,-.2859172821044922,2082614,-.2857379913330078,141392,-.3909511566162109,34844,-.1675329208374023,1210065,-.1543073654174805,784620,-.1122846603393555,138854,204000,matched (3),255761.98,.90138924,96870.711,216385.75
201408,722860,655,3373,171268,08,0,0,0,0,0,0,1,0,0,0,0,6120,.6118984222412109,2694073,-.1717119216918945,81527,.0069913864135742,819137,-.3508481979370117,434529,-.2573823928833008,372363,195565,-1.024044990539551,625207,13926559,-.0784721374511719,4318861,1629372,-.3531522750854492,2855318,-.2416162490844727,221385,-.1740102767944336,10539738,-.1609001159667969,10780,-.1341800689697266,75222,.5855159759521484,5153,2.460559844970703,1407754,-.1664953231811523,29350,-.5909433364868164,29916,1.33724308013916,1234224,.0551671981811523,1129,-2.296900272369385,75460,2.805841445922852,658,-1.396124362945557,22839,1255861,2036599,-.3226804733276367,1849354,.9480676651000977,1195699,-.8199043273925781,412855,.6578359603881836,4581051,.0229320526123047,321416,3278,12038,.6130409240722656,61573,.5728216171264648,611690,-.5785131454467773,186895,.7454671859741211,942646,-.4797134399414063,263947,1.261251449584961,76532,-.4202337265014648,156050,.4526853561401367,8018124,.1304140090942383,267418,-.2362861633300781,1776966,-.1587162017822266,173711,.2058572769165039,128639,1.306129455566406,1266398,.0455026626586914,787827,.0040788650512695,230156,146000,matched (3),442776.91,.90138924,101980.55,218721.05
