period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1161c440,growth1161c440,Y1219c826,growth1219c826,Y1233c757,growth1233c757,Y1262c616,growth1262c616,Y1273c246,growth1273c246,Y1403c218,Y1549c792,growth1549c792,Y1602c642,Y1640c372,growth1640c372,Y1663c218,Y1772c246,growth1772c246,Y1854c484,growth1854c484,Y1896c484,growth1896c484,Y1906c826,growth1906c826,Y1925c124,growth1925c124,Y2051c352,growth2051c352,Y2148c268,growth2148c268,Y2228c616,growth2228c616,Y2320c300,growth2320c300,Y2422c300,growth2422c300,Y2582c752,growth2582c752,Y2885c191,growth2885c191,Y2916c208,growth2916c208,Y2947c440,growth2947c440,Y3037c807,Y3078c642,Y3157c826,growth3157c826,Y3166c826,growth3166c826,Y3257c705,growth3257c705,Y3287c124,growth3287c124,Y3345c484,growth3345c484,Y3417c608,Y3689c233,Y3693c268,growth3693c268,Y3717c586,growth3717c586,Y3773c222,growth3773c222,Y4272c68,growth4272c68,Y4379c124,growth4379c124,Y4496c372,growth4496c372,Y4510c428,growth4510c428,Y4837c222,growth4837c222,Y4953c616,growth4953c616,Y4970c792,growth4970c792,Y4992c484,growth4992c484,Y544c124,growth544c124,Y556c246,growth556c246,Y716c752,growth716c752,Y740c124,growth740c124,Y971c218,Y982c376,_merge,x,r2,s,sf
201011,722860,610,3373,265429,11,0,0,0,0,0,0,0,0,0,1,0,130934,2.701306343078613,2137075,-.2264289855957031,164443,-.1083574295043945,384854,-.5943460464477539,464113,-.2730722427368164,160388,502288,-.3466329574584961,1034643,10933860,-.3371715545654297,6192714,751672,-1.109135627746582,2254608,-.0288877487182617,112989,-.1293458938598633,9363311,-.1881179809570313,7802,-1.581863403320313,76306,-1.690933227539063,69814,2.916904449462891,1380393,-.4354066848754883,47337,-.2401809692382813,110703,.6075353622436523,968395,-.0070819854736328,18344,-.0364513397216797,76747,-.3528223037719727,2515,-.1285486221313477,30787,22842,2258319,-.028289794921875,496630176,-.045867919921875,2138294,-.2106037139892578,312582,-.0953474044799805,3405352,-.0947628021240234,108555,1707,5826,-1.325843811035156,19747,-.8357439041137695,787351,-.0305900573730469,43183,-.368438720703125,1349161,-.4461460113525391,135942,-.8492755889892578,78976,.1296892166137695,149267,.0429763793945313,6006000,-.2797031402587891,16520,-2.721705436706543,1630674,-.3139619827270508,231554,-.0645751953125,35185,-.4404573440551758,501101,.043828010559082,451609,-.3297080993652344,307143,361000,matched (3),-94216.984,.90138924,124235.54,229942.02
201012,722860,611,3373,359584,12,0,0,0,0,0,0,0,0,0,0,1,143630,.0925474166870117,2524006,.1664094924926758,191503,.152338981628418,606544,.4549131393432617,513486,.1010951995849609,585503,1225953,.8922996520996094,1167471,10507530,-.0397720336914063,6381521,1193247,.4621334075927734,3011493,.2894601821899414,273785,.8850526809692383,11480016,.2038097381591797,6035,-.2568044662475586,149182,.670414924621582,195184,1.028107643127441,2109778,.4242153167724609,53720,.1264934539794922,59893,-.6142911911010742,755252,-.2485885620117188,5278,-1.245755195617676,61413,-.2228927612304688,481,-1.654160976409912,48287,93812,1600456,-.3443326950073242,312478624,-.4633083343505859,2119754,-.0087080001831055,305011,-.0245189666748047,3811557,.1126890182495117,399433,3622,12226,.7412338256835938,93983,1.560112953186035,1117333,.3500261306762695,54768,.2376585006713867,812279,-.5073938369750977,423712,1.136825561523438,105870,.2930679321289063,141386,-.0542430877685547,7544076,.2280035018920898,191602,2.450848579406738,1994483,.2013912200927734,294005,.2387838363647461,45934,.2665853500366211,590325,.1638650894165039,679394,.4083843231201172,517491,251000,matched (3),1199836.5,.90138924,182440.64,265938.81
201101,722860,612,3373,340425,01,0,0,0,0,0,0,0,0,0,0,0,2528,-4.039812564849854,1619359,-.443817138671875,131870,-.3730869293212891,436163,-.3297615051269531,357995,-.3607034683227539,59831,436010,-1.033808708190918,1206560,13301955,.2358188629150391,8029637,1413341,.1692781448364258,1694833,-.5748519897460938,3924,-4.245231628417969,8866692,-.2583065032958984,6610,.091008186340332,42480,-1.256133079528809,43717,-1.49620532989502,1461025,-.3674449920654297,41389,-.2607698440551758,17809,-1.212855339050293,1245513,.5002508163452148,4010,-.2747554779052734,11022,-1.717728614807129,1457,1.108267784118652,1478,48601,2234851,.3338861465454102,378589952,.1919174194335938,1999770,-.0582675933837891,313407,.0271549224853516,4452827,.1555013656616211,537518,4422,3498,-1.251373291015625,33303,-1.037467002868652,1024739,-.0865068435668945,43066,-.2403717041015625,692326,-.1597871780395508,173098,-.8951959609985352,133814,.2342386245727539,18451,-2.036375045776367,3947517,-.6476755142211914,115433,-.5067300796508789,1109808,-.5861978530883789,140817,-.7361364364624023,148563,1.17380428314209,1010724,.5377492904663086,503826,-.2989702224731445,37356,204000,matched (3),504937.59,.90138924,113515.88,224331.7
201102,722860,613,3373,324402,02,1,0,0,0,0,0,0,0,0,0,0,347145,4.922314167022705,2425075,.4038324356079102,14013,-2.241830825805664,370254,-.1638269424438477,529090,.3906393051147461,370661,349849,-.2201633453369141,1118451,9054015,-.3847026824951172,6830420,1142749,-.212519645690918,1997561,.1643428802490234,204366,3.952800750732422,8823452,-.0048885345458984,6488,-.0186290740966797,83339,.6738834381103516,992,-3.785769462585449,2607004,.5790634155273438,57394,.3269243240356445,6128,-1.066835403442383,835100,-.3997516632080078,2591,-.4367475509643555,41247,1.319684982299805,994,-.3823976516723633,69027,14977,2375911,.0612058639526367,267110192,-.3487930297851563,2705951,.3024206161499023,356693,.1293725967407227,3998863,-.1075286865234375,233301,2225,6441,.6104927062988281,28661,-.1501102447509766,555885,-.6116323471069336,45324,.0511026382446289,1020588,.3880777359008789,114321,-.4148473739624023,130195,-.0274171829223633,147546,2.079021453857422,5706271,.3684787750244141,316742,1.009397506713867,1782670,.4739246368408203,369169,.9637937545776367,112400,-.2789459228515625,671203,-.4093503952026367,427552,-.1641550064086914,229097,341000,matched (3),1037948.4,.90138924,149829.73,244719.86
201103,722860,614,3373,56023,03,0,1,0,0,0,0,0,0,0,0,0,3826,-4.507922172546387,2158211,-.1165828704833984,390343,3.32703971862793,405900,.0919179916381836,231739,-.8255472183227539,305175,895216,.9395637512207031,1912339,10035050,.1028766632080078,6027658,1705568,.4004621505737305,2081945,.0413751602172852,83562,-.8943233489990234,7498761,-.1626749038696289,23895,1.303714752197266,57140,-.3774127960205078,4898,1.596858978271484,1873016,-.3306512832641602,45903,-.2234096527099609,10051,.4948034286499023,746973,-.1115217208862305,1872,-.3250365257263184,4984,-2.113345146179199,3818,1.345745086669922,25539,11280,1935256,-.2051410675048828,396734016,.3956050872802734,4027878,.3977861404418945,545767,.4253168106079102,4880719,.1992826461791992,180709,1736,4318,-.3998918533325195,29512,.0292596817016602,1120094,.7006072998046875,34031,-.286564826965332,469666,-.7761125564575195,75432,-.4157791137695313,34079,-1.340352058410645,112013,-.2755250930786133,5628060,-.0138006210327148,296732,-.0652580261230469,1549023,-.1404876708984375,225592,-.4925260543823242,50872,-.7927513122558594,740911,.0988082885742188,687119,.4744319915771484,60417,289000,matched (3),617311.88,.90138924,187534.63,269458.91
201104,722860,615,3373,184989,04,0,0,1,0,0,0,0,0,0,0,0,4883,.2439393997192383,2243216,.038630485534668,96501,-1.397472381591797,648109,.467951774597168,517197,.8028125762939453,162244,552748,-.4821634292602539,877419,7393540,-.3054780960083008,5640122,1718468,.0075349807739258,2032103,-.02423095703125,245833,1.079063415527344,7413373,-.0114526748657227,6164,-1.35494327545166,239717,1.433955192565918,3959,-.2128353118896484,2061969,.0961112976074219,32769,-.3370475769042969,1430,-1.949997901916504,809113,.0799093246459961,1792,-.043675422668457,8116,.4876041412353516,1204,-1.154077529907227,30440,24267,1972326,.0189743041992188,495304416,.2219066619873047,2127322,-.6383752822875977,298925,-.6019992828369141,5182573,.0600090026855469,644448,4333,4536,.0492534637451172,65567,.7982759475708008,1178125,.050511360168457,50211,.3889627456665039,543770,.1465044021606445,142203,.6340246200561523,46316,.3068065643310547,34013,-1.191872596740723,7794656,.3256731033325195,237344,-.2233190536499023,1493130,-.0367498397827148,276644,.2040033340454102,45131,-.1197433471679688,772994,.0423908233642578,665342,-.0322065353393555,108163,140000,matched (3),1249810.4,.90138924,178229.5,263067.72
201105,722860,616,3373,363831,05,0,0,0,1,0,0,0,0,0,0,0,3933,-.2163572311401367,2247372,.0018510818481445,356870,1.307818412780762,318214,-.711334228515625,339237,-.4217252731323242,368066,1115985,.7025909423828125,1377978,12568343,.530573844909668,13124853,1628737,-.0536289215087891,2212517,.0850591659545898,234507,-.0471668243408203,7567444,.0205698013305664,32378,1.658753395080566,58756,-1.406065940856934,4253,.0716333389282227,3531777,.5381393432617188,30632,-.0674371719360352,96574,4.212635040283203,1135334,.3387432098388672,3713,.728508472442627,5208,-.4436416625976563,2325,.6580705642700195,790,19652,1746169,-.1217899322509766,604156480,.1986598968505859,2636139,.214451789855957,397613,.2852859497070313,6033809,.1520767211914063,235998,3745,14297,1.148004531860352,17790,-1.304435729980469,624338,-.6349878311157227,61721,.2063894271850586,1949198,1.276646614074707,168941,.1722936630249023,69740,.4092864990234375,98670,1.065038681030273,7587183,-.0269775390625,394737,.5087089538574219,1498778,.0037755966186523,333082,.1856565475463867,65253,.3687028884887695,746798,-.0344762802124023,626836,-.0596160888671875,101798,540000,matched (3),1925327.4,.90138924,201945.53,279679.91
201106,722860,617,3373,529015,06,0,0,0,0,1,0,0,0,0,0,0,125890,3.466006278991699,3081033,.3155040740966797,120427,-1.08632755279541,389832,.2029914855957031,350132,.031611442565918,240067,420603,-.9758033752441406,1091409,12668358,.0079269409179688,9296696,2137884,.2720117568969727,2516681,.1288108825683594,230124,-.0188674926757813,10698843,.3462800979614258,5554,-1.762961387634277,99963,.5314064025878906,12643,1.089478492736816,2428454,-.3745460510253906,54631,.5785560607910156,38200,-.9274740219116211,1038440,-.0892066955566406,3844,.034672737121582,2878,-.5931000709533691,2333,.0034351348876953,27056,23986,2419439,.3261117935180664,686321920,.1275138854980469,2385842,-.0997638702392578,240657,-.5021066665649414,6673058,.1006994247436523,135481,1928,8958,-.4675025939941406,40274,.8170690536499023,968463,.4390182495117188,58656,-.050933837890625,976882,-.6908073425292969,122180,-.3240537643432617,71275,.0217714309692383,41052,-.8769416809082031,6525532,-.1507387161254883,297810,-.281764030456543,1641401,.0909004211425781,248448,-.2931547164916992,120097,.6100282669067383,882833,.1673412322998047,762167,.1954803466796875,132986,379000,matched (3),641714.13,.90138924,169555.63,257270.23
201107,722860,618,3373,748201,07,0,0,0,0,0,1,0,0,0,0,0,118688,-.0589103698730469,2449741,-.229283332824707,276292,.8304147720336914,386466,-.008671760559082,240363,-.37615966796875,318578,853945,.7081775665283203,1234695,15357515,.1924972534179688,7704017,2245353,.049046516418457,2680434,.0630369186401367,53774,-1.453827857971191,11926473,.1086254119873047,6201,.1101922988891602,77033,-.2605657577514648,1121,-2.422882080078125,1451793,-.5144557952880859,54260,-.0068140029907227,11597,-1.192089080810547,1019519,-.0183887481689453,526,-1.988967418670654,58782,3.016740322113037,544,-1.455961227416992,52793,29024,2241726,-.076289176940918,542948608,-.2343311309814453,3012830,.2333278656005859,305150,.237431526184082,3986631,-.515131950378418,211357,5007,15083,.5210208892822266,80561,.6933088302612305,958099,-.0107593536376953,60192,.0258493423461914,1934565,.6832723617553711,202729,.5063743591308594,34080,-.7378349304199219,157831,1.346685409545898,7927689,.1946392059326172,283667,-.0486545562744141,1706469,.0388755798339844,215973,-.140080451965332,43477,-1.016068458557129,967941,.0920352935791016,720826,-.0557670593261719,59270,388000,matched (3),304875.44,.90138924,129323.6,232730.44
201108,722860,619,3373,522756,08,0,0,0,0,0,0,1,0,0,0,0,210136,.5712566375732422,2405235,-.0183343887329102,197968,-.3333530426025391,515899,.2888669967651367,719717,1.096707344055176,295719,511961,-.5116186141967773,1213932,8511191,-.5902233123779297,7456145,1703819,-.2759904861450195,2899937,.0787105560302734,305667,1.737706184387207,10431369,-.1339435577392578,38394,1.823190689086914,150907,.6724300384521484,913030,6.702547073364258,2100050,.3691616058349609,8161,-1.894420623779297,545,-3.05771541595459,1124663,.0981521606445313,5250,2.300682544708252,23967,-.8971576690673828,11324,3.035730361938477,25565,36419,1709755,-.2708959579467773,399111904,-.3077735900878906,2347115,-.2496929168701172,267841,-.1304101943969727,5245198,.2743663787841797,148925,3428,56500,1.320672035217285,48172,-.5142364501953125,733273,-.2674322128295898,68651,.1314964294433594,2330156,.1860523223876953,102979,-.6773452758789063,29125,-.1571140289306641,100960,-.4468002319335938,9299428,.1595916748046875,267428,-.0589504241943359,2180243,.2450103759765625,738920,1.230036735534668,32042,-.3051843643188477,880746,-.0944023132324219,590901,-.1987495422363281,259634,353000,matched (3),2804052.3,.90138924,293683.88,351694.56
201109,722860,620,3373,281070,09,0,0,0,0,0,0,0,1,0,0,0,51836,-1.399670600891113,3153948,.2710075378417969,236634,.1784086227416992,541372,.0481958389282227,409988,-.5627298355102539,268269,519531,.0146780014038086,939673,13439276,.4568004608154297,7393544,2480156,.3754491806030273,2455156,-.1664981842041016,169239,-.5911846160888672,12702990,.1970195770263672,3104,-2.515209197998047,179260,.1721735000610352,47409,-2.957956314086914,858324,-.8947343826293945,56182,1.929229736328125,27981,3.938494682312012,863047,-.2647695541381836,74460,2.652033805847168,7725,-1.132216453552246,1973,-1.747369289398193,5877,332652,2676463,.448145866394043,713486720,.5809211730957031,2210177,-.0601139068603516,199391,-.2951259613037109,3927746,-.2892465591430664,492796,4888,13342,-1.443323135375977,46915,-.0264406204223633,410380,-.5804347991943359,69691,.0150356292724609,1424545,-.4920825958251953,90637,-.1276626586914063,41293,.3490962982177734,90025,-.1146373748779297,9311814,.0013313293457031,164508,-.4858913421630859,2736331,.2271814346313477,119706,-1.820151329040527,63025,.6764841079711914,1026932,.1535615921020508,633968,.0703496932983398,25498,291000,matched (3),61566.098,.90138924,185640.91,268144.38
201110,722860,621,3373,1971840,10,0,0,0,0,0,0,0,0,1,0,0,190372,1.300895690917969,2199968,-.3602123260498047,153196,-.4347963333129883,471114,-.1390066146850586,540866,.277043342590332,389545,1103295,.7531299591064453,1246250,11895965,-.1219825744628906,7989320,2001473,-.2144384384155273,2681463,.0881719589233398,281220,.5078248977661133,11809649,-.0729198455810547,116342,3.623842239379883,238054,.2836599349975586,53009,.1116495132446289,1463298,.5334663391113281,51672,-.0836801528930664,27110,-.0316228866577148,808764,-.0649614334106445,38927,-.6485738754272461,154563,2.996139526367188,2944,.4002141952514648,45524,412884,2168052,-.210667610168457,518829728,-.3185863494873047,2592133,.1594085693359375,277725,.3313636779785156,5708984,.3739748001098633,671979,1974,11137,-.1806440353393555,34446,-.3089447021484375,1000571,.8912420272827148,95407,.3140802383422852,1522500,.0665016174316406,64910,-.3338603973388672,50279,.196894645690918,137017,.4200172424316406,4931801,-.6355800628662109,199964,.1951780319213867,2191156,-.2221889495849609,314907,.9672384262084961,149162,.8615016937255859,927554,-.1017799377441406,688960,.0831851959228516,248547,397000,matched (3),1806621.8,.90138924,138308.89,237840.72
201111,722860,622,3373,909673,11,0,0,0,0,0,0,0,0,0,1,0,63283,-1.101363182067871,2060363,-.0655603408813477,107029,-.3586177825927734,164893,-1.049803733825684,432396,-.2238292694091797,668508,427435,-.9482545852661133,1528765,11528055,-.0314159393310547,7272287,1648301,-.1941385269165039,2464657,-.0843095779418945,255083,-.0975475311279297,12414934,.0499820709228516,16346,-1.962551116943359,125168,-.6428403854370117,28993,-.6034069061279297,1819630,.2179403305053711,48829,-.0565919876098633,26570,-.0201196670532227,593305,-.3097991943359375,15575,-.9160213470458984,67034,-.8354015350341797,1039,-1.041510581970215,34136,26136,1773081,-.2011098861694336,442132256,-.1599674224853516,2458677,-.0528583526611328,313143,.1200284957885742,5286759,-.0768356323242188,454533,1776,8155,-.3116416931152344,25662,-.2943820953369141,672349,-.3975486755371094,68702,-.328373908996582,1067014,-.3554897308349609,81077,.2223978042602539,50483,.0040483474731445,84175,-.4872064590454102,4285013,-.1405811309814453,124808,-.4713611602783203,1958641,-.112177848815918,289787,-.0831308364868164,41807,-1.271969795227051,909242,-.0199394226074219,753567,.0896339416503906,103099,166000,matched (3),692690.88,.90138924,77661.086,208494.86
201112,722860,623,3373,1276962,12,0,0,0,0,0,0,0,0,0,0,1,183253,1.063250541687012,2067906,.0036544799804688,138722,.2593717575073242,188645,.1345701217651367,506548,.1582765579223633,552542,765651,.5829248428344727,2221857,17945342,.4425468444824219,3668458,2202514,.2898550033569336,3486400,.3468170166015625,420733,.5004091262817383,11368683,-.0880374908447266,26646,.4886560440063477,115033,-.0844383239746094,63790,.7885417938232422,1266708,-.3622112274169922,30786,-.4612646102905273,43385,.490330696105957,880278,.3945293426513672,4964,-1.143455505371094,71035,.0579729080200195,14573,2.64091157913208,36352,282397,1963024,.1017675399780273,235379760,-.6304092407226563,2306576,-.0638589859008789,221957,-.3441762924194336,4921580,-.0715751647949219,612416,9067,15592,.6481266021728516,53866,.7414884567260742,1481894,.7902994155883789,78331,.1311655044555664,1207670,.1238288879394531,82251,.0143756866455078,32944,-.4268274307250977,252775,1.099601745605469,6305681,.3863277435302734,284030,.8223037719726563,2197495,.1150674819946289,308757,.0634088516235352,43886,.0485324859619141,1224342,.2975473403930664,521961,-.3672246932983398,289102,243000,matched (3),924441.69,.90138924,95646.32,215840.41
201201,722860,624,3373,1235592,01,0,0,0,0,0,0,0,0,0,0,0,175910,-.0408954620361328,2430298,.1614770889282227,113822,-.1978359222412109,613249,1.178904533386231,148704,-1.225661277770996,374481,717961,-.0643110275268555,1884924,6342130,-1.040115356445313,6406666,2163962,-.0176591873168945,2337585,-.3997516632080078,197409,-.7567205429077148,12400989,.0869140625,9066,-1.078107833862305,56198,-.7163372039794922,79107,.215205192565918,2607547,.7219877243041992,35605,.1454267501831055,28752,-.4114065170288086,805220,-.0891218185424805,4674,-.0601959228515625,16234,-1.476064682006836,1387,-2.35202693939209,5834,201664,1918054,-.0231752395629883,230413072,-.0213260650634766,2724680,.1665868759155273,180313,-.207789421081543,5609054,.1307516098022461,1258674,5278,3287,-1.556782722473145,67358,.2235221862792969,855768,-.549077033996582,71783,-.0872955322265625,451002,-.9849767684936523,69699,-.1655893325805664,31652,-.0400075912475586,24953,-2.315505981445313,3830107,-.4985580444335938,149816,-.6396722793579102,1757247,-.2235698699951172,180730,-.5355510711669922,91251,.7320184707641602,557883,-.7860088348388672,837038,.4722766876220703,26910,240000,matched (3),1240327.5,.90138924,124805.72,230250.58
201202,722860,625,3373,175093,02,1,0,0,0,0,0,0,0,0,0,0,198041,.1185016632080078,1814112,-.2924175262451172,98545,-.1441230773925781,490331,-.2236909866333008,202367,.3081254959106445,195751,570324,-.2302112579345703,1131452,21103288,1.202213287353516,6014558,1868617,-.1467418670654297,2842808,.195673942565918,76438,-.9487981796264648,10333918,-.1823444366455078,2318,-1.363826751708984,86139,.4270801544189453,39027,-.706547737121582,1646890,-.4595212936401367,23843,-.400996208190918,1944,-2.69395923614502,802697,-.003138542175293,3276,-.3553924560546875,9204,-.567469596862793,444,-1.139073848724365,103064,27567,1592699,-.1858806610107422,482081568,.7382392883300781,2312294,-.1641111373901367,117221,-.430633544921875,4671022,-.1830034255981445,294598,3213,4857,.3904457092285156,18268,-1.30487060546875,694536,-.2087554931640625,74649,.039149284362793,1021755,.817805290222168,55442,-.2288484573364258,72889,.834136962890625,119345,1.565024375915527,1970209,-.6647529602050781,365389,.8915548324584961,2279214,.2600822448730469,204105,.1216306686401367,155395,.5323562622070313,649232,.1516408920288086,677896,-.2108755111694336,182719,352000,matched (3),529597.5,.90138924,106931.91,221073.06
201203,722860,626,3373,669505,03,0,1,0,0,0,0,0,0,0,0,0,2042,-4.574543952941895,5693691,1.143762588500977,133149,.3009557723999023,447983,-.0903253555297852,263466,.2638416290283203,171920,590542,.0348367691040039,1134575,13781305,-.4261150360107422,7504976,1758426,-.0607795715332031,2912242,.0241308212280273,264103,1.239859580993652,7253649,-.3539266586303711,35682,2.733942031860352,93631,.083399772644043,25208,-.4370927810668945,1962762,.1754646301269531,63866,.9852972030639648,7934,1.40640926361084,872507,.0833930969238281,3573,.0867824554443359,5888,-.4467220306396484,850,.649411678314209,23274,38417,1809719,.1277408599853516,644295488,.2900447845458984,2538020,.093144416809082,302800,.9490118026733398,4516730,-.0335903167724609,447661,2139,5889,.1926651000976563,66629,1.293989181518555,846711,.198115348815918,86180,.1436405181884766,766481,-.2874670028686523,180800,1.182053565979004,32164,-.8180904388427734,71033,-.5188741683959961,3888795,.6799592971801758,405570,.1043310165405273,1615166,-.3443927764892578,227702,.1094036102294922,69318,-.8072662353515625,686056,.0551691055297852,737560,.0843534469604492,136638,292000,matched (3),774178.44,.90138924,76847.531,208193.19
201204,722860,627,3373,692266,04,0,0,1,0,0,0,0,0,0,0,0,517472,5.535025596618652,2608907,-.7804279327392578,156380,.1608200073242188,449910,.0042924880981445,250236,-.0515203475952148,306714,216927,-1.001480102539063,936767,12038795,-.1351795196533203,4689314,1837257,.0438547134399414,3214054,.0986099243164063,253107,-.0425271987915039,7913351,.0870466232299805,14589,-.894378662109375,66105,-.3481168746948242,63514,.9240989685058594,1794260,-.0897598266601563,43711,-.3791875839233398,9661,.1969404220581055,423501,-.7228145599365234,13348,1.317960739135742,2777,-.7515454292297363,1654,.6657156944274902,38838,91118,1851049,.0225811004638672,301423904,-.7596397399902344,1540310,-.4994001388549805,436228,.3650922775268555,4202029,-.0722208023071289,1206388,2646,5031,-.1574678421020508,34213,-.666534423828125,863656,.0198154449462891,111218,.2550544738769531,1375776,.5849628448486328,69319,-.9586725234985352,50915,.4593095779418945,40590,-.5596227645874023,4038798,.0378475189208984,114899,-1.261240005493164,2304634,.3554840087890625,254394,.1108455657958984,183597,.9740390777587891,784771,.1344318389892578,773171,.0471525192260742,126797,371000,matched (3),486467.63,.90138924,110694.54,222917.34
201205,722860,628,3373,979142,05,0,0,0,1,0,0,0,0,0,0,0,6239,-4.418135643005371,6995492,.9863348007202148,94206,-.5068044662475586,565835,.2292547225952148,418610,.5145349502563477,483156,645766,1.090876579284668,975679,14907846,.2137546539306641,6988317,2531429,.3205099105834961,2786541,-.1427316665649414,231447,-.0894613265991211,10045679,.2385921478271484,55034,1.327683448791504,123611,.6258945465087891,78778,.2153739929199219,1868024,.040287971496582,45823,.0471858978271484,10525,.0856561660766602,441949,.0426387786865234,684,-2.971163749694824,2622,-.0574336051940918,1852,.1130695343017578,35291,284888,1992038,.0734062194824219,511305440,.5284481048583984,2121668,.3202180862426758,344814,-.2351598739624023,4178774,-.005549430847168,1318109,4873,8737,.5519485473632813,47513,.3283977508544922,1317343,.4221973419189453,94639,-.1614227294921875,1752779,.2421846389770508,101985,.3861074447631836,160954,1.150960922241211,112191,1.016681671142578,5672582,.3396978378295898,410780,1.274003982543945,2691010,.1549949645996094,294585,.1466836929321289,588,-5.743771553039551,947690,.1886358261108398,858295,.1044483184814453,174361,341000,matched (3),1007296.1,.90138924,120818.88,228114.14
201206,722860,629,3373,51835,06,0,0,0,0,1,0,0,0,0,0,0,4299,-.3724374771118164,4607612,-.4175558090209961,48897,-.6557683944702148,426745,-.2821159362792969,503871,.1853809356689453,471258,498712,-.2584085464477539,893708,14352320,-.0379772186279297,6112292,2520983,-.0041351318359375,2714346,-.0262508392333984,226174,-.0230464935302734,10367052,.0314884185791016,148,-5.91849422454834,96145,-.25128173828125,23627,-1.204243659973145,1773064,-.0521717071533203,31328,-.3802738189697266,1591,-1.88939094543457,448431,.0145597457885742,507,-.2994470596313477,1979,-.2813458442687988,1004,-.612274169921875,4961,251966,2012546,.0102415084838867,495244224,-.0319156646728516,1571096,-.3004283905029297,335677,-.02685546875,4073073,-.0256195068359375,734212,3056,8162,-.0680780410766602,32380,-.3834629058837891,616147,-.7598867416381836,114349,.1891860961914063,1578284,-.1048641204833984,95621,-.0644340515136719,64337,-.9169836044311523,15666,-1.968709945678711,4614506,-.2064399719238281,403955,-.016754150390625,1724201,-.4451532363891602,339230,.1411104202270508,102037,5.156363487243652,1083474,.1339006423950195,708616,-.1916341781616211,94958,184000,matched (3),148251.67,.90138924,93360.18,214837.11
201207,722860,630,3373,87085,07,0,0,0,0,0,1,0,0,0,0,0,4326,.006260871887207,4739390,.0281982421875,130003,.9778413772583008,610575,.3582143783569336,408320,-.2102689743041992,846713,551486,.1005878448486328,831492,15493365,.0764999389648438,6489167,2429382,-.0370111465454102,3506643,.256108283996582,255838,.1232404708862305,10635463,.0255622863769531,17608,4.778896331787109,86316,-.1078424453735352,81068,1.232897758483887,1501183,-.1664562225341797,35169,.1156530380249023,30255,2.94529914855957,635746,.3490447998046875,997,.6762399673461914,934,-.7508702278137207,732,-.3159670829772949,25709,414615,1640215,-.2045726776123047,38939388,-2.543045043945313,1349832,-.1517934799194336,351840,.047027587890625,4808341,.1659536361694336,1969685,2015,2086,-1.364240646362305,15952,-.7079563140869141,969530,.4533262252807617,62368,-.6062030792236328,1270454,-.2169637680053711,294413,1.124591827392578,86082,.2911653518676758,67481,1.460352897644043,3757512,-.2054471969604492,284220,-.3515548706054688,2338616,.3047952651977539,106466,-1.158852577209473,84502,-.1885604858398438,873417,-.21551513671875,577198,-.2051286697387695,91696,146000,matched (3),210149.2,.90138924,112603.13,223871.22
201208,722860,631,3373,1674692,08,0,0,0,0,0,0,1,0,0,0,0,5230,.1897678375244141,5024619,.058441162109375,74098,-.562169075012207,364897,-.5147857666015625,349568,-.1553535461425781,593595,267101,-.7249898910522461,1044052,11461749,-.3013954162597656,4342755,2378828,-.0210294723510742,3135392,-.1119050979614258,227919,-.1155548095703125,12130755,.1315498352050781,19825,.1185903549194336,142330,.5001335144042969,925646,2.435203552246094,1414779,-.0592794418334961,13082,-.9889278411865234,1066,-3.345748424530029,1040186,.4923553466796875,4611,1.531449317932129,92454,4.594989776611328,1240,.5270862579345703,72678,362377,1560063,-.0501012802124023,428212864,2.397615432739258,1656342,.2046308517456055,59894,-1.770600318908691,5319454,.1010189056396484,102516,1637,2420,.1485195159912109,40597,.9341096878051758,500221,-.6617612838745117,105336,.5241031646728516,43666,-3.370559692382813,60780,-1.577723503112793,56207,-.4262590408325195,180147,.9819269180297852,4998635,.2854070663452148,239200,-.1724481582641602,1413636,-.5033941268920898,274947,.9487533569335938,17620,-1.567740440368652,841799,-.0368719100952148,231325,-.9143619537353516,100857,494000,matched (3),1693651.5,.90138924,189591.11,270894.16
201209,722860,632,3373,2702519,09,0,0,0,0,0,0,0,1,0,0,0,168352,3.471646308898926,2587034,-.6638374328613281,99451,.2942771911621094,697052,.6472454071044922,649153,.6189708709716797,112667,418338,.4486627578735352,967414,14266513,.2188987731933594,4695700,2437071,.0241889953613281,2373475,-.2783985137939453,222970,-.0219526290893555,12907070,.0620307922363281,32471,.493403434753418,144817,.0173225402832031,496995,-.6219120025634766,1557232,.0959358215332031,96092,1.99406909942627,34443,3.475392818450928,650323,-.4696855545043945,18020,1.363037109375,192968,.7358131408691406,1402,.1227884292602539,30878,505938,1654705,.0588970184326172,649364800,.4163742065429688,2049761,.2131118774414063,349550,1.764069557189941,5072527,-.0475311279296875,260790,2289,8201,1.220488548278809,36258,-.1130342483520508,1097347,.7856006622314453,125342,.1738901138305664,1730181,3.679410934448242,137777,.8183765411376953,68578,.1989307403564453,27695,-1.87252140045166,3416344,-.3805932998657227,355104,.3951101303100586,1767632,.223475456237793,161910,-.5295381546020508,132502,2.017563819885254,916690,.0852279663085938,650824,1.034416198730469,305875,114000,matched (3),2704338,.90138924,184333.23,267240.72
