period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1320c703,growth1320c703,Y1431c620,growth1431c620,Y1436c428,growth1436c428,Y1488c807,growth1488c807,Y1703c757,growth1703c757,Y1708c300,growth1708c300,Y1782c442,Y1787c703,growth1787c703,Y1973c372,growth1973c372,Y2057c608,Y2075c688,growth2075c688,Y2544c752,growth2544c752,Y2554c818,Y2647c705,growth2647c705,Y2731c124,growth2731c124,Y2758c600,Y2908c442,Y2952c616,growth2952c616,Y2962c440,growth2962c440,Y3146c152,growth3146c152,Y3478c484,growth3478c484,Y3490c757,growth3490c757,Y3553c620,growth3553c620,Y3606c32,Y3643c381,Y3697c440,growth3697c440,Y3721c381,Y3841c68,growth3841c68,Y3970c498,Y3973c352,growth3973c352,Y4086c372,growth4086c372,Y415c372,growth415c372,Y415c440,growth415c440,Y4187c222,growth4187c222,Y4206c376,Y4255c642,Y4279c484,growth4279c484,Y4292c703,growth4292c703,Y4299c608,Y4327c352,growth4327c352,Y4329c222,growth4329c222,Y4511c792,growth4511c792,Y4532c442,Y4541c251,growth4541c251,Y4612c218,Y4740c124,growth4740c124,Y4807c352,growth4807c352,Y4867c348,growth4867c348,Y621c752,growth621c752,Y948c484,growth948c484,_merge,x,r2,s,sf
201011,730640,610,3410,716715,11,0,0,0,0,0,0,0,0,0,1,0,22624,.540766716003418,3115694,-.0997991561889648,102135,1.176085472106934,38389,-.5199947357177734,478357,-.0584001541137695,96340,-.2091360092163086,288965,59106,.2970762252807617,130844,-.3033857345581055,4654742,19616,-.5057249069213867,63325,-.2620668411254883,212826,176304,.4186534881591797,426264,.1977519989013672,9819,67913,70999,-.4790964126586914,2152,-1.829379558563232,224376,.3385677337646484,492130,.063136100769043,315642,-.1770153045654297,489804,-.2977943420410156,5250863,564044,131844,-.1500730514526367,448657,35463,.6126422882080078,22680,19161,.1111698150634766,196232,.8435287475585938,362951,.6977396011352539,22618,-1.103977203369141,8855,-.9837751388549805,25545000,944747,4641093,.3551321029663086,3972365,1.810051918029785,963030,46751,-.1006603240966797,1355969,.397491455078125,501749,.1744394302368164,2837887,1862078,-.1278276443481445,167510,9697452,-.0713520050048828,2674,-1.660682678222656,13886,-.0581226348876953,916621,.1496429443359375,329295,-.228825569152832,matched (3),2775552,.8257944,453416.09,660386.63
201012,730640,611,3410,420645,12,0,0,0,0,0,0,0,0,0,0,1,304,-4.309739112854004,1804411,-.5462179183959961,36212,-1.036905288696289,32106,-.1787271499633789,399106,-.1811304092407227,21705,-1.490341186523438,245600,22987,-.9444026947021484,58707,-.8014469146728516,4363830,8789,-.8028450012207031,71168,.1167631149291992,232586,144143,-.2014036178588867,877257,.72174072265625,12455,28909,39074,-.5972080230712891,6004,1.026028156280518,212009,-.0566940307617188,339111,-.3724145889282227,272461,-.1471128463745117,443196,-.0999937057495117,5355959,1501265,166635,.234187126159668,400613,18309,-.6610965728759766,67418,22150,.1449604034423828,104505,-.6300621032714844,320767,-.1235523223876953,30047,.2840166091918945,30922,1.250485420227051,26643000,721505,2029651,-.8270854949951172,2416381,-.4970903396606445,2458825,50446,.0760679244995117,737313,-.6092586517333984,594263,.1692218780517578,2533207,1394116,-.2894325256347656,153879,13822208,.3544139862060547,5319,.6877098083496094,32028,.8357295989990234,849632,-.0758914947509766,406104,.20965576171875,matched (3),1287587.1,.8257944,394879.75,621654.5
201101,730640,612,3410,395457,01,0,0,0,0,0,0,0,0,0,0,0,6693,3.091790199279785,2240324,.2163867950439453,24566,-.3880271911621094,23441,-.3145570755004883,283025,-.3436918258666992,31904,.385188102722168,464861,84328,1.299784660339356,140436,.8721933364868164,2631964,21256,.8831386566162109,54095,-.2743015289306641,102901,71247,-.7046527862548828,1070051,.1986618041992188,5261,34068,84368,.7697305679321289,5601,-.0694808959960938,84183,-.9236364364624023,857844,.9280939102172852,203662,-.2910337448120117,769929,.5522861480712891,5228169,1061252,89993,-.6160745620727539,388108,35224,.6543350219726563,26759,12373,-.5823202133178711,49067,-.7560482025146484,24818,-2.559145927429199,53506,.577031135559082,4874,-1.847552299499512,23177000,679369,2946869,.3728790283203125,461147,-1.656309127807617,1518083,39375,-.247772216796875,1530131,.7300958633422852,525902,-.1222066879272461,2166177,1652605,.1700925827026367,232723,17881120,.2574691772460938,1840,-1.061519622802734,20013,-.4702281951904297,1314464,.4363813400268555,226342,-.5845623016357422,matched (3),1058981.6,.8257944,383962.44,614777.63
201102,730640,613,3410,812291,02,1,0,0,0,0,0,0,0,0,0,0,13431,.696502685546875,2680356,.1793289184570313,59977,.8925981521606445,43458,.6173086166381836,373449,.2772464752197266,56766,.5762062072753906,760713,169166,.6961669921875,152261,.0808439254760742,6943993,19611,-.0805482864379883,15969,-1.220091819763184,150882,136238,.6482505798339844,1067908,-.0020046234130859,2241,39418,46069,-.6050472259521484,18443,1.191740036010742,175418,.7341794967651367,708284,-.1915769577026367,263404,.2572269439697266,336563,-.8275127410888672,4622771,1844949,298169,1.197928428649902,567839,176594,1.612125396728516,32702,63421,1.634278297424316,131011,.9820938110351563,304311,2.506481170654297,55929,.0442886352539063,5240,.0724058151245117,23400000,1138496,1755738,-.5178537368774414,706227,.4262199401855469,2290546,30094,-.2688055038452148,854790,-.5822525024414063,492060,-.0665149688720703,2447416,1642616,-.0060625076293945,112521,9279518,-.6559371948242188,746,-.9027953147888184,16010,-.2231683731079102,1033311,-.2406606674194336,214301,-.0546655654907227,matched (3),1835831.4,.8257944,318969.13,576424.88
201103,730640,614,3410,1109860,03,0,1,0,0,0,0,0,0,0,0,0,21544,.4725322723388672,3765903,.3400382995605469,170839,1.046760559082031,18639,-.8465385437011719,615637,.4998760223388672,65515,.1433420181274414,3550804,154353,-.0916385650634766,218047,.3591146469116211,10992502,13247,-.3923196792602539,38623,.8831987380981445,347627,145947,.0688400268554688,1582024,.3930034637451172,21510,35207,511506,2.407218933105469,24956,.30242919921875,152652,-.1390113830566406,320121,-.7941455841064453,243677,-.077845573425293,544508,.4810972213745117,5667574,2451253,135965,-.7852621078491211,267017,90002,-.6740217208862305,666,169493,.9830160140991211,43866,-1.094141006469727,428827,.3430032730102539,60741,.0825357437133789,4692,-.1104621887207031,29819000,1111060,6782676,1.351482391357422,896118,.2381353378295898,2944077,95089,1.150486946105957,1215345,.3519268035888672,671846,.3114290237426758,2880518,2167983,.2775068283081055,256547,10042908,.0790576934814453,16723,3.109815120697022,24176,.4121465682983398,1770202,.538325309753418,299438,.3345260620117188,matched (3),2842920,.8257944,314156.56,573775.81
201104,730640,615,3410,754436,04,0,0,1,0,0,0,0,0,0,0,0,10109,-.7566709518432617,2636934,-.3563709259033203,229971,.2972316741943359,16267,-.1361179351806641,510770,-.1867380142211914,63819,-.0262279510498047,2459025,199357,.255854606628418,107924,-.7032833099365234,8383590,41063,1.131336212158203,22428,-.5435380935668945,274289,130785,-.1096887588500977,1257156,-.2298526763916016,4821,29982,93901,-1.69511890411377,12339,-.7043495178222656,73065,-.736811637878418,360309,.1182622909545898,320019,.2725372314453125,437551,-.21868896484375,4837338,1060361,154665,.1288633346557617,349973,17501,-1.637574195861816,48718,92798,-.602386474609375,56633,.2554521560668945,269365,-.4649868011474609,7156,-2.138667106628418,10707,.8250389099121094,21023000,958763,873865,-2.049201011657715,1141062,.2416419982910156,1526954,40593,-.8512172698974609,1133026,-.0701360702514648,590310,-.1293811798095703,2575601,1558581,-.330021858215332,211138,6561579,-.4256353378295898,6265,-.981806755065918,13041,-.6172618865966797,1381088,-.2482223510742188,280562,-.0651130676269531,matched (3),2408441.8,.8257944,234698.13,534422.63
201105,730640,616,3410,739345,05,0,0,0,1,0,0,0,0,0,0,0,2999,-1.215147972106934,2587780,-.0188169479370117,266200,.1462945938110352,24237,.3987417221069336,318534,-.4721899032592773,1334,-3.867869377136231,5159246,181283,-.0950374603271484,192631,.5793485641479492,6024786,34412,-.1767024993896484,38610,.5432014465332031,153751,110312,-.1702423095703125,677784,-.6177787780761719,5432,20044,38449,-.8929080963134766,22360,.5945091247558594,71356,-.0236673355102539,842018,.8488397598266602,419291,.2701845169067383,337788,-.2587747573852539,3938859,758592,240810,.4427471160888672,363513,57292,1.185903549194336,43075,81421,-.1307916641235352,26269,-.7682027816772461,62417,-1.462229728698731,36706,1.634988784790039,22663,.7498359680175781,22912000,995944,864051,-.0112943649291992,955514,-.1774654388427734,1601402,50973,.2277002334594727,1534106,.3030567169189453,769269,.2647924423217773,2326537,1598047,.0250072479248047,235178,8398892,.2468681335449219,5479,-.1340560913085938,12296,-.0588245391845703,880203,-.4504737854003906,352217,.2274532318115234,matched (3),3550509.5,.8257944,375552.78,609560.69
201106,730640,617,3410,2594057,06,0,0,0,0,1,0,0,0,0,0,0,9424,1.144981384277344,3396979,.2720861434936523,355869,.2903146743774414,52136,.7659759521484375,754993,.8629789352416992,37251,3.329497337341309,5420636,75738,-.8727798461914063,306587,.4647254943847656,9296971,60877,.5704507827758789,145204,1.324627876281738,189384,253268,.8311357498168945,925566,.3115768432617188,9729,26546,81515,.7514543533325195,22109,-.0112886428833008,205245,1.056522369384766,472935,-.57684326171875,437836,.043278694152832,594089,.564610481262207,4927872,938227,146307,-.4983015060424805,533809,50034,-.1354579925537109,243339,141085,.5497293472290039,35399,.2982940673828125,68277,.0897359848022461,42334,.1426506042480469,5722,-1.376415252685547,24158000,1380385,317554,-1.000983238220215,1654937,.5492696762084961,1178222,91006,.5796298980712891,898304,-.5351953506469727,817087,.0603046417236328,2587034,1739596,.0848703384399414,260425,12658072,.4101953506469727,10244,.6257696151733398,11611,-.0573215484619141,1448498,.4981298446655273,411991,.1567535400390625,matched (3),3166400.3,.8257944,364543.06,602839.94
201107,730640,618,3410,1028470,07,0,0,0,0,0,1,0,0,0,0,0,18743,.6875600814819336,2686700,-.2345724105834961,216897,-.4951400756835938,54408,.0426549911499023,67711,-2.411459922790527,33064,-.1192340850830078,3816405,311326,1.41356086730957,89438,-1.231955528259277,4187076,13333,-1.518613815307617,15006,-2.269689559936523,237382,117642,-.7668018341064453,838374,-.0989418029785156,3330,48013,146266,.5846395492553711,16939,-.2663660049438477,41822,-1.590781211853027,56633,-2.122365951538086,345633,-.2364664077758789,418530,-.35028076171875,4429133,837896,99708,-.3834609985351563,530393,46687,-.0692377090454102,292724,354518,.9213972091674805,219170,1.823163986206055,38431,-.5747089385986328,3737,-2.427308082580566,3138,-.6007328033447266,20923000,1230770,1047486,1.193499565124512,639284,-.9511699676513672,892316,65777,-.3246555328369141,1419752,.4577293395996094,766269,-.0642118453979492,2946301,1645338,-.0557069778442383,232982,8239610,-.4293422698974609,1809,-1.733918190002441,26617,.8295974731445313,1148965,-.2316656112670898,229130,-.5867118835449219,matched (3),2511284,.8257944,256536.86,544367.06
201108,730640,619,3410,1635675,08,0,0,0,0,0,0,1,0,0,0,0,13353,-.3390789031982422,2407096,-.1098928451538086,54973,-1.372580528259277,28531,-.6455202102661133,572458,2.134690284729004,41207,.2201633453369141,6440825,170452,-.602386474609375,122759,.3166770935058594,6941656,6749,-.6808481216430664,15218,.0140285491943359,158291,114016,-.0313072204589844,623979,-.2953472137451172,21554,65763,22686,-1.863678932189941,16156,-.047327995300293,164618,1.370204925537109,353374,1.830934524536133,562650,.4872798919677734,652082,.4434213638305664,4925998,1221407,263580,.9721107482910156,250945,149685,1.165067672729492,16816,642663,.5948610305786133,125742,-.5556154251098633,66016,.5410327911376953,68561,2.909440994262695,18655,1.782528877258301,26674000,1313783,345089,-1.110345840454102,762417,.1761445999145508,1383235,34316,-.6506586074829102,1104544,-.2510499954223633,925808,.1891336441040039,2788709,1585963,-.0367546081542969,388115,9618067,.1546897888183594,4060,.8084087371826172,19177,-.3278379440307617,1472280,.247950553894043,291791,.2417478561401367,matched (3),3515890.3,.8257944,415944.25,635243.25
201109,730640,620,3410,1198108,09,0,0,0,0,0,0,0,1,0,0,0,9720,-.3175554275512695,2393616,-.0056161880493164,95872,.5561714172363281,40409,.3480615615844727,556226,-.0287647247314453,35361,-.1529989242553711,3546738,189402,.1054172515869141,298299,.8878726959228516,6621011,2579,-.9619922637939453,11576,-.2735443115234375,94324,85027,-.293370246887207,504194,-.2131557464599609,290,46306,62128,1.007449150085449,7868,-.719487190246582,180523,.0922307968139648,201663,-.5609283447265625,321736,-.5589256286621094,301303,-.7720537185668945,3722796,799307,176314,-.4020900726318359,454713,132300,-.1234607696533203,60765,31059,-3.029731750488281,71053,-.570805549621582,81512,.2108526229858398,93074,.3056707382202148,9965,-.6270360946655273,20700000,1246650,493460,.3576393127441406,1051377,.3213624954223633,644180,52351,.4223594665527344,1049483,-.0511341094970703,679474,-.3093481063842773,2524096,1464756,-.079503059387207,267943,10345002,.0728607177734375,2059,-.6789622306823731,17350,-.1001195907592773,967056,-.4203109741210938,419898,.3639745712280273,matched (3),987649.13,.8257944,265401.06,548600.06
201110,730640,621,3410,1337435,10,0,0,0,0,0,0,0,0,1,0,0,22862,.855290412902832,2261386,-.0568265914916992,62067,-.4347991943359375,41588,.0287590026855469,123315,-1.50643253326416,24931,-.3494977951049805,3590040,158400,-.1787481307983398,78545,-1.334424018859863,7835593,52611,3.015523910522461,11623,.0040521621704102,185576,110484,.26190185546875,534736,.058812141418457,14857,24561,70784,.1304359436035156,14210,.5911417007446289,216118,.1799659729003906,719942,1.27257251739502,281670,-.13299560546875,631516,.7400074005126953,4214269,693126,176817,.0028486251831055,467635,81060,-.4898824691772461,56076,129326,1.426447868347168,119660,.5212278366088867,55537,-.3837003707885742,28694,-1.176706314086914,25210,.9281625747680664,18440000,1472349,1147185,.8436250686645508,570005,-.6122102737426758,924199,54233,.0353183746337891,1224243,.1540250778198242,600080,-.1242561340332031,2815418,1278715,-.1358327865600586,323007,12228218,.1672439575195313,14367,1.942713260650635,18997,.0906887054443359,689234,-.3386754989624023,253575,-.5043525695800781,matched (3),1411613,.8257944,213866.63,525607.5
201111,730640,622,3410,957085,11,0,0,0,0,0,0,0,0,0,1,0,10736,-.7558736801147461,1594196,-.3496084213256836,37147,-.513331413269043,18757,-.7962446212768555,548584,1.492598533630371,21500,-.1480588912963867,4666816,119361,-.2829704284667969,190610,.8865575790405273,4876962,32821,-.4718570709228516,47134,1.400008201599121,156330,62380,-.5716257095336914,558013,.0426092147827148,18340,18301,35150,-.7000083923339844,4628,-1.121820449829102,184440,-.1585006713867188,493214,-.3782272338867188,321258,.1315078735351563,580290,-.0845956802368164,4085117,370241,148553,-.1741733551025391,391429,65950,-.2062931060791016,50662,23697,-1.696988105773926,115719,-.0334892272949219,50770,-.0897436141967773,31098,.0804557800292969,14114,-.5800743103027344,18049000,1204156,2574951,.8085193634033203,445572,-.2462863922119141,579855,71916,.2822093963623047,1025859,-.176793098449707,546577,-.0933876037597656,2643162,1201550,-.0622434616088867,231712,11923447,-.0252399444580078,18541,.2550506591796875,10669,-.5769386291503906,941180,.3115530014038086,188298,-.297633171081543,matched (3),859395.19,.8257944,238231.8,535983.88
201112,730640,623,3410,1689144,12,0,0,0,0,0,0,0,0,0,0,1,8408,-.2444190979003906,1279972,-.2195320129394531,150968,1.40218448638916,33702,.5859899520874023,429789,-.2440462112426758,53665,.914708137512207,3309550,109768,-.0837841033935547,21635,-2.17591667175293,6487885,9774,-1.211342811584473,7657,-1.817374229431152,390494,127896,.7179727554321289,822501,.3879671096801758,1577,35280,31777,-.1008815765380859,16070,1.244829177856445,178845,-.0308046340942383,1038769,.7448482513427734,200429,-.4717836380004883,404825,-.3600730895996094,4572845,460830,185012,.2194786071777344,510976,144512,.7844657897949219,13693,40922,.5463190078735352,104718,-.0998935699462891,35229,-.3654365539550781,28226,-.0968999862670898,2875,-1.591114044189453,18279000,1339005,2188604,-.1625661849975586,526462,.1668195724487305,724113,44200,-.4867744445800781,1248168,.1961469650268555,555310,.0158510208129883,2032663,1232447,.0253896713256836,259825,23283348,.6692314147949219,2459,-2.020229816436768,13245,.2162771224975586,1165630,.2138824462890625,203368,.076991081237793,matched (3),2072967.3,.8257944,291112.47,561489.81
201201,730640,624,3410,1881797,01,0,0,0,0,0,0,0,0,0,0,0,12348,.3843107223510742,1979681,.4360980987548828,38124,-1.376223564147949,34590,.0260076522827148,282432,-.419856071472168,20093,-.9823894500732422,5035428,198447,.5921535491943359,149630,1.933853149414063,5246612,1129,-2.158393383026123,27655,1.284186363220215,240105,190174,.3967218399047852,1186227,.3661832809448242,8392,52097,98393,1.130227088928223,17365,.0775022506713867,222901,.2202081680297852,1423319,.3149547576904297,292347,.3774814605712891,390392,-.0363035202026367,5856282,1634405,294099,.463496208190918,421464,182145,.231440544128418,50400,41625,.017033576965332,168403,.4750881195068359,30665,-.1387472152709961,60698,.7656669616699219,22330,2.049878120422363,22263000,832933,541085,-1.397442817687988,1156154,.7866754531860352,1629722,49087,.1048698425292969,1447219,.1479663848876953,652726,.1616315841674805,1756177,940736,-.2700948715209961,232031,29319192,.2305030822753906,15186,1.820619106292725,34082,.9451494216918945,1774747,.4203968048095703,278102,.3129701614379883,matched (3),2364717.3,.8257944,330907.44,583115.81
201202,730640,625,3410,749028,02,1,0,0,0,0,0,0,0,0,0,0,8225,-.406315803527832,1884023,-.0495262145996094,144070,1.329455375671387,21703,-.4661140441894531,185089,-.4226007461547852,30336,.4119634628295898,3966817,155438,-.2442750930786133,140522,-.0628023147583008,6831032,2197,.6657605171203613,112272,1.401118278503418,205165,96986,-.6733732223510742,1305895,.0961112976074219,3931,31090,146468,.3978376388549805,15474,-.11529541015625,330432,.3936738967895508,927970,-.4277467727661133,171053,-.5359687805175781,358439,-.085392951965332,3793580,829343,103831,-1.041152000427246,634329,71711,-.9321584701538086,33752,11610,-1.276834487915039,11024,-2.726284980773926,90955,1.08724308013916,24708,-.8987836837768555,20626,-.0793781280517578,20987000,1075704,490330,-.0984983444213867,425731,-.9990463256835938,1015451,37356,-.2731008529663086,829044,-.5571250915527344,625187,-.0431070327758789,2270799,1302088,.3250617980957031,184129,9083034,-1.171833038330078,5492,-1.017081260681152,23605,-.3673105239868164,979092,-.59478759765625,216746,-.2492609024047852,matched (3),1262074.3,.8257944,199510.23,519931.41
201203,730640,626,3410,1489479,03,0,1,0,0,0,0,0,0,0,0,0,18592,.8155527114868164,2358240,.2245054244995117,168612,.1573009490966797,76839,1.264262199401856,495820,.9853754043579102,47431,.4469413757324219,2163063,203917,.2714662551879883,197487,.3403091430664063,5239978,10773,1.589950561523438,22732,-1.597151756286621,341069,138180,.3539905548095703,1848297,.3473758697509766,15470,31392,61544,-.8670549392700195,8549,-.5933465957641602,297283,-.1057167053222656,539476,-.5424013137817383,300393,.5631189346313477,560796,.4475984573364258,5127142,888044,143373,.3226852416992188,681462,81127,.1233711242675781,278732,277668,3.174559593200684,48998,1.491704940795898,112919,.2163057327270508,384755,2.745479583740234,3444,-1.789918899536133,20351000,1181254,667289,.3081445693969727,873398,.7185831069946289,847754,39101,.045654296875,1320124,.4652070999145508,678519,.0818614959716797,2693492,1980902,.4195833206176758,268395,10931409,.1852321624755859,12295,.8059005737304688,9874,-.8715534210205078,1442645,.3876075744628906,319859,.3891534805297852,matched (3),1521863.9,.8257944,250725.64,541652.75
201204,730640,627,3410,833344,04,0,0,1,0,0,0,0,0,0,0,0,14880,-.222712516784668,1884627,-.2241849899291992,33821,-1.606518745422363,24834,-1.129498481750488,305298,-.48492431640625,1961,-3.185822010040283,2381993,84005,-.8868370056152344,118755,-.5086097717285156,7966196,30710,1.047545433044434,5725,-1.378931045532227,257538,65059,-.7532625198364258,1049589,-.5658664703369141,11138,22625,42429,-.3719205856323242,27845,1.180838584899902,240258,-.2129716873168945,693452,.2510833740234375,316106,.0509853363037109,387022,-.370875358581543,3563417,437834,92191,-.4415874481201172,379974,10638,-2.031582832336426,18218,28348,-2.281869888305664,45121,-.0824317932128906,103398,-.0880851745605469,67122,-1.746094703674316,3481,.010685920715332,17289000,1144689,2621360,1.36822509765625,513764,-.5306272506713867,569898,28569,-.3138256072998047,933646,-.3463830947875977,635679,-.0652189254760742,2369423,836248,-.8623819351196289,199611,8952861,-.1996669769287109,4371,-1.034201622009277,17255,.558197021484375,1054224,-.3136730194091797,308998,-.0345449447631836,matched (3),-110502.99,.8257944,243431.97,538315.38
201205,730640,628,3410,1948959,05,0,0,0,1,0,0,0,0,0,0,0,13778,-.0769453048706055,2029770,.0741920471191406,263114,2.051506042480469,20986,-.1683588027954102,509562,.512263298034668,46936,3.175330638885498,3115209,68827,-.19927978515625,139050,.1577701568603516,7584060,9157,-1.210070610046387,9566,.5133733749389648,366566,72793,.1123256683349609,851969,-.2086029052734375,12722,23123,70960,.5142841339111328,120055,1.461297035217285,498962,.7308168411254883,534415,-.2605094909667969,289316,-.0885581970214844,430258,.1059036254882813,4347969,742427,188753,.7165765762329102,760153,106841,2.30690860748291,45942,45581,.4749345779418945,33822,-.2882366180419922,45538,-.8200387954711914,371283,1.710452079772949,11369,1.183570861816406,18202000,1662336,2897751,.1002416610717773,544793,.0586423873901367,543998,45726,.4703445434570313,1143459,.2027158737182617,647184,.0179376602172852,2645571,1835592,.7861967086791992,321709,13929342,.4420242309570313,9772,.804530143737793,31755,.6099481582641602,1324646,.2283401489257813,580462,.6304893493652344,matched (3),2523137.5,.8257944,321376.66,577760.56
201206,730640,629,3410,1863949,06,0,0,0,0,1,0,0,0,0,0,0,21219,.43182373046875,1903193,-.0643892288208008,205210,-.2485532760620117,18750,-.1126613616943359,223121,-.8258371353149414,40797,-.1401767730712891,5471645,13754,-1.61026668548584,141808,.0196409225463867,6695257,2024,-1.509442329406738,5825,-.4960565567016602,285793,176343,.8848104476928711,815768,-.0434207916259766,10138,33670,64351,-.0977640151977539,15353,-2.056639671325684,217989,-.8280849456787109,288279,-.617243766784668,242939,-.174708366394043,375918,-.1350135803222656,4090772,1115315,141214,-.2901630401611328,644876,31260,-1.229001998901367,28404,15774,-1.061127662658691,23415,-.3677339553833008,40423,-.1191482543945313,19204,-2.961845397949219,1820,-1.832054138183594,16033000,1263014,3506238,.1906089782714844,473720,-.1397895812988281,1194078,25408,-.5876026153564453,1005447,-.1286258697509766,464869,-.3308753967285156,2158844,1253076,-.3817653656005859,248937,11448348,-.1961517333984375,2931,-1.204177856445313,21908,-.3711986541748047,1080806,-.2034378051757813,273207,-.7535943984985352,matched (3),1738823.9,.8257944,253056.34,542735.5
201207,730640,630,3410,2628991,07,0,0,0,0,0,1,0,0,0,0,0,17440,-.1961307525634766,2055688,.0770778656005859,175924,-.1539821624755859,45280,.8816719055175781,583786,.9618196487426758,7886,-1.643519401550293,3743942,126125,2.215943336486816,128761,-.0965156555175781,8922025,35528,2.865244865417481,70215,2.489402770996094,814471,182968,.0368804931640625,856930,.0492267608642578,15504,43928,174407,.997039794921875,22946,.4018335342407227,42005,-1.646656036376953,257092,-.1144943237304688,460373,.639225959777832,446027,.1710081100463867,5256025,573859,182971,.2590513229370117,705704,67582,.7710018157958984,105990,67722,1.457047462463379,180067,2.039952278137207,81133,.6966915130615234,79986,1.426733016967773,7468,1.41179084777832,16625000,1478270,959829,-1.295543670654297,891585,.6323843002319336,2057393,39452,.4400205612182617,1443655,.3617458343505859,454285,-.0230312347412109,1952640,1608062,.2494287490844727,415376,7991994,-.3594064712524414,8076,1.013552665710449,15195,-.3658857345581055,1288985,.1761474609375,273312,.0003843307495117,matched (3),2390084.3,.8257944,215696.52,526354.75
201208,730640,631,3410,1217791,08,0,0,0,0,0,0,1,0,0,0,0,5984,-1.069677352905273,1472454,-.3336801528930664,128674,-.312769889831543,37397,-.1912755966186523,136722,-1.451584815979004,19183,.8889360427856445,2956606,82326,-.4265861511230469,69693,-.6138582229614258,6582865,1716,-3.030324935913086,34001,-.7251720428466797,288153,78340,-.8482532501220703,57876,-2.695054054260254,3713,42321,96947,-.5872278213500977,4697,-1.586219787597656,158540,1.328218460083008,603692,.8536300659179688,204296,-.8124666213989258,262777,-.5290737152099609,5231371,931252,109377,-.5145263671875,505771,103553,.4267425537109375,27611,65761,-.029383659362793,37313,-1.57398796081543,59649,-.307612419128418,36474,-.7852516174316406,12575,.521082878112793,15294000,1196512,1792981,.6248798370361328,831019,-.070347785949707,984807,24069,-.4941596984863281,1236954,-.1545267105102539,473940,.0423564910888672,1825218,1115826,-.3654356002807617,381573,8392506,.0488996505737305,3710,-.7778644561767578,14868,-.021754264831543,1004102,-.2497615814208984,261925,-.0425558090209961,matched (3),260918.7,.8257944,275052.03,553333.5
201209,730640,632,3410,1796816,09,0,0,0,0,0,0,0,1,0,0,0,8010,.2916021347045898,2813108,.6473588943481445,166182,.2558012008666992,38359,.0253992080688477,619193,1.510467529296875,103716,1.687631607055664,3483061,165993,.701258659362793,138418,.6861782073974609,5472528,34543,3.002208709716797,53381,.4510650634765625,439196,103417,.2777118682861328,492887,2.141977310180664,12289,59823,105751,.0869235992431641,30473,1.869916915893555,228150,.3639965057373047,304918,-.6830215454101563,250096,.2022743225097656,488040,.6190919876098633,3152765,1505364,316901,1.063788414001465,624943,250194,.8821525573730469,230634,21957,-1.096940994262695,45557,.1996231079101563,83322,.3342351913452148,61056,.5151910781860352,23708,.6341018676757813,13592000,1326479,2535086,.3463478088378906,1689183,.7093477249145508,1185611,66037,1.009289741516113,1300926,.0504245758056641,705641,.3980255126953125,2404479,1492623,.2909402847290039,202528,10144709,.1896133422851563,7434,.6950321197509766,8755,-.5295867919921875,1240360,.211308479309082,414122,.4581022262573242,matched (3),1533692.4,.8257944,252816.3,542623.63
201210,730640,633,3410,1015618,10,0,0,0,0,0,0,0,0,1,0,0,22278,1.022909164428711,2858934,.0161590576171875,140555,-.1674842834472656,15895,-.8809852600097656,390948,-.4598426818847656,13584,-2.032763481140137,2416044,144463,-.1389226913452148,232534,.5187578201293945,4962703,32585,-.0583524703979492,10496,-1.626460075378418,310936,116234,.1168355941772461,455736,-.0783662796020508,5208,33823,117436,.1048059463500977,64526,.7502269744873047,220397,-.0345735549926758,96294,-1.152636528015137,268828,.0722274780273438,503364,.0309152603149414,5040505,1031900,155328,-.7130498886108398,845412,101193,-.9052066802978516,68542,101131,1.52733039855957,275878,1.800993919372559,66245,-.2293529510498047,43515,-.3386859893798828,6181,-1.344331741333008,16305000,1417558,1838890,-.3210649490356445,1572754,-.0714168548583984,832191,60058,-.0949039459228516,1035426,-.2282629013061523,685939,-.0283174514770508,2156305,1834757,.2063770294189453,131770,12405303,.201171875,4226,-.5648078918457031,3023,-1.063375473022461,1163755,-.0637502670288086,331118,-.2236862182617188,matched (3),811631.31,.8257944,251048.27,541802.13
201211,730640,634,3410,1073358,11,0,0,0,0,0,0,0,0,0,1,0,14924,-.4006290435791016,1908080,-.4043512344360352,71677,-.6734294891357422,39258,.9041509628295898,196260,-.6891336441040039,39382,1.06441593170166,2263090,66441,-.7767086029052734,259612,.1101522445678711,2923365,2235,-2.679610729217529,76711,1.98905086517334,650587,198894,.5371665954589844,596259,.2687616348266602,24360,41332,309629,.9694814682006836,15877,-1.402196884155273,346802,.4533233642578125,399135,1.421893119812012,422676,.4525337219238281,368219,-.3126354217529297,4879455,1488997,156335,.0064620971679688,535505,420223,1.423755645751953,14300,2829300,3.331368446350098,57808,-1.562830924987793,179965,.9994020462036133,46633,.0692033767700195,13889,.8096170425415039,16661000,1235405,1395322,-.2760372161865234,1369821,-.138148307800293,913487,45963,-.2674741744995117,1343417,.2604036331176758,647199,-.0581350326538086,2118506,1120654,-.4929990768432617,167586,19473710,.4509410858154297,3280,-.2534122467041016,4079,.2996025085449219,1041826,-.1106767654418945,345328,.0420198440551758,matched (3),1862603.5,.8257944,203697.09,521552.34
