period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1119c703,Y1144c251,growth1144c251,Y1480c792,growth1480c792,Y1493c484,growth1493c484,Y1660c616,growth1660c616,Y1727c152,growth1727c152,Y1754c218,Y1755c620,growth1755c620,Y1766c484,growth1766c484,Y1900c300,growth1900c300,Y1990c440,growth1990c440,Y2566c757,growth2566c757,Y25c246,growth25c246,Y2602c191,growth2602c191,Y2614c348,growth2614c348,Y2627c348,growth2627c348,Y2687c484,growth2687c484,Y2783c642,Y3034c124,growth3034c124,Y30c642,Y3417c616,growth3417c616,Y3511c703,growth3511c703,Y3520c376,Y3697c300,growth3697c300,Y3737c428,growth3737c428,Y3754c826,growth3754c826,Y3842c616,growth3842c616,Y392c348,growth392c348,Y3968c191,growth3968c191,Y400c348,growth400c348,Y4186c616,growth4186c616,Y4250c792,growth4250c792,Y4269c818,Y4293c705,growth4293c705,Y4354c428,growth4354c428,Y4384c246,growth4384c246,Y4415c642,Y4426c703,growth4426c703,Y4492c344,Y4679c246,growth4679c246,Y4826c124,growth4826c124,Y4981c484,growth4981c484,Y550c616,growth550c616,Y614c807,growth614c807,Y640c348,growth640c348,Y655c620,growth655c620,Y658c608,Y681c208,growth681c208,Y684c752,growth684c752,Y941c616,growth941c616,_merge,x,r2,s,sf
201111,760421,622,3577,581197,11,0,0,0,0,0,0,0,0,0,1,0,51987,1276311,.0649118423461914,904,-2.700053215026856,1615871,-.0996761322021484,421065,-.5067148208618164,241509,-1.9886474609375,1187379,836492,.1392745971679688,6357289,.0855236053466797,1029416,-.1425590515136719,23192,.0344333648681641,612588,.0271835327148438,7071379,.4205760955810547,39177,-1.074474334716797,131547,-.2949981689453125,736159,.683894157409668,44073,-.0567827224731445,50659,3504584,.0518054962158203,1535580,759256,-.3597345352172852,277952,3.235297203063965,1763000,54170,.5763368606567383,36348,.0723533630371094,14010867,-.1404190063476563,14031271,-.1961708068847656,15156,-1.078103065490723,157955,.2001199722290039,2333408,.0670022964477539,293495,-.3673820495605469,411042,.0097818374633789,181846,1317270,.1993837356567383,394414,.1560344696044922,906029,.237879753112793,4681763,104354,.0539321899414063,7775447,9069,.3877601623535156,2731164,.4368524551391602,43257,-.4911308288574219,582437,.7772426605224609,41761,-.3240566253662109,76469,.4072189331054688,521372,-.0148124694824219,832475,1586865,.2758007049560547,633553,.0663738250732422,148233,.4689960479736328,matched (3),977263.81,.86724746,210120.5,410220.38
201112,760421,623,3577,823240,12,0,0,0,0,0,0,0,0,0,0,1,48472,685585,-.6214570999145508,52824,4.067891120910645,1845133,.1326770782470703,611421,.3729982376098633,701445,1.066235542297363,879943,846088,.0114059448242188,6162168,-.0311737060546875,747460,-.3200664520263672,6874,-1.216060638427734,421832,-.3730859756469727,4140815,-.5351629257202148,37597,-.0411653518676758,85980,-.4252500534057617,426960,-.5447549819946289,76706,.5541324615478516,90226,3557191,.0149002075195313,2812339,1157006,.4212522506713867,157252,-.5695991516113281,1911000,57197,.0543746948242188,38961,.0694217681884766,11484734,-.1988143920898438,11931903,-.1620731353759766,343,-3.788421630859375,153453,-.0289154052734375,2137186,-.0878400802612305,466834,.4641132354736328,550888,.2928361892700195,317162,1367379,.0373344421386719,315887,-.2220163345336914,633449,-.3578920364379883,3011560,126993,.1963434219360352,6031004,22971,.9293699264526367,2668137,-.0233469009399414,54919,.2386999130249023,430452,-.3023853302001953,76901,.6105556488037109,76610,.0018424987792969,438063,-.1741008758544922,798396,933060,-.5310468673706055,596930,-.059544563293457,166005,.1132326126098633,matched (3),1167957,.86724746,198689.09,404484.25
201201,760421,624,3577,1477748,01,0,0,0,0,0,0,0,0,0,0,0,93484,1308773,.6465730667114258,34656,-.4214944839477539,1801890,-.0237150192260742,1157518,.6382474899291992,811243,.1454257965087891,882275,604967,-.33544921875,6862172,.1075954437255859,1598387,.7600698471069336,24898,1.287040710449219,400955,-.0507574081420898,4893176,.1669483184814453,27691,-.305816650390625,123901,.3653678894042969,607258,.3522624969482422,146803,.6491117477416992,69394,3239382,-.0935888290405273,1247514,1673766,.3692398071289063,1966279,2.52604866027832,2744000,24378,-.8528203964233398,39481,.0132589340209961,14425324,.22796630859375,15466415,.2594566345214844,26804,4.358575820922852,293059,.6469793319702148,1945700,-.0938682556152344,250588,-.6221637725830078,427162,-.254368782043457,224695,2120359,.4386892318725586,349985,.1025056838989258,590959,-.069432258605957,3639118,140617,.1019077301025391,7469473,10079,-.8237781524658203,2634617,-.0126428604125977,41147,-.2887077331542969,378178,-.1294708251953125,28341,-.9982089996337891,96516,.2309808731079102,561330,.2479457855224609,862053,769564,-.1926450729370117,414509,-.3647050857543945,208694,.228851318359375,matched (3),1445082.9,.86724746,245958.27,429680.81
201202,760421,625,3577,1285631,02,1,0,0,0,0,0,0,0,0,0,0,44372,1076156,-.1956949234008789,9139,-1.332920074462891,1221671,-.3886165618896484,791465,-.3801469802856445,389071,-.7348060607910156,1304454,748250,.2125635147094727,4654477,-.3881940841674805,1806293,.1222810745239258,67976,1.004367828369141,587041,.3812456130981445,6107055,.2216033935546875,31777,.1376352310180664,90333,-.3159799575805664,562919,-.0758171081542969,104655,-.3384218215942383,135357,2871855,-.1204242706298828,1088113,1504353,-.1067132949829102,9886,-5.292778968811035,1094000,70008,1.054927825927734,13197,-1.095829963684082,12142971,-.1722335815429688,11623723,-.2856235504150391,1891,-2.651445388793945,120633,-.8876209259033203,1691125,-.140228271484375,211245,-.1707916259765625,396184,-.0752840042114258,329858,650909,-1.180970191955566,376395,.0727481842041016,477043,-.2141399383544922,2722734,57066,-.9018316268920898,4378639,9614,-.0472335815429688,2748603,.0423545837402344,33407,-.2083854675292969,216973,-.5555925369262695,65873,.843419075012207,131843,.3119029998779297,525322,-.0662975311279297,610797,1412641,.6073923110961914,538217,.2611675262451172,207099,-.0076723098754883,matched (3),1020786.3,.86724746,240822.69,426761.88
201203,760421,626,3577,2130006,03,0,1,0,0,0,0,0,0,0,0,0,38969,1084753,.0079574584960938,36956,1.397177696228027,1319777,.0772438049316406,952826,.1855459213256836,805174,.7272968292236328,1414022,465108,-.4754676818847656,5419204,.1521196365356445,1926646,.0645046234130859,36671,-.6171684265136719,826584,.3422069549560547,5143202,-.1717691421508789,43792,.3207082748413086,130597,.3686141967773438,429323,-.2709264755249023,135409,.2576303482055664,220500,3596114,.2248954772949219,1254934,1960868,.2650241851806641,148241,2.707719802856445,2683000,51867,-.2999267578125,45240,1.231991767883301,8553802,-.3503751754760742,17268944,.3958625793457031,3261,.5449285507202148,144681,.1817789077758789,1972586,.1539516448974609,288913,.3131074905395508,651768,.4978094100952148,507370,1679502,.9478826522827148,414997,.0976324081420898,556475,.1540155410766602,4963223,37299,-.4252414703369141,6207549,8277,-.1497402191162109,2837882,.0319652557373047,78163,.8500308990478516,21198736,4.581923484802246,39846,-.5027065277099609,67695,-.6665992736816406,631991,.1848640441894531,1158382,1167457,-.1906328201293945,677845,.230656623840332,127843,-.4823942184448242,matched (3),1861937.4,.86724746,224561.95,417801.63
201204,760421,627,3577,2504552,04,0,0,1,0,0,0,0,0,0,0,0,53713,1163231,.0698490142822266,2775,-2.589077472686768,1665982,.2329511642456055,851654,-.1122512817382813,519877,-.4374666213989258,1018331,489626,.0513725280761719,5052729,-.0700206756591797,1118507,-.5437860488891602,48165,.2726459503173828,937497,.1259117126464844,6141863,.1774530410766602,67080,.4264345169067383,194455,.3980836868286133,513502,.1790437698364258,90281,-.4053726196289063,241013,3793632,.0534696578979492,2004630,1350430,-.3729639053344727,249255,.5196371078491211,2352000,30510,-.5306282043457031,115386,.9363012313842773,15275020,.5798425674438477,13961418,-.2126121520996094,1092,-1.09402322769165,107915,-.2931880950927734,2157199,.0894651412963867,263533,-.0919475555419922,415262,-.4507789611816406,379371,1205091,-.3319425582885742,360829,-.139866828918457,524664,-.0588645935058594,2875537,64323,.5449504852294922,6320365,21296,.9450387954711914,2009554,-.3451452255249023,48721,-.472686767578125,19349380,-.0912799835205078,75822,.643366813659668,103309,.4227123260498047,731819,.1466579437255859,1067883,1215550,.0403680801391602,776834,.1363077163696289,192584,.40972900390625,matched (3),2628438.5,.86724746,216921.34,413745.09
201205,760421,628,3577,1913399,05,0,0,0,1,0,0,0,0,0,0,0,7013,742389,-.4490833282470703,32570,2.462740421295166,1697846,.0189456939697266,829435,-.0264358520507813,781768,.4079656600952148,2046609,647356,.2792539596557617,7912823,.4485559463500977,1277634,.1330146789550781,40201,-.1807403564453125,739960,-.2366170883178711,8321610,.3037271499633789,23310,-1.057003021240234,170541,-.1312246322631836,574495,.1122379302978516,8095,-2.411681175231934,193684,4069442,.0701818466186523,3182636,2090483,.4369726181030273,10273,-3.188957214355469,1273000,47844,.4498910903930664,24713,-1.540953636169434,14494103,-.0524768829345703,12838706,-.0838336944580078,1688,.4355335235595703,125321,.1495351791381836,1996836,-.0772466659545898,183852,-.3600473403930664,505122,.1958904266357422,244540,1595886,.2808742523193359,275373,-.2702779769897461,519003,-.0108480453491211,1959573,42839,-.406468391418457,6786710,17457,-.1987781524658203,2165127,.0745668411254883,61644,.2352657318115234,17568462,-.0965557098388672,42952,-.5683059692382813,144477,.3353958129882813,747631,.0213766098022461,880630,1484726,.2000341415405273,738884,-.0500850677490234,269319,.3353643417358398,matched (3),2472178.3,.86724746,225357.67,418229.88
201206,760421,629,3577,1581340,06,0,0,0,0,1,0,0,0,0,0,0,1199,987074,.2848720550537109,1536,-3.054209709167481,1283800,-.2795352935791016,759767,-.087733268737793,438251,-.578765869140625,1200161,631928,-.0241203308105469,4688960,-.5232734680175781,1528974,.1795873641967773,23403,-.5410280227661133,614900,-.1851367950439453,6441070,-.2561607360839844,22860,-.0194940567016602,143824,-.1703853607177734,508781,-.1214733123779297,20900,.9485025405883789,113002,4066371,-.0007543563842773,2936287,1213092,-.5442228317260742,466139,3.81496524810791,2207000,36350,-.2747507095336914,21563,-.1363506317138672,13298316,-.0861034393310547,12575772,-.0206928253173828,6376,1.328996181488037,180503,.3648681640625,1924194,-.0370569229125977,230427,.2258033752441406,475866,-.0596637725830078,170149,1261537,-.2350988388061523,264785,-.0392084121704102,589624,.1275749206542969,3033183,76608,.5812530517578125,4634746,24889,.3546848297119141,1822400,-.1723251342773438,55652,-.1022577285766602,279346,-4.141408920288086,22888,-.6294698715209961,69156,-.73675537109375,879137,.1620311737060547,813575,1516974,.0214872360229492,587820,-.2287206649780273,262016,-.0274906158447266,matched (3),1502124.6,.86724746,181369.86,396264
201207,760421,630,3577,1613668,07,0,0,0,0,0,1,0,0,0,0,0,652,1381520,.3361940383911133,14681,2.257372856140137,1059292,-.1922235488891602,1055510,.3287677764892578,1240820,1.040736198425293,1172400,778088,.208064079284668,6577339,.3384189605712891,1540991,.0078287124633789,15619,-.4043760299682617,782900,.2415456771850586,6368984,-.0112552642822266,37401,.4923086166381836,115678,-.2177801132202148,545053,.0688648223876953,92817,1.490880966186523,80571,3314686,-.2043886184692383,2554146,1062498,-.1325502395629883,1045958,.8082046508789063,3054000,48460,.2875442504882813,23094,.0685939788818359,13146815,-.0114593505859375,14637060,.1517848968505859,7555,.1696691513061523,201349,.1092929840087891,1864036,-.0317630767822266,199021,-.1465244293212891,409585,-.1499910354614258,981410,1091148,-.1451005935668945,312072,.1643161773681641,615871,.0435523986816406,4680150,82650,.0759134292602539,5097881,4692,-1.668566703796387,2232754,.2030820846557617,48679,-.1338701248168945,34386488,4.812967300415039,44944,.6748046875,106269,.4296083450317383,801396,-.092585563659668,873294,1468159,-.0327081680297852,773597,.2746305465698242,175963,-.39813232421875,matched (3),2138722.3,.86724746,214301.61,412377.63
201208,760421,631,3577,1460687,08,0,0,0,0,0,0,1,0,0,0,0,7925,770325,-.5841274261474609,1834,-2.080055236816406,1722332,.4860782623291016,1011705,-.0423870086669922,667175,-.6204757690429688,1921781,538088,-.3688182830810547,8903029,.3027610778808594,1518008,-.0150270462036133,34899,.8039703369140625,496176,-.4560747146606445,5673508,-.1156320571899414,16988,-.7891902923583984,111761,-.0344476699829102,318271,-.5379800796508789,87632,-.0574836730957031,87523,4829060,.3762893676757813,2240919,782294,-.3061466217041016,620365,-.5223808288574219,2413000,23585,-.720128059387207,115337,1.608285903930664,11844904,-.1042804718017578,12334025,-.1711959838867188,843,-2.192997932434082,130675,-.4323263168334961,2054060,.0970745086669922,122779,-.4830236434936523,375585,-.0866603851318359,429260,884658,-.2097845077514648,338584,.081538200378418,661949,.0721511840820313,5613015,63106,-.2697992324829102,6189885,13206,1.034811973571777,2315926,.0365734100341797,30830,-.4567594528198242,22942542,-.4046707153320313,25338,-.5731124877929688,77984,-.3094692230224609,714337,-.1150007247924805,675647,1340800,-.0907430648803711,758409,-.0198287963867188,87621,-.6972522735595703,matched (3),1516795.5,.86724746,208834,409562.91
201209,760421,632,3577,1101398,09,0,0,0,0,0,0,0,1,0,0,0,13352,1239190,.4754009246826172,5593,1.115016937255859,1402381,-.2055082321166992,897638,-.1196250915527344,796810,.1775636672973633,1100298,536703,-.0025768280029297,7540468,-.166107177734375,1212358,-.2248315811157227,32819,-.0614509582519531,578140,.1528854370117188,5196603,-.0878028869628906,31182,.6073341369628906,100604,-.1051702499389648,297365,-.0679426193237305,105,-6.726941108703613,86540,3304720,-.3793001174926758,2719655,759508,-.0295600891113281,396853,-.446742057800293,1138000,71600,1.110484123229981,84263,-.3139162063598633,11727595,-.0099544525146484,15089481,.2016372680664063,2983,1.263717651367188,187786,.3625888824462891,2540645,.2125997543334961,355157,1.062173843383789,359903,-.0426502227783203,243345,1137612,.2514858245849609,430242,.2395753860473633,615262,-.0731401443481445,2813139,33533,-.6322860717773438,6099068,7907,-.5129222869873047,1862327,-.2179832458496094,47061,.4229564666748047,1464651,-2.751376152038574,18019,-.3408784866333008,87915,.1198663711547852,557223,-.2483892440795898,1076679,1057498,-.237360954284668,490590,-.4356136322021484,113585,.2595300674438477,matched (3),970592.63,.86724746,229089.09,420252.25
201210,760421,633,3577,1081900,10,0,0,0,0,0,0,0,0,1,0,0,68539,1257116,.0143623352050781,11620,.7312116622924805,1544853,.0967578887939453,748850,-.1812286376953125,442216,-.5888175964355469,955933,627848,.1568536758422852,8993530,.1762218475341797,1202755,-.0079526901245117,20421,-.4744434356689453,559129,-.0334358215332031,6068757,.1551494598388672,45721,.3827171325683594,146308,.3745212554931641,849550,1.049746513366699,59446,6.338863372802734,53136,3206595,-.0301418304443359,1915696,957104,.2312412261962891,140080,-1.041352272033691,2338000,39934,-.583867073059082,74623,-.1214933395385742,15430998,.2744350433349609,15888916,.0516242980957031,5566,.6237468719482422,144297,-.2634286880493164,3145689,.2136144638061523,272142,-.2662363052368164,569420,.4587841033935547,146529,831893,-.3129825592041016,423723,-.0152683258056641,1122679,.6014251708984375,1198325,68150,.7091808319091797,5882422,14051,.5749444961547852,2305130,.2133102416992188,105055,.80303955078125,404537,-1.286628723144531,77652,1.460810661315918,101651,.1451749801635742,798498,.359766960144043,973237,1314020,.2171859741210938,631574,.2526063919067383,238828,.7431926727294922,matched (3),1130352.4,.86724746,255718.92,435341.59
201211,760421,634,3577,1005493,11,0,0,0,0,0,0,0,0,0,1,0,8999,1595290,.2382354736328125,27794,.8720922470092773,1520808,-.0156869888305664,881326,.1628894805908203,1137601,.9448785781860352,1027128,385865,-.4868106842041016,8111946,-.1031675338745117,1139434,-.0540828704833984,22170,.0821762084960938,493383,-.1250944137573242,5992947,-.0125713348388672,26372,-.5502548217773438,128973,-.1261100769042969,303818,-1.028278350830078,10304,-1.752535820007324,79813,3070992,-.0432090759277344,2306998,721856,-.2820863723754883,121733,-.1403837203979492,1703000,41794,.0455245971679688,49244,-.4156618118286133,12902083,-.1789894104003906,13895425,-.1340618133544922,3746,-.3959875106811523,93002,-.4392528533935547,2614783,-.1848516464233398,241090,-.1211538314819336,838777,.3873262405395508,216100,1022078,.2058887481689453,372633,-.1284856796264648,776209,-.3690519332885742,2274105,108421,.4643106460571289,4779551,22500,.4708223342895508,1586122,-.3738441467285156,69156,-.4181194305419922,295722,-.313323974609375,56258,-.3222894668579102,89219,-.1304512023925781,519106,-.4306240081787109,903096,1662470,.2352132797241211,601992,-.0479707717895508,214844,-.1058320999145508,matched (3),786291.31,.86724746,180495.91,395864.75
201212,760421,635,3577,1512042,12,0,0,0,0,0,0,0,0,0,0,1,8947,578095,-1.015072822570801,33929,.1994495391845703,1978868,.2632827758789063,899495,.0204057693481445,588730,-.6587095260620117,1173913,632463,.4941339492797852,6878081,-.1649980545043945,1198028,.050145149230957,26352,.1728038787841797,282355,-.5581207275390625,6345153,.0571079254150391,31344,.1727199554443359,68107,-.6385231018066406,406599,.2913990020751953,49437,1.568166732788086,58772,3491319,.1282787322998047,4295166,453271,-.4653358459472656,392776,1.171409606933594,1692000,43540,.0409278869628906,15051,-1.185342788696289,12997692,.0073814392089844,9415704,-.3891811370849609,4037,.0748128890991211,115373,.2155494689941406,2412391,-.0805625915527344,430169,.5790081024169922,1774460,.7493066787719727,303177,1024388,.00225830078125,495470,.2849130630493164,746569,-.0389337539672852,3070123,155478,.3604831695556641,4962496,12099,-.6203927993774414,2040579,.2519407272338867,18995,-1.292189598083496,711987,.8786401748657227,60654,.0752372741699219,126992,.3530302047729492,643893,.2154245376586914,1829906,1459745,-.1300430297851563,773168,.2502517700195313,233372,.0827217102050781,matched (3),1362393.3,.86724746,182748.23,396896.78
201301,760421,636,3577,940035,01,0,0,0,0,0,0,0,0,0,0,0,5182,909431,.4530811309814453,4076,-2.11915397644043,1674743,-.166865348815918,995767,.101679801940918,1133563,.6551532745361328,1241392,634551,.0032958984375,7476964,.0834865570068359,1142498,-.047459602355957,28047,.0623378753662109,317600,.1176271438598633,4200422,-.412506103515625,39298,.2261505126953125,105024,.4331083297729492,730407,.5857744216918945,7091,-1.941872596740723,55339,3607714,.0327949523925781,2579854,931940,.7207784652709961,22218,-2.872336387634277,2150000,36872,-.1662282943725586,85210,1.733674049377441,16052189,.2110748291015625,13972708,.3947257995605469,14440,1.274500846862793,107288,-.0726537704467773,1718778,-.3390045166015625,260341,-.5021858215332031,1182827,-.4055891036987305,191043,1116855,.086421012878418,347123,-.3558273315429688,736883,-.0130586624145508,1349676,70301,-.7937183380126953,6337302,8777,-.3209877014160156,1483018,-.3191537857055664,13177,-.3657026290893555,18734948,3.270086288452148,28650,-.7500314712524414,149674,.1643352508544922,598575,-.0729808807373047,536910,996029,-.3822402954101563,388203,-.6889677047729492,195380,-.1776866912841797,matched (3),783268,.86724746,190853.98,400693.63
201302,760421,637,3577,1361407,02,1,0,0,0,0,0,0,0,0,0,0,7092,954981,.0488719940185547,14956,1.299997329711914,1757648,.0483169555664063,1461901,.3839797973632813,711807,-.4653139114379883,1299888,813487,.2484121322631836,5593965,-.2901382446289063,1550615,.3054342269897461,41046,.3808116912841797,979429,1.126177787780762,4495541,.067901611328125,54070,.3191061019897461,136900,.2650623321533203,548517,-.2863836288452148,44140,1.828539848327637,300743,3752903,.0394554138183594,1525689,856669,-.0842170715332031,5245,-1.443628311157227,1814000,72618,.6777610778808594,53153,-.4719438552856445,14022443,-.1351871490478516,12809179,-.0869426727294922,3362,-1.457466125488281,80303,-.2897100448608398,1625380,-.0558719635009766,413633,.462986946105957,435339,-.999537467956543,395299,1356645,.1944980621337891,490245,.3452253341674805,680407,-.079737663269043,1911162,38587,-.5998706817626953,4095511,10407,.1703433990478516,2103451,.3494997024536133,63337,1.56999683380127,563898,-3.50327205657959,38127,.2857694625854492,68728,-.7783031463623047,425940,-.3402538299560547,804654,1143717,.1382617950439453,750308,.6589555740356445,307270,.4527797698974609,matched (3),1414040.3,.86724746,190531.88,400540.31
201303,760421,638,3577,892519,03,0,1,0,0,0,0,0,0,0,0,0,47634,915829,-.0418615341186523,7547,-.6839628219604492,1740606,-.0097427368164063,626791,-.8468799591064453,406018,-.5614089965820313,1660425,740295,-.0942811965942383,4967842,-.1187028884887695,1239008,-.2243404388427734,25748,-.4663362503051758,758529,-.255589485168457,5539014,.2087306976318359,85459,.4577569961547852,58738,-.8461637496948242,559941,.0206136703491211,11115,-1.379071235656738,82079,3549785,-.0556430816650391,1302171,675143,-.2381267547607422,4755,-.0980777740478516,1448000,85148,.1591777801513672,63781,.1822805404663086,11427524,-.2046337127685547,13138689,.0253982543945313,1689,-.6883997917175293,129739,.4797182083129883,1450361,-.1139297485351563,264224,-.4481821060180664,426624,-.0202217102050781,161146,998868,-.306147575378418,457790,-.0684947967529297,486224,-.3360223770141602,2511154,52736,.312382698059082,5846358,9886,-.0513591766357422,2225050,.0562000274658203,57393,-.0985469818115234,345756,-.489140510559082,30876,-.2109441757202148,61761,-.1068840026855469,632214,.3949298858642578,411825,998902,-.1353816986083984,558466,-.2952899932861328,185761,-.503265380859375,matched (3),817827.63,.86724746,174439.94,393140.47
201304,760421,639,3577,4410662,04,0,0,1,0,0,0,0,0,0,0,0,92239,980290,.068018913269043,8107,.0715780258178711,1973294,.1254701614379883,783819,.2235651016235352,676557,.5106191635131836,971219,481161,-.4308462142944336,8179648,.4986639022827148,1671861,.299626350402832,32510,.2331905364990234,1049144,.3243494033813477,7039986,.2397890090942383,60139,-.3513784408569336,131469,.8056840896606445,668796,.177647590637207,12755,.1376285552978516,145227,4077147,.1385107040405273,1647596,704124,.0420293807983398,39704,2.122255325317383,2627000,53869,-.4578361511230469,20790,-1.120983123779297,13758762,.1856517791748047,16364216,.2195358276367188,10534,1.830471515655518,143457,.1005105972290039,1541997,.0612659454345703,249301,-.058135986328125,925090,.7739877700805664,504622,1342244,.295475959777832,432732,-.0562915802001953,589439,.1925020217895508,2482606,55773,.0559911727905273,7109448,30972,1.141963958740234,2291804,.0295600891113281,64214,.1122989654541016,23510328,4.219461441040039,68013,.7897195816040039,96874,.450139045715332,776642,.2057514190673828,428840,1379651,.3229293823242188,799596,.358912467956543,326163,.5629358291625977,matched (3),3307216.5,.86724746,195922.52,403132.44
201305,760421,640,3577,2794633,05,0,0,0,1,0,0,0,0,0,0,0,84389,949140,-.032292366027832,20484,.9269161224365234,1615264,-.2002058029174805,726210,-.0763387680053711,715731,.0562877655029297,1060803,371518,-.2586050033569336,7650198,-.0669183731079102,1309402,-.2443666458129883,43503,.2912817001342773,957446,-.091461181640625,6487591,-.0817146301269531,32008,-.6306724548339844,87276,-.4096956253051758,782808,.1574077606201172,95592,2.014164924621582,132627,3883587,-.0486383438110352,2099644,727451,.0325927734375,8393,-1.554054260253906,1709000,37447,-.3636283874511719,52176,.9201507568359375,15669698,.1300525665283203,13345969,-.2038822174072266,3176,-1.198986053466797,131027,-.090632438659668,1302410,-.1688613891601563,200335,-.2186698913574219,303926,-1.113106727600098,146025,900740,-.3988819122314453,390838,-.1018257141113281,490398,-.1839532852172852,3141770,64936,.1521129608154297,5989567,8572,-1.284582138061523,2008174,-.1321134567260742,127738,.6877593994140625,22226102,-.0561714172363281,64127,-.058833122253418,97635,.0078248977661133,761324,-.0199203491210938,806217,1368809,-.0078897476196289,934153,.1555337905883789,244946,-.2863588333129883,matched (3),2653017,.86724746,149165.48,382597.03
201306,760421,641,3577,2637265,06,0,0,0,0,1,0,0,0,0,0,0,93245,1492757,.4528236389160156,14775,-.3267078399658203,1480406,-.0871820449829102,1129716,.4418821334838867,446054,-.472865104675293,988970,641233,.5457954406738281,5891156,-.2612791061401367,1537133,.1603488922119141,23219,-.6278591156005859,755321,-.237126350402832,5823855,-.1079292297363281,38409,.1823062896728516,75104,-.1502017974853516,844241,.0755510330200195,89916,-.0612125396728516,157953,3518204,-.0988082885742188,2257498,1438492,.6818037033081055,44070,1.658381462097168,2017000,43066,.1398077011108398,53803,.0307064056396484,13987905,-.1135368347167969,14014438,.0488739013671875,901,-1.259871959686279,192719,.3858299255371094,1150284,-.1242074966430664,243499,.1951217651367188,651606,.7626562118530273,366830,784075,-.1387119293212891,374322,-.0431766510009766,844091,.5430421829223633,2950603,48517,-.2914876937866211,7057568,10432,.1963768005371094,1929283,-.0400772094726563,70729,-.59112548828125,12849483,-.5479640960693359,46597,-.3193292617797852,75439,-.2579116821289063,650276,-.1576623916625977,375759,1290346,-.0590305328369141,920630,-.0145816802978516,200341,-.2010173797607422,matched (3),2664764.8,.86724746,193632.69,402024.56
201307,760421,642,3577,1674535,07,0,0,0,0,0,1,0,0,0,0,0,49998,1362347,-.0914154052734375,14039,-.0510969161987305,2061048,.3308982849121094,1134469,.0041980743408203,574485,.2530345916748047,1248516,693363,.0781612396240234,7119830,.1894321441650391,1796228,.1557693481445313,17230,-.2983188629150391,748994,-.0084114074707031,6761641,.1493034362792969,56931,.3935480117797852,95241,.2375364303588867,663748,-.2405357360839844,210713,.8516206741333008,78925,4082057,.1486501693725586,3496964,1305182,-.0972528457641602,14175,-1.134299278259277,0,74303,.5454168319702148,127451,.8624029159545898,16726518,.178802490234375,13261551,-.0552196502685547,4409,1.587897777557373,233080,.1901483535766602,1479399,.2516269683837891,242532,-.0039796829223633,539483,-.1888294219970703,161223,1196088,.422307014465332,445991,.1751823425292969,746816,-.122441291809082,3391186,39056,-.2169179916381836,5431982,6723,-.4393434524536133,1964170,.0179214477539063,38780,-.6009511947631836,451592,-3.34827995300293,62813,.2986259460449219,77367,.0252351760864258,837539,.2530708312988281,314594,1480407,.1374063491821289,1355376,.3867759704589844,327098,.490239143371582,matched (3),1571445.5,.86724746,254026.91,434349.88
201308,760421,643,3577,1533249,08,0,0,0,0,0,0,1,0,0,0,0,92725,942308,-.3686323165893555,17981,.2474756240844727,2153330,.0438013076782227,960628,-.1663322448730469,467147,-.2068300247192383,1043317,733139,.055781364440918,7128308,.001190185546875,1317858,-.3096809387207031,12754,-.300806999206543,515953,-.3727149963378906,6470670,-.0439863204956055,30207,-.6337661743164063,81224,-.1591997146606445,609235,-.085698127746582,17845,-2.46877384185791,55622,3095236,-.2767372131347656,3967179,1057523,-.2104129791259766,9137,-.43914794921875,1119000,60433,-.2066154479980469,21977,-1.757735252380371,12948904,-.2559833526611328,12624376,-.0492382049560547,2122,-.7312889099121094,256842,.0970802307128906,1000852,-.3907842636108398,259370,.0671224594116211,504268,-.0675029754638672,1061993,737334,-.4837703704833984,341170,-.2679176330566406,959039,.2501134872436523,2428596,73608,.6337566375732422,4201830,10728,.4673223495483398,1733850,-.124725341796875,75223,.6625528335571289,527284,.1549596786499023,28812,-.7793703079223633,68487,-.1219158172607422,729455,-.1381692886352539,222451,1754191,.1696910858154297,704350,-.6545591354370117,360847,.0981941223144531,matched (3),1488006,.86724746,196828.16,403573.38
201309,760421,644,3577,1905053,09,0,0,0,0,0,0,0,1,0,0,0,73798,990515,.0498933792114258,14585,-.2093219757080078,1844371,-.1548776626586914,1374964,.3585948944091797,786071,.5204029083251953,981997,637089,-.1404256820678711,7189890,.008601188659668,1394519,.0565414428710938,42062,1.193300247192383,530325,.0274734497070313,4593607,-.3426132202148438,74835,.9072113037109375,139731,.5425081253051758,408739,-.3991279602050781,8555,-.7352075576782227,104782,4734071,.424921989440918,4132127,1676349,.460688591003418,36958,1.397449493408203,1839000,64738,.0688133239746094,67273,1.118762016296387,16625783,.2499427795410156,16850808,.2887687683105469,4842,.8249692916870117,363537,.3474197387695313,1183613,.167719841003418,639650,.9026651382446289,1195140,.862910270690918,1069412,1040823,.3447256088256836,548216,.4742889404296875,667533,-.3623428344726563,3697102,112852,.4273242950439453,6331441,11906,.1041860580444336,3284055,.6387338638305664,23813,-1.150225639343262,687956,.265986442565918,82391,1.050683975219727,58002,-.1661663055419922,691324,-.0536899566650391,158323,2383846,.3067073822021484,890522,.234532356262207,304655,-.1692743301391602,matched (3),1987211,.86724746,194239.77,402317.31
