period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1119c703,Y1144c251,growth1144c251,Y1480c792,growth1480c792,Y1493c484,growth1493c484,Y1660c616,growth1660c616,Y1727c152,growth1727c152,Y1754c218,Y1755c620,growth1755c620,Y1766c484,growth1766c484,Y1900c300,growth1900c300,Y1990c440,growth1990c440,Y2566c757,growth2566c757,Y25c246,growth25c246,Y2602c191,growth2602c191,Y2614c348,growth2614c348,Y2627c348,growth2627c348,Y2687c484,growth2687c484,Y2783c642,Y3034c124,growth3034c124,Y30c642,Y3417c616,growth3417c616,Y3511c703,growth3511c703,Y3520c376,Y3697c300,growth3697c300,Y3737c428,growth3737c428,Y3754c826,growth3754c826,Y3842c616,growth3842c616,Y392c348,growth392c348,Y3968c191,growth3968c191,Y400c348,growth400c348,Y4186c616,growth4186c616,Y4250c792,growth4250c792,Y4269c818,Y4293c705,growth4293c705,Y4354c428,growth4354c428,Y4384c246,growth4384c246,Y4415c642,Y4426c703,growth4426c703,Y4492c344,Y4679c246,growth4679c246,Y4826c124,growth4826c124,Y4981c484,growth4981c484,Y550c616,growth550c616,Y614c807,growth614c807,Y640c348,growth640c348,Y655c620,growth655c620,Y658c608,Y681c208,growth681c208,Y684c752,growth684c752,Y941c616,growth941c616,_merge,x,r2,s,sf
201310,760421,645,3577,1287264,10,0,0,0,0,0,0,0,0,1,0,0,94519,804103,-.2084980010986328,9472,-.4316530227661133,1403315,-.2733011245727539,1166537,-.1643877029418945,499156,-.4541282653808594,0,584464,-.0862150192260742,8387504,.1540670394897461,1742360,.222691535949707,41215,-.0203428268432617,851093,.4730319976806641,5725338,.2202358245849609,69278,-.0771579742431641,185117,.2812690734863281,946360,.8395462036132813,5347,-.4699802398681641,51977,3000815,-.455902099609375,3993203,1430322,-.1587181091308594,19448,-.6420373916625977,1830000,48894,-.2806940078735352,51192,-.2731752395629883,12764890,-.2642555236816406,18828560,.1109752655029297,5544,.1353883743286133,187491,-.6621503829956055,1210182,.0221986770629883,279888,-.8265314102172852,650922,-.6076288223266602,237918,1263946,.1942272186279297,423089,-.2590875625610352,1091231,.4914722442626953,4763831,65204,-.5485572814941406,0,15885,.2883329391479492,1853262,-.5721311569213867,79234,1.202174186706543,1331795,.660557746887207,53558,-.4307107925415039,75605,.2650442123413086,659065,-.047785758972168,126647,1645743,-.3705234527587891,884500,-.0067853927612305,300299,-.0144014358520508,matched (3),1351584.9,.86724746,258882.47,437207.34
201311,760421,646,3577,1024596,11,0,0,0,0,0,0,0,0,0,1,0,128957,866566,.0748109817504883,6922,-.3136358261108398,724757,-.6607561111450195,577886,-.702418327331543,563738,.1216707229614258,652189,509050,-.138148307800293,6555737,-.2464017868041992,1348065,-.2565708160400391,136761,1.199432373046875,554846,-.427830696105957,4523817,-.2355461120605469,60397,-.1371879577636719,97174,-.6444845199584961,687320,-.3198223114013672,189800,3.569436073303223,87748,5335759,.5755472183227539,1914485,929041,-.4315023422241211,160762,2.112180709838867,1214000,89316,.6025257110595703,41105,-.2194538116455078,15202129,.1747360229492188,15584331,-.1891078948974609,3790,-.3803510665893555,165033,-.1275854110717773,1076978,-.1166114807128906,212550,-.275212287902832,911039,.3361959457397461,513716,986380,-.2479524612426758,367331,-.1413192749023438,785443,-.3288135528564453,2619898,132425,.70849609375,4749553,14559,-.0871667861938477,1625394,-.1311969757080078,23939,-1.196896553039551,643236,-.7277717590332031,52005,-.0294246673583984,58831,-.2508535385131836,580878,-.12628173828125,168020,1490506,-.0990762710571289,846013,-.0444879531860352,236609,-.2383689880371094,matched (3),1402980.4,.86724746,229777.41,420627.84
201312,760421,647,3577,1973844,12,0,0,0,0,0,0,0,0,0,0,1,8661,1073280,.2139358520507813,12951,.6264686584472656,787717,.0833024978637695,642444,.1059026718139648,1262794,.806492805480957,1091019,709170,.3315486907958984,6900367,.051234245300293,1339832,-.0061254501342773,14496,-2.244361877441406,382696,-.3714494705200195,3756582,-.1858463287353516,55264,-.0888175964355469,80851,-.1838951110839844,498675,-.3208456039428711,392054,.725428581237793,111306,5575078,.0438756942749023,4786761,1031221,.1043462753295898,18172,-2.18004322052002,1442000,60441,-.3905124664306641,12174,-1.216827392578125,13459134,-.1217765808105469,10711486,-.3749504089355469,6009,.4608926773071289,177025,.0701456069946289,1238544,.1397771835327148,277375,.2661933898925781,245311,-1.312058448791504,235399,1080607,.0912361145019531,324649,-.1235179901123047,897029,.1328401565551758,2798103,111416,-.1727457046508789,6741856,6222,-.8501176834106445,1840391,.1242275238037109,70726,1.083304405212402,321051,-.694911003112793,49069,-.0581130981445313,58041,-.013519287109375,635629,.0900745391845703,284991,1179282,-.2342100143432617,682288,-.2150821685791016,256298,.0799312591552734,matched (3),1869077,.86724746,237394.41,424836.72
201401,760421,648,3577,2451638,01,0,0,0,0,0,0,0,0,0,0,0,93785,1332731,.2165117263793945,26410,.7125692367553711,1083958,.3192358016967773,989566,.4319868087768555,361883,-1.249761581420898,1575596,786349,.1033058166503906,7172900,.0387353897094727,1655761,.2117156982421875,25663,.5711774826049805,635415,.5070371627807617,4605945,.2038383483886719,53837,-.0261611938476563,102039,.2327470779418945,947443,.6418123245239258,69769,-1.72620964050293,88599,5034310,-.1020298004150391,2371739,1071940,.0387258529663086,244662,2.599995613098145,2512000,50379,-.182093620300293,98242,2.088130950927734,19473208,.3693809509277344,16344676,.4225864410400391,8400,.3349733352661133,240430,.3061380386352539,1161734,-.0640220642089844,372801,.2956743240356445,648213,.9716920852661133,924375,1156657,.0680112838745117,536105,.5015850067138672,904285,.008056640625,2612529,113818,.0213298797607422,7048796,8871,.3546962738037109,2026486,.0963249206542969,74289,.0491495132446289,623854,.6643161773681641,36698,-.2905054092407227,89998,.4386386871337891,584055,-.084620475769043,150920,1639691,.3296022415161133,766016,.1157512664794922,264034,.0297374725341797,matched (3),2413073,.86724746,193403.2,401914.09
201402,760421,649,3577,2257019,02,1,0,0,0,0,0,0,0,0,0,0,43902,1741722,.267643928527832,7407,-1.271316528320313,854469,-.2378940582275391,1078147,.0857334136962891,258161,-.3377370834350586,922256,659715,-.175593376159668,6476698,-.1020994186401367,1537113,-.0743541717529297,23935,-.0697078704833984,690671,.0833854675292969,3527885,-.2666492462158203,40177,-.2926654815673828,89531,-.1307706832885742,762615,-.2170133590698242,384163,1.705876350402832,83105,5744469,.1319608688354492,1973302,1131419,.0540027618408203,15900,-2.733558654785156,1995000,83749,.5082502365112305,23593,-1.426483154296875,18939900,-.0277690887451172,15835055,-.03167724609375,6293,-.2887935638427734,267919,.1082553863525391,867721,-.2917985916137695,316765,-.1628847122192383,731098,.1203289031982422,160757,963167,-.1830625534057617,393624,-.308934211730957,714291,-.2358541488647461,2477321,36483,-1.137754440307617,7601279,14045,.4594793319702148,1860601,-.0854034423828125,10019,-2.003479957580566,945534,.4158334732055664,62404,.5309076309204102,66034,-.3096179962158203,645654,.1002693176269531,139399,1720718,.0482339859008789,765891,-.0001640319824219,288353,.0881071090698242,matched (3),2036130.4,.86724746,230571.75,421062.31
201403,760421,650,3577,2529338,03,0,1,0,0,0,0,0,0,0,0,0,134497,1515914,-.1388559341430664,74308,2.305792808532715,1303658,.4224491119384766,1263570,.1586971282958984,339361,.2734804153442383,872652,678828,.0285606384277344,5052957,-.2482376098632813,1440957,-.0645990371704102,51971,.7753438949584961,983133,.3530807495117188,4256506,.1877498626708984,62136,.436030387878418,284425,1.155884742736816,761105,-.0019826889038086,339179,-.1245384216308594,119929,4361231,-.2754831314086914,1783977,1655595,.3806877136230469,20081,.2334556579589844,2015000,130592,.4442529678344727,59541,.9257144927978516,15290053,-.2140674591064453,17856708,.1201534271240234,55668,2.179967880249023,321217,.1814327239990234,938519,.0784320831298828,559759,.5693464279174805,577140,-.2364625930786133,388889,994814,.0323295593261719,599285,.4203414916992188,815626,.1326656341552734,3321793,61496,.5221261978149414,9595156,15391,.0915164947509766,2547956,.31439208984375,45704,1.517703056335449,41353584,3.778164863586426,66890,.0694198608398438,80798,.2017822265625,813413,.2309751510620117,226729,2150267,.2228498458862305,891535,.1519050598144531,354197,.2056684494018555,matched (3),2655280.8,.86724746,225724.98,418427.91
201404,760421,651,3577,1902306,04,0,0,1,0,0,0,0,0,0,0,0,54791,1877234,.213780403137207,3902,-2.94672966003418,1058264,-.2085447311401367,1144037,-.0993776321411133,523623,.4337081909179688,1429346,572396,-.170536994934082,6030195,.1768064498901367,1884067,.2681255340576172,28424,-.6034526824951172,987718,.0046520233154297,4443193,.0429248809814453,58227,-.064976692199707,129364,-.7878389358520508,890361,.156855583190918,163355,-.7306022644042969,148421,4076374,-.0675468444824219,1660455,1061759,-.4442329406738281,127462,1.848043441772461,1467000,79102,-.5013389587402344,31905,-.6239023208618164,18855134,.2095832824707031,14367819,-.2173881530761719,7524,-2.001308441162109,312722,-.0268030166625977,646304,-.3730325698852539,378261,-.3919219970703125,592182,.0257291793823242,222186,824513,-.1877632141113281,503034,-.175079345703125,436009,-.6262931823730469,2959371,47725,-.2535171508789063,7436851,10914,-.3437366485595703,3087582,.1920967102050781,39309,-.1507329940795898,989595,-3.732619285583496,77283,.1444244384765625,105740,.2690315246582031,603392,-.2986717224121094,438360,1821015,-.1661977767944336,899440,.0088281631469727,268727,-.2761573791503906,matched (3),1811007.6,.86724746,172236.69,392167.84
201405,760421,652,3577,2062520,05,0,0,0,1,0,0,0,0,0,0,0,119754,2587279,.3208074569702148,13027,1.205534934997559,1487513,.3404760360717773,1506206,.2750301361083984,614170,.1594991683959961,1519585,749384,.2694206237792969,6786993,.1182279586791992,2186258,.1487588882446289,39201,.3214693069458008,1022331,.0344438552856445,5296013,.1755809783935547,67364,.1457614898681641,172063,.2852306365966797,876935,-.0151939392089844,641233,1.367466926574707,158721,3899959,-.0442419052124023,3410997,1243309,.1578493118286133,127106,-.0027961730957031,1968000,156177,.6802511215209961,62884,.6785297393798828,19417768,.0294017791748047,16647974,.1472988128662109,1620,-1.535671234130859,269216,-.1498003005981445,1195908,.6153907775878906,347796,-.0839681625366211,820379,.3259515762329102,303211,1084577,.2741527557373047,989495,.6765365600585938,651684,.4018964767456055,5061950,62569,.2708148956298828,7345891,4769,-.8279104232788086,2606670,-.1693143844604492,100493,.9386348724365234,17538382,2.874852180480957,52347,-.3895788192749023,86968,-.1954431533813477,710921,.1639938354492188,265053,1903810,.0444631576538086,930492,.033940315246582,258488,-.0388469696044922,matched (3),1825379.5,.86724746,174046.52,392966.06
201406,760421,653,3577,1856464,06,0,0,0,0,1,0,0,0,0,0,0,47819,1106484,-.8494195938110352,9363,-.3302583694458008,1313321,-.1245460510253906,935554,-.4762105941772461,688909,.114837646484375,1385541,817489,.0869855880737305,5926143,-.1356344223022461,2006164,-.0859670639038086,20668,-.6401157379150391,1132141,.102025032043457,5580765,.0523719787597656,54267,-.2161941528320313,99057,-.5521659851074219,778427,-.1191577911376953,68929,-2.230316162109375,194002,4571958,.1589756011962891,2635993,1335897,.0718269348144531,500724,1.371033668518066,1536000,68646,-.8220272064208984,45260,-.3288688659667969,17772264,-.0885486602783203,16113847,-.0326099395751953,16192,2.302090644836426,217160,-.214879035949707,1127573,-.058837890625,255574,-.3081045150756836,991493,.1894454956054688,136400,1180020,.0843410491943359,397790,-.9112701416015625,475784,-.3145952224731445,3527583,50434,-.2156047821044922,7292001,3209,-.3961772918701172,2241961,-.1507225036621094,55410,-.5953283309936523,647463,-3.299086570739746,52562,.0040988922119141,76228,-.1318120956420898,767067,.0760126113891602,158275,1706481,-.1094236373901367,966576,.0380468368530273,227234,-.1288690567016602,matched (3),1886369.4,.86724746,158725.72,386424.63
201407,760421,654,3577,3258802,07,0,0,0,0,0,1,0,0,0,0,0,98074,1156236,.0439825057983398,18933,.7041406631469727,1497861,.1314783096313477,1420064,.4173183441162109,451012,-.4236154556274414,1695634,992436,.1939249038696289,7061333,.1752605438232422,2177014,.0817298889160156,22754,.0961542129516602,875372,-.2572164535522461,4844476,-.1414871215820313,57848,.0639028549194336,125780,.2388391494750977,915140,.1618022918701172,283321,1.413503646850586,150521,4722248,.032343864440918,3487038,1427125,.0660581588745117,391881,-.2450971603393555,2353000,59077,-.150120735168457,44840,-.0093231201171875,21315988,.1818180084228516,18729980,.1504459381103516,8140,-.6877269744873047,247247,.1297531127929688,1181525,.0467386245727539,639727,.9175291061401367,551621,-.5863504409790039,677243,1613144,.3126535415649414,470525,.1679248809814453,728965,.426661491394043,3976532,115309,.8269500732421875,6679074,26726,2.119677543640137,2058335,-.085453987121582,65055,.1604738235473633,15810742,3.195384025573731,100109,.6442661285400391,102128,.2924985885620117,1320396,.5431127548217773,273098,1852998,.082371711730957,1404068,.3733692169189453,403725,.5747537612915039,matched (3),2732333.5,.86724746,212202.11,411290.5
201408,760421,655,3577,566308,08,0,0,0,0,0,0,1,0,0,0,0,70175,715382,-.4801082611083984,4908,-1.350039482116699,977713,-.4265766143798828,1649345,.1496763229370117,561869,.2197751998901367,1054169,1182099,.1748847961425781,6431914,-.0933618545532227,1772699,-.2054510116577148,34337,.4114818572998047,468792,-.6244897842407227,4057818,-.1771936416625977,46632,-.2155323028564453,49170,-.9392509460449219,641634,-.3550586700439453,291135,.0272064208984375,98768,4329950,-.0867290496826172,3205884,1001428,-.3542346954345703,451945,.1426019668579102,1772000,275571,1.540003776550293,28227,-.4628210067749023,18929644,-.1187286376953125,13228757,-.3477325439453125,3868,-.7440519332885742,208597,-.1699838638305664,1132318,-.0425395965576172,713359,.1089439392089844,439160,-.227996826171875,458150,952985,-.526341438293457,601534,.2456340789794922,695903,-.0464153289794922,2748361,65398,-.5671234130859375,6153981,32876,.2071065902709961,1966349,-.0457191467285156,60763,-.0682525634765625,409851,-3.652651786804199,40828,-.8968915939331055,65597,-.4426965713500977,675378,-.6704139709472656,334058,1767634,-.0471630096435547,685374,-.7171640396118164,267172,-.4128408432006836,matched (3),547630,.86724746,163641.14,388469.5
201409,760421,656,3577,414125,09,0,0,0,0,0,0,0,1,0,0,0,88537,1192624,.5110950469970703,17661,1.280491828918457,1111067,.1278600692749023,1628197,-.012904167175293,323812,-.5511054992675781,761904,970473,-.1972637176513672,7663461,.1751918792724609,1650640,-.0713405609130859,16747,-.7180042266845703,524124,.1115684509277344,3988582,-.0172100067138672,33849,-.3203773498535156,124165,.9263277053833008,486675,-.2764215469360352,342577,.1627101898193359,114391,4734039,.0892219543457031,2703407,877497,-.1321086883544922,304115,-.3961544036865234,1287000,52106,-1.665565490722656,48438,.5400056838989258,19847300,.0473403930664063,17123298,.2580471038818359,2699,-.3598566055297852,244879,.1603603363037109,1013883,-.1104793548583984,220556,-1.173833847045898,426442,-.0293874740600586,420344,955006,.0021190643310547,494433,-.1960716247558594,533895,-.2650108337402344,3285438,44480,-.3854522705078125,5679005,21120,-.4425230026245117,1974245,.0040082931518555,36753,-.5027608871459961,701105,.5368642807006836,24135,-.5257053375244141,50359,-.2643527984619141,579393,-.1532917022705078,256318,1602245,-.098236083984375,744149,.0822763442993164,251956,-.0586385726928711,matched (3),631242.31,.86724746,181311.45,396237.28
201410,760421,657,3577,524215,10,0,0,0,0,0,0,0,0,1,0,0,31750,1446795,.1931943893432617,19591,.1037120819091797,1699135,.4247980117797852,1597584,-.0189809799194336,480252,.3941478729248047,2269846,728723,-.2864894866943359,8149078,.0614404678344727,1674637,.0144338607788086,26581,.4619779586791992,504470,-.0382194519042969,4282881,.0711908340454102,47719,.3434200286865234,187283,.4110097885131836,787774,.4816141128540039,461058,.2970266342163086,192223,4395084,-.0742912292480469,2208521,1155927,.2755842208862305,613819,.7022943496704102,1921000,74270,.3544273376464844,38693,-.2246265411376953,19048616,-.0410747528076172,17209622,.0050277709960938,4943,.6050910949707031,268919,.0936460494995117,1340986,.2796173095703125,316200,.3602237701416016,521712,.2016391754150391,517888,934817,-.021367073059082,569944,.1421260833740234,763390,.357569694519043,3203158,76841,.5466985702514648,5180407,3053,-1.93409538269043,2872132,.3748683929443359,46128,.2272005081176758,1190201,.5292196273803711,24729,.0243139266967773,78863,.4485349655151367,774367,.290064811706543,369510,1856825,.1474618911743164,920511,.2126874923706055,313288,.2178688049316406,matched (3),736245.25,.86724746,175519.53,393620.69
201411,760421,658,3577,563804,11,0,0,0,0,0,0,0,0,0,1,0,32026,1053530,-.317204475402832,10371,-.6360569000244141,890286,-.646331787109375,1149791,-.3289127349853516,465885,-.0303726196289063,891016,1024804,.3409624099731445,6758267,-.1871376037597656,1671537,-.0018529891967773,17984,-.3907146453857422,659305,.2676782608032227,3224427,-.2838706970214844,34778,-.3163442611694336,120721,-.4391384124755859,577985,-.3096628189086914,237075,-.6651468276977539,97635,4498109,.0231704711914063,2569046,1637941,.3485374450683594,388665,-.4569826126098633,1506000,189128,.9347162246704102,54561,.3436613082885742,16620749,-.1363430023193359,15038208,-.1348743438720703,19172,1.355478286743164,334580,.2184658050537109,1084990,-.2118339538574219,399077,.2327795028686523,525370,.0069866180419922,270226,1141013,.1993207931518555,534529,-.0641517639160156,785541,.0286035537719727,4033664,135177,.5648469924926758,5021272,3253,.0634527206420898,2623666,-.0904827117919922,23402,-.6785993576049805,654361,-.5982179641723633,69031,1.026578903198242,53974,-.3792104721069336,688575,-.1174211502075195,262469,1522714,-.1983737945556641,727121,-.2358360290527344,167510,-.6260805130004883,matched (3),396057.59,.86724746,163407.88,388371.31
201412,760421,659,3577,637300,12,0,0,0,0,0,0,0,0,0,0,1,47958,2196213,.734588623046875,7776,-.2879714965820313,1081580,.1946353912353516,664193,-.548762321472168,612094,.2729473114013672,1474217,1075687,.0484580993652344,7991046,.1675548553466797,1436250,-.151707649230957,12481,-.3652744293212891,245863,-.9864120483398438,2727868,-.1672353744506836,37241,.068425178527832,125113,.0357351303100586,839634,.373417854309082,268995,.1263160705566406,156036,4149251,-.0807294845581055,5742120,1472246,-.1066503524780273,414058,.063288688659668,1793000,128217,-.3886995315551758,53164,-.0259380340576172,13529983,-.2057418823242188,12139261,-.2141475677490234,6397,-1.097621917724609,332518,-.0061826705932617,1124166,.0354709625244141,867896,.7769174575805664,940300,.5820960998535156,288300,957081,-.1757831573486328,639372,.1791000366210938,486661,-.4788055419921875,4857509,134991,-.0013771057128906,6178470,8904,1.006922721862793,2298269,-.132415771484375,37502,.4715728759765625,880395,.2967109680175781,82141,.1738815307617188,65937,.2001972198486328,538649,-.2455606460571289,307889,1730777,.1280765533447266,798984,.0942478179931641,312441,.6233730316162109,matched (3),416637.59,.86724746,225087.14,418084.16
201501,760421,660,3577,334813,01,0,0,0,0,0,0,0,0,0,0,0,90093,2111328,-.0394172668457031,816,-2.254383087158203,1078940,-.0024433135986328,1004647,.413818359375,345616,-.5715579986572266,728172,629390,-.5359630584716797,7664881,-.0416727066040039,1435987,-.00018310546875,12221,-.021052360534668,422944,.5424652099609375,3350153,.2054853439331055,28129,-.280609130859375,108513,-.1423473358154297,872628,.038543701171875,528200,.6747817993164063,111777,3600252,-.1419239044189453,2367035,1048868,-.3390779495239258,344721,-.1832704544067383,1747000,60327,-.7539443969726563,17201,-1.128414154052734,17625092,.2644138336181641,15364713,.2356281280517578,15047,.8553495407104492,167159,-.6877479553222656,1057630,-.0610113143920898,373975,-.8418827056884766,495179,-.6412792205810547,485313,1339147,.3358993530273438,508412,-.2291936874389648,478263,-.0174064636230469,2020596,115664,-.1545190811157227,4808042,18850,.7500123977661133,2217850,-.0356178283691406,37238,-.0070638656616211,522124,-.5224647521972656,43471,-.6363430023193359,56142,-.1608152389526367,600559,.1087970733642578,161198,1198448,-.3675432205200195,531984,-.4067268371582031,263431,-.1706247329711914,matched (3),488662.94,.86724746,211362.84,410858.13
201502,760421,661,3577,233926,02,1,0,0,0,0,0,0,0,0,0,0,9296,866171,-.8909902572631836,12399,2.720956802368164,935588,-.1425590515136719,686621,-.3806085586547852,291501,-.1702842712402344,828996,531572,-.1689128875732422,6323947,-.1923055648803711,1612894,.1161775588989258,20148,.4999494552612305,509678,.1865396499633789,2963763,-.1225461959838867,33324,.1694765090942383,88670,-.2019481658935547,871679,-.0010881423950195,383276,-.3207197189331055,129329,3347662,-.0727415084838867,1158321,897941,-.1553621292114258,157607,-.7826309204101563,1761000,151386,.9200534820556641,34884,.7070608139038086,18707944,.0596256256103516,14913913,-.0297794342041016,25712,.5357789993286133,284189,.5306940078735352,1025351,-.0309953689575195,359010,-.0408391952514648,512057,.0335168838500977,318942,886816,-.4121503829956055,363856,-.33453369140625,328560,-.3754415512084961,3102980,27491,-1.436830520629883,3065551,9450,-.6904973983764648,2554972,.1415023803710938,49714,.2889566421508789,294589,-.5723247528076172,50260,.1451148986816406,51313,-.089940071105957,557304,-.0747499465942383,149271,1266126,.0549345016479492,524052,-.0150232315063477,208357,-.2345380783081055,matched (3),-64559.523,.86724746,262675.72,439464.06
201503,760421,662,3577,594560,03,0,1,0,0,0,0,0,0,0,0,0,72224,1184091,.312647819519043,8049,-.43206787109375,1409766,.410003662109375,1180686,.5420684814453125,478917,.4964838027954102,931382,713981,.295018196105957,8475141,.2927942276000977,1534293,-.0499610900878906,19532,-.0310506820678711,726902,.3550119400024414,3476509,.1595697402954102,51362,.4326210021972656,123568,.3318691253662109,571009,-.4230165481567383,545583,.3530998229980469,203110,4105905,.2041635513305664,1353917,1224251,.3099794387817383,414994,.9681587219238281,1924000,103580,-.3794889450073242,99257,1.045683860778809,16526955,-.1239566802978516,16584550,.1061763763427734,48903,.6428813934326172,329445,.1477699279785156,1002485,-.0225534439086914,508835,.3487739562988281,732283,.3577308654785156,523717,1256970,.3488216400146484,508779,.3352546691894531,823481,.9188213348388672,3434041,66324,.8806934356689453,4955749,3399,-1.022534370422363,2741512,.0704689025878906,20482,-.8867406845092773,206201,-.3567295074462891,68002,.3023281097412109,55839,.084528923034668,677246,.1949234008789063,221177,1269451,.0026226043701172,535829,.0222244262695313,286932,.3199920654296875,matched (3),661271.81,.86724746,185981.06,398395.66
201504,760421,663,3577,680084,04,0,0,1,0,0,0,0,0,0,0,0,122858,926984,-.2447938919067383,11715,.3753223419189453,1189081,-.1702432632446289,1259047,.0642595291137695,655842,.31439208984375,1321456,834706,.1562232971191406,7567846,-.1132287979125977,2217748,.3684225082397461,26256,.2958402633666992,1054238,.3717823028564453,3243136,-.069488525390625,52035,.0130176544189453,68604,-.58843994140625,750598,.2734651565551758,805392,.3894748687744141,216163,4829939,.1624078750610352,1814616,749429,-.4907722473144531,461150,.1054601669311523,2212000,115534,.1092205047607422,14520,-1.922184944152832,14949213,-.1003341674804688,15270304,-.0825614929199219,40604,-.1859722137451172,244246,-.2992334365844727,1002556,.0000715255737305,375589,-.3036289215087891,582135,-.2294645309448242,209230,819129,-.4282169342041016,542487,.0641508102416992,628395,-.2703714370727539,3376828,38229,-.5509576797485352,5716249,11714,1.237303733825684,2950288,.0733928680419922,74030,1.284924507141113,10881337,3.965953826904297,100721,.3928165435791016,75847,.3062448501586914,763824,.1203031539916992,267511,1605882,.2350883483886719,793143,.3921880722045898,239140,-.1821956634521484,matched (3),942024.25,.86724746,198573.05,404427.25
201505,760421,664,3577,491714,05,0,0,0,1,0,0,0,0,0,0,0,57526,637985,-.373621940612793,4613,-.9319915771484375,1560544,.2718534469604492,1317949,.0457210540771484,322732,-.7090969085693359,969340,632199,-.2778759002685547,7859850,.0378589630126953,1508678,-.3852577209472656,27226,.0362777709960938,689607,-.4244518280029297,3050473,-.061244010925293,33743,-.4331436157226563,115114,.5175714492797852,621490,-.1887502670288086,336445,-.8728952407836914,177341,4198057,-.1402120590209961,1793076,821793,.0921764373779297,460884,-.0005769729614258,1792000,49261,-.8524322509765625,20600,.3497638702392578,16817260,.1177482604980469,15820079,.035369873046875,13148,-1.127596855163574,179360,-.308781623840332,886966,-.1225013732910156,277140,-.3039722442626953,391434,-.396885871887207,357823,780319,-.0485391616821289,408860,-.2827911376953125,350069,-.5850391387939453,2504535,46271,.1909208297729492,4253612,2733,-1.455384731292725,2223646,-.2827548980712891,51342,-.3659610748291016,292851,-3.615140914916992,67567,-.3992338180541992,68420,-.103053092956543,787604,.0306577682495117,130348,1261127,-.2416677474975586,656755,-.1886920928955078,251372,.0498847961425781,matched (3),804525.5,.86724746,150272.72,383030.06
201506,760421,665,3577,668445,06,0,0,0,0,1,0,0,0,0,0,0,97498,1049708,.4979524612426758,10050,.7786941528320313,1281931,-.1966667175292969,964434,-.3122901916503906,564064,.558344841003418,1129069,592623,-.0646457672119141,6446358,-.1982526779174805,1510799,.0014047622680664,32413,.1743869781494141,785203,.1298198699951172,3236394,.0591630935668945,58437,.5491762161254883,70754,-.4867134094238281,768710,.2125940322875977,798878,.8647737503051758,192651,4380207,.0424737930297852,2114334,854041,.0384912490844727,853178,.6158208847045898,1530000,139888,1.043709754943848,33215,.4777107238769531,19114916,.1280632019042969,16683236,.0531253814697266,24089,.6054859161376953,192671,.071589469909668,1089705,.2058553695678711,304877,.0953855514526367,606536,.4379472732543945,386311,1061658,.3078842163085938,458761,.1151561737060547,547980,.4481086730957031,2570423,172222,1.314269065856934,4939048,78788,3.361361026763916,1829306,-.1952114105224609,116375,.8183078765869141,862379,1.08003044128418,53727,-.2292041778564453,70740,.0333461761474609,683780,-.1413593292236328,253212,1821567,.3676919937133789,814047,.2147073745727539,337196,.2937297821044922,matched (3),1141865.9,.86724746,215648.97,413079.44
201507,760421,666,3577,958073,07,0,0,0,0,0,1,0,0,0,0,0,76700,1069445,.0186281204223633,13504,.2954130172729492,1388898,.0801429748535156,1402468,.3744468688964844,490471,-.139801025390625,1029746,831472,.3386392593383789,11207362,.5530567169189453,994463,-.4181909561157227,44845,.3246526718139648,910493,.1480445861816406,3784349,.1564140319824219,33484,-.5568809509277344,98388,.3297100067138672,512910,-.4046134948730469,703940,-.1265153884887695,132524,3597825,-.1967658996582031,2880017,1919930,.8100643157958984,688652,-.2142314910888672,1426000,166638,.1749811172485352,24604,-.3000926971435547,20714936,.0803852081298828,14279582,-.1555747985839844,16531,-.3765182495117188,373087,.66082763671875,1032086,-.0543251037597656,279959,-.0852651596069336,1021584,.5213451385498047,308233,941372,-.1202487945556641,570816,.2185373306274414,586210,.067439079284668,2119204,175874,.0209836959838867,6262450,22065,-1.272768020629883,1556069,-.161773681640625,45428,-.9406890869140625,10673431,2.515817642211914,34506,-.4427824020385742,70213,-.0074777603149414,781288,.1333074569702148,290819,1129461,-.4779567718505859,847427,.0401859283447266,237144,-.3519964218139648,matched (3),759473.75,.86724746,212812.89,411605.97
201508,760421,667,3577,874808,08,0,0,0,0,0,0,1,0,0,0,0,59470,506234,-.7478961944580078,5429,-.9112310409545898,1768229,.2414684295654297,585979,-.8727045059204102,740025,.4113178253173828,1216440,709643,-.1584358215332031,9803325,-.13385009765625,1033948,.0389366149902344,20678,-.7741413116455078,596698,-.4225749969482422,3702034,-.0219917297363281,47523,.3501462936401367,61889,-.4635772705078125,350256,-.3814363479614258,349706,-.6996002197265625,122674,3460816,-.0388250350952148,2556779,645759,-1.089617729187012,64079,-2.374619483947754,840000,17777,-2.237917900085449,34202,.3293752670288086,16328805,-.2379245758056641,12567752,-.1276950836181641,22525,.3093881607055664,243041,-.4285812377929688,910256,-.1256113052368164,926369,1.196629524230957,590575,-.5480127334594727,140387,975380,.0354890823364258,454514,-.2278375625610352,387719,-.4133968353271484,3194610,131817,-.2883529663085938,5671716,5440,-1.400214195251465,1530750,-.0164051055908203,42281,-.0717906951904297,407242,-3.266104698181152,33587,-.0269947052001953,51933,-.3015785217285156,585646,-.2882280349731445,557021,1509803,.2902383804321289,756046,-.1141023635864258,254187,.0694026947021484,matched (3),627245.44,.86724746,205796.97,408022.72
