period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1242c826,growth1242c826,Y1258c616,growth1258c616,Y1396c152,growth1396c152,Y1497c703,growth1497c703,Y1669c703,Y1755c124,growth1755c124,Y1778c484,growth1778c484,Y1787c826,growth1787c826,Y1926c642,Y199c428,growth199c428,Y2102c792,growth2102c792,Y2560c348,growth2560c348,Y2562c600,growth2562c600,Y2622c36,Y2635c352,growth2635c352,Y2696c792,growth2696c792,Y2728c752,growth2728c752,Y2755c208,growth2755c208,Y2999c826,growth2999c826,Y3022c124,growth3022c124,Y3093c498,Y3144c152,growth3144c152,Y3260c484,growth3260c484,Y3410c440,growth3410c440,Y3421c616,growth3421c616,Y3449c203,Y3633c376,Y3727c428,growth3727c428,Y3842c222,growth3842c222,Y3923c428,growth3923c428,Y4165c616,growth4165c616,Y4173c826,growth4173c826,Y4205c191,growth4205c191,Y4271c826,growth4271c826,Y4300c586,growth4300c586,Y4311c608,Y4312c372,growth4312c372,Y4359c484,growth4359c484,Y4380c300,growth4380c300,Y4506c246,growth4506c246,Y4584c376,Y4598c484,growth4598c484,Y460c792,growth460c792,Y4636c222,growth4636c222,Y4798c300,growth4798c300,Y4825c440,growth4825c440,Y748c826,growth748c826,Y776c440,growth776c440,Y780c616,growth780c616,Y983c348,growth983c348,_merge,x,r2,s,sf
201307,732020,642,3474,1944475,07,0,0,0,0,0,1,0,0,0,0,0,6491689,.0918188095092773,251438,.9060344696044922,314524,-.7596492767333984,31382,-.954319953918457,46995,4979066,.0574741363525391,13916669,.0275821685791016,808186,.5228538513183594,146561,376345,.2461175918579102,5289997,.3222675323486328,1347,-.3806610107421875,222378,-.1769008636474609,76075,25953,1.215586662292481,199998,-.8906593322753906,2312565,.0186243057250977,2649956,.3475246429443359,11530109,-.0838184356689453,7703422,.0130481719970703,28264,338557,-.2611589431762695,158755,-.5573158264160156,1023568,-.2213783264160156,1831897,.1194238662719727,420283,0,38900,-1.074326515197754,417866,.1958627700805664,18516,-1.985691070556641,973088,-.0385713577270508,12463615,-.3493518829345703,88515,.0792856216430664,35397468,.0470123291015625,2481493,.8090200424194336,1989807,164778,-1.090124130249023,50678,-.8914613723754883,580292,-.0655040740966797,3296,-1.054257392883301,0,15286021,-.0195255279541016,37212,-1.491952896118164,26991,-.0775690078735352,220764,-.1451921463012695,398775,.2883853912353516,1785098,.4181365966796875,342,-3.712072849273682,142613,.3305454254150391,129364,.3171463012695313,matched (3),2000398.4,.87418604,113440.3,251831.84
201308,732020,643,3474,1840225,08,0,0,0,0,0,0,1,0,0,0,0,9179447,.3464450836181641,332670,.2799549102783203,1244840,1.375701904296875,38343,.2003374099731445,42697,4555402,-.08892822265625,15559877,.1116085052490234,406712,-.6866874694824219,135509,233061,-.4792060852050781,3668693,-.3659820556640625,2321,.5441184043884277,254322,.1342229843139648,42664,14801,-.5615921020507813,60717,-1.192083358764648,2186144,-.056218147277832,2588782,-.0233554840087891,8365874,-.3208017349243164,8146979,.0559825897216797,50168,330198,-.0249996185302734,220779,.3297996520996094,482466,-.7521390914916992,1589434,-.1419734954833984,344879,423000,17186,-.816899299621582,220389,-.6397666931152344,16856,-.093928337097168,1500306,.4329500198364258,20405364,.4929847717285156,28979,-1.11660099029541,30455816,-.1503639221191406,1710544,-.3720493316650391,445537,123646,-.2871770858764648,99579,.6754598617553711,469249,-.2123985290527344,37587,2.433948516845703,9183000,10487452,-.3767604827880859,150344,1.396294593811035,49840,.6133146286010742,125986,-.5609235763549805,200473,-.6877174377441406,2027342,.1272516250610352,7891,3.138667583465576,79784,-.5808124542236328,131060,.0130243301391602,matched (3),1719857.1,.87418604,133920.56,261696.94
201309,732020,644,3474,1794245,09,0,0,0,0,0,0,0,1,0,0,0,6602665,-.3294944763183594,140795,-.8598461151123047,808763,-.4312562942504883,109104,1.045729637145996,34517,3992617,-.131866455078125,14433532,-.0751399993896484,401660,-.0124988555908203,29272,166189,-.3381748199462891,4532594,.2114591598510742,721,-1.169114112854004,163862,-.4395771026611328,30200,8698,-.5316019058227539,159738,.967310905456543,1937797,-.1205873489379883,2884770,.1082582473754883,8820210,.0528850555419922,6836704,-.1753416061401367,47187,235784,-.3367767333984375,252765,.1352977752685547,466575,-.0334920883178711,1248478,-.2414531707763672,305094,367000,47655,1.019892692565918,423014,.6520109176635742,16734,-.0072641372680664,1153534,-.2628393173217773,23043632,.1215915679931641,40697,.3395833969116211,36273384,.1748085021972656,1167895,-.3816080093383789,1708074,241144,.6679716110229492,61587,-.4805011749267578,525738,.1136693954467773,20529,-.6048192977905273,3245000,3746108,-1.029461860656738,105201,-.3570528030395508,32544,-.4262247085571289,307298,.8916473388671875,346556,.5473642349243164,1561241,-.2612438201904297,6406,-.2084875106811523,104421,.2691078186035156,93150,-.3414440155029297,matched (3),1996940.3,.87418604,113193.23,251720.64
201310,732020,645,3474,1570113,10,0,0,0,0,0,0,0,0,1,0,0,6096734,-.0797204971313477,194150,.3213253021240234,494070,-.492828369140625,90935,-.1821565628051758,21204,3619037,-.0982389450073242,12622277,-.1340923309326172,685746,.5349016189575195,41764,208022,.2245187759399414,3951628,-.1371669769287109,964,.2904520034790039,199497,.1967744827270508,66368,24112,1.01961612701416,38613,-1.41994571685791,1889167,-.0254154205322266,2540396,-.1271257400512695,8968510,.0166730880737305,5972103,-.1352062225341797,38254,215655,-.0892362594604492,348932,.3224172592163086,713013,.4240808486938477,1236295,-.0098056793212891,406641,141000,25117,-.6404428482055664,268815,-.4533815383911133,27464,.4954338073730469,1062815,-.0819091796875,22740136,-.0132579803466797,54005,.2829217910766602,36087332,-.0051422119140625,1099604,-.0602531433105469,718653,166063,-.3730268478393555,134477,.7809429168701172,646111,.2061691284179688,32752,.4671249389648438,1830000,11204502,1.095599174499512,600936,1.742615699768066,84646,.9558849334716797,540101,.5639381408691406,175855,-.6783838272094727,1200548,-.2627029418945313,2988,-.7626314163208008,217903,.7356195449829102,150715,.4811801910400391,matched (3),1590110.1,.87418604,137252.77,263417.72
201311,732020,646,3474,1699095,11,0,0,0,0,0,0,0,0,0,1,0,8403414,.3208856582641602,93753,-.7279672622680664,388287,-.2409324645996094,39104,-.8439197540283203,27675,3615317,-.0010290145874023,11089202,-.1294898986816406,519244,-.2781333923339844,21455,195455,-.0623140335083008,5585109,.3459768295288086,615,-.4494690895080566,148887,-.2926111221313477,18122,42755,.5727767944335938,362048,2.238187789916992,2043164,.0783634185791016,2244509,-.1238327026367188,8426101,-.0623846054077148,7291255,.1995763778686523,21879,282690,.2706708908081055,112570,-1.131301879882813,1237373,.5512466430664063,1184176,-.0430717468261719,354961,145000,33786,.2965021133422852,315785,.1610383987426758,9051,-1.110000610351563,1339122,.2310934066772461,13343604,-.5330944061279297,29985,-.58837890625,27829580,-.2598438262939453,1108354,.0079259872436523,1908468,251396,.4146623611450195,65628,-.7173910140991211,483611,-.2896909713745117,60235,.6092901229858398,4991000,10041262,-.1096134185791016,1015692,.524836540222168,77952,-.0823850631713867,821046,.4188232421875,246813,.3389711380004883,1246109,.0372476577758789,5976,.6931476593017578,150183,-.3721952438354492,44044,-1.230201721191406,matched (3),1598901.4,.87418604,109179.35,249941.41
201312,732020,647,3474,1953678,12,0,0,0,0,0,0,0,0,0,0,1,4641993,-.5934944152832031,221366,.8591537475585938,379750,-.0222320556640625,220310,1.72881031036377,35179,4045952,.1125373840332031,9337652,-.1719169616699219,556890,.0699930191040039,27518,152080,-.2509231567382813,5912436,.0569534301757813,714,.1492605209350586,50846,-1.074386596679688,39049,12679,-1.21553897857666,82568,-1.478154182434082,1924507,-.0598297119140625,2101513,-.0658292770385742,7302699,-.1430902481079102,6290420,-.1476478576660156,59045,311595,.0973539352416992,88250,-.2434015274047852,625764,-.6817731857299805,1454780,.2058067321777344,369595,180000,13540,-.914398193359375,307381,-.0269737243652344,7594,-.1755170822143555,809760,-.5030317306518555,14727702,.09869384765625,29514,-.0158329010009766,26669388,-.0425815582275391,1571295,.3490238189697266,1864465,291811,.1490764617919922,124121,.6372547149658203,359757,-.2958517074584961,17870,-1.215130805969238,2276000,8577224,-.1575927734375,588992,-.5449123382568359,29508,-.9714317321777344,199695,-1.413787841796875,243973,-.0115737915039063,829780,-.406620979309082,12461,.7348518371582031,82842,-.5949192047119141,65236,.392822265625,matched (3),1602810.4,.87418604,106020,248577.58
201401,732020,648,3474,1973247,01,0,0,0,0,0,0,0,0,0,0,0,6327120,.3097009658813477,180867,-.2020549774169922,164674,-.835545539855957,54220,-1.401985168457031,105644,3575143,-.1237115859985352,12017435,.2523021697998047,593049,.0629100799560547,14500,169175,.1065263748168945,4577992,-.2557973861694336,2431,1.225175380706787,231163,1.514322280883789,18588,90193,1.962004661560059,79378,-.0394010543823242,2021192,.0490179061889648,3475210,.5029973983764648,10674528,.3796157836914063,6554579,.0411367416381836,24292,406277,.2653303146362305,727483,2.109416961669922,766107,.2023487091064453,1792174,.2085752487182617,423004,276000,25883,.6479377746582031,360036,.158116340637207,17200,.8175506591796875,913096,.1201028823852539,18440240,.2248039245605469,76140,.9477090835571289,32782400,.2063751220703125,1749641,.1075105667114258,2615406,211637,-.3212337493896484,49962,-.9099941253662109,526915,.3816099166870117,15877,-.1182518005371094,7622000,9785217,.1317634582519531,346883,-.5294256210327148,63247,.7623863220214844,161771,-.2106094360351563,294052,.1866989135742188,1071863,.2559928894042969,532,-3.15371561050415,109284,.2770147323608398,164365,.9240779876708984,matched (3),1990622.1,.87418604,120016.48,254861.78
201402,732020,649,3474,2049563,02,1,0,0,0,0,0,0,0,0,0,0,6559693,.0360984802246094,331417,.6056156158447266,75504,-.7797813415527344,121094,.8035173416137695,26437,3702214,.0349254608154297,9634872,-.2209682464599609,673214,.1267862319946289,1221,196513,.1497955322265625,4955682,.0792741775512695,3134,.2540068626403809,88948,-.9550714492797852,58434,23574,-1.341807365417481,78378,-.0126781463623047,3287098,.4863176345825195,2571982,-.3009786605834961,13830641,.2590255737304688,7142750,.0859336853027344,62702,201872,-.6994009017944336,234739,-1.131115913391113,649677,-.1648464202880859,1620278,-.1008319854736328,662101,252000,34455,.2860679626464844,448829,.2204380035400391,19531,.1270933151245117,1110137,.1953983306884766,20332504,.097686767578125,155306,.7128238677978516,37542556,.1355819702148438,771375,-.8189907073974609,912665,118040,-.5838489532470703,97479,.6683740615844727,783864,.3971967697143555,17391,.0910816192626953,7560000,3392271,-1.05937385559082,773047,.8013525009155273,38870,-.4868249893188477,287820,.5761528015136719,271588,-.0794706344604492,1059394,-.0117006301879883,7820,2.687796115875244,201155,.6101255416870117,112718,-.3772001266479492,matched (3),1855335.8,.87418604,115117.59,252591.83
201403,732020,650,3474,1592534,03,0,1,0,0,0,0,0,0,0,0,0,5459749,-.1835403442382813,106717,-1.133196830749512,59381,-.2402114868164063,101008,-.1813678741455078,61881,3369870,-.0940561294555664,10633938,.0986614227294922,816074,.1924409866333008,10201,156247,-.2292909622192383,5980318,.1879386901855469,2830,-.1020331382751465,208527,.8520164489746094,32926,13271,-.5745630264282227,9559,-2.104060173034668,3220064,-.020604133605957,2201828,-.1553888320922852,14561009,.0514621734619141,6544568,-.0874624252319336,39865,349925,.5500850677490234,63613,-1.305656433105469,624356,-.0397548675537109,2008192,.2146368026733398,327663,218000,25459,-.3025846481323242,526538,.1596813201904297,14499,-.2979230880737305,1474070,.283543586730957,21198066,.0416889190673828,80605,-.6558370590209961,36401924,-.030853271484375,1493596,.6607666015625,641788,150040,.2398786544799805,67902,-.3615713119506836,478572,-.4934291839599609,14423,-.187129020690918,7024000,10719572,1.150571823120117,458833,-.5216531753540039,31619,-.2064647674560547,145021,-.6854562759399414,182212,-.3991146087646484,995441,-.0622673034667969,8502,.0836172103881836,120326,-.5138711929321289,57201,-.6783180236816406,matched (3),1744110.6,.87418604,120369.77,255028.34
201404,732020,651,3474,2003051,04,0,0,1,0,0,0,0,0,0,0,0,3983426,-.3152608871459961,224394,.7432222366333008,292977,1.59611988067627,356410,1.260882377624512,28676,4465889,.2815942764282227,7783927,-.3119897842407227,1033945,.2366323471069336,85441,262107,.5173149108886719,5629538,-.0604457855224609,5515,.6671948432922363,164080,-.2397146224975586,49005,16915,.242619514465332,182145,2.947319984436035,3007054,-.0684404373168945,2380197,.0778951644897461,13246624,-.0946044921875,7707976,.1636199951171875,26357,258219,-.3039112091064453,153825,.8829975128173828,772789,.2132854461669922,1345311,-.400609016418457,672799,213000,120520,1.554745674133301,298624,-.567138671875,33147,.8268728256225586,1422294,-.0357561111450195,21770076,.0266265869140625,119653,.3950357437133789,36652448,.0068588256835938,1472621,-.0141420364379883,904075,152338,.0151996612548828,86340,.2402267456054688,698793,.3785476684570313,52362,1.28935718536377,7508000,13345378,.2190990447998047,576425,.2281589508056641,33309,.0520696640014648,230705,.4642610549926758,262532,.3652019500732422,2719416,1.004986763000488,7063,-.1854314804077148,147367,.2027215957641602,74605,.2656364440917969,matched (3),2268390.8,.87418604,136886.09,263226.84
201405,732020,652,3474,2420491,05,0,0,0,1,0,0,0,0,0,0,0,5051246,.237492561340332,335303,.4016313552856445,434067,.3931045532226563,65082,-1.700433731079102,53527,4860387,.0846490859985352,13551856,.5544614791870117,844534,-.2023515701293945,174586,300837,.1378154754638672,6134666,.0859279632568359,875,-1.841002941131592,146360,-.1142845153808594,36178,15617,-.0798406600952148,228759,.2278661727905273,4430899,.3876419067382813,2752113,.1451864242553711,14060284,.0596103668212891,8386345,.0843496322631836,35855,258483,.0010223388671875,120236,-.2463588714599609,1172343,.4167537689208984,2301635,.5369939804077148,423555,460000,48517,-.9099006652832031,236903,-.2315340042114258,22060,-.4071865081787109,1220367,-.1531200408935547,21872330,.0046844482421875,62509,-.6492853164672852,38268624,.0431499481201172,1678556,.130889892578125,1076856,248725,.4902458190917969,64444,-.2924957275390625,597700,-.1562652587890625,1657,-3.453172206878662,9059000,6623517,-.7005443572998047,179525,-1.166530609130859,56857,.5347118377685547,423963,.6085062026977539,272607,.0376577377319336,3796771,.3337335586547852,14920,.7478322982788086,175280,.1734580993652344,150995,.7050390243530273,matched (3),2312231.5,.87418604,131218.3,260324.44
201406,732020,653,3474,1980448,06,0,0,0,0,1,0,0,0,0,0,0,4854553,-.0397176742553711,89489,-1.320919036865234,500882,.1431713104248047,80436,.2118139266967773,25985,4611129,-.0526447296142578,9886453,-.3153572082519531,582329,-.3717498779296875,90013,170221,-.5694704055786133,5062144,-.1921653747558594,1165,.286252498626709,134918,-.0814018249511719,49218,19904,.2425603866577148,299303,.2687873840332031,3446182,-.2513360977172852,2596245,-.0583028793334961,11948299,-.1627655029296875,7763583,-.0771608352661133,17374,375306,.3729114532470703,74570,-.4777183532714844,408144,-1.055139541625977,1468427,-.449427604675293,215430,90000,32614,-.3971729278564453,290004,.2022438049316406,13857,-.4649753570556641,1315977,.0754280090332031,20639780,-.0580005645751953,111437,.5781488418579102,39959188,.0432281494140625,1284729,-.2673864364624023,927816,179843,-.3242635726928711,83696,.2613945007324219,400117,-.401331901550293,1098,-.4115185737609863,7098000,7549504,.1308555603027344,547820,1.115632057189941,21216,-.985783576965332,395259,-.0701045989990234,176149,-.4367008209228516,2917402,-.2634572982788086,7921,-.6331844329833984,162684,-.0745744705200195,85742,-.5659036636352539,matched (3),1952271,.87418604,86995.359,241078.34
201407,732020,654,3474,2015962,07,0,0,0,0,0,1,0,0,0,0,0,5312762,.0901947021484375,318224,1.268640518188477,585297,.1557493209838867,327610,1.404361724853516,91502,4423150,-.041621208190918,12526793,.2367038726806641,674325,.1466770172119141,50176,211719,.2181615829467773,5262055,.038731575012207,1304,.1127152442932129,190428,.3446063995361328,70169,21534,.0787124633789063,275708,-.0821142196655273,3157578,-.0874614715576172,3350692,.2551002502441406,14562667,.1978721618652344,7772129,.0010995864868164,36024,630068,.5180864334106445,121701,.4898290634155273,539424,.2788820266723633,2754025,.6288719177246094,625316,135000,12075,-.9936046600341797,391096,.2990579605102539,19166,.3243474960327148,1463801,.1064577102661133,21283020,.0306892395019531,49228,-.8169965744018555,38607888,-.0344009399414063,1139336,-.1201019287109375,627967,698939,1.357479095458984,98810,.1660070419311523,756630,.6371173858642578,11434,2.343101501464844,6302000,16365779,.7737102508544922,400497,-.3132410049438477,109033,1.636895179748535,438649,.1041584014892578,248558,.3443460464477539,4041501,.325922966003418,16055,.7065029144287109,229616,.3445987701416016,100982,.1635990142822266,matched (3),2136934.3,.87418604,124961.69,257227.52
201408,732020,655,3474,2649133,08,0,0,0,0,0,0,1,0,0,0,0,7352010,.3248615264892578,92865,-1.231609344482422,825582,.3439693450927734,65310,-1.612678527832031,43505,4656819,.0514802932739258,13432734,.06982421875,814870,.1893157958984375,839,171847,-.2086553573608398,5518406,.0475673675537109,3734,1.052043437957764,213757,.1155662536621094,41725,107654,1.609289169311523,265741,-.0368204116821289,2393664,-.2769804000854492,3623291,.0782155990600586,11509137,-.2353191375732422,6900405,-.1189641952514648,39861,475429,-.2816104888916016,146281,.1839618682861328,576810,.0670108795166016,1847417,-.3992748260498047,490654,269000,45441,1.325277328491211,488800,.2230005264282227,18310,-.0456905364990234,1091930,-.2930898666381836,21469490,.0087223052978516,67789,.3199367523193359,30680336,-.2298355102539063,2356187,.7265987396240234,1177818,457347,-.4241209030151367,102323,.0349359512329102,652817,-.1475772857666016,13737,.1835012435913086,10646000,16485176,.0072689056396484,547830,.3132591247558594,40135,-.9994020462036133,323167,-.3055305480957031,255906,.0291337966918945,2892494,-.3344974517822266,22965,.3579511642456055,116646,-.6772651672363281,178674,.5706205368041992,matched (3),2531906.5,.87418604,111606.76,251011.23
201409,732020,656,3474,2208590,09,0,0,0,0,0,0,0,1,0,0,0,5888461,-.2219791412353516,340251,1.298537254333496,2543077,1.125041007995606,45125,-.3697090148925781,49819,4473225,-.04022216796875,8836530,-.4187994003295898,703443,-.1470413208007813,4629,166195,-.033442497253418,5759521,.0427656173706055,1390,-.9881758689880371,155713,-.3168258666992188,46297,25103,-1.455934524536133,55453,-1.566986083984375,2246760,-.0633354187011719,2788066,-.2620344161987305,11095660,-.0365867614746094,8979773,.2633943557739258,27091,225579,-.7455472946166992,91302,-.4713563919067383,582919,.0105352401733398,1249675,-.3909053802490234,1011282,206000,22622,-.6974916458129883,242197,-.7022018432617188,27120,.3928241729736328,1310408,.1823911666870117,30249096,.34283447265625,46279,-.3817110061645508,33022928,.0735797882080078,994109,-.8629531860351563,418569,162422,-1.035243988037109,66158,-.4360885620117188,502095,-.262507438659668,3790,-1.287727355957031,4748000,9550648,-.5458526611328125,146583,-1.318373680114746,31711,-.2355852127075195,219241,-.3879976272583008,272688,.0635185241699219,2011249,-.3633632659912109,9942,-.8372039794921875,83093,-.3391828536987305,105610,-.5258092880249023,matched (3),2129086.3,.87418604,139244.91,264461.19
201410,732020,657,3474,2407880,10,0,0,0,0,0,0,0,0,1,0,0,5899770,.0019187927246094,300144,-.1254215240478516,795067,-1.162703514099121,436220,2.268710136413574,82328,3777798,-.1689691543579102,10784459,.1992120742797852,643561,-.0889701843261719,26537,159083,-.0437355041503906,4425069,-.2635688781738281,12694,2.211825847625732,240536,.4348554611206055,36160,26246,.0445261001586914,144404,.9570789337158203,2425659,.0766134262084961,2856209,.0241470336914063,12511227,.1200714111328125,7705911,-.1529865264892578,31350,424498,.632237434387207,112996,.2131795883178711,754583,.2581167221069336,1780006,.3537330627441406,596164,228000,49634,.7857532501220703,301003,.2173690795898438,25516,-.0609655380249023,1842174,.3406085968017578,25513512,-.1702594757080078,79183,.5370731353759766,39042392,.1674461364746094,1618462,.4873847961425781,988932,615231,1.331799507141113,82105,.2159528732299805,1316698,.9640922546386719,14843,1.36516284942627,6285000,5820850,-.4951620101928711,1292323,2.176605224609375,62766,.6827497482299805,212525,-.0311117172241211,420125,.4322242736816406,1209198,-.5087985992431641,926,-2.373648643493652,175121,.7455167770385742,83461,-.2353734970092773,matched (3),2506730.8,.87418604,135892.47,262711.5
201411,732020,658,3474,2095602,11,0,0,0,0,0,0,0,0,0,1,0,7123889,.1885404586791992,286263,-.0473518371582031,247021,-1.168952941894531,321599,-.3048410415649414,23855,3014597,-.2256746292114258,8647259,-.2208642959594727,604947,-.0618762969970703,903,236483,.3964500427246094,5090072,.1400060653686523,11011,-.1422348022460938,197092,-.1991987228393555,44993,22477,-.1550216674804688,44799,-1.170429229736328,1823607,-.2852869033813477,2551551,-.1127939224243164,10969951,-.1314659118652344,7465023,-.0317592620849609,15122,289363,-.3832254409790039,89292,-.2354412078857422,527099,-.3587770462036133,1357736,-.2707977294921875,336860,150000,11756,-1.440312385559082,371834,.2113265991210938,13668,-.6242485046386719,4714624,.9397220611572266,19737218,-.2567005157470703,218997,1.017295837402344,31647308,-.2099933624267578,1253999,-.2551383972167969,513887,274661,-.8064603805541992,74113,-.1024074554443359,695864,-.6377277374267578,4239,-1.253201484680176,4058000,4863884,-.1796092987060547,938724,-.3196754455566406,20473,-1.120306968688965,125851,-.523961067199707,333192,-.2318334579467773,1459125,.1878805160522461,12007,2.562370300292969,91250,-.6518745422363281,73697,-.1244182586669922,matched (3),1954388.5,.87418604,129428.54,259426.91
201412,732020,659,3474,2730312,12,0,0,0,0,0,0,0,0,0,0,1,5454304,-.2670488357543945,293493,.0249433517456055,312294,.234471321105957,71872,-1.498418807983398,2543,3793854,.2299165725708008,8366012,-.0330648422241211,626502,.0350112915039063,5778,204009,-.1477117538452148,4460611,-.1320056915283203,617,-2.881781101226807,92532,-.7561168670654297,31592,16303,-.3211431503295898,86144,.653834342956543,1859795,.0196504592895508,2419330,-.0532102584838867,9658304,-.1273422241210938,9426643,.2333126068115234,53544,215334,-.2954921722412109,230565,.9486217498779297,678053,.2518377304077148,1925875,.3495616912841797,770640,213000,15220,.2582464218139648,312871,-.1726560592651367,15929,.1530838012695313,846658,-1.717127799987793,18999544,-.0380916595458984,42569,-1.637931823730469,27022596,-.1579799652099609,1028057,-.1986665725708008,338861,392195,.3562221527099609,99871,.2982883453369141,300732,-.8389348983764648,11177,.9695310592651367,6968000,6347012,.2661476135253906,611652,-.4283580780029297,22419,.0908021926879883,142982,.127619743347168,474156,.3528175354003906,942252,-.4373197555541992,1119,-2.373054027557373,74146,-.2075662612915039,56978,-.2572965621948242,matched (3),2557812,.87418604,153332.44,272142.25
201501,732020,660,3474,2916405,01,0,0,0,0,0,0,0,0,0,0,0,6044958,.1028194427490234,346971,.1673870086669922,438655,.3397684097290039,148448,.7253484725952148,3855,3940148,.0378351211547852,8476636,.0131368637084961,764588,.1991853713989258,10009,147837,-.3220539093017578,3535131,-.2325353622436523,877,.3516378402709961,125999,.3087196350097656,25296,3770,-1.464274406433106,49807,-.5478649139404297,2393560,.2523155212402344,3154405,.2653093338012695,11528247,.1769828796386719,9371208,-.0058994293212891,13477,634699,1.080961227416992,191802,-.1840696334838867,611833,-.1027660369873047,1624932,-.1699142456054688,457578,304000,42142,1.018434524536133,380743,.1963338851928711,14159,-.1177911758422852,1386145,.492985725402832,22378022,.1636638641357422,32169,-.2801227569580078,29308616,.081207275390625,1583406,.4319067001342773,1618491,102480,-1.34209156036377,65556,-.4209747314453125,486840,.4817161560058594,24319,.777400016784668,7954000,2976432,-.7572593688964844,1038724,.5295848846435547,49065,.7832374572753906,243126,.5308609008789063,180097,-.9680414199829102,1417806,.4085931777954102,10416,2.230907917022705,96951,.2681694030761719,131879,.8392200469970703,matched (3),2986013,.87418604,143209.31,266569.84
201502,732020,661,3474,2234597,02,1,0,0,0,0,0,0,0,0,0,0,6907985,.1334543228149414,199243,-.5547161102294922,110892,-1.375156402587891,88930,-.512385368347168,1908,3712247,-.0595808029174805,7664512,-.100712776184082,803222,.0492935180664063,7491,135391,-.0879440307617188,4079419,.1432037353515625,2193,.9165186882019043,85160,-.3917417526245117,22690,17616,1.541732788085938,11816,-1.438700675964356,2463834,.0289363861083984,2192080,-.3639488220214844,10769440,-.0680885314941406,6358574,-.3878374099731445,12018,302556,-.7408847808837891,70053,-1.007211685180664,505739,-.1904392242431641,1205611,-.2984800338745117,355101,340000,9508,-1.488910675048828,310185,-.2049560546875,7892,-.5845003128051758,1344981,-.030146598815918,21806700,-.0258617401123047,27029,-.1740932464599609,31599502,.0752601623535156,1387683,-.1319427490234375,510743,188926,.6116876602172852,127486,.6651020050048828,406986,-.1791563034057617,2431,-2.302955150604248,6341000,2829020,-.0507946014404297,637628,-.4879932403564453,2294,-3.062849044799805,193020,-.2307853698730469,194795,.0784521102905273,2345198,.5032587051391602,2125,-1.589571475982666,60534,-.4710006713867188,74588,-.5699052810668945,matched (3),2612405.8,.87418604,110791.26,250649.7
201503,732020,662,3474,3152931,03,0,1,0,0,0,0,0,0,0,0,0,7722565,.1114683151245117,107786,-.6143770217895508,126961,.1353235244750977,245164,1.014077186584473,37490,4751771,.2468805313110352,8615269,.1169347763061523,856257,.0639400482177734,8981,162690,.1836795806884766,4877336,.1786441802978516,11017,1.614169120788574,235867,1.018735885620117,29990,66020,1.321150779724121,27405,.8412714004516602,2903346,.1641454696655273,2392293,.0874013900756836,12089264,.1156063079833984,6228309,-.0206995010375977,38081,623494,.7230730056762695,535474,2.033900260925293,734289,.3728818893432617,1536760,.2426900863647461,582895,383000,13241,.3311843872070313,427293,.3203010559082031,16213,.7199630737304688,1809238,.2965259552001953,20428588,-.0652828216552734,36770,.3077726364135742,36084968,.1327342987060547,1931609,.3307180404663086,611164,225969,.179041862487793,403304,1.151683807373047,352991,-.1423368453979492,2483,.0211644172668457,9051000,7728213,1.004946708679199,1150409,.590118408203125,14034,1.811185836791992,359056,.6206846237182617,292311,.4058704376220703,2880449,.2055768966674805,11954,1.727294445037842,107153,.5710525512695313,143636,.6553020477294922,matched (3),3349889.5,.87418604,122530.34,256055.19
201504,732020,663,3474,2700654,04,0,0,1,0,0,0,0,0,0,0,0,4713189,-.4937820434570313,209194,.6631145477294922,211163,.5087499618530273,149382,-.4954204559326172,26479,4036118,-.1632347106933594,7171149,-.1834697723388672,964191,.1187191009521484,27593,193593,.1739120483398438,4847774,-.0060787200927734,784,-2.642785549163818,226867,-.0389041900634766,15017,18839,-1.254029273986816,100288,1.297320365905762,2045785,-.3500823974609375,1987072,-.1855907440185547,10706552,-.1214618682861328,7195605,.1443662643432617,11378,310004,-.6987543106079102,178774,-1.097029685974121,554929,-.2800617218017578,961347,-.4690961837768555,337012,147000,15400,.1510496139526367,281660,-.4167690277099609,12646,-.2484722137451172,1234064,-.3825931549072266,18315782,-.1091709136962891,42693,.1493520736694336,36249636,.0045528411865234,1416518,-.3101511001586914,646379,271174,.1823635101318359,58726,-1.92680835723877,746523,.7489843368530273,4568,.6096076965332031,9506000,6589520,-.1593971252441406,944877,-.1968183517456055,10998,-.243769645690918,171188,-.7407159805297852,135140,-.7715063095092773,3127645,.0823335647583008,988,-2.493138790130615,46683,-.8308773040771484,75518,-.6429109573364258,matched (3),2263729.8,.87418604,112947.48,251610.22
