period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1242c826,growth1242c826,Y1258c616,growth1258c616,Y1396c152,growth1396c152,Y1497c703,growth1497c703,Y1669c703,Y1755c124,growth1755c124,Y1778c484,growth1778c484,Y1787c826,growth1787c826,Y1926c642,Y199c428,growth199c428,Y2102c792,growth2102c792,Y2560c348,growth2560c348,Y2562c600,growth2562c600,Y2622c36,Y2635c352,growth2635c352,Y2696c792,growth2696c792,Y2728c752,growth2728c752,Y2755c208,growth2755c208,Y2999c826,growth2999c826,Y3022c124,growth3022c124,Y3093c498,Y3144c152,growth3144c152,Y3260c484,growth3260c484,Y3410c440,growth3410c440,Y3421c616,growth3421c616,Y3449c203,Y3633c376,Y3727c428,growth3727c428,Y3842c222,growth3842c222,Y3923c428,growth3923c428,Y4165c616,growth4165c616,Y4173c826,growth4173c826,Y4205c191,growth4205c191,Y4271c826,growth4271c826,Y4300c586,growth4300c586,Y4311c608,Y4312c372,growth4312c372,Y4359c484,growth4359c484,Y4380c300,growth4380c300,Y4506c246,growth4506c246,Y4584c376,Y4598c484,growth4598c484,Y460c792,growth460c792,Y4636c222,growth4636c222,Y4798c300,growth4798c300,Y4825c440,growth4825c440,Y748c826,growth748c826,Y776c440,growth776c440,Y780c616,growth780c616,Y983c348,growth983c348,_merge,x,r2,s,sf
201109,732020,620,3474,1082712,09,0,0,0,0,0,0,0,1,0,0,0,6593838,-.0879573822021484,217490,.940643310546875,1107801,-.0756330490112305,58652,-.8820486068725586,23359,3849813,-.18707275390625,22446110,-.2003726959228516,925785,.2101707458496094,35253,798571,.6651601791381836,3774774,-.136561393737793,2699,-.3116607666015625,176100,-.0626153945922852,72468,17754,-.7016725540161133,53689,-.5784902572631836,2177987,-.1463623046875,2421895,-.1851615905761719,8039353,-.0795450210571289,8353357,.089935302734375,48463,357953,-.0170001983642578,682396,-.7781610488891602,664261,-.3803949356079102,1389804,-.0469894409179688,472600,300000,28984,.5835857391357422,418733,-.1170635223388672,12872,-.7400417327880859,4800431,1.613701820373535,20780024,.1398887634277344,62413,-.5641765594482422,41397528,.3387126922607422,1588818,.0790061950683594,3150551,134682,-.3209362030029297,134429,.235438346862793,925482,.2451982498168945,21963,1.949284553527832,5161000,9053652,.0745277404785156,198185,1.292690277099609,66539,-.3114986419677734,204416,.3148956298828125,213659,.3187332153320313,1988144,-.0243701934814453,10406,-.4062967300415039,169020,.2079143524169922,76272,-.1723575592041016,matched (3),1369616.9,.87418604,167377.06,280295.66
201110,732020,621,3474,920425,10,0,0,0,0,0,0,0,0,1,0,0,6077311,-.0815725326538086,2936,-4.305105209350586,277199,-1.385396957397461,21409,-1.007810592651367,16200,3624634,-.0602712631225586,21980130,-.0209789276123047,677772,-.3118314743041992,13624,169592,-1.54942798614502,4942112,.2694520950317383,1946,-.3271055221557617,92928,-.6392269134521484,22597,37924,.7589740753173828,31757,-.5250949859619141,2172415,-.0025615692138672,2297276,-.052825927734375,9322596,.1480913162231445,6294710,-.282954216003418,46536,273040,-.270782470703125,465071,-.3834199905395508,671334,.0105915069580078,1003057,-.32611083984375,423611,255000,27501,-.0525217056274414,336635,-.2182350158691406,15988,.2167844772338867,1604995,-1.095584869384766,14272512,-.3756561279296875,31658,-.6787824630737305,37431056,-.1007213592529297,1121194,-.3485956192016602,2737503,127862,-.0519647598266602,88717,-.4155845642089844,788054,-.1607475280761719,3399,-1.865878105163574,3863000,6996670,-.2577333450317383,381353,.6545238494873047,29937,-.7986927032470703,230741,.1211395263671875,215676,.0093955993652344,1589136,-.2240114212036133,3915,-.9775676727294922,119051,-.3504648208618164,73204,-.0410566329956055,matched (3),1057233.8,.87418604,158532.16,275105.47
201111,732020,622,3474,997936,11,0,0,0,0,0,0,0,0,0,1,0,7224259,.172882080078125,128463,3.778593063354492,749449,.994603157043457,51472,.8772268295288086,0,3622418,-.0006113052368164,21217826,-.0352973937988281,562580,-.1862773895263672,24536,177003,.0427713394165039,4610817,-.0693874359130859,7768,1.384237289428711,193446,.7331733703613281,64621,28494,-.2858905792236328,80002,.9239387512207031,1744752,-.2192268371582031,2233527,-.028141975402832,8814483,-.0560436248779297,8854117,.3411731719970703,76105,324953,.1740617752075195,1368271,1.079113006591797,690153,.0276470184326172,1200032,.1792964935302734,552014,201000,30991,.1194744110107422,161599,-.7338809967041016,12179,-.272125244140625,2377080,.3927516937255859,14653704,.0263576507568359,81277,.9428720474243164,41306500,.0985183715820313,1142982,.0192461013793945,3068022,145228,.1273527145385742,102611,.1454935073852539,1025349,.2632217407226563,9299,1.006425857543945,7085000,8077803,.1436853408813477,929617,.891047477722168,13269,-.813664436340332,155569,-.3942070007324219,212498,-.0148448944091797,1345763,-.166229248046875,9452,.8814105987548828,195559,.4963102340698242,84603,.1447200775146484,matched (3),1159622.6,.87418604,118326.49,254070.33
201112,732020,623,3474,980462,12,0,0,0,0,0,0,0,0,0,0,1,8399766,.1507587432861328,107655,-.1767091751098633,98882,-2.025411605834961,22207,-.8406305313110352,34028,3588030,-.0095386505126953,16401122,-.2574920654296875,719143,.2455263137817383,12061,66019,-.9862241744995117,3510178,-.2727384567260742,422,-2.912763118743897,117482,-.4987125396728516,22493,19369,-.3860197067260742,81772,.0218830108642578,942852,-.6154584884643555,1524191,-.3821182250976563,5880061,-.4048290252685547,7187754,-.2085037231445313,52364,278397,-.154632568359375,653863,-.7384061813354492,396654,-.5538492202758789,1570632,.269129753112793,345751,160000,17977,-.5446033477783203,360956,.8036384582519531,23416,.6537055969238281,1463655,-.4849357604980469,9355523,-.4487266540527344,32861,-.9055767059326172,33703048,-.20343017578125,881341,-.2599515914916992,2559217,85396,-.5310049057006836,47830,-.7632913589477539,627110,-.4916667938232422,2359,-1.371668815612793,6482000,6128244,-.2762117385864258,58677,-2.762724876403809,12135,-.0893373489379883,99739,-.4445323944091797,111498,-.6449251174926758,1059323,-.2393312454223633,984,-2.262355327606201,209062,.0667686462402344,41830,-.7043561935424805,matched (3),1014751.3,.87418604,143908.28,266946
201201,732020,624,3474,1664131,01,0,0,0,0,0,0,0,0,0,0,0,6366805,-.2771062850952148,134521,.2227888107299805,204223,.725285530090332,120328,1.689814567565918,41820,5226334,.3761062622070313,19683412,.1824264526367188,639646,-.1171445846557617,16502,424891,1.861889839172363,4416753,.2297382354736328,2323,1.705609321594238,188066,.4705076217651367,64711,35661,.6103830337524414,109271,.2898960113525391,1486591,.4553318023681641,2924596,.6516923904418945,9574056,.4874897003173828,6288361,-.1336784362792969,23999,460191,.502593994140625,3922475,1.791581153869629,654314,.5005226135253906,1761929,.1149311065673828,517155,376000,21420,.17523193359375,415700,.1412076950073242,31543,.2979326248168945,1282537,-.1320962905883789,15946769,.5332889556884766,44299,.298675537109375,35990960,.0656795501708984,1160900,.2755069732666016,2350188,56952,-.40509033203125,93265,.6677913665771484,756633,.1877565383911133,7304,1.130184173583984,8925000,11607227,.6387186050415039,1549761,3.273808479309082,80935,1.897553443908691,164900,.5027828216552734,224794,.7011775970458984,1680704,.461583137512207,5725,1.760971546173096,227698,.0853891372680664,48278,.1433620452880859,matched (3),1527216.1,.87418604,135161.98,262334.41
201202,732020,625,3474,1453466,02,1,0,0,0,0,0,0,0,0,0,0,7228087,.1268768310546875,99546,-.3011007308959961,67100,-1.113028526306152,34521,-1.248654365539551,23812,3782717,-.3232669830322266,19341812,-.0175056457519531,660919,.0327157974243164,12231,327500,-.2603445053100586,3440583,-.2497644424438477,3359,.3687834739685059,88613,-.7525148391723633,40815,21392,-.5110397338867188,1177,-4.530862331390381,1537264,.0335187911987305,2232833,-.2698850631713867,10159095,.0593128204345703,7428435,.1666145324707031,45689,340678,-.3007040023803711,1959134,-.6942205429077148,384727,-.5310525894165039,1280724,-.3189840316772461,666741,194000,17577,-.1977338790893555,290138,-.3596076965332031,13758,-.8297309875488281,826129,-.439845085144043,15812922,-.0084285736083984,82338,.6198711395263672,36138240,.0040836334228516,1427201,.2065191268920898,1987588,191248,1.211361885070801,44120,-.7485313415527344,615564,-.2063388824462891,5131,-.3531217575073242,5956000,9542841,-.1958351135253906,260196,-1.784420967102051,15518,-1.651646614074707,236194,.35931396484375,264173,.1614198684692383,1274830,-.2763996124267578,3065,-.6247949600219727,121587,-.6273899078369141,113554,.8553028106689453,matched (3),1537877.5,.87418604,130601.58,260014.13
201203,732020,626,3474,1467767,03,0,1,0,0,0,0,0,0,0,0,0,8586989,.1722736358642578,153827,.4352083206176758,267659,1.383529663085938,38482,.1086235046386719,16854,4747984,.2272777557373047,21385042,.1004219055175781,780525,.1663360595703125,20834,370682,.1238565444946289,4873745,.3482217788696289,5426,.4795589447021484,132696,.403782844543457,29992,7722,-1.018943786621094,16597,2.646253108978272,1871347,.1966543197631836,2498038,.1122341156005859,8054852,-.2320957183837891,7057919,-.0511646270751953,34620,324536,-.0485410690307617,2830595,.3679838180541992,590354,.4281883239746094,1252752,-.0220823287963867,336084,279000,23202,.2776470184326172,391082,.2985610961914063,16522,.1830720901489258,1055472,.2449922561645508,13398725,-.1656684875488281,30461,-.9943857192993164,41472652,.1376819610595703,1524580,.0660037994384766,2278679,155757,-.2052736282348633,55844,.2356481552124023,684511,.1061649322509766,2086,-.9000520706176758,5129000,14203244,.3976783752441406,294335,.1232833862304688,2216,-1.946296215057373,141343,-.5134639739990234,157208,-.5190343856811523,1360496,.0650358200073242,5878,.6511697769165039,280149,.834691047668457,115245,.0147819519042969,matched (3),1517212.1,.87418604,127960.92,258697.83
201204,732020,627,3474,1817013,04,0,0,1,0,0,0,0,0,0,0,0,8829226,.0278196334838867,254473,.5033664703369141,279073,.0417594909667969,244833,1.850385665893555,43165,4613816,-.0286655426025391,17197656,-.2179183959960938,781317,.0010137557983398,76248,612439,.5021047592163086,3591936,-.305171012878418,4251,-.2440471649169922,147840,.1080694198608398,115302,72043,2.233189582824707,64059,1.350583076477051,1659952,-.1198701858520508,1832914,-.3095989227294922,10106972,.2269515991210938,7847566,.106053352355957,21266,333100,.0260457992553711,3398303,.1827898025512695,424802,-.3290996551513672,1175062,-.0640220642089844,389358,232000,6346,-1.296413421630859,569859,.3764715194702148,43864,.9764013290405273,1164847,.098602294921875,13639656,.017822265625,23354,-.2656793594360352,39580204,-.0467052459716797,1762131,.1448049545288086,3214227,110456,-.3436803817749023,68718,.2074499130249023,401612,-.5332174301147461,12583,1.797098159790039,6081000,6635278,-.7610692977905273,358031,.1959009170532227,44217,2.993405818939209,126131,-.1138687133789063,170597,.0817337036132813,1683930,.2132816314697266,2222,-.9728093147277832,114760,-.8924779891967773,46962,-.8977212905883789,matched (3),1746236.9,.87418604,105217.75,248236.47
201205,732020,628,3474,1841349,05,0,0,0,1,0,0,0,0,0,0,0,6844583,-.2546100616455078,149497,-.5319185256958008,451593,.4813079833984375,104480,-.8515806198120117,47148,5658952,.2041835784912109,21881136,.2408523559570313,1163505,.3982114791870117,126656,324835,-.6341323852539063,5010703,.3328847885131836,6765,.4646072387695313,167601,.1254558563232422,53773,80642,.1127567291259766,185778,1.06474781036377,2111656,.2406835556030273,2124496,.1476278305053711,12841623,.2394657135009766,7945260,.0123720169067383,33692,335384,.0068330764770508,4332150,.2427873611450195,578906,.3095169067382813,1653503,.3415756225585938,405731,365000,16699,.967524528503418,723146,.2382221221923828,53343,.195648193359375,1727525,.3941001892089844,16723885,.203857421875,82164,1.257948875427246,35927500,-.0968265533447266,1003628,-.5629024505615234,2489242,156924,.3511447906494141,85198,.2149667739868164,719074,.5824775695800781,15117,.1834735870361328,5184000,10807491,.4878377914428711,553091,.4349031448364258,18699,-.8606395721435547,163597,.2600851058959961,193859,.1278276443481445,1779133,.0549955368041992,12066,1.691983699798584,168659,.385035514831543,78844,.518132209777832,matched (3),1989763,.87418604,131308.41,260369.88
201206,732020,629,3474,1571187,06,0,0,0,0,1,0,0,0,0,0,0,6744468,-.0147342681884766,64983,-.8331508636474609,98876,-1.518914222717285,54471,-.6513271331787109,651,5211004,-.0824661254882813,18669920,-.1587123870849609,577369,-.7007102966308594,91915,306666,-.0575580596923828,4052836,-.2121591567993164,2292,-1.082336902618408,164990,-.0157012939453125,41449,23637,-1.227207183837891,46536,-1.384326934814453,1383722,-.4226951599121094,1607925,-.278590202331543,8652072,-.394892692565918,8414865,.0574235916137695,30442,314331,-.0648288726806641,2397055,-.591822624206543,489950,-.1668367385864258,1695812,.0252647399902344,379337,270000,29466,.5678882598876953,176680,-1.409271240234375,11314,-1.550701141357422,963913,-.5834445953369141,14693248,-.1294498443603516,37091,-.7953424453735352,35056604,-.0245380401611328,2200523,.7850742340087891,2653965,110427,-.3514070510864258,78563,-.0810775756835938,430519,-.5129728317260742,14843,-.0182914733886719,7718000,6982165,-.4368801116943359,456221,-.1925458908081055,22627,.190673828125,182303,.1082639694213867,175339,-.1004104614257813,1586984,-.1142911911010742,3107,-1.356733322143555,176071,.0430088043212891,71624,-.0960407257080078,matched (3),1043810.6,.87418604,121339.77,255487.59
201207,732020,630,3474,1725824,07,0,0,0,0,0,1,0,0,0,0,0,7000355,.0372381210327148,171314,.9693727493286133,988777,2.30260181427002,166500,1.117326736450195,16903,5677988,.0858249664306641,27248892,.3780994415283203,615039,.0632038116455078,92701,263490,-.1517438888549805,4226326,.0419158935546875,7690,1.210495471954346,205812,.2210779190063477,63920,44265,.6273813247680664,12054,-1.350829124450684,1614290,.154118537902832,2362066,.3845920562744141,8879817,.0259819030761719,8476016,.0072412490844727,25433,549584,.5587148666381836,4055495,.5258312225341797,564186,.1410808563232422,1680966,-.0087928771972656,594828,553000,21095,-.3342018127441406,462525,.9623603820800781,11668,.0308084487915039,2361759,.8961610794067383,20086898,.3126792907714844,87709,.8606500625610352,35466560,.0116252899169922,2192151,-.0038118362426758,3025834,163543,.3927211761474609,90723,.1439104080200195,661457,.4294538497924805,14028,-.0564727783203125,7150000,11675131,.5141029357910156,877542,.6541481018066406,84847,1.32170581817627,305294,.5156049728393555,195955,.1111640930175781,2012780,.2376813888549805,10774,1.243477821350098,197673,.1157264709472656,60830,-.1633472442626953,matched (3),1790302.1,.87418604,158556.19,275119.31
201208,732020,631,3474,1517316,08,0,0,0,0,0,0,1,0,0,0,0,7209001,.0293693542480469,153137,-.1121654510498047,618941,-.4684591293334961,245846,.38970947265625,15749,4372657,-.2612266540527344,20566128,-.2813682556152344,709769,.1432533264160156,33294,206050,-.2458963394165039,4086966,-.0335302352905273,3336,-.8351478576660156,235551,.1349639892578125,44632,33226,-.2868614196777344,179267,2.699480056762695,2060793,.2441959381103516,2025850,-.1535472869873047,8078557,-.0945672988891602,2259374,-1.322153091430664,24353,274132,-.695551872253418,2503442,-.4824056625366211,415625,-.3056001663208008,1528319,-.0951995849609375,472465,273000,22769,.0763645172119141,357795,-.256739616394043,11484,-.015894889831543,1362417,-.5501461029052734,26422644,.2741527557373047,141034,.4749765396118164,30054382,-.1655807495117188,1038886,-.746734619140625,2864551,118641,-.3209743499755859,83280,-.0856027603149414,396589,-.5115451812744141,3968,-1.26279354095459,4860000,10974083,-.0619258880615234,105177,-2.121479988098145,37496,-.8166160583496094,175733,-.5523090362548828,155856,-.2289524078369141,1799634,-.1119327545166016,5746,-.628631591796875,197413,-.0013160705566406,107458,.5690164566040039,matched (3),1372369.1,.87418604,142686.66,266289.41
201209,732020,632,3474,1384748,09,0,0,0,0,0,0,0,1,0,0,0,8290323,.1397581100463867,164668,.0725984573364258,1154566,.6234703063964844,18011,-2.613722801208496,129339,3397881,-.2522182464599609,19558748,-.0502223968505859,598705,-.1701698303222656,4284,170954,-.1867246627807617,3432701,-.1744556427001953,3201,-.0413093566894531,197096,-.1782360076904297,62229,11613,-1.051207542419434,721579,1.39256477355957,1787648,-.1421909332275391,1538316,-.2753009796142578,8717236,.0760889053344727,7379182,1.183575630187988,24601,272405,-.0063199996948242,1980602,-.2342653274536133,607041,.3788127899169922,1092981,-.3352603912353516,306236,422000,22493,-.0121955871582031,345456,-.03509521484375,6187,-.618504524230957,1082628,-.2298688888549805,26551236,.0048561096191406,34112,-1.419351577758789,27802146,-.0778961181640625,1205221,.1485137939453125,3303278,108104,-.0930080413818359,43529,-.6487808227539063,409116,.0310983657836914,14747,1.312777519226074,3999000,6953783,-.4562501907348633,642247,1.809328079223633,90405,.88006591796875,222590,.2363653182983398,316331,.7078561782836914,1281549,-.3395137786865234,8179,.3530654907226563,252777,.2472095489501953,55387,-.662755012512207,matched (3),1555980.1,.87418604,164105.47,278354.41
201210,732020,633,3474,1221803,10,0,0,0,0,0,0,0,0,1,0,0,7250636,-.1339998245239258,109211,-.410649299621582,922561,-.2243261337280273,90435,1.613649368286133,18383,3784289,.1077060699462891,16488657,-.1707496643066406,537641,-.1075782775878906,25871,165765,-.03082275390625,3402358,-.0088787078857422,1194,-.9861540794372559,142009,-.3278007507324219,50623,139403,2.485243797302246,63327,-2.43312931060791,1657701,-.0754690170288086,2272240,.3900775909423828,10638115,.1991415023803711,6470749,-.1313714981079102,61840,340364,.2227258682250977,3070297,.4383726119995117,770478,.2384147644042969,1434255,.2717370986938477,609934,261000,22832,.014958381652832,282670,-.2005853652954102,47128,2.030417442321777,1993140,.6103191375732422,18185332,-.3784618377685547,267819,2.060662269592285,34772884,.2237262725830078,1727470,.3599948883056641,2523463,57231,-.6359977722167969,104802,.8786449432373047,671482,.495488166809082,4567,-1.172183036804199,4065000,15511991,.8023271560668945,241012,-.9801263809204102,8285,-2.389853477478027,336779,.4140958786010742,314344,-.0063009262084961,1497293,.1555891036987305,11223,.3163957595825195,234116,-.076690673828125,113951,.7214241027832031,matched (3),1230294.4,.87418604,161501.69,276827.31
201211,732020,634,3474,1097533,11,0,0,0,0,0,0,0,0,0,1,0,7085395,-.0230531692504883,187390,.5399103164672852,758750,-.1954813003540039,81408,-.1051578521728516,16293,3975770,.0493602752685547,15851595,-.0394020080566406,197717,-1.000354766845703,13370,311398,.6305007934570313,4931874,.3712501525878906,3682,1.126146793365479,223744,.4546127319335938,70657,22714,-1.814387321472168,54891,-.1429624557495117,1317410,-.2297639846801758,2235099,-.0164804458618164,10490814,-.0139446258544922,7435083,.1389179229736328,43376,252161,-.2999477386474609,1390315,-.7922439575195313,477547,-.4783487319946289,1234569,-.1499233245849609,702859,179000,21371,-.0661277770996094,276021,-.0238027572631836,19116,-.9023418426513672,781804,-.9358615875244141,13876655,-.2704067230224609,88883,-1.102991104125977,30592236,-.1280918121337891,1708337,-.0111370086669922,1146214,125948,.7887735366821289,77127,-.3066186904907227,702410,.0450305938720703,2720,-.5182247161865234,3105000,14744445,-.0507469177246094,274470,.1299953460693359,72826,2.173626899719238,164263,-.7179584503173828,201855,-.4429378509521484,1298820,-.1422033309936523,3251,-1.23900318145752,126366,-.6166343688964844,26836,-1.446024894714356,matched (3),1101300.3,.87418604,140001.02,264860.06
201212,732020,635,3474,988601,12,0,0,0,0,0,0,0,0,0,0,1,8604747,.1942787170410156,86401,-.7741928100585938,177771,-1.451176643371582,26447,-1.124331474304199,17390,3888812,-.0221147537231445,11152620,-.3515968322753906,578929,1.074343681335449,21156,211464,-.3870172500610352,3703251,-.2865076065063477,726,-1.623661041259766,161606,-.3253421783447266,37331,4581,-1.601064682006836,62559,.1307601928710938,784660,-.5181722640991211,1793328,-.2202119827270508,7593518,-.3232040405273438,7235067,-.0272703170776367,37623,250637,-.0060625076293945,310137,-1.500270843505859,459979,-.0374822616577148,1103767,-.1119928359985352,292960,1161000,27515,.2526960372924805,158361,-.5556001663208008,5689,-1.211991310119629,781556,-.0003175735473633,12101524,-.1368770599365234,89357,.0053186416625977,27891028,-.0924415588378906,927776,-.6104860305786133,1342206,135439,.0726518630981445,95344,.2120380401611328,371424,-.6371726989746094,5159,.640110969543457,4018000,2712897,-1.692848205566406,704062,.9420242309570313,27036,-.9909038543701172,222702,.3043661117553711,80281,-.9220170974731445,1081858,-.1827754974365234,930,-1.251533031463623,79969,-.4575433731079102,82700,1.125475883483887,matched (3),1161416.8,.87418604,114666.77,252386.69
201301,732020,636,3474,1844065,01,0,0,0,0,0,0,0,0,0,0,0,9653084,.1149635314941406,152822,.5702743530273438,56939,-1.138515472412109,97611,1.305848121643066,53726,4730693,.1959676742553711,15375610,.3211078643798828,568106,-.0188722610473633,34720,257717,.1978073120117188,4566308,.2094936370849609,1098,.4136953353881836,197305,.199589729309082,54530,33285,1.983189582824707,199613,1.160270690917969,1711237,.7797212600708008,2570883,.3601760864257813,11875897,.4472160339355469,7311203,.0104684829711914,52784,289952,.1457099914550781,163592,-.6396389007568359,525991,.1341037750244141,1642088,.3972396850585938,643493,221000,25144,-.0901117324829102,404481,.9377279281616211,24582,1.463479995727539,1252427,.4715518951416016,13125400,.0812187194824219,93092,.0409488677978516,37160048,.2869281768798828,2045474,.7905950546264648,1989129,72809,-.6206817626953125,64639,-.3886737823486328,502227,.3017072677612305,13804,.9842157363891602,7107000,19552308,1.975076675415039,402369,-.5594968795776367,61772,.8262805938720703,437850,.6760416030883789,267644,1.204124450683594,1886256,.5559139251708984,1121,.1867918968200684,145523,.5986948013305664,138341,.5145015716552734,matched (3),1672698.5,.87418604,142200.2,266029.09
201302,732020,637,3474,1371022,02,1,0,0,0,0,0,0,0,0,0,0,8859644,-.0857715606689453,150686,-.0140752792358398,18856,-1.105149269104004,72557,-.2966175079345703,34457,3944678,-.1817045211791992,13145525,-.1567001342773438,537574,-.055241584777832,22846,322057,.2228660583496094,4021612,-.1270217895507813,563,-.6679658889770508,144270,-.3130636215209961,43035,12787,-.9566774368286133,108781,-.6070442199707031,1935194,.1229915618896484,2281330,-.1194906234741211,10297354,-.1426239013671875,5951235,-.2058086395263672,33813,302171,.0412778854370117,294153,.5867242813110352,446537,-.163762092590332,1298816,-.2345161437988281,543081,509000,14640,-.5408620834350586,332448,-.1961212158203125,15808,-.4414987564086914,1089009,-.1398153305053711,9689392,-.3035182952880859,135967,.3788242340087891,37115860,-.001190185546875,793544,-.9468765258789063,1656664,46097,-.4570913314819336,78273,.1913843154907227,625904,.2201452255249023,5357,-.9465541839599609,6137000,8295598,-.8573694229125977,123558,-1.180658340454102,67801,.0931272506713867,172964,-.9287929534912109,252818,-.0569877624511719,1315822,-.3601322174072266,13204,2.466299057006836,108269,-.29571533203125,78132,-.5713214874267578,matched (3),1372413.9,.87418604,79541.328,238489.83
201303,732020,638,3474,1039065,03,0,1,0,0,0,0,0,0,0,0,0,6731323,-.2747344970703125,48345,-1.136835098266602,176463,2.23628044128418,27228,-.9801273345947266,16288,3403607,-.1475315093994141,12644993,-.0388202667236328,777165,.368586540222168,22210,194941,-.5020313262939453,5032676,.224268913269043,628,.1092605590820313,185283,.2501974105834961,22448,8236,-.4399147033691406,58413,-.6217975616455078,2089744,.0768337249755859,2007333,-.1279516220092773,10664494,.0350322723388672,5222202,-.1306800842285156,24027,249111,-.1930952072143555,193928,-.4166126251220703,401261,-.1069097518920898,1770695,.3099193572998047,441614,127000,39571,.9943389892578125,272175,-.2000389099121094,18958,.1817102432250977,896802,-.194188117980957,15023426,.4385795593261719,125598,-.0793256759643555,31477548,-.1647682189941406,6026116,2.027349472045898,1072855,161203,1.25191593170166,51893,-.4110183715820313,346083,-.5925188064575195,748,-1.968756675720215,5714000,9973956,.1842527389526367,113642,-.0836582183837891,41151,-.49932861328125,79060,-.7828760147094727,118709,-.7559947967529297,1436751,.0879220962524414,5709,-.8384761810302734,80363,-.2980642318725586,62014,-.2310400009155273,matched (3),1412863.5,.87418604,131443.98,260438.27
201304,732020,639,3474,1918681,04,0,0,1,0,0,0,0,0,0,0,0,7257300,.0752363204956055,93508,.6596841812133789,119572,-.3891925811767578,171401,1.839759826660156,71786,4041183,.1717014312744141,14587205,.14288330078125,631024,-.2083091735839844,24290,375295,.6550149917602539,5077612,.0088891983032227,1076,.5384654998779297,275182,.3955488204956055,45328,16825,.7143516540527344,108694,.620997428894043,3036273,.3735895156860352,2161791,.0741300582885742,10366789,-.0283126831054688,6425791,.2074003219604492,29546,375290,.4098005294799805,103287,-.6299753189086914,751976,.6280918121337891,748686,-.8608074188232422,655678,263000,39907,.0084552764892578,506258,.6206016540527344,17829,-.0613994598388672,1315248,.3829450607299805,13519153,-.1055030822753906,59719,-.7434368133544922,35494884,.1201133728027344,1239265,-1.581583976745606,2029665,99778,-.4797163009643555,77828,.4053173065185547,504696,.3772783279418945,9531,2.544901847839356,7273000,17368544,.5546836853027344,517239,1.515452384948731,8103,-1.625014305114746,228081,1.059493064880371,215386,.5957565307617188,1195423,-.1838836669921875,17751,1.134397506713867,137285,.5355043411254883,191260,1.126274108886719,matched (3),1758865.5,.87418604,118063.41,253947.91
201305,732020,640,3474,2093315,05,0,0,0,1,0,0,0,0,0,0,0,5440701,-.2881002426147461,224344,.8751335144042969,318789,.9806108474731445,49661,-1.238785743713379,41635,5047895,.2224340438842773,15596053,.0668735504150391,859488,.3089933395385742,189216,178754,-.7417011260986328,4420489,-.1385908126831055,6495,1.797781944274902,161695,-.5317211151123047,68643,62826,1.317502975463867,58108,-.6262331008911133,2849099,-.0636281967163086,2532775,.1583786010742188,11326196,.0885105133056641,8863961,.3216743469238281,27985,280888,-.2897424697875977,1508328,2.681244850158691,539896,-.3313274383544922,1428670,.64617919921875,394211,482000,40122,.0053730010986328,314105,-.4773197174072266,22403,.2283687591552734,1028747,-.2456836700439453,11348845,-.1749916076660156,243846,1.406887054443359,36920416,.0393753051757813,1424856,.139552116394043,1480775,118745,.1740303039550781,92732,.1752119064331055,412060,-.2027873992919922,80440,2.132962226867676,8934000,10910355,-.4649486541748047,279380,-.6159324645996094,29183,1.281352043151856,276519,.1925792694091797,220494,.0234394073486328,1581315,.2797565460205078,3225,-1.705508232116699,92529,-.3945369720458984,136814,-.3350114822387695,matched (3),1979057.6,.87418604,123094.61,256325.69
201306,732020,641,3474,2022727,06,0,0,0,0,1,0,0,0,0,0,0,5922176,.0847959518432617,101612,-.7920188903808594,672303,.7461795806884766,81496,.4953346252441406,3037,4700963,-.0712032318115234,13538059,-.1415138244628906,479114,-.5843982696533203,251244,294238,.498377799987793,3832625,-.1427001953125,1971,-1.19249153137207,265411,.4955673217773438,39055,7696,-2.099668502807617,487342,2.126663208007813,2269894,-.2272701263427734,1872020,-.3022975921630859,12538213,.1016635894775391,7603555,-.1533775329589844,47626,439594,.4478950500488281,277183,-1.69407844543457,1277204,.8610515594482422,1625682,.1291837692260742,259698,224000,113900,1.04339599609375,343538,.0895709991455078,134872,1.795130729675293,1011355,-.0170507431030273,17675258,.4430484771728516,81768,-1.092650413513184,33771880,-.0891361236572266,1104995,-.2542304992675781,1449295,490156,1.417745590209961,123588,.2872400283813477,619576,.4078664779663086,9459,-2.140544891357422,4073000,15587420,.3567523956298828,165436,-.5239887237548828,29168,-.000514030456543,255261,-.0799932479858398,298871,.3041410446166992,1175081,-.2969198226928711,14001,1.468194961547852,102472,.1020679473876953,94206,-.373138427734375,matched (3),2068093.8,.87418604,192518.22,295996.34
