period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1082c554,Y1108c484,growth1108c484,Y1267c124,growth1267c124,Y1471c600,growth1471c600,Y1497c703,growth1497c703,Y1570c703,growth1570c703,Y1652c218,Y1688c600,growth1688c600,Y1735c428,growth1735c428,Y1814c600,growth1814c600,Y1844c807,growth1844c807,Y1845c608,Y2498c752,growth2498c752,Y2637c246,growth2637c246,Y2788c300,growth2788c300,Y2788c344,Y2809c268,growth2809c268,Y2885c348,growth2885c348,Y2911c222,growth2911c222,Y2952c203,Y2982c222,growth2982c222,Y3147c440,growth3147c440,Y3451c616,growth3451c616,Y3516c352,growth3516c352,Y3542c440,growth3542c440,Y3587c352,growth3587c352,Y3719c218,Y3732c600,growth3732c600,Y3733c705,growth3733c705,Y3915c600,growth3915c600,Y3936c152,growth3936c152,Y4044c642,Y40c32,Y4132c208,growth4132c208,Y4174c586,growth4174c586,Y4291c608,Y4538c68,growth4538c68,Y4577c757,growth4577c757,Y4694c251,growth4694c251,Y4719c152,growth4719c152,Y4764c616,growth4764c616,Y4790c300,growth4790c300,Y4809c36,Y4970c428,growth4970c428,Y4987c586,growth4987c586,Y5027c440,growth5027c440,Y519c372,growth519c372,Y528c616,growth528c616,Y660c554,Y969c620,growth969c620,_merge,x,r2,s,sf
201011,901580,610,4739,1834675,11,0,0,0,0,0,0,0,0,0,1,0,32,167766,-1.143781661987305,211415,-.2560806274414063,729975,.0216140747070313,15101,-.1157426834106445,1159081,-.0034341812133789,109322,292379,-.1259269714355469,109532,-.0391473770141602,4421,.1341457366943359,3406,2.156943321228027,159811,75586,-.4497594833374023,656096,.4539356231689453,438335,.1438026428222656,101138,532020,1.100718498229981,20658,-1.024030685424805,118133,-.1195297241210938,44101,218553,-.4866485595703125,16784,.5456228256225586,530374,-.6587858200073242,476,-.3022809028625488,5245,-2.33011531829834,91989,1.532105445861816,61360,23377,-3.50639533996582,887614,.6451969146728516,28517,-.0703363418579102,2731029,.0333032608032227,57386,0,55611,-.5553398132324219,20287,1.18785285949707,563568,24444,.6294374465942383,257169,.048741340637207,660220,-.058197021484375,144624,-.5658512115478516,139540,-.312251091003418,261849,-.0799312591552734,1774373,85401,-1.029770851135254,765760,-.3942346572875977,103551,1.063178062438965,418858,.0420389175415039,1838840,-.2834587097167969,1797092,1591,-2.526608467102051,matched (3),-890791,.92209238,835270.25,1182262.3
201012,901580,611,4739,2959880,12,0,0,0,0,0,0,0,0,0,0,1,706,337149,.6979541778564453,250840,.1709918975830078,711757,-.0252742767333984,62087,1.413775444030762,1305552,.1189985275268555,127832,379921,.2619123458862305,84239,-.2625589370727539,6113,.3240518569946289,3972,.1537313461303711,109578,89608,.1701736450195313,670852,.0222415924072266,308559,-.3510704040527344,121402,278320,-.6479101181030273,15915,-.2608404159545898,30603,-1.350712776184082,28023,319075,.3783979415893555,3747,-1.499469757080078,471279,-.1181316375732422,2542,1.675288677215576,7090,.3014106750488281,30773,-1.09503173828125,42916,46367,.6848344802856445,263957,-1.212750434875488,37561,.2754659652709961,4024342,.3876829147338867,136547,0,117724,.7499618530273438,2012,-2.310850620269775,634225,74439,1.113595008850098,523846,.7114639282226563,1015908,.430964469909668,151332,.0453395843505859,70164,-.6875162124633789,216334,-.1909446716308594,2010710,44938,-.6420736312866211,1518688,.6847333908081055,31697,-1.183841705322266,486024,.1487255096435547,1947482,.0574026107788086,2597336,17600,2.403535842895508,matched (3),-726994.31,.92209238,531911.56,991462.31
201101,901580,612,4739,4182098,01,0,0,0,0,0,0,0,0,0,0,0,1060,544536,.4794092178344727,549740,.7846298217773438,570850,-.2206096649169922,128550,.7277812957763672,1104538,-.1671981811523438,351295,205034,-.6167869567871094,91763,.0855512619018555,13406,.7852849960327148,2888,-.3187060356140137,228271,120200,.2937126159667969,484247,-.325953483581543,142498,-.7725849151611328,78966,43476,-1.856562614440918,26439,.5075778961181641,66695,.7790317535400391,17929,213306,-.4026985168457031,3805,.0153598785400391,752604,.4680891036987305,210867,4.418276309967041,67052,2.246783256530762,54024,.5627908706665039,86259,378547,2.099752426147461,501563,.6419429779052734,77186,.7202510833740234,4912904,.1995029449462891,23208,0,164769,.3362016677856445,15308,2.029246807098389,775863,33966,-.7846202850341797,149940,-1.250962257385254,354561,-1.052657127380371,207213,.3142709732055664,95630,.3096513748168945,228095,.0529394149780273,3125776,97589,.7754802703857422,739174,-.7200689315795898,19864,-.4673128128051758,689286,.3493986129760742,2332768,.1805181503295898,1367792,3058,-1.750137329101563,matched (3),1316772.5,.92209238,595399.38,1026921.7
201102,901580,613,4739,1521759,02,1,0,0,0,0,0,0,0,0,0,0,499,469113,-.1490907669067383,125665,-1.475825309753418,619067,.0810871124267578,52835,-.8891439437866211,1039262,-.0609169006347656,234760,386805,.6347446441650391,210700,.8312253952026367,10681,-.2272367477416992,6838,.861931324005127,162959,87722,-.3149843215942383,1008347,.7334728240966797,151831,.0634393692016602,146055,37153,-.1571645736694336,27994,.0571498870849609,85271,.2457046508789063,9623,172525,-.2121858596801758,1005,-1.331328392028809,137876,-1.697184562683106,7549,-3.329812049865723,2220,-3.407961368560791,22330,-.8834972381591797,46045,762655,.7004661560058594,502159,.0011873245239258,20142,-1.343410491943359,1011569,-1.580362319946289,117795,0,99174,-.5076684951782227,17194,.1161842346191406,378170,7491,-1.51165771484375,300259,.6944103240966797,608609,.5402956008911133,95861,-.770848274230957,72569,-.2759485244750977,233316,.0226316452026367,2581215,114300,.1580619812011719,922518,.2215738296508789,39730,.6931972503662109,591793,-.1524991989135742,2688892,.1420736312866211,1404570,9677,1.15199089050293,matched (3),-482777.59,.92209238,473833.81,961554
201103,901580,614,4739,1353050,03,0,1,0,0,0,0,0,0,0,0,0,356,314385,-.4002246856689453,495433,1.37181282043457,430585,-.3630685806274414,9743,-1.690625190734863,1703132,.4939584732055664,158006,232844,-.5075521469116211,368428,.5588102340698242,3343,-1.16159725189209,4163,-.4962596893310547,296552,79122,-.1031818389892578,663889,-.4179525375366211,104097,-.3774442672729492,47212,58242,.4495620727539063,23420,-.1783990859985352,65111,-.2697410583496094,14783,166774,-.0339021682739258,7383,1.994193077087402,81139,-.5301914215087891,1941,-1.358211994171143,316541,4.959945201873779,50070,.8074913024902344,71267,300173,-.9324474334716797,207837,-.8821620941162109,36840,.6037769317626953,4084304,1.395648956298828,70593,0,185487,.6261091232299805,17867,.0383949279785156,554693,45076,1.794648170471191,315146,.0483903884887695,422448,-.3651103973388672,238862,.9129867553710938,103067,.3508415222167969,210839,-.1012992858886719,2409343,97001,-.1641054153442383,761921,-.1912641525268555,32262,-.208216667175293,482446,-.2042884826660156,2334213,-.1414546966552734,1273920,8779,-.0973892211914063,matched (3),2691790,.92209238,482302.25,965755.19
201104,901580,615,4739,3885956,04,0,0,1,0,0,0,0,0,0,0,0,5194,445724,.3490810394287109,498876,.0069246292114258,484441,.1178503036499023,21793,.8050394058227539,1446482,-.163334846496582,164356,433506,.6215372085571289,218513,-.52239990234375,8580,.9425649642944336,5945,.3563146591186523,233625,116561,.3874235153198242,610536,-.0837774276733398,46359,-.8089075088500977,58387,36893,-.4565849304199219,8882,-.9695644378662109,68316,.0480499267578125,19381,204067,.2018089294433594,4110,-.5857572555541992,106709,.2739419937133789,2174,.113365650177002,10758,-3.381802558898926,41370,-.1908664703369141,109922,602748,.6971406936645508,162712,-.2447729110717773,43633,.1692295074462891,6096839,.4006185531616211,509292,0,77799,-.8688564300537109,15626,-.1340188980102539,965389,3787,-2.476776123046875,105332,-1.095918655395508,675308,.4691028594970703,164807,-.3711109161376953,135468,.2733564376831055,178214,-.1681098937988281,3592398,160242,.5019645690917969,686841,-.1037397384643555,33890,.049229621887207,1463493,1.109712600708008,2724295,.1545352935791016,1204755,9280,.0554990768432617,matched (3),2119272.8,.92209238,557749.56,1005560.7
201105,901580,616,4739,2409679,05,0,0,0,1,0,0,0,0,0,0,0,131,264260,-.52276611328125,285648,-.5575971603393555,541319,.1110134124755859,18293,-.1750698089599609,1139509,-.2385368347167969,163700,124717,-1.245858192443848,130972,-.5118618011474609,3984,-.7671470642089844,622,-2.257365703582764,203954,67262,-.5498189926147461,904981,.3935766220092773,53560,.1443862915039063,88820,27171,-.3058710098266602,12153,.3135499954223633,83456,.2001762390136719,32641,235238,.1421489715576172,2619,-.4506306648254395,157412,.3887605667114258,1176,-.6144499778747559,7165,-.4064416885375977,16143,-.9410696029663086,99016,340134,-.5721597671508789,593178,1.293513298034668,38584,-.1229763031005859,2848941,-.7608222961425781,49201,0,144998,.6225910186767578,15098,-.0343742370605469,377347,4170,.0963420867919922,108079,.0257453918457031,1008055,.400609016418457,117012,-.342498779296875,95105,-.3537540435791016,301474,.5256986618041992,3030253,9834,-2.790840148925781,2925969,1.449277877807617,88943,.9648761749267578,384401,-1.336894989013672,2175112,-.2251300811767578,821120,3656,-.9314918518066406,matched (3),113160.02,.92209238,596238.56,1027408.4
201106,901580,617,4739,2479264,06,0,0,0,0,1,0,0,0,0,0,0,1380,427823,.481776237487793,287739,.007293701171875,574007,.0586328506469727,14705,-.2183313369750977,1105301,-.0304794311523438,461569,365018,1.073899269104004,348575,.9788703918457031,49577,2.521240234375,5118,2.107578754425049,365652,197116,1.075196266174316,1158968,.247370719909668,89436,.512721061706543,108030,28815,.0587453842163086,1698,-1.968125343322754,29105,-1.053409576416016,46632,179798,-.268763542175293,7578,1.062456607818604,154193,-.0206613540649414,445,-.9717998504638672,4570,-.4496955871582031,37127,.8328580856323242,81716,1061412,1.138015747070313,354384,-.5151138305664063,43701,.1245336532592773,3346574,.1609897613525391,301190,0,114557,-.2356472015380859,16261,.0742073059082031,478647,12935,1.132020950317383,360593,1.204887390136719,458474,-.7878742218017578,188355,.4760522842407227,106640,.1144771575927734,275516,-.0900382995605469,4433734,60239,1.812474250793457,447356,-1.878026008605957,40176,-.7947263717651367,2096837,1.696498870849609,3184922,.38134765625,1264757,4049,.1020994186401367,matched (3),1580100.1,.92209238,847248.94,1190755.4
201107,901580,618,4739,2026675,07,0,0,0,0,0,1,0,0,0,0,0,195,181755,-.8560504913330078,298090,.0353422164916992,520450,-.0979480743408203,27629,.6306791305541992,718535,-.4306583404541016,256534,207065,-.5669136047363281,96454,-1.284787178039551,2471,-2.998903751373291,20439,1.384681701660156,113881,64887,-1.11114501953125,692332,-.5152196884155273,64430,-.3279438018798828,90037,21618,-.2873697280883789,40538,3.172788619995117,123743,1.447296142578125,7317,115800,-.4399690628051758,4237,-.5813932418823242,119435,-.25543212890625,113,-1.370686531066895,2566,-.5771646499633789,29998,-.2132139205932617,33546,637356,-.5100269317626953,345097,-.026555061340332,43542,-.0036449432373047,3197702,-.0455045700073242,10732,0,92531,-.2135286331176758,6168,-.9693946838378906,713223,5320,-.8884639739990234,111126,-1.177085876464844,730688,.4660825729370117,200422,.0620965957641602,70956,-.4073991775512695,279517,.0144176483154297,2741762,209454,1.246184349060059,1929839,1.461836814880371,26374,-.4208908081054688,303630,-1.932375907897949,2658507,-.1806631088256836,877990,20596,1.626626968383789,matched (3),308093.03,.92209238,680029.63,1078196.6
201108,901580,619,4739,2529614,08,0,0,0,0,0,0,1,0,0,0,0,782,367502,.7040691375732422,300033,.0064964294433594,651028,.2238588333129883,141694,1.634803771972656,1236582,.5428915023803711,183939,120399,-.5422220230102539,126743,.2730951309204102,12081,1.587010860443115,3960,-1.641201019287109,178406,34395,-.6347360610961914,1479954,.7597007751464844,54260,-.1717920303344727,148354,172048,2.074247360229492,134050,1.19597339630127,199325,.4767303466796875,13497,220274,.6430072784423828,13484,1.157648086547852,298692,.9166402816772461,181634,7.382360935211182,7211,1.033259391784668,93187,1.133478164672852,81818,927863,.3755559921264648,601166,.5550451278686523,13020,-1.207239151000977,6169451,.6571769714355469,658858,0,189543,.7170724868774414,13400,.7758798599243164,808908,110618,3.034609794616699,260552,.8521385192871094,781048,.066650390625,172739,-.1486434936523438,134870,.6422519683837891,316220,.1233749389648438,3293375,93189,-.8098745346069336,1753362,-.0959014892578125,47654,.591588020324707,781691,.9456501007080078,3530296,.2836170196533203,1505141,16065,-.2484531402587891,matched (3),1734979,.92209238,632839,1049072.4
201109,901580,620,4739,1334564,09,0,0,0,0,0,0,0,1,0,0,0,0,542588,.3896217346191406,165931,-.592320442199707,692901,.0623350143432617,58652,-.8820486068725586,1102302,-.1149501800537109,278838,281333,.8487281799316406,94197,-.2967729568481445,8548,-.3459367752075195,852,-1.536412715911865,281595,115214,1.208880424499512,589356,-.9207353591918945,242751,1.498249053955078,353865,298485,.5509462356567383,76795,-.5570735931396484,118022,-.5240659713745117,24566,233478,.0582151412963867,1553,-2.161315441131592,786562,.9682588577270508,175083,-.0367336273193359,2369,-1.113139629364014,9210,-2.314318656921387,61013,444460,-.7360239028930664,315459,-.6448421478271484,25810,.6842746734619141,1888730,-1.18370532989502,19143,0,109155,-.5518474578857422,13222,-.0133724212646484,768457,24366,-1.512894630432129,238509,-.0883960723876953,749019,-.0418720245361328,220505,.2441387176513672,84725,-.4649009704589844,491630,.441288948059082,4585944,63961,-.3763561248779297,1249220,-.3390159606933594,89173,.6266117095947266,744232,-.0491065979003906,2995526,-.1642618179321289,2219505,4105,-1.364438056945801,matched (3),4299321.5,.92209238,601693.94,1030583.9
201110,901580,621,4739,1763932,10,0,0,0,0,0,0,0,0,1,0,0,489,525996,-.0310564041137695,392797,.8617210388183594,713040,.0286502838134766,21409,-1.007810592651367,1413500,.2486677169799805,475073,452029,.4742069244384766,64858,-.3731889724731445,9819,.1386222839355469,11923,2.638638019561768,187904,54810,-.7429189682006836,1085378,.6106529235839844,458356,.6356096267700195,354342,440317,.3887748718261719,122874,.4700202941894531,125541,.0617618560791016,13966,191136,-.2001018524169922,12988,2.123836994171143,880249,.1125326156616211,178704,.0204706192016602,3078,.2618117332458496,35660,1.353739738464356,43158,1093876,.9006223678588867,356532,.1223955154418945,27042,.0466299057006836,5865157,1.133124351501465,20860,0,136498,.223541259765625,12689,-.0411462783813477,493477,29288,.1839895248413086,449979,.6347942352294922,1158198,.4358558654785156,128806,-.5376129150390625,142118,.517247200012207,450996,-.086268424987793,2442908,151205,.8603630065917969,923917,-.3016519546508789,44682,-.6910076141357422,470841,-.4578323364257813,3086703,.0299844741821289,2169305,11377,1.019388198852539,matched (3),1641510.8,.92209238,531279.5,991123.38
201111,901580,622,4739,2236138,11,0,0,0,0,0,0,0,0,0,1,0,923,465366,-.1224699020385742,606021,.4336214065551758,816709,.1357450485229492,51472,.8772268295288086,1282248,-.0974540710449219,545741,615663,.3089532852172852,107075,.5013294219970703,17229,.5622749328613281,1724,-1.933822154998779,240864,87490,.4676523208618164,1097168,.0108041763305664,390372,-.1605463027954102,273491,479575,.0854053497314453,98918,-.2168684005737305,131714,.0480003356933594,86392,309551,.4821376800537109,9440,-.3190698623657227,647152,-.3076229095458984,795,-5.415143489837647,9667,1.144438743591309,59685,.5150508880615234,62709,619776,-.5681247711181641,1045179,1.075518608093262,35602,.2750101089477539,3040457,-.6570205688476563,217661,0,129134,-.0554590225219727,5333,-.8668222427368164,208109,24523,-.1775665283203125,514226,.1334619522094727,2369846,.7159595489501953,134170,.0408000946044922,78839,-.5892505645751953,567359,.2295341491699219,3783112,147105,-.0274896621704102,820874,-.1182527542114258,61871,.3254804611206055,797491,.5269498825073242,3225671,.044036865234375,2181624,15128,.2849540710449219,matched (3),2816333.3,.92209238,493783.97,971540.13
201112,901580,623,4739,1958689,12,0,0,0,0,0,0,0,0,0,0,1,182,720826,.4375743865966797,79028,-2.037112236022949,689196,-.1697568893432617,22207,-.8406305313110352,1183105,-.0804719924926758,262422,129827,-1.556496620178223,74000,-.3694639205932617,2621,-1.883038520812988,5602,1.178476810455322,113442,84846,-.0306873321533203,431586,-.9330215454101563,295196,-.2794599533081055,200086,145415,-1.193307876586914,51345,-.6557235717773438,79583,-.5038328170776367,129563,222055,-.3321981430053711,4153,-.8211250305175781,507979,-.2421417236328125,1165,.382133960723877,394,-3.200122833251953,20769,-1.055619239807129,51415,587409,-.0536365509033203,643988,-.4842624664306641,4937,-1.975644111633301,3002488,-.0125665664672852,96451,0,135968,.0515689849853516,3148,-.5271463394165039,412954,5589,-1.478811264038086,269816,-.644923210144043,862737,-1.010470390319824,120898,-.1041603088378906,82238,.0422096252441406,425141,-.2885713577270508,3032721,80203,-.6065855026245117,592878,-.3253812789916992,11979,-1.64189624786377,280798,-1.043834686279297,2692685,-.1806020736694336,1922638,11499,-.274287223815918,matched (3),552725,.92209238,399254.75,927077.13
201201,901580,624,4739,3931424,01,0,0,0,0,0,0,0,0,0,0,0,41,410278,-.563563346862793,304232,1.347988128662109,880780,.2452821731567383,120328,1.689814567565918,1058734,-.1110687255859375,614070,333359,.9430170059204102,233239,1.147998809814453,2853,.0848150253295898,6169,.0964126586914063,557734,89174,.0497522354125977,793115,.6085014343261719,172230,-.5388088226318359,91723,46679,-1.136297225952148,66280,.2553205490112305,144693,.5978145599365234,30598,336177,.4147129058837891,24351,1.768742561340332,182952,-1.02121639251709,21164,2.899580955505371,3480,2.178437232971191,22000,.0575809478759766,54051,224138,-.9634599685668945,672098,.0427236557006836,63742,2.558086395263672,3356560,.1114749908447266,1124216,0,115797,-.1605815887451172,5777,.6071176528930664,636228,99361,2.877959251403809,187516,-.3638753890991211,563794,-.4254207611083984,134036,.1031608581542969,77859,-.054718017578125,338292,-.2285118103027344,2732406,134480,.5168542861938477,4036940,1.918253898620606,57668,1.571547508239746,577974,.721893310546875,2846283,.0554752349853516,1213279,9177,-.225560188293457,matched (3),3817209,.92209238,393994.59,924824
201202,901580,625,4739,1214123,02,1,0,0,0,0,0,0,0,0,0,0,121,288514,-.3520908355712891,102376,-1.089138031005859,690092,-.243983268737793,34521,-1.248654365539551,1043355,-.0146322250366211,839821,275534,-.1905088424682617,59009,-1.374374389648438,952,-1.097561359405518,1116,-1.70978593826294,140519,70629,-.2331485748291016,776989,-.0205411911010742,188614,.0908718109130859,55799,61275,.2720775604248047,15168,-1.474699974060059,59595,-.8870429992675781,44486,231232,-.3742160797119141,1584,-2.732619762420654,64243,-1.046550750732422,10131,-.7367019653320313,1578,-.7908744812011719,20077,-.0914669036865234,11657,834366,1.314410209655762,164125,-1.409775733947754,32105,-.6858320236206055,1161467,-1.061232566833496,80110,0,71291,-.4850683212280273,4659,-.2150840759277344,324075,13419,-2.002087593078613,157584,-.1739053726196289,436961,-.2548446655273438,37083,-1.28494930267334,116372,.4018926620483398,184938,-.6038885116577148,1938527,113558,-.1691017150878906,2368856,-.5330801010131836,20731,-1.023072242736816,607556,.0499153137207031,2148618,-.28118896484375,1282181,10361,.1213483810424805,matched (3),2168477.3,.92209238,527006.88,988839.69
201203,901580,626,4739,2489259,03,0,1,0,0,0,0,0,0,0,0,0,1058,360547,.2228784561157227,509408,1.604597091674805,792076,.1378326416015625,38482,.1086235046386719,1401330,.2949800491333008,379914,226837,-.1944789886474609,211998,1.278886795043945,29303,3.426880359649658,2064,.6148948669433594,362088,27722,-.9352149963378906,635641,-.2007923126220703,116327,-.4832973480224609,70238,112572,.6082210540771484,19669,.2598552703857422,74270,.2201356887817383,45504,186770,-.2135438919067383,5753,1.289767742156982,79270,.2101869583129883,113587,2.416969299316406,14820,2.239819526672363,4113,-1.585422515869141,33992,329544,-.9289617538452148,742457,1.509336471557617,12299,-.9594936370849609,3433758,1.08397102355957,192282,0,106690,.4031572341918945,1387,-1.211657524108887,235754,5590,-.8756923675537109,160391,.0176553726196289,358209,-.1987276077270508,63571,.5389986038208008,103785,-.1144704818725586,285115,.4328718185424805,3712708,129987,.1351203918457031,540180,-1.478260040283203,41777,.7007160186767578,974097,.4720668792724609,2880090,.2929964065551758,1637525,15367,.3941736221313477,matched (3),2486732.3,.92209238,434550.53,942815.88
201204,901580,627,4739,3714748,04,0,0,1,0,0,0,0,0,0,0,0,64,295199,-.1999731063842773,1055352,.7283802032470703,633841,-.2228593826293945,244833,1.850385665893555,1106517,-.2362041473388672,295322,343786,.4157876968383789,68129,-1.135173797607422,8015,-1.296375274658203,2449,.1710338592529297,144036,44145,.4652538299560547,951928,.4038553237915039,84921,-.3146839141845703,67933,32368,-1.24642276763916,1211,-2.787597179412842,79081,.0627651214599609,49226,286217,.4268722534179688,9322,.4826564788818359,140566,.5728178024291992,204870,.5898065567016602,4049,-1.297508239746094,18172,1.485729217529297,42193,765324,.8425893783569336,381150,-.6667718887329102,35050,1.047257423400879,4663002,.306004524230957,660835,0,149415,.3368005752563477,14571,2.351889610290527,568111,8001,.3585872650146484,338514,.7469511032104492,638989,.578770637512207,160155,.9239845275878906,124414,.1812934875488281,309241,.0812282562255859,3243909,161725,.2184629440307617,1088818,.7009458541870117,19527,-.7605476379394531,747308,-.2650337219238281,2034689,-.3474788665771484,801530,16743,.0857582092285156,matched (3),3587836.5,.92209238,584939.75,1020892.8
201205,901580,628,4739,4879955,05,0,0,0,1,0,0,0,0,0,0,0,469,400267,.3044824600219727,286471,-1.30399227142334,720381,.1279821395874023,104480,-.8515806198120117,1268464,.1365890502929688,168789,306515,-.1147527694702148,308109,1.509051322937012,15197,.6397829055786133,4777,.6681332588195801,111402,55555,.229893684387207,680298,-.3359584808349609,58407,-.3742856979370117,95009,55633,.5416059494018555,1803,.398005485534668,78623,-.0058078765869141,54085,205907,-.3293256759643555,7080,-.2751035690307617,363484,.9500579833984375,228278,.1081886291503906,16434,1.400882720947266,19099,.0497541427612305,84295,382572,-.6933822631835938,561684,.3877468109130859,26513,-.2791404724121094,5422819,.1509561538696289,243185,0,189021,.2351303100585938,10626,-.3157291412353516,654973,71262,2.186796188354492,222475,-.4197511672973633,473193,-.3003835678100586,258299,.4779758453369141,233738,.6305856704711914,359716,.1511936187744141,4211939,38643,-1.431530952453613,631544,-.5446805953979492,81870,1.433334350585938,570097,-.2706708908081055,4007264,.6777658462524414,1153387,9855,-.5300016403198242,matched (3),4400632.5,.92209238,478350.88,963787.94
201206,901580,629,4739,4447102,06,0,0,0,0,1,0,0,0,0,0,0,203,542458,.3039789199829102,218000,-.2731418609619141,644688,-.1110134124755859,54471,-.6513271331787109,838623,-.4138002395629883,224334,83038,-1.305968284606934,61246,-1.615555763244629,15416,.014307975769043,1467,-1.180593490600586,43111,10685,-1.648532867431641,563144,-.188995361328125,8430,-1.935639381408691,48143,12790,-1.470112800598145,5374,1.09212064743042,102843,.2685384750366211,28572,170837,-.1867151260375977,9009,.2409496307373047,79946,-1.514384269714356,4355,-3.959239959716797,10217,-.4752988815307617,12889,-.3932619094848633,16219,215228,-.5752191543579102,293287,-.6497879028320313,22942,-.1446657180786133,4035040,-.2955999374389648,472984,0,109177,-.5488872528076172,4009,-.974761962890625,544225,6426,-2.406010627746582,193019,-.1420259475708008,756420,.4690933227539063,40735,-1.847029685974121,111714,-.7382583618164063,278541,-.2557497024536133,3194795,143347,1.31090259552002,351514,-.5859174728393555,25492,-1.166768074035645,555122,-.0266189575195313,1832050,-.7826728820800781,770433,17764,.5891952514648438,matched (3),3203965.3,.92209238,523318.59,986878.94
201207,901580,630,4739,4489423,07,0,0,0,0,0,1,0,0,0,0,0,16114,370226,-.3819971084594727,712903,1.184849739074707,535458,-.1856441497802734,166500,1.117326736450195,875562,.0431041717529297,612488,335517,1.396373748779297,191573,1.14037036895752,1598,-2.266652584075928,3463,.8589162826538086,78041,55720,1.651498794555664,645524,.1365270614624023,25305,1.09920597076416,189523,11833,-.0777711868286133,25710,1.5653076171875,139978,.3082818984985352,33179,285308,.5128593444824219,14359,.4661531448364258,277194,1.243366241455078,5534,.2395858764648438,7546,-.3030357360839844,25675,.689143180847168,69335,519330,.8808412551879883,885973,1.105534553527832,44934,.6722249984741211,4959097,.2062082290649414,1549007,0,154447,.3468799591064453,1458,-1.011476039886475,662971,28645,1.494626998901367,394701,.7153396606445313,1093731,.3687534332275391,155489,1.339487075805664,139479,.2219724655151367,235533,-.1677141189575195,3902210,124074,-.1443901062011719,932245,.9753456115722656,95602,1.321828842163086,812083,.3804149627685547,2619828,.3576726913452148,917614,14555,-.1992397308349609,matched (3),3209167,.92209238,430440.97,940928.81
201208,901580,631,4739,1662675,08,0,0,0,0,0,0,1,0,0,0,0,4720,319422,-.1476001739501953,321889,-.7951383590698242,662215,.2124671936035156,245846,.38970947265625,1023130,.1557559967041016,195510,264823,-.2366104125976563,107152,-.5810203552246094,17976,2.420284748077393,2232,-.4392375946044922,13630,61206,.0939054489135742,605442,-.0641040802001953,78504,1.132146835327148,251271,97037,2.104199409484863,60264,.8518543243408203,143848,.0272722244262695,22630,220518,-.2575893402099609,13253,-.0801525115966797,150712,-.6093463897705078,314274,4.03935432434082,20903,1.018875122070313,50933,.6849937438964844,39389,1438681,1.018942832946777,571662,-.4381389617919922,51461,.1356296539306641,4046807,-.2032957077026367,172943,0,138744,-.1072206497192383,13418,2.219531536102295,399163,86231,1.10205078125,90143,-1.476730346679688,677685,-.4786672592163086,185551,.1767549514770508,113839,-.203129768371582,204650,-.1405496597290039,3412589,96898,-.2472200393676758,622036,-.404597282409668,37334,-.9402894973754883,498380,-.4882402420043945,3412988,.2644796371459961,1480661,4931,-1.082392692565918,matched (3),2777262.5,.92209238,469401.72,959377.75
201209,901580,632,4739,1363050,09,0,0,0,0,0,0,0,1,0,0,0,494,269588,-.1696186065673828,340981,.0576200485229492,689491,.0403642654418945,18011,-2.613722801208496,971394,-.0518894195556641,372176,220397,-.1836318969726563,78990,-.304926872253418,7284,-.9033575057983398,1364,-.4924764633178711,54936,46786,-.2686605453491211,863244,.3547382354736328,154706,.6783771514892578,397968,273090,1.034709930419922,8627,-1.943838119506836,90908,-.4589090347290039,17691,227243,.0300407409667969,9014,-.3854455947875977,493488,1.186127662658691,2500,-4.83397388458252,7926,-.9697446823120117,13999,-1.291524887084961,50726,303952,-1.554612159729004,791779,.3257350921630859,18034,-1.048564910888672,3309380,-.201167106628418,77463,0,181499,.2686195373535156,3020,-1.491340637207031,259027,23371,-1.305534362792969,201349,.8036422729492188,668399,-.0137977600097656,175395,-.0562896728515625,104316,-.0873603820800781,250013,.2002115249633789,2359550,48519,-.6917028427124023,665768,.0679426193237305,32072,-.1519203186035156,602015,.1889200210571289,3050809,-.1121807098388672,1096770,1999,-.9028944969177246,matched (3),1254798,.92209238,421851.75,937030.69
201210,901580,633,4739,1894751,10,0,0,0,0,0,0,0,0,1,0,0,1972,441768,.4938898086547852,197652,-.545318603515625,849762,.2090024948120117,90435,1.613649368286133,1376039,.3482322692871094,766551,455807,.7266397476196289,103186,.2672119140625,18614,.9382333755493164,9476,1.93834114074707,314196,50430,.0750017166137695,997714,.1447696685791016,269613,.5554609298706055,202561,263147,-.0370893478393555,17917,.7308540344238281,112291,.2112455368041992,65869,343717,.4137983322143555,9612,.0642337799072266,844908,.5377292633056641,26059,2.344072341918945,209190,3.27309513092041,32004,.8268747329711914,73021,200722,-.4149494171142578,360408,-.7870454788208008,56106,1.134984016418457,6974614,.7455158233642578,555830,0,110058,-.5002422332763672,6825,.8153352737426758,547770,8073,-1.062970161437988,664376,1.193808555603027,1454645,.7776317596435547,210125,.1806621551513672,253715,.8887872695922852,344927,.3218202590942383,2800902,77421,.4673023223876953,681903,.0239467620849609,59215,.6131906509399414,648337,.0741281509399414,3342663,.0913610458374023,1577479,1164,-.5407848358154297,matched (3),3014074.3,.92209238,449597.44,949845
