period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1212c484,growth1212c484,Y137c124,growth137c124,Y147c124,growth147c124,Y1728c32,Y1735c152,growth1735c152,Y1759c152,growth1759c152,Y1776c620,growth1776c620,Y1900c124,growth1900c124,Y1900c36,Y1903c484,growth1903c484,Y2008c268,growth2008c268,Y2019c124,growth2019c124,Y2307c222,growth2307c222,Y2322c484,growth2322c484,Y2831c124,growth2831c124,Y2861c752,growth2861c752,Y2877c703,Y2925c152,growth2925c152,Y2963c36,Y2991c440,growth2991c440,Y3127c586,growth3127c586,Y3420c620,growth3420c620,Y3473c246,growth3473c246,Y3698c586,growth3698c586,Y3762c484,growth3762c484,Y3808c300,growth3808c300,Y4038c484,growth4038c484,Y4197c376,Y4240c251,Y4259c376,Y425c124,growth425c124,Y4291c376,Y4386c124,growth4386c124,Y4391c616,growth4391c616,Y4467c152,growth4467c152,Y4578c222,growth4578c222,Y4686c352,growth4686c352,Y4734c792,growth4734c792,Y4800c376,Y4917c376,Y4917c484,growth4917c484,Y4937c222,growth4937c222,Y4941c554,Y4943c251,growth4943c251,Y4961c586,Y4990c300,growth4990c300,Y4992c124,growth4992c124,Y598c807,growth598c807,Y679c792,growth679c792,Y890c484,growth890c484,_merge,x,r2,s,sf
201308,901839,643,4755,15319022,08,0,0,0,0,0,0,1,0,0,0,0,4497713,-.0707817077636719,3921571,.0835685729980469,8706876,-.2516765594482422,2119079,546266,-.4014062881469727,4174454,.0039739608764648,232588,-.3673038482666016,7931168,-.2035121917724609,10515975,11077670,-.0450916290283203,661637,.5857515335083008,493483,.1953372955322266,1673131,-.4181480407714844,3302059,.20556640625,12788984,.0018100738525391,729428,-.1778640747070313,4072,2402374,.3572292327880859,19302774,31266,-1.256465911865234,44001,.1762723922729492,348675,-.2259054183959961,370471,.140904426574707,30104,1.149164199829102,641823,-.1980257034301758,5705,-1.197077751159668,5583934,.6599540710449219,16937000,445499,5916000,415314,-.0993614196777344,2329000,5620721,.1445674896240234,61126848,-.0801372528076172,304082,.3803024291992188,46681,-2.632936477661133,18912,.4110326766967773,208342,.3567256927490234,1023000,1958000,7330111,.1305694580078125,44243,-1.939899444580078,869437,27597540,.1072597503662109,77788,161921,.2894601821899414,2454133,.109623908996582,26794,.0083198547363281,245383,-1.046052932739258,9871889,-.5421562194824219,matched (3),12789287,.92419767,905967.19,1678557.9
201309,901839,644,4755,11340301,09,0,0,0,0,0,0,0,1,0,0,0,5102400,.1261425018310547,3079971,-.241572380065918,11047016,.2380466461181641,2549082,193349,-1.038609504699707,3984518,-.0465679168701172,75361,-1.126978874206543,8805050,.1045255661010742,11686842,9675115,-.1353740692138672,212681,-1.134923934936523,337516,-.3798751831054688,606832,-1.014199256896973,2561447,-.2539739608764648,11773545,-.0827274322509766,602244,-.1915979385375977,4791,2510160,.043889045715332,17510456,24556,-.2415752410888672,40883,-.0734987258911133,340628,-.0233488082885742,248326,-.4000329971313477,27758,-.0811338424682617,512149,-.2256965637207031,15324,.9880771636962891,1917123,-1.06906795501709,20416000,471798,4608000,297738,-.3328208923339844,1546000,6054526,.0743465423583984,49353348,-.2139453887939453,75676,-1.390835762023926,256071,1.702116966247559,6718,-1.035006523132324,162965,-.2456455230712891,1203000,1015000,6989450,-.0475883483886719,24131,-.6062002182006836,816743,24683296,-.1116008758544922,109937,150525,-.0729789733886719,2067030,-.171661376953125,29216,.0865383148193359,116518,-.7447748184204102,8078863,-.2004404067993164,matched (3),11138323,.92419767,622878.38,1544266
201310,901839,645,4755,12907789,10,0,0,0,0,0,0,0,0,1,0,0,5129846,.0053644180297852,3489966,.1249723434448242,11342100,.0263614654541016,3192142,759344,1.367958068847656,4862159,.199066162109375,274348,1.292107582092285,11110915,.2326021194458008,14353833,12062362,.2205333709716797,580991,1.004941940307617,363036,.0728893280029297,417777,-.3733043670654297,2625680,.0247678756713867,10446660,-.1195735931396484,529609,-.1285238265991211,17547,1960077,-.2473630905151367,20449174,64581,.9669647216796875,28254,-.3694791793823242,470166,.3222951889038086,623233,.9201784133911133,2486,-2.412848949432373,617272,.1866941452026367,43681,1.047492980957031,2705124,.3443222045898438,21322000,492595,6157000,601780,.7036771774291992,2160000,6613561,.0883159637451172,78596328,.4653205871582031,159311,.7443971633911133,779621,1.113353729248047,7183,.0669269561767578,105141,-.438232421875,1738000,1063000,9846321,.3426952362060547,64088,.9767599105834961,916100,26146750,.0575981140136719,103897,154030,.0230178833007813,2184212,.0551424026489258,20022,-.3778848648071289,418513,1.278661727905273,11626946,.3640737533569336,matched (3),12068731,.92419767,813868.63,1630693.8
201311,901839,646,4755,9092484,11,0,0,0,0,0,0,0,0,0,1,0,3521535,-.3761787414550781,3525392,.0100994110107422,12362584,.0861530303955078,2333525,397688,-.6467866897583008,7169974,.3884201049804688,257456,-.0635490417480469,10297931,-.0759849548339844,12564417,9651535,-.2229728698730469,750017,.2553606033325195,342418,-.0584697723388672,899586,.7669868469238281,2749780,.0461807250976563,9993951,-.0443019866943359,329562,-.4743747711181641,10808,1051777,-.622502326965332,19475208,45913,-.3411722183227539,52595,.6213865280151367,416836,-.1203937530517578,412091,-.4136762619018555,6891,1.019541263580322,410430,-.4081039428710938,30018,-.3751163482666016,2170401,-.2202358245849609,17535000,583000,4556000,305081,-.6793146133422852,878000,5884446,-.1168098449707031,68530856,-.1370410919189453,135641,-.1608467102050781,145741,-1.676977157592773,10622,.391209602355957,237686,.815648078918457,825000,1188000,7278618,-.3021564483642578,58687,-.088038444519043,1026637,23961784,-.0872650146484375,74563,208148,.3011026382446289,2106593,-.0361833572387695,18775,-.064305305480957,74499,-1.725921630859375,9080991,-.2471408843994141,matched (3),8937283,.92419767,853548.06,1650855.6
201312,901839,647,4755,15627572,12,0,0,0,0,0,0,0,0,0,0,1,5165946,.3831911087036133,4918620,.3330364227294922,11012898,-.1156063079833984,3035918,434793,.0892019271850586,13113785,.6037626266479492,103028,-.9158477783203125,7573773,-.3072509765625,9836346,11209626,.1496543884277344,343211,-.7817506790161133,618463,.5912046432495117,1037404,.1425418853759766,2915889,.0586538314819336,13190666,.2775287628173828,629216,.6467103958129883,252817,1980330,.6327829360961914,18363020,64460,.3392963409423828,50671,-.0372676849365234,363504,-.13690185546875,185652,-.7973709106445313,27637,1.388938903808594,488117,.1733493804931641,170048,1.734283447265625,3716333,.5378255844116211,37164000,1018476,6085000,312605,.0243635177612305,2100000,5789373,-.0162887573242188,74553136,.0842266082763672,163281,.1854610443115234,557393,1.341439247131348,1881,-1.731123447418213,250466,.052372932434082,1360000,1090000,7027928,-.0350484848022461,53265,-.0969390869140625,1082438,27637600,.1427173614501953,170936,111391,-.6252031326293945,1650668,-.243891716003418,36374,.6613283157348633,210345,1.037962913513184,7958162,-.1319856643676758,matched (3),15238086,.92419767,828187.81,1637887.4
201401,901839,648,4755,12907580,01,0,0,0,0,0,0,0,0,0,0,0,4905124,-.0518074035644531,4236239,-.1493520736694336,7794395,-.3456630706787109,2371987,395445,-.0948581695556641,9976552,-.2734279632568359,432794,1.435260772705078,8540176,.1200895309448242,9698611,12290426,.0920486450195313,446127,.2622585296630859,616476,-.0032176971435547,626052,-.5050430297851563,2856569,-.0205535888671875,19215436,.3762054443359375,606096,-.0374364852905273,23883,2463644,.2183771133422852,20385700,25260,-.9368228912353516,65565,.2576885223388672,271895,-.290374755859375,375290,.7038249969482422,14096,-.6732645034790039,537302,.0960054397583008,17154,-2.293848991394043,3054737,-.1960439682006836,32057000,875222,4998000,351818,.1181735992431641,2646000,5719580,-.0121278762817383,70831512,-.0512065887451172,177694,.084589958190918,598697,.0714855194091797,16483,2.170526027679443,460361,.6086874008178711,1812000,1599000,9491052,.3004579544067383,47357,-.1175651550292969,1254805,27973336,.0120754241943359,195971,98988,-.1180477142333984,2748262,.5097885131835938,13912,-.9611024856567383,585402,1.023550033569336,9433890,.170109748840332,matched (3),14243429,.92419767,694324.5,1574441.6
201402,901839,649,4755,9835996,02,1,0,0,0,0,0,0,0,0,0,0,4395633,-.1096687316894531,2974888,-.3534698486328125,12203974,.4483566284179688,1435712,858652,.7753524780273438,11808470,.1685810089111328,512208,.1684694290161133,8108122,-.051915168762207,8205196,11375969,-.0773181915283203,482641,.078669548034668,668853,.0815448760986328,796549,.2408552169799805,2973160,.0400047302246094,15182967,-.2355403900146484,668288,.0976810455322266,132256,3144391,.2439794540405273,18179604,80151,1.154690742492676,83852,.2460107803344727,363706,.2909297943115234,600369,.4698457717895508,7347,-.6515989303588867,693151,.2546873092651367,77330,1.505850791931152,2400965,-.2408227920532227,25472000,304252,4605000,441009,.2259511947631836,2156000,5234884,-.0885505676269531,55568200,-.2426929473876953,90603,-.6735754013061523,924700,.4347133636474609,3613,-1.517790794372559,370678,-.2166776657104492,1197000,1841000,4843275,-.6727590560913086,8165,-1.757857322692871,1131692,25220488,-.1035957336425781,237519,121430,.2043390274047852,2140832,-.2497739791870117,14488,.0405683517456055,196310,-1.09260368347168,7544117,-.2235393524169922,matched (3),11558224,.92419767,715414.5,1583855.4
201403,901839,650,4755,9581350,03,0,1,0,0,0,0,0,0,0,0,0,4589380,.0431327819824219,2644289,-.1178045272827148,9018724,-.302459716796875,3197975,208126,-1.417220115661621,5560114,-.753199577331543,242071,-.7495002746582031,6110899,-.2827920913696289,6923519,9285156,-.2030849456787109,308099,-.4488525390625,390259,-.5387535095214844,486899,-.4922323226928711,1764044,-.5220165252685547,12056890,-.2305374145507813,432283,-.435638427734375,63838,1090263,-1.059201240539551,13826840,65571,-.2007789611816406,49083,-.5355405807495117,291983,-.2196502685546875,429087,-.3358850479125977,2195,-1.208109855651856,448263,-.4358682632446289,28492,-.9984588623046875,1993387,-.1860361099243164,27836000,173170,4281000,330457,-.2885885238647461,1729000,4998164,-.0462741851806641,53238140,-.0428371429443359,41777,-.7741413116455078,295982,-1.139170646667481,3501,-.0314903259277344,309653,-.1798810958862305,1277000,1705000,4733123,-.023005485534668,26628,1.182106018066406,0,25451370,.0091133117675781,62460,57352,-.7501306533813477,1858167,-.1416034698486328,12088,-.1811075210571289,181622,-.0777673721313477,9478534,.2282619476318359,matched (3),10897817,.92419767,801335.75,1624475
201404,901839,651,4755,14773705,04,0,0,1,0,0,0,0,0,0,0,0,2529648,-.5956649780273438,2902589,.0932016372680664,10313956,.1341953277587891,2434434,514791,.9056167602539063,4044506,-.3182592391967773,307092,.2379169464111328,8301323,.3063411712646484,8678523,9070411,-.0233993530273438,112674,-1.005922317504883,314460,-.2159538269042969,1048768,.7673149108886719,2040233,.1454553604125977,11266263,-.0678234100341797,300476,-.363713264465332,4946,580101,-.6309719085693359,19995698,76317,.1517620086669922,117059,.8691654205322266,247215,-.1664371490478516,567851,.2802000045776367,14412,1.881878852844238,530161,.1678009033203125,99282,1.248340606689453,2828666,.349970817565918,29956000,197723,4387000,299886,-.0970745086669922,2032000,5018044,.0039691925048828,67929488,.2436962127685547,96622,.8384599685668945,460947,.4429845809936523,3847,.0942449569702148,354569,.1354503631591797,1489000,1901000,5492829,.1488580703735352,51336,.6564292907714844,660082,21865256,-.1518707275390625,181946,139176,.8865318298339844,2638743,.3507118225097656,29235,.8831539154052734,154002,-.1649618148803711,9823489,.0357456207275391,matched (3),15573572,.92419767,573245.19,1524923
201405,901839,652,4755,18271948,05,0,0,0,1,0,0,0,0,0,0,0,5002872,.6819324493408203,4535890,.4464178085327148,11928729,.1454524993896484,3214261,446997,-.1412086486816406,4906113,.1931228637695313,349655,.1297988891601563,9776743,.1635904312133789,10350032,10770786,.1718196868896484,447418,1.378994941711426,392671,.2221155166625977,1250825,.1761875152587891,2691966,.2772073745727539,13887506,.2091770172119141,428218,.3542652130126953,63620,1334807,.8333396911621094,20024974,125734,.4992733001708984,121607,.038116455078125,291548,.1649465560913086,521748,-.0846748352050781,8263,-.5562734603881836,689322,.2625274658203125,24827,-1.386032104492188,5462888,.6581716537475586,26288000,521996,5714000,497598,.5063905715942383,2840000,4964242,-.0107793807983398,65777016,-.0321998596191406,502350,1.648490905761719,715483,.4396743774414063,11303,1.077775001525879,570296,.4752531051635742,784000,1851000,7727972,.3414030075073242,51406,.0013628005981445,1238324,22884156,.0455455780029297,192428,194488,.3346309661865234,3228647,.2017602920532227,45993,.4531221389770508,469743,1.115220069885254,14052133,.3579978942871094,matched (3),18682742,.92419767,670629.94,1564137
201406,901839,653,4755,14865844,06,0,0,0,0,1,0,0,0,0,0,0,3053247,-.4938068389892578,3454185,-.272435188293457,8059775,-.392064094543457,1987958,750110,.5176677703857422,3953082,-.2159862518310547,219658,-.4648752212524414,8838209,-.100921630859375,7731291,10589437,-.0169811248779297,198184,-.8142976760864258,257408,-.4223098754882813,930755,-.295562744140625,2561680,-.0496082305908203,12235568,-.1266422271728516,594149,.3274974822998047,1787,1725051,.2564697265625,17836536,135862,.0774707794189453,83175,-.379847526550293,241997,-.186279296875,256234,-.7110939025878906,6167,-.2925748825073242,696587,.0104846954345703,35800,.3660163879394531,2487786,-.7865839004516602,23700000,380289,5359000,313765,-.4611482620239258,2241000,3933652,-.2326927185058594,62383148,-.0529766082763672,105091,-1.564470291137695,352683,-.7073879241943359,8551,-.2790203094482422,271897,-.7407321929931641,490000,2177000,7531664,-.025731086730957,60084,.1559886932373047,754057,23228974,.0149555206298828,309447,223541,.1392250061035156,2219434,-.3748111724853516,17798,-.9494028091430664,222885,-.7455301284790039,10959149,-.2486000061035156,matched (3),15897274,.92419767,679756.63,1568071.8
201407,901839,654,4755,16063293,07,0,0,0,0,0,1,0,0,0,0,0,4532109,.3949823379516602,4474561,.2588224411010742,10700741,.2834272384643555,2520859,500027,-.4055576324462891,4337006,.0926885604858398,418375,.6443071365356445,10175043,.1408538818359375,9829494,14046680,.2825298309326172,191697,-.0332794189453125,482373,.6280546188354492,983055,.0546684265136719,2000960,-.2470369338989258,16521551,.3003177642822266,1001398,.5220222473144531,18603,2711333,.452183723449707,20610796,85122,-.4675540924072266,87256,.0478992462158203,410400,.5282068252563477,463361,.5924158096313477,15897,.9469175338745117,819774,.1628360748291016,41914,.1576719284057617,3391231,.3097991943359375,27423000,575785,6975000,331789,.0558547973632813,2522000,3415566,-.1412248611450195,67229280,.0748138427734375,251395,.8721990585327148,486581,.321833610534668,26091,1.115542411804199,432198,.4634599685668945,1586000,2923000,8229978,.0886678695678711,62417,.0380935668945313,1246063,26212182,.1208248138427734,229,232052,.0373659133911133,2577153,.1494331359863281,35095,.6789722442626953,1013068,1.514082908630371,11197840,.0215473175048828,matched (3),16716013,.92419767,747561.75,1598633.4
201408,901839,655,4755,14013617,08,0,0,0,0,0,0,1,0,0,0,0,3840148,-.1656770706176758,2821448,-.4611587524414063,9877431,-.0800609588623047,2336207,292321,-.5368099212646484,3755938,-.1438465118408203,266929,-.4493961334228516,9710487,-.0467319488525391,9337359,12056210,-.1528072357177734,335864,.5607900619506836,235460,-.7171764373779297,411835,-.8700418472290039,3066507,.4269123077392578,12085541,-.3126564025878906,771173,-.2612400054931641,3393,1211942,-.8052167892456055,18646212,38115,-.8034782409667969,71388,-.2007160186767578,331956,-.2121295928955078,162429,-1.04826545715332,12788,-.2176227569580078,613158,-.2904062271118164,4095,-2.32585334777832,2718305,-.2211837768554688,22519000,771209,5305000,384392,.1471633911132813,1920000,3212495,-.0612955093383789,61278900,-.0926723480224609,239965,-.0465326309204102,554952,.1314783096313477,3137,-2.11832332611084,184807,-.8495712280273438,1015000,2001000,8674793,.052638053894043,34258,-.5999174118041992,1148927,23528336,-.1080188751220703,209848,110046,-.7460622787475586,2178133,-.1682167053222656,30079,-.154231071472168,194359,-1.651031494140625,9020851,-.2161827087402344,matched (3),13337882,.92419767,726562.75,1588922.1
201409,901839,656,4755,14644199,09,0,0,0,0,0,0,0,1,0,0,0,3756750,-.0219564437866211,3602244,.2443075180053711,6349072,-.4419431686401367,2016068,849809,1.067159652709961,5065164,.2990484237670898,375286,.3407058715820313,9641085,-.007171630859375,12566234,12937798,.0705738067626953,441583,.2736597061157227,313498,.2862520217895508,1770122,1.458181381225586,3185670,.0381240844726563,11428234,-.0559215545654297,477249,-.4798746109008789,10020,820513,-.3900489807128906,20538440,92417,.8857030868530273,156882,.7873640060424805,334611,.0079660415649414,251429,.4369192123413086,2047,-1.832131862640381,726510,.1696300506591797,11986,1.073972702026367,1832117,-.3945369720458984,17779000,279334,5840000,434468,.1224594116210938,1865000,3412220,.0603151321411133,70131168,.1349315643310547,156068,-.430201530456543,180284,-1.124348640441895,5494,.560389518737793,100125,-.6128931045532227,766000,1338000,7414373,-.1570014953613281,461540,2.600648880004883,1119812,23531664,.0001411437988281,157851,200211,.5984725952148438,2200894,.0103950500488281,17787,-.5253591537475586,70319,-1.016665458679199,7161900,-.2307634353637695,matched (3),12909501,.92419767,666546.13,1562390.4
201410,901839,657,4755,16048725,10,0,0,0,0,0,0,0,0,1,0,0,3567538,-.0516786575317383,4545846,.2326564788818359,9910676,.4453039169311523,2401366,483048,-.5648956298828125,5690577,.1164255142211914,364920,-.028010368347168,11239164,.1533699035644531,13067514,15405096,.1745452880859375,469584,.0614814758300781,421384,.2957515716552734,1342895,-.2762212753295898,3431461,.0743227005004883,11637588,.0181522369384766,520997,.0877065658569336,5359,1636243,.6902284622192383,20943808,203407,.7888984680175781,82325,-.6448192596435547,436589,.2660236358642578,439317,.5580606460571289,9920,1.578177928924561,821259,.1225862503051758,40342,1.213653564453125,4736905,.9499120712280273,24103000,644436,6354000,493519,.1274394989013672,1791000,4149932,.1957292556762695,79046312,.1196670532226563,318114,.7121181488037109,484503,.9885902404785156,24610,1.499496459960938,323513,1.172820091247559,1098000,1251000,8433120,.1287469863891602,663128,.3623991012573242,1256131,27560340,.1580295562744141,242741,82319,-.8887691497802734,2889814,.2723283767700195,45166,.9318761825561523,114240,.485260009765625,9072424,.2364645004272461,matched (3),16881902,.92419767,729009.56,1590042.5
201411,901839,658,4755,13303553,11,0,0,0,0,0,0,0,0,0,1,0,3297668,-.0786600112915039,2674182,-.5305700302124023,5559568,-.5780925750732422,2397677,371177,-.2634372711181641,8716146,.426365852355957,194044,-.6315927505493164,9342245,-.1848583221435547,11857481,13831129,-.1077766418457031,109936,-1.451949119567871,170239,-.9063405990600586,603792,-.7993535995483398,2691061,-.2430505752563477,11360986,-.0240554809570313,346955,-.4065494537353516,1885,1471879,-.1058635711669922,22020628,64117,-1.154499053955078,38536,-.7590818405151367,339857,-.2504673004150391,222038,-.6823720932006836,60323,1.805160522460938,528000,-.4417428970336914,23050,-.559727668762207,2487447,-.6441268920898438,19920000,256379,5138000,291515,-.5264701843261719,2000000,2817092,-.3873872756958008,76303816,-.0353107452392578,147324,-.769775390625,394931,-.2044124603271484,28044,.1306219100952148,491985,.4192085266113281,1104000,906000,7374140,-.1341876983642578,42286,-2.752511978149414,582531,22632272,-.1970005035400391,0,153226,.621312141418457,2385945,-.1915960311889648,19923,-.8184690475463867,84428,-.3024024963378906,8054903,-.1189584732055664,matched (3),12214911,.92419767,762968.44,1605895.6
201412,901839,659,4755,16255867,12,0,0,0,0,0,0,0,0,0,0,1,3409552,.0333652496337891,4290948,.4728641510009766,9099065,.4926509857177734,1837113,590895,.4649591445922852,13755875,.4562892913818359,261940,.3000307083129883,10046553,.0726833343505859,9206242,11471423,-.1870632171630859,245015,.8014211654663086,367978,.7708196640014648,1118829,.6168088912963867,4117265,.4252538681030273,11744211,.0331764221191406,630901,.5979537963867188,143757,671327,-.785038948059082,17556320,103025,.4742612838745117,94988,.9021577835083008,432245,.2404670715332031,209207,-.0595245361328125,21182,-1.046562194824219,782441,.3933229446411133,175935,2.032448768615723,4278535,.542353630065918,33426000,406438,5871000,309188,.0588579177856445,1850000,3048901,.0790767669677734,88340456,.1464748382568359,295193,.6949949264526367,618041,.4478445053100586,7701,-1.292425155639648,151501,-1.177855491638184,677000,1606000,8552827,.1482820510864258,74082,.5607166290283203,1225856,24953818,.0976505279541016,329298,272265,.5748615264892578,2223291,-.0706071853637695,29559,.3945131301879883,362480,1.457070350646973,9901086,.2063627243041992,matched (3),16242393,.92419767,650002.5,1555404.5
201501,901839,660,4755,14911169,01,0,0,0,0,0,0,0,0,0,0,0,3955501,.1485261917114258,5066958,.1662330627441406,8157224,-.1092672348022461,2467698,363212,-.4866514205932617,12108573,-.1275539398193359,181831,-.3650379180908203,7523409,-.289210319519043,8655490,12403064,.0780849456787109,18706,-2.572475433349609,501213,.3090076446533203,902996,-.214320182800293,3181043,-.2579793930053711,17046376,.3725757598876953,599593,-.0508975982666016,83210,3566851,1.670182228088379,20001608,84568,-.1974153518676758,35420,-.9864740371704102,316983,-.3101444244384766,187836,-.1077547073364258,859,-3.205138206481934,809087,.0334873199462891,58938,-1.0936279296875,2820417,-.4167261123657227,30803000,234845,4824000,218802,-.3457822799682617,2094000,3839656,.2306013107299805,62134876,-.3518905639648438,182612,-.4802656173706055,296404,-.7348318099975586,3641,-.7490911483764648,122777,-.2102222442626953,1357000,1737000,7191054,-.1734237670898438,97023,.269775390625,873603,22517592,-.1027297973632813,253552,108162,-.9231452941894531,2556177,.1395244598388672,15651,-.6358537673950195,224424,-.4794330596923828,7886266,-.2275209426879883,matched (3),14882575,.92419767,476907.88,1491382.3
201502,901839,661,4755,12772927,02,1,0,0,0,0,0,0,0,0,0,0,3150208,-.2276382446289063,3348484,-.4142332077026367,3858997,-.7484970092773438,1481193,489215,.2978153228759766,8781025,-.321319580078125,70637,-.9455242156982422,6165770,-.1990060806274414,8273614,12503416,.0080585479736328,130780,1.944672584533691,428905,-.1557960510253906,644406,-.3373889923095703,3163261,-.0056056976318359,11591312,-.38568115234375,584087,-.0262012481689453,7835,1959938,-.5987701416015625,18994092,49590,-.5337667465209961,51481,.373936653137207,266290,-.1742620468139648,401902,.7606382369995117,3936,1.522151947021484,608694,-.2845907211303711,11386,-1.644102096557617,6257313,.7968664169311523,21879000,149066,4152000,266128,.1958103179931641,2138000,2876283,-.288884162902832,65491800,.0526161193847656,23839,-2.036041259765625,169548,-.5585870742797852,3137,-.148991584777832,354398,1.060050964355469,442000,1248000,6479227,-.1042366027832031,50446,-.6540441513061523,1017558,22878136,.0158843994140625,246873,251480,.8437328338623047,2233770,-.134821891784668,10755,-.3751640319824219,97727,-.8313589096069336,6701105,-.1628503799438477,matched (3),14987985,.92419767,747110.69,1598422.5
201503,901839,662,4755,13749133,03,0,1,0,0,0,0,0,0,0,0,0,4212665,.2906265258789063,3712629,.1032323837280273,7102151,.6099910736083984,2563921,566801,.1472063064575195,5072260,-.5488071441650391,217604,1.125123023986816,7673187,.218719482421875,6846326,13517615,.0779914855957031,19840,-1.88581657409668,282938,-.4160070419311523,967125,.4059982299804688,5583445,.568202018737793,15641867,.2996959686279297,445352,-.2711849212646484,9160,2821578,.3643836975097656,15481654,126506,.9365005493164063,57854,.1167097091674805,387896,.3761510848999023,443574,.0986566543579102,14060,1.273168563842773,814777,.2915992736816406,14356,.2317838668823242,4551285,-.3183412551879883,22110000,413059,5864000,277262,.0409860610961914,2347000,3498895,.195948600769043,71688032,.0904006958007813,63018,.9720983505249023,284781,.5185842514038086,10527,1.210676193237305,121412,-1.071230888366699,1552000,1639000,6278917,-.0314035415649414,38263,-.2764205932617188,797440,21947154,-.0415439605712891,139045,119637,-.7429008483886719,2370406,.0593700408935547,37756,1.255773544311523,306548,1.143197059631348,8618775,.2516708374023438,matched (3),12603474,.92419767,768047.5,1608315
201504,901839,663,4755,16763795,04,0,0,1,0,0,0,0,0,0,0,0,5190335,.2087030410766602,2602800,-.3551521301269531,6629993,-.0687942504882813,1740196,650016,.136988639831543,4024376,-.2314167022705078,193275,-.1185626983642578,8001441,.0418891906738281,8872635,9527141,-.3498497009277344,94030,1.555913925170898,327981,.1477279663085938,274430,-1.259631156921387,8201124,.384465217590332,12052086,-.2607135772705078,244195,-.6008977890014648,4645,580160,-1.581748008728027,21219428,73682,-.5405311584472656,62501,.0772600173950195,407125,.0483837127685547,176004,-.9243574142456055,22646,.476649284362793,583409,-.3340263366699219,23560,.4953823089599609,7095236,.4440135955810547,18986000,421369,3563000,311022,.1149005889892578,1996000,3342915,-.0456037521362305,67841872,-.055145263671875,352670,1.722111701965332,333870,.1590309143066406,3659,-1.056753158569336,342788,1.037921905517578,1156000,1142000,8533896,.3068485260009766,50497,.277430534362793,942489,18523048,-.1696224212646484,99632,152937,.2455635070800781,2988598,.2317428588867188,32663,-.1449012756347656,117875,-.9557504653930664,9659982,.1140480041503906,matched (3),15091572,.92419767,620657.06,1543371.4
201505,901839,664,4755,18248528,05,0,0,0,1,0,0,0,0,0,0,0,3779361,-.3172435760498047,3686365,.348052978515625,8341050,.2295856475830078,2052493,714586,.0947065353393555,3045168,-.278813362121582,261763,.3033256530761719,9021251,.1199607849121094,8879678,10723612,.1183032989501953,116395,.2133760452270508,298961,-.0926427841186523,479303,.5576372146606445,5561691,-.3883686065673828,12483744,.0351886749267578,270203,.1012058258056641,2965,830117,.3582630157470703,20299570,229158,1.134653091430664,56500,-.1009426116943359,239393,-.5310144424438477,472874,.9883222579956055,8234,-1.011711120605469,800887,.3168315887451172,82962,1.258831977844238,2026779,-1.252975463867188,23771000,462246,4835000,462856,.397552490234375,2174000,3406167,.0187444686889648,73037840,.0737972259521484,141065,-.9163112640380859,164494,-.7078771591186523,13154,1.279535293579102,693273,.7043113708496094,1419000,1893000,9344362,.0907268524169922,78080,.4358205795288086,1026685,19046164,.0278511047363281,308298,112255,-.3092527389526367,2909645,-.0267724990844727,10169,-1.166898727416992,718194,1.80711555480957,11042923,.1337985992431641,matched (3),17786914,.92419767,599010.25,1534794.3
201506,901839,665,4755,17118152,06,0,0,0,0,1,0,0,0,0,0,0,4448541,.1630210876464844,3000417,-.2058897018432617,9584719,.1389799118041992,2159205,722184,.0105762481689453,3298554,.0799283981323242,149918,-.5573511123657227,9841167,.0869922637939453,7666561,14483049,.3005313873291016,145111,.2205085754394531,343817,.139796257019043,810277,.5250425338745117,10407677,.6266412734985352,11279090,-.1014766693115234,384411,.3525390625,1998,509869,-.4874134063720703,20971516,147451,-.4409160614013672,46860,-.1870756149291992,649493,.9980859756469727,306917,-.4322519302368164,6329,-.2631301879882813,807330,.0080127716064453,55439,-.4030990600585938,6034951,1.091119766235352,21958000,441004,6211000,376689,-.2059965133666992,2356000,3133032,-.0835866928100586,69457112,-.0502681732177734,181397,.2514667510986328,397355,.8819561004638672,10207,-.2536516189575195,227650,-1.113614082336426,1636000,2191000,7566438,-.2110500335693359,11526,-1.913128852844238,913873,23678168,.2176876068115234,236888,130575,.1511745452880859,2568195,-.1248283386230469,43772,1.459650039672852,372994,-.655177116394043,10497415,-.0506610870361328,matched (3),16786244,.92419767,705498.63,1579401.3
