period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1212c484,growth1212c484,Y137c124,growth137c124,Y147c124,growth147c124,Y1728c32,Y1735c152,growth1735c152,Y1759c152,growth1759c152,Y1776c620,growth1776c620,Y1900c124,growth1900c124,Y1900c36,Y1903c484,growth1903c484,Y2008c268,growth2008c268,Y2019c124,growth2019c124,Y2307c222,growth2307c222,Y2322c484,growth2322c484,Y2831c124,growth2831c124,Y2861c752,growth2861c752,Y2877c703,Y2925c152,growth2925c152,Y2963c36,Y2991c440,growth2991c440,Y3127c586,growth3127c586,Y3420c620,growth3420c620,Y3473c246,growth3473c246,Y3698c586,growth3698c586,Y3762c484,growth3762c484,Y3808c300,growth3808c300,Y4038c484,growth4038c484,Y4197c376,Y4240c251,Y4259c376,Y425c124,growth425c124,Y4291c376,Y4386c124,growth4386c124,Y4391c616,growth4391c616,Y4467c152,growth4467c152,Y4578c222,growth4578c222,Y4686c352,growth4686c352,Y4734c792,growth4734c792,Y4800c376,Y4917c376,Y4917c484,growth4917c484,Y4937c222,growth4937c222,Y4941c554,Y4943c251,growth4943c251,Y4961c586,Y4990c300,growth4990c300,Y4992c124,growth4992c124,Y598c807,growth598c807,Y679c792,growth679c792,Y890c484,growth890c484,_merge,x,r2,s,sf
201109,901839,620,4755,9017804,09,0,0,0,0,0,0,0,1,0,0,0,3759264,-.0975122451782227,3374605,-.1559658050537109,8082081,-.2361440658569336,5467100,474339,-.4878768920898438,3729268,.0328311920166016,1589307,-.1130170822143555,8600371,-.1235675811767578,11811880,10359029,.0661697387695313,130798,-.5898771286010742,609977,.230987548828125,369509,-1.09175968170166,5583136,-.0076761245727539,10056349,-.2284469604492188,439133,-.6426362991333008,10408,1099107,-.8712692260742188,16391055,37732,2.059811592102051,27645,-1.035916328430176,385494,.0840291976928711,484429,.0963258743286133,1390,-.6060047149658203,508441,-.3098049163818359,23065,.4503335952758789,2398327,-.5200929641723633,27918000,150038,5280000,160256,.1969594955444336,1954000,5330550,.0057191848754883,53527272,.1848011016845703,147947,-.8483896255493164,203960,-.7368669509887695,2673,-1.463310241699219,344592,-.6885662078857422,1008000,1096000,5089739,-.1306800842285156,109029,-.8918972015380859,486109,27826678,.0712757110595703,104797,253767,.2045383453369141,3000714,.1588840484619141,9269,-.1040105819702148,231487,-.4940462112426758,11831522,-.1515617370605469,matched (3),6851240,.92419767,905519.44,1678316.3
201110,901839,621,4755,8966892,10,0,0,0,0,0,0,0,0,1,0,0,3768168,.0023660659790039,3326986,-.0142116546630859,6639654,-.196589469909668,4499447,333499,-.3522825241088867,5348444,.3605937957763672,396926,-1.387303352355957,8364633,-.0277929306030273,11682634,9835843,-.0518264770507813,124709,-.0476713180541992,420814,-.3712301254272461,527993,.356907844543457,4163455,-.2934055328369141,9258375,-.0826759338378906,385550,-.130131721496582,18174,1001663,-.0928363800048828,14792682,33478,-.1196203231811523,22120,-.2229633331298828,320631,-.184234619140625,344788,-.3400411605834961,11443,2.10807466506958,451039,-.1197957992553711,28001,.1939239501953125,1915558,-.224761962890625,24639000,173847,6259000,140513,-.1314725875854492,2173000,5158148,-.0328769683837891,61656456,.1413860321044922,206315,.332550048828125,140337,-.3738775253295898,4938,.6137590408325195,194928,-.5697307586669922,1438000,1030000,5741456,.1204862594604492,8013,-2.610548973083496,350738,24214088,-.1390609741210938,24673,120270,-.7466773986816406,2683111,-.1118736267089844,18862,.7104740142822266,168245,-.3191022872924805,8882940,-.2866344451904297,matched (3),7721821.5,.92419767,578591.69,1526940.9
201111,901839,622,4755,10503087,11,0,0,0,0,0,0,0,0,0,1,0,3954908,.0483684539794922,4317481,.2606058120727539,9614418,.3702030181884766,3735119,405916,.1965065002441406,7847349,.3833703994750977,1195172,1.102295875549316,10148747,.1933374404907227,13354670,11902450,.1907119750976563,247974,.6873416900634766,446746,.0597991943359375,1267144,.8754377365112305,4296250,.031397819519043,10607750,.1360569000244141,596518,.4364385604858398,8025,2199735,.7866754531860352,16236604,49475,.3905792236328125,46709,.7474546432495117,351268,.0912580490112305,338426,-.0186243057250977,3240,-1.261805534362793,615922,.3115663528442383,90473,1.172810554504395,1951358,.0185165405273438,25877000,236173,6664000,183204,.2653007507324219,1470000,5963121,.1450166702270508,64068040,.0383682250976563,231443,.11492919921875,292032,.7328166961669922,18253,1.307369232177734,284292,.3773717880249023,1006000,1186000,6730290,.158905029296875,25015,1.138410568237305,477258,24980482,.0311603546142578,103748,119727,-.0045251846313477,2568182,-.0437784194946289,90903,1.572643280029297,151741,-.103245735168457,11142972,.2266769409179688,matched (3),10987065,.92419767,522675,1506641.8
201112,901839,623,4755,10918782,12,0,0,0,0,0,0,0,0,0,0,1,4253689,.0728292465209961,4471339,.0350151062011719,10459576,.0842552185058594,3736325,619361,.4225425720214844,8780899,.1124029159545898,237185,-1.617205619812012,7657469,-.2816677093505859,9264691,8940142,-.28619384765625,124748,-.6870288848876953,502282,.1171712875366211,1274365,.0056829452514648,3330681,-.2545661926269531,12327709,.1502647399902344,332981,-.5830240249633789,8856,1582690,-.3292112350463867,14497123,27815,-.575892448425293,53365,.1332187652587891,258788,-.3055400848388672,346595,.0238513946533203,5495,.5282659530639648,357669,-.5435123443603516,5008,-2.894014358520508,2982713,.4243078231811523,22649000,179590,4936000,115075,-.4650163650512695,1352000,5589736,-.064661979675293,56261040,-.12994384765625,371459,.4731044769287109,316765,.0812969207763672,2897,-1.840654373168945,250355,-.1271219253540039,542000,542000,6739960,.0014352798461914,49195,.6763162612915039,757968,22919836,-.0860919952392578,109924,167492,.3357219696044922,2469841,-.0390443801879883,39412,-.8357229232788086,100607,-.4109535217285156,13209325,.1701126098632813,matched (3),10101138,.92419767,655587.94,1557747
201201,901839,624,4755,11119846,01,0,0,0,0,0,0,0,0,0,0,0,3882412,-.0913295745849609,3320166,-.297673225402832,11324957,.0794906616210938,3526862,362471,-.5357437133789063,9346515,.0624246597290039,777013,1.186616897583008,8081775,.053929328918457,9970784,10546148,.1652088165283203,155583,.2208843231201172,664674,.2801351547241211,1025714,-.2170591354370117,3274713,-.0169467926025391,15807990,.2486667633056641,633790,.6436328887939453,14905,2525595,.467350959777832,14321374,32873,.1670761108398438,107314,.698603630065918,180634,-.3595361709594727,477808,.3210525512695313,15174,1.015744209289551,504518,.3439960479736328,17177,1.232534408569336,3531179,.1687984466552734,34325000,37308,15989000,149157,.2594156265258789,2363000,5722981,.0235576629638672,48862972,-.1409816741943359,237770,-.4461345672607422,193209,-.4943876266479492,23739,2.10344409942627,362435,.369964599609375,1269000,1177000,5339074,-.233001708984375,151501,1.124800682067871,566141,26290852,.1372184753417969,194210,235942,.3426504135131836,3138102,.2394638061523438,29039,-.3054304122924805,176680,.5631179809570313,13544946,.0250911712646484,matched (3),10049597,.92419767,684995.44,1570349.9
201202,901839,625,4755,8759276,02,1,0,0,0,0,0,0,0,0,0,0,3683791,-.0525150299072266,2739561,-.1922168731689453,10144374,-.1100902557373047,2639981,515492,.3521766662597656,5979814,-.4466142654418945,213820,-1.290322303771973,6919609,-.1552524566650391,6219251,10069268,-.0462722778320313,96174,-.4810209274291992,397049,-.5152368545532227,918443,-.1104640960693359,4327940,.2788619995117188,14170925,-.1093235015869141,1132636,.5805845260620117,8134,2811610,.1072807312011719,13478165,42881,.265777587890625,28830,-1.314342498779297,301311,.5116701126098633,481618,.0079421997070313,8726,-.5532760620117188,674308,.2900829315185547,15618,-.0951471328735352,2262488,-.4451675415039063,23462000,397434,4546000,91222,-.491703987121582,1510000,5086796,-.1178417205810547,45590360,-.0693244934082031,198635,-.1798343658447266,145130,-.2861423492431641,7745,-1.120072364807129,64605,-1.724553108215332,907000,906000,5038132,-.0580167770385742,209640,.3247995376586914,286393,23557524,-.1097755432128906,57450,109918,-.7638521194458008,2392211,-.2713994979858398,13117,-.7947301864624023,87368,-.7042112350463867,10329118,-.2710456848144531,matched (3),9260978,.92419767,829359,1638479.9
201203,901839,626,4755,9570914,03,0,1,0,0,0,0,0,0,0,0,0,3358472,-.0924558639526367,2884626,.0515975952148438,10225488,.007965087890625,3714220,255075,-.7035636901855469,2873682,-.7327957153320313,226109,.055882453918457,6392651,-.0792093276977539,7451762,8324179,-.1903228759765625,118509,.2088298797607422,353627,-.1158170700073242,1475924,.4743595123291016,4631768,.0678462982177734,10362123,-.3130359649658203,529188,-.7609586715698242,6018,640829,-1.478750228881836,12360447,30896,-.3278026580810547,34966,.1929597854614258,403927,.2930917739868164,488688,.0145730972290039,10536,.1884908676147461,438743,-.4297733306884766,20818,.2873935699462891,1985352,-.1306686401367188,38635000,122466,7379000,163780,.5852279663085938,1920000,6208935,.1993408203125,48011392,.0517425537109375,184631,-.0731096267700195,301775,.7320518493652344,7561,-.0240440368652344,85126,.2758407592773438,1182000,949000,5298103,.0503139495849609,33816,-1.824458122253418,406262,22139264,-.0620937347412109,27527,204682,.6217231750488281,2974104,.2177248001098633,10417,-.2304706573486328,232031,.9767427444458008,9111996,-.1253757476806641,matched (3),11893798,.92419767,810039.13,1628785.9
201204,901839,627,4755,9935045,04,0,0,1,0,0,0,0,0,0,0,0,3241015,-.0355997085571289,2802374,-.0289278030395508,10379818,.0149803161621094,2886851,396912,.4421567916870117,2921344,.0164499282836914,299941,.2825689315795898,7552887,.1667804718017578,7356587,9456853,.1275749206542969,68679,-.5455455780029297,364011,.0289411544799805,635081,-.843287467956543,3779342,-.2033882141113281,10844881,.0455360412597656,286905,-.6121931076049805,6407,1701916,.9767475128173828,14657903,31117,.0071277618408203,94567,.9949321746826172,405457,.0037803649902344,442954,-.0982580184936523,3568,-1.082792282104492,500770,.1322336196899414,62572,1.100500106811523,1718261,-.1444835662841797,32471000,299567,4641000,169200,.032557487487793,1931000,5936174,-.0449237823486328,49646632,.0334930419921875,394967,.7604427337646484,261647,-.1426858901977539,15261,.7022972106933594,129661,.4207906723022461,1525000,1330000,5404957,.0199670791625977,137431,1.402188301086426,576438,22453056,.0140743255615234,122417,92818,-.7908172607421875,2693269,-.0991878509521484,19543,.6291780471801758,366354,.4567289352416992,9162756,.00555419921875,matched (3),11033329,.92419767,601842.25,1535901.8
201205,901839,628,4755,13300396,05,0,0,0,1,0,0,0,0,0,0,0,4547761,.3387489318847656,3161156,.1204710006713867,8190073,-.2369413375854492,3915597,635230,.4702720642089844,2736708,-.0652875900268555,202171,-.3944721221923828,9618908,.2418003082275391,9967275,10255591,.0810832977294922,194496,1.040968894958496,519818,.3562946319580078,1305514,.7206001281738281,4228935,.1124000549316406,9780358,-.1033172607421875,315479,.0949411392211914,2140,1403433,-.1928329467773438,17323284,27537,-.1222238540649414,98204,.0377388000488281,272555,-.3971748352050781,373042,-.1717758178710938,42187,2.47010612487793,772782,.4338502883911133,30758,-.7101678848266602,1692237,-.0152606964111328,27724000,224882,5675000,259146,.4263105392456055,2431000,6129864,.0321073532104492,55493832,.1113414764404297,138476,-1.048105239868164,619630,.862126350402832,12236,-.2209177017211914,941697,1.982760429382324,1324000,1790000,7822540,.3696928024291992,187211,.3091144561767578,750479,22558544,.0046882629394531,89130,179775,.6610660552978516,3260284,.1910591125488281,23412,.1806316375732422,440592,.1845188140869141,13559463,.3919391632080078,matched (3),12276202,.92419767,670925.81,1564263.9
201206,901839,629,4755,11389554,06,0,0,0,0,1,0,0,0,0,0,0,2924443,-.4415311813354492,3138583,-.007166862487793,8463824,.0328788757324219,3250763,581999,-.0875177383422852,4313215,.4549274444580078,64188,-1.147297859191895,7972826,-.1876916885375977,6975437,9305523,-.0972156524658203,52264,-1.314104080200195,512659,-.0138673782348633,1207187,-.0783042907714844,2811802,-.4081249237060547,10635582,.0838298797607422,758800,.8776464462280273,1938,1008454,-.3305034637451172,14012988,25777,-.0660476684570313,57383,-.5372991561889648,231196,-.1645746231079102,460957,.2116146087646484,2796,-2.713922023773193,558312,-.3250789642333984,27044,-.1286849975585938,2747662,.4846982955932617,21836000,76897,5101000,212425,-.1988029479980469,1948000,5818829,-.0520734786987305,45366340,-.2015018463134766,151538,.0901393890380859,328705,-.6339616775512695,3173,-1.349704742431641,386210,-.8913021087646484,1234000,1654000,5945143,-.2744340896606445,463379,.9063091278076172,605479,21603104,-.0432777404785156,57064,171681,-.0460681915283203,2455230,-.2835941314697266,16853,-.3287200927734375,248221,-.5738000869750977,10606423,-.2456264495849609,matched (3),10479123,.92419767,595912,1533587.6
201207,901839,630,4755,13175686,07,0,0,0,0,0,1,0,0,0,0,0,6340746,.7738924026489258,3437874,.0910816192626953,8063036,-.0485115051269531,3587833,248779,-.8499040603637695,4192656,-.0283489227294922,212534,1.197285652160645,9342438,.1585283279418945,11455536,12244270,.2744503021240234,213056,1.405246734619141,510575,-.0040740966796875,2307855,.6480255126953125,2696234,-.0419692993164063,12675556,.1754703521728516,955499,.2304954528808594,22244,1382873,.3157453536987305,16672925,63132,.8957452774047852,26894,-.7578449249267578,316325,.3135042190551758,250446,-.6100616455078125,5975,.7593941688537598,572939,.0258607864379883,29420,.0842094421386719,8756959,1.159098625183106,23516000,198731,5036000,222971,.0484533309936523,2873000,5240358,-.1047096252441406,57867452,.2433834075927734,162136,.0675992965698242,413021,.228337287902832,15140,1.562662124633789,154072,-.9189615249633789,1551000,2205000,4887375,-.1959190368652344,694009,.4039392471313477,671590,23967030,.1038417816162109,63612,52146,-1.191590309143066,2639853,.0725030899047852,27106,.4752264022827148,655616,.9712562561035156,6477343,-.4931488037109375,matched (3),14063125,.92419767,929255.75,1691241
201208,901839,631,4755,11982113,08,0,0,0,0,0,0,1,0,0,0,0,4310074,-.3860416412353516,13259359,1.349851608276367,709885,-2.429942131042481,3379192,709483,1.047971725463867,4790278,.1332540512084961,11127,-2.949727058410645,3266983,-1.050700187683106,12162128,11531988,-.0599327087402344,104095,-.7162504196166992,87634,-1.762368202209473,2143861,-.0737094879150391,3892860,.3672885894775391,629778,-3.002063751220703,747410,-.2456197738647461,1489,1591874,.1407480239868164,17523812,20316,-1.133819580078125,24297,-.1015501022338867,332924,.0511445999145508,450343,.586766242980957,1911,-1.139957427978516,545719,-.0486745834350586,10999,-.9838695526123047,3647384,-.8758382797241211,20695000,140963,5715000,157537,-.347381591796875,1856000,2874718,-.6004352569580078,54409652,-.0616130828857422,178676,.0971384048461914,569638,.321502685546875,12775,-.1698503494262695,364318,.8606071472167969,1149000,1439000,7205546,.3881950378417969,524381,-.2802667617797852,638993,22925964,-.0444087982177734,109513,110943,.7549686431884766,71729,-3.605583190917969,20038,-.3021240234375,264002,-.9096183776855469,9325801,.3644752502441406,matched (3),13837832,.92419767,777565.13,1612881.8
201209,901839,632,4755,11816484,09,0,0,0,0,0,0,0,1,0,0,0,2613203,-.5003786087036133,3049679,-1.469668388366699,6038454,2.140800476074219,2941932,306193,-.8403205871582031,4386581,-.088038444519043,273522,3.202007293701172,8947629,1.007521629333496,10310768,10050899,-.1374626159667969,68235,-.4223470687866211,382626,1.473889350891113,1237230,-.5497341156005859,2475947,-.4525213241577148,8454802,2.597122192382813,468708,-.4666337966918945,0,1465415,-.0827732086181641,16613194,15870,-.2469778060913086,87577,1.28216552734375,324893,-.024418830871582,341644,-.276240348815918,4561,.8699150085449219,567594,.039301872253418,9655,-.1303291320800781,2154154,-.5266122817993164,17079000,76999,3773000,214688,.3095254898071289,972000,5604545,.6676235198974609,50788584,-.0688705444335938,67554,-.9726467132568359,534260,-.0641183853149414,4970,-.9440698623657227,124669,-1.072364807128906,914000,916000,5221484,-.3220691680908203,13090,-3.690369606018066,572675,21768080,-.0518245697021484,47399,104513,-.0597047805786133,2364752,3.495532989501953,4415,-1.512622833251953,367312,.3302545547485352,8169644,-.1323604583740234,matched (3),11220014,.92419767,681833.69,1568973.3
201210,901839,633,4755,12885354,10,0,0,0,0,0,0,0,0,1,0,0,2978881,.1309719085693359,4327949,.3500576019287109,8565542,.3495988845825195,3333235,997431,1.180967330932617,6198200,.3457088470458984,304268,.1065263748168945,9937982,.1049747467041016,11828363,12749415,.237823486328125,365349,1.677895545959473,379472,-.0082778930664063,2388388,.6577444076538086,4192195,.5266017913818359,9223456,.0870151519775391,479753,.0232915878295898,7892,1301226,-.1188316345214844,20765148,40894,.9465522766113281,52681,-.5082635879516602,395427,.1964702606201172,517676,.4155797958374023,12673,1.021932601928711,430299,-.2769260406494141,156817,2.787603378295898,3716022,.5452556610107422,21708000,512720,7288000,196034,-.0908975601196289,2104000,7201997,.2507810592651367,69027528,.3068351745605469,197310,1.071848869323731,463643,-.1417675018310547,20517,1.417834281921387,518586,1.425443649291992,1335000,1392000,7686783,.3867206573486328,181107,2.627239227294922,620357,25471218,.1571044921875,140302,100250,-.0416440963745117,2187884,-.0777378082275391,31216,1.955923080444336,167791,-.7834920883178711,13228434,.4819431304931641,matched (3),11745235,.92419767,816335.63,1631926.5
201211,901839,634,4755,10529549,11,0,0,0,0,0,0,0,0,0,1,0,2799860,-.0619783401489258,3457315,-.2246017456054688,7759488,-.0988311767578125,2618661,440777,-.8166446685791016,7946317,.2484493255615234,261673,-.150813102722168,10129272,.0190658569335938,13313172,12340910,-.0325660705566406,113046,-1.173057556152344,458638,.1894807815551758,1593255,-.4048395156860352,3475684,-.1874332427978516,9932494,.0740623474121094,284281,-.5233087539672852,10084,566181,-.832148551940918,20720384,41382,.0118627548217773,45310,-.1507272720336914,293552,-.2979106903076172,397014,-.2653779983520508,896,-2.649289131164551,497354,.1448221206665039,10044,-2.748104095458984,3164794,-.1605653762817383,20418000,258702,5482000,188998,-.0365524291992188,1537000,6336437,-.1280422210693359,62552148,-.0985050201416016,104380,-.6367378234863281,401605,-.143646240234375,4047,-1.623278617858887,432425,-.181696891784668,1075000,1020000,6576664,-.1559743881225586,390804,.7691183090209961,592278,22795868,-.1109714508056641,18079,68373,-.3826894760131836,2129907,-.0268573760986328,15220,-.7183208465576172,116347,-.3661422729492188,9648068,-.3156108856201172,matched (3),11169917,.92419767,774390.25,1611353.5
201212,901839,635,4755,11718858,12,0,0,0,0,0,0,0,0,0,0,1,3316001,.169189453125,3146829,-.0940971374511719,7025479,-.0993728637695313,2572875,672366,.4222640991210938,10296783,.2591238021850586,91970,-1.045633316040039,7931257,-.2446174621582031,8436865,9598105,-.2513542175292969,268036,.8633260726928711,500706,.0877580642700195,503214,-1.152519226074219,2977162,-.1548213958740234,10720905,.0763835906982422,446234,.4508800506591797,13176,987055,.555811882019043,15675849,41534,.003666877746582,127020,1.030817031860352,361692,.2087383270263672,152523,-.9566555023193359,4274,1.562365531921387,398062,-.2226943969726563,34581,1.236329078674316,3989195,.2315006256103516,29541000,237914,5502000,177901,-.0605087280273438,2271000,5382900,-.1630887985229492,56961852,-.0936183929443359,108497,.0386838912963867,546794,.3086032867431641,6129,.4150562286376953,204870,-.7470331192016602,402000,1582000,7919154,.1857566833496094,122861,-1.15715217590332,714775,23944788,.0491714477539063,174694,75681,.1015491485595703,1788217,-.1748590469360352,19559,.2508258819580078,772987,1.893685340881348,11286468,.1568470001220703,matched (3),12441862,.92419767,706024.69,1579636.4
201301,901839,636,4755,15650331,01,0,0,0,0,0,0,0,0,0,0,0,3950289,.1750297546386719,4660480,.3927230834960938,8059273,.1372804641723633,2251995,645688,-.0404863357543945,11853722,.1408100128173828,247056,.9881525039672852,9668097,.1980209350585938,9406153,11344666,.1671829223632813,72446,-1.308279991149902,713437,.3540744781494141,635480,.2333650588989258,2937798,-.0133094787597656,16889916,.4545211791992188,790893,.5723199844360352,13700,3343022,1.219904899597168,17706882,42010,.0113954544067383,112883,-.1179924011230469,432507,.1788053512573242,477747,1.141765594482422,15010,1.256166458129883,584612,.3843402862548828,16153,-.7611980438232422,5405155,.3037643432617188,28445000,365194,6311000,285245,.4721212387084961,1732000,5855109,.0840864181518555,72726920,.2443294525146484,324659,1.096053123474121,790159,.3681621551513672,11731,.6492033004760742,551034,.9894208908081055,1228000,1479000,7317982,-.0789499282836914,69606,-.5682029724121094,738557,29742372,.2168235778808594,142573,120808,.4676752090454102,2096520,.1590595245361328,24037,.2061586380004883,213323,-1.287454605102539,12908637,.1342926025390625,matched (3),14393432,.92419767,678955.44,1567724.6
201302,901839,637,4755,12856878,02,1,0,0,0,0,0,0,0,0,0,0,3545204,-.1081933975219727,2910164,-.4709081649780273,6172098,-.26678466796875,2243096,466045,-.3260345458984375,6462971,-.6065530776977539,233208,-.0576839447021484,8947730,-.0774326324462891,9337797,13423140,.1682319641113281,199709,1.014019966125488,388099,-.6088333129882813,1799039,1.040627479553223,3232872,.0957098007202148,13895825,-.1951274871826172,729741,-.0804729461669922,10786,1935457,-.5465316772460938,15043367,99011,.8573226928710938,77707,-.3734073638916016,349562,-.2129182815551758,240918,-.6846246719360352,6341,-.8616800308227539,562862,-.0379142761230469,46119,1.049118995666504,1793257,-1.103320121765137,27554000,211420,5263000,218696,-.2656660079956055,1946000,5167848,-.1248579025268555,48540220,-.4043197631835938,91397,-1.267562866210938,460998,-.5388402938842773,5131,-.826934814453125,53050,-2.340561866760254,722000,1110000,6816290,-.071019172668457,28820,-.8817815780639648,1031391,23498922,-.2356185913085938,111462,114046,-.0576009750366211,2265349,.0774507522583008,11743,-.7163372039794922,44252,-1.572907447814941,8635787,-.401982307434082,matched (3),11615360,.92419767,694638,1574580
201303,901839,638,4755,11211380,03,0,1,0,0,0,0,0,0,0,0,0,5020611,.3479557037353516,2448551,-.1727132797241211,7482244,.1924934387207031,2110675,689696,.3919687271118164,5932783,-.0855960845947266,110215,-.7494974136352539,5453111,-.495213508605957,5020140,9976645,-.2967338562011719,186252,-.0697603225708008,230137,-.5225858688354492,1599343,-.1176595687866211,1580105,-.7158794403076172,11266778,-.2097301483154297,456898,-.4682302474975586,17364,1916341,-.0099258422851563,10844908,56542,-.5602474212646484,46371,-.516270637512207,329370,-.0594987869262695,611598,.9316186904907227,24829,1.364974975585938,306616,-.6074380874633789,16258,-1.04263973236084,3650177,.7107419967651367,22532000,677901,4698000,363774,.50885009765625,2151000,5414644,.0466508865356445,51591340,.0609607696533203,345522,1.329843521118164,129433,-1.270230293273926,11421,.8001537322998047,3708636,4.247184753417969,1063000,1063000,5186478,-.2732610702514648,72792,.9265365600585938,422074,21907020,-.0701484680175781,37047,86505,-.2763996124267578,1913942,-.1685638427734375,10823,-.0815839767456055,110444,.9146080017089844,11184603,.2586240768432617,matched (3),10663285,.92419767,990083.81,1725411.9
201304,901839,639,4755,9849436,04,0,0,1,0,0,0,0,0,0,0,0,4782470,-.0485944747924805,2443336,-.0021324157714844,6580792,-.1283769607543945,2775327,604740,-.1314516067504883,4330414,-.3148298263549805,194996,.5705461502075195,5917052,.0816516876220703,7961269,8883318,-.1160717010498047,292809,.4524192810058594,285067,.2140493392944336,279280,-1.745133399963379,1813007,.1374959945678711,10142532,-.1051216125488281,478770,.0467605590820313,5440,1066837,-.585719108581543,15922401,34646,-.4898014068603516,35609,-.2640762329101563,282035,-.1551504135131836,382206,-.4701156616210938,15977,-.440861701965332,507512,.5039243698120117,38058,.8505258560180664,2011163,-.5960617065429688,19861000,402370,4576000,414746,.131134033203125,2194000,4936226,-.0925064086914063,51380660,-.0040912628173828,209145,-.5020284652709961,478936,1.308403015136719,6416,-.5766592025756836,175494,-3.050814628601074,1296000,1413000,7424154,.3586845397949219,42723,-.5328683853149414,644758,19003380,-.1421890258789063,87069,62972,-.3175115585327148,2286394,.1778106689453125,28526,.9691429138183594,359329,1.179730415344238,12892456,.1421031951904297,matched (3),11834866,.92419767,694077.56,1574332.8
201305,901839,640,4755,12228512,05,0,0,0,1,0,0,0,0,0,0,0,5058178,.0560493469238281,3381668,.3250045776367188,10208835,.4390974044799805,2909441,814679,.2979946136474609,5009749,.1457223892211914,239388,.2051067352294922,7858821,.2837982177734375,9491368,11290125,.2397537231445313,280588,-.042633056640625,410104,.3636865615844727,961587,1.236370086669922,2333751,.2524900436401367,10344445,.0197124481201172,443833,-.0757722854614258,6143,1999744,.6283206939697266,16796408,83927,.884765625,62678,.5654125213623047,305312,.0793027877807617,369890,-.0327539443969727,49709,1.135035514831543,715755,.3438177108764648,31201,-.1986608505249023,3325158,.5028038024902344,21728000,480801,5939000,558085,.296844482421875,2445000,5325761,.0759544372558594,60909992,.170135498046875,424070,.7068710327148438,918922,.6516342163085938,15673,.8931446075439453,114319,-.4286127090454102,1917000,2118000,8585599,.1453475952148438,90815,.7540874481201172,791013,21846058,.1394023895263672,205534,90157,.3588619232177734,2576668,.1195211410522461,18862,-.4136667251586914,419292,.1543283462524414,12279401,-.0487194061279297,matched (3),12163519,.92419767,705692.56,1579487.9
201306,901839,641,4755,11821621,06,0,0,0,0,1,0,0,0,0,0,0,3592296,-.3422145843505859,3065927,-.0980186462402344,8934039,-.1333847045898438,2068435,494078,-.5001001358032227,3526603,-.3510503768920898,169920,-.3427581787109375,9093790,.1459550857543945,7508334,9756255,-.1460189819335938,177741,-.4565601348876953,264672,-.4379186630249023,728974,-.276947021484375,2621453,.1162519454956055,10201586,-.0139064788818359,459539,.0347757339477539,2303,1128831,-.5718364715576172,15704220,35501,-.860386848449707,70891,.1231327056884766,211996,-.3647670745849609,282676,-.2689046859741211,8002,-1.826494216918945,605785,-.1668128967285156,18602,-.517181396484375,3063899,-.0818290710449219,22280000,676754,5404000,266237,-.7401247024536133,1944000,4775348,-.1090879440307617,59523036,-.0230331420898438,183537,-.8374824523925781,410143,-.8066949844360352,11820,-.2821464538574219,86308,-.2810697555541992,1024000,1900000,6915289,-.2163515090942383,88524,-.0255508422851563,696274,23175408,.0590724945068359,95263,61246,-.3866539001464844,2671515,.0361490249633789,10706,-.56634521484375,315403,-.2847156524658203,10343709,-.1715431213378906,matched (3),12176799,.92419767,622297.25,1544031.8
201307,901839,642,4755,12524305,07,0,0,0,0,0,1,0,0,0,0,0,4827605,.2955589294433594,3607172,.1625738143920898,11198622,.225921630859375,2566579,816080,.5018186569213867,4157898,.1646747589111328,335819,.6812448501586914,9721237,.0667209625244141,9817275,11588604,.1721134185791016,368325,.7286386489868164,405918,.4276590347290039,2541728,1.248961448669434,2688490,.0252504348754883,12765850,.2242298126220703,871421,.6399011611938477,24062,1680730,.398045539855957,18835692,109837,1.129436492919922,36890,-.653203010559082,437049,.7234783172607422,321781,.1295700073242188,9540,.1758022308349609,782378,.2558126449584961,18886,.0151519775390625,2886197,-.059748649597168,0,166090,0,458700,.5440101623535156,0,4864153,.0184249877929688,66226984,.1067237854003906,207887,.1245784759521484,649546,.4597682952880859,12538,.0589714050292969,145832,.5245323181152344,0,0,6432870,-.0723142623901367,307845,1.246322631835938,770548,24790680,.0673751831054688,142132,121225,.6827497482299805,2199324,-.1944961547851563,26572,.9090538024902344,698457,.7950220108032227,16976782,.4954681396484375,matched (3),13155061,.92419767,1047445,1758954.5
