period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1101c251,growth1101c251,Y1131c152,growth1131c152,Y1242c68,growth1242c68,Y1316c752,growth1316c752,Y1357c152,growth1357c152,Y1485c68,growth1485c68,Y1615c352,growth1615c352,Y1745c152,growth1745c152,Y1759c152,growth1759c152,Y1802c352,growth1802c352,Y1814c757,growth1814c757,Y1896c203,Y1990c620,growth1990c620,Y201c124,growth201c124,Y2035c757,growth2035c757,Y2043c68,Y2091c348,growth2091c348,Y2190c152,Y2394c440,growth2394c440,Y2445c372,growth2445c372,Y2790c233,Y2835c344,Y2889c222,growth2889c222,Y2894c428,growth2894c428,Y3134c191,growth3134c191,Y3338c484,growth3338c484,Y3354c32,Y3732c36,Y3762c268,growth3762c268,Y3828c222,growth3828c222,Y382c268,growth382c268,Y3949c352,growth3949c352,Y4041c600,growth4041c600,Y4081c807,growth4081c807,Y4209c372,growth4209c372,Y437c152,growth437c152,Y4439c600,growth4439c600,Y4514c600,growth4514c600,Y4627c484,growth4627c484,Y4680c428,growth4680c428,Y4845c440,growth4845c440,Y4975c233,Y538c268,growth538c268,Y541c208,growth541c208,Y542c372,growth542c372,Y581c376,Y684c484,growth684c484,Y890c348,growth890c348,Y891c826,growth891c826,Y905c826,growth905c826,_merge,x,r2,s,sf
201208,901811,631,4747,1235863,08,0,0,0,0,0,0,1,0,0,0,0,172360,.8602495193481445,73036,2.103329658508301,417628,.5011186599731445,539970,.1882915496826172,320094,.5649595260620117,197429,.607060432434082,32337,1.52361011505127,227247,-.4324474334716797,4790278,.1332540512084961,17655,.696040153503418,247138,-.2262125015258789,53928,150248,.4844417572021484,2652445,-1.967735290527344,369156,.3820047378540039,234139,687208,.3298025131225586,874817,24944,2.558595180511475,128367,.4500656127929688,53630,1378165,5761,.8595223426818848,11487,.8090391159057617,179978,.0775384902954102,367590,.856989860534668,1239215,4680970,17341,.1109437942504883,28192,.1989030838012695,44605,.0626802444458008,76542,.3727502822875977,152031,.1581125259399414,533,-3.365936279296875,488316,-.1251182556152344,209049,.9719448089599609,9713060,.2951898574829102,44041,.0666093826293945,76932,-1.11627197265625,225655,.1025552749633789,34939,.1343050003051758,19580,99927,.03515625,17112,-.6713466644287109,1387321,-.1315450668334961,2675000,379165,.4066238403320313,288040,-.1987466812133789,539511,.4804391860961914,1698823,-.1601495742797852,matched (3),1126610.6,.90635246,82681.156,168419.94
201209,901811,632,4747,469369,09,0,0,0,0,0,0,0,1,0,0,0,484329,1.03317928314209,7644,-2.257031440734863,92350,-1.509005546569824,378157,-.3562049865722656,230063,-.33026123046875,104248,-.638606071472168,10617,-1.113755226135254,360088,.4603109359741211,4386581,-.088038444519043,2675,-1.887069702148438,353811,.3588161468505859,64451,72614,-.7271299362182617,15354962,1.755956649780273,285790,-.2559623718261719,138428,641490,-.0688438415527344,0,15067,-.5041265487670898,119919,-.0680770874023438,52803,696759,2834,-.7094216346740723,72611,1.843900680541992,174576,-.0304746627807617,106593,-1.237950325012207,1254116,3778055,11760,-.3883695602416992,21573,-.2675962448120117,5508,-2.091645240783691,11449,-1.899937629699707,109559,-.3276214599609375,1848,1.243337631225586,347305,-.34075927734375,86898,-.8778343200683594,11914558,.2042903900146484,31741,-.3275117874145508,118599,.432826042175293,309663,.3164777755737305,26369,-.2814149856567383,23335,107550,.0735158920288086,27591,.4777088165283203,1307657,-.0591373443603516,1676000,225930,-.5177469253540039,425894,.3910913467407227,631987,.1582050323486328,1554233,-.088953971862793,matched (3),449760.66,.90635246,77924.695,166136.58
201210,901811,633,4747,930604,10,0,0,0,0,0,0,0,0,1,0,0,905235,.6254301071166992,116114,2.720651626586914,908006,2.285665512084961,458125,.19183349609375,510021,.7960987091064453,86059,-.1917400360107422,12549,.1671838760375977,546979,.4180622100830078,6198200,.3457088470458984,27340,2.32440185546875,485633,.3166904449462891,108709,199125,1.008774757385254,23155216,.4107818603515625,291268,.018986701965332,304389,940589,.3827133178710938,895378,15680,.0398788452148438,129316,.0754432678222656,52026,878743,5022,.5721392631530762,94409,.2625198364257813,311842,.5801372528076172,279826,.9651508331298828,2646978,5777376,12543,.0644588470458984,47648,.7923984527587891,8006,.3739900588989258,313534,3.310006141662598,104860,-.0438375473022461,6991,1.330519676208496,173026,-.6967611312866211,55708,-.444610595703125,14148123,.1718196868896484,53018,.5130224227905273,295236,.9120273590087891,350367,.1234960556030273,42389,.4746999740600586,46810,270793,.9233980178833008,35601,.2548847198486328,1349423,.0314397811889648,3056000,453463,.6966886520385742,378893,-.1169366836547852,165828,-1.337917327880859,1863260,.1813459396362305,matched (3),861997.5,.90635246,84497.961,169319.25
201211,901811,634,4747,893678,11,0,0,0,0,0,0,0,0,0,1,0,351359,-.9463863372802734,63134,-.6093130111694336,127705,-1.961528778076172,335580,-.3112821578979492,111982,-1.51611328125,32099,-.9862079620361328,8289,-.4147109985351563,385117,-.3508634567260742,7946317,.2484493255615234,12149,-.8111038208007813,374381,-.2601785659790039,96864,172193,-.1453161239624023,25151838,.0827102661132813,494661,.5296287536621094,128603,700370,-.2948980331420898,570185,5716,-1.009116172790527,75793,-.5342531204223633,32724,1482148,10115,.7001914978027344,21227,-1.492362976074219,230901,-.3005075454711914,179090,-.4462795257568359,573790,4761367,14641,.1546630859375,40890,-.1529550552368164,32060,1.387417793273926,110103,-1.046491622924805,127041,.1918840408325195,39389,1.728862762451172,432211,.9154720306396484,31446,-.5718526840209961,13693252,-.0326786041259766,165884,1.140657424926758,128195,-.8342227935791016,326186,-.0715131759643555,94642,.8032121658325195,26490,83139,-1.180840492248535,23308,-.4235773086547852,1017472,-.2823562622070313,2831000,330569,-.3160982131958008,336620,-.1182985305786133,463700,1.028286933898926,3106547,.5111837387084961,matched (3),903968.31,.90635246,87501.891,170838.17
201212,901811,635,4747,812112,12,0,0,0,0,0,0,0,0,0,0,1,695047,.6821708679199219,51493,-.2038135528564453,318951,.9153146743774414,1182420,1.259458541870117,181202,.4812736511230469,159390,1.602529525756836,3625,-.8270759582519531,333671,-.1433916091918945,10296783,.2591238021850586,7168,-.5276203155517578,223472,-.5159883499145508,91936,244431,.3503170013427734,19176464,-.2712478637695313,495327,.0013456344604492,215384,349430,-.6953058242797852,746139,25030,1.476805686950684,182489,.8786830902099609,27364,1581355,45712,1.508340835571289,2320,-2.213706493377686,207222,-.1081991195678711,152113,-.1632652282714844,2891499,5109384,29770,.7096748352050781,28178,-.3723440170288086,47815,.3997306823730469,37471,-1.077849388122559,134231,.0550527572631836,19958,-.6798563003540039,339597,-.241154670715332,127249,1.39787483215332,10979414,-.2208805084228516,50161,-1.196050643920898,94867,-.3010768890380859,369013,.1233644485473633,52233,-.594386100769043,8866,189793,.8254203796386719,42300,.5959901809692383,1468602,.3669900894165039,3088000,381687,.1437854766845703,389579,.1461114883422852,298695,-.439814567565918,4061774,.2681083679199219,matched (3),787671.63,.90635246,91113,172715.61
201301,901811,636,4747,662670,01,0,0,0,0,0,0,0,0,0,0,0,411622,-.5238742828369141,78644,.4234857559204102,700618,.7869253158569336,284641,-1.424090385437012,281307,.4398345947265625,101995,-.4464311599731445,2747,-.2773442268371582,226027,-.389500617980957,11853722,.1408100128173828,5247,-.3119707107543945,330772,.3921432495117188,137864,110748,-.7916765213012695,15446418,-.2163066864013672,443943,-.1095218658447266,123430,310075,-.1194887161254883,4833,11316,-.7938575744628906,162491,-.1160669326782227,12717,1125035,12317,-1.311380386352539,762,-1.113375663757324,163696,-.2357797622680664,173959,.1341962814331055,2016718,4206246,13431,-.7959356307983398,22315,-.2332820892333984,3721,-2.553347587585449,14339,-.9605836868286133,39895,-1.213311195373535,2708,-1.997419834136963,241697,-.3400745391845703,33686,-1.329063415527344,11193279,.0192909240722656,99360,.6835117340087891,95234,.0038614273071289,404139,.0909271240234375,31955,-.4913864135742188,1262,444766,.8516139984130859,24317,-.5536108016967773,1286516,-.1323728561401367,2816000,272312,-.3376522064208984,303909,-.2483377456665039,257982,-.1465339660644531,1065362,-1.338305473327637,matched (3),627028.5,.90635246,87970.648,171078.75
201302,901811,637,4747,918905,02,1,0,0,0,0,0,0,0,0,0,0,1204675,1.073860168457031,21138,-1.313858985900879,220655,-1.155362129211426,999939,1.256465911865234,128674,-.7821645736694336,123612,.1922245025634766,11684,1.447710514068604,107735,-.7409801483154297,6462971,-.6065530776977539,10351,.6794271469116211,384736,.151127815246582,100877,157977,.3551921844482422,16448972,.0628871917724609,462505,.0409612655639648,147260,705340,.8218660354614258,550951,18080,.4685888290405273,293807,.5923004150390625,55093,577857,39668,1.169564247131348,6100,2.080097675323486,261483,.4683589935302734,135167,-.2523088455200195,996016,4615918,6010,-.8041400909423828,32916,.3886995315551758,4202,.1215686798095703,36774,.941807746887207,177215,1.49111270904541,18781,1.936635494232178,535453,.7954282760620117,80880,.8758840560913086,7572772,-.3907537460327148,48184,-.7237224578857422,147524,.4376535415649414,422927,.045440673828125,35670,.1099815368652344,18876,199861,-.7999258041381836,28147,.1462650299072266,2020355,.4513349533081055,3146000,257995,-.0540084838867188,297009,-.0229663848876953,1273632,1.596738815307617,3249286,1.115120887756348,matched (3),780230.81,.90635246,78345.406,166334.31
201303,901811,638,4747,854265,03,0,1,0,0,0,0,0,0,0,0,0,505829,-.8677663803100586,63488,1.099778175354004,648638,1.078274726867676,797010,-.2268276214599609,176090,.3137130737304688,121729,-.015350341796875,10831,-.0758075714111328,179953,.5130205154418945,5932783,-.0855960845947266,5833,-.573552131652832,343643,-.1129541397094727,171967,281900,.5791034698486328,17063102,.0366554260253906,457603,-.010655403137207,138744,569276,-.2143144607543945,425,17607,-.0265102386474609,249326,-.1641616821289063,46281,624772,42329,.0649280548095703,7850,.2522239685058594,203765,-.2494020462036133,138112,.0215539932250977,370873,3080509,7678,.24493408203125,33781,.02593994140625,3423,-.2050437927246094,119364,1.177386283874512,96597,-.606816291809082,14956,-.2277326583862305,400463,-.290492057800293,67335,-.1832866668701172,7288692,-.0382347106933594,26889,-.5833101272583008,68372,-.7690267562866211,383034,-.0990762710571289,27599,-.25653076171875,3215,35385,-1.731334686279297,18461,-.4217805862426758,1844470,-.0910806655883789,2920000,394069,.4235858917236328,251249,-.1673183441162109,578109,-.7898654937744141,1392356,-.847437858581543,matched (3),919186.13,.90635246,65757.742,160789.25
201304,901811,639,4747,856871,04,0,0,1,0,0,0,0,0,0,0,0,1033879,.714874267578125,54720,-.1486215591430664,247987,-.9614992141723633,490647,-.4851417541503906,219092,.2184963226318359,65256,-.6234798431396484,9217,-.1613626480102539,304122,.5247335433959961,4330414,-.3148298263549805,13048,.8051033020019531,301797,-.1298484802246094,95041,162189,-.552790641784668,18080136,.0578956604003906,382396,-.1795454025268555,158336,677638,.1742477416992188,208456,17334,-.0156259536743164,282237,.1239862442016602,67214,646562,7637,-1.712468147277832,35307,1.503567695617676,290957,.3562078475952148,278320,.7007064819335938,363285,4130191,10774,.3387765884399414,44736,.2808799743652344,62,-4.011137962341309,398418,1.205324172973633,139942,.3706808090209961,54663,1.296073913574219,1188348,1.087697982788086,44979,-.4034843444824219,9071039,.2187623977661133,96683,1.279720306396484,72261,.0553207397460938,467594,.1994771957397461,31114,.1198787689208984,12075,437951,2.515819549560547,25739,.3323469161987305,1704882,-.0786962509155273,4558000,336639,-.1575145721435547,289860,.1429538726806641,965805,.5131988525390625,831279,-.5157871246337891,matched (3),983877.19,.90635246,76838.594,165629.92
201305,901811,640,4747,1017082,05,0,0,0,1,0,0,0,0,0,0,0,51175,-3.00582218170166,36791,-.3969764709472656,324354,.2684593200683594,887968,.5932102203369141,287294,.2710142135620117,82151,.2302417755126953,10935,.1709184646606445,400650,.2756595611572266,5009749,.1457223892211914,15689,.1843252182006836,378293,.2259140014648438,83678,179062,.0989704132080078,19688702,.0852298736572266,485803,.2393465042114258,297452,702965,.0366935729980469,699206,25662,.3923406600952148,233127,-.1911640167236328,51526,1001103,23452,1.121951103210449,46081,.2663202285766602,275456,-.0547475814819336,230826,-.1871070861816406,1279034,3770122,21031,.6688613891601563,38013,-.1628503799438477,5630,4.508729934692383,634811,.4658260345458984,146670,.0469570159912109,24465,-.8039436340332031,1024024,-.1488237380981445,148702,1.195748329162598,6854350,-.2802038192749023,66654,-.371922492980957,248963,1.237019538879395,438673,-.0638465881347656,29303,-.0599679946899414,2999,312966,-.3360128402709961,40153,.4446897506713867,1539842,-.1018161773681641,2792000,432735,.2511138916015625,301302,.0387153625488281,77957,-2.516804695129395,1586117,.6460781097412109,matched (3),1200167.3,.90635246,68627.242,161983.95
201306,901811,641,4747,824532,06,0,0,0,0,1,0,0,0,0,0,0,31271,-.4925594329833984,42673,.1483135223388672,455329,.3391847610473633,5280,-5.125009536743164,11373,-3.229263305664063,91569,.1085329055786133,1378,-2.071335315704346,234085,-.5374040603637695,3526603,-.3510503768920898,12261,-.2465362548828125,337015,-.1155414581298828,69265,136773,-.2694101333618164,18159774,-.0808353424072266,352270,-.3214054107666016,120961,684884,-.026057243347168,606836,15583,-.4988307952880859,288589,.2134199142456055,27974,883695,13611,-.5440769195556641,32263,-.3564796447753906,266727,-.0322017669677734,161802,-.3552913665771484,240283,2611073,6232,-1.216300010681152,36754,-.0336818695068359,1811,-1.13422966003418,68695,-2.223650932312012,155832,.0605926513671875,12436,-.6766481399536133,893614,-.1362209320068359,166419,.1125640869140625,7247466,.0557689666748047,117734,.5689125061035156,110407,-.8131303787231445,403288,-.0841035842895508,42056,.3613119125366211,1873,103215,-1.109280586242676,25112,-.4693517684936523,1482881,-.0376930236816406,2570000,334432,-.2576913833618164,300157,-.0038080215454102,765379,2.284214019775391,597521,-.9762544631958008,matched (3),738841.75,.90635246,77193.742,165794.98
201307,901811,642,4747,1080403,07,0,0,0,0,0,1,0,0,0,0,0,14466,-.7708902359008789,54126,.2377481460571289,267341,-.5324945449829102,239788,3.815829277038574,389753,3.534270286560059,146616,.4707250595092773,2366,.5405678749084473,444478,.6412162780761719,4157898,.1646747589111328,15558,.2381515502929688,407858,.1907920837402344,92120,189070,.3237953186035156,19452390,.0687599182128906,446846,.2378168106079102,433372,766647,.1127767562866211,1439813,21566,.3249378204345703,302771,.0479736328125,28619,674837,11078,-.2059173583984375,97626,1.107222557067871,476543,.5803318023681641,288526,.5784120559692383,690797,2527700,12822,.7214651107788086,31169,-.1648225784301758,2552,.3429980278015137,432128,1.839044570922852,153896,-.0125007629394531,11674,-.0632314682006836,593008,-.4100666046142578,31624,-1.660592079162598,8604502,.1716337203979492,109779,-.0699586868286133,174098,.4554443359375,359052,-.1161832809448242,37748,-.1080694198608398,1687,289996,1.033053398132324,15748,-.4666318893432617,1415017,-.0468454360961914,0,549982,.4974517822265625,343704,.1354751586914063,360251,-.7535696029663086,1634833,1.00650691986084,matched (3),1080351.5,.90635246,62642.746,159540.64
201308,901811,643,4747,1271861,08,0,0,0,0,0,0,1,0,0,0,0,221039,2.726537704467773,55285,.0211868286132813,411253,.4306831359863281,1095060,1.518809318542481,196472,-.684992790222168,105416,-.3299026489257813,7521,1.156497955322266,207852,-.7600746154785156,4174454,.0039739608764648,7556,-.7222328186035156,291360,-.336359977722168,136833,202345,.0678567886352539,21512840,.1006813049316406,476443,.0641336441040039,405496,639704,-.1810207366943359,190284,19635,-.0938043594360352,405714,.2926712036132813,35005,480940,12031,.0825252532958984,16060,-1.804812431335449,267795,-.5763359069824219,127975,-.8129501342773438,1012352,2783420,16976,.2806386947631836,87459,1.031745910644531,1346,-.639739990234375,117406,-1.303083419799805,193294,.2279348373413086,147965,2.53961181640625,113650,-1.652084350585938,129397,1.408968925476074,7491959,-.1384553909301758,136752,.2196998596191406,107382,-.4832258224487305,400791,.1099729537963867,22563,-.5146207809448242,1358,200896,-.3670797348022461,33621,.7584371566772461,1448666,.0235013961791992,3300000,380422,-.3686046600341797,268952,-.2452478408813477,458476,.2411069869995117,3492802,.7591629028320313,matched (3),1339917.6,.90635246,78385.25,166353.09
201309,901811,644,4747,712564,09,0,0,0,0,0,0,0,1,0,0,0,125138,-.5689220428466797,25691,-.7663602828979492,366857,-.1142368316650391,534713,-.7168340682983398,440998,.8085203170776367,99035,-.0624418258666992,6980,-.0746498107910156,258168,.2167844772338867,3984518,-.0465679168701172,16355,.772191047668457,276545,-.0521860122680664,82710,146512,-.3228673934936523,18400580,-.1562690734863281,392425,-.1940031051635742,375940,755226,.166010856628418,826705,16883,-.1510066986083984,363363,-.1102457046508789,61254,556803,26413,.7863702774047852,145496,2.203817367553711,357947,.2901630401611328,78006,-.4950494766235352,590654,3385158,23779,.3370018005371094,29305,-1.093411445617676,3947,1.075818538665772,18813,-1.831089973449707,49340,-1.365477561950684,32602,-1.512601852416992,145380,.2462272644042969,109227,-.1694564819335938,6987435,-.0697164535522461,136977,.0016441345214844,83625,-.2500495910644531,248889,-.4764328002929688,29984,.2843523025512695,2136,121866,-.4998655319213867,27604,-.1971902847290039,1758004,.1935358047485352,2521000,368284,-.0324268341064453,270115,.0043153762817383,1205186,.9664812088012695,958361,-1.293234825134277,matched (3),812033.06,.90635246,73615.875,164159.67
201310,901811,645,4747,796305,10,0,0,0,0,0,0,0,0,1,0,0,29015,-1.461604118347168,125090,1.582892417907715,461732,.2300128936767578,804856,.4089326858520508,579285,.2727546691894531,77134,-.2499284744262695,13137,.6323833465576172,180442,-.3582010269165039,4862159,.199066162109375,13839,-.1670427322387695,415082,.4061031341552734,165886,509654,1.246624946594238,21986272,.1780376434326172,596374,.418522834777832,394064,827912,.0918903350830078,141060,36400,.7682619094848633,400333,.0968942642211914,88287,0,11373,-.8426141738891602,13827,-2.353526115417481,433925,.1924867630004883,142074,.5995626449584961,1188682,5146456,26855,.1216487884521484,47573,.4845066070556641,4112,.0409536361694336,89433,1.558941841125488,116740,.8612146377563477,63204,.6619939804077148,297339,.7155218124389648,101977,-.0686817169189453,9988741,.3573455810546875,72046,-.6425075531005859,224825,.9889793395996094,248948,.0002365112304688,71938,.8751411437988281,2563,109599,-.1060934066772461,10104,-1.00502872467041,1409666,-.2208261489868164,3684000,427126,.1482248306274414,298770,.1008262634277344,250716,-1.570068359375,3537671,1.305999755859375,matched (3),843266.88,.90635246,98888.055,176940.53
201311,901811,646,4747,1041673,11,0,0,0,0,0,0,0,0,0,1,0,29443,.014643669128418,75547,-.5042781829833984,415369,-.1058168411254883,557627,-.3669729232788086,257035,-.8125829696655273,92929,.1862916946411133,4747,-1.017919540405273,674659,1.318798065185547,7169974,.3884201049804688,8303,-.5108737945556641,611386,.3872518539428711,38028,223077,-.8262147903442383,22029378,.0019588470458984,444180,-.2946376800537109,699501,905682,.0897808074951172,528176,176890,1.580959320068359,219671,-.6001653671264648,60734,540147,20537,.5909852981567383,3171,-1.472576141357422,455157,.0477705001831055,171356,.1873950958251953,345036,4642169,9399,-1.049848556518555,37259,-.2443714141845703,9778,.8662252426147461,39070,-.8281345367431641,78056,-.4025230407714844,153432,.8868894577026367,368507,.2145872116088867,288081,1.038495063781738,10186064,.019561767578125,289256,1.390007019042969,82054,-1.007944107055664,254755,.0230579376220703,43761,-.4970617294311523,1066,306986,1.029973983764648,43004,1.448361396789551,1960135,.3296604156494141,2494000,405614,-.0516767501831055,314070,.0499420166015625,265011,.055450439453125,2843102,-.2185735702514648,matched (3),920698.31,.90635246,81491.57,167839.14
201312,901811,647,4747,1104959,12,0,0,0,0,0,0,0,0,0,0,1,95026,1.171693801879883,152358,.7014780044555664,91932,-1.508118629455566,502883,-.10333251953125,327910,.2435274124145508,117830,.2374067306518555,8290,.5575370788574219,557481,-.1907787322998047,13113785,.6037626266479492,18464,.7992057800292969,425263,-.3630199432373047,79934,760660,1.226669311523438,16358385,-.297637939453125,473958,.0648889541625977,535913,824650,-.0937290191650391,953,82889,-.758026123046875,91717,-.8734235763549805,35741,949581,26640,.2601861953735352,7497,.8604564666748047,346951,-.271458625793457,219525,.2477226257324219,828720,3833790,14192,.4120750427246094,27854,-.2909173965454102,13834,.3469944000244141,69902,.5817394256591797,96312,.2101669311523438,137807,-.1074028015136719,932550,.9284629821777344,81871,-1.258096694946289,14994384,.3866539001464844,154940,-.6242742538452148,155528,.6394481658935547,268495,.0525302886962891,101285,.8391952514648438,1973,344991,.1167154312133789,49801,.1467418670654297,1659651,-.1664056777954102,3308000,294532,-.3200149536132813,251993,-.22021484375,302490,.1322765350341797,1410664,-.7008352279663086,matched (3),1227177,.90635246,78379.703,166350.47
201401,901811,648,4747,1155171,01,0,0,0,0,0,0,0,0,0,0,0,1342993,2.648506164550781,60048,-.9310894012451172,344728,1.321706771850586,1571165,1.139215469360352,333000,.0154027938842773,103152,-.1330394744873047,6894,-.1843986511230469,806388,.369135856628418,9976552,-.2734279632568359,5448,-1.220574378967285,498354,.1586027145385742,156071,264165,-1.057612419128418,21737020,.2842769622802734,787913,.5082683563232422,589602,762231,-.0787086486816406,93161,4826,-2.843483924865723,71463,-.2495279312133789,74374,1269926,20942,-.2406578063964844,12898,.5425691604614258,199942,-.5511560440063477,89248,-.9000463485717773,1195796,3606923,35102,.9055795669555664,50753,.5999946594238281,2131,-1.870537757873535,185827,.9777212142944336,108482,.1189908981323242,26611,-1.644529342651367,1152300,.2115926742553711,69441,-.164668083190918,8143790,-.6104192733764648,290458,.6284208297729492,92468,-.519963264465332,285012,.0596990585327148,38692,-.962306022644043,8001,285971,-.1876277923583984,47027,-.0573129653930664,1711182,.0305767059326172,2676000,469275,.4658021926879883,292018,.1474142074584961,1629997,1.684285163879395,2751216,.6679830551147461,matched (3),1151790.4,.90635246,93637.391,174060.52
201402,901811,649,4747,585856,02,1,0,0,0,0,0,0,0,0,0,0,408010,-1.191364288330078,20953,-1.052862167358398,825128,.8727827072143555,565759,-1.021405220031738,152734,-.779444694519043,42907,-.8771686553955078,6865,-.0042152404785156,400635,-.6995134353637695,11808470,.1685810089111328,6496,.175938606262207,534384,.0698041915893555,60220,243796,-.0802421569824219,17362772,-.2246875762939453,505878,-.4430923461914063,834966,639036,-.1762895584106445,801339,16363,1.221004486083984,177297,.9086465835571289,64336,146881,56812,.9979915618896484,9589,-.2964553833007813,224093,.1140336990356445,206335,.8380813598632813,746209,3315911,2061,-2.835066318511963,16805,-1.105294227600098,1709,-.2206830978393555,79070,-.8544826507568359,74423,-.3768186569213867,21716,-.2032756805419922,585529,-.6770000457763672,48605,-.35675048828125,4101740,-.6858444213867188,82234,-1.261890411376953,78627,-.1621475219726563,342169,.1827735900878906,26473,-.3795070648193359,750,159500,-.5838460922241211,57083,.1937847137451172,1684960,-.01544189453125,3076000,210008,-.8040437698364258,276795,-.0535383224487305,344449,-1.554387092590332,1720928,-.4691791534423828,matched (3),773558.13,.90635246,92154.828,173267.47
201403,901811,650,4747,1029101,03,0,1,0,0,0,0,0,0,0,0,0,1359312,1.203441619873047,116717,1.717470169067383,317024,-.9565610885620117,766511,.3036813735961914,169637,.1049633026123047,207536,1.57627010345459,12680,.6135902404785156,708242,.5697345733642578,5560114,-.753199577331543,13451,.7278661727905273,523952,-.0197153091430664,69130,272711,.1120805740356445,18171104,.0455036163330078,678919,.2942066192626953,296320,891116,.3325138092041016,624599,101199,1.822066307067871,178458,.0065269470214844,69967,622375,16464,-1.238571166992188,4719,-.709019660949707,377513,.5215435028076172,178947,-.1424112319946289,985529,4999532,31712,2.733503818511963,41389,.9013385772705078,4481,.9639377593994141,592363,2.013786315917969,82886,.1077003479003906,77449,1.271570205688477,336322,-.5544462203979492,162680,1.20805835723877,7086787,.5468206405639648,70039,-.1605157852172852,136003,.5479621887207031,277454,-.2096500396728516,51502,.6654949188232422,4395,241518,.4148998260498047,59662,.0441884994506836,2107473,.2237472534179688,3720000,468557,.8025121688842773,311411,.1178359985351563,1247659,1.287077903747559,3163162,.608708381652832,matched (3),1251500.1,.90635246,71299.141,163133.91
201404,901811,651,4747,877077,04,0,0,1,0,0,0,0,0,0,0,0,781957,-.5529336929321289,97590,-.1789770126342773,265320,-.1780405044555664,205364,-1.317065238952637,139853,-.1930694580078125,91708,-.8166952133178711,12795,.009028434753418,281099,-.9240789413452148,4044506,-.3182592391967773,14363,.0656023025512695,347271,-.4112939834594727,65365,241371,-.1220769882202148,21196884,.154022216796875,545445,-.2188997268676758,457312,1026782,.1417102813720703,528305,94925,-.0640020370483398,72817,-.8964042663574219,109222,596342,19903,.1896934509277344,15566,1.193491935729981,349232,-.0778684616088867,261228,.3783044815063477,906168,4619045,9822,-1.172070503234863,39714,-.0413112640380859,1008,-1.491878032684326,87016,-1.918027877807617,175158,.7482223510742188,7217,-2.373180389404297,247769,-.305572509765625,58901,-1.015927314758301,7086122,-.0000934600830078,209852,1.097350120544434,64428,-.7471294403076172,278851,.0050230026245117,75233,.3789691925048828,3752,285903,.1687088012695313,42731,-.333770751953125,2239742,.0608711242675781,2659000,294412,-.4646778106689453,224626,-.3266763687133789,591669,-.7460765838623047,1224146,-.9493293762207031,matched (3),1024350.7,.90635246,51809.887,155606.45
201405,901811,652,4747,1268332,05,0,0,0,1,0,0,0,0,0,0,0,729226,-.0698165893554688,153366,.452052116394043,263969,-.0051050186157227,14902,-2.623288154602051,529042,1.330476760864258,225997,.901911735534668,5304,-.8805932998657227,344013,.2019729614257813,4906113,.1931228637695313,16244,.1230678558349609,434401,.2238626480102539,169628,212217,-.1287260055541992,18271888,-.1484909057617188,651023,.1769428253173828,394483,1165544,.1267585754394531,1440562,41638,-.8240737915039063,110871,.4204177856445313,116357,293841,17381,-.1354923248291016,40218,.9492254257202148,509758,.378199577331543,305041,.1550521850585938,2288898,4154591,23447,.8701181411743164,43159,.0831871032714844,7259,1.974274158477783,90961,.0443391799926758,239416,.3125143051147461,49148,1.918396949768066,302527,.1996736526489258,196365,1.204117774963379,8572069,.1903705596923828,197674,-.059783935546875,206811,1.166257858276367,305067,.0898532867431641,90823,.1883230209350586,8094,433809,.4169521331787109,43100,.0085983276367188,2053455,-.0868368148803711,3976000,554291,.6327095031738281,337173,.4061594009399414,1289180,.7788143157958984,4907598,1.388541221618652,matched (3),1350716.6,.90635246,88809.906,171511.81
201406,901811,653,4747,1007343,06,0,0,0,0,1,0,0,0,0,0,0,445379,-.4930582046508789,87319,-.5632591247558594,279250,.0562753677368164,5083,-1.075593948364258,287254,-.6107015609741211,93217,-.8855915069580078,5642,.0617771148681641,241905,-.3521347045898438,3953082,-.2159862518310547,13050,-.2189350128173828,414854,-.0460414886474609,138280,273046,.2520313262939453,16279597,-.1154518127441406,613548,-.0592861175537109,363264,726575,-.4726018905639648,1148875,45886,.0971469879150391,99457,-.1086416244506836,37858,402196,5124,-1.221442222595215,2979,-2.602726936340332,447489,-.130284309387207,125388,-.889033317565918,498355,2953804,14021,-.5141868591308594,43091,-.0015773773193359,5257,-.3226814270019531,168557,.6168432235717773,120598,-.6857395172119141,10167,-1.575689315795898,264370,-.1348209381103516,25926,-2.024728775024414,5206562,-.4985895156860352,4063,-3.884696960449219,139860,-.3911638259887695,235608,-.25836181640625,34964,-.9545936584472656,6402,135984,-1.160067558288574,57890,.2950220108032227,1989656,-.0315618515014648,3014000,367598,-.4106998443603516,218022,-.435999870300293,145367,-2.182499885559082,1541460,-1.158054351806641,matched (3),1015393.6,.90635246,79460.188,166862.28
