period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1101c251,growth1101c251,Y1131c152,growth1131c152,Y1242c68,growth1242c68,Y1316c752,growth1316c752,Y1357c152,growth1357c152,Y1485c68,growth1485c68,Y1615c352,growth1615c352,Y1745c152,growth1745c152,Y1759c152,growth1759c152,Y1802c352,growth1802c352,Y1814c757,growth1814c757,Y1896c203,Y1990c620,growth1990c620,Y201c124,growth201c124,Y2035c757,growth2035c757,Y2043c68,Y2091c348,growth2091c348,Y2190c152,Y2394c440,growth2394c440,Y2445c372,growth2445c372,Y2790c233,Y2835c344,Y2889c222,growth2889c222,Y2894c428,growth2894c428,Y3134c191,growth3134c191,Y3338c484,growth3338c484,Y3354c32,Y3732c36,Y3762c268,growth3762c268,Y3828c222,growth3828c222,Y382c268,growth382c268,Y3949c352,growth3949c352,Y4041c600,growth4041c600,Y4081c807,growth4081c807,Y4209c372,growth4209c372,Y437c152,growth437c152,Y4439c600,growth4439c600,Y4514c600,growth4514c600,Y4627c484,growth4627c484,Y4680c428,growth4680c428,Y4845c440,growth4845c440,Y4975c233,Y538c268,growth538c268,Y541c208,growth541c208,Y542c372,growth542c372,Y581c376,Y684c484,growth684c484,Y890c348,growth890c348,Y891c826,growth891c826,Y905c826,growth905c826,_merge,x,r2,s,sf
201407,901811,654,4747,1567347,07,0,0,0,0,0,1,0,0,0,0,0,579450,.2631540298461914,99011,.1256628036499023,645082,.8372697830200195,42379,2.12075138092041,645096,.8090324401855469,79332,-.1612882614135742,15635,1.01927375793457,290903,.1844444274902344,4337006,.0926885604858398,26161,.6954813003540039,503860,.194371223449707,116277,471815,.5469465255737305,19961904,.2039127349853516,771204,.228693962097168,484834,770578,.0587997436523438,740847,48407,.0534839630126953,311121,1.140456199645996,85033,586306,17374,1.221038818359375,26902,2.200613021850586,520813,.1517391204833984,322716,.9453601837158203,593736,4343302,19439,.3267250061035156,33482,-.2523059844970703,11042,.7421455383300781,409011,.8864679336547852,149512,.2149133682250977,27996,1.012914657592773,1237651,1.543621063232422,156318,1.796646118164063,6418866,.2093219757080078,59308,2.680822372436523,278365,.6882915496826172,244888,.0386314392089844,45883,.2717752456665039,8362,297578,.7831392288208008,85137,.3857173919677734,1711862,-.1503801345825195,3322000,592665,.4776391983032227,377302,.5484495162963867,968633,1.896623611450195,3422016,.7974996566772461,matched (3),1568276.6,.90635246,70970.852,162990.69
201408,901811,655,4747,1234015,08,0,0,0,0,0,0,1,0,0,0,0,104552,-1.712394714355469,23182,-1.451854705810547,408944,-.4557991027832031,133915,1.150551795959473,214743,-1.099957466125488,133459,.5201530456542969,8716,-.5843515396118164,363261,.2221317291259766,3755938,-.1438465118408203,25336,-.03204345703125,283131,-.5763883590698242,293436,248908,-.6395034790039063,19213992,-.0381870269775391,655582,-.1624288558959961,138126,681580,-.1227273941040039,258589,39090,-.2137775421142578,227962,-.3110027313232422,31567,559243,15064,-.1426668167114258,21374,-.2300252914428711,280161,-.6200265884399414,240570,-.29376220703125,583887,3577731,20485,.0524120330810547,23331,-.3612251281738281,2604,-1.444657802581787,196697,-.7320775985717773,80288,-.6217565536499023,14528,-.6559839248657227,515369,-.8760871887207031,251763,.4765949249267578,6111802,-.0490198135375977,53723,-.098902702331543,62079,-1.50052547454834,284080,.1484556198120117,26906,-.5337448120117188,2588,336807,.1238336563110352,40781,-.7360458374023438,2035538,.1731786727905273,2808000,332097,-.5792016983032227,245259,-.4307308197021484,180547,-1.67989444732666,1204372,-1.044271469116211,matched (3),1175187.3,.90635246,73349.242,164040.28
201409,901811,656,4747,834179,09,0,0,0,0,0,0,0,1,0,0,0,609847,1.763524055480957,25289,.0869932174682617,216986,-.6337451934814453,1659776,2.517232894897461,410344,.6475543975830078,104943,-.2403774261474609,7837,-.1063041687011719,291582,-.2197999954223633,5065164,.2990484237670898,17755,-.3555583953857422,482962,.5340280532836914,284819,204363,-.1971855163574219,18703684,-.0269184112548828,606366,-.0780401229858398,266441,921490,.3015785217285156,454884,15980,-.8945283889770508,142969,-.4665508270263672,40160,315327,10140,-.3958196640014648,15538,-.3188867568969727,391614,.3349123001098633,181887,-.2796249389648438,783739,3069684,18766,-.087646484375,23118,-.0091714859008789,6134,.8567986488342285,81654,-.8791732788085938,37029,-.7739181518554688,400,-3.592368125915527,571341,.1031026840209961,51732,-1.58241081237793,7808861,.2450370788574219,43655,-.2075233459472656,184685,1.090243339538574,254815,-.1087188720703125,20437,-.2750024795532227,10783,120316,-1.029388427734375,41913,.0273799896240234,1817746,-.1131629943847656,2201000,545183,.4956941604614258,288892,.1637382507324219,729957,1.396994590759277,1340424,.1070280075073242,matched (3),1039188.9,.90635246,63918.652,160045.92
201410,901811,657,4747,1046277,10,0,0,0,0,0,0,0,0,1,0,0,785971,.2537117004394531,64212,.9318208694458008,225131,.0368499755859375,672851,-.9029140472412109,328839,-.2214279174804688,108199,.0305547714233398,10663,.3079233169555664,292606,.0035057067871094,5690577,.1164255142211914,21580,.1950998306274414,543064,.1172895431518555,373888,383438,.6292800903320313,21813530,.1538105010986328,547562,-.1020078659057617,393785,908207,-.0145196914672852,591695,32664,.714935302734375,162105,.1256160736083984,57008,381433,13620,.2950515747070313,5448,-1.048040390014648,434883,.1048002243041992,215028,.1673822402954102,1261859,3670129,22891,.1986970901489258,33349,.3664169311523438,2849,-.7668790817260742,74543,-.0911149978637695,130083,1.256470680236816,117621,5.683757781982422,410069,-.331660270690918,136863,.9729032516479492,5968470,-.268768310546875,218528,1.610595703125,199000,.0746536254882813,486407,.6465082168579102,32191,.4543399810791016,12582,246576,.7175483703613281,38466,-.0858211517333984,1900371,.0444517135620117,3389000,432708,-.2310581207275391,196203,-.3869037628173828,767001,.0495023727416992,2814883,.7419347763061523,matched (3),1025605.6,.90635246,79599.367,166928.61
201411,901811,658,4747,1190801,11,0,0,0,0,0,0,0,0,0,1,0,242937,-1.174118041992188,92294,.3627891540527344,168489,-.2898120880126953,1047751,.4428777694702148,218665,-.4080276489257813,127901,.1672849655151367,10326,-.0321149826049805,262174,-.1098184585571289,8716146,.426365852355957,22149,.0260248184204102,643226,.1692686080932617,296607,288318,-.2851142883300781,20436312,-.065216064453125,548083,.000950813293457,223826,815959,-.1071081161499023,453938,66577,.7120857238769531,347844,.7635097503662109,26961,680311,15874,.1531429290771484,5675,.0408220291137695,359965,-.1890697479248047,337264,.4500980377197266,2018617,4888101,29609,.2573347091674805,14648,-.8227243423461914,5452,.6490144729614258,99106,.2848138809204102,107238,-.1931219100952148,14602,-2.086308479309082,621717,.4161596298217773,12191,-2.418282508850098,7000120,.1594362258911133,287813,.2753973007202148,124120,-.4720563888549805,311728,-.4449148178100586,35611,.1009674072265625,1471,143553,-.5409660339355469,38995,.0136585235595703,1707672,-.1069183349609375,2235000,433995,.0029697418212891,308472,.4524812698364258,128547,-1.78619384765625,1128108,-.9143791198730469,matched (3),1181716,.90635246,94354.453,174447.31
201412,901811,659,4747,1299231,12,0,0,0,0,0,0,0,0,0,0,1,419562,.5464086532592773,13475,-1.924142837524414,431827,.9411544799804688,1105126,.0533132553100586,127237,-.5414886474609375,116644,-.0921306610107422,11451,.1034116744995117,147303,-.5765171051025391,13755875,.4562892913818359,7552,-1.075980186462402,635022,-.0128364562988281,576229,1128945,1.364974975585938,14110389,-.3704032897949219,391752,-.3357973098754883,430872,512618,-.4648332595825195,216347,88364,.2831058502197266,186868,-.6213512420654297,75236,661550,32212,.7076568603515625,2046,-1.020183563232422,379232,.0521411895751953,176762,-.646061897277832,1542268,4213332,7910,-1.319950103759766,22469,.4278326034545898,2498,-.7804923057556152,213310,.7665567398071289,45891,-.8487815856933594,55675,1.338372230529785,2363840,1.33555793762207,74408,1.808865547180176,10609924,.4158620834350586,99861,-1.058531761169434,314032,.9282464981079102,546225,.5608997344970703,158257,1.491565704345703,4038,153960,.0699892044067383,58108,.398869514465332,1930077,.1224288940429688,4152000,373270,-.150731086730957,214595,-.3628787994384766,836119,1.872476577758789,1167459,.0342874526977539,matched (3),1235093.6,.90635246,77054.727,165730.3
201501,901811,660,4747,1612817,01,0,0,0,0,0,0,0,0,0,0,0,542626,.2572097778320313,28129,.7359647750854492,464806,.0735950469970703,822281,-.2956323623657227,73024,-.5552635192871094,136279,.1555776596069336,8132,-.3422698974609375,505252,1.232565879821777,12108573,-.1275539398193359,3016,-.9178810119628906,356872,-.5762825012207031,84673,211672,-1.67400074005127,17523936,.2166576385498047,210535,-.6209774017333984,273827,811155,.458928108215332,536234,60689,-.3757028579711914,290864,.4424533843994141,21882,796961,35540,.0983200073242188,13330,1.874130249023438,159727,-.8646821975708008,179877,.0174694061279297,839639,3094235,29020,1.299857139587402,30355,.3008251190185547,18999,2.028895854949951,851487,1.384237289428711,33531,-.3137979507446289,114124,.7177543640136719,2478680,.0474386215209961,281620,1.330995559692383,8664457,-.2025594711303711,202157,.7052650451660156,73499,-1.452223777770996,383641,-.3533229827880859,31569,-1.612044334411621,8116,210658,.313542366027832,19269,-1.103805541992188,1991770,.0314645767211914,2892000,309268,-.1880931854248047,284351,.2814569473266602,296493,-1.036746978759766,1432510,.2045993804931641,matched (3),1487143.3,.90635246,93783.906,174139.38
201502,901811,661,4747,1439686,02,1,0,0,0,0,0,0,0,0,0,0,547195,.0083847045898438,102825,1.29622745513916,311616,-.3998489379882813,675097,-.1972265243530273,368301,1.618112564086914,188960,.3268318176269531,53000,1.874485015869141,236901,-.7574148178100586,8781025,-.321319580078125,12967,1.458477020263672,512064,.3610725402832031,64628,122044,-.5506563186645508,17915572,.0221023559570313,250988,.1757535934448242,225717,703466,-.1424398422241211,706998,39139,-.4386425018310547,184391,-.4557971954345703,51329,301187,18796,-.6370153427124023,4353,-1.119152069091797,302095,.6372756958007813,159579,-.1197347640991211,559522,3769809,14981,-.6612024307250977,36283,.1783876419067383,1938,-2.282729625701904,97101,-2.171232223510742,5147,-1.874056816101074,41550,-1.010387420654297,994069,-.9136753082275391,44631,-1.842129707336426,4337091,-.6920251846313477,134693,-.4060459136962891,122528,.5110683441162109,298431,-.2511692047119141,24365,-.259028434753418,12529,177610,-.1706457138061523,10442,-.6126613616943359,1890835,-.0520057678222656,1771000,173252,-.5794610977172852,302603,.0622129440307617,663191,.8050394058227539,2686061,.6286468505859375,matched (3),1208787.8,.90635246,78296.32,166311.2
201503,901811,662,4747,1390087,03,0,1,0,0,0,0,0,0,0,0,0,1025572,.6282005310058594,51612,-.689274787902832,495307,.4634065628051758,807963,.1796598434448242,159782,-.8350906372070313,88020,-.7639713287353516,10059,-1.661824226379395,357503,.4115009307861328,5072260,-.5488071441650391,11528,-.1176290512084961,693783,.3037099838256836,237803,190330,.4443778991699219,18422532,.0279045104980469,234271,-.0689268112182617,245739,1440379,.7166423797607422,293248,61520,.4522428512573242,158977,-.1482992172241211,33609,216541,29927,.4651174545288086,4235,-.0274810791015625,331728,.0935735702514648,253768,.4638814926147461,367560,3524269,29063,.6626825332641602,64993,.5829305648803711,9374,1.576282978057861,97326,.002314567565918,224722,3.776450157165527,39313,-.0553426742553711,669217,-.3956985473632813,218531,1.588499069213867,4020244,-.075861930847168,131977,-.0203704833984375,105028,-.1541128158569336,412817,.3244657516479492,34099,.33612060546875,27859,204651,.1417160034179688,70524,1.910117149353027,2008240,.0602407455444336,3780000,527131,1.112701416015625,319055,.0529413223266602,274687,-.8814306259155273,2063596,-.2636251449584961,matched (3),1336920.8,.90635246,81153.617,167675.31
201504,901811,663,4747,1228912,04,0,0,1,0,0,0,0,0,0,0,0,526923,-.6659517288208008,28004,-.6114063262939453,348720,-.3509082794189453,835441,.0334444046020508,412672,.9488430023193359,166319,.6363430023193359,12642,.2285575866699219,166281,-.7654638290405273,4024376,-.2314167022705078,16436,.3546953201293945,407771,-.5314540863037109,76534,85067,-.8053207397460938,16556701,-.1067848205566406,282568,.1874408721923828,222429,1077813,-.2899723052978516,180203,67733,.0962114334106445,80246,-.6836624145507813,31044,203948,10577,-1.040079116821289,11361,.9868030548095703,388324,.1575250625610352,203301,-.2217330932617188,863185,4256824,4749,-1.811531066894531,44704,-.3742170333862305,2403,-1.361221313476563,111085,.1322288513183594,153722,-.3797187805175781,8140,-1.574765205383301,1825852,1.003694534301758,147088,-.3958969116210938,4906841,.1992883682250977,84813,-.4421796798706055,60910,-.5448293685913086,311153,-.282719612121582,43917,.2530336380004883,25309,111627,-.6061429977416992,56957,-.2136564254760742,1499203,-.2923259735107422,3585000,408036,-.2560939788818359,294445,-.0802707672119141,753411,1.008977890014648,1384617,-.3990268707275391,matched (3),1199285.4,.90635246,64972.961,160469.89
201505,901811,664,4747,827399,05,0,0,0,1,0,0,0,0,0,0,0,384261,-.3157320022583008,98555,1.258267402648926,287858,-.1918020248413086,450898,-.6167192459106445,105855,-1.360583305358887,132842,-.2247467041015625,7186,-.5648899078369141,209316,.2301654815673828,3045168,-.278813362121582,21391,.2634963989257813,319629,-.2435445785522461,99785,131134,.4327802658081055,11770271,-.3412132263183594,270980,-.041874885559082,112417,893275,-.1877946853637695,19684,36750,-.6114358901977539,205037,.9380931854248047,49704,135274,7069,-.4029636383056641,1520,-2.011476516723633,302694,-.2491178512573242,249187,.2035160064697266,692156,4009755,7918,.511204719543457,23431,-.6460027694702148,3964,.5005350112915039,227534,.7170047760009766,67393,-.8246040344238281,13842,.5309171676635742,403374,-1.50993824005127,66740,-.790226936340332,4058850,-.1897306442260742,143339,.5247640609741211,136938,.8101310729980469,329704,.0579109191894531,25120,-.5586376190185547,3235,177509,.4638586044311523,29415,-.660792350769043,1791372,.1780490875244141,3148000,295826,-.3215837478637695,276033,-.0645723342895508,159509,-1.552510261535645,858160,-.4783878326416016,matched (3),876793.75,.90635246,65723.227,160775.14
201506,901811,665,4747,1671911,06,0,0,0,0,1,0,0,0,0,0,0,1268486,1.194256782531738,71544,-.3203020095825195,574268,.6906290054321289,777891,.5453453063964844,518908,1.589656829833984,46993,-1.039161682128906,8337,.1485681533813477,240277,.1379470825195313,3298554,.0799283981323242,20374,-.048710823059082,856473,.985661506652832,101151,253411,.6587934494018555,17396716,.3907032012939453,130079,-.7339029312133789,377196,639288,-.3345394134521484,1085765,45282,.2087717056274414,122870,-.5120630264282227,31232,301897,10717,.4161128997802734,2286,.4080934524536133,340514,.1177339553833008,185894,-.2930269241333008,1406280,3735785,22420,1.040814399719238,28532,.1969661712646484,5061,.2443113327026367,190207,-.1791868209838867,91752,.3085479736328125,86191,1.828858375549316,573186,.3513460159301758,207709,1.135334014892578,5650836,.3309030532836914,285463,.6888999938964844,126257,-.0812091827392578,307546,-.0695705413818359,20796,-.1889028549194336,25806,233013,.2720727920532227,33299,.1240224838256836,1921194,.0699644088745117,3435000,479260,.4824724197387695,358811,.2622756958007813,807079,1.621321678161621,2654235,1.129120826721191,matched (3),1760653,.90635246,85164.906,169653.06
201507,901811,666,4747,1501660,07,0,0,0,0,0,1,0,0,0,0,0,830930,-.4230337142944336,35761,-.6934547424316406,169757,-1.218729019165039,156857,-1.601251602172852,489996,-.0573291778564453,145941,1.133203506469727,24165,1.064202308654785,222667,-.0761146545410156,4849025,.3852930068969727,21666,.0614843368530273,623321,-.3177604675292969,83245,173770,-.3772802352905273,15381936,-.1230869293212891,216408,.5090236663818359,126213,816704,.2449216842651367,309613,32571,-.3294878005981445,217642,.5717239379882813,90186,165965,15663,.3794698715209961,5446,.868077278137207,300679,-.1244134902954102,263687,.3495864868164063,535264,3655860,15158,-.3914251327514648,38811,.3076772689819336,3888,-.2636699676513672,79167,-.8765535354614258,298081,1.178276062011719,142897,.505558967590332,190558,-1.101253509521484,99496,-.7360210418701172,2893926,-.669189453125,54460,-1.656645774841309,84494,-.4016389846801758,363159,.1662158966064453,32456,.445124626159668,1413,168483,-.3242597579956055,31783,-.046595573425293,1608755,-.1774864196777344,2710000,405668,-.1667089462280273,311166,-.1424694061279297,346044,-.8468561172485352,1483497,-.5817546844482422,matched (3),1650932.1,.90635246,81931,168052.94
201508,901811,667,4747,1289587,08,0,0,0,0,0,0,1,0,0,0,0,312271,-.9786739349365234,242309,1.913355827331543,219808,.2583866119384766,428699,1.005420684814453,119866,-1.408022880554199,112998,-.2558326721191406,3519,-1.926729202270508,462597,.7311792373657227,4565829,-.0601778030395508,21394,-.0126333236694336,406835,-.4266538619995117,126202,103195,-.5211124420166016,17338072,.1197109222412109,230850,.0646028518676758,130368,598430,-.3109674453735352,337754,42585,.2680797576904297,143420,-.4170742034912109,21929,252191,11161,-.3388757705688477,18952,1.247028350830078,231265,-.2624788284301758,117977,-.8042736053466797,942911,2998763,25169,.507084846496582,25287,-.4284133911132813,856,-1.513379573822022,479476,1.80113410949707,56759,-1.658551216125488,23396,-1.80955982208252,1213654,1.851433753967285,7786,-2.54779052734375,2498962,-.1467380523681641,49400,-.0975160598754883,146836,.5526361465454102,318495,-.1312341690063477,42926,.2795915603637695,13971,130304,-.2569646835327148,46448,.3794021606445313,1712264,.0623559951782227,2458000,357931,-.1251945495605469,222205,-.336726188659668,585889,.5265645980834961,879204,-.5231399536132813,matched (3),1191950.9,.90635246,65195.641,160560.19
201509,901811,668,4747,1098682,09,0,0,0,0,0,0,0,1,0,0,0,828790,.9760951995849609,14272,-2.831913948059082,589183,.9859828948974609,495537,.1448869705200195,206742,.5450973510742188,105613,-.0675888061523438,8958,.9343709945678711,115889,-1.384223937988281,3905067,-.1563243865966797,24412,.1319637298583984,458635,.1198463439941406,106130,184488,.5809640884399414,17351104,.0007514953613281,182681,-.2340269088745117,271900,804198,.2955360412597656,34045,27850,-.4246683120727539,161365,.1178922653198242,45369,82894,6422,-.5526962280273438,8528,-.7985544204711914,375088,.4835968017578125,245345,.7321758270263672,591542,3402905,7407,-1.223187446594238,14958,-.5250434875488281,8035,2.239291667938232,281260,-.5334138870239258,81551,.3624143600463867,4427,-1.66484260559082,402842,-1.102846145629883,82932,2.365694046020508,3005590,.1845979690551758,99269,.6978826522827148,161635,.0960245132446289,309218,-.0295600891113281,20709,-.7289085388183594,1305,222207,.5337400436401367,24447,-.6418266296386719,1948113,.1290445327758789,1768000,348006,-.0281200408935547,342740,.4333715438842773,903219,.4328346252441406,1118842,.241032600402832,matched (3),990288.88,.90635246,70651.289,162851.8
201510,901811,669,4747,1311660,10,0,0,0,0,0,0,0,0,1,0,0,887799,.0687789916992188,13765,-.0361709594726563,508742,-.1467962265014648,778858,.4521865844726563,195696,-.0549097061157227,106541,.0087490081787109,12141,.3040409088134766,154932,.2903537750244141,5972979,.4249706268310547,17327,-.342808723449707,573856,.2241239547729492,60261,523986,1.043880462646484,20443532,.1640110015869141,53767,-1.223081588745117,294812,950883,.1675453186035156,392639,31367,.1189231872558594,190950,.1683425903320313,51828,171293,18601,1.063486099243164,6725,-.237523078918457,402602,.0707874298095703,210606,-.1526756286621094,1014253,3592940,2534,-1.07262659072876,38408,.943018913269043,6679,-.1848382949829102,235365,-.1781425476074219,152944,.6288433074951172,172735,3.664036750793457,619651,.4306125640869141,161212,.6646995544433594,5412757,.5882854461669922,194600,.6731128692626953,224178,.3270988464355469,325580,.0515613555908203,30407,.3841037750244141,6172,262081,.165043830871582,47914,.6729001998901367,2206824,.1246938705444336,2981000,350051,.0058584213256836,348747,.0173749923706055,627168,-.364750862121582,1667712,.3991584777832031,matched (3),1187941.5,.90635246,80411.852,167317.56
201511,901811,670,4747,1477649,11,0,0,0,0,0,0,0,0,0,1,0,1048189,.1660737991333008,174465,2.539594650268555,108626,-1.54403018951416,351561,-.795445442199707,100036,-.6710319519042969,107445,.008448600769043,7173,-.5262641906738281,144924,-.066777229309082,8965454,.4061336517333984,9810,-.5688638687133789,629177,.0920343399047852,62367,2052955,1.365571022033691,20484474,.0020008087158203,211046,1.367416381835938,285313,1076886,.1244382858276367,167378,65370,.7343072891235352,103518,-.6122665405273438,26133,62551,43642,.8528041839599609,99883,2.69816780090332,214281,-.6306600570678711,153962,-.3132839202880859,955987,4163396,5565,.7866978645324707,29171,-.275090217590332,7069,.0567502975463867,69336,-1.222172737121582,87679,-.5563898086547852,288766,.5138578414916992,1642795,.9749975204467773,94757,-.5314044952392578,6623854,.2019186019897461,54156,-1.279077529907227,176781,-.2375278472900391,316151,-.029388427734375,56725,.6235427856445313,2178,410265,.4481496810913086,46268,-.0349569320678711,1843094,-.1801090240478516,3270000,565657,.4799089431762695,301258,-.1463794708251953,392978,-.4674606323242188,1137048,-.3830175399780273,matched (3),1605754.6,.90635246,95203.273,174907.88
201512,901811,671,4747,1841699,12,0,0,0,0,0,0,0,0,0,0,1,862927,-.1944894790649414,128620,-.3048610687255859,448422,1.417823791503906,537389,.4243383407592773,147494,.3882570266723633,104176,-.0308971405029297,9450,.275691032409668,238876,.4997348785400391,11214931,.2238655090332031,13396,.311553955078125,423318,-.3962888717651367,106403,2873068,.3360996246337891,12443116,-.4985008239746094,254487,.1871738433837891,438155,500083,-.7670555114746094,277642,59415,-.0955171585083008,101071,-.0239219665527344,19792,273767,49841,.1328182220458984,6340,-2.757121086120606,276304,.2542133331298828,297453,.6585502624511719,1155066,4837673,20370,1.297566413879395,51540,.569183349609375,21155,1.096158027648926,212878,1.12175464630127,70917,-.2121715545654297,24458,-2.468659400939941,307299,-1.676333427429199,126910,.2921619415283203,6920912,.0438699722290039,292878,1.687887191772461,114556,-.4338483810424805,364146,.1413354873657227,39697,-.3569393157958984,3040,199546,-.7207584381103516,38234,-.1907253265380859,1772168,-.0392417907714844,2908000,395284,-.3583831787109375,331876,.0967941284179688,1041523,.9746856689453125,911137,-.2214975357055664,matched (3),1754065,.90635246,82874.188,168514.78
201601,901811,672,4747,1473863,01,0,0,0,0,0,0,0,0,0,0,0,443806,-.664942741394043,53222,-.8823909759521484,404271,-.1036491394042969,1042597,.6627483367919922,386719,.9639110565185547,106910,.0259056091308594,6165,-.4271268844604492,200191,-.1766719818115234,10201265,-.0947341918945313,4448,-1.10250186920166,609983,.3653068542480469,38056,1674006,-.5401601791381836,17412008,.3359928131103516,228188,-.1090803146362305,401167,848595,.52880859375,558083,41212,-.3658170700073242,96161,-.049799919128418,0,276473,36604,-.308680534362793,11837,.6243515014648438,164939,-.515925407409668,207029,-.3623971939086914,1146644,3745996,3832,-1.670676231384277,40496,-.2411556243896484,831,-3.237001895904541,450951,.7506389617919922,165307,.8462934494018555,18308,-.2896194458007813,1485062,1.575390815734863,92533,-.3159122467041016,2974726,-.844395637512207,105007,-1.025729179382324,129001,.1187562942504883,309804,-.1616153717041016,17400,-.8248052597045898,0,177896,-.1148462295532227,18784,-.710719108581543,1672944,-.0576190948486328,3266000,330960,-.1776065826416016,321580,-.0315151214599609,210196,-1.600399017333984,754001,-.1892995834350586,matched (3),1259939,.90635246,88561.016,171383.06
201602,901811,673,4747,1237156,02,1,0,0,0,0,0,0,0,0,0,0,993105,.8054494857788086,6565,-2.092719078063965,359951,-.1161174774169922,500716,-.7334308624267578,108908,-1.267194747924805,59892,-.5794439315795898,4353,-.3480234146118164,182399,-.0930757522583008,5599023,-.5999183654785156,5985,.2968025207519531,599029,-.0181207656860352,70553,237660,-1.952134132385254,15243047,-.1330356597900391,224554,-.0160531997680664,325613,834552,-.0166873931884766,574325,38804,-.060206413269043,119862,.2203178405761719,37002,130864,28104,-.2642450332641602,8570,-.322962760925293,223928,.3057479858398438,202785,-.0207118988037109,1180100,3627751,7009,.6038074493408203,34894,-.1488876342773438,10289,2.516200542449951,789142,.5595884323120117,91290,-.5937623977661133,4852,-1.327946662902832,1589901,.0682153701782227,17559,-1.661998748779297,2169064,-.3158559799194336,14484,-1.980981826782227,41674,-1.129942893981934,288810,-.0701704025268555,18367,.0540847778320313,8682,195433,.0940189361572266,14068,-.2891035079956055,1569455,-.0638561248779297,4851000,289905,-.1324443817138672,249752,-.2527780532836914,933350,1.490739822387695,728762,-.0340461730957031,matched (3),1426677,.90635246,64935.953,160454.92
201603,901811,674,4747,1807621,03,0,1,0,0,0,0,0,0,0,0,0,703547,-.3447017669677734,88249,2.598409652709961,564426,.4498414993286133,1054498,.7447805404663086,305769,1.032326698303223,137797,.8332386016845703,34306,2.064455032348633,312815,.5394153594970703,4589520,-.198817253112793,15801,.9708166122436523,649728,.0812435150146484,85528,274151,.1428384780883789,16058010,.0520839691162109,288881,.2518987655639648,408439,843433,.0105857849121094,824047,53130,.3142185211181641,199527,.509608268737793,46973,155944,8633,-1.180319786071777,2697,-1.156127452850342,373414,.5113639831542969,407398,.6976442337036133,559719,4268355,13731,.6724615097045898,39788,.1312503814697266,9942,-.0343074798583984,1333379,.5245246887207031,118356,.2596559524536133,41912,2.156181335449219,1308171,-.1950416564941406,100634,1.745923042297363,4125189,.6428155899047852,69567,1.569245338439941,90148,.771575927734375,380592,.2759590148925781,29963,.4894075393676758,11278,180467,-.0796699523925781,22561,.472320556640625,1946996,.2155590057373047,3121000,467787,.478459358215332,332232,.285365104675293,819684,-.1298608779907227,1380759,.6390409469604492,matched (3),1738735.5,.90635246,87370.719,170771.03
201604,901811,675,4747,1482705,04,0,0,1,0,0,0,0,0,0,0,0,525966,-.290898323059082,36887,-.8723030090332031,282170,-.6932992935180664,320359,-1.191377639770508,122909,-.9113864898681641,36781,-1.32080078125,6117,-1.724247932434082,114674,-1.003518104553223,4308010,-.0632991790771484,11272,-.3377513885498047,546790,-.1724891662597656,55931,178739,-.4277524948120117,16136406,.0048694610595703,368915,.2445507049560547,319377,936406,.1045684814453125,582745,30779,-.5459089279174805,189861,-.049656867980957,43987,183720,1765,-1.587441921234131,4596,.5330462455749512,362823,-.028773307800293,182781,-.8015022277832031,480730,4140487,10527,-.2657127380371094,64781,.4874467849731445,7300,-.3088932037353516,766994,-.5529928207397461,37124,-1.159433364868164,29964,-.335576057434082,566037,-.8377256393432617,25655,-1.366751670837402,2927094,-.3431015014648438,29094,-.8717584609985352,78678,-.1360893249511719,359182,-.0578985214233398,18776,-.4673833847045898,5328,117469,-.4293727874755859,62888,1.025132179260254,1634513,-.1749429702758789,2492000,463947,-.0082426071166992,265692,-.2234954833984375,705167,-.1504840850830078,588555,-.8527183532714844,matched (3),1394368.6,.90635246,71138.703,163063.84
201605,901811,676,4747,1870296,05,0,0,0,1,0,0,0,0,0,0,0,1109032,.7460060119628906,38878,.0525693893432617,159299,-.5717267990112305,734053,.8291387557983398,420636,1.230323791503906,129387,1.257826805114746,18187,1.089634895324707,305124,.9786243438720703,4060284,-.0592231750488281,19851,.5659322738647461,767140,.3386049270629883,76612,342402,.6500587463378906,13656770,-.1668415069580078,380614,.031219482421875,190246,789639,-.1704730987548828,869665,43987,.3570613861083984,238885,.2296895980834961,86107,93692,12714,1.97455358505249,6257,.3085145950317383,386895,.0642385482788086,192113,.0497951507568359,1098308,4362827,17460,.5059690475463867,57394,-.1210727691650391,13226,.5943098068237305,1263944,.4995136260986328,150502,1.399712562561035,42481,.3490610122680664,381546,-.3944282531738281,104555,1.404974937438965,7420386,.9302206039428711,97472,1.209033966064453,304315,1.352699279785156,361019,.005101203918457,45072,.8756818771362305,11318,214719,.6031551361083984,24016,-.9626350402832031,1668560,.0206165313720703,3320000,506182,.0871257781982422,394965,.3964595794677734,1013928,.3631525039672852,606132,.0294275283813477,matched (3),1779829.8,.90635246,92505.828,173454.41
