period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1168c703,Y1319c251,growth1319c251,Y1489c620,growth1489c620,Y1515c484,growth1515c484,Y1554c703,growth1554c703,Y1571c203,Y1610c688,growth1610c688,Y1705c554,Y1762c222,growth1762c222,Y1821c348,growth1821c348,Y1848c372,growth1848c372,Y2134c348,growth2134c348,Y2305c124,Y2633c152,growth2633c152,Y2643c807,growth2643c807,Y2742c703,growth2742c703,Y2854c703,growth2854c703,Y2911c440,growth2911c440,Y2967c208,growth2967c208,Y2c554,Y3028c792,growth3028c792,Y3063c233,Y3064c203,Y3066c586,growth3066c586,Y329c352,growth329c352,Y3362c752,growth3362c752,Y3415c688,growth3415c688,Y3486c442,Y3658c251,growth3658c251,Y3682c554,Y3686c616,growth3686c616,Y3741c222,growth3741c222,Y3824c752,growth3824c752,Y3938c807,growth3938c807,Y4159c124,growth4159c124,Y4532c268,growth4532c268,Y4740c32,Y4754c818,Y488c372,growth488c372,Y4892c68,growth4892c68,Y4956c203,Y4958c68,growth4958c68,Y4984c818,Y5016c36,Y558c757,growth558c757,Y875c826,growth875c826,Y974c300,growth974c300,Y977c32,Y991c616,growth991c616,Y992c826,growth992c826,_merge,x,r2,s,sf
201109,760820,620,3591,223276,09,0,0,0,0,0,0,0,1,0,0,0,34715,1224511,.2172126770019531,92694,.7800350189208984,6328976,-.5190591812133789,16512,-.8073444366455078,676864,68341,-2.077466011047363,141404,169053,-.4783763885498047,336236,.2274723052978516,330313,-.4801883697509766,177881,-.660491943359375,27011,540324,-.4235048294067383,487,-4.514373779296875,675336,-.5325498580932617,70957,.1873369216918945,4439,-1.461402893066406,33447,-.2425260543823242,2995984,1201463,-.1342124938964844,122842,23795,42547,-.708216667175293,3806,.1693735122680664,3807716,-.0886716842651367,1048367,.9152030944824219,8057,1010704,-.4229364395141602,143353,462446,.3019180297851563,4897,-.1389541625976563,18897108,.0285091400146484,27513,-.7357168197631836,1892619,-.253911018371582,275034,.4881086349487305,121021,337913,1626185,-.1079282760620117,6953,-.2522563934326172,11319,23811,-.1092214584350586,311210,459536,10448,1.181074142456055,13065123,-.2596492767333984,822895,1.737226486206055,108364,42539,-.5599613189697266,751151,-.2372093200683594,matched (3),393115.41,.8216542,128998.16,148024.88
201110,760820,621,3591,106867,10,0,0,0,0,0,0,0,0,1,0,0,10924,1057774,-.1463747024536133,82294,-.1190061569213867,5930890,-.0649642944335938,9539,-.5486984252929688,538372,139581,.7141351699829102,59516,135001,-.2249298095703125,262607,-.2471551895141602,216507,-.4224176406860352,190130,.0665931701660156,1084,832927,.4327764511108398,183,-.9787778854370117,647609,-.0419235229492188,37075,-.6491308212280273,8001,.589137077331543,32977,-.0141515731811523,780061,891214,-.2987098693847656,65789,1343,7656,-1.715119361877441,1774,-.7633419036865234,3467083,-.0937156677246094,161279,-1.871852874755859,9498,2211998,.7832489013671875,83767,361488,-.2463006973266602,4455,-.0945959091186523,15684447,-.1863384246826172,119177,1.465950965881348,2164955,.1344375610351563,182245,-.4115419387817383,332565,557259,1507230,-.075963020324707,12399,.5784425735473633,6935,8888,-.9854450225830078,273585,305502,10616,.0159521102905273,12381881,-.0537109375,31195,-3.272570610046387,78628,33531,-.237950325012207,754357,.0042591094970703,matched (3),120748.77,.8216542,33936.055,80140.469
201111,760820,622,3591,182605,11,0,0,0,0,0,0,0,0,0,1,0,15915,1145753,.07989501953125,196817,.8719768524169922,7491824,.233637809753418,17365,.5990676879882813,382781,314689,.8129396438598633,138574,91485,-.3891077041625977,256141,-.0249300003051758,223117,.0300731658935547,193024,.015106201171875,8667,817170,-.0190982818603516,1367,2.010887622833252,542023,-.177978515625,9760,-1.334650993347168,7550,-.058018684387207,55064,.5126857757568359,3575998,1169496,.2717428207397461,94268,65367,24539,1.164773941040039,2015,.1273822784423828,3393297,-.0215120315551758,215228,.2885618209838867,10072,3852331,.5547828674316406,81314,278789,-.2597732543945313,5482,.2074432373046875,21648634,.3222732543945313,18864,-1.843354225158691,1064306,-.7100763320922852,229780,.2317695617675781,277818,181307,2055243,.3101205825805664,27143,.783503532409668,36981,12224,.3186988830566406,43709,563935,3316,-1.163602828979492,12037805,-.0281829833984375,69298,.7981586456298828,160253,37592,.1143207550048828,847434,.1163473129272461,matched (3),239100.77,.8216542,41205.27,83478.82
201112,760820,623,3591,317320,12,0,0,0,0,0,0,0,0,0,0,1,16474,972689,-.163752555847168,73922,-.9792642593383789,7850559,.0467729568481445,28559,.4975156784057617,550843,348295,.1014652252197266,110805,42448,-.7678947448730469,159308,-.474888801574707,214762,-.0381660461425781,260865,.3011884689331055,16957,955546,.1564359664916992,2083,.4211907386779785,731896,.3003301620483398,8276,-.1649322509765625,9464,.225947380065918,27544,-.6927108764648438,5664537,1772762,.4159660339355469,184888,144666,28558,.1516733169555664,1568,-.2508182525634766,3139989,-.0775823593139648,279965,.2629661560058594,6550,6984923,.5950756072998047,177510,274049,-.0171489715576172,3789,-.3693675994873047,19982540,-.0800838470458984,66036,1.252944946289063,1659912,.4444417953491211,658604,1.053000450134277,122246,297372,1642043,-.2244529724121094,4489,-1.79948902130127,121115,39674,1.177294731140137,191924,577627,276,-2.486114025115967,5421680,-.7976455688476563,18411,-1.325468063354492,163789,52304,.3302812576293945,552520,-.4277229309082031,matched (3),254393.48,.8216542,49830.109,88056.109
201201,760820,624,3591,162192,01,0,0,0,0,0,0,0,0,0,0,0,2129,897156,-.0808343887329102,43947,-.5200262069702148,7203094,-.0860748291015625,20738,-.3200044631958008,657936,119015,-1.073800086975098,100233,83364,.6749362945556641,30520,-1.652457237243652,200997,-.0662403106689453,243930,-.0671215057373047,36464,618329,-.4352626800537109,244,-2.144396305084229,1054193,.3648920059204102,12495,.4119682312011719,6139,-.4328336715698242,83302,1.106687545776367,2633220,1567187,-.1232566833496094,189045,137503,22039,-.2591228485107422,2066,.275813102722168,2070788,-.416290283203125,99628,-1.033221244812012,5769,1435165,-1.582474708557129,75608,267008,-.0260276794433594,23861,1.840143203735352,12756773,-.4487972259521484,44332,-.398493766784668,1534264,-.0787134170532227,238364,-1.016323089599609,132731,209677,1252953,-.2704381942749023,5325,.1707820892333984,2852,7717,-1.637269973754883,155091,233393,2618,2.249764919281006,5562354,.0256156921386719,71068,1.350688934326172,107641,40327,-.2600517272949219,1064007,.6553077697753906,matched (3),116755.65,.8216542,48738.852,87443.211
201202,760820,625,3591,216304,02,1,0,0,0,0,0,0,0,0,0,0,17400,909732,.0139198303222656,81950,.6231250762939453,10735261,.3990240097045898,11976,-.5490627288818359,658568,103998,-.1348781585693359,181087,137676,.5016870498657227,107815,1.262034416198731,217920,.0808382034301758,178233,-.3137893676757813,9847,1581613,.9391794204711914,2141,2.171860218048096,588176,-.5835046768188477,16250,.2627649307250977,13747,.8061590194702148,23962,-1.246003150939941,2964861,1504663,-.0407133102416992,104152,126329,50063,.8204679489135742,2198,.0619335174560547,1816144,-.1312141418457031,115293,.1460342407226563,8040,1862323,.2605447769165039,141145,476301,.578770637512207,12767,-.6253814697265625,19013440,.3990840911865234,93286,.7439632415771484,947949,-.4815053939819336,247718,.0384912490844727,28342,525175,1662480,.2828073501586914,5024,-.0581865310668945,26646,6981,-.1002340316772461,196484,328214,7160,1.006099700927734,10855701,.6686687469482422,414903,1.764407157897949,92910,49149,.1978349685668945,1613445,.4163293838500977,matched (3),268868.66,.8216542,37549.426,81736.156
201203,760820,626,3591,76929,03,0,1,0,0,0,0,0,0,0,0,0,3226,822766,-.1004781723022461,113059,.3218002319335938,9368571,-.1361732482910156,16204,.3023529052734375,784483,4396,-3.163676261901856,111529,148094,.0729436874389648,31643,-1.225899696350098,217550,-.0016994476318359,144511,-.2097358703613281,17344,880934,-.5852174758911133,6230,1.068103790283203,1000982,.5317106246948242,13491,-.186070442199707,7939,-.5490331649780273,17175,-.3330144882202148,1900822,1852675,.2080621719360352,100644,136960,10994,-1.515932083129883,3496,.4640722274780273,1495079,-.1945362091064453,112236,-.0268735885620117,7485,473969,-1.368437767028809,103104,432703,-.0959978103637695,5531,-.8364953994750977,16590146,-.1363372802734375,93713,.0045671463012695,698104,-.3059329986572266,178691,-.3266324996948242,13443,413613,1401658,-.170654296875,6320,.2294931411743164,8858,17931,.9433393478393555,108557,140874,3218,-.7997503280639648,10212143,-.0611133575439453,192088,-.7700910568237305,32402,80784,.496922492980957,704075,-.8292417526245117,matched (3),141977.16,.8216542,43907.754,84845.328
201204,760820,627,3591,414615,04,0,0,1,0,0,0,0,0,0,0,0,37256,887566,.0758113861083984,39820,-1.043540000915527,6897632,-.306182861328125,31614,.6683425903320313,507540,6609,.4077367782592773,349354,156203,.053309440612793,304858,2.265329360961914,256805,.1658878326416016,149283,.0324878692626953,69773,801377,-.0946512222290039,2042,-1.115447044372559,614221,-.4883823394775391,6008,-.8089303970336914,5241,-.4152755737304688,18308,.0638828277587891,3044594,1722692,-.0727424621582031,114233,80604,50225,1.519163131713867,3821,.0888919830322266,2062604,.3217906951904297,150054,.2903919219970703,20322,79854,-1.780941963195801,158437,285318,-.416447639465332,6272,.1257266998291016,14874666,-.1091499328613281,36558,-.9413366317749023,1168630,.5152196884155273,397637,.7998809814453125,27777,441847,1449323,.0334405899047852,7747,.2035865783691406,3080,6832,-.9649143218994141,186603,343864,11050,1.233670234680176,9277980,-.0959339141845703,481097,.9181156158447266,69179,57447,-.3409156799316406,671572,-.0472640991210938,matched (3),360131.5,.8216542,33344.887,79891.93
201205,760820,628,3591,702325,05,0,0,0,1,0,0,0,0,0,0,0,2122,1049043,.1671504974365234,118523,1.090737342834473,10232750,.3944149017333984,23766,-.285344123840332,581848,221828,3.513470649719238,33226,186027,.1747350692749023,385716,.235255241394043,294148,.1357660293579102,162075,.0822153091430664,62917,1143407,.3554363250732422,4096,.6960811614990234,1043256,.5297470092773438,32530,1.689070701599121,9534,.5983524322509766,36807,.6983499526977539,4116017,1644190,-.0466403961181641,200416,169288,159007,1.152435302734375,3490,-.0906105041503906,1814529,-.128143310546875,226854,.4133110046386719,21511,205622,.9458398818969727,210050,342520,.1827259063720703,6702,.0663108825683594,14788228,-.0058269500732422,444107,2.497164726257324,1311881,.1156291961669922,564078,.3496532440185547,83023,538465,2133426,.386631965637207,9834,.2385396957397461,9605,5991,-.1313591003417969,223156,400878,7131,-.4379787445068359,9857272,.0605659484863281,505690,.0498552322387695,169437,41121,-.3343439102172852,820323,.2000770568847656,matched (3),653097.56,.8216542,53164.004,89984.727
201206,760820,629,3591,678085,06,0,0,0,0,1,0,0,0,0,0,0,108146,1212705,.1449747085571289,127852,.0757665634155273,8526417,-.1824235916137695,47081,.6836128234863281,447642,133393,-.5086030960083008,223448,128632,-.3689365386962891,357692,-.0754289627075195,200958,-.380986213684082,133853,-.1913166046142578,21807,765364,-.4014158248901367,9553,.8468446731567383,585872,-.5769996643066406,3917,-2.116836547851563,3246,-1.077441215515137,31027,-.1708297729492188,3003652,2187537,.2855281829833984,152955,122592,120132,-.2803573608398438,2451,-.3534054756164551,1835710,.0116052627563477,375030,.5026998519897461,6777,165732,-.215667724609375,85215,210144,-.4885368347167969,3809,-.5650396347045898,14589947,-.0134983062744141,264974,-.5164337158203125,1891796,.3660650253295898,489689,-.1414222717285156,51530,676144,1726480,-.211644172668457,2989,-1.190906524658203,37954,4960,-.1888523101806641,158606,397492,35255,1.598155975341797,1454429,-1.913596153259277,207230,-.892094612121582,53528,33103,-.2168951034545898,630324,-.2634639739990234,matched (3),663853,.8216542,53447.566,90152.547
201207,760820,630,3591,399603,07,0,0,0,0,0,1,0,0,0,0,0,63270,782454,-.4381732940673828,66502,-.6536417007446289,8219708,-.0366344451904297,50997,.0798978805541992,548947,416150,1.13774585723877,168762,150357,.1560573577880859,263504,-.3056039810180664,224029,.1086788177490234,177197,.2805194854736328,894,525402,-.3761882781982422,2401,-1.380970478057861,559800,-.0455226898193359,3002,-.266047477722168,12117,1.31718635559082,50242,.4819936752319336,2669473,2109915,-.036128044128418,313402,118835,139150,.1469612121582031,4389,.5826058387756348,589165,-1.136480331420898,343893,-.0866756439208984,9483,64982,-.9362621307373047,154896,262146,.2211084365844727,9025,.8626317977905273,16856522,.1444034576416016,10068,-3.270269393920898,1238185,-.4238805770874023,398549,-.2059392929077148,224762,284606,1414051,-.1996259689331055,22984,2.039859771728516,4066,7521,.4162931442260742,295362,459970,6823,-1.642308235168457,8679999,1.786408424377441,160810,-.253605842590332,6743,22402,-.3904733657836914,462098,-.3104572296142578,matched (3),384164.19,.8216542,40517.555,83141.516
201208,760820,631,3591,383993,08,0,0,0,0,0,0,1,0,0,0,0,13869,715468,-.0894985198974609,64380,-.0324287414550781,9734800,.1691713333129883,28262,-.5902490615844727,525041,97331,-1.452927589416504,336382,142016,-.057072639465332,312889,.1717796325683594,252439,.1193943023681641,138756,-.2445449829101563,0,620675,.1666440963745117,1709,-.3399767875671387,737902,.2762317657470703,25316,2.132157325744629,4905,-.9043540954589844,16318,-1.124583244323731,2529675,1419603,-.396270751953125,95778,117515,59552,-.8487024307250977,3219,-.3100309371948242,1585352,.9898548126220703,273496,-.2290439605712891,7601,163060,.920008659362793,146750,225723,-.1495933532714844,6396,-.3443260192871094,23611360,.3369903564453125,313689,3.439040184020996,368194,-1.212791442871094,333707,-.1775674819946289,219240,200664,2353862,.5095987319946289,10763,-.7586841583251953,4948,25753,1.230852127075195,249593,447390,7415,.0832061767578125,8847459,.019108772277832,176551,.0933856964111328,162726,39176,.5589141845703125,371580,-.218012809753418,matched (3),341084.25,.8216542,39026.066,82424.953
201209,760820,632,3591,238917,09,0,0,0,0,0,0,0,1,0,0,0,4645,1424482,.6886272430419922,92177,.3589076995849609,7199540,-.3016891479492188,11383,-.9093971252441406,632387,8131,-2.482434272766113,205915,197660,.3306083679199219,458293,.3816604614257813,142447,-.572199821472168,139393,.0045804977416992,110590,538013,-.1429252624511719,1767,.0333747863769531,543175,-.3063793182373047,42983,.5293684005737305,1865,-.9669942855834961,58293,1.273213386535645,3149050,1311887,-.0789108276367188,37220,836,86586,.3742885589599609,2742,-.1603832244873047,1107253,-.3589239120483398,105253,-.9549198150634766,4307,79609,-.7169914245605469,77270,324945,.3643474578857422,5633,-.1270303726196289,12694046,-.6205940246582031,73847,-1.446406364440918,734142,.6900920867919922,297935,-.1133880615234375,43226,806559,1456102,-.4802942276000977,3212,-1.209220886230469,3484,10849,-.8644781112670898,236635,466533,26496,1.27348804473877,8000710,-.1006002426147461,249023,.3439359664916992,138056,32007,-.2021102905273438,363984,-.0206546783447266,matched (3),290786.69,.8216542,39914.859,82849.477
201210,760820,633,3591,215472,10,0,0,0,0,0,0,0,0,1,0,0,34206,1102414,-.2563066482543945,54639,-.5229625701904297,4339304,-.5063037872314453,17477,.4287652969360352,603148,86038,2.359105110168457,65993,82811,-.8699874877929688,385730,-.1723709106445313,269107,.636138916015625,123162,-.1237964630126953,40289,958953,.5779600143432617,4703,.978917121887207,463010,-.1596832275390625,19010,-.8158397674560547,7818,1.433167457580566,51416,-.1255321502685547,1123677,1527653,.1522665023803711,127210,45941,59807,-.3700160980224609,2225,-.2089304924011231,1446160,.2670297622680664,116568,.1021080017089844,9341,114379,.3623905181884766,59759,511184,.4530735015869141,7645,.3054094314575195,11051357,-.138580322265625,67339,-.0922565460205078,957421,.2655410766601563,384074,.2539596557617188,129386,181954,1372313,-.05926513671875,75744,3.160465240478516,79492,30023,1.017890930175781,80215,668370,9093,-1.069488525390625,1557457,-1.636475563049316,248725,-.0011978149414063,102163,29118,-.0945978164672852,193447,-.632105827331543,matched (3),195839.19,.8216542,37113.676,81536.891
201211,760820,634,3591,464422,11,0,0,0,0,0,0,0,0,0,1,0,5082,1457774,.2794084548950195,138873,.9328117370605469,9323469,.7648220062255859,17327,-.0086202621459961,753914,118728,.3220462799072266,140132,37950,-.7802915573120117,338634,-.1302175521850586,298685,.1042804718017578,205351,.5112199783325195,50070,996747,.0386543273925781,8808,.6274604797363281,444320,-.041203498840332,7819,-.8884086608886719,14705,.6317586898803711,43538,-.1663150787353516,1613391,1910725,.223750114440918,149215,57752,73576,.2071962356567383,2486,.1109180450439453,1779757,.2075653076171875,77093,-.4134626388549805,7312,86525,-.2790842056274414,89176,293479,-.5549230575561523,1522,-1.614026069641113,17253634,.4454708099365234,293086,1.47072696685791,1169951,.2004737854003906,263043,-.3785171508789063,129271,451814,1932049,.3420829772949219,10401,-1.985456466674805,68412,18254,-.4975795745849609,185118,761769,18526,.711669921875,1070307,-.3751087188720703,197128,-.2324943542480469,71376,44833,.4315881729125977,227207,.160858154296875,matched (3),410681.59,.8216542,34098.395,80209.352
201212,760820,635,3591,153214,12,0,0,0,0,0,0,0,0,0,0,1,1863,545677,-.9826383590698242,40904,-1.222332000732422,8304908,-.1156892776489258,1896,-2.212519645690918,395899,10258,-2.448777198791504,180252,94249,.9096708297729492,198425,-.5345087051391602,206503,-.3690738677978516,211988,.0318088531494141,118517,874096,-.1313066482543945,25526,1.064036369323731,377607,-.1626911163330078,11798,.4113740921020508,5959,-.9032840728759766,3853,-2.424782752990723,3066833,1330193,-.3621587753295898,238284,146255,43169,-.5331954956054688,2113,-.1625661849975586,961051,-.6162052154541016,43878,-.5635995864868164,5924,58581,-.3900232315063477,72305,204439,-.361536979675293,2670,.5620532035827637,17984872,.0415077209472656,21349,-2.619461059570313,592589,-.6802158355712891,249883,-.0513248443603516,37491,402912,1359324,-.351593017578125,7624,-.3106012344360352,39701,7975,-.8280725479125977,171853,402129,10329,-.5842189788818359,1836511,.539921760559082,116490,-.5260477066040039,69135,28770,-.4436111450195313,217320,-.0444908142089844,matched (3),239676.44,.8216542,44778.168,85299.023
201301,760820,636,3591,368612,01,0,0,0,0,0,0,0,0,0,0,0,35257,1274359,.8481712341308594,37901,-.0762500762939453,8986777,.0789079666137695,7106,1.321192741394043,550155,23562,.8315773010253906,268744,111215,.1655254364013672,374276,.6345815658569336,311221,.4101877212524414,260817,.2072887420654297,17927,834703,-.0461139678955078,8796,-1.065400123596191,570536,.4127225875854492,25412,.7672910690307617,6986,.1590051651000977,31466,2.100055694580078,3730914,1763073,.2817344665527344,197500,130257,91338,.7494440078735352,1630,-.2595291137695313,1252452,.26483154296875,163519,1.315516471862793,22587,236327,1.394805908203125,20209,368945,.5903787612915039,13177,1.596394062042236,23269224,.2576007843017578,59163,1.019290924072266,2596045,1.477243423461914,124406,-.6974420547485352,307200,417257,1368524,.006744384765625,10781,.3464841842651367,11137,17892,.8080415725708008,113772,396190,6937,-.3980865478515625,5456588,1.088955879211426,233854,.6968917846679688,141378,28532,-.0083074569702148,316347,.3754682540893555,matched (3),447050.09,.8216542,38830.375,82332.477
201302,760820,637,3591,343427,02,1,0,0,0,0,0,0,0,0,0,0,2907,1098110,-.1488523483276367,51675,.3099966049194336,6465904,-.3292112350463867,11789,.5062274932861328,536067,142218,1.797725677490234,343747,42292,-.9668674468994141,370039,-.0113849639892578,179916,-.5480127334594727,246912,-.0547866821289063,26714,919931,.0972223281860352,3706,-.8643436431884766,484185,-.1641092300415039,6108,-1.42562198638916,6313,-.1012973785400391,26050,-.1888895034790039,1915518,1966763,.1093301773071289,168190,88026,48671,-.6294832229614258,1413,-.1428647041320801,1548972,.2124881744384766,150236,-.084721565246582,5000,115221,-.7183637619018555,121476,290116,-.2403669357299805,4156,-1.153919219970703,30911456,.2839946746826172,38582,-.4275102615356445,1128427,-.8331642150878906,144446,.1493549346923828,82842,330886,1560637,.1313619613647461,5906,-.6018161773681641,19305,11177,-.4704952239990234,309231,393641,20973,1.106367111206055,4871370,-.1134481430053711,141674,-.5011682510375977,204772,48055,.5213203430175781,204731,-.4351425170898438,matched (3),335540.25,.8216542,33004.023,79750.266
201303,760820,638,3591,295071,03,0,1,0,0,0,0,0,0,0,0,0,1169,1248550,.128392219543457,11682,-1.48692512512207,9139287,.3460397720336914,14141,.1819114685058594,473119,187379,.2757720947265625,54185,56682,.2928590774536133,352041,-.049860954284668,164263,-.0910215377807617,160357,-.4316291809082031,112702,725143,-.2379293441772461,3137,-.1666860580444336,500576,.0332927703857422,5685,-.0717687606811523,7839,.2165002822875977,1270,-3.021000862121582,3251796,1461586,-.2968664169311523,100147,44766,39246,-.2152338027954102,2481,.5629467964172363,1331870,-.1510076522827148,48599,-1.128604888916016,6840,2876310,3.217411041259766,114012,278466,-.040985107421875,2981,-.3322944641113281,28166192,-.0930042266845703,70872,.6080894470214844,777896,-.3719873428344727,126372,-.1336755752563477,67161,591248,1972445,.2341794967651367,1106,-1.675219058990479,5300,13610,.1969470977783203,126978,245537,22115,.0530195236206055,5489273,.1194210052490234,353917,.9155330657958984,70654,46307,-.037053108215332,310396,.4161520004272461,matched (3),202455.73,.8216542,42740.449,84247.172
201304,760820,639,3591,434351,04,0,0,1,0,0,0,0,0,0,0,0,40109,1507292,.1883316040039063,45486,1.359354972839356,9332550,.0209255218505859,13202,-.0687093734741211,495765,252856,.299687385559082,175625,94543,.5115976333618164,343931,-.0233058929443359,242833,.3909053802490234,155938,-.0279445648193359,55184,756090,.0417909622192383,10142,1.173418045043945,726173,.3720283508300781,9825,.5470991134643555,11871,.4149875640869141,44562,3.557864189147949,3837003,1648851,.1205558776855469,272841,137338,134107,1.228788375854492,4795,.6589121818542481,1657958,.2190027236938477,43738,-.1053857803344727,13135,156337,-2.912249565124512,116818,312681,.1158876419067383,6303,.7487668991088867,26935456,-.0446796417236328,238412,1.213125228881836,669938,-.1494073867797852,248627,.6767234802246094,69550,387122,1151482,-.5382242202758789,5372,1.580450534820557,7670,23074,.5279016494750977,400963,483616,34383,.4413061141967773,6039553,.0955333709716797,398639,.1189937591552734,203681,55042,.1728029251098633,328022,.055232048034668,matched (3),518269.59,.8216542,39093.445,82456.875
201305,760820,640,3591,321038,05,0,0,0,1,0,0,0,0,0,0,0,20510,1129810,-.2882652282714844,70533,.4386758804321289,11132076,.1763229370117188,7001,-.6343154907226563,449135,251709,-.004547119140625,213289,135534,.3601675033569336,299296,-.1390085220336914,188562,-.2529468536376953,119398,-.2669954299926758,46158,883964,.1562566757202148,5260,-.6565542221069336,479832,-.4143524169921875,5327,-.6121416091918945,5101,-.8446617126464844,30975,-.3637008666992188,3080205,1939291,.1622438430786133,43697,44180,75734,-.5714111328125,3109,-.4332733154296875,1706431,.0288171768188477,26297,-.5087623596191406,5401,1071028,1.924360275268555,243339,318902,.0197000503540039,1993,-1.151384830474854,21558812,-.2226581573486328,99227,-.8765907287597656,1023159,.4234647750854492,229868,-.0784482955932617,65719,602135,2068493,.5857706069946289,4849,-.1024284362792969,4664,7239,-1.159223556518555,337462,318924,11904,-1.060687065124512,1961368,-1.124687194824219,284659,-.3367633819580078,41745,36929,-.3990993499755859,311759,-.0508508682250977,matched (3),361025.63,.8216542,42410.789,84080.406
201306,760820,641,3591,463132,06,0,0,0,0,1,0,0,0,0,0,0,34038,1320311,.155817985534668,50746,-.3292474746704102,8453560,-.2752437591552734,8615,.2074518203735352,867160,314208,.2217817306518555,135867,111103,-.1987648010253906,447003,.4011325836181641,194689,.0319766998291016,152308,.2434425354003906,108995,769776,-.1383171081542969,51222,2.27603816986084,535799,.1103229522705078,8380,.4530601501464844,4584,-.1068649291992188,50633,.4914226531982422,4642235,2199330,.1258306503295898,90411,51031,79528,.0488815307617188,2418,-.2513599395751953,2281231,.2903108596801758,523168,2.990447998046875,25005,1153352,.0740537643432617,167393,348172,.0878133773803711,9462,1.557642459869385,40959972,.6418113708496094,329855,1.201243400573731,1343326,.2722539901733398,330975,.364537239074707,89425,587845,2514970,.1954402923583984,14260,1.078686714172363,8069,12770,.5676155090332031,268856,367448,24042,.7029275894165039,6005668,1.119061470031738,168718,-.5230636596679688,42797,110860,1.099270820617676,404158,.2595758438110352,matched (3),557709.25,.8216542,47702.68,86869.93
201307,760820,642,3591,133872,07,0,0,0,0,0,1,0,0,0,0,0,34323,1127522,-.1578454971313477,175626,1.241523742675781,13291595,.452545166015625,58525,1.915948867797852,487896,226885,-.3256120681762695,84263,86703,-.2479686737060547,277361,-.4772453308105469,256494,.2757015228271484,191214,.2274875640869141,5474,788705,.0242929458618164,5158,-2.295619964599609,441255,-.1941356658935547,7694,-.0854072570800781,5010,.0888633728027344,22929,-.792201042175293,5150365,2024733,-.0827150344848633,104378,23155,52961,-.4065532684326172,3638,.4084930419921875,994033,-.8306999206542969,256057,-.7145023345947266,22127,112815,-2.324678421020508,86471,343340,-.0139760971069336,6768,-.335078239440918,19791570,-.7273406982421875,72488,-1.515232086181641,1132153,-.1710281372070313,234274,-.3455514907836914,67962,472842,601107,-1.431242942810059,7386,-.657872200012207,2768,27935,.7827816009521484,173563,301147,27564,.1367082595825195,2136582,-1.033496856689453,328064,.6649799346923828,32887,89875,-.2098484039306641,362036,-.1100625991821289,matched (3),231289.03,.8216542,48788.063,87470.648
201308,760820,643,3591,288790,08,0,0,0,0,0,0,1,0,0,0,0,14110,894991,-.2309637069702148,72413,-.8859710693359375,7282310,-.6016845703125,27139,-.7684822082519531,560475,256738,.1236133575439453,195847,86042,-.0076532363891602,340960,.2064447402954102,296210,.1439628601074219,184893,-.0336151123046875,45704,1008711,.2460355758666992,10294,.6910123825073242,506046,.1370048522949219,22294,1.063876152038574,15849,1.151670455932617,4925,-1.538077354431152,669123,2288602,.1225032806396484,42805,13317,24590,-.7672157287597656,2804,-.2603869438171387,1489135,.4041805267333984,104330,-.8978414535522461,30962,51669,-.7808914184570313,117415,266756,-.2523860931396484,3864,-.5605020523071289,20729836,.0463180541992188,57494,-.2317409515380859,1806193,.4671001434326172,225266,-.0392093658447266,71412,705204,1945479,1.174490928649902,7571,.0247383117675781,66843,27689,-.008845329284668,333553,960329,11484,-.8755559921264648,9583976,1.500885963439941,236067,-.3290929794311523,61282,91462,.0175037384033203,349998,-.0338153839111328,matched (3),279397.25,.8216542,31987.51,79334.984
201309,760820,644,3591,465348,09,0,0,0,0,0,0,0,1,0,0,0,38133,1854358,.728480339050293,75907,.047123908996582,9406076,.2559070587158203,18269,-.3957662582397461,710882,387069,.4105463027954102,225670,131598,.4249162673950195,420510,.2097034454345703,251598,-.1632356643676758,145837,-.2372884750366211,45967,1325456,.2730836868286133,14715,.3573055267333984,418338,-.190338134765625,19483,-.1347751617431641,14077,-.1185636520385742,46745,2.250382423400879,1685397,1314798,-.5542583465576172,134294,27352,37460,.420933723449707,1892,-.3934125900268555,2143775,.3643732070922852,294704,1.038413047790527,24677,143811,1.023641586303711,188589,502859,.6339750289916992,5905,.4240961074829102,21789558,.0498580932617188,7842,-1.992186546325684,1198753,-.4099388122558594,371868,.5012569427490234,741756,1166040,1989162,.0222053527832031,14859,.674281120300293,7354,19468,-.3522624969482422,711517,536292,13279,.1452293395996094,13363953,.3324680328369141,449854,.6448078155517578,333650,111683,.1997413635253906,81146,-1.461677551269531,matched (3),491587.47,.8216542,43451.043,84609.883
