period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1120c688,growth1120c688,Y1494c826,growth1494c826,Y1507c208,growth1507c208,Y1532c251,growth1532c251,Y1575c251,growth1575c251,Y1583c208,growth1583c208,Y1617c352,growth1617c352,Y1693c348,growth1693c348,Y1729c600,growth1729c600,Y1744c484,growth1744c484,Y1823c616,growth1823c616,Y1828c826,growth1828c826,Y1927c381,Y1993c616,growth1993c616,Y2090c222,growth2090c222,Y2093c826,growth2093c826,Y2659c705,growth2659c705,Y2665c124,growth2665c124,Y2745c251,growth2745c251,Y2871c251,growth2871c251,Y3030c826,growth3030c826,Y3031c616,growth3031c616,Y305c352,growth305c352,Y3119c705,growth3119c705,Y3132c616,growth3132c616,Y3158c372,growth3158c372,Y3173c757,growth3173c757,Y3248c484,growth3248c484,Y3306c757,growth3306c757,Y3439c222,Y3465c826,growth3465c826,Y3540c251,growth3540c251,Y3545c203,Y3842c705,growth3842c705,Y4030c826,growth4030c826,Y4206c36,Y4256c208,growth4256c208,Y4360c752,growth4360c752,Y4414c251,growth4414c251,Y4515c203,Y4630c251,growth4630c251,Y4755c616,growth4755c616,Y4762c251,growth4762c251,Y51c124,growth51c124,Y533c300,growth533c300,Y554c124,growth554c124,Y573c124,growth573c124,Y598c152,growth598c152,Y607c348,growth607c348,Y973c752,growth973c752,_merge,x,r2,s,sf
201109,300640,620,1390,173994,09,0,0,0,0,0,0,0,1,0,0,0,185303,.2843437194824219,11282907,-.1316280364990234,1169638,.2261552810668945,1297065,-.8777618408203125,4414758,-.1448211669921875,345531,3.408753395080566,11518,-.9231777191162109,103784,-.5657749176025391,388939,-.3747882843017578,3481713,-.14227294921875,914439,-.6048717498779297,1985341,-.222651481628418,10850443,2492014,-.064213752746582,299267,.26312255859375,41413348,.1115608215332031,36848,-.3049211502075195,139613,-.4466028213500977,5577539,-.1481094360351563,721672,.7014350891113281,60618,-1.691830635070801,83608,-.0663433074951172,32878,2.272859573364258,151006,.6958789825439453,54031,.3810214996337891,702018,.1161298751831055,887431,-.2784509658813477,948222,-.598297119140625,217472,.7291011810302734,1886,1413101,.1907825469970703,3820955,.2751274108886719,1158401,988802,-.1045627593994141,2415681,-.0318870544433594,67052400,1311992,.0676517486572266,208609,-.6740379333496094,16174132,-.0053558349609375,582843,3231213,-.1004352569580078,12748897,.0197429656982422,4943086,.1479501724243164,704156,.6051206588745117,143731,-.5049610137939453,498595,.2325515747070313,13664765,-.0908222198486328,40926,-.0112972259521484,165694,-.5873508453369141,88940,-.7506580352783203,matched (3),411330.59,.82769138,99802.773,164858.72
201110,300640,621,1390,97879,10,0,0,0,0,0,0,0,0,1,0,0,106721,-.5517740249633789,10729657,-.0502777099609375,1024044,-.1329355239868164,3752854,1.062412261962891,5420586,.2052507400512695,7346,-3.850926399230957,38608,1.209547996520996,49986,-.7305688858032227,380280,-.0225143432617188,3497229,.0044460296630859,889426,-.0277338027954102,1830790,-.0810422897338867,6929246,2407930,-.0343236923217773,69506,-1.45992374420166,31714586,-.2668266296386719,34058,-.0787363052368164,138573,-.007476806640625,4787753,-.1526861190795898,672800,-.0701227188110352,59888,-.012115478515625,45487,-.6087131500244141,21694,-.4157686233520508,101970,-.3926410675048828,20912,-.9492349624633789,664757,-.0545377731323242,886561,-.0009803771972656,1255533,.280726432800293,301966,.3282442092895508,1135,1205700,-.1587257385253906,3844108,.0060415267944336,714110,1489849,.4099359512329102,2412620,-.0012674331665039,61070212,862656,-.419285774230957,284400,.3099203109741211,18623220,.1409950256347656,525269,3013538,-.0697422027587891,12060510,-.0555095672607422,4323791,-.1338577270507813,1029605,.3799304962158203,251300,.5587034225463867,341858,-.3773994445800781,12907306,-.0570259094238281,26188,-.4464645385742188,141816,-.1556119918823242,96244,.0789241790771484,matched (3),217075.58,.82769138,66767.086,147226.52
201111,300640,622,1390,140080,11,0,0,0,0,0,0,0,0,0,1,0,210030,.677032470703125,9991357,-.0712909698486328,1151216,.1170597076416016,2634080,-.3539829254150391,4318657,-.227259635925293,259625,3.565082550048828,11511,-1.210156440734863,97468,.667780876159668,401569,.0544710159301758,4031753,.1422309875488281,1564338,.564640998840332,1762752,-.0378713607788086,5592324,1210795,-.6874904632568359,365101,1.658761024475098,37880944,.1776714324951172,36786,.077052116394043,130469,-.0602617263793945,5073916,.0580520629882813,837734,.2192525863647461,58059,-.0310163497924805,51531,.1247568130493164,9252,-.8521957397460938,102179,.0020475387573242,35073,.5171089172363281,674614,.0147190093994141,717719,-.2112722396850586,713924,-.5645389556884766,332439,.0961418151855469,12480,1016494,-.1707010269165039,5065118,.2758359909057617,732268,1337744,-.1076908111572266,2492187,.0324468612670898,55556984,772109,-.1108903884887695,305959,.0730695724487305,26622072,.3573322296142578,640236,3153410,.0453691482543945,10460029,-.1423740386962891,4765097,.0971851348876953,1200454,.1535243988037109,255802,.017756462097168,242850,-.3419513702392578,13493197,.0443916320800781,16954,-.4347972869873047,198216,.3348274230957031,102172,.0597715377807617,matched (3),140102.97,.82769138,74476.898,150879.45
201112,300640,623,1390,182596,12,0,0,0,0,0,0,0,0,0,0,1,41641,-1.618165016174316,8490529,-.1627693176269531,529545,-.7765560150146484,779670,-1.217418670654297,3135640,-.3201112747192383,13508,-2.955955505371094,17013,.3906745910644531,1278,-4.334227085113525,454215,.1231918334960938,3173606,-.2393331527709961,928482,-.5216665267944336,2248662,.2434587478637695,6098675,876040,-.3236198425292969,242215,-.4103479385375977,27514360,-.3197402954101563,9212,-1.384610176086426,126037,-.0345602035522461,4325598,-.1595630645751953,633211,-.2798976898193359,60162,.0355806350708008,74201,.3645944595336914,19386,.7397117614746094,72007,-.3499622344970703,69604,.6853904724121094,348604,-.6602039337158203,1088682,.4166450500488281,878648,.2076082229614258,133338,-.9135684967041016,15183,675054,-.4093217849731445,2471497,-.7175531387329102,535331,1183079,-.12286376953125,2234902,-.1089630126953125,51619772,829697,.071934700012207,95600,-1.163278579711914,19499938,-.3113307952880859,687272,2537603,-.2172641754150391,11009262,.0511741638183594,6117191,.2497854232788086,819641,-.3815879821777344,196011,-.2662324905395508,235451,-.0309410095214844,9715101,-.3285045623779297,66264,1.363142967224121,237881,.1824131011962891,54798,-.6230039596557617,matched (3),336140.78,.82769138,65962.633,146863.45
201201,300640,624,1390,195230,01,0,0,0,0,0,0,0,0,0,0,0,174867,1.434940338134766,9788975,.1423053741455078,613671,.1474409103393555,2297335,1.080635070800781,4092924,.2664270401000977,371199,3.313455581665039,31939,.6298503875732422,113358,4.485254764556885,678697,.4016036987304688,3926016,.2127571105957031,958654,.0319795608520508,845950,-.977630615234375,5714360,672093,-.2650156021118164,267836,.1005487442016602,33313884,.1912670135498047,49924,1.689994812011719,147087,.154449462890625,5968227,.3218994140625,926050,.3801250457763672,114234,.6412086486816406,48374,-.4278154373168945,10498,-.6133670806884766,77427,.0725717544555664,29815,-.8478107452392578,302325,-.1424341201782227,717986,-.4162731170654297,3030399,1.238064765930176,396008,1.088546752929688,3211,976695,.3693809509277344,4642251,.6303749084472656,739456,1656515,.3365955352783203,2561269,.1363058090209961,53322152,1197507,.3669366836547852,171004,.5815143585205078,28848096,.3916339874267578,496623,3022364,.1748189926147461,11654253,.0569343566894531,4260044,-.3618240356445313,1309826,.4687824249267578,195085,-.0047359466552734,538859,.8279514312744141,16033101,.5009746551513672,75042,.1244010925292969,119268,-.6903982162475586,111125,.7070016860961914,matched (3),208017.42,.82769138,59908.832,144245.88
201202,300640,625,1390,186558,02,1,0,0,0,0,0,0,0,0,0,0,57765,-1.107643127441406,7853429,-.220306396484375,749126,.1994485855102539,1018539,-.8133811950683594,3570665,-.1365079879760742,16623,-3.105951309204102,19042,-.5171804428100586,85427,-.2828893661499023,349849,-.6626729965209961,4284768,.0874414443969727,1075632,.1151332855224609,789779,-.0687065124511719,2707548,92419,-1.984064102172852,195939,-.3125715255737305,22485736,-.3930931091308594,19312,-.9497756958007813,137962,-.0640459060668945,5279682,-.1225833892822266,488957,-.6386537551879883,68283,-.5145883560180664,44385,-.0860605239868164,11624,.1018877029418945,64349,-.1850137710571289,13178,-.816462516784668,81308,-1.313258171081543,769111,.0687856674194336,3646702,.1851291656494141,339796,-.1530885696411133,338,1126936,.1430835723876953,3664503,-.236506462097168,784659,707762,-.8503637313842773,2580827,.0076065063476563,44777336,910406,-.2741060256958008,308780,.5909423828125,30629826,.0599288940429688,417455,2539537,-.1740570068359375,13316340,.1333217620849609,5102639,.1804790496826172,1148925,-.1310672760009766,181050,-.0746622085571289,341572,-.4558954238891602,13373095,-.1814098358154297,158,-6.163208484649658,82095,-.3734951019287109,94009,-.1672649383544922,matched (3),134480.22,.82769138,56010.711,142670.95
201203,300640,626,1390,189460,03,0,1,0,0,0,0,0,0,0,0,0,83994,.3743629455566406,8339575,.0600614547729492,943872,.2310829162597656,2393513,.8543930053710938,4230049,.1694612503051758,296349,2.88075065612793,12038,-.4585790634155273,164550,.655552864074707,508424,.373814582824707,6736449,.4524660110473633,1093091,.0161008834838867,1125780,.3544778823852539,6261023,1172619,2.54066276550293,453476,.8391389846801758,27307888,.1942939758300781,38547,.6911516189575195,210134,.4207668304443359,2713452,-.665644645690918,615893,.2307987213134766,144844,.7519960403442383,64473,.3733453750610352,12455,.0690498352050781,102350,.4640769958496094,60908,1.530815124511719,179407,.791412353515625,1418428,.6120691299438477,3569476,-.0214042663574219,251874,-.2994165420532227,2108,973054,-.1468181610107422,3851181,.049687385559082,844283,904427,.2451934814453125,2828285,.0915603637695313,52201616,1119616,.2068500518798828,178979,-.5453605651855469,25106376,-.1988506317138672,676274,3011610,.1704921722412109,13568071,.0187263488769531,5202105,.0193052291870117,685324,-.5166902542114258,355477,.674687385559082,558816,.4922618865966797,11807180,-.1245384216308594,29210,5.219671726226807,116921,.3536205291748047,107720,.1361446380615234,matched (3),324078.91,.82769138,89391,158772.02
201204,300640,627,1390,181938,04,0,0,1,0,0,0,0,0,0,0,0,182937,.7783966064453125,7967609,-.0456275939941406,852450,-.1018762588500977,1423326,-.5197658538818359,4091947,-.0331926345825195,12162,-3.193221092224121,33335,1.018539428710938,157944,-.0409746170043945,295734,-.5418558120727539,4069499,-.5040130615234375,1064872,-.0261545181274414,940503,-.1798162460327148,5605959,642089,-.6022682189941406,49697,-2.210997581481934,24709410,-.0999908447265625,62594,.4847917556762695,169649,-.2140140533447266,3369933,.2166709899902344,533245,-.1440925598144531,53963,-.9873580932617188,87723,.3079366683959961,10832,-.1396169662475586,77433,-.2789850234985352,57834,-.0517873764038086,116020,-.4358940124511719,1206309,-.1619844436645508,3634994,.0181884765625,164366,-.4268341064453125,20921,855467,-.1287918090820313,3800514,-.0132436752319336,635988,757054,-.1778669357299805,1070675,-.9713811874389648,52087296,994442,-.1185588836669922,136780,-.268895149230957,18210784,-.3211097717285156,450799,2531829,-.1735324859619141,12810500,-.0574531555175781,4491717,-.1468286514282227,551906,-.2165136337280273,129146,-1.012516975402832,447657,-.2217931747436523,11568433,-.0204277038574219,28512,-.0241861343383789,143795,.2068910598754883,120222,.1098041534423828,matched (3),190234.73,.82769138,88180.156,158093.45
201205,300640,628,1390,314212,05,0,0,0,1,0,0,0,0,0,0,0,213788,.1558427810668945,8267167,.0369071960449219,920309,.0765953063964844,42942916,3.406875610351563,4366548,.0649518966674805,90521,2.007265090942383,32144,-.036381721496582,129297,-.2001285552978516,452040,.4243106842041016,4405725,.0793848037719727,1004555,-.0583105087280273,1623265,.5457792282104492,9401808,631032,-.0173702239990234,71040,.3572988510131836,29653520,.1823959350585938,53581,-.1554756164550781,211664,.2212686538696289,4021028,.1766452789306641,264528,-.7010335922241211,336578,1.830531120300293,212377,.8841791152954102,3836,-1.038074493408203,68315,-.1252841949462891,36012,-.473724365234375,72506,-.4700937271118164,1048629,-.1400814056396484,2613609,-.3298759460449219,212550,.2570819854736328,1605,1280901,.4036712646484375,3562031,-.0648059844970703,738245,990829,.2691078186035156,2866320,.9847402572631836,54818764,1113219,.1128292083740234,292766,.7609996795654297,20173484,.10235595703125,761674,2458429,-.0294189453125,12315438,-.0394115447998047,4681861,.0414609909057617,610907,.1015663146972656,298521,.8378973007202148,528260,.1655616760253906,13594917,.1614170074462891,37121,.2638578414916992,27906,-1.639547348022461,114577,-.0480928421020508,matched (3),352602.75,.82769138,85273.953,156491.05
201206,300640,629,1390,1432973,06,0,0,0,0,1,0,0,0,0,0,0,147733,-.3695783615112305,9279564,.1155233383178711,1348399,.3819637298583984,2817260,-2.724106788635254,4311900,-.0125942230224609,89185,-.0148687362670898,13680,-.8542909622192383,77837,-.5074949264526367,689787,.422612190246582,3846338,-.1357831954956055,895911,-.1144590377807617,634338,-.9396123886108398,13169912,895499,.3500242233276367,251740,1.265153884887695,21163900,-.3372840881347656,54070,.0090856552124023,202379,-.0448579788208008,4347499,.0780630111694336,310119,.1590089797973633,75013,-1.501168251037598,46832,-1.511795997619629,8454,.7902088165283203,109905,.4754867553710938,48914,.3062114715576172,1256516,2.852429389953613,1289452,.2067337036132813,2697758,.0316896438598633,263143,.2135200500488281,2584,881911,-.3732280731201172,3915352,.0945749282836914,691611,970804,-.0204172134399414,2103816,-.3092765808105469,60000812,1067416,-.0420150756835938,216462,-.3019580841064453,21425886,.0602302551269531,576396,2626063,.0659627914428711,12225348,-.0073432922363281,4409315,-.0599765777587891,839182,.3174829483032227,279330,-.0664472579956055,541072,.0239629745483398,13727263,.0096874237060547,10663,-1.247403144836426,99444,1.270752906799316,71486,-.471745491027832,matched (3),1134907.6,.82769138,99304.344,164557.45
201207,300640,630,1390,1485218,07,0,0,0,0,0,1,0,0,0,0,0,224787,.4197463989257813,7810224,-.1723814010620117,631152,-.7591266632080078,40746948,2.671616554260254,4054641,-.0615158081054688,16350,-1.696484565734863,12171,-.1168785095214844,173978,.8043117523193359,552240,-.2224006652832031,3864273,.0046520233154297,1117320,.2208471298217773,2250464,1.26630973815918,17722212,1599974,.5803613662719727,432352,.5408430099487305,23562448,.1073570251464844,49222,-.0939388275146484,381833,.6348409652709961,4587595,.0537548065185547,510191,.497828483581543,70098,-.0677671432495117,65143,.3300180435180664,20836,.902043342590332,63573,-.5474271774291992,96060,.6749095916748047,381836,-1.191107749938965,1453022,.1194286346435547,2265367,-.1746845245361328,281671,.0680427551269531,1749,1358226,.4318437576293945,3810239,-.0272140502929688,795094,1024417,.0537538528442383,4568726,.775482177734375,53029528,1088031,.0191287994384766,459434,.7525796890258789,22817296,.0629196166992188,599066,3364907,.2479143142700195,11829972,-.0328750610351563,5150583,.155390739440918,1005952,.1812620162963867,374036,.2919588088989258,570372,.0527372360229492,14786133,.0743064880371094,19350,.5959129333496094,264511,.9782876968383789,95557,.2902212142944336,matched (3),1260651.9,.82769138,95212.406,162120.95
201208,300640,631,1390,1318695,08,0,0,0,0,0,0,1,0,0,0,0,139220,-.4790973663330078,6165987,-.2363853454589844,876519,.3284120559692383,40544824,-.0049724578857422,3299256,-.2061653137207031,4005,-1.406684875488281,33425,1.010247230529785,92169,-.6353044509887695,485392,-.1290254592895508,5269070,.3100805282592773,1057431,-.0550899505615234,1989140,-.1234340667724609,9241187,1097838,-.3766441345214844,273833,-.456721305847168,22249982,-.05731201171875,12169,-1.397449493408203,221414,-.5449485778808594,4469096,-.0261697769165039,286291,-.5777759552001953,82586,.163945198059082,51000,-.2447595596313477,9700,-.764556884765625,110410,.5520114898681641,55759,-.5439348220825195,136948,-1.025389671325684,444492,-1.184469223022461,2118587,-.0669870376586914,321481,.1321983337402344,2459,2482561,.6031112670898438,2487614,-.4263677597045898,692962,996756,-.0273723602294922,2706127,-.5237159729003906,50008928,1017544,-.0669775009155273,138905,-1.196205139160156,23405992,.0254726409912109,622306,3027559,-.1056432723999023,10817250,-.0894927978515625,5554109,.0754280090332031,13260187,2.578831672668457,259718,-.3647556304931641,622600,.0876150131225586,37155416,.9214191436767578,63603,1.189968109130859,81232,-1.180573463439941,39494,-.8835735321044922,matched (3),1281771.4,.82769138,129993.25,184705.3
201209,300640,632,1390,207269,09,0,0,0,0,0,0,0,1,0,0,0,77298,-.5883874893188477,8093104,.2719640731811523,1084111,.2125568389892578,1349154,-3.402931213378906,4352413,.2770328521728516,7714,.6554937362670898,19140,-.5575237274169922,153407,.5094709396362305,439211,-.0999774932861328,5928225,.1178712844848633,804102,-.2738714218139648,1659020,-.1814756393432617,7193058,1058563,-.0364303588867188,114291,-.8737707138061523,23316972,.0468387603759766,39746,1.18361759185791,280293,.2358007431030273,4013957,-.1074085235595703,525380,.6071128845214844,60005,-.3194122314453125,46726,-.0875244140625,4202,-.8365650177001953,84433,-.2682418823242188,202312,1.288772583007813,353827,.9492073059082031,874434,.6766443252563477,1586717,-.2890825271606445,299504,-.0708103179931641,3758,906396,-1.007569313049316,3473509,.3338413238525391,815700,865108,-.1416521072387695,3063778,.1241302490234375,44486708,940282,-.0789680480957031,159424,.1377773284912109,21130614,-.1022682189941406,680948,2948669,-.026402473449707,11420588,.0542755126953125,5798790,.0431118011474609,1190571,-2.410332679748535,187555,-.3255243301391602,477304,-.2657508850097656,13112503,-1.041543960571289,30949,-.7203207015991211,84983,.0451421737670898,145655,1.305091857910156,matched (3),324642.41,.82769138,107919.77,169895.5
201210,300640,633,1390,178927,10,0,0,0,0,0,0,0,0,1,0,0,30472,-.9308595657348633,6832073,-.1693840026855469,504235,-.7654733657836914,35407056,3.267433166503906,5016228,.1419486999511719,5683,-.3055582046508789,21538,.1180391311645508,45837,-1.208003044128418,314081,-.3353290557861328,5680659,-.0426578521728516,788692,-.0193510055541992,2137067,.2532072067260742,5019018,427511,-.9066877365112305,273360,.8720417022705078,26177526,.1157207489013672,36067,-.0971307754516602,157334,-.5774641036987305,5555324,.3249797821044922,768619,.3804740905761719,58517,-.0251102447509766,62187,.2858448028564453,84916,3.006101608276367,90358,.0678215026855469,108493,-.6231260299682617,205272,-.5444726943969727,1191785,.30963134765625,2792673,.5653324127197266,284404,-.051732063293457,11129,1103651,.1969022750854492,4083320,.1617450714111328,758720,953990,.0977993011474609,2794551,-.0919780731201172,48245288,1064179,.123779296875,321963,.7028694152832031,28256268,.2905921936035156,565926,3607914,.2017755508422852,13993320,.2031612396240234,5021418,-.1439371109008789,636544,-.6261348724365234,549099,1.074206352233887,298428,-.4696245193481445,17047952,.2624645233154297,53955,.5558099746704102,27959,-1.111711502075195,107905,-.2999897003173828,matched (3),144721.42,.82769138,70532.492,148971.92
201211,300640,634,1390,217376,11,0,0,0,0,0,0,0,0,0,1,0,239497,2.061732292175293,8396088,.2061376571655273,660937,.2706165313720703,1639867,-3.072296142578125,3824489,-.2712535858154297,29402,1.643584251403809,17742,-.1938838958740234,120763,.9687376022338867,378594,.1868133544921875,5455977,-.0403556823730469,1470243,.622807502746582,435698,-1.590239524841309,3187553,793921,.6190042495727539,357239,.2676153182983398,33493924,.2464618682861328,16738,-.7676963806152344,184940,.1616601943969727,4454202,-.2209091186523438,1493872,.6645307540893555,105199,.5865364074707031,63002,.0130205154418945,25625,-1.198094367980957,93558,.0348014831542969,31090,-1.249798774719238,341257,.5082998275756836,1194932,.0026369094848633,2848864,.0199203491210938,465041,.491729736328125,17327,995770,-.1028623580932617,3846322,-.0597925186157227,655177,1092941,.1359739303588867,3823926,.3136062622070313,48325800,1107890,.0402536392211914,249787,-.2538280487060547,34213468,.1913032531738281,343855,2857386,-.2332229614257813,11843913,-.1667652130126953,4640478,-.0788955688476563,700827,.0962076187133789,213971,-.9424381256103516,433508,.3733816146850586,16928384,-.0070381164550781,27918,-.6588783264160156,134168,1.568352699279785,81137,-.2851123809814453,matched (3),177417.52,.82769138,90729.016,159529.17
201212,300640,635,1390,318999,12,0,0,0,0,0,0,0,0,0,0,1,57658,-1.424012184143066,6663635,-.2311010360717773,591725,-.1106166839599609,52942760,3.47459602355957,2966856,-.2539224624633789,712,-3.72074031829834,37392,.7455215454101563,133893,.1032114028930664,434669,.1381206512451172,3033803,-.5868949890136719,857176,-.5395393371582031,1717045,1.371410369873047,3492491,321637,-.9035606384277344,286760,-.2197599411010742,22922684,-.3792362213134766,28466,.5310287475585938,197376,.0650787353515625,5612015,.2310619354248047,573583,-.9572238922119141,102879,-.0223007202148438,43186,-.377650260925293,16102,-.4646244049072266,42906,-.7795696258544922,20715,-.4060287475585938,115994,-1.079096794128418,1239789,.0368518829345703,2920933,.0249834060668945,96629,-1.571247100830078,0,583221,-.5349502563476563,3605841,-.0645627975463867,564360,879813,-.2169179916381836,4311906,.1201028823852539,41207292,1228229,.1031160354614258,273683,.0913619995117188,29880412,-.1354160308837891,390542,2147244,-.2857217788696289,10539497,-.1166839599609375,5166876,.1074514389038086,773447,.0985965728759766,363350,.5295257568359375,393199,-.0975942611694336,10846784,-.4451236724853516,50792,.5984668731689453,72382,-.6171350479125977,140318,.5477724075317383,matched (3),489458.5,.82769138,80145.344,153756.56
201301,300640,636,1390,423103,01,0,0,0,0,0,0,0,0,0,0,0,255141,1.487287521362305,7726604,.1480045318603516,865381,.3801279067993164,29690388,-.5783882141113281,4230128,.3547296524047852,10046,2.646851539611816,38152,.0201215744018555,408384,1.115166664123535,510020,.1598653793334961,4892814,.4779510498046875,1190535,.3285140991210938,1753094,.020777702331543,4654680,1220532,1.3336181640625,418927,.3790512084960938,34522748,.4094905853271484,27510,-.0341606140136719,209264,.0584869384765625,5635893,.0042457580566406,736328,.2497730255126953,61884,-.5082912445068359,68213,.4571189880371094,19307,.1815242767333984,148392,1.240845680236816,54473,.9668474197387695,438816,1.330541610717773,1235727,-.0032815933227539,4634739,.4616765975952148,225439,.8471708297729492,3660,1600676,1.009614944458008,4342479,.1858901977539063,921595,1130168,.2504119873046875,2579598,-.5137462615966797,43869236,1448352,.1648530960083008,473272,.5476999282836914,31963592,.0673942565917969,1057525,3330850,.4390420913696289,14275380,.30340576171875,5457355,.0546960830688477,1269400,.4954423904418945,164575,-.7919998168945313,526107,.2911882400512695,13577488,.2245445251464844,37112,-.3137979507446289,40512,-.5803594589233398,212209,.4136600494384766,matched (3),487668.78,.82769138,73512.219,150405.61
201302,300640,637,1390,190888,02,1,0,0,0,0,0,0,0,0,0,0,52903,-1.573356628417969,4975159,-.4402122497558594,566502,-.4236888885498047,10145693,-1.073772430419922,3583365,-.1659297943115234,5597,-.5849437713623047,21996,-.5507173538208008,353034,-.1456432342529297,418635,-.1974506378173828,3574588,-.3139181137084961,733242,-.4846820831298828,291643,-1.793607711791992,2876593,817654,-.4006023406982422,186822,-.8075399398803711,24725876,-.3337669372558594,17077,-.4768171310424805,234984,.1159200668334961,4294598,-.2717981338500977,428957,-.540318489074707,21737,-1.046245574951172,79051,.1474580764770508,11057,-.5574045181274414,79525,-.6237859725952148,477538,2.170938491821289,141022,-1.135164260864258,1076506,-.137939453125,3868809,-.180633544921875,294534,.2673454284667969,1575,1138267,-.3409185409545898,3957630,-.092799186706543,789363,871418,-.2599992752075195,2238077,-.1420173645019531,41151192,1121795,-.2554960250854492,249632,-.6396827697753906,19587648,-.4896984100341797,692516,3140741,-.0587682723999023,13553441,-.0518951416015625,5528649,.0129785537719727,469140,-.9953985214233398,241206,.3822851181030273,470603,-.1114892959594727,11970426,-.1259746551513672,74510,.6969928741455078,42035,.0369052886962891,44274,-1.567173957824707,matched (3),152166.94,.82769138,69546.164,148507.48
201303,300640,638,1390,249568,03,0,1,0,0,0,0,0,0,0,0,0,151053,1.049171447753906,5688427,.133976936340332,709260,.2247409820556641,1306253,-2.049887657165527,4545580,.2378530502319336,17696,1.151107788085938,30280,.3196268081665039,348496,-.0129375457763672,540816,.2560796737670898,3728644,.0421953201293945,908363,.2141685485839844,1557303,1.675180435180664,3763812,708253,-.1436386108398438,318242,.5326557159423828,25232048,.020263671875,30625,.5840835571289063,198750,-.1674690246582031,4167563,-.0300264358520508,560499,.2674703598022461,80485,1.309054374694824,95197,.1858558654785156,1870,-1.777124881744385,91627,.1416540145874023,66473,-1.971847534179688,147843,.0472345352172852,764138,-.3427267074584961,2358731,-.4948225021362305,219457,-.2942380905151367,8786,1180566,.0364866256713867,4097544,.0347423553466797,811423,1050212,.1866254806518555,3129748,.3353357315063477,39558352,1020267,-.0948657989501953,348808,.33453369140625,26569276,.3048572540283203,961146,2566885,-.2017660140991211,13327812,-.0167884826660156,6189597,.1129274368286133,734098,.4477415084838867,200377,-.185450553894043,513560,.0873517990112305,11407161,-.0481967926025391,29156,-.9382734298706055,41829,-.004913330078125,91162,.7222404479980469,matched (3),279638.75,.82769138,65690.195,146741.28
201304,300640,639,1390,389982,04,0,0,1,0,0,0,0,0,0,0,0,41530,-1.291214942932129,4182893,-.3074312210083008,855307,.1872386932373047,39158824,3.400464057922363,4473029,-.0160894393920898,51009,1.058663368225098,39236,.2591066360473633,426813,.2027187347412109,648220,.1811513900756836,4854055,.2637691497802734,1279526,.3426008224487305,1517832,-.0256719589233398,6340787,438657,-.4790830612182617,367596,.1441726684570313,28789914,.1319103240966797,11623,-.9688301086425781,223159,.1158361434936523,4499628,.0766639709472656,540770,-.0358333587646484,78625,-.023381233215332,48507,-.6742410659790039,11983,1.857550144195557,94797,.0340118408203125,64172,-.0352287292480469,263814,.5790939331054688,1010424,.2793769836425781,3956539,.5172452926635742,208978,-.0489282608032227,5726,1241894,.0506439208984375,3399304,-.1868171691894531,631510,1155406,.095458984375,5002101,.4689054489135742,47171912,1288613,.2335014343261719,420466,.1868419647216797,33394096,.2286224365234375,690812,3707992,.3677978515625,13816767,.0360298156738281,6611804,.0659856796264648,784249,.0660839080810547,258349,.2541103363037109,307084,-.5142459869384766,13026501,.1327438354492188,50072,.540802001953125,99896,.870539665222168,139898,.4282760620117188,matched (3),392373.56,.82769138,89972.852,159100.33
201305,300640,640,1390,244988,05,0,0,0,1,0,0,0,0,0,0,0,143876,1.242535591125488,6875418,.4969491958618164,1024773,.1807661056518555,40351600,.0300045013427734,4341233,-.0299081802368164,217942,1.452227592468262,16003,-.8968181610107422,279859,-.4220600128173828,276740,-.8511524200439453,4519573,-.0713968276977539,933441,-.3153676986694336,1173551,-.2572488784790039,10137410,878925,.694981575012207,402105,.0897283554077148,28025544,-.0269088745117188,14418,.2154912948608398,165135,-.3011207580566406,4141466,-.0829448699951172,409063,-.2791252136230469,78915,.0036821365356445,61244,.2331581115722656,11596,-.0328283309936523,69884,-.304901123046875,25215,-.9341278076171875,244528,-.0759143829345703,758591,-.2866630554199219,2806410,-.3434629440307617,190052,-.0949306488037109,0,1173268,-.0568447113037109,3361403,-.0112123489379883,642428,702902,-.4969892501831055,1124116,-1.492860794067383,44170960,1109494,-.1496620178222656,325871,-.2548618316650391,25094596,-.2857265472412109,474811,4903431,.279444694519043,12982759,-.0622596740722656,5261592,-.2284221649169922,364009,-.7675485610961914,217060,-.1741371154785156,373437,.1956281661987305,12909198,-.0090446472167969,38134,-.2723560333251953,46862,-.756922721862793,127502,-.0927820205688477,matched (3),179305.59,.82769138,82165.383,154819.09
