period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1602c344,Y1619c792,growth1619c792,Y1679c208,growth1679c208,Y1771c600,growth1771c600,Y2011c428,growth2011c428,Y2057c222,growth2057c222,Y2115c251,growth2115c251,Y2129c586,growth2129c586,Y2136c428,growth2136c428,Y2222c124,growth2222c124,Y2318c300,growth2318c300,Y2554c688,growth2554c688,Y259c124,growth259c124,Y2714c554,Y2740c428,growth2740c428,Y2933c344,Y3004c688,growth3004c688,Y3012c642,Y3070c752,growth3070c752,Y3182c352,growth3182c352,Y319c688,Y3258c620,growth3258c620,Y3371c484,growth3371c484,Y343c208,Y3478c484,growth3478c484,Y3539c352,growth3539c352,Y3760c233,Y3829c705,growth3829c705,Y3889c152,Y3916c300,growth3916c300,Y4321c807,growth4321c807,Y4329c222,growth4329c222,Y4373c268,growth4373c268,Y4380c251,growth4380c251,Y4384c218,Y4459c124,growth4459c124,Y446c152,Y4503c152,growth4503c152,Y452c372,growth452c372,Y4545c807,Y4581c268,growth4581c268,Y4625c233,Y5039c208,growth5039c208,Y621c757,growth621c757,Y644c246,growth644c246,Y652c352,growth652c352,Y685c757,growth685c757,Y740c620,growth740c620,Y873c440,growth873c440,Y961c300,_merge,x,r2,s,sf
201011,293339,610,1296,12811445,11,0,0,0,0,0,0,0,0,0,1,0,150050,3400600,-.0445718765258789,402344,-.8975105285644531,65322,-.3276443481445313,39641,1.598299026489258,2367971,-.0101804733276367,1075057,-.5015020370483398,63501,1.561113357543945,33508,-.178868293762207,64979,-.6249027252197266,34858,.3577241897583008,85955,.0615005493164063,5572016,-.0990190505981445,589193,18788,.1908960342407227,1610710,17978,-.1664085388183594,440943,84434,-1.625973701477051,21827,.7501306533813477,4269,279103,-.2772817611694336,760800,-.1330556869506836,1471940,492130,.063136100769043,12894,1.025718688964844,85908,61240,-.8054208755493164,33614,222363,-.7778692245483398,10689,1.407186985015869,1355969,.397491455078125,279421,.0879058837890625,14351354,.2490959167480469,684674,460777,-.1627187728881836,11115,4596,-1.483709335327148,31035,.660029411315918,0,5813122,-.0152902603149414,66138,37943,-2.453701019287109,867382,-.1900606155395508,875360,-.1136283874511719,2322,-1.437911033630371,167122,-.2753896713256836,6032,-1.750726699829102,162433,-.0145034790039063,90878,matched (3),19117038,.819305,2428322.5,4757062.5
201012,293339,611,1296,15731977,12,0,0,0,0,0,0,0,0,0,0,1,66487,4954274,.3762989044189453,695650,.5475397109985352,73954,.124114990234375,11548,-1.233351707458496,1775306,-.288060188293457,1175310,.0891580581665039,27332,-.8429975509643555,45483,.3055543899536133,114154,.5634841918945313,7204,-1.576645851135254,102159,.1727066040039063,7221547,.259312629699707,523147,7545,-.9123334884643555,1788878,46238,.9446535110473633,352841,415074,1.592487335205078,54391,.913050651550293,5090,490188,.5632076263427734,781787,.0272121429443359,1359681,339111,-.3724145889282227,3971,-1.177743911743164,46053,443539,1.979984283447266,7519,287463,.2567834854125977,18169,.5305013656616211,737313,-.6092586517333984,227857,-.2040014266967773,10793725,-.2848796844482422,1191635,520025,.1209630966186523,974,57385,2.52459716796875,2997,-2.337503433227539,865,3903651,-.3982057571411133,105378,180565,1.560006141662598,1023270,.1652793884277344,945718,.0773096084594727,839,-1.01797342300415,173687,.0385303497314453,12807,.7529134750366211,317565,.6704168319702148,71076,matched (3),29913506,.819305,4521181.5,6097046.5
201101,293339,612,1296,25048260,01,0,0,0,0,0,0,0,0,0,0,0,194069,5053629,.0198564529418945,445102,-.4465436935424805,147075,.6874990463256836,17792,.4322366714477539,2214557,.2210798263549805,1411310,.1829862594604492,34452,.2315082550048828,26619,-.5357131958007813,182867,.4712104797363281,100200,2.63253116607666,98405,-.0374383926391602,7299289,.0107078552246094,820262,17394,.835240364074707,1784218,44619,-.0356416702270508,675075,103887,-1.385153770446777,9404,-1.755063056945801,3276,280612,-.5578155517578125,1408790,.5889034271240234,1297750,857844,.9280939102172852,6005,.41357421875,12184,80841,-1.702301025390625,57860,400359,.3312673568725586,404,-3.806057453155518,1530131,.7300958633422852,241889,.0597610473632813,10810244,.0015296936035156,380710,585540,.118657112121582,372923,43926,-.2672767639160156,317403,4.66256046295166,69,6360709,.4882278442382813,369484,59652,-1.107563972473145,1020036,-.0031661987304688,1043055,.0979642868041992,60234,4.273781299591065,161973,-.0698251724243164,27558,.766301155090332,165552,-.651397705078125,71636,matched (3),29561996,.819305,2391636.5,4738440.5
201102,293339,613,1296,20328276,02,1,0,0,0,0,0,0,0,0,0,0,201604,4174059,-.191218376159668,678492,.4215688705444336,28515,-1.640512466430664,6538,-1.001116752624512,1406054,-.4542655944824219,1478282,.0463628768920898,54916,.4662380218505859,25259,-.0524425506591797,121212,-.4112176895141602,23804,-1.437314033508301,103730,.052699089050293,5896108,-.2134847640991211,915360,14821,-.1600799560546875,480615,25032,-.5780048370361328,48222,50215,-.72698974609375,388,-3.187885284423828,3028,437938,.4451045989990234,669645,-.7437381744384766,1296437,708284,-.1915769577026367,5760,-.0416555404663086,11370,87892,.0836248397827148,14458,230996,-.5499610900878906,4189,2.338802814483643,854790,-.5822525024414063,186132,-.2620229721069336,13155725,.1963634490966797,600009,476418,-.2062387466430664,22869,4889,-2.195518493652344,112376,-1.038322448730469,1162,5406535,-.162531852722168,674151,177,-5.820132732391357,1038285,.0177326202392578,1292451,.2143869400024414,871,-4.236350059509277,160687,-.0079708099365234,15800,-.5562829971313477,165076,-.0028791427612305,4641,matched (3),12954951,.819305,2239416.8,4663462.5
201103,293339,614,1296,22896294,03,0,1,0,0,0,0,0,0,0,0,0,249016,8431165,.7030467987060547,625363,-.0815401077270508,8747,-1.181719779968262,4246,-.4316539764404297,1055839,-.2864513397216797,1600828,.0796403884887695,43888,-.2241640090942383,47263,.6265449523925781,198839,.4949541091918945,9071,-.9647712707519531,17020,-1.807401657104492,8062576,.3129405975341797,537510,20654,.3318634033203125,1234426,246144,2.285761833190918,160956,285804,1.738992691040039,8649,3.104193687438965,4842,379604,-.142949104309082,661855,-.0117015838623047,1526507,320121,-.7941455841064453,1157,-1.605106830596924,110396,69107,-.240452766418457,14107,132879,-.5529613494873047,8516,.7094841003417969,1215345,.3519268035888672,189161,.0161418914794922,14457957,.0943870544433594,747272,522442,.0922183990478516,30169,9111,.6224946975708008,149799,.2874441146850586,1129,12233601,.8165779113769531,1192351,2802026,9.669702529907227,1049102,.0103645324707031,1517002,.1601953506469727,8595,2.289294242858887,236618,.386988639831543,30418,.655024528503418,179408,.083256721496582,70625,matched (3),31041976,.819305,5874970.5,7158783
201104,293339,615,1296,22924992,04,0,0,1,0,0,0,0,0,0,0,0,174787,7451371,-.1235370635986328,980179,.4494028091430664,76629,2.170265197753906,10123,.8688325881958008,1340623,.2387990951538086,1614442,.0084686279296875,91989,.7400283813476563,14579,-1.176145553588867,316256,.4640569686889648,7611,-.1754875183105469,18033,.0578136444091797,9393526,.1527872085571289,855098,15853,-.2645502090454102,1998934,114035,-.7694120407104492,619684,249110,-.1374120712280273,25164,1.067971229553223,6227,323540,-.1598052978515625,838396,.2364444732666016,1758660,360309,.1182622909545898,9778,2.134304523468018,96155,36919,-.6269302368164063,33025,302401,.8223152160644531,33228,1.361446380615234,1133026,-.0701360702514648,340564,.5880050659179688,13578397,-.0627651214599609,622070,562776,.0743675231933594,144591,18895,.7294149398803711,115005,-.2643184661865234,10752,9464677,-.2566184997558594,1371629,1047291,-.984135627746582,1337120,.2425832748413086,1884089,.2167081832885742,54235,1.842145919799805,172438,-.3164100646972656,47739,.450714111328125,156563,-.1362037658691406,52699,matched (3),20419722,.819305,3475353.8,5367586
201105,293339,616,1296,17937382,05,0,0,0,1,0,0,0,0,0,0,0,89368,5202326,-.3592920303344727,842081,-.1518583297729492,19646,-1.361102104187012,10031,-.0091304779052734,857069,-.4473714828491211,1520182,-.0601596832275391,37508,-.8971147537231445,31720,.7773647308349609,182887,-.5476837158203125,77808,2.324648857116699,23304,.2564220428466797,5834184,-.4762859344482422,532054,23617,.3986082077026367,1455043,45693,-.9145603179931641,166966,190781,-.2667684555053711,9007,-1.027412414550781,5061,354467,.0912923812866211,813032,-.0307207107543945,2026082,842018,.8488397598266602,6821,-.3601284027099609,11191,75709,.7181711196899414,149330,318677,.0524234771728516,6512,-1.629746437072754,1534106,.3030567169189453,300071,-.1265840530395508,17030532,.2265281677246094,729545,419322,-.2942428588867188,0,17853,-.0567264556884766,107580,-.0667409896850586,610,6552117,-.3677787780761719,753613,2620593,.9171943664550781,1044384,-.2470903396606445,1960384,.0396966934204102,53128,-.0206222534179688,74048,-.8453235626220703,26220,-.5992269515991211,168539,.0737085342407227,14118,matched (3),13744680,.819305,2269940.3,4678196.5
201106,293339,617,1296,15260519,06,0,0,0,0,1,0,0,0,0,0,0,23240,4109346,-.2358427047729492,527781,-.4671955108642578,87233,1.49070930480957,2839,-1.262228012084961,854883,-.0025539398193359,1259252,-.1883125305175781,43441,.1468496322631836,19732,-.474705696105957,95542,-.6493024826049805,14000,-1.71518611907959,114555,1.592430114746094,3352029,-.5541677474975586,651045,13661,-.5474214553833008,1593692,22412,-.7123479843139648,54990,166383,-.1368331909179688,9891,.093623161315918,4204,242494,-.379638671875,1181691,.373931884765625,1739437,472935,-.57684326171875,2671,-.9375534057617188,102155,40699,-.6206941604614258,61438,199720,-.4672613143920898,5323,-.2016096115112305,898304,-.5351953506469727,218043,-.3193264007568359,11702911,-.3751697540283203,492462,650817,.4395895004272461,175373,4025,-1.489645957946777,77218,-.3316020965576172,600,8507899,.2612066268920898,337183,141751,-2.917084693908691,978213,-.065455436706543,1290560,-.4180641174316406,17992,-1.08277702331543,25090,-1.082244873046875,22147,-.1688203811645508,160208,-.050694465637207,13323,matched (3),8462557,.819305,2753453.5,4930963.5
201107,293339,618,1296,19101680,07,0,0,0,0,0,1,0,0,0,0,0,68901,4429528,.0750293731689453,578505,.091766357421875,32161,-.997828483581543,27398,2.26701831817627,1318029,.4329280853271484,1551495,.2087011337280273,68811,.4599599838256836,27585,.3350305557250977,121778,.2426338195800781,35689,.9357843399047852,56201,-.7121210098266602,6785692,.7052497863769531,349888,19275,.3442630767822266,1552222,64795,1.061631202697754,55650,15077,-2.401122093200684,18512,.6267938613891602,6565,197651,-.2044744491577148,1504492,.2415084838867188,1284017,56633,-2.122365951538086,3995,.4025907516479492,104341,80053,.6764860153198242,3150,220322,.0981731414794922,37992,1.965338706970215,1419752,.4577293395996094,339103,.4416112899780273,13255464,.1245708465576172,814345,469484,-.326594352722168,302763,15500,1.34831428527832,27419,-1.035396575927734,7931,10301659,.191309928894043,122357,56500,-.9198312759399414,711798,-.3179330825805664,1738824,.2981328964233398,4147,-1.46754264831543,108691,1.466039657592773,41198,.6206884384155273,155151,-.032073974609375,51935,matched (3),15865949,.819305,2756211.3,4932504
201108,293339,619,1296,20114774,08,0,0,0,0,0,0,1,0,0,0,0,144219,5528317,.2215909957885742,476589,-.1937932968139648,36422,.1244192123413086,33660,.2058401107788086,3019261,.8288745880126953,1262227,-.2063407897949219,94677,.3191070556640625,60575,.7866106033325195,127947,.0494165420532227,43990,.2091197967529297,207722,1.307266235351563,6260653,-.0805320739746094,450075,25750,.2896261215209961,2051937,78874,.1966238021850586,68864,151433,2.306972503662109,19286,.0409603118896484,2935,326671,.5024509429931641,1561151,.0369682312011719,1392834,353374,1.830934524536133,3308,-.1886997222900391,3428,23508,-1.225348472595215,1257160,468112,.7536182403564453,101945,.9870576858520508,1104544,-.2510499954223633,271601,-.2219696044921875,16427612,.2145538330078125,1228315,544957,.1490726470947266,73690,19587,.2340269088745117,37083,.3019227981567383,3966,12373578,.183258056640625,248521,136015,.8785247802734375,1011325,.351222038269043,1486924,-.1564998626708984,51890,2.526741027832031,130831,.1853981018066406,8476,-1.581151008605957,155772,.0039949417114258,90748,matched (3),35951500,.819305,3481493.5,5371563.5
201109,293339,620,1296,16453423,09,0,0,0,0,0,0,0,1,0,0,0,241318,4654290,-.1720943450927734,388576,-.2041654586791992,147933,1.401585578918457,62059,.6117753982543945,1119400,-.9922189712524414,1330072,.0523548126220703,47144,-.6972637176513672,45580,-.2844133377075195,416830,1.181061744689941,16097,-1.005329132080078,167213,-.2169322967529297,6781356,.0798931121826172,313361,39389,.4250516891479492,1355627,50526,-.4453639984130859,636737,135768,-.1091957092285156,11193,-.5440912246704102,2848,224624,-.3745250701904297,1363833,-.1351242065429688,1297850,201663,-.5609283447265625,6021,.5989093780517578,14527,67901,1.060709953308106,52618,276199,-.5275859832763672,1463,-4.24394416809082,1049483,-.0511341094970703,249247,-.0858898162841797,13155059,-.2221565246582031,1202520,452180,-.1866264343261719,22448,23824,.195826530456543,349891,2.244462966918945,5913,10871695,-.1294002532958984,108687,3842,-3.5667724609375,1161522,.1384696960449219,1071389,-.327754020690918,5446,-2.254244804382324,75756,-.5463886260986328,57701,1.918035507202148,167545,.0728578567504883,54336,matched (3),42549020,.819305,3547162,5414356
201110,293339,621,1296,20686056,10,0,0,0,0,0,0,0,0,1,0,0,188490,4726603,.0154170989990234,816261,.7422456741333008,112932,-.2699728012084961,12327,-1.616293907165527,2469814,.7913494110107422,1261034,-.0533008575439453,62776,.2863655090332031,57234,.2276792526245117,323158,-.2545366287231445,1494,-2.377175807952881,201830,.1881580352783203,6785852,.0006628036499023,440345,42210,.0691709518432617,1547551,43392,-.1522130966186523,110802,172339,.2385158538818359,16473,.3864345550537109,6670,271003,.1877012252807617,1564509,.137272834777832,1140819,719942,1.27257251739502,16496,1.007864952087402,96038,142625,.7421684265136719,521093,273818,-.0086584091186523,4735,1.174492835998535,1224243,.1540250778198242,249275,.0001125335693359,14283763,.0823173522949219,1442043,501272,.1030683517456055,23589,30880,.2594156265258789,18847,-2.921268463134766,2367,14740113,.3044090270996094,148998,450146,4.763579368591309,1139900,-.0187902450561523,1122576,.0466699600219727,20601,1.330458641052246,81451,.0724830627441406,34054,-.5273275375366211,169816,.0134639739990234,23163,matched (3),23301926,.819305,2674003.5,4887043
201111,293339,622,1296,8572084,11,0,0,0,0,0,0,0,0,0,1,0,115248,3566110,-.2817316055297852,320952,-.9334430694580078,95778,-.1647529602050781,1304,-2.246355533599854,1229031,-.6979169845581055,968142,-.264307975769043,16137,-1.358457565307617,27839,-.7207107543945313,73143,-1.485725402832031,1667,.1095685958862305,185716,-.0832071304321289,6989305,.029541015625,430769,18212,-.840576171875,1723368,80976,.6238784790039063,95519,125583,-.3164968490600586,17098,.0372381210327148,5569,238682,-.1269969940185547,1069433,-.3804435729980469,1122735,493214,-.3782272338867188,5871,-1.033093452453613,120364,62347,-.8275032043457031,11203,86230,-1.155445098876953,8008,.5254592895507813,1025859,-.176793098449707,168250,-.3931064605712891,13804536,-.0341262817382813,817563,427001,-.1603622436523438,27974,25454,-.1932353973388672,13323,-.3468618392944336,2029,12976130,-.1274604797363281,217221,178194,-.9266996383666992,927333,-.2063827514648438,946900,-.1701869964599609,4868,-1.442656517028809,35425,-.8325834274291992,11863,-1.054522514343262,199202,.1596040725708008,30406,matched (3),12047666,.819305,2326133,4705719
201112,293339,623,1296,12162946,12,0,0,0,0,0,0,0,0,0,0,1,179723,4586549,.251652717590332,679601,.7502145767211914,58914,-.4859542846679688,8615,1.888068675994873,1036398,-.1704740524291992,1001933,.0343074798583984,5006,-1.170477867126465,25171,-.1007452011108398,167055,.8259067535400391,3018,.593569278717041,224039,.1876010894775391,7445903,.0632829666137695,611431,6664,-1.005361557006836,1782712,39467,-.7186880111694336,96549,149081,.1715230941772461,29339,.5399560928344727,8737,566441,.8642406463623047,811621,-.2758502960205078,976788,1038769,.7448482513427734,5659,-.0367774963378906,10583,233335,1.319759368896484,11884,182621,.7503948211669922,8884,.1038112640380859,1248168,.1961469650268555,260121,.4356966018676758,15631427,.1242866516113281,918493,436013,.0208854675292969,51440,1375,-2.918419361114502,6016,-.7950687408447266,6780,14625921,.1196842193603516,323927,135559,-.2734651565551758,888756,-.0424900054931641,1222537,.2554893493652344,8207,.5223045349121094,68229,.655451774597168,18988,.4703826904296875,201596,.0119457244873047,1476,matched (3),15663213,.819305,2807423.8,4961302.5
201201,293339,624,1296,25425440,01,0,0,0,0,0,0,0,0,0,0,0,147771,4637950,.0111446380615234,983864,.3699817657470703,128358,.7787446975708008,8989,.0424966812133789,1892897,.6023569107055664,1750124,.5577554702758789,29828,1.784810066223145,45304,.587702751159668,108740,-.4293632507324219,15163,1.614263534545898,88422,-.9296989440917969,6962311,-.0671520233154297,989955,12553,.63323974609375,1649558,98111,.9106340408325195,204047,193911,.2629098892211914,883,-3.503347396850586,8663,356503,-.4630308151245117,1045635,.2533464431762695,1063953,1423319,.3149547576904297,5389,-.0488872528076172,94878,36647,-1.851143836975098,1259528,424858,.8443412780761719,2778,-1.162520885467529,1447219,.1479663848876953,132255,-.6764154434204102,15675987,.0028457641601563,1664249,554182,.2398214340209961,303937,2341,.5321245193481445,354340,4.075834274291992,2919,12065433,-.1924514770507813,1101519,235026,.5502891540527344,972060,.089594841003418,1348663,.0981855392456055,46513,1.734744071960449,68944,.0104246139526367,11427,-.5078287124633789,150752,-.2906293869018555,134935,matched (3),26844646,.819305,2611929.3,4853356.5
201202,293339,625,1296,21538800,02,1,0,0,0,0,0,0,0,0,0,0,176512,4444077,-.0426998138427734,369928,-.9781789779663086,79773,-.4756383895874023,11746,.2675113677978516,998884,-.6392250061035156,881287,-.6860589981079102,119160,1.385019302368164,34308,-.2780160903930664,170437,.4494056701660156,79093,1.651765823364258,85874,-.0292396545410156,6642939,-.0469570159912109,848281,19665,.4488811492919922,1193835,12793,-2.037200927734375,108010,126276,-.428929328918457,9416,2.366840362548828,9265,280751,-.2388744354248047,986380,-.0583381652832031,952750,927970,-.4277467727661133,5146,-.0461406707763672,87305,72028,.6757240295410156,30047,106162,-1.386788368225098,78027,3.335323810577393,829044,-.5571250915527344,329790,.9137239456176758,13000356,-.1871528625488281,967149,519529,-.064570426940918,35216,1291,-.5951614379882813,306552,-.1448698043823242,517,11926362,-.0115928649902344,776897,49934,-1.548994064331055,738740,-.2744722366333008,1069055,-.2323379516601563,870,-3.978993892669678,82356,.1777572631835938,10942,-.043370246887207,141906,-.0604715347290039,3716,matched (3),22184072,.819305,2136649.3,4614993.5
201203,293339,626,1296,22890556,03,0,1,0,0,0,0,0,0,0,0,0,317871,5863340,.2771472930908203,540423,.3790435791015625,40978,-.6661500930786133,24268,.7256460189819336,1859066,.6211910247802734,1752604,.6874752044677734,21920,-1.69306755065918,27513,-.2207202911376953,200149,.1606969833374023,2271,-3.550404071807861,57948,-.3933353424072266,7886954,.1716547012329102,753009,26467,.29705810546875,1529540,53189,1.424953460693359,69309,124301,-.0157642364501953,23471,.9133548736572266,7332,301573,.0715436935424805,1614032,.4924488067626953,1590562,539476,-.5424013137817383,10607,.7232942581176758,139205,85534,.1718587875366211,407672,161237,.4179086685180664,9909,-2.06361198425293,1320124,.4652070999145508,120320,-1.00830078125,11812558,-.0958137512207031,535333,438730,-.1690387725830078,65304,7208,1.719774723052979,379183,.2126321792602539,2155,11982333,.0046825408935547,1268035,418010,2.124802589416504,1375058,.6213054656982422,1352165,.2349319458007813,10290,2.470434665679932,37521,-.7861509323120117,24564,.8086738586425781,163551,.1419601440429688,27616,matched (3),20145670,.819305,2360096.8,4722600
201204,293339,627,1296,23589592,04,0,0,1,0,0,0,0,0,0,0,0,221094,6763411,.1428070068359375,237548,-.8219823837280273,12167,-1.21430778503418,2208,-2.397071838378906,1170486,-.4626550674438477,1218643,-.3633651733398438,58218,.9767951965332031,37362,.305994987487793,229268,.135828971862793,6792,1.09552526473999,94245,.4863519668579102,8393938,.0622997283935547,869122,10457,-.9286270141601563,1355675,81608,.4280757904052734,59795,119432,-.0399589538574219,2667,-2.174810886383057,7072,156271,-.6574201583862305,1431811,-.1197948455810547,1266921,693452,.2510833740234375,4963,-.7595033645629883,10451,57561,-.3960685729980469,158231,855517,1.668830871582031,618,-2.774710178375244,933646,-.3463830947875977,131599,.089604377746582,16303190,.3221969604492188,907282,451477,.0286407470703125,82170,18519,.9436054229736328,349271,-.0821714401245117,4140,13954319,.1523551940917969,1552905,538589,.2534475326538086,829833,-.5050268173217773,1322320,-.0223197937011719,31831,1.129267692565918,54659,.3762130737304688,21886,-.1154346466064453,173974,.0617809295654297,19388,matched (3),26082492,.819305,2326557,4705928.5
201205,293339,628,1296,27750240,05,0,0,0,1,0,0,0,0,0,0,0,362729,8175855,.1896581649780273,728091,1.12005615234375,40421,1.200621604919434,23868,2.380451202392578,1382331,.1663522720336914,1315349,.0763645172119141,59865,.027897834777832,38974,.042241096496582,305852,.2882099151611328,16971,.9157609939575195,108593,.1417093276977539,5663885,-.3933992385864258,889184,16002,.4254417419433594,1682415,53594,-.4204902648925781,68839,175017,.382136344909668,12520,1.546372890472412,4324,158462,.0139236450195313,1191682,-.1835746765136719,990099,534415,-.2605094909667969,16452,1.198436737060547,71861,41488,-.3274412155151367,251828,123644,-1.934299468994141,21873,3.566520214080811,1143459,.2027158737182617,174322,.2811450958251953,18409650,.1215152740478516,1210095,549474,.196436882019043,185458,12332,-.4065999984741211,162986,-.7621831893920898,11788,19585556,.3390026092529297,947665,4126870,2.036321640014648,716796,-.1464328765869141,1575656,.1752843856811523,49116,.4337444305419922,98939,.5933895111083984,31865,.3756608963012695,162059,-.0709447860717773,44992,matched (3),25375260,.819305,2435957,4760964.5
201206,293339,629,1296,23008388,06,0,0,0,0,1,0,0,0,0,0,0,18170,7507059,-.0853414535522461,472831,-.4316883087158203,78966,.6696681976318359,30439,.2431859970092773,784932,-.5659294128417969,1108000,-.1715459823608398,16788,-1.271428108215332,19877,-.6733312606811523,129098,-.8625297546386719,3858,-1.481357574462891,114604,.0538749694824219,4043847,-.3369140625,462739,38595,.8804092407226563,1438097,35255,-.4188299179077148,83904,72300,-.884058952331543,5043,-.9093255996704102,3250,114113,-.3283262252807617,1947373,.4911155700683594,1021408,288279,-.617243766784668,4280,-1.346493721008301,3971,70586,.5314273834228516,255988,242027,.6716432571411133,8823,-.9078912734985352,1005447,-.1286258697509766,198093,.1278324127197266,15384007,-.1795463562011719,695439,453541,-.1918754577636719,26678,12598,.0213413238525391,136708,-.1758174896240234,4454,14235362,-.3190631866455078,548075,156826,-3.270136833190918,690190,-.0378246307373047,1038518,-.4168777465820313,3554,-2.626111030578613,99274,.0033807754516602,20122,-.4596948623657227,183041,.1217489242553711,22083,matched (3),26073978,.819305,1843808,4486928
201207,293339,630,1296,30634430,07,0,0,0,0,0,1,0,0,0,0,0,307802,3434072,-.7820968627929688,626214,.2809543609619141,68079,-.1483488082885742,35980,.1672391891479492,1500923,.6482381820678711,1387158,.224700927734375,76116,1.511594772338867,41328,.7319765090942383,93222,-.325587272644043,16473,1.451574325561523,120904,.0535144805908203,7620691,.6336708068847656,564114,39663,.0272960662841797,1800481,41178,.1552963256835938,82020,186901,.9497547149658203,16726,1.198963165283203,4192,158674,.3296632766723633,1902091,-.0235271453857422,1303148,257092,-.1144943237304688,8005,.6261129379272461,70903,69973,-.0087223052978516,262796,314090,.2606296539306641,79506,2.198470115661621,1443655,.3617458343505859,280116,.3464670181274414,12506033,-.2071170806884766,864525,558680,.2084903717041016,202471,12387,-.0168905258178711,141848,.0369091033935547,6277,16622226,.1550121307373047,497428,562398,1.277072906494141,873737,.2358121871948242,1095868,.0537528991699219,70578,2.988644599914551,72855,-.309412956237793,26553,.2773294448852539,184553,.0082273483276367,50487,matched (3),27995060,.819305,1881308.4,4502468
201208,293339,631,1296,22200672,08,0,0,0,0,0,0,1,0,0,0,0,517440,5210847,.4169960021972656,325190,-.6552820205688477,155975,.8290271759033203,25385,-.3488054275512695,1007640,-.3984699249267578,507805,-1.004915237426758,41314,-.6110572814941406,26694,-.4371013641357422,9423,-2.291831016540527,34869,.7498750686645508,151570,.2260503768920898,2850,-7.891303062438965,471146,30387,-.2664041519165039,1720010,25760,-.469080924987793,68558,223014,.1766557693481445,11765,-.3518352508544922,2545,99127,-.4704504013061523,1637478,-.1497964859008789,1658475,603692,.8536300659179688,579,-2.626519203186035,25234,89149,.2421998977661133,44714,202343,-.4397144317626953,8673,-2.215617179870606,1236954,-.1545267105102539,241536,-.1481857299804688,15573123,.2193355560302734,858000,106154,-1.660685539245606,84551,41778,1.21572208404541,132937,-.0648813247680664,101,12787378,-.2622814178466797,287965,139202,-1.396284103393555,668486,-.2677640914916992,1174057,.0689182281494141,611,-4.749376773834229,89352,.2041130065917969,10023,-.9742603302001953,156753,-.1632661819458008,16194,matched (3),22491726,.819305,2642947.8,4870120
201209,293339,632,1296,29940618,09,0,0,0,0,0,0,0,1,0,0,0,517488,3568064,-.3787193298339844,681256,.739527702331543,120451,-.2584524154663086,24325,-.0426530838012695,1388871,.3208808898925781,831565,.4932117462158203,75479,.6026525497436523,45977,.5437021255493164,83892,2.18637752532959,9295,-1.322121620178223,98193,-.434112548828125,7868664,7.923324584960938,357559,21012,-.3689203262329102,1756941,56127,.7787942886352539,64404,272281,.1996002197265625,19755,.5182771682739258,4886,161458,.4878435134887695,2193147,.292180061340332,1115970,304918,-.6830215454101563,8216,2.652536392211914,65428,138230,.4386100769042969,283617,303575,.4056634902954102,14426,.5088167190551758,1300926,.0504245758056641,317098,.2721929550170898,13781204,-.1222419738769531,1298424,497509,1.544722557067871,45338,29890,-.3348455429077148,138069,.0378789901733398,2156,14285284,.1107711791992188,146195,76292,-.6013584136962891,1039808,.4417762756347656,901287,-.2643966674804688,9340,2.726964473724365,56323,-.4614810943603516,16732,.5124406814575195,175429,.1125631332397461,50154,matched (3),28112104,.819305,2014383.3,4559675
201210,293339,633,1296,20602840,10,0,0,0,0,0,0,0,0,1,0,0,163089,5318394,.3991479873657227,418035,-.488372802734375,22736,-1.667293548583984,24964,.0259294509887695,1011053,-.3174991607666016,1193452,.3612957000732422,46411,-.4863176345825195,28187,-.4892797470092773,44500,-.6340417861938477,1479,-1.838110446929932,65923,-.3984470367431641,7237287,-.0836420059204102,420735,24182,.1405143737792969,1512271,73718,.2726297378540039,62869,218755,-.2188825607299805,7458,-.9741191864013672,4417,199126,.2096929550170898,1228569,-.5794878005981445,902770,96294,-1.152636528015137,6067,-.3032188415527344,7330,54051,-.9389915466308594,60425,226837,-.2913961410522461,9682,-.3987636566162109,1035426,-.2282629013061523,138343,-.8294754028320313,16293631,.1674690246582031,886205,554916,.1092033386230469,53815,10620,-1.034785270690918,18519,-2.008956909179688,11521,13751471,-.0380840301513672,69398,91519,.1819791793823242,936634,-.1044988632202148,1017395,.1211767196655273,215,-3.77142333984375,92884,.500248908996582,15837,-.0549745559692383,167704,-.0450334548950195,41089,matched (3),21695618,.819305,1800046.6,4469123.5
