period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1602c344,Y1619c792,growth1619c792,Y1679c208,growth1679c208,Y1771c600,growth1771c600,Y2011c428,growth2011c428,Y2057c222,growth2057c222,Y2115c251,growth2115c251,Y2129c586,growth2129c586,Y2136c428,growth2136c428,Y2222c124,growth2222c124,Y2318c300,growth2318c300,Y2554c688,growth2554c688,Y259c124,growth259c124,Y2714c554,Y2740c428,growth2740c428,Y2933c344,Y3004c688,growth3004c688,Y3012c642,Y3070c752,growth3070c752,Y3182c352,growth3182c352,Y319c688,Y3258c620,growth3258c620,Y3371c484,growth3371c484,Y343c208,Y3478c484,growth3478c484,Y3539c352,growth3539c352,Y3760c233,Y3829c705,growth3829c705,Y3889c152,Y3916c300,growth3916c300,Y4321c807,growth4321c807,Y4329c222,growth4329c222,Y4373c268,growth4373c268,Y4380c251,growth4380c251,Y4384c218,Y4459c124,growth4459c124,Y446c152,Y4503c152,growth4503c152,Y452c372,growth452c372,Y4545c807,Y4581c268,growth4581c268,Y4625c233,Y5039c208,growth5039c208,Y621c757,growth621c757,Y644c246,growth644c246,Y652c352,growth652c352,Y685c757,growth685c757,Y740c620,growth740c620,Y873c440,growth873c440,Y961c300,_merge,x,r2,s,sf
201402,293339,649,1296,37002452,02,1,0,0,0,0,0,0,0,0,0,0,64378,5184345,-.0161609649658203,602269,.5689477920532227,110840,.4513406753540039,56275,1.672419548034668,627708,-.8386602401733398,1347680,.1904325485229492,350425,1.68988037109375,53409,.1086549758911133,117675,.023768424987793,102707,.0006723403930664,163163,.2390155792236328,7386068,.0550088882446289,1028826,22675,.3550701141357422,730681,16209,-.8595952987670898,60990,18628,-3.758870124816895,14490,1.475605010986328,14800,2269545,2.702033996582031,840778,-.4672403335571289,989186,1012964,-.382354736328125,2658,.5309667587280273,1276,85798,.4760971069335938,78050,330593,.5712718963623047,3460,.1303987503051758,1155675,-.1084432601928711,219631,1.006964683532715,15732672,.0516834259033203,1461182,650581,.0154762268066406,128081,6996,-.3332605361938477,353334,-.0728731155395508,892632,12004428,.0453681945800781,1177080,319459,.7733707427978516,511928,-.263667106628418,890069,.3732948303222656,44918,2.853180885314941,109498,.3352441787719727,18576,-.4573192596435547,143829,-.1882791519165039,22994,matched (3),35571988,.819305,3871728.8,5632333.5
201403,293339,650,1296,32154310,03,0,1,0,0,0,0,0,0,0,0,0,199288,4719005,-.0940456390380859,242172,-.9110555648803711,64496,-.5414838790893555,15294,-1.302789688110352,1594322,.93212890625,1270407,-.0590476989746094,124774,-1.032642364501953,46268,-.143528938293457,28958,-1.402080535888672,38473,-.9819240570068359,211290,.2584819793701172,6887731,-.0698537826538086,0,18626,-.1967048645019531,1123260,110803,1.922186851501465,39442,234459,2.532614707946777,4567,-1.15460205078125,13560,156384,-2.675020217895508,1188268,.3459243774414063,1111020,638569,-.4614057540893555,5711,.7648200988769531,102944,69402,-.2120800018310547,47569,285717,-.1458854675292969,18084,1.653759002685547,1307897,.1237354278564453,437698,.689579963684082,15492240,-.0154018402099609,563722,584085,-.1078195571899414,107491,4882,-.3597841262817383,417240,.1662473678588867,797065,17538172,.3791027069091797,1448551,114558,-1.025547981262207,937781,.6053333282470703,880788,-.0104827880859375,9467,-1.557026863098145,90237,-.1934671401977539,33365,.585637092590332,136554,-.0519046783447266,163297,matched (3),26777004,.819305,2259033,4672914
201404,293339,651,1296,43836880,04,0,0,1,0,0,0,0,0,0,0,0,389455,5294689,.1151065826416016,281900,.1519041061401367,20900,-1.12685489654541,39081,.938176155090332,1257959,-.2369585037231445,1303480,.025700569152832,49179,-.9310379028320313,12979,-1.271117210388184,93066,1.167462348937988,45265,.1625776290893555,438938,.7311258316040039,9580865,.3300266265869141,718304,22782,.2014122009277344,1220072,57387,-.6579360961914063,50740,97406,-.8783931732177734,14536,1.157772064208984,20102,370498,.8625335693359375,1216117,.0231657028198242,1595868,645071,.0101299285888672,8276,.3709659576416016,176965,95783,.322169303894043,2332,295206,.0326709747314453,3059,-1.776939392089844,823694,-.462376594543457,187350,-.8485507965087891,18350012,.1692924499511719,901681,637330,.0872411727905273,147747,11635,.8684635162353516,463770,.1057271957397461,971677,17510740,-.0015640258789063,1620886,218154,.6441202163696289,838697,-.1116676330566406,909169,.0317144393920898,214,-3.789591312408447,71636,-.2308416366577148,59944,.5859031677246094,167664,.2052421569824219,88743,matched (3),41672880,.819305,2390411.8,4737822.5
201405,293339,652,1296,25470560,05,0,0,0,1,0,0,0,0,0,0,0,304895,4921177,-.0731563568115234,730750,.9525184631347656,10559,-.682769775390625,32707,-.1780471801757813,1108812,-.1262016296386719,948850,-.3175420761108398,46213,-.0622053146362305,49656,1.34178638458252,53137,-.5604352951049805,14715,-1.123666763305664,379534,-.1454133987426758,5980590,-.4712495803833008,1266948,16013,-.352569580078125,1369170,34821,-.4995965957641602,48927,253342,.9558525085449219,14927,.0265426635742188,14748,306190,-.1906423568725586,1065124,-.1325712203979492,1324095,436139,-.3913993835449219,6752,-.203521728515625,105483,89584,-.0669078826904297,23687,327428,.1035947799682617,12422,1.40138053894043,1106460,.2951221466064453,139865,-.2923011779785156,16510971,-.1056060791015625,858150,535058,-.1749124526977539,80855,12579,.0780105590820313,224848,-.723963737487793,1412135,20963854,.1799850463867188,953680,1602765,1.994284629821777,776079,-.0775947570800781,1174975,.2564706802368164,46185,5.374434947967529,140861,.6761760711669922,15803,-1.333210945129395,195351,.1528358459472656,26448,matched (3),23586608,.819305,2065887.8,4582661.5
201406,293339,653,1296,23180320,06,0,0,0,0,1,0,0,0,0,0,0,239212,6275640,.2431278228759766,285857,-.9385795593261719,10259,-.0288238525390625,22345,-.3809871673583984,916233,-.1907730102539063,1221710,.2527561187744141,34520,-.291722297668457,28266,-.5634593963623047,114757,.7699432373046875,28831,.6725835800170898,633842,.5128555297851563,3126797,-.6485099792480469,709693,21433,.2915306091308594,1387727,12341,-1.037294387817383,32640,56215,-1.505556106567383,10897,-.3146839141845703,11595,141358,-.7729101181030273,1292948,.1938333511352539,1286067,436387,.0005693435668945,11247,.5102634429931641,452,78287,-.1347951889038086,108821,317353,-.0312528610229492,3468,-1.275890350341797,956564,-.145573616027832,332621,.8663263320922852,16410039,-.0061321258544922,1149221,509942,-.0480775833129883,147842,8535,-.3878536224365234,161364,-.3317623138427734,1152350,22164098,.0556735992431641,159489,163453,-2.282959938049316,849779,.0907220840454102,963060,-.1988859176635742,1355,-3.528853893280029,39602,-1.268894195556641,39150,.9071998596191406,194744,-.0031118392944336,54501,matched (3),22667352,.819305,1813903.3,4474722.5
201407,293339,654,1296,25500536,07,0,0,0,0,0,1,0,0,0,0,0,271580,7246394,.1438283920288086,286667,.0028295516967773,117965,2.442233085632324,4652,-1.569305419921875,1791379,.6704702377319336,1243931,.0180244445800781,138368,1.388378143310547,95784,1.22043514251709,117489,.0235280990600586,208281,1.977437019348145,270733,-.8506669998168945,7689246,.8998136520385742,700525,29106,.3060131072998047,1421964,47581,1.349506378173828,66784,308675,1.703104972839356,14664,.2969083786010742,14311,194065,.3168973922729492,1130837,-.1339664459228516,1436174,396056,-.0969743728637695,32721,1.067914962768555,26720,191726,.8956851959228516,49222,407329,.2496061325073242,4158,.1814556121826172,1290028,.2990713119506836,186929,-.5762748718261719,16501615,.0055656433105469,886306,591531,.1484165191650391,477117,19730,.8379650115966797,179933,.108922004699707,1361940,23246524,.0476818084716797,186281,183547,.1159448623657227,1024912,.1873855590820313,1091467,.1251621246337891,2277,.5190572738647461,99092,.9171695709228516,63774,.487945556640625,269796,.3259801864624023,99835,matched (3),27775778,.819305,2617081.3,4856131
201408,293339,655,1296,17059896,08,0,0,0,0,0,0,1,0,0,0,0,705133,4845405,-.4024734497070313,172950,-.5053186416625977,19733,-1.788095474243164,34595,2.006412506103516,902231,-.6858711242675781,781497,-.4648199081420898,36306,-1.337933540344238,23898,-1.388300895690918,84006,-.3354568481445313,113771,-.6047000885009766,67175,-1.393832206726074,5911654,-.2628974914550781,578185,12179,-.8712310791015625,1313281,45818,-.0377559661865234,35314,209134,-.3893136978149414,10629,-.3218097686767578,7458,101947,-.6437397003173828,2921736,.9492197036743164,1117116,575616,.3738851547241211,2543,-2.554672241210938,131943,46952,-1.406941413879395,381275,405621,-.0042018890380859,9864,.8638572692871094,1322349,.0247459411621094,425674,.8229446411132813,16011422,-.0301551818847656,753308,517979,-.1327791213989258,99469,10174,-.6623048782348633,204897,.1299228668212891,1398081,14624795,-.4634380340576172,139522,325768,.5737152099609375,699575,-.3818893432617188,926458,-.1639089584350586,49040,3.069777011871338,63880,-.4390430450439453,29470,-.77197265625,292334,.080230712890625,19800,matched (3),18925072,.819305,2549605.5,4820102
201409,293339,656,1296,15009369,09,0,0,0,0,0,0,0,1,0,0,0,310146,3656051,-.281646728515625,277646,.4733448028564453,82338,1.428540229797363,11853,-1.071128845214844,423450,-.756434440612793,855799,.0908241271972656,9469,-1.343959808349609,38668,.4812183380126953,49114,-.5367441177368164,20710,-1.703571319580078,197139,1.076608657836914,7162003,.191864013671875,495058,5665,-.765406608581543,1154021,44138,-.0373563766479492,287592,66374,-1.147669792175293,7307,-.3747529983520508,13750,94069,-.0804243087768555,982127,-1.090212821960449,1334135,460654,-.2227935791015625,2175,-.156315803527832,70873,74485,.4614725112915039,32711,270478,-.4052286148071289,6819,-.3691787719726563,1326329,.0030050277709961,249850,-.5328130722045898,14920610,-.0705604553222656,1158371,591244,.132293701171875,88255,15352,.4114103317260742,200558,-.0214042663574219,1374250,20811644,.3527946472167969,74478,34859,-2.234874725341797,819878,.1586828231811523,768043,-.1875228881835938,1727,-3.346250057220459,28269,-.8152399063110352,42207,.3592128753662109,260523,-.1152057647705078,34657,matched (3),16069535,.819305,1760247.5,4453242.5
201410,293339,657,1296,15983423,10,0,0,0,0,0,0,0,0,1,0,0,330779,4379568,.1805658340454102,323639,.1532812118530273,185837,.8140373229980469,7619,-.4419355392456055,1114107,.9673728942871094,1010583,.1662473678588867,21022,.7975454330444336,56060,.3714094161987305,51219,.041966438293457,83103,1.389464378356934,272651,.3242835998535156,7934296,.1024055480957031,603359,12963,.8277921676635742,1218234,47984,.0835466384887695,82891,183881,1.018983840942383,8229,.1188316345214844,15660,115084,.2016334533691406,1988240,.7052841186523438,1379256,605041,.272648811340332,3800,.5579719543457031,110797,81021,.0841102600097656,34774,219486,-.2089023590087891,3395,-.6974086761474609,1432960,.0773277282714844,363224,.3741598129272461,16889102,.1239261627197266,1028364,645364,.0875864028930664,104507,53066,1.240290641784668,184377,-.0841207504272461,2186244,21996592,.0553760528564453,66731,307462,2.177040100097656,1306462,.4659223556518555,836640,.0855474472045898,22780,2.57949686050415,110828,1.366213798522949,50952,.188298225402832,264583,.0154638290405273,77053,matched (3),17034804,.819305,2803194,4958910.5
201411,293339,658,1296,14940226,11,0,0,0,0,0,0,0,0,0,1,0,303803,3318972,-.2772951126098633,577677,.5793867111206055,88647,-.7402076721191406,7309,-.0415382385253906,1102095,-.0108404159545898,660949,-.4246063232421875,5706,-1.304050445556641,72439,.2563228607177734,81139,.4600534439086914,58275,-.3549079895019531,178416,-.4240751266479492,6381978,-.217717170715332,562836,6354,-.7130146026611328,1345839,89366,.6218729019165039,31196,371391,.7029657363891602,21020,.937809944152832,16834,80856,-.352992057800293,925812,-.7643337249755859,1198431,733759,.1928844451904297,9993,.9668846130371094,7548,68434,-.1688385009765625,74405,172737,-.2395181655883789,5305,.4463462829589844,1206465,-.1720476150512695,205020,-.5719127655029297,13941986,-.1917648315429688,980075,453995,-.3517284393310547,52837,37670,-.3426723480224609,136215,-.3027477264404297,1244419,12284046,-.5825862884521484,26976,262258,-.159022331237793,561081,-.8452129364013672,604236,-.3254289627075195,8936,-.9357948303222656,78480,-.3451356887817383,20165,-.9269351959228516,102018,-.9530057907104492,38794,matched (3),20783994,.819305,2202930.3,4646052
201412,293339,659,1296,16129689,12,0,0,0,0,0,0,0,0,0,0,1,252756,4110533,.213897705078125,162686,-1.267192840576172,37459,-.8614158630371094,7739,.0571660995483398,2231003,.7052383422851563,865932,.2701292037963867,47108,2.11092472076416,31958,-.8183221817016602,118670,.380183219909668,73072,.2262725830078125,203899,.1335067749023438,8108589,.2394466400146484,1064782,7553,.1728601455688477,1038780,46222,-.6592845916748047,30445,532700,.3607034683227539,39603,.6334304809570313,12322,53401,-.4148406982421875,1321801,.3560791015625,1035720,416297,-.5667810440063477,4885,-.7157163619995117,66195,80539,.1628713607788086,8516,653598,1.330721855163574,10604,.6925811767578125,1149464,-.0483989715576172,272867,.2858772277832031,17239668,.2123088836669922,744404,506673,.1097793579101563,203411,1991,-2.940227031707764,196605,.3669614791870117,703063,12053309,-.0189628601074219,113361,85589,-1.119771957397461,723793,.2546405792236328,651790,.0757579803466797,11460,.248774528503418,65020,-.1881494522094727,47947,.8661470413208008,201442,.6803522109985352,46247,matched (3),19718342,.819305,2321890.3,4703623
201501,293339,660,1296,21308552,01,0,0,0,0,0,0,0,0,0,0,0,300673,3969030,-.0350303649902344,133532,-.1974811553955078,60907,.4861011505126953,6822,-.1261205673217773,2293587,.0276660919189453,1178243,.3079738616943359,137636,1.072169303894043,33998,.0618791580200195,66214,-.5834550857543945,145084,.6858673095703125,24209,-2.130900382995606,6853372,-.1681833267211914,1238828,9031,.1787185668945313,1079306,25623,-.5899648666381836,39715,103510,-1.638290405273438,5835,-1.915030479431152,5072,92811,.5527353286743164,1878180,.3513088226318359,1196919,723962,.553339958190918,5298,.0811605453491211,925,70434,-.1340646743774414,80198,250897,-.9574499130249023,660,-2.77674674987793,1344147,.156463623046875,75187,-1.289006233215332,15221795,-.1244850158691406,875221,543310,.0698146820068359,257204,7337,1.304293155670166,387558,.6786689758300781,875519,11102010,-.0822124481201172,865990,241954,1.039190292358398,783859,.0797233581542969,468345,-.3305177688598633,52239,1.516966819763184,138050,.7529211044311523,14759,-1.178242683410645,121258,-.5075807571411133,56783,matched (3),26747568,.819305,2175305.5,4633017.5
201502,293339,661,1296,29369728,02,1,0,0,0,0,0,0,0,0,0,0,114762,5189818,.2681760787963867,414795,1.133442878723145,111231,.6022615432739258,14271,.7380771636962891,2092127,-.0919361114501953,913151,-.2548789978027344,248146,.5894050598144531,101500,1.093756675720215,75562,.1320619583129883,116861,-.2163276672363281,51447,.7538280487060547,7084651,.0331897735595703,1538104,11752,.2633600234985352,815808,30742,.1821393966674805,44273,252100,.8901576995849609,7891,.3018484115600586,8514,143022,.4324331283569336,560051,-1.210030555725098,1270545,736591,.0172939300537109,12329,.8446245193481445,97322,154920,.7882328033447266,309770,396816,.458430290222168,2245,1.224220752716065,1315777,-.021331787109375,92519,.2074356079101563,15581191,.0233364105224609,2201729,524362,-.0354986190795898,57964,5509,-.2865467071533203,334645,-.1467952728271484,777805,12201735,.094451904296875,1841252,469275,.6624422073364258,863960,.0972976684570313,586911,.2256679534912109,12329,-1.443875312805176,142650,.0327787399291992,32223,.780827522277832,127679,.0515985488891602,85229,matched (3),29213604,.819305,2180449,4635434.5
201503,293339,662,1296,20987396,03,0,1,0,0,0,0,0,0,0,0,0,47324,4699022,-.0993442535400391,199189,-.7335300445556641,26915,-1.418925285339356,9281,-.4302597045898438,1953197,-.0687141418457031,908306,-.0053195953369141,113933,-.778407096862793,44839,-.8169803619384766,43710,-.5473766326904297,69404,-.5210409164428711,49872,-.031092643737793,8730368,.2088766098022461,1093012,6019,-.6691017150878906,855778,21879,-.3401031494140625,25041,164194,-.428776741027832,7808,-.0105743408203125,7360,78224,-.6034212112426758,512548,-.0886335372924805,1074700,593403,-.2161598205566406,7090,-.5532684326171875,61892,78363,-.6815576553344727,45389,324676,-.2006444931030273,4529,.7017960548400879,1109351,-.1706523895263672,236107,.9368715286254883,14090044,-.1005954742431641,975099,509841,-.0280828475952148,114922,23244,1.439663887023926,474801,.3498258590698242,728133,13510784,.1019096374511719,1950551,111762,-1.434818267822266,557732,-.437647819519043,724050,.2099876403808594,482,-3.241765022277832,89932,-.4613409042358398,34115,.0570564270019531,131553,.0298900604248047,58349,matched (3),25184198,.819305,2164762.3,4628076.5
201504,293339,663,1296,23795996,04,0,0,1,0,0,0,0,0,0,0,0,381710,5220380,.1052160263061523,167499,-.1732769012451172,61644,.8286914825439453,9753,.0496053695678711,1513198,-.2552423477172852,812428,-.1115541458129883,6205,-2.910255432128906,14202,-1.14969539642334,102968,.8568410873413086,58535,-.1703195571899414,60525,.1935968399047852,7358208,-.1709909439086914,1187274,26917,1.497836112976074,1121202,19886,-.0955114364624023,57362,3328705,3.009289741516113,3557,-.7862310409545898,11294,131875,.52227783203125,982930,.6511430740356445,1722435,976790,.4983978271484375,8466,.177372932434082,146903,75198,-.0412273406982422,97979,314356,-.0323019027709961,9145,.7027053833007813,1966912,.5726900100708008,169781,-.3297758102416992,12999238,-.0805778503417969,292397,536582,.0511207580566406,326522,23715,.0200605392456055,277420,-.5373630523681641,918555,11099112,-.1966228485107422,1345051,1305137,2.45769214630127,1000416,.5842924118041992,552435,-.2705249786376953,41250,4.449461936950684,144494,.4741840362548828,22117,-.4333906173706055,152290,.1463775634765625,79256,matched (3),26552320,.819305,1869412.8,4497510.5
201505,293339,664,1296,23591454,05,0,0,0,1,0,0,0,0,0,0,0,236225,3552354,-.3849592208862305,515600,1.124354362487793,33325,-.6150674819946289,9740,-.0013341903686523,1129455,-.2924900054931641,771796,-.0513067245483398,48372,2.053565979003906,31627,.800628662109375,76918,-.2916784286499023,47216,-.2148914337158203,47249,-.2476253509521484,4798229,-.4275693893432617,875722,18915,-.3528022766113281,1087966,11830,-.5193767547607422,30239,402968,-2.111481666564941,11797,1.198927879333496,6728,43986,-1.097983360290527,395844,-.9095172882080078,1004457,633872,-.4324245452880859,2028,-1.429008483886719,99985,146152,.6645231246948242,79381,323175,.0276679992675781,4317,-.7506465911865234,1036298,-.6408100128173828,143060,-.1712455749511719,10670969,-.1973648071289063,671402,466688,-.1395587921142578,0,28046,.1677379608154297,204983,-.3026056289672852,1060416,10500013,-.0554885864257813,539442,25190,-3.947616577148438,915966,-.0881919860839844,520009,-.0604896545410156,3836,-2.37522029876709,80591,-.5838508605957031,31177,.3433341979980469,137415,-.1027812957763672,53949,matched (3),12353114,.819305,1706850,4432407
201506,293339,665,1296,16414721,06,0,0,0,0,1,0,0,0,0,0,0,143394,3088711,-.139857292175293,154997,-1.201925277709961,56840,.5339317321777344,3300,-1.082318305969238,1045928,-.0768299102783203,686245,-.1174860000610352,54494,.1191692352294922,8120,-1.359681129455566,69957,-.0948591232299805,34736,-.3069562911987305,39340,-.1831893920898438,3810039,-.2306079864501953,892579,15482,-.2002773284912109,1165108,1776,-1.896275043487549,45233,177634,-.8191318511962891,8760,-.2976493835449219,6587,70153,.4668073654174805,1000425,.927159309387207,767792,322984,-.6742439270019531,8832,1.471331596374512,62199,73037,-.6936807632446289,9432,397408,.2067689895629883,2520,-.5383014678955078,1275537,.2077121734619141,130577,-.0913009643554688,13926975,.2663021087646484,631741,506348,.0815629959106445,114251,1864,-2.711121082305908,164783,-.2182979583740234,1085454,8145442,-.2539186477661133,251946,15372,-.4938993453979492,888513,-.0304298400878906,584378,.1167020797729492,3035,-.2342195510864258,87662,.084101676940918,5712,-1.697111129760742,152992,.1073799133300781,41010,matched (3),13431600,.819305,1771374.6,4457652
201507,293339,666,1296,20009740,07,0,0,0,0,0,1,0,0,0,0,0,254994,3721618,.1864051818847656,130494,-.1720790863037109,24351,-.8476667404174805,8542,.9510726928710938,1050703,.0045547485351563,692808,.0095186233520508,45661,-.1768455505371094,110923,2.614505767822266,90862,.2614612579345703,102888,1.085864067077637,63130,.4729547500610352,6724445,.568110466003418,859054,40206,.9543380737304688,998932,15473,2.164732456207275,44006,195046,.093510627746582,6508,-.2971639633178711,12137,105841,.411259651184082,560719,-.5789604187011719,1543493,699506,.7727718353271484,4515,-.6709766387939453,57659,228391,1.140092849731445,36581,194553,-.7142581939697266,10986,1.472362518310547,1681988,.2766094207763672,136444,.0439510345458984,14140141,.0151901245117188,380495,602708,.1742086410522461,247166,46222,3.210731029510498,162824,-.0119590759277344,1163919,9221397,.1240682601928711,346824,195686,2.543964385986328,684916,-.2602529525756836,683102,.1560964584350586,37776,2.521463394165039,89544,.0212421417236328,45673,2.078937530517578,122588,-.2215566635131836,42903,matched (3),21160330,.819305,2725115.5,4915195.5
201508,293339,667,1296,19790696,08,0,0,0,0,0,0,1,0,0,0,0,169322,4218337,.1252822875976563,158981,.1974573135375977,133058,1.698211669921875,7410,-.1421651840209961,518867,-.7055673599243164,563945,-.2057962417602539,64444,.3445520401000977,22896,-1.577874183654785,69307,-.2707958221435547,7534,-2.614214897155762,45067,-.3370466232299805,6290612,-.0666913986206055,657703,94991,.8597660064697266,1155182,23086,.4001302719116211,50304,84148,-.8406591415405273,12678,.6668357849121094,6070,38002,-1.024299621582031,1351059,.8794240951538086,1069659,419974,-.5101814270019531,3456,-.2672929763793945,68,113401,-.700129508972168,46379,523824,.9904508590698242,6079,-.5917806625366211,1435528,-.1584444046020508,148500,.0846710205078125,12981123,-.0855216979980469,494911,504450,-.1779642105102539,34092,31454,-.3849296569824219,1887551,2.45036506652832,290009,9771185,.0579109191894531,170136,81143,-.8802986145019531,697091,.0176191329956055,535232,-.2439441680908203,3139,-2.487770080566406,105293,.1620159149169922,7822,-1.764566421508789,118562,-.0333929061889648,15482,matched (3),22250076,.819305,3074085.3,5116922.5
201509,293339,668,1296,7120144,09,0,0,0,0,0,0,0,1,0,0,0,118692,3488431,-.1899890899658203,133734,-.1729316711425781,96381,-.3224754333496094,11903,.4739599227905273,839365,.4809980392456055,636278,.1206789016723633,10691,-1.796394348144531,32186,.3405694961547852,67565,-.0254554748535156,22681,1.10210132598877,41698,-.0776968002319336,6389351,.0155744552612305,603369,27954,-1.223221778869629,1115857,11954,-.6581602096557617,29769,297226,1.261916160583496,1804,-1.949861526489258,5373,140469,1.307348251342773,551681,-.8956737518310547,1175841,268513,-.4472942352294922,3209,-.074152946472168,44688,57825,-.6735086441040039,60245,409227,-.2468852996826172,1581,-1.34678316116333,1215283,-.1665554046630859,142258,-.042943000793457,15014055,.1454906463623047,421980,448818,-.1168508529663086,7072,1713,-2.910279750823975,166997,-2.425059318542481,326263,6319814,-.4357471466064453,199168,4864,-2.814352035522461,1216123,.5565071105957031,423163,-.2349424362182617,1838,-.5352263450622559,86923,-.1917238235473633,33900,1.466474533081055,84467,-.3390750885009766,29878,matched (3),8776586,.819305,1875262.8,4499945
201510,293339,669,1296,10848503,10,0,0,0,0,0,0,0,0,1,0,0,410142,3257170,-.0685930252075195,168100,.2287063598632813,127139,.2769718170166016,8979,-.2819013595581055,789001,-.0618782043457031,833338,.2698040008544922,132321,2.515828132629395,34038,.0559463500976563,171538,.9317140579223633,60597,.9827184677124023,49611,.1737594604492188,6837060,.0677251815795898,674898,1820,-2.731723785400391,2049337,23592,.6798410415649414,80667,97447,-1.115183830261231,6011,1.203584671020508,6239,81840,-.5402212142944336,1173822,.7550506591796875,1413275,798740,1.090136528015137,5245,.4913158416748047,60358,129152,.8035688400268555,23068,189547,-.7696332931518555,5869,1.31162691116333,1077499,-.1203346252441406,218438,.4288597106933594,13628237,-.0968437194824219,321136,509545,.1269006729125977,34047,356,-1.571070671081543,204222,.2012319564819336,358798,6776164,.0697212219238281,146009,1351104,5.626815795898438,835110,-.375859260559082,791156,.625737190246582,41967,3.1282057762146,160606,.6139316558837891,26989,-.2279853820800781,54565,-.4369678497314453,35635,matched (3),13394737,.819305,2493575.5,4790700.5
201511,293339,670,1296,13626593,11,0,0,0,0,0,0,0,0,0,1,0,162103,2215540,-.3853626251220703,486515,1.062708854675293,136769,.0730123519897461,10599,.1658706665039063,1174832,.3981132507324219,585491,-.3529891967773438,79206,-.513178825378418,38404,.1206836700439453,35172,-1.584554672241211,24889,-.8898200988769531,222778,1.501963615417481,6210039,-.0961904525756836,459562,5179,1.045775413513184,999893,50064,.7523946762084961,175867,115266,.167933464050293,9010,.4047441482543945,14575,59132,-.3249931335449219,1418439,.1892919540405273,986893,924446,.1461591720581055,3886,-.2998943328857422,99659,83845,-.4320201873779297,346497,222264,.1592283248901367,17938,1.117237091064453,1719171,.4672002792358398,79460,-1.011248588562012,13865039,.0172271728515625,445717,437998,-.1513042449951172,5600,7761,3.081935405731201,136301,-.4043416976928711,289403,8042626,.1713447570800781,236602,47272,-3.352758407592773,668772,-.2221202850341797,527607,-.4051427841186523,409,-4.630923748016357,93649,-.5394001007080078,28766,.0637645721435547,53631,-.0172662734985352,52883,matched (3),14868087,.819305,2178507.3,4634521.5
201512,293339,671,1296,20542290,12,0,0,0,0,0,0,0,0,0,0,1,390827,2936585,.2817516326904297,126012,-1.35089111328125,138293,.0110807418823242,5100,-.7315187454223633,1363872,.1492023468017578,434328,-.2986507415771484,50313,-.4537887573242188,13245,-1.064541816711426,15819,-.7990379333496094,5027,-1.599602699279785,148403,-.4062442779541016,6856614,.0990467071533203,642710,7392,.3557863235473633,1231055,74753,.4008874893188477,89898,29999,-1.346078872680664,17373,.6565818786621094,19818,153415,.953373908996582,1052667,-.2982301712036133,1181371,731837,-.2336368560791016,6040,.4410238265991211,139037,86184,.0275144577026367,36969,322300,.371617317199707,6470,-1.019745826721191,1111249,-.4363584518432617,279527,1.257845878601074,15731147,.1262722015380859,572938,482816,.0974216461181641,56252,8471,.0875377655029297,134245,-.0151996612548828,339374,9896315,.2074069976806641,359937,22609,-.7375707626342773,1209519,.5925350189208984,730554,.3254508972167969,1307,1.161774635314941,123803,.2791376113891602,35870,.2207069396972656,58468,.0863523483276367,73612,matched (3),15928067,.819305,2018233,4561377
201601,293339,672,1296,29145426,01,0,0,0,0,0,0,0,0,0,0,0,331652,3780862,.2527046203613281,229690,.6003541946411133,121562,-.1289501190185547,7289,.3571252822875977,889059,-.4279193878173828,780451,.5860719680786133,194100,1.350110054016113,38296,1.061725616455078,73682,1.538546562194824,116786,3.145520210266113,195093,.2735443115234375,5828625,-.1624326705932617,1294237,5808,-.2411623001098633,1240747,43647,-.538055419921875,114236,585876,2.971944808959961,4875,-1.270796775817871,21924,153155,-.0016956329345703,1419121,.298710823059082,1292849,913618,.2218551635742188,7618,.2321100234985352,0,109109,.2358627319335938,33322,469656,.3765172958374023,12073,.6237955093383789,1456742,.2707185745239258,101475,-1.013286590576172,13289153,-.1686954498291016,630014,489966,.0146999359130859,88209,27571,1.180115699768066,221515,.500823974609375,358441,6429373,-.4312858581542969,0,198591,2.17289924621582,804097,-.4082584381103516,633475,-.142582893371582,4066,1.134925365447998,99193,-.2216243743896484,48313,.2977991104125977,45972,-.2404470443725586,23540,matched (3),25969762,.819305,1938298.8,4526577
