period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1036c484,growth1036c484,Y1085c752,growth1085c752,Y1574c124,growth1574c124,Y1603c36,Y1625c620,Y1753c428,growth1753c428,Y1760c620,growth1760c620,Y1800c703,growth1800c703,Y1816c124,growth1816c124,Y1835c757,growth1835c757,Y1973c372,growth1973c372,Y2171c826,growth2171c826,Y2195c616,growth2195c616,Y2369c124,growth2369c124,Y2425c348,growth2425c348,Y2738c352,growth2738c352,Y2758c792,growth2758c792,Y2766c124,growth2766c124,Y2819c208,growth2819c208,Y2850c251,growth2850c251,Y2899c705,growth2899c705,Y2927c440,growth2927c440,Y3007c124,growth3007c124,Y3142c442,Y3419c32,Y3422c757,growth3422c757,Y3501c600,growth3501c600,Y3588c352,growth3588c352,Y3628c124,growth3628c124,Y3762c152,growth3762c152,Y3949c208,growth3949c208,Y4174c757,growth4174c757,Y4266c203,Y4286c300,growth4286c300,Y4288c203,Y4292c703,growth4292c703,Y4352c705,growth4352c705,Y4375c428,growth4375c428,Y4471c616,growth4471c616,Y4604c352,growth4604c352,Y4611c218,Y4680c752,growth4680c752,Y4763c218,Y4989c826,growth4989c826,Y5006c208,growth5006c208,Y5028c32,Y575c600,growth575c600,Y577c554,Y665c352,growth665c352,Y712c152,growth712c152,_merge,x,r2,s,sf
201111,840390,622,3789,1285876,11,0,0,0,0,0,0,0,0,0,1,0,3627437,.1700239181518555,216096,-.1892309188842773,4719390,-.0251550674438477,103149,63283,99786,.48858642578125,2769889,.2363491058349609,417701,-.2891006469726563,1255121,.7951869964599609,470380,-.3282041549682617,190610,.8865575790405273,191269,.9988203048706055,410637,-.2360305786132813,1137338,-.1343660354614258,64025,.1282596588134766,21843,.5640087127685547,186710,-.8174304962158203,1780730,-.6376323699951172,1980518,.1183786392211914,836148,-.6316099166870117,1275344,-.2675790786743164,5888,-1.601902961730957,10616,-.5087699890136719,6480,34588,628388,-.1785545349121094,135940,.6440696716308594,4734099,-.0845041275024414,1028935,-.1428804397583008,95791,-.173924446105957,3878656,.1321029663085938,1830469,-.1191768646240234,875812,215120,.2733869552612305,116392,445572,-.2462863922119141,2942273,-.0930871963500977,174862,-.2670183181762695,1113443,.2571277618408203,380338,-.0099830627441406,1959609,6011056,.0707778930664063,958013,6418013,-.0724220275878906,427692,-.4490633010864258,429088,326990,-.4535140991210938,122109,462558,-.1634855270385742,660494,-.7513856887817383,matched (3),1480865.5,.79757988,232810.95,448575.25
201112,840390,623,3789,1355099,12,0,0,0,0,0,0,0,0,0,0,1,1466541,-.9056205749511719,99014,-.780461311340332,3710492,-.2405157089233398,185320,51750,80953,-.2091588973999023,2092390,-.2805004119873047,306583,-.3092775344848633,917027,-.3138504028320313,407518,-.1434564590454102,21635,-2.17591667175293,80212,-.8690080642700195,314801,-.2657690048217773,837000,-.3066225051879883,22997,-1.023909568786621,28914,.2804460525512695,512145,1.009051322937012,1057578,-.5210418701171875,753733,-.9660758972167969,568002,-.3866806030273438,1017373,-.2259922027587891,12898,.7841558456420898,117572,2.404688835144043,26951,121252,448613,-.3369970321655273,185605,.3114070892333984,4109089,-.1415901184082031,586539,-.5620403289794922,173433,.5936222076416016,3690924,-.0496120452880859,1701653,-.072972297668457,881187,236102,.0930671691894531,212525,526462,.1668195724487305,2389697,-.2080163955688477,125634,-.3306245803833008,871403,-.2451076507568359,284130,-.2916288375854492,1480033,5141405,-.1562738418579102,958801,5526665,-.1495237350463867,552147,.2554111480712891,1008672,428135,.2695083618164063,2174089,243602,-.6412363052368164,211108,-1.140618324279785,matched (3),1425200.5,.79757988,250881.14,458214.09
201201,840390,624,3789,1478872,01,0,0,0,0,0,0,0,0,0,0,0,3715296,.9295520782470703,432434,1.47416877746582,6505635,.5615043640136719,229634,39044,124091,.4271459579467773,2210801,.0550479888916016,391547,.2446174621582031,572979,-.4702882766723633,783450,.6536226272583008,149630,1.933853149414063,216113,.9911289215087891,519672,.5012578964233398,1138032,.3072319030761719,41528,.59100341796875,63733,.7903766632080078,163689,-1.140639305114746,654866,-.4793062210083008,2065794,1.008232116699219,571704,.0064964294433594,1786189,.5628604888916016,74,-5.160762310028076,125743,.0671892166137695,12453,205417,595006,.2824106216430664,241135,.2617359161376953,5185409,.2326469421386719,953101,.4854812622070313,163781,-.0572605133056641,3249802,-.1272830963134766,1222203,-.3309450149536133,1226620,92568,-.9363203048706055,147930,1156154,.7866754531860352,3287875,.3190746307373047,167600,.2882070541381836,891858,.0232019424438477,291548,.0257730484008789,1939419,6391782,.217686653137207,954607,7744973,.3374595642089844,598353,.0803661346435547,463205,393235,-.0850305557250977,1212229,309817,.2404460906982422,171194,-.2095727920532227,matched (3),1299413,.79757988,212639.45,438445.38
201202,840390,625,3789,825208,02,1,0,0,0,0,0,0,0,0,0,0,2841106,-.2682647705078125,476910,.0978975296020508,4460824,-.3773345947265625,129819,23986,56872,-.7802114486694336,2321353,.0487947463989258,474687,.1925497055053711,1393908,.8890180587768555,480244,-.4894132614135742,140522,-.0628023147583008,17291,-2.525615692138672,543349,.0445537567138672,436755,-.9576835632324219,38310,-.0806570053100586,26607,-.8735284805297852,242375,.39251708984375,479648,-.3113784790039063,1565973,-.2770071029663086,486061,-.1622867584228516,1087300,-.4963865280151367,34385,6.141310214996338,23808,-1.664218902587891,3795,445028,757643,.2416410446166992,134603,-.5830268859863281,3252705,-.4663610458374023,848385,-.1163864135742188,96271,-.5313634872436523,2556649,-.2398967742919922,1521511,.2190485000610352,972096,184131,.6877040863037109,154271,425731,-.9990463256835938,3180495,-.0332040786743164,167305,-.0017614364624023,851224,-.0466318130493164,307657,.0537805557250977,1986962,5308444,-.1857147216796875,850092,4152402,-.623356819152832,336617,-.5752353668212891,626127,300424,-.2692127227783203,641140,399403,.2539892196655273,368981,.7679481506347656,matched (3),515024.34,.79757988,202336.98,433542.47
201203,840390,626,3789,925676,03,0,1,0,0,0,0,0,0,0,0,0,3036635,.0665569305419922,397390,-.1824092864990234,5314681,.1751394271850586,161765,142243,118157,.7312107086181641,2499828,.0740718841552734,517877,.0870819091796875,1692880,.1943197250366211,627651,.2676906585693359,197487,.3403091430664063,50564,1.073054313659668,1788476,1.191367149353027,993658,.822021484375,135469,1.263031959533691,63206,.8652248382568359,294717,.1955299377441406,756499,.4556484222412109,1554233,-.0075254440307617,554138,.1310796737670898,1330755,.2020492553710938,18527,-.6183910369873047,154373,1.869350433349609,8541,316975,931499,.2065830230712891,154407,.1372623443603516,2873202,-.1240606307983398,550357,-.4327669143676758,88672,-.0822229385375977,4965913,.6639003753662109,1714577,.1194629669189453,1107736,250753,.3088207244873047,400994,873398,.7185831069946289,3784121,.1737766265869141,324175,.6614656448364258,946668,.1062736511230469,406086,.2775793075561523,2216027,6223070,.1589651107788086,1036206,6396311,.4320344924926758,620275,.6112174987792969,199526,412643,.317387580871582,1918270,597969,.4035682678222656,647895,.562983512878418,matched (3),789534.13,.79757988,130895.34,405157.25
201204,840390,627,3789,773268,04,0,0,1,0,0,0,0,0,0,0,0,1877534,-.4807910919189453,274112,-.3713817596435547,5090620,-.0430736541748047,250674,584,101909,-.1479339599609375,2081120,-.1833152770996094,454190,-.1312217712402344,1492503,-.1259765625,468787,-.2918357849121094,118755,-.5086097717285156,83935,.5068025588989258,270511,-1.888806343078613,713480,-.3312387466430664,65047,-.7336320877075195,33110,-.6465635299682617,149973,-.6755599975585938,295163,-.9411735534667969,1156203,-.2958402633666992,273375,-.7065696716308594,1194922,-.107666015625,4687,-1.374436378479004,81173,-.6427898406982422,6449,184794,693103,-.2956171035766602,162702,.0523281097412109,3453967,.1840963363647461,916662,.5101709365844727,47682,-.6203899383544922,3791275,-.2698945999145508,1409570,-.1958818435668945,729385,72681,-1.238388061523438,182768,513764,-.5306272506713867,3478425,-.0842342376708984,52287,-1.824536323547363,833032,-.1278762817382813,396428,-.0240707397460938,1641165,5577490,-.1095247268676758,589496,4578000,-.3344593048095703,469804,-.2778472900390625,602,502742,.1974945068359375,1520645,376610,-.4623289108276367,383746,-.523747444152832,matched (3),487708.88,.79757988,174576.98,421302.69
201205,840390,628,3789,863186,05,0,0,0,1,0,0,0,0,0,0,0,2660274,.3484697341918945,418916,.4241342544555664,7091149,.3314476013183594,131514,104501,145676,.357304573059082,3156870,.4166746139526367,867521,.6471242904663086,941703,-.4605197906494141,518794,.1013574600219727,139050,.1577701568603516,109955,.2700281143188477,547023,.7041778564453125,445784,-.4703207015991211,64290,-.0117063522338867,49252,.3971147537231445,161200,.0721902847290039,477660,.4813718795776367,1637069,.3477659225463867,859920,1.145995140075684,1517151,.2387533187866211,4035,-.1497859954833984,87190,.071507453918457,6689,332505,869269,.2264747619628906,216338,.2849216461181641,3329018,-.0368461608886719,1102761,.1848335266113281,99859,.7392053604125977,4868747,.2501335144042969,1424682,.0106639862060547,859050,108284,.3986778259277344,270462,544793,.0586423873901367,3859909,.1040639877319336,86741,.5061788558959961,826349,-.0080556869506836,440485,.105381965637207,2143424,6154668,.0984716415405273,839094,6159557,.2967424392700195,484805,.0314311981201172,89127,505341,.0051565170288086,2187400,716292,.6428775787353516,450916,.1612997055053711,matched (3),1202726.8,.79757988,175988.97,421889.72
201206,840390,629,3789,1543499,06,0,0,0,0,1,0,0,0,0,0,0,2952319,.1041622161865234,170554,-.8986186981201172,6694283,-.0575933456420898,144438,57213,140619,-.0353307723999023,2631010,-.1822137832641602,445418,-.6666269302368164,888171,-.0585260391235352,561211,.0785903930664063,141808,.0196409225463867,35013,-1.144351959228516,320528,-.5345211029052734,1386164,1.134461402893066,71022,.0995855331420898,65771,.2892284393310547,223209,.3254623413085938,1248829,.9610624313354492,1774771,.0807638168334961,1322921,.4307584762573242,1123290,-.300572395324707,5566,.3216695785522461,63836,-.311772346496582,7841,301673,668025,-.2633275985717773,51915,-1.427234649658203,3877688,.152562141418457,1268389,.1399307250976563,94086,-.0595502853393555,3551898,-.3153543472290039,1513893,.0607357025146484,737907,287309,.9758005142211914,461132,473720,-.1397895812988281,3304815,-.1552629470825195,109998,.2375354766845703,1075665,.2636775970458984,530375,.1857080459594727,2023254,6341601,.0299205780029297,1593591,6452373,.046442985534668,560626,.1453075408935547,307229,695466,.3193483352661133,387825,695230,-.0298452377319336,782392,.5510749816894531,matched (3),1595876,.79757988,234178.94,449286.75
201207,840390,630,3789,1980885,07,0,0,0,0,0,1,0,0,0,0,0,3704385,.2269258499145508,196814,.1432075500488281,6869806,.0258817672729492,156532,53895,120979,-.1504373550415039,2903998,.0987215042114258,401887,-.1028423309326172,924535,.0401268005371094,586575,.0442037582397461,128761,-.0965156555175781,90015,.9442577362060547,532260,.5071620941162109,757160,-.6047210693359375,42220,-.5200958251953125,60703,-.0801858901977539,180395,-.2129592895507813,9406490,2.019192695617676,1554651,-.132420539855957,2205568,.5111427307128906,1222258,.0844383239746094,29239,1.65882682800293,101334,.4621047973632813,33670,325762,761874,.1314554214477539,65710,.2356433868408203,4897273,.2334394454956055,818578,-.4379339218139648,95976,.0198888778686523,3594434,.0119047164916992,1606902,.0596237182617188,950217,189063,-.4184780120849609,227156,891585,.6323843002319336,3358442,.0160970687866211,568814,1.643091201782227,1137600,.0559816360473633,410815,-.2554407119750977,2692543,6376993,.0055656433105469,1112934,7968879,.2110958099365234,737163,.2737541198730469,311142,513032,-.3042440414428711,625955,756799,.0848550796508789,411546,-.6424350738525391,matched (3),1330510.8,.79757988,96557.875,395401.38
201208,840390,631,3789,955126,08,0,0,0,0,0,0,1,0,0,0,0,2926490,-.235713005065918,172372,-.1326045989990234,710519,-2.268895149230957,210709,26562,94909,-.2426977157592773,2379616,-.1991500854492188,396878,-.0125417709350586,514498,-.5860996246337891,439779,-.2880287170410156,69693,-.6138582229614258,35785,-.9224481582641602,259340,-.7189912796020508,144927,-1.65334415435791,9784,-1.462145805358887,21430,-1.041200637817383,184807,.0241632461547852,36912,-5.540617942810059,1158594,-.2940435409545898,1497288,-.3873300552368164,1010324,-.1904287338256836,586,-3.909938812255859,8927,-2.429341316223145,42309,228583,460213,-.5040912628173828,87585,.2873592376708984,3676410,-.2867422103881836,155844,-1.658713340759277,204659,.7572469711303711,3092548,-.1503915786743164,1387800,-.1465883255004883,880474,267071,.3454341888427734,96832,831019,-.070347785949707,2442850,-.3183116912841797,326269,-.5558309555053711,921772,-.2103776931762695,406409,-.0107831954956055,2414866,5701111,-.1120357513427734,1351702,7435422,-.0692882537841797,379229,-.664668083190918,570581,395390,-.2604656219482422,850256,509124,-.3964061737060547,661310,.4743013381958008,matched (3),1220545.1,.79757988,268015,467814.97
201209,840390,632,3789,1019506,09,0,0,0,0,0,0,0,1,0,0,0,1692877,-.5473747253417969,373979,.7745447158813477,2665799,1.322263717651367,193339,107156,140442,.3918752670288086,2072642,-.1381149291992188,452755,.1317224502563477,713271,.3266696929931641,451247,.0257425308227539,138418,.6861782073974609,94654,.9726991653442383,261710,.0090970993041992,1329200,2.216102600097656,91206,2.232372283935547,44314,.7265081405639648,313668,.5290231704711914,4421572,4.785714149475098,1243857,.071009635925293,1766653,.1654319763183594,1336079,.2794675827026367,469,-.2227168083190918,35413,1.377998352050781,4603,313023,666556,.3704347610473633,200549,.8284482955932617,3725818,.0133504867553711,1323499,2.139179229736328,205368,.0034589767456055,3507438,.1258907318115234,1725782,.2179603576660156,784959,94562,-1.03825855255127,166148,1689183,.7093477249145508,2762197,.1228609085083008,236818,-.3204307556152344,882754,-.0432519912719727,357039,-.1295146942138672,1964121,6773695,.1723861694335938,1047721,7367792,-.0091371536254883,398625,.0498809814453125,301143,466888,.1662168502807617,986828,569768,.1125383377075195,1112155,.5198326110839844,matched (3),1180447.5,.79757988,202154.59,433457.38
201210,840390,633,3789,1498042,10,0,0,0,0,0,0,0,0,1,0,0,2832439,.5147085189819336,486019,.2620477676391602,4424687,.5066957473754883,70292,288333,158818,.1229648590087891,2848165,.3178510665893555,404272,-.1132631301879883,803006,.1185007095336914,510867,.1240949630737305,232534,.5187578201293945,238025,.9221477508544922,449756,.5414676666259766,1286399,-.0327310562133789,93659,.0265398025512695,52180,.1633987426757813,648992,.7270851135253906,4897493,.1022281646728516,1397261,.1162967681884766,1184358,-.3998861312866211,1098187,-.1960783004760742,11408,3.191467761993408,20775,-.5333290100097656,15180,562849,633572,-.050750732421875,133640,-.4059085845947266,5271131,.3469581604003906,1122049,-.1651229858398438,243123,.1687631607055664,4955809,.3456745147705078,2034901,.1647672653198242,1063790,249892,.9717731475830078,226604,1572754,-.0714168548583984,3274266,.1700668334960938,656857,1.020174980163574,1173061,.2843255996704102,500943,.3386468887329102,2205782,6692923,-.0119962692260742,1248662,8657792,.161341667175293,493648,.213801383972168,814925,467493,.0012950897216797,1681689,590377,.0355319976806641,1860006,.5142803192138672,matched (3),1252940.1,.79757988,184876.58,425673.78
201211,840390,634,3789,1474230,11,0,0,0,0,0,0,0,0,0,1,0,2460399,-.1408147811889648,260986,-.6217803955078125,3397840,-.2640600204467773,143972,144164,114450,-.3276214599609375,2290826,-.2177619934082031,518794,.2494182586669922,1109770,.3235464096069336,329365,-.4389429092407227,259612,.1101522445678711,63559,-1.320406913757324,355854,-.2341842651367188,933196,-.3209867477416992,107730,.1399679183959961,13641,-1.341619491577148,370308,-.5610857009887695,1673697,-1.073688507080078,1814392,.2612361907958984,733659,-.478912353515625,797567,-.319849967956543,49084,1.45921802520752,65343,1.145899772644043,8351,522222,660754,.0420083999633789,70278,-.6426906585693359,4058161,-.2615146636962891,967418,-.1482810974121094,114465,-.7532978057861328,3812815,-.2621927261352539,1728699,-.1630783081054688,1064865,134912,-.6164064407348633,271800,1369821,-.138148307800293,2960678,-.1006755828857422,446284,-.3865108489990234,1094805,-.0690402984619141,432447,-.1470327377319336,1843245,5961364,-.1157512664794922,1331680,8599848,-.0067157745361328,403723,-.2010936737060547,540631,385933,-.1917200088500977,1093517,461504,-.2462711334228516,697924,-.980224609375,matched (3),2029229,.79757988,207500.55,435976.25
201212,840390,635,3789,1116979,12,0,0,0,0,0,0,0,0,0,0,1,2245026,-.0916061401367188,196881,-.2818679809570313,2727053,-.2199182510375977,76632,25281,91492,-.2238864898681641,2205275,-.0380611419677734,198901,-.9586992263793945,653097,-.5301828384399414,188715,-.5569286346435547,107548,-.881251335144043,25760,-.9031457901000977,189658,-.629298210144043,842682,-.102025032043457,54821,-.6755542755126953,15795,.1466140747070313,122222,-1.108495712280273,998257,-.5167789459228516,1589705,-.1322011947631836,709191,-.0339193344116211,576318,-.3249063491821289,6254,-2.060312271118164,152126,.8450593948364258,3021,804196,383276,-.5446271896362305,90320,.2508993148803711,5044341,.2175369262695313,951808,-.0162668228149414,88365,-.2587928771972656,3107504,-.2045478820800781,1235705,-.3357276916503906,881478,125383,-.0732498168945313,103006,1283308,-.0652389526367188,2160694,-.3149881362915039,202467,-.7903785705566406,810520,-.3006553649902344,218686,-.6818227767944336,1522818,5056205,-.1646833419799805,897574,5960326,-.3666191101074219,496939,.207737922668457,482979,338543,-.1310129165649414,775783,396789,-.1510858535766602,251358,-1.021232604980469,matched (3),781706.63,.79757988,218510.66,441322.69
201301,840390,636,3789,1839555,01,0,0,0,0,0,0,0,0,0,0,0,2535317,.1216020584106445,771629,1.365904808044434,5367241,.6770925521850586,152789,309432,65900,-.3281126022338867,1913378,-.1419811248779297,486197,.8938064575195313,843979,.2564020156860352,588149,1.13674259185791,219704,.7143440246582031,46043,.5807533264160156,238591,.2295284271240234,969964,.1406688690185547,57909,.0547990798950195,45514,1.058326721191406,169482,.3269071578979492,1682498,.5220232009887695,1761949,.1028718948364258,568049,-.2219171524047852,1181681,.7180337905883789,5840,-.0684900283813477,84808,-.5843191146850586,14464,550711,572082,.4005270004272461,367783,1.404134750366211,4546555,-.1038970947265625,722133,-.2761545181274414,267375,1.107175827026367,3906552,.2288351058959961,1701602,.3199291229248047,970199,167341,.288661003112793,197361,1582816,.2097644805908203,3467105,.4728899002075195,377021,.6217241287231445,819133,.0105705261230469,340169,.4418058395385742,2675855,6938186,.3164243698120117,1191840,7070296,.1707773208618164,378017,-.2735280990600586,344897,344589,.0177011489868164,1440471,463049,.1544284820556641,244895,-.0260486602783203,matched (3),1602462.5,.79757988,196372.7,430791.19
201302,840390,637,3789,983277,02,1,0,0,0,0,0,0,0,0,0,0,2099176,-.1887741088867188,874496,.1251440048217773,4235298,-.2368602752685547,64534,246089,53124,-.2155094146728516,1983423,.0359535217285156,624470,.2502899169921875,673081,-.226262092590332,285934,-.7212190628051758,131103,-.5162982940673828,182042,1.374661445617676,351644,.3878679275512695,737839,-.2735328674316406,43857,-.2779388427734375,27473,-.504817008972168,69021,-.8983354568481445,681718,-.9034185409545898,1099593,-.4714803695678711,435757,-.2651224136352539,987462,-.1795549392700195,3749,-.443242073059082,158534,.6255788803100586,6355,404672,564234,-.0138130187988281,82330,-1.496757507324219,4871458,.0690231323242188,635312,-.1280927658081055,124464,-.7646360397338867,3583966,-.0861845016479492,1572596,-.0788431167602539,879140,83332,-.6972007751464844,163834,938308,-.5228824615478516,2700029,-.2500572204589844,195248,-.6580305099487305,947926,.1460294723510742,363398,.0660562515258789,1656372,6644910,-.0431890487670898,956780,6442984,-.0929107666015625,564658,.4012813568115234,327476,207263,-.5083637237548828,1151480,317283,-.3780393600463867,435960,.57672119140625,matched (3),634752.69,.79757988,158422.81,414869.38
201303,840390,638,3789,1000648,03,0,1,0,0,0,0,0,0,0,0,0,2146253,.0221786499023438,314176,-1.02369499206543,4507902,.0623779296875,141672,172801,184889,1.247126579284668,2368130,.177276611328125,700716,.115199089050293,696356,.0339956283569336,392129,.3158292770385742,129468,-.0125494003295898,86932,-.7391109466552734,330836,-.0609960556030273,1114476,.4124135971069336,82902,.6367254257202148,42849,.4444789886474609,408337,1.777682304382324,348883,-.6698789596557617,1404377,.2446537017822266,245551,-.5735807418823242,1124158,.1296510696411133,2864,-.2692694664001465,67805,-.8493328094482422,7345,406342,573004,.0154237747192383,83799,.0176849365234375,4272247,-.1312532424926758,642830,.0117635726928711,146855,.1654291152954102,3493707,-.0255069732666016,1482931,-.0587072372436523,897312,86883,.0417289733886719,252262,1488545,.4614753723144531,3177154,.1627235412597656,215061,.0966510772705078,962827,.0155973434448242,375056,.0315761566162109,2555534,7178369,.0772209167480469,1089583,6821710,.0571184158325195,417104,-.3028850555419922,160759,511377,.9031181335449219,463089,468927,.3906536102294922,1589601,1.29368782043457,matched (3),999480.56,.79757988,243255.81,454083.94
201304,840390,639,3789,1324845,04,0,0,1,0,0,0,0,0,0,0,0,2727018,.2394847869873047,821807,.961552619934082,5032900,.1101646423339844,186807,42619,187956,.0164518356323242,2125764,-.1079692840576172,461452,-.417724609375,777110,.1097211837768555,500806,.2446279525756836,159464,.2083845138549805,164333,.6367683410644531,602975,.6002531051635742,1281686,.1397924423217773,92420,.1086835861206055,130996,1.117484092712402,131078,-1.136301040649414,416322,.176722526550293,1365687,-.0279369354248047,307620,.2253608703613281,1122208,-.0017356872558594,5962,.7331862449645996,238282,1.256818771362305,6659,513457,646188,.1201982498168945,87620,.0445890426635742,4827815,.1222543716430664,792954,.2098855972290039,168291,.1362495422363281,3674632,.0504894256591797,1614007,.0846996307373047,1090926,183788,.7492208480834961,207908,2116362,.3519001007080078,3747874,.1652030944824219,240011,.1097631454467773,836086,-.1411418914794922,533644,.3526535034179688,1559811,7503768,.0443325042724609,1341117,6258634,-.0861482620239258,429477,.0292329788208008,79207,230713,-.7959327697753906,150690,604875,.2545747756958008,2462351,.4376335144042969,matched (3),1378417.9,.79757988,179245.14,423258.38
201305,840390,640,3789,1427671,05,0,0,0,1,0,0,0,0,0,0,0,2186476,-.2209177017211914,493652,-.5096750259399414,5082386,.0097846984863281,209820,85102,203745,.0806617736816406,2667567,.2270355224609375,743444,.4769153594970703,1020058,.2720327377319336,447582,-.1123590469360352,132838,-.1826877593994141,4722,-3.549662590026856,746929,.2140941619873047,1725427,.297297477722168,68927,-.2932949066162109,71197,-.609715461730957,177122,.3010463714599609,746231,.5835762023925781,1796994,.2744579315185547,626213,.7108249664306641,1472194,.2714557647705078,25630,1.458357810974121,170871,-.3325462341308594,10569,47706,539403,-.1806278228759766,169208,.6581192016601563,5209077,.0760078430175781,769710,-.0297517776489258,119999,-.3382110595703125,3863781,.0501937866210938,1769802,.0921478271484375,1264665,321765,.5600385665893555,222872,1419331,-.3995132446289063,4020589,.0702390670776367,255643,.0630970001220703,931224,.1077680587768555,326894,-.4900922775268555,2488660,8370582,.109318733215332,1440829,7122440,.1292886734008789,790786,.6104593276977539,116809,664498,1.057857513427734,169606,472589,-.2467966079711914,404059,-1.807311058044434,matched (3),1175196.3,.79757988,205846.31,435191.38
201306,840390,641,3789,1103196,06,0,0,0,0,1,0,0,0,0,0,0,2121830,-.0300121307373047,539519,.0888471603393555,4573507,-.1055011749267578,73996,82563,117358,-.551640510559082,2501351,-.064335823059082,521208,-.3551445007324219,1873195,.6077861785888672,512068,.1345977783203125,111952,-.1710596084594727,86547,2.908454895019531,568075,-.273716926574707,1088012,-.4611225128173828,52086,-.2801523208618164,31996,-.799839973449707,121181,-.3795528411865234,1260707,.5243921279907227,1941751,.0774745941162109,1100648,.5639638900756836,1176792,-.2239618301391602,5385,-1.560146331787109,67777,-.9246854782104492,6180,274798,660175,.2020416259765625,52758,-1.165413856506348,4962639,-.0484647750854492,526920,-.3789653778076172,355931,1.087253570556641,3747799,-.0304775238037109,1471398,-.1846551895141602,1079176,122660,-.9644050598144531,368495,727462,-.6683788299560547,3433847,-.1577472686767578,230551,-.1033096313476563,808811,-.140934944152832,431562,.2777748107910156,2107302,8339562,-.0037126541137695,1080413,7068893,-.0075464248657227,474896,-.5099315643310547,169596,561648,-.168156623840332,130637,768774,.4865713119506836,306996,-.2747259140014648,matched (3),1490472.8,.79757988,230796.23,447532.94
201307,840390,642,3789,1784129,07,0,0,0,0,0,1,0,0,0,0,0,2845533,.2934722900390625,1218117,.8143835067749023,5472092,.1793813705444336,86756,69519,81171,-.3686704635620117,3587754,.3606948852539063,567321,.0847759246826172,732358,-.9391317367553711,594128,.1486377716064453,167444,.4025783538818359,165328,.6472444534301758,576323,.0144147872924805,960294,-.1248674392700195,83526,.4722623825073242,53082,.5062265396118164,248118,.716618537902832,8354180,1.89108943939209,1964524,.0116605758666992,2132367,.6613340377807617,1406008,.1779623031616211,6231,.1459197998046875,198725,1.075698852539063,7960,284389,990010,.4052104949951172,64723,.204401969909668,6042231,.1968355178833008,897438,.5324954986572266,396861,.1088485717773438,3915812,.043853759765625,1956653,.2850227355957031,1029855,319668,.9578666687011719,243683,938092,.2542858123779297,3769355,.0932226181030273,67583,-1.227115631103516,862297,.0640344619750977,443746,.0278415679931641,2722800,7658720,-.0851659774780273,1835579,5507787,-.2495412826538086,543631,.1351747512817383,238184,785246,.3351221084594727,428902,961487,.2236843109130859,1123158,1.297064781188965,matched (3),1839349,.79757988,260111.53,463332.31
201308,840390,643,3789,1169822,08,0,0,0,0,0,0,1,0,0,0,0,2416993,-.1632261276245117,462277,-.9688968658447266,5172071,-.0563879013061523,146727,0,70428,-.1419677734375,3616507,.0079822540283203,858636,.4144201278686523,1804235,.9016227722167969,465100,-.244842529296875,233669,.333256721496582,149104,-.1032876968383789,562835,-.023681640625,1337576,.3313751220703125,9307,-2.194391250610352,43058,-.20928955078125,111170,-.8028440475463867,5870538,-.3528156280517578,1650746,-.1740226745605469,1497255,-.3535995483398438,912974,-.4318027496337891,6348,.0186023712158203,60690,-1.186142921447754,3997,235815,702666,-.3428335189819336,126762,.6721944808959961,4844600,-.2209081649780273,779352,-.1410808563232422,155936,-.9341402053833008,3381153,-.1468057632446289,1543903,-.2369213104248047,1156936,263107,-.1947221755981445,179377,3635223,1.354578018188477,3039618,-.2151718139648438,565023,2.123509407043457,1167841,.3033123016357422,339464,-.2678842544555664,2608489,6664865,-.1389951705932617,1004115,8672698,.4540176391601563,451462,-.1857795715332031,237587,543693,-.3676128387451172,1254270,757768,-.2381038665771484,1002916,-.1132326126098633,matched (3),1533952.6,.79757988,167372.56,418368.72
201309,840390,644,3789,896090,09,0,0,0,0,0,0,0,1,0,0,0,2628649,.0839452743530273,245820,-.6315650939941406,4245364,-.1974458694458008,103068,0,82933,.1634426116943359,3665437,.0134391784667969,803803,-.0659904479980469,1027648,-.5628643035888672,375166,-.2148838043212891,95122,-.8987455368041992,95755,-.4428510665893555,702265,.2213239669799805,1062633,-.2301092147827148,81373,2.168276786804199,22574,-.6457490921020508,138270,.2181482315063477,3378165,-.5526132583618164,1064076,-.4391202926635742,1382065,-.0800542831420898,1318134,.3672647476196289,11464,.5910720825195313,16156,-1.323488235473633,5043,185507,687086,-.0224218368530273,95579,-.2823581695556641,6515718,.2963523864746094,956828,.2051601409912109,237488,.4206714630126953,3554319,.0499467849731445,1806813,.1572504043579102,1079327,137244,-.6508007049560547,170261,1815168,-.6944923400878906,3472247,.1330699920654297,202098,-1.02811336517334,981839,-.1734838485717773,404227,.1746082305908203,2614322,5821850,-.1352319717407227,1501520,7474354,-.1487026214599609,567450,.2286615371704102,359645,355154,-.4258327484130859,2044586,459028,-.5012664794921875,625084,-.4727811813354492,matched (3),929126.63,.79757988,184911.53,425688.97
