period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1101c381,Y1626c600,growth1626c600,Y1666c124,growth1666c124,Y1696c348,growth1696c348,Y1723c348,growth1723c348,Y1745c36,Y1890c620,growth1890c620,Y1956c826,growth1956c826,Y199c807,growth199c807,Y2057c757,growth2057c757,Y2100c251,growth2100c251,Y2118c348,growth2118c348,Y2120c442,Y2124c705,growth2124c705,Y2146c246,growth2146c246,Y2217c251,growth2217c251,Y2223c757,growth2223c757,Y2408c251,growth2408c251,Y2419c208,growth2419c208,Y2420c381,Y2563c703,growth2563c703,Y2754c705,growth2754c705,Y2864c208,growth2864c208,Y2c381,Y3015c826,growth3015c826,Y3157c757,growth3157c757,Y3158c251,growth3158c251,Y3208c381,Y3263c251,growth3263c251,Y3277c251,growth3277c251,Y3348c826,growth3348c826,Y3415c381,Y3474c300,growth3474c300,Y3550c757,growth3550c757,Y3577c642,Y3595c124,growth3595c124,Y3811c620,growth3811c620,Y3823c620,growth3823c620,Y3876c442,Y3902c586,growth3902c586,Y3903c484,growth3903c484,Y4190c124,growth4190c124,Y4466c381,Y4480c826,growth4480c826,Y4541c757,growth4541c757,Y4604c620,growth4604c620,Y4919c752,growth4919c752,Y539c381,Y661c792,growth661c792,Y976c246,growth976c246,_merge,x,r2,s,sf
201011,841191,610,3823,16548851,11,0,0,0,0,0,0,0,0,0,1,0,631875,29171,-1.271283149719238,719207,.1975240707397461,2844154,-.1183433532714844,97104,-.2646026611328125,399633,2264901,-.0215749740600586,13490808,-.0899639129638672,207294,-.489741325378418,3518104,.0688619613647461,4349081,-.0940160751342773,1051,-1.576749801635742,818998,7345,-.4234104156494141,289019,-.0143594741821289,2246495,-.0637550354003906,229317,.8530597686767578,5827138,.176386833190918,69292,-.3710317611694336,915938,168840,.0250320434570313,482530,-.0495166778564453,4209869,-.000762939453125,5999665,3879930,.3082551956176758,1896004,.1524105072021484,8805357,-.0010595321655273,22393966,35208620,-.0619544982910156,2483549,-.1475038528442383,5880223,-.2321681976318359,2473705,245178,.4967098236083984,1126513,.0044965744018555,1196479,82546,.6356639862060547,10005018,.2406911849975586,8453861,.1497383117675781,785396,184998,-.4614477157592773,558641,.228266716003418,12589301,-.0254554748535156,29440192,40222864,-.022369384765625,1167018,.1169919967651367,16065392,-.0485401153564453,182043,.1849985122680664,52398080,525963,-.3267717361450195,5898,-3.621552467346191,matched (3),18507686,.86831218,1615278.8,2626121
201012,841191,611,3823,14906233,12,0,0,0,0,0,0,0,0,0,0,1,291389,59441,.7118091583251953,419512,-.539057731628418,2420426,-.1613216400146484,79840,-.1957578659057617,538881,2348975,.0364484786987305,8115577,-.5082225799560547,145752,-.3522319793701172,2506874,-.3388862609863281,2351346,-.6149759292602539,3582,1.226179122924805,875118,7893,.0719566345214844,246247,-.1601572036743164,3205301,.3554344177246094,109149,-.7423906326293945,3317130,-.5634260177612305,84096,.193629264831543,554120,127347,-.2820358276367188,369939,-.2657051086425781,4039164,-.0413942337036133,4877256,3487027,-.1067676544189453,1405659,-.2992429733276367,7707773,-.1331310272216797,19136832,25942788,-.3053989410400391,890319,-1.025863647460938,4209973,-.3341379165649414,1213472,101769,-.8792791366577148,572682,-.6765518188476563,1130155,21907,-1.326549530029297,6457903,-.4377822875976563,4138034,-.7144031524658203,349193,265415,.3609495162963867,316589,-.5679025650024414,14117268,.1145515441894531,24501044,39146404,-.0271282196044922,924019,-.2334737777709961,14738618,-.0861968994140625,137737,-.2788972854614258,34756420,345998,-.418797492980957,99416,2.824700355529785,matched (3),17257496,.86831218,1508015.5,2561542
201101,841191,612,3823,20889568,01,0,0,0,0,0,0,0,0,0,0,0,722175,66380,.1104116439819336,698608,.5099983215332031,1917213,-.2330713272094727,110193,.3222084045410156,339389,3242525,.3223733901977539,14156827,.5564117431640625,189917,.2646808624267578,4777064,.6447896957397461,2827270,.1843233108520508,347,-2.334352016448975,1101706,9064,.1383342742919922,282377,.1369085311889648,3609110,.1186552047729492,53460,-.713780403137207,3821842,.1416330337524414,164128,.6686878204345703,1024765,204942,.4758110046386719,400224,.0786857604980469,6197610,.428126335144043,4712005,1762868,-.6821069717407227,1519939,.0781641006469727,8807780,.1334066390991211,19465280,38292432,.3893585205078125,2483490,1.025840759277344,6692327,.463505744934082,2167433,151770,.3996610641479492,762319,.2860345840454102,571808,149821,1.922635078430176,8881562,.3186731338500977,7079230,.5369443893432617,531728,267950,.0095062255859375,682923,.7687778472900391,13282873,-.0609245300292969,35079164,45486988,.1501178741455078,1115946,.1887245178222656,17632608,.1792793273925781,235924,.5381641387939453,66419268,468720,.3035726547241211,331248,1.203554153442383,matched (3),21346800,.86831218,1405283.9,2502440.8
201102,841191,613,3823,16168658,02,1,0,0,0,0,0,0,0,0,0,0,513871,11226,-1.777163505554199,487093,-.3606348037719727,2542031,.2820911407470703,124001,.1180562973022461,432173,2546147,-.2417716979980469,15064548,.0621471405029297,150755,-.230931282043457,2729397,-.5597448348999023,2544542,-.1053609848022461,2416,1.940543651580811,931039,1263,-1.970821380615234,228825,-.2102861404418945,2984504,-.1900272369384766,46637,-.1365394592285156,4044990,.0567464828491211,68109,-.8795375823974609,1792005,196095,-.0441274642944336,344735,-.1492481231689453,4885168,-.2379598617553711,4241891,2013353,.1328592300415039,1513433,-.0042896270751953,7977458,-.0990161895751953,12886908,41492184,.0802536010742188,3606776,.3731489181518555,7965031,.1740989685058594,1666161,191564,.2328557968139648,960626,.2312192916870117,559903,30527,-1.590829849243164,7691550,-.143855094909668,4719958,-.405364990234375,955621,113599,-.8581256866455078,215469,-1.153565406799316,11961361,-.1047935485839844,26532318,44767456,-.0159435272216797,1178622,.0546436309814453,16579255,-.0615978240966797,355980,.4113645553588867,29843880,677200,.3679609298706055,147000,-.8124351501464844,matched (3),19252072,.86831218,1952489.5,2845980
201103,841191,614,3823,16541833,03,0,1,0,0,0,0,0,0,0,0,0,1208464,53964,1.570084571838379,781703,.4730195999145508,2569334,.0106830596923828,125221,.009791374206543,317930,2768575,.0837516784667969,13632535,-.0998859405517578,160543,.0629053115844727,3518253,.2538833618164063,4121572,.4822835922241211,3024,.2244672775268555,853225,2553,.7037796974182129,337054,.3872861862182617,4394328,.3868808746337891,158242,1.221731185913086,4843780,.1802158355712891,74209,.0857763290405273,1208044,280120,.3566188812255859,724274,.7423934936523438,5410446,.1021280288696289,5020027,3131816,.4418115615844727,1688918,.1097078323364258,9480893,.1726589202880859,16214762,43588520,.0492877960205078,2759427,-.2677907943725586,7961315,-.0004673004150391,2168627,446596,.8464326858520508,1118008,.1517190933227539,960111,1363466,3.799174308776856,10371610,.2989501953125,5430832,.1402921676635742,491491,490828,1.463418960571289,496102,.8339653015136719,14722727,.2077121734619141,33659056,43537560,-.0278587341308594,1415200,.1829252243041992,19447082,.1595439910888672,214661,-.5058145523071289,59928724,725162,.0684280395507813,208081,.3474950790405273,matched (3),23236062,.86831218,2177115.5,3004533
201104,841191,615,3823,18651444,04,0,0,1,0,0,0,0,0,0,0,0,1408109,117750,.7802467346191406,882372,.1211385726928711,2773369,.076416015625,161418,.2539167404174805,518409,2781547,.0046749114990234,14184397,.0396842956542969,282217,.5641145706176758,3340138,-.0519523620605469,3898690,-.0555934906005859,18876,1.831311225891113,1023779,729,-1.253350734710693,365989,.0823602676391602,5618082,.2456760406494141,31645,-1.609545707702637,5466167,.1208829879760742,68108,-.0857906341552734,1459061,229296,-.2002048492431641,444759,-.4876365661621094,5174742,-.0445423126220703,4468557,2254968,-.3284778594970703,2167596,.2495307922363281,8557622,-.1024560928344727,16109184,41343520,-.0528774261474609,2036279,-.3038997650146484,8650118,.0829792022705078,1489259,182836,-.8930654525756836,1094700,-.0210685729980469,973940,1554750,.1312847137451172,8524235,-.1961593627929688,3191324,-.5316562652587891,594505,329929,-.397216796875,600316,.190673828125,12018112,-.2029781341552734,31504284,44101152,.0128631591796875,1689811,.1773452758789063,15582766,-.2215309143066406,218406,.0172958374023438,67643080,843449,.1511049270629883,471560,.8181190490722656,matched (3),14313914,.86831218,1323399.4,2457391.5
201105,841191,616,3823,16300360,05,0,0,0,1,0,0,0,0,0,0,0,853702,144777,.2066307067871094,866413,-.0182514190673828,2813527,.0143766403198242,135557,-.1746053695678711,384654,2574236,-.0774545669555664,16827276,.1708583831787109,107915,-.9613323211669922,3885843,.1513280868530273,3569450,-.0882291793823242,36888,.6699943542480469,1040840,5747,2.064759254455566,270540,-.3021841049194336,3805555,-.3895282745361328,48606,.4291667938232422,4694854,-.1521110534667969,50375,-.3015995025634766,1447496,208859,-.0933542251586914,450984,.0138988494873047,4467085,-.1470537185668945,4254208,3001796,.2860755920410156,2091251,-.0358562469482422,9326421,.0860300064086914,18622640,62188068,.4082469940185547,2402020,.1651859283447266,7464466,-.1474189758300781,2586187,323182,.5696268081665039,1167704,.0645589828491211,935311,1691538,.0843229293823242,10088769,.1685104370117188,3996657,.2250223159790039,581885,323233,-.0205039978027344,510486,-.1620922088623047,11056662,-.0833816528320313,33324156,46544344,.0539188385009766,1589808,-.0610027313232422,19188446,.2081432342529297,530750,.887934684753418,72120640,699333,-.187373161315918,264729,-.5773401260375977,matched (3),17877582,.86831218,1632085.6,2636492
201106,841191,617,3823,15635247,06,0,0,0,0,1,0,0,0,0,0,0,1047000,108182,-.2913799285888672,780450,-.1044912338256836,3379756,.1833639144897461,87019,-.4432659149169922,586342,2299667,-.1127891540527344,15548953,-.0790081024169922,50248,-.7643728256225586,3637234,-.0661163330078125,3069061,-.1510400772094727,12992,-1.043552398681641,1006095,6759,.1621971130371094,264797,-.0214557647705078,6018803,.4584264755249023,25212,-.6564264297485352,4118853,-.1308927536010742,93637,.6199302673339844,1223109,165476,-.2328329086303711,340946,-.2797079086303711,6306131,.3447866439819336,5508690,2259865,-.2839059829711914,1558587,-.2939834594726563,10764454,.1433963775634766,17419076,46209780,-.2969703674316406,2178127,-.097844123840332,8465007,.1257867813110352,2202314,102169,-1.15158748626709,1081706,-.0764999389648438,834243,1195582,-.3470048904418945,8129796,-.2158880233764648,7896478,.6809587478637695,1008527,183964,-.5636329650878906,513678,.0062332153320313,14100193,.2431545257568359,30547062,41484336,-.1150894165039063,1245076,-.2444171905517578,17671604,-.0823497772216797,312507,-.5296640396118164,71029632,630354,-.1038446426391602,309846,.1573686599731445,matched (3),17609274,.86831218,1659089.3,2653293
201107,841191,618,3823,19795468,07,0,0,0,0,0,1,0,0,0,0,0,1089998,135065,.2219419479370117,500626,-.4440116882324219,3646920,.0760793685913086,118434,.3082294464111328,630527,2246355,-.0234546661376953,16351105,.0503025054931641,316195,1.839387893676758,2980903,-.1989974975585938,2478798,-.213597297668457,23764,.6038379669189453,828567,7637,.1221294403076172,364203,.3187475204467773,4601039,-.2686061859130859,82283,1.182844161987305,4199892,.0194845199584961,110603,.1665220260620117,1064636,242459,.3820066452026367,488746,.3601188659667969,7857068,.2198915481567383,3953581,2694346,.1758508682250977,2610824,.5158863067626953,9203846,-.1566276550292969,21241792,55846000,.1894054412841797,3651256,.5166053771972656,5915020,-.3584461212158203,2094126,249363,.8922815322875977,1832262,.5270118713378906,1136765,1491753,.2213191986083984,8308149,.0217018127441406,8824959,.1111669540405273,891628,1004424,1.697428703308106,545695,.0604629516601563,13624448,-.0343227386474609,27908172,49458428,.1758155822753906,968521,-.2511816024780273,18085560,.0231552124023438,299444,-.042698860168457,71175248,321753,-.6724977493286133,374316,.1890249252319336,matched (3),15380275,.86831218,1846393.3,2774266.5
201108,841191,619,3823,18855464,08,0,0,0,0,0,0,1,0,0,0,0,578324,57080,-.861302375793457,1131879,.8157749176025391,2788351,-.2684326171875,139199,.1615486145019531,491004,918690,-.8941154479980469,13546611,-.1881599426269531,164524,-.6533021926879883,2452716,-.1950302124023438,2385657,-.038299560546875,10686,-.7992372512817383,948919,2307,-1.197056293487549,448577,.208369255065918,4395412,-.0457210540771484,51805,-.4626779556274414,2320683,-.5931968688964844,21142,-1.654685974121094,725885,241278,-.0048828125,505398,.033503532409668,6842615,-.1382436752319336,5236027,2995578,.1059818267822266,1302629,-.6952810287475586,7549036,-.1982011795043945,17784660,34516488,-.4811611175537109,1649488,-.7946062088012695,5103986,-.1474723815917969,1026772,207486,-.1838464736938477,1150607,-.4652614593505859,946346,1480270,-.0077276229858398,6926574,-.1818723678588867,4254977,-.7294940948486328,739511,435835,-.8349056243896484,402395,-.3046255111694336,7329312,-.6199836730957031,24662258,44330580,-.1094570159912109,981046,.0128488540649414,15487367,-.15509033203125,336472,.1165876388549805,57283188,657755,.7150478363037109,13511,-3.321596145629883,matched (3),16727398,.86831218,1335770.8,2464076
201109,841191,620,3823,20468068,09,0,0,0,0,0,0,0,1,0,0,0,1461259,88566,.4392938613891602,759627,-.3988065719604492,2777684,-.0038328170776367,192518,.3242855072021484,704623,1875441,.7136497497558594,13812352,.0194282531738281,105927,-.4403066635131836,2990675,.19830322265625,3542167,.395263671875,53290,1.606814384460449,984517,7687,1.203582286834717,447608,-.0021629333496094,5477830,.2201471328735352,61592,.1730451583862305,4475883,.6568412780761719,136626,1.865985870361328,1125739,255602,.0576715469360352,535105,.0571165084838867,8024977,.159388542175293,5681585,2777776,-.0754871368408203,1955445,.4062337875366211,9777540,.2586679458618164,27682284,35707288,.0339183807373047,2515187,.4218826293945313,8961347,.5628976821899414,2028500,248356,.1798000335693359,1409613,.2030258178710938,1398665,1938603,.2697429656982422,9323127,.2971324920654297,5323971,.2241296768188477,837255,993124,.8235921859741211,446473,.1039447784423828,8320714,.126866340637207,27396392,45628224,.0288524627685547,1567276,.468475341796875,17011788,.0938835144042969,249223,-.3001670837402344,65904296,898189,.3115482330322266,97092,1.972155570983887,matched (3),21153810,.86831218,1267161.4,2427567.5
201110,841191,621,3823,18074222,10,0,0,0,0,0,0,0,0,1,0,0,868933,84007,-.0528478622436523,825236,.0828418731689453,2530155,-.0933361053466797,205727,.0663604736328125,293806,2530049,.2993955612182617,12735637,-.0811595916748047,303515,1.052680969238281,2281550,-.2706441879272461,4007511,.1234321594238281,10951,-1.582318305969238,809504,5890,-.2662744522094727,402436,-.1063814163208008,2873216,-.6452770233154297,23021,-.9841251373291016,4293925,-.0415019989013672,73615,-.6183986663818359,998770,188485,-.3046035766601563,421959,-.2375545501708984,7165812,-.1132373809814453,4987051,4010165,.3671817779541016,1617348,-.1898307800292969,6783319,-.3656215667724609,25026526,35390468,-.0089130401611328,2471123,-.017674446105957,6640354,-.2997550964355469,1461731,223120,-.1071538925170898,1359275,-.0363636016845703,1314501,1605662,-.1884317398071289,8171233,-.1318778991699219,7372416,.325526237487793,1072618,402017,-.9043617248535156,444844,-.0036554336547852,11083635,.2867212295532227,25908466,45534956,-.0020465850830078,965692,-.4842491149902344,16395438,-.0369033813476563,173175,-.3640460968017578,54770672,523642,-.5395717620849609,23725,-1.409130096435547,matched (3),16398988,.86831218,1204091.8,2395250.3
