period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1112c757,growth1112c757,Y1232c484,growth1232c484,Y1439c826,growth1439c826,Y1447c440,growth1447c440,Y1627c428,growth1627c428,Y1651c372,growth1651c372,Y1680c616,growth1680c616,Y1682c484,growth1682c484,Y1725c440,growth1725c440,Y1756c251,growth1756c251,Y191c642,Y1956c208,growth1956c208,Y1998c752,growth1998c752,Y2081c124,growth2081c124,Y2105c300,growth2105c300,Y2128c191,growth2128c191,Y2206c191,growth2206c191,Y2337c36,Y2361c152,growth2361c152,Y2425c484,growth2425c484,Y2560c586,growth2560c586,Y2636c807,growth2636c807,Y2925c222,growth2925c222,Y3117c703,growth3117c703,Y3131c191,growth3131c191,Y3176c251,growth3176c251,Y3218c381,Y3312c208,growth3312c208,Y3546c372,growth3546c372,Y3574c381,Y3752c428,growth3752c428,Y3754c124,growth3754c124,Y3828c554,Y3833c620,growth3833c620,Y4022c826,growth4022c826,Y4027c688,growth4027c688,Y4039c218,Y4138c68,growth4138c68,Y4318c203,Y4447c381,Y4614c36,Y4992c376,Y5014c348,growth5014c348,Y57c484,Y665c705,growth665c705,Y666c381,Y711c344,Y752c348,growth752c348,Y767c233,Y885c300,growth885c300,_merge,x,r2,s,sf
201011,841290,610,3831,10751036,11,0,0,0,0,0,0,0,0,0,1,0,4180,-5.234859466552734,98918,-.2062320709228516,246092,-.1519880294799805,1003618,.1826915740966797,90248,-.3538732528686523,3123362,-.42193603515625,21794832,-.1958141326904297,22323806,.0805835723876953,1009230,-.084223747253418,1993767,-.0668563842773438,1190976,1330775,-.0551471710205078,2664705,.2733230590820313,1598758,.3797016143798828,2945082,-.1372051239013672,519376,-.0352458953857422,51359,.7351188659667969,10153,436896,.8197965621948242,62820,1.536177635192871,305,-.2145824432373047,325136,.4366359710693359,101648,.2645635604858398,1015350,-.0762567520141602,345372,-.0424671173095703,7067936,-.0537919998168945,20858972,433119,1.53291130065918,81931,.0934553146362305,406509,17840,-1.050774574279785,7634664,.0132675170898438,317424,35336,-.3223361968994141,2413711,.1183042526245117,67584,.3014078140258789,2208195,1240,-2.240537643432617,1209272,12559865,52887388,207000,104109,.1513900756835938,20686652,2900415,.1837224960327148,14759992,4713341,282056,-.3387355804443359,227483,28632,.0020980834960938,matched (3),30139710,.90652418,4304575,8484902
201012,841290,611,3831,11531244,12,0,0,0,0,0,0,0,0,0,0,1,4714,.1202259063720703,160061,.4812641143798828,379239,.4324607849121094,691223,-.3729047775268555,50143,-.5876827239990234,3895265,.2208518981933594,24466042,.1156120300292969,19710116,-.1245212554931641,772800,-.2669229507446289,1977263,-.0083122253417969,1334910,1108992,-.1823091506958008,2953370,.1028537750244141,1383801,-.1443929672241211,2770862,-.0609779357910156,635278,.2014350891113281,38535,-.2872734069824219,12632,414811,-.0518722534179688,71977,.136073112487793,2217,1.983598709106445,359966,.1017665863037109,150209,.3905115127563477,2655478,.9613914489746094,331937,-.0396766662597656,9026358,.2445802688598633,31543928,147281,-1.078669548034668,40553,-.7032680511474609,301977,38655,.7732324600219727,7894510,.0334692001342773,372065,132176,1.319231986999512,4076889,.5241689682006836,273420,1.397638320922852,2576222,4744,1.341769218444824,969855,13467893,44137512,225000,153506,.388300895690918,20845774,3637150,.2263469696044922,13206180,4225196,107453,-.965052604675293,89013,12941,-.7941246032714844,matched (3),50488780,.90652418,5634473.5,9231007
201101,841290,612,3831,13320771,01,0,0,0,0,0,0,0,0,0,0,0,2852256,6.405328750610352,82027,-.6685066223144531,291916,-.2616996765136719,662782,-.0420160293579102,61151,.1984682083129883,4642834,.1755638122558594,27240172,.1074066162109375,21071472,.0667877197265625,671088,-.1411199569702148,1887207,-.0466156005859375,862119,1571857,.3488054275512695,2424025,-.1975173950195313,1257328,-.0958452224731445,3440668,.2165069580078125,269559,-.8572759628295898,17262,-.8030595779418945,34008,507997,.2026529312133789,80242,.1087007522583008,2528,.1312732696533203,171604,-.7408199310302734,88054,-.5340766906738281,646905,-1.412180900573731,247692,-.292759895324707,8611509,-.0470495223999023,18140260,156686,.0619010925292969,108121,.9806413650512695,418796,36990,-.0440282821655273,8167138,.0339508056640625,185085,150834,.1320457458496094,5909929,.3712987899780273,36964,-2.001064300537109,2520342,17186,1.287214279174805,1054745,12577732,48243232,243000,159759,.0399265289306641,16717412,2459317,-.3913173675537109,14691418,4808858,202751,.6349258422851563,52518,70461,1.694659233093262,matched (3),53889000,.90652418,5316826,9040621
201102,841290,613,3831,16531546,02,1,0,0,0,0,0,0,0,0,0,0,27119,-4.655631065368652,182327,.7987527847290039,473295,.4832525253295898,1188176,.5837287902832031,70263,.1388988494873047,5019435,.0779924392700195,33009112,.1920909881591797,23659172,.1158313751220703,887765,.2798070907592773,2760756,.3804073333740234,969921,1760161,.1131477355957031,1758783,-.3208074569702148,734312,-.5378103256225586,3221055,-.0659561157226563,564962,.7399711608886719,127155,1.996899604797363,10939,539159,.0595340728759766,102657,.2463455200195313,34442,2.6118483543396,202272,.164423942565918,100965,.1368236541748047,1158718,.5828704833984375,466208,.6324462890625,8787486,.0202293395996094,23912338,1975311,2.534237861633301,47960,-.8128833770751953,502365,92394,.9154138565063477,7006911,-.1532220840454102,414772,175979,.1541852951049805,1520154,-1.357821464538574,63318,.5382251739501953,2570047,42840,.9133777618408203,1318057,9686477,48666536,323000,176686,.1007080078125,17634120,2481729,.0090723037719727,16041356,3494373,267261,.2762470245361328,89101,34996,-.6998262405395508,matched (3),9242318,.90652418,4479182.5,8574804
201103,841290,614,3831,10142521,03,0,1,0,0,0,0,0,0,0,0,0,686046,3.230710029602051,197071,.0777626037597656,537948,.1280431747436523,1617445,.3084278106689453,63310,-.1042022705078125,5728570,.1321477890014648,30331974,-.0845813751220703,23754066,.0040035247802734,1072545,.189082145690918,2185734,-.2335529327392578,1160804,1403512,-.2264270782470703,2310871,.2730026245117188,981219,.2898616790771484,3164978,-.0175628662109375,505920,-.1103792190551758,158372,.2195396423339844,16849,305741,-.5672721862792969,191460,.623286247253418,26093,-.2776098251342773,325535,.475855827331543,54037,-.6251049041748047,972133,-.1755771636962891,922359,.6823024749755859,11639245,.2810544967651367,17717022,423050,-1.540990829467773,42117,-.1299161911010742,633917,28758,-1.167145729064941,6927605,-.011383056640625,328810,112266,-.4494943618774414,3453113,.8204641342163086,29416,-.7666311264038086,2806274,1613,-3.279376983642578,1441785,12984478,61961368,139000,221632,.2266445159912109,19143260,3014156,.1943645477294922,19238182,5930246,421090,.454620361328125,281058,30518,-.1369171142578125,matched (3),39236116,.90652418,5164160.5,8951690
201104,841290,615,3831,15321359,04,0,0,1,0,0,0,0,0,0,0,0,32635,-3.045558929443359,232611,.1658029556274414,581477,.0778093338012695,1650829,.0204296112060547,97380,.430577278137207,6288558,.093266487121582,42203244,.3302955627441406,24949608,.0491046905517578,1255562,.1575489044189453,2464527,.1200475692749023,933786,1685150,.1828765869140625,2663769,.1421175003051758,1160849,.1681118011474609,3366026,.0615863800048828,645248,.243255615234375,192954,.197504997253418,32420,325669,.0631437301635742,113473,-.5231142044067383,12321,-.750361442565918,501252,.4316396713256836,89948,.5095624923706055,903549,-.0731620788574219,931897,.0102882385253906,6832192,-.5327377319335938,17430424,105224,-1.391399383544922,51853,.2079610824584961,714186,47947,.5111799240112305,6796457,-.0191125869750977,309406,170274,.4165382385253906,2978996,-.1476898193359375,86061,1.073517799377441,2774765,33166,3.023429870605469,1329877,10244837,54888672,384000,503751,.8210630416870117,18222088,4138159,.3169307708740234,20488144,3906732,556768,.2793025970458984,521255,21620,-.3446979522705078,matched (3),44649108,.90652418,4482299,8576433
201105,841290,616,3831,17442576,05,0,0,0,1,0,0,0,0,0,0,0,1237712,3.635634422302246,294559,.2361125946044922,327362,-.5745048522949219,2021525,.2025747299194336,166223,.5347099304199219,7004008,.1077508926391602,45211128,.0688457489013672,24337776,-.0248298645019531,1653196,.2751274108886719,3051498,.2136325836181641,940667,1713130,.0164670944213867,2945669,.1005935668945313,963056,-.1867952346801758,4814399,.3578786849975586,719639,.1091146469116211,402849,.736109733581543,11447,445366,.3130149841308594,127756,.1185569763183594,3560,-1.241544723510742,562042,.1144676208496094,159293,.5715131759643555,1506580,.5112667083740234,1244942,.2896213531494141,10678764,.4466114044189453,23178752,479170,1.515964508056641,141049,1.00069522857666,387244,42825,-.1129741668701172,7543158,.1042394638061523,338288,170283,.0000534057617188,1140006,-.9605531692504883,272216,1.151538848876953,2254499,22046,-.4083938598632813,1465158,13340692,55006320,229000,641629,.2419281005859375,21937984,4296841,.0376291275024414,22888498,3791657,547106,-.0175065994262695,601355,45253,.7386503219604492,matched (3),47116468,.90652418,4413501,8540678
201106,841290,617,3831,20179908,06,0,0,0,0,1,0,0,0,0,0,0,1822807,.3871126174926758,307379,.0426015853881836,636426,.6648015975952148,1945374,-.0383977890014648,179150,.0748929977416992,4923425,-.35247802734375,47680772,.0531845092773438,24883756,.022186279296875,1672667,.0117092132568359,3171907,.038701057434082,718992,1851678,.0777702331542969,3715931,.2322931289672852,1110288,.1422624588012695,4126493,-.1541833877563477,735548,.0218667984008789,169454,-.8659801483154297,22248,470225,.0543146133422852,132917,.0396032333374023,7084,.6880779266357422,635139,.1222667694091797,111601,-.3558149337768555,1699467,.1204729080200195,1032173,-.1874227523803711,10534491,-.0136013031005859,30258712,1636491,1.228253364562988,58185,-.8854799270629883,777067,40004,-.0681419372558594,8122911,.0740480422973633,331626,137487,-.213932991027832,2533685,.7986412048339844,52648,-1.642967224121094,3725306,28341,.2511777877807617,2575553,12508798,55050792,416000,672394,.0468349456787109,22290492,4709185,.0916347503662109,24038320,3739012,499940,-.0901546478271484,514500,60444,.2894487380981445,matched (3),41253320,.90652418,4207883,8436260
201107,841290,618,3831,21361360,07,0,0,0,0,0,1,0,0,0,0,0,1872133,.0267009735107422,198596,-.4368085861206055,416129,-.4248733520507813,1583938,-.2055397033691406,256565,.3591585159301758,6041015,.2045669555664063,46951008,-.0154228210449219,24929004,.0018157958984375,1730957,.0342550277709961,3230411,.0182762145996094,842996,1313814,-.3431577682495117,4065853,.0899944305419922,1612003,.3728580474853516,6290510,.4216136932373047,872308,.1705265045166016,273579,.479008674621582,20709,258448,-.5985164642333984,54077,-.8993167877197266,9919,.336613655090332,235627,-.9915933609008789,58447,-.6468095779418945,1110780,-.4252519607543945,815387,-.2357587814331055,15444874,.3826217651367188,16220935,634876,-.9468793869018555,91383,.4514312744140625,439574,40680,.0167570114135742,8140557,.0021696090698242,550314,164227,.1777200698852539,2871295,.1250886917114258,55680,.0559930801391602,2115103,34678,.2017955780029297,1222553,11276904,57813200,210000,334676,-.6976814270019531,19479432,5150041,.0894899368286133,25620556,4716136,467146,-.067845344543457,547067,85356,.3451128005981445,matched (3),51117896,.90652418,4718623.5,8702276
201108,841290,619,3831,30576564,08,0,0,0,0,0,0,1,0,0,0,0,23448,-4.380048751831055,373905,.6327285766601563,244090,-.5334577560424805,1514540,-.0448026657104492,254498,-.0080890655517578,5746413,-.0499963760375977,44883216,-.0450420379638672,26358540,.0557613372802734,1731406,.0002593994140625,2683905,-.1853370666503906,1083261,2013227,.4268045425415039,4333336,.0637140274047852,1250831,-.2536687850952148,3687757,-.5340232849121094,563649,-.436711311340332,214709,-.2423067092895508,4852,495741,.6513586044311523,65259,.1879558563232422,4772,-.7316865921020508,317318,.2976541519165039,70323,.1849784851074219,2114560,.6437845230102539,591589,-.3208503723144531,11762866,-.2723293304443359,16076581,244835,-.952845573425293,70868,-.2542400360107422,488021,63340,.4427804946899414,7642933,-.0630769729614258,326319,18094,-2.205668449401856,7187172,.9175348281860352,112782,.7058353424072266,2652268,19524,-.5744609832763672,2820938,12024139,69669040,574000,464785,.3284111022949219,22385588,3985456,-.2563533782958984,20369340,2963607,576460,.2102632522583008,597773,24813,-1.235462188720703,matched (3),60466268,.90652418,6412649,9725547
201109,841290,620,3831,40906092,09,0,0,0,0,0,0,0,1,0,0,0,1388806,4.081415176391602,211094,-.5716981887817383,565170,.8395891189575195,1822362,.1850214004516602,233317,-.0868949890136719,4759488,-.1884355545043945,50786224,.1235618591308594,23024672,-.1352272033691406,2092455,.1894035339355469,2158158,-.218017578125,1021163,1492585,-.299229621887207,4513327,.0406970977783203,1927855,.4325990676879883,4903263,.2848825454711914,602858,.0672502517700195,128141,-.5161523818969727,26863,429189,-.1441555023193359,117840,.5909633636474609,5294,.1038084030151367,226560,-.3368949890136719,71886,.0219821929931641,1362097,-.4398221969604492,395020,-.4038753509521484,6842891,-.5417375564575195,18120218,4429699,2.895503044128418,122076,.5438251495361328,478948,50982,-.2170448303222656,7387078,-.0340490341186523,701631,82700,1.519639015197754,4328582,-.5070581436157227,82542,-.3121500015258789,2720069,20725,.059697151184082,2151783,14365084,58681696,233000,224713,-.726750373840332,20871844,4581301,.1393318176269531,20866232,4280694,501779,-.1387453079223633,476717,29358,.1681966781616211,matched (3),54821844,.90652418,5511078.5,9156210
201110,841290,621,3831,29044544,10,0,0,0,0,0,0,0,0,1,0,0,1091679,-.240727424621582,128046,-.499913215637207,358132,-.4562244415283203,1175173,-.4387178421020508,108269,-.7677793502807617,4178570,-.1301708221435547,36936508,-.3184242248535156,27293584,.1700859069824219,1683000,-.2177600860595703,2963196,.3170137405395508,860119,1681301,.1190586090087891,3433956,-.2733211517333984,1361265,-.3479928970336914,3013346,-.4868497848510742,795287,.2770214080810547,95660,-.2923307418823242,2292,409917,-.0459432601928711,90942,-.2591056823730469,2350,-.8121585845947266,359189,.4608392715454102,98872,.3187446594238281,1303509,-.0439653396606445,520637,.2761163711547852,5933670,-.1425676345825195,19655062,255494,-2.852888107299805,109346,-.1101274490356445,360523,46932,-.0827722549438477,6893548,-.0691461563110352,512655,61994,-.288182258605957,3169255,-.3117427825927734,86091,.0420980453491211,3497799,3209,-1.865382194519043,3724523,14253801,61687112,466000,112800,-.6892080307006836,18929720,2791098,-.4955482482910156,15261494,6245324,316348,-.4613170623779297,427723,29290,-.0023183822631836,matched (3),26485866,.90652418,4137607.5,8401428
201111,841290,622,3831,23122560,11,0,0,0,0,0,0,0,0,0,1,0,612,-7.486495494842529,55734,-.8317995071411133,466200,.2637128829956055,1054794,-.1080694198608398,95721,-.1231803894042969,3782135,-.0996799468994141,35283768,-.0457782745361328,25318032,-.07513427734375,1949565,.147028923034668,2358053,-.2284326553344727,1019726,1425685,-.1649150848388672,3189157,-.0739564895629883,1324235,-.0275793075561523,3138363,.0406503677368164,645627,-.2084808349609375,57184,-.5145263671875,3696,405038,-.0119733810424805,86637,-.0484952926635742,4869,.7284727096557617,293158,-.2031373977661133,190519,.6559257507324219,1380557,.0574274063110352,381395,-.3112173080444336,6133344,.0330972671508789,12555811,320613,.2270355224609375,66658,-.4949417114257813,347278,22561,-.7324771881103516,7232187,.0479555130004883,702805,22378,-1.018959045410156,3992098,.2308197021484375,55855,-.4326457977294922,2844137,12187,1.334410667419434,2839250,12330985,55441816,199000,84657,-.2870082855224609,18962772,3193110,.1345605850219727,16477467,5860891,212721,-.3968620300292969,426946,2996,-2.27996826171875,matched (3),30752954,.90652418,3989769.3,8329613
201112,841290,623,3831,30226032,12,0,0,0,0,0,0,0,0,0,0,1,38920,4.152531147003174,111199,.6907310485839844,235596,-.6824960708618164,837235,-.2309961318969727,56998,-.5184221267700195,4714167,.2202835083007813,28220992,-.2233562469482422,20686664,-.2020282745361328,1189784,-.4938344955444336,1618724,-.3761978149414063,801601,1103636,-.25604248046875,5547041,.5535078048706055,1156635,-.1353206634521484,2219106,-.3465976715087891,513375,-.2292156219482422,27283,-.7400102615356445,4409,249268,-.4854526519775391,96821,.1111373901367188,5586,.1373748779296875,367410,.2257671356201172,208347,.0894536972045898,1389791,.0066661834716797,272293,-.3369569778442383,4527619,-.3035440444946289,12091377,314135,-.020411491394043,68590,.0285720825195313,266532,43495,.6564226150512695,8325995,.1408405303955078,361632,45653,.7129907608032227,1995269,-.693537712097168,58037,.0383214950561523,3195988,35646,1.073266983032227,1997330,8611765,58090792,320000,83568,-.0129470825195313,21765038,3130439,-.0198221206665039,11401456,7206424,121524,-.5598697662353516,158978,12915,1.461111068725586,matched (3),32683602,.90652418,4603410,8640346
201201,841290,624,3831,34218240,01,0,0,0,0,0,0,0,0,0,0,0,1621370,3.729518890380859,231306,.7324199676513672,187073,-.2306194305419922,1145297,.3133144378662109,85423,.4045991897583008,4802980,.0186643600463867,29088924,.0302906036376953,24236820,.1583843231201172,1510491,.2386627197265625,3080565,.6434745788574219,985349,1169090,.0576152801513672,7345823,.2808675765991211,1689297,.3787975311279297,3405668,.4283370971679688,287503,-.57977294921875,17796,-.4272899627685547,4932,498386,.6928462982177734,119196,.2079048156738281,13101,.8524255752563477,330543,-.1057415008544922,66796,-1.137561798095703,8076232,1.759772300720215,431936,.4613981246948242,6436575,.3518009185791016,13888348,386518,.2073554992675781,148516,.7725458145141602,383382,53736,.2114372253417969,8596562,.0319805145263672,530066,447402,2.282387733459473,2347293,.1624841690063477,169147,1.069687843322754,3443140,4639,-2.039137840270996,2742442,10149421,59370912,522000,231580,1.019264221191406,0,2536610,-.2103452682495117,15471521,3567903,258410,.7544364929199219,164771,14350,.1053609848022461,matched (3),36591736,.90652418,4750589.5,8719650
201202,841290,625,3831,25278166,02,1,0,0,0,0,0,0,0,0,0,0,1498784,-.078618049621582,221866,-.0416679382324219,372614,.6890439987182617,1104248,-.0364999771118164,46868,-.6002798080444336,4454635,-.075291633605957,30660428,.0526161193847656,22967460,-.0537948608398438,1910993,.2351884841918945,2337646,-.2759685516357422,996525,1140107,-.0251035690307617,5384879,-.3105373382568359,1002622,-.521693229675293,3155908,-.0761651992797852,292415,.0169401168823242,50746,1.047859191894531,2733,361273,-.3217411041259766,131754,.1001672744750977,23222,.5724115371704102,384182,.1503791809082031,90034,.2985439300537109,1589184,-1.625704765319824,332571,-.2614240646362305,12298703,.6474971771240234,12215882,721541,.6242103576660156,126892,-.1573562622070313,367865,37767,-.3526468276977539,7284503,-.1656131744384766,338538,41756,-2.371613502502441,3162186,.2980003356933594,40221,-1.436379432678223,2383856,3005,-.4342212677001953,2757614,8653746,57771704,419000,150568,-.4305105209350586,20793964,2396455,-.0568380355834961,14643134,4438453,255131,-.0127706527709961,110963,24240,.5242538452148438,matched (3),35314008,.90652418,3097725.3,7941039
201203,841290,626,3831,35390020,03,0,1,0,0,0,0,0,0,0,0,0,671330,-.8031482696533203,114801,-.6588735580444336,588854,.4576349258422852,1290949,.1562137603759766,58936,.2291164398193359,7005392,.4527349472045898,41395620,.300201416015625,27683322,.1867523193359375,1951383,.0209150314331055,2391427,.0227460861206055,959621,1312707,.1409692764282227,3787539,-.3518781661987305,1072595,.0674619674682617,3440537,.0863513946533203,479903,.4954099655151367,97918,.6572980880737305,12991,189164,-.6470193862915039,151509,.1397085189819336,18154,-.2462091445922852,484023,.2310161590576172,124512,.3242149353027344,1440566,-.0981845855712891,736107,.7945222854614258,14738586,.1809749603271484,20190692,386525,-.6241922378540039,100325,-.2349214553833008,564277,66037,.5587787628173828,7294133,.0013208389282227,379485,32498,-.2506647109985352,2299186,-.3187084197998047,53562,.2864513397216797,2462420,14981,1.606505393981934,3527281,10836648,57542216,268000,217368,.3671770095825195,20297992,3369828,.3408718109130859,17160124,4583492,437178,.5385627746582031,273168,22495,-.0747108459472656,matched (3),28744410,.90652418,3558172.8,8131715
201204,841290,627,3831,37063964,04,0,0,1,0,0,0,0,0,0,0,0,665565,-.0086240768432617,173210,.4113044738769531,288457,-.7136325836181641,1349366,.0442571640014648,125911,.7591238021850586,5130033,-.3115682601928711,44761640,.0781764984130859,24390124,-.1266517639160156,2182322,.1118507385253906,2681797,.1145963668823242,957396,1634944,.219517707824707,3990653,.0522384643554688,1154845,.0738849639892578,4227529,.2059898376464844,651143,.305145263671875,123852,.2349567413330078,16847,383806,.7075223922729492,183285,.1903972625732422,5723,-1.154397964477539,539495,.1085014343261719,67036,-.6191730499267578,1234207,-.1546077728271484,833322,.1240453720092773,15377099,.0424098968505859,17687346,408061,.0542201995849609,60880,-.4995107650756836,253816,46365,-.3536701202392578,7788034,.0655183792114258,401564,88913,1.006479263305664,2522715,.0927810668945313,125064,.8479852676391602,2697552,20556,.3163700103759766,1583757,10140637,55065760,184000,287708,.2803544998168945,20979456,3722301,.0994796752929688,17172660,4414658,502709,.1396713256835938,115628,15834,-.3511333465576172,matched (3),36123368,.90652418,3064744.8,7928231.5
201205,841290,628,3831,54582512,05,0,0,0,1,0,0,0,0,0,0,0,811566,.198328971862793,250441,.3687191009521484,257433,-.1137857437133789,1730237,.2486228942871094,111852,-.1183986663818359,5746800,.1135311126708984,45889836,.0248928070068359,29283498,.1828460693359375,2591529,.1718587875366211,3041787,.1259584426879883,1090768,1653324,.0111789703369141,5564315,.3324184417724609,1375030,.1745100021362305,3641361,-.1492595672607422,610751,-.0640392303466797,296549,.8731250762939453,22966,460026,.1811466217041016,96375,-.6427955627441406,11331,.683049201965332,588151,.0863494873046875,137899,.7212924957275391,2024240,.4947662353515625,967217,.1490020751953125,16961194,.0980491638183594,23135096,417574,.0230445861816406,132390,.7768478393554688,491699,52452,.1233539581298828,9573958,.2064571380615234,671921,89290,.0042314529418945,1857779,-.3059539794921875,207443,.5060310363769531,3901199,22807,.1039142608642578,2548912,13995629,65467960,373000,683815,.8657417297363281,23385732,4259404,.1347875595092773,21986312,8910701,553201,.0957098007202148,187039,52460,1.197891235351563,matched (3),58481012,.90652418,3931400.5,8301813.5
201206,841290,629,3831,40560576,06,0,0,0,0,1,0,0,0,0,0,0,1061333,.268315315246582,338750,.3020391464233398,340029,.2782707214355469,1602874,-.0764598846435547,145901,.2657508850097656,5662560,-.0147666931152344,37563264,-.2002162933349609,28155464,-.0392837524414063,2455909,-.0537509918212891,2750108,-.1008052825927734,878413,1574581,-.0487985610961914,3856467,-.3666219711303711,1100559,-.2226581573486328,3118298,-.1550703048706055,434112,-.3413867950439453,186622,-.4631271362304688,6094,571682,.2172994613647461,79475,-.1928043365478516,8230,-.3197565078735352,709424,.1874704360961914,57688,-.8714723587036133,1644671,-.2076539993286133,849553,-.1297121047973633,11801509,-.362701416015625,14787244,357743,-.1546468734741211,65534,-.7031831741333008,688479,44676,-.1604623794555664,8760376,-.0888071060180664,311005,140954,.4565439224243164,4717557,.9319086074829102,51400,-1.395218849182129,3477166,22736,-.003117561340332,1761055,12741886,62135352,212000,288499,-.8629961013793945,19315060,4097263,-.0388097763061523,19830800,4704118,417128,-.2823276519775391,196195,22559,-.8439168930053711,matched (3),43428356,.90652418,4007767,8338248.5
201207,841290,630,3831,54788968,07,0,0,0,0,0,1,0,0,0,0,0,1137706,.069488525390625,226810,-.4011497497558594,344089,.0118694305419922,1386679,-.1448860168457031,219458,.4082326889038086,5310462,-.0641975402832031,39373032,.0470542907714844,27472156,-.0245685577392578,2575680,.0476169586181641,2964203,.0749683380126953,893702,1099934,-.358738899230957,4831801,.2254676818847656,1045218,-.0515918731689453,3266242,.0463523864746094,605766,.33319091796875,214714,.1402215957641602,21418,466952,-.2023563385009766,90296,.1276512145996094,10817,.2733335494995117,639741,-.1033906936645508,134585,.8471460342407227,2485986,.4131288528442383,722338,-.1622171401977539,8276566,-.3547983169555664,17462284,144251,-.9082603454589844,89581,.3125743865966797,430505,48022,.0722227096557617,9434300,.0741128921508789,339138,93982,-.4053306579589844,1239058,-1.336938858032227,166088,1.172880172729492,4040868,13889,-.4928522109985352,2467033,11011378,71188176,344000,371738,.2534980773925781,21209998,4679391,.1328487396240234,23982532,5043169,426132,.0213556289672852,242978,37601,.5108966827392578,matched (3),46475172,.90652418,4205938,8435289
201208,841290,631,3831,49532360,08,0,0,0,0,0,0,1,0,0,0,0,72475,-2.753527641296387,193413,-.1592855453491211,112368,-1.119120597839356,1283696,-.0771684646606445,240888,.0931711196899414,4028796,-.2762117385864258,38383584,-.02545166015625,31555370,.1385707855224609,2832874,.0951776504516602,2736742,-.0798397064208984,960953,2090851,.6423206329345703,6280377,.2622108459472656,272388,-1.344753265380859,3691716,.1224517822265625,600334,-.009007453918457,156611,-.3155422210693359,50704,285173,-.4931306838989258,59175,-.4225940704345703,8738,-.2134380340576172,581878,-.0948019027709961,97698,-.3203144073486328,2098353,-.1695165634155273,398640,-.5944347381591797,4160584,-.6877727508544922,9060643,353735,.8969936370849609,66552,-.2971601486206055,218438,68887,.3608083724975586,4407532,-.7610368728637695,418708,33755,-1.023974418640137,4365690,1.259424209594727,154905,-.0697059631347656,2658630,50517,1.29121208190918,2333457,12047394,72205072,337000,281046,-.2796716690063477,21023540,3694874,-.2362222671508789,19043152,4942282,469352,.0966043472290039,265075,23721,-.4606704711914063,matched (3),37848072,.90652418,4983673.5,8848796
201209,841290,632,3831,31278482,09,0,0,0,0,0,0,0,1,0,0,0,1469043,3.009124755859375,199355,.0302600860595703,447987,1.38298511505127,1297601,.0107736587524414,208788,-.1430120468139648,4653508,.1441545486450195,33714264,-.1297092437744141,26077858,-.1906566619873047,2638637,-.0710287094116211,2064236,-.282008171081543,1151273,2080282,-.0050678253173828,3613275,-.5528154373168945,1031596,1.331634521484375,3640030,-.01409912109375,504933,-.173060417175293,150464,-.0400409698486328,48891,453527,.463958740234375,13349,-1.489057540893555,40304,1.528769493103027,1453902,.9157447814941406,103170,.0544967651367188,1613165,-.2629547119140625,410609,.0295829772949219,11625594,1.027552604675293,12474940,129481,-1.005013465881348,73459,.0987443923950195,273863,29254,-.8564510345458984,8146226,.6142396926879883,328690,57442,.5316476821899414,2389486,-.6026973724365234,101678,-.4210014343261719,3115036,8598,-1.770779609680176,1777170,10719666,69036384,248000,164014,-.5385665893554688,18012812,3314314,-.1086950302124023,14901237,4691402,441490,-.0611982345581055,259463,15235,-.4427652359008789,matched (3),26998434,.90652418,4255954,8460339
