period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1450c428,growth1450c428,Y1589c752,growth1589c752,Y1845c428,growth1845c428,Y1935c124,growth1935c124,Y2014c246,growth2014c246,Y2015c703,growth2015c703,Y2195c344,Y2196c703,growth2196c703,Y22c124,growth22c124,Y230c124,growth230c124,Y230c208,Y230c352,growth230c352,Y234c300,growth234c300,Y242c191,Y245c428,growth245c428,Y259c246,growth259c246,Y264c191,Y264c442,Y264c757,growth264c757,Y2726c484,growth2726c484,Y2741c705,growth2741c705,Y2763c300,growth2763c300,Y2780c203,Y2780c703,growth2780c703,Y2832c246,growth2832c246,Y2846c620,growth2846c620,Y2848c752,growth2848c752,Y2857c428,growth2857c428,Y2857c705,growth2857c705,Y2857c792,growth2857c792,Y2865c620,growth2865c620,Y2889c246,growth2889c246,Y2889c428,Y2973c372,growth2973c372,Y2983c642,Y3223c752,growth3223c752,Y336c442,Y338c440,growth338c440,Y3848c124,growth3848c124,Y3954c124,growth3954c124,Y3980c428,Y3983c752,growth3983c752,Y3992c124,growth3992c124,Y4069c372,growth4069c372,Y4291c484,growth4291c484,Y449c124,growth449c124,Y4942c124,growth4942c124,Y4966c300,growth4966c300,Y4992c703,growth4992c703,Y86c124,growth86c124,_merge,x,r2,s,sf
201308,841459,643,3849,41929488,08,0,0,0,0,0,0,1,0,0,0,0,1711383,.2433338165283203,2680993,.3149490356445313,2903,-.1330151557922363,864852,-.4035263061523438,34193,.1116418838500977,1326,.0290765762329102,3052735,331983,.3295164108276367,1816785,.1029291152954102,7189582,.1163263320922852,11003470,105970,.3295192718505859,208150,.3861083984375,718995,38774,.5624885559082031,128468,-.5354127883911133,853860,288505,6869535,-.1430187225341797,916985,.0963191986083984,352927,.5267200469970703,10111756,-.0559978485107422,511561,99583,-1.673033714294434,116303,.4787273406982422,1093647,-.0886592864990234,1028387,-.1373224258422852,87341,-.1671209335327148,127438,.2372732162475586,659695,-.1910619735717773,104803,.0778560638427734,35059,-.2167167663574219,462,51591,-.8493804931640625,6619941,5762331,.5202016830444336,591357,2083773,.4988107681274414,4008857,-.6173763275146484,5894868,-.266779899597168,540433,506930,.540191650390625,31742222,-.0789051055908203,28479,-.3549699783325195,16423886,-.1837177276611328,552577,.515690803527832,779184,-.1311864852905273,243293,-1.120285034179688,536794,.0370941162109375,3355714,.1381912231445313,matched (3),39618748,.91805059,1542283.6,4524291
201309,841459,644,3849,38249268,09,0,0,0,0,0,0,0,1,0,0,0,1607162,-.0628318786621094,4406768,.4969539642333984,9550,1.190796375274658,498067,-.551823616027832,61134,.5810470581054688,543,-.8928132057189941,1736105,86428,-1.345771789550781,1322888,-.3172512054443359,5580148,-.2534170150756836,9039092,117151,.1003074645996094,159962,-.2633228302001953,831204,11806,-1.189142227172852,124964,-.0276546478271484,2394503,256274,5857950,-.159296989440918,665423,-.3206682205200195,282084,-.2240562438964844,11651483,.1417350769042969,508504,57800,-.5440034866333008,90993,-.2454156875610352,881099,-.2161026000976563,926057,-.1048107147216797,63957,-.3116083145141602,89434,-.3541288375854492,449428,-.3838024139404297,149504,.3552408218383789,22345,-.4504299163818359,458,25093,-.7207584381103516,4541817,6599922,.1357154846191406,366666,1306006,-.4672069549560547,2741262,-.3800878524780273,2935421,-.6972312927246094,182768,352578,-.3631010055541992,28364480,-.1125106811523438,24719,-.1415948867797852,15748155,-.0420131683349609,224736,-.8996667861938477,686592,-.1265077590942383,233390,-.0415554046630859,594445,.1020135879516602,3199291,-.0477361679077148,matched (3),31110344,.91805059,2115954.3,4750561.5
201310,841459,645,3849,32173428,10,0,0,0,0,0,0,0,0,1,0,0,1040812,-.4344692230224609,1249833,-1.260130882263184,5237,-.6007919311523438,352097,-.3468284606933594,38928,-.4513540267944336,434,-.224064826965332,0,122863,.3517580032348633,864284,-.4256706237792969,5870534,.0507297515869141,8628128,64922,-.5902767181396484,183029,.1347084045410156,419879,7324,-.4774513244628906,101650,-.2064895629882813,771208,220552,4692572,-.2218189239501953,653355,-.0183019638061523,254826,-.10162353515625,10099073,-.1429901123046875,485048,32180,-.5856428146362305,20466,-1.49201774597168,586871,-.4063653945922852,919256,-.0073709487915039,73017,.1324806213378906,85240,-.0480308532714844,464773,.0335731506347656,38144,-1.365954399108887,4186,-1.674857139587402,3201,22944,-.0895328521728516,2911067,7174034,.0834102630615234,230253,1275644,-.0235223770141602,3381460,.2098894119262695,3389812,.1439237594604492,345022,220696,-.4684858322143555,15795762,-.5853958129882813,21428,-.1428737640380859,19757998,.2268352508544922,329663,.3831443786621094,516014,-.2856063842773438,106198,-.7874050140380859,361922,-.4961996078491211,1461083,-.7837505340576172,matched (3),31017628,.91805059,1060510.3,4383520.5
201311,841459,646,3849,27113054,11,0,0,0,0,0,0,0,0,0,1,0,930066,-.1125011444091797,306163,-1.406647682189941,859,-1.807735443115234,405190,.1404495239257813,14613,-.9798030853271484,40,-2.384164810180664,1655031,98732,-.2186613082885742,836704,-.0324306488037109,5187830,-.1236295700073242,8010943,70815,.086883544921875,172858,-.0571746826171875,464991,13740,.629155158996582,69586,-.378972053527832,351728,220140,4418292,-.0602273941040039,725478,.1047096252441406,120474,-.7491474151611328,7843199,-.2527971267700195,498274,88774,1.014748573303223,15194,-.2978649139404297,524742,-.1118984222412109,851179,-.0769424438476563,57184,-.2444181442260742,71136,-.1808767318725586,394976,-.1627235412597656,24958,-.4241743087768555,7138,.5336875915527344,1499,20528,-.1112661361694336,2297471,5696913,-.2305431365966797,172350,1171054,-.0855474472045898,3123126,-.0794734954833984,2217102,-.4245738983154297,313154,412523,.6255054473876953,17110892,.0799732208251953,39966,.6233301162719727,17921274,-.0975685119628906,93612,-1.258912086486816,438091,-.1637067794799805,75213,-.3449811935424805,267374,-.3027801513671875,404054,-1.285385131835938,matched (3),31055856,.91805059,1190973.8,4416898.5
201312,841459,647,3849,31862292,12,0,0,0,0,0,0,0,0,0,0,1,841163,-.1004695892333984,1693560,1.710470199584961,1742,.7070202827453613,266367,-.4194812774658203,2302,-1.848132610321045,1124,3.335769653320313,2875045,123599,.2246341705322266,572785,-.3789606094360352,3851519,-.2978477478027344,9973441,57781,-.2034101486206055,184782,.066706657409668,913932,17256,.227849006652832,71399,.0257196426391602,657594,238248,5193204,.1615972518920898,717326,-.0113000869750977,283079,.8542919158935547,7197600,-.0858993530273438,537595,219447,.9050168991088867,19008,.2239599227905273,1145918,.7810544967651367,1010049,.1711311340332031,90126,.4549350738525391,128533,.5915918350219727,999559,.9284887313842773,129585,1.64714241027832,28162,1.372540473937988,7408,33666,.4946985244750977,3774096,6993410,.2050437927246094,173196,1532900,.2692575454711914,3287943,.0514278411865234,786121,-1.036845207214356,384122,311702,-.2802438735961914,16433589,-.0403881072998047,4294,-2.230810165405273,20700828,.1441841125488281,332105,1.266292572021484,550959,.2292337417602539,187398,.9129104614257813,180636,-.3921642303466797,42567,-2.250469207763672,matched (3),37044340,.91805059,1571207.4,4534232.5
201401,841459,648,3849,45414512,01,0,0,0,0,0,0,0,0,0,0,0,1153174,.3154878616333008,1179375,-.3618478775024414,5543,1.157501697540283,1206441,1.510555267333984,28109,2.502311229705811,7427,1.888227939605713,3969142,219663,.5750513076782227,963245,.5197973251342773,7336763,.6444301605224609,9645361,110118,.644892692565918,250372,.3037710189819336,968008,35605,.7243261337280273,75133,.0509767532348633,730289,271315,6239840,.1836042404174805,1511280,.7451820373535156,316526,.1116800308227539,16845926,.8503618240356445,1211238,354112,.4785022735595703,52649,1.018787384033203,1538865,.2948389053344727,1365025,.3011741638183594,281467,1.138806343078613,91066,-.3446006774902344,1522512,.4208030700683594,115963,-.1110658645629883,153785,1.697582244873047,7647,193683,1.749733924865723,9894892,7954890,.1288185119628906,180769,1062581,-.3664608001708984,9245712,1.03389835357666,3630034,1.529886245727539,117916,465742,.4015836715698242,19904788,.1916332244873047,61336,2.659148216247559,23337220,.1198768615722656,1696650,1.630959510803223,2103551,1.3397216796875,340714,.597808837890625,357691,.6831855773925781,319869,2.01683235168457,matched (3),50439336,.91805059,2328343,4848892
201402,841459,649,3849,38123728,02,1,0,0,0,0,0,0,0,0,0,0,1053722,-.0901899337768555,4054375,1.234811782836914,2071,-.9845037460327148,618819,-.6676168441772461,18763,-.4042024612426758,1367,-1.692503452301025,4235717,487786,.7977828979492188,1323430,.3176746368408203,9551598,.2638111114501953,11862436,29860,-1.305032730102539,197526,-.2370777130126953,886128,48036,.299464225769043,108292,.3655710220336914,709192,304629,6365733,.0199747085571289,1156926,-.2671909332275391,259570,-.1983795166015625,16628701,-.0129795074462891,1983343,1347723,1.336558341979981,95663,.5971841812133789,2354388,.4252357482910156,1329957,-.0260257720947266,157667,-.5795297622680664,200574,.7895984649658203,2012361,.2789468765258789,202657,.5582437515258789,97429,-.4564313888549805,38917,359083,.6173305511474609,11312027,5427283,-.3823480606079102,332922,1237596,.152470588684082,12644394,.3130531311035156,5979643,.4991188049316406,90076,1202642,.9486446380615234,25052808,.2300262451171875,12396,-1.598993301391602,21997232,-.0591335296630859,497753,-1.226306915283203,1420993,-.3922710418701172,396999,.1528902053833008,300890,-.1729249954223633,111136,-1.057156562805176,matched (3),38840388,.91805059,1887256.1,4653204
201403,841459,650,3849,46114344,03,0,1,0,0,0,0,0,0,0,0,0,1292673,.2043838500976563,21363788,1.661901473999023,1093,-.6391053199768066,1122932,.5958852767944336,32459,.548090934753418,57851,3.745252132415772,9376880,272040,-.583928108215332,2771874,.7392969131469727,16817840,.5657310485839844,17959024,210515,1.953036308288574,188467,-.0469474792480469,1538067,90459,.6329460144042969,438607,1.398772239685059,814394,262023,7088750,.107579231262207,1711908,.3918418884277344,380543,.382573127746582,20777346,.2227325439453125,3086511,2413456,.5826435089111328,231530,.8838777542114258,2721836,.1450262069702148,2296104,.5460672378540039,256697,.4874105453491211,381631,.6432704925537109,2455581,.1990547180175781,411530,.7083673477172852,225142,.8376073837280273,34728,445101,.2147483825683594,16388936,7489891,.3221149444580078,787651,1876846,.4164218902587891,10981331,-.1410160064697266,8993041,.4080896377563477,837844,1614085,.2942476272583008,26031772,.0383319854736328,9484,-.2677679061889648,22575150,.0259323120117188,1061049,.7569093704223633,1249324,-.1287527084350586,364449,-.0855474472045898,511647,.5308904647827148,1678988,2.715191841125488,matched (3),44122644,.91805059,3491180.8,5502628
201404,841459,651,3849,53061640,04,0,0,1,0,0,0,0,0,0,0,0,1742210,.2984418869018555,12282358,-.5535335540771484,5930,1.691097736358643,1677422,.4013147354125977,114689,1.262246131896973,2250,-3.246940135955811,9611192,576350,.7507658004760742,5599712,.7031917572021484,28605404,.5311546325683594,20796264,198525,-.0586414337158203,320257,.5302009582519531,1816045,83519,-.0798225402832031,1920042,1.476498603820801,1020457,315142,7191679,.0144157409667969,1408271,-.1952457427978516,434552,.132716178894043,16540859,-.2280292510986328,3048063,2434692,.0087604522705078,257872,.1077537536621094,2158556,-.2318668365478516,2634249,.1373844146728516,297698,.1481838226318359,474896,.2186422348022461,2474391,.0076313018798828,446259,.0810174942016602,203199,-.1025457382202148,69004,693024,.4427633285522461,8578682,6796110,-.097203254699707,1294857,2188741,.1537332534790039,17877868,.48736572265625,16475897,.6054477691650391,863120,2173520,.2975797653198242,33882684,.2635860443115234,15292,.4777240753173828,25249828,.1119709014892578,1064859,.0035848617553711,2152836,.5441827774047852,1358880,1.31602954864502,797253,.4435367584228516,1825830,.0838432312011719,matched (3),51640988,.91805059,1892502.1,4655334
201405,841459,652,3849,55333240,05,0,0,0,1,0,0,0,0,0,0,0,1698419,-.025456428527832,6377800,-.6553411483764648,21474,1.286818504333496,1801882,.0715742111206055,80168,-.3580999374389648,2660,.1673955917358398,9201607,337791,-.5342874526977539,6852833,.2019462585449219,27994156,-.0215988159179688,14672307,133534,-.3965587615966797,194854,-.4968729019165039,1920978,105441,.2330770492553711,1400189,-.315739631652832,1255585,370849,7810392,.0825309753417969,1138092,-.2130098342895508,216387,-.6972475051879883,11827313,-.3354206085205078,2999169,2105753,-.1451473236083984,108399,-.8666439056396484,1473214,-.381993293762207,2976236,.1220607757568359,200561,-.3949613571166992,275043,-.546168327331543,1689705,-.3814411163330078,372705,-.1801118850708008,193075,-.0511074066162109,32085,457149,-.4160556793212891,5336783,7624589,.1150274276733398,1414793,1471211,-.3972406387329102,15082311,-.1700401306152344,22220376,.2991123199462891,281179,1607033,-.3019590377807617,34394796,.0150012969970703,48521,1.154666900634766,25662096,.0161952972412109,1556516,.3796072006225586,2591841,.185582160949707,980216,-.3266429901123047,542781,-.3844661712646484,3319022,.5976352691650391,matched (3),53599992,.91805059,1657178.6,4564736
201406,841459,653,3849,52210068,06,0,0,0,0,1,0,0,0,0,0,0,1418535,-.1800727844238281,7118123,.1098203659057617,2676,-2.08251953125,1196296,-.409602165222168,53552,-.4034709930419922,4667,.5621905326843262,8246337,358925,.0606861114501953,2812499,-.8905887603759766,12674982,-.7923660278320313,10487437,115602,-.1442031860351563,134604,-.3699140548706055,2513863,37388,-1.036801338195801,349444,-1.388019561767578,1624484,409077,8684239,.1060543060302734,731366,-.4421939849853516,150046,-.3661260604858398,9226585,-.2483234405517578,1828049,1388839,-.4162044525146484,82365,-.274658203125,1263500,-.1535606384277344,2289581,-.2622909545898438,129540,-.437129020690918,208544,-.2767772674560547,1409865,-.1810598373413086,311670,-.1788425445556641,34892,-1.710821151733398,25164,406179,-.1182155609130859,5456666,7106462,-.07037353515625,1304542,1578464,.0703668594360352,10843042,-.3299999237060547,10191613,-.7794456481933594,250866,1118477,-.3624210357666016,30363060,-.1246795654296875,17538,-1.017626762390137,25725328,.0024604797363281,402335,-1.352919578552246,2110349,-.2055149078369141,850199,-.1423025131225586,635599,.1578617095947266,3307835,-.0033760070800781,matched (3),50514104,.91805059,1545610.8,4525426.5
201407,841459,654,3849,41124940,07,0,0,0,0,0,1,0,0,0,0,0,1791172,.2332448959350586,3017097,-.8583488464355469,2700,.0089287757873535,1304473,.0865688323974609,43979,-.1969413757324219,918,-1.626074314117432,8729201,275680,-.2638731002807617,2046252,-.3180627822875977,6488233,-.6696395874023438,9522514,48927,-.8598241806030273,92367,-.3765668869018555,1597805,28749,-.2627468109130859,242104,-.3669757843017578,806602,305723,6354008,-.3124237060546875,1073081,.3833751678466797,229671,.4257059097290039,11868539,.2518024444580078,1145533,725682,-.6491117477416992,105019,.2429800033569336,1664682,.2757482528686523,1899122,-.186976432800293,124146,-.0425310134887695,128890,-.4811906814575195,1200016,-.161158561706543,106482,-1.073968887329102,23649,-.3889360427856445,22081,172197,-.858154296875,5560253,5855589,-.193608283996582,780205,1560731,-.0112981796264648,5692188,-.6444282531738281,10919861,.0690193176269531,110142,824551,-.3048849105834961,29397996,-.0322990417480469,38590,.7886228561401367,25801056,.0029392242431641,381769,-.0524702072143555,1813178,-.1517715454101563,426711,-.6893634796142578,569787,-.1093053817749023,2013293,-.4965219497680664,matched (3),47216708,.91805059,1382206.8,4472255
201408,841459,655,3849,42801428,08,0,0,0,0,0,0,1,0,0,0,0,1704451,-.049626350402832,3459334,.1367807388305664,8637,1.162803173065186,694125,-.6309022903442383,37212,-.1670808792114258,2782,1.108727931976318,3862836,382716,.3280525207519531,2137124,.0434503555297852,6851554,.0544853210449219,9593230,134610,1.012052536010742,186448,.7023830413818359,762378,22311,-.2535228729248047,150392,-.4761219024658203,799835,256320,5602833,-.1258134841918945,970688,-.1002845764160156,198931,-.1436901092529297,11298642,-.0492095947265625,557185,173468,-1.431118965148926,102312,-.0261144638061523,1354966,-.2058582305908203,1478141,-.2506065368652344,138578,.1099748611450195,91454,-.3431234359741211,771324,-.4419822692871094,124759,.1584081649780273,34849,.3877029418945313,43354,191724,.107417106628418,6522928,7807669,.2877101898193359,490470,990886,-.454310417175293,4110981,-.3254327774047852,7286863,-.4045114517211914,144745,349861,-.8573026657104492,28411802,-.0341224670410156,30856,-.2236614227294922,24282846,-.0606441497802734,291688,-.2691307067871094,1123879,-.4782953262329102,267613,-.4665651321411133,478280,-.1750659942626953,3119860,.4380159378051758,matched (3),43666940,.91805059,1011289.8,4371873.5
201409,841459,656,3849,44656592,09,0,0,0,0,0,0,0,1,0,0,0,1500598,-.1273794174194336,1997260,-.5492992401123047,12409,.3623666763305664,486223,-.3559846878051758,185252,1.605086326599121,2486,-.1124949455261231,2021903,158882,-.8791313171386719,1529341,-.3346233367919922,5986978,-.1348886489868164,11073972,121252,-.1045103073120117,128814,-.3697834014892578,1505749,68573,1.122818946838379,74315,-.7049322128295898,1730745,228429,4831736,-.148066520690918,770047,-.2315530776977539,229885,.1446208953857422,11805580,.0438899993896484,596735,69219,-.9187173843383789,147208,.3638200759887695,1414818,.0432252883911133,1378142,-.0700492858886719,109492,-.2355813980102539,127162,.329625129699707,682772,-.1219472885131836,57292,-.7782230377197266,4428,-2.063076019287109,8101,90191,-.7541265487670898,8162113,9129469,.1564006805419922,364487,1151931,.1505956649780273,4382707,.0640048980712891,2401657,-1.10991382598877,169724,746254,.7575302124023438,24227012,-.1593360900878906,40710,.2771425247192383,25325848,.0420551300048828,317489,.0847587585449219,908705,-.2125205993652344,165853,-.4784402847290039,605583,.2359952926635742,2648309,-.1638669967651367,matched (3),48425896,.91805059,1938395.5,4674179
201410,841459,657,3849,39745632,10,0,0,0,0,0,0,0,0,1,0,0,987561,-.4183807373046875,1009828,-.6819963455200195,9507,-.2663936614990234,430225,-.1223583221435547,67152,-1.014759063720703,1741,-.3562154769897461,2224300,149839,-.0586004257202148,1186185,-.2540950775146484,5433158,-.0970668792724609,10613393,48480,-.9167194366455078,175228,.3077182769775391,539691,19472,-1.258921623229981,87515,.1634969711303711,897360,290677,4786791,-.0093460083007813,887101,.1415071487426758,180079,-.2441835403442383,9454389,-.2220935821533203,524894,58491,-.1684026718139648,39035,-1.327387809753418,495215,-1.049764633178711,1379386,.0009021759033203,67085,-.4898910522460938,93775,-.3045635223388672,868566,.2406826019287109,67589,.1652841567993164,8699,.6752595901489258,6835,30183,-1.094651222229004,3632252,8449151,-.0774412155151367,214844,931627,-.2122621536254883,3623992,-.1900911331176758,2402487,.0003452301025391,9254,421187,-.5719890594482422,15642597,-.4374713897705078,36946,-.0970163345336914,24876836,-.0178890228271484,348446,.0930395126342773,332305,-1.00596809387207,184978,.109135627746582,352799,-.5402927398681641,575830,-1.525863647460938,matched (3),38740184,.91805059,1411872,4481512.5
201411,841459,658,3849,32913912,11,0,0,0,0,0,0,0,0,0,1,0,1007937,.0204219818115234,763301,-.2798833847045898,6731,-.3453044891357422,289847,-.3949556350708008,81,-6.720264434814453,32,-3.996479034423828,999897,132443,-.123408317565918,813167,-.3775606155395508,5421735,-.0021047592163086,8273150,34539,-.3390626907348633,116631,-.4070730209350586,422035,8636,-.8130378723144531,64980,-.2977304458618164,885453,224359,4110683,-.1522703170776367,648320,-.3135747909545898,114007,-.4571352005004883,6949316,-.3078346252441406,516196,105228,.5872564315795898,9082,-1.458164215087891,501026,.0116662979125977,1071241,-.2528209686279297,55661,-.186680793762207,82565,-.1273117065429688,622999,-.3322982788085938,29262,-.8371553421020508,2758,-1.148701667785645,1448,46563,.433527946472168,2136630,4738570,-.5783300399780273,202278,353568,-.9688568115234375,3575539,-.0134601593017578,936905,-.9416770935058594,15433,587394,.3326187133789063,13059665,-.1804695129394531,22417,-.4996376037597656,22071320,-.1196575164794922,324837,-.0701589584350586,443961,.2896842956542969,135552,-.3108816146850586,240160,-.3845930099487305,72479,-2.072515487670898,matched (3),32781496,.91805059,1338630.4,4458980
201412,841459,659,3849,40567096,12,0,0,0,0,0,0,0,0,0,0,1,1185436,.162205696105957,1265343,.5054464340209961,665,-2.31469202041626,404544,.3334074020385742,16840,5.337062835693359,1075,3.514339923858643,1420283,96340,-.3182687759399414,726195,-.1131181716918945,4004185,-.3030757904052734,7812718,48410,.3376169204711914,123409,.0564889907836914,907167,28657,1.199458122253418,70837,.0863018035888672,653427,215662,4698503,.1336545944213867,959069,.3915786743164063,160979,.3450136184692383,9453660,.3077583312988281,573898,579006,1.705183029174805,20346,.8065900802612305,605310,.189082145690918,1152981,.0735330581665039,65187,.1579799652099609,92993,.1189384460449219,772509,.2150983810424805,111620,1.338809967041016,11903,1.462284088134766,3285,52312,.1164188385009766,2992116,5674047,.1801671981811523,213493,606082,.5389394760131836,5476195,.4262943267822266,1711980,.6028232574462891,31090,232720,-.9258594512939453,13191577,.0100498199462891,40062,.5806083679199219,24937928,.1221103668212891,643458,.68353271484375,645172,.3737802505493164,389383,1.055207252502441,177436,-.3026952743530273,101670,.338435173034668,matched (3),41287080,.91805059,1601320.6,4544755
201501,841459,660,3849,44735280,01,0,0,0,0,0,0,0,0,0,0,0,819781,-.3688287734985352,1425452,.119145393371582,4194,1.841623783111572,737061,.599909782409668,1444,-2.456339836120606,2529,.8555035591125488,2525933,180168,.6260061264038086,1141401,.4521932601928711,6494973,.4836883544921875,8403495,67944,.3389778137207031,200524,.4854307174682617,957003,27329,-.0474491119384766,71510,.009455680847168,719965,274418,5460438,.1502847671508789,1710464,.578557014465332,248283,.4332952499389648,13185757,.3327350616455078,1324670,926808,.4704341888427734,34466,.5270881652832031,1253794,.7281894683837891,1807168,.4494104385375977,116388,.5796689987182617,139663,.406707763671875,1383361,.5826282501220703,209618,.6301870346069336,118077,2.294547080993652,17529,366019,1.945459365844727,4987967,6851520,.1885671615600586,153364,149927,-1.396866798400879,9724104,.5741977691650391,3161923,.613530158996582,68521,1907840,2.103890419006348,14827507,.1169071197509766,32850,-.1984767913818359,20633472,-.1894760131835938,1090439,.5274791717529297,2503261,1.355832099914551,522137,.2933673858642578,325258,.6060085296630859,59486,-.5359916687011719,matched (3),42861988,.91805059,1602447.3,4545152
201502,841459,661,3849,41194888,02,1,0,0,0,0,0,0,0,0,0,0,903996,.0977878570556641,5339185,1.320584297180176,1207,-1.245517253875732,545335,-.30126953125,15669,2.38426685333252,194,-2.567721366882324,1287709,237140,.2747602462768555,1377409,.1879472732543945,9945921,.4261341094970703,10059869,60330,-.1188545227050781,154891,-.2582130432128906,905179,24077,-.1266918182373047,109491,.4260053634643555,636291,248842,4963927,-.095332145690918,1111110,-.4314050674438477,152604,-.4867229461669922,13277258,.0069160461425781,1481304,1218395,.2735433578491211,87323,.9296407699584961,1808686,.3664264678955078,2014766,.1087417602539063,144794,.2183828353881836,187746,.2958574295043945,1526551,.0984945297241211,401015,.648712158203125,135545,.1379661560058594,21295,330842,-.101043701171875,9335915,6111869,-.1142377853393555,254650,314316,.7402505874633789,12011565,.2112617492675781,7631673,.8811264038085938,118139,1496813,-.2426328659057617,18056682,.1970310211181641,11382,-1.059918403625488,23525810,.1311836242675781,1435084,.2746429443359375,1179187,-.7527685165405273,358085,-.3771600723266602,292907,-.1047639846801758,81273,.31207275390625,matched (3),46604136,.91805059,1417993.1,4483444.5
201503,841459,662,3849,61605356,03,0,1,0,0,0,0,0,0,0,0,0,1276835,.3453140258789063,17251896,1.172849655151367,1645,.3096022605895996,744709,.3115930557250977,46675,1.091525077819824,842,1.467922210693359,5816881,333877,.3421220779418945,3183072,.8376426696777344,18923840,.6432609558105469,17641916,205068,1.223512649536133,160815,.0375328063964844,1317728,32020,.2851037979125977,579052,1.665550231933594,802462,312411,6512597,.2715415954589844,1567633,.344207763671875,240286,.453984260559082,17105826,.2533664703369141,2741416,2147992,.5669984817504883,121401,.3294858932495117,2266451,.2256145477294922,2867015,.3527688980102539,245079,.5262689590454102,320562,.5349855422973633,2280690,.4014673233032227,506103,.2327413558959961,98854,-.3156595230102539,22986,535176,.4809541702270508,11113999,5530925,-.0998773574829102,717324,679242,.7705783843994141,11576712,-.0368747711181641,8051903,.0536012649536133,524690,1915836,.2468156814575195,16983340,-.0612831115722656,15211,.2899856567382813,27675452,.1624488830566406,1731679,.1878681182861328,1831263,.4401798248291016,719928,.6983804702758789,428197,.3797283172607422,816954,2.307769775390625,matched (3),56101792,.91805059,2188537.5,4783332.5
201504,841459,663,3849,61844512,04,0,0,1,0,0,0,0,0,0,0,0,1188434,-.0717477798461914,12880747,-.2921886444091797,2875,.5583124160766602,1518668,.7125949859619141,90148,.6582441329956055,733,-.1386346817016602,8246766,296283,-.1194572448730469,5434987,.5350103378295898,26028096,.3187541961669922,16782850,221459,.0768957138061523,248072,.4334650039672852,1225986,29457,-.0834293365478516,1200154,.7288122177124023,808363,368779,7444636,.1337556838989258,1081307,-.3713960647583008,200166,-.182682991027832,13761836,-.2175197601318359,2415262,2367576,.0973329544067383,164872,.3060703277587891,1379265,-.4966650009155273,2905611,.0133724212646484,235067,-.0417098999023438,403909,.231114387512207,2703657,.1701269149780273,500439,-.0112543106079102,166524,.5214958190917969,60578,556678,.0393915176391602,7288883,6847520,.213531494140625,1109618,657231,-.0329418182373047,14419133,.2195606231689453,19059796,.8616733551025391,878458,3172457,.5043516159057617,23047384,.3053188323974609,67899,1.496002197265625,27952984,.0099773406982422,1832526,.0566034317016602,2398967,.2700328826904297,936929,.2634563446044922,500595,.1562137603759766,1800284,.7901163101196289,matched (3),61136016,.91805059,1957602.5,4682176.5
201505,841459,664,3849,59342472,05,0,0,0,1,0,0,0,0,0,0,0,1287780,.0802831649780273,7564489,-.5322694778442383,2644,-.0837597846984863,1724256,.1269617080688477,118543,.2738227844238281,2936,1.387657642364502,6491877,268461,-.0986099243164063,6708692,.2105474472045898,29360316,.1204662322998047,14550674,15549,-2.656241416931152,143089,-.5502519607543945,1830809,38200,.2599039077758789,1435399,.1789932250976563,1181590,389436,9107063,.2015562057495117,1158062,.0685768127441406,160256,-.2223749160766602,11349723,-.1927070617675781,1775190,1940451,-.1989459991455078,94976,-.5515460968017578,1426270,.0335121154785156,2802084,-.036280632019043,150886,-.4433460235595703,290209,-.3305883407592773,1829505,-.3905601501464844,461414,-.0811901092529297,113807,-.3806352615356445,48399,425530,-.268651008605957,4730856,5997790,-.1324958801269531,1301336,423908,-.4385194778442383,16805278,.15313720703125,14168015,-.2965946197509766,750338,1849364,-.5396642684936523,24858848,.0756626129150391,11812,-1.748905181884766,29276712,.0462684631347656,908237,-.7019453048706055,2547023,.0598869323730469,910796,-.0282878875732422,446973,-.1132984161376953,4424722,.8992633819580078,matched (3),60864336,.91805059,1561420.8,4530850.5
201506,841459,665,3849,58208228,06,0,0,0,0,1,0,0,0,0,0,0,1429485,.1043949127197266,2683622,-1.036296844482422,138,-2.952794551849365,1405666,-.2042837142944336,73663,-.4757747650146484,4179,.3530244827270508,4524292,258816,-.0365877151489258,2487726,-.992034912109375,12069058,-.8889980316162109,10604219,99334,1.854491233825684,79090,-.5928812026977539,2218140,30752,-.2168798446655273,441225,-1.179642677307129,1279597,377573,7044896,-.2567472457885742,1028062,-.1190719604492188,154559,-.0361967086791992,11253053,-.0085525512695313,1712480,1479623,-.2711324691772461,62349,-.4208765029907227,926364,-.4315509796142578,2609739,-.0711126327514648,102319,-.3884296417236328,219992,-.2770099639892578,1914838,.0455875396728516,332867,-.3265533447265625,17676,-1.862296104431152,24881,328973,-.2573604583740234,4157567,4362624,-.3183164596557617,1028788,350579,-.1899299621582031,10272806,-.4921932220458984,11085294,-.2453670501708984,439004,918765,-.6995668411254883,26882116,.0782470703125,12511,.0574922561645508,30434876,.0387973785400391,294624,-1.125804901123047,2657441,.0424385070800781,975653,.0687875747680664,687051,.4299097061157227,3213543,-.3198337554931641,matched (3),59104000,.91805059,1576552.6,4536087.5
