period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1450c428,growth1450c428,Y1589c752,growth1589c752,Y1845c428,growth1845c428,Y1935c124,growth1935c124,Y2014c246,growth2014c246,Y2015c703,growth2015c703,Y2195c344,Y2196c703,growth2196c703,Y22c124,growth22c124,Y230c124,growth230c124,Y230c208,Y230c352,growth230c352,Y234c300,growth234c300,Y242c191,Y245c428,growth245c428,Y259c246,growth259c246,Y264c191,Y264c442,Y264c757,growth264c757,Y2726c484,growth2726c484,Y2741c705,growth2741c705,Y2763c300,growth2763c300,Y2780c203,Y2780c703,growth2780c703,Y2832c246,growth2832c246,Y2846c620,growth2846c620,Y2848c752,growth2848c752,Y2857c428,growth2857c428,Y2857c705,growth2857c705,Y2857c792,growth2857c792,Y2865c620,growth2865c620,Y2889c246,growth2889c246,Y2889c428,Y2973c372,growth2973c372,Y2983c642,Y3223c752,growth3223c752,Y336c442,Y338c440,growth338c440,Y3848c124,growth3848c124,Y3954c124,growth3954c124,Y3980c428,Y3983c752,growth3983c752,Y3992c124,growth3992c124,Y4069c372,growth4069c372,Y4291c484,growth4291c484,Y449c124,growth449c124,Y4942c124,growth4942c124,Y4966c300,growth4966c300,Y4992c703,growth4992c703,Y86c124,growth86c124,_merge,x,r2,s,sf
201109,841459,620,3849,29312176,09,0,0,0,0,0,0,0,1,0,0,0,1218645,-.1036558151245117,4881503,.7612190246582031,12845,-.0452814102172852,514432,-.3063468933105469,35237,-.0384435653686523,1801,-.688694953918457,1446768,287884,-.4567070007324219,1048383,-.3197765350341797,5790561,-.041712760925293,11480021,74639,-.4184436798095703,308696,.4244108200073242,326254,2098,-1.724059104919434,64168,-.28228759765625,978459,241991,5802494,-.0889739990234375,679380,-.397679328918457,336881,-.1895751953125,13579520,-.2763519287109375,719951,99403,-.7790403366088867,266257,1.386057853698731,1199153,-.6724748611450195,831384,-.2282018661499023,103334,.124298095703125,158385,-.0964202880859375,491321,-.2800407409667969,129962,.0423583984375,6981,-.7679204940795898,582,119823,1.339941024780273,5521972,9068244,.4384670257568359,320551,625026,-.5528697967529297,2867905,-.4686508178710938,6664918,-.4576435089111328,709237,67919,-1.74510669708252,22826534,-.447357177734375,14943,-.3718242645263672,15657464,-.2286968231201172,318336,.5648927688598633,639294,-.4778604507446289,179079,-.4819097518920898,589311,-.0720367431640625,3893292,-.3188581466674805,matched (3),30837560,.91805059,2359966,4864156
201110,841459,621,3849,26473232,10,0,0,0,0,0,0,0,0,1,0,0,1026033,-.1720399856567383,2037753,-.8736057281494141,5813,-.7928571701049805,521600,.0138378143310547,28824,-.2008876800537109,1247,-.3676013946533203,1565004,172257,-.5135698318481445,730757,-.3609237670898438,4564317,-.2379608154296875,10055599,25323,-1.080949783325195,248778,-.2157955169677734,507871,2216,.0547194480895996,54344,-.1661701202392578,436404,179549,3944397,-.385991096496582,551087,-.2092876434326172,302265,-.1084251403808594,10929151,-.2171306610107422,487111,36389,-1.004916191101074,167460,-.4637174606323242,1084786,-.1002321243286133,974332,.1586599349975586,46697,-.7942867279052734,94268,-.5188865661621094,376582,-.2659616470336914,65419,-.6864299774169922,3947,-.5702362060546875,8564,26824,-1.496719360351563,3650830,8856461,-.0236310958862305,287977,561766,-.1067075729370117,2438526,-.1621875762939453,6075116,-.092656135559082,187478,175848,.9513044357299805,14636463,-.4444065093994141,33100,.7952899932861328,17180156,.0928077697753906,263163,-.1903343200683594,853299,.2887449264526367,75027,-.8699789047241211,335208,-.5642032623291016,2339308,-.5093994140625,matched (3),24868902,.91805059,1491579.1,4507258.5
201111,841459,622,3849,21604856,11,0,0,0,0,0,0,0,0,0,1,0,586060,-.560032844543457,230832,-2.177912712097168,3270,-.5753068923950195,461312,-.1228265762329102,9896,-1.069077491760254,4690,1.324691772460938,1099498,119428,-.3662738800048828,530641,-.3199949264526367,4723118,.0342006683349609,8512775,54979,.775238037109375,211013,-.1646413803100586,280318,3781,.5342841148376465,63469,.155217170715332,226113,133513,3647477,-.0782604217529297,506545,-.0842800140380859,245880,-.2064609527587891,9430841,-.1474475860595703,622356,58901,.4815912246704102,91313,-.6064510345458984,972247,-.1095285415649414,761413,-.2465753555297852,52569,.1184463500976563,140423,.3985166549682617,214224,-.5641136169433594,42188,-.4386768341064453,17365,1.481500625610352,8406,14373,-.6239452362060547,3212167,11170307,.232111930847168,168027,404508,-.3284139633178711,2389887,-.0201473236083984,5478286,-.1034088134765625,76274,101548,-.5490884780883789,10441334,-.3377437591552734,18158,-.6004219055175781,15755596,-.0865592956542969,311845,.1697330474853516,566116,-.4103107452392578,153481,.715728759765625,243181,-.3209447860717773,499043,-1.544919013977051,matched (3),20025598,.91805059,1649034,4561785.5
201112,841459,623,3849,26635280,12,0,0,0,0,0,0,0,0,0,0,1,536917,-.0875787734985352,892745,1.352610588073731,1004,-1.180798053741455,501338,.0832061767578125,16724,.5247135162353516,6181,.2760477066040039,973715,278630,.8471708297729492,670235,.2335424423217773,3798014,-.2179908752441406,7130511,18088,-1.111701965332031,382362,.5944480895996094,628528,17514,1.533012390136719,40684,-.4447164535522461,458699,175123,4245932,.1519250869750977,602848,.1740522384643555,187929,-.2687788009643555,10780198,.1337261199951172,686020,279698,1.557852745056152,120970,.2812490463256836,1192316,.2040433883666992,705314,-.076533317565918,79238,.4103298187255859,70382,-.6907215118408203,527303,.9007530212402344,116295,1.013994216918945,63628,1.29859733581543,516,22424,.4447803497314453,3605159,8528263,-.2698726654052734,206554,642895,.4633092880249023,3109779,.2633047103881836,5548841,.0127964019775391,247114,133134,.2708244323730469,14852274,.3523807525634766,15663,-.1478099822998047,16097266,.021453857421875,276695,-.1195907592773438,961947,.5301599502563477,211365,.3200101852416992,200782,-.1915864944458008,197669,-.9260978698730469,matched (3),23810752,.91805059,1422668.8,4484925.5
201201,841459,624,3849,32531744,01,0,0,0,0,0,0,0,0,0,0,0,822338,.4263076782226563,301758,-1.084674835205078,4170,1.423923969268799,623104,.2174320220947266,17241,.0304460525512695,20240,1.186180114746094,1098427,217369,-.2482881546020508,1274348,.6425619125366211,5888518,.4385261535644531,7711280,46536,.944976806640625,326084,-.1592130661010742,649054,50637,1.061681747436523,50923,.2244796752929688,528490,174656,5145221,.1921072006225586,1183514,.6745777130126953,477406,.9323024749755859,14767475,.3147163391113281,1276808,593604,.7525014877319336,171404,.3484811782836914,2134530,.5823488235473633,758207,.0723133087158203,87811,.1027307510375977,155062,.7898874282836914,880540,.5127601623535156,62698,-.6178007125854492,141310,.7979021072387695,7392,233109,2.341374397277832,8203703,4983885,-.5371761322021484,130676,484310,-.2832555770874023,11026370,1.265737533569336,6951686,.2253952026367188,147882,172114,.256800651550293,15133005,.0187244415283203,40879,.959315299987793,20031252,.2186431884765625,479796,.550445556640625,1689024,.5629472732543945,626706,1.086891174316406,233446,.150731086730957,113104,-.5582866668701172,matched (3),31429990,.91805059,1880681.5,4650541.5
201202,841459,625,3849,32508220,02,1,0,0,0,0,0,0,0,0,0,0,742660,-.1019124984741211,3105617,2.331341743469238,3983,-.0458812713623047,745596,.1794710159301758,46191,.9854946136474609,8080,-.9182682037353516,2450195,466172,.7629585266113281,1663060,.2662248611450195,8834134,.4056186676025391,8135035,13239,-1.257059097290039,361425,.1028995513916016,592760,47784,-.0579910278320313,59614,.1575756072998047,410516,175549,5779174,.1161928176879883,1063665,-.1067676544189453,385747,-.2131853103637695,18275184,.2131156921386719,1637634,1387088,.848750114440918,159151,-.0741701126098633,3074034,.3647441864013672,1319253,.5538644790649414,131483,.4036903381347656,346147,.8030385971069336,1067560,.1925954818725586,153086,.8926706314086914,113369,-.2203083038330078,32212,381672,.4930553436279297,11563233,13334050,.9841117858886719,257471,592435,.2015151977539063,12667494,.1387500762939453,16997928,.8941068649291992,166109,1156836,1.90528678894043,23638632,.4460048675537109,16025,-.9364662170410156,20743422,.0349369049072266,468265,-.024327278137207,2477846,.3832387924194336,467944,-.2921295166015625,315630,.3016195297241211,97679,-.1466207504272461,matched (3),34400972,.91805059,1963317.1,4684569
201203,841459,626,3849,34920080,03,0,1,0,0,0,0,0,0,0,0,0,909965,.2031679153442383,14449234,1.537429809570313,2158,-.6128530502319336,1091501,.3811254501342773,28831,-.4713344573974609,8610,.0635318756103516,7976458,634348,.3080425262451172,2218152,.2880144119262695,19626788,.7982721328735352,15895747,161186,2.499392509460449,412531,.1322574615478516,1149798,66039,.3235540390014648,192075,1.169995307922363,606684,302343,7244591,.2259941101074219,1924103,.5927400588989258,544910,.3454389572143555,22004536,.1857051849365234,2639949,2293217,.5027484893798828,453771,1.047739028930664,3363991,.0901374816894531,1895769,.3625593185424805,227520,.5483608245849609,502789,.3733072280883789,1538369,.3653469085693359,548973,1.277049064636231,165197,.376490592956543,108819,531929,.3319482803344727,11261678,9460417,-.3432044982910156,914420,1034505,.5574378967285156,16032409,.2355728149414063,24618584,.3704109191894531,608980,1358845,.1609468460083008,27267970,.1428298950195313,28048,.5597667694091797,18743978,-.1013565063476563,1362921,1.068351745605469,1545320,-.4721584320068359,892797,.6460103988647461,540252,.5374650955200195,1350866,2.626814842224121,matched (3),38650812,.91805059,2332103,4850698.5
201204,841459,627,3849,45577640,04,0,0,1,0,0,0,0,0,0,0,0,1216523,.2903451919555664,7863518,-.6084079742431641,7497,1.245321273803711,1500581,.31829833984375,206643,1.969541549682617,24125,1.030324935913086,12257300,456821,-.3283052444458008,4970399,.8068265914916992,25955100,.2794723510742188,15714757,210105,.2650480270385742,482137,.1559162139892578,1517871,59070,-.1115217208862305,980319,1.629992485046387,557899,321824,6088105,-.1739187240600586,855135,-.8109560012817383,313550,-.5526618957519531,14711575,-.4026145935058594,2481063,3039095,.2816047668457031,410681,-.0997753143310547,2377717,-.3469877243041992,1790308,-.0572366714477539,152286,-.4014778137207031,368431,-.3109169006347656,1745377,.1262483596801758,268092,-.7167186737060547,171606,.0380630493164063,34346,691610,.26251220703125,7010186,9883267,.0437259674072266,1228186,1272807,.207301139831543,14851780,-.0764923095703125,20687228,-.1739845275878906,413327,2788778,.718968391418457,31610448,.1477756500244141,56551,.7012252807617188,23543338,.2279701232910156,1310239,-.0394210815429688,2577705,.5116682052612305,439782,-.7080793380737305,633316,.1589336395263672,2930492,.7744245529174805,matched (3),40721892,.91805059,2359860.8,4864104.5
201205,841459,628,3849,43807752,05,0,0,0,1,0,0,0,0,0,0,0,1186253,-.0251970291137695,7725733,-.0176773071289063,7449,-.0064229965209961,1663198,.1028900146484375,97772,-.7483539581298828,3280,-1.995405197143555,8695587,514379,.1186685562133789,4613771,-.0744552612304688,20947148,-.2143650054931641,13550534,127730,-.4976882934570313,240715,-.6946144104003906,2277759,51834,-.1306772232055664,1008195,.0280389785766602,930521,314814,7305830,.1823358535766602,902831,.0542755126953125,292493,-.0695180892944336,11930104,-.2095699310302734,1902658,1384683,-.7860889434814453,534452,.2634248733520508,1937661,-.2046585083007813,1957983,.0895271301269531,108405,-.3398857116699219,249092,-.3914318084716797,2147505,.2073354721069336,223327,-.1826934814453125,75800,-.817103385925293,25007,390447,-.5717296600341797,4083932,15117135,.4249858856201172,1351695,976170,-.2653427124023438,12422541,-.1786060333251953,18377832,-.1183719635009766,680107,1518719,-.6077365875244141,34472536,.0866737365722656,19304,-1.074830055236816,22920282,-.0268211364746094,622240,-.7446384429931641,1804714,-.3564977645874023,523249,.1737775802612305,531952,-.1744155883789063,3509445,.1802873611450195,matched (3),42761740,.91805059,1171782.5,4411762
201206,841459,629,3849,39793224,06,0,0,0,0,1,0,0,0,0,0,0,1202104,.0132741928100586,3719145,-.7310628890991211,1199,-1.826592445373535,1750016,.0508823394775391,70484,-.3272523880004883,5991,.6024141311645508,6413595,460279,-.1111278533935547,2247136,-.7193889617919922,9378181,-.8036174774169922,9105400,58193,-.7861537933349609,198412,-.193267822265625,1505699,49384,-.0484199523925781,428878,-.8547449111938477,742004,369279,7811544,.066929817199707,630218,-.3594694137573242,270445,-.0783720016479492,10649305,-.1135692596435547,1088146,987453,-.3380975723266602,124270,-1.458785057067871,1584868,-.2009811401367188,1414348,-.3252468109130859,92385,-.1599102020263672,138475,-.587132453918457,1338380,-.4728460311889648,233432,.0442543029785156,57507,-.2761917114257813,4233,366721,-.0626907348632813,2707026,15011396,-.00701904296875,978456,933215,-.0450010299682617,8529132,-.3760261535644531,18239758,-.0075416564941406,388617,770098,-.6791048049926758,39381412,.1331310272216797,6773,-1.047368049621582,22533980,-.016998291015625,260318,-.8714227676391602,2420816,.2937030792236328,342285,-.4244136810302734,578483,.0838556289672852,4869061,.3274431228637695,matched (3),39630592,.91805059,1512939.9,4514372.5
201207,841459,630,3849,34062032,07,0,0,0,0,0,1,0,0,0,0,0,1227912,.0212411880493164,2920042,-.2418956756591797,1784,.3973703384399414,1282521,-.3107967376708984,25858,-1.002765655517578,1192,-1.614625453948975,6335317,219218,-.7417659759521484,1561505,-.3640060424804688,5680743,-.5013036727905273,7834305,74841,.2516002655029297,127066,-.4456386566162109,1108993,25665,-.6544981002807617,137630,-1.136603355407715,450228,249623,4856548,-.4752740859985352,623684,-.0104217529296875,247437,-.0889129638671875,10119584,-.0510215759277344,787589,452072,-.7812871932983398,85091,-.3787355422973633,1020152,-.4405488967895508,1153443,-.2039175033569336,89870,-.0276002883911133,99530,-.330230712890625,646891,-.7270374298095703,119985,-.6655244827270508,10171,-1.732365608215332,2931,117872,-1.135002136230469,3731635,3268109,-1.524598121643066,777098,1618630,.5506992340087891,5418501,-.4536676406860352,12634930,-.3671379089355469,312997,622750,-.212371826171875,42719732,.0813674926757813,3349,-.7042827606201172,20073304,-.1156330108642578,242824,-.0695667266845703,1303313,-.6191949844360352,327258,-.0448942184448242,382142,-.4146175384521484,3270153,-.3980646133422852,matched (3),32834026,.91805059,1088873,4390469
201208,841459,631,3849,35980712,08,0,0,0,0,0,0,1,0,0,0,0,1313444,.0673379898071289,4784230,.4937267303466797,4219,.8607397079467773,128202,-2.302976608276367,187438,1.980827331542969,4858,1.404994487762451,2256315,237114,.0784740447998047,4568078,1.073442459106445,9807787,.5460958480834961,9875881,94287,.2309780120849609,265186,.7357244491577148,1290297,11487,-.8039121627807617,103366,-.2862930297851563,472158,253084,5667645,.1544456481933594,830804,.2867498397827148,290712,.1611776351928711,11273348,.1079673767089844,558719,207267,-.7798337936401367,77264,-.0964937210083008,1525911,.4026393890380859,972916,-.1702089309692383,137069,.4221200942993164,142316,.3575916290283203,675871,.0438241958618164,129775,.0784358978271484,14198,.3335609436035156,11503,70994,-.5070037841796875,6178334,8685716,.9774675369262695,421017,592507,-1.004972457885742,841457,-1.86244010925293,738175,-2.84004020690918,280908,508102,-.2034635543823242,26901836,-.4624671936035156,39098,2.457409858703613,19093100,-.0500640869140625,3094440,2.545025825500488,22808,-4.045554161071777,210552,-.4410161972045898,542939,.3512048721313477,9072642,1.020427703857422,matched (3),35462328,.91805059,1397372.4,4476965.5
201209,841459,632,3849,30056508,09,0,0,0,0,0,0,0,1,0,0,0,1081950,-.1938877105712891,2111768,-.8177995681762695,2073,-.7106008529663086,506410,1.373740196228027,65788,-1.04701042175293,453,-2.372490406036377,975589,102109,-.8424997329711914,1329623,-1.234197616577148,5842235,-.5180644989013672,9322286,73635,-.247222900390625,225624,-.1615619659423828,575742,5740,-.6937570571899414,61751,-.5151653289794922,1523017,194331,5135212,-.0986528396606445,743196,-.1114339828491211,238090,-.1996841430664063,9427994,-.1787567138671875,590513,78786,-.9672727584838867,86102,.1083049774169922,724603,-.7447223663330078,982800,.0101079940795898,87351,-.4505500793457031,94165,-.4130020141601563,467948,-.367645263671875,54395,-.8695297241210938,24119,.5298986434936523,4267,82038,.1445865631103516,4220567,8232698,-.0535659790039063,262227,806423,.3082456588745117,2753423,1.185465812683106,4526412,1.813504219055176,230580,218398,-.8443632125854492,25936652,-.0365371704101563,29619,-.2776556015014648,16732399,-.1319789886474609,531690,-1.761301994323731,804770,3.563445091247559,150193,-.3378114700317383,507604,-.0672950744628906,3651306,-.9101791381835938,matched (3),32161252,.91805059,2062526.5,4727006
201210,841459,633,3849,26922892,10,0,0,0,0,0,0,0,0,1,0,0,1020084,-.0588798522949219,754957,-1.028619766235352,8308,1.388221740722656,288477,-.5627317428588867,12209,-1.684264183044434,893,.6786947250366211,1008508,163404,.470184326171875,1028824,-.2564783096313477,5308765,-.0957536697387695,10328238,96143,.2667160034179688,194402,-.1489410400390625,461027,12199,.7538948059082031,68139,.0984392166137695,430162,183569,3918634,-.2703781127929688,650570,-.1331110000610352,199119,-.178746223449707,9534346,.0112171173095703,369007,41748,-.6350831985473633,120632,.3372116088867188,561526,-.2549657821655273,1077893,.0923585891723633,94652,.0802726745605469,81894,-.139622688293457,457908,-.0216884613037109,33330,-.4898147583007813,7473,-1.171703338623047,3422,23135,-1.265835762023926,3102055,8081388,-.018549919128418,203199,715795,-.1192150115966797,3600699,.2682828903198242,4412811,-.0254182815551758,271544,100185,-.7793006896972656,17876946,-.3721446990966797,13944,-.7533664703369141,20162162,.1864604949951172,389956,-.3100271224975586,816678,.0146884918212891,211035,.3401021957397461,371206,-.3129444122314453,2890132,-.2337827682495117,matched (3),33684768,.91805059,1210823.5,4422292
201211,841459,634,3849,25589336,11,0,0,0,0,0,0,0,0,0,1,0,872470,-.1563119888305664,437011,-.5467023849487305,6185,-.2950916290283203,307526,.0639448165893555,22115,.5940828323364258,1954,.7830471992492676,1392412,184075,.1191177368164063,636273,-.4805440902709961,5181975,-.0241727828979492,8688353,65565,-.3827943801879883,217050,.110198974609375,197901,11137,-.0910806655883789,63883,-.0644960403442383,150864,166764,4158851,.0594959259033203,553539,-.1615161895751953,143869,-.3249998092651367,6511672,-.3813047409057617,381389,38480,-.0815134048461914,57367,-.7432746887207031,452496,-.2158794403076172,804829,-.2921342849731445,93689,-.0102262496948242,66826,-.203333854675293,345860,-.280634880065918,32174,-.0352993011474609,15432,.7251462936401367,5725,17114,-.3014497756958008,2194023,7750549,-.0417995452880859,138016,427494,-.5154533386230469,3623389,.006281852722168,2661060,-.5057868957519531,543807,51697,-.6616182327270508,17548244,-.0185585021972656,16919,.1933879852294922,18354272,-.0939464569091797,633187,.4847326278686523,506083,-.4785442352294922,145354,-.3728513717651367,231797,-.4708948135375977,144573,-2.995272636413574,matched (3),30017706,.91805059,1927905.5,4669838.5
201212,841459,635,3849,32872868,12,0,0,0,0,0,0,0,0,0,0,1,758111,-.1404991149902344,3142903,1.972943305969238,498,-2.519282341003418,378388,.2073602676391602,778,-3.34728479385376,61,-3.466760158538818,1488269,156196,-.1642313003540039,675015,.0591068267822266,3986086,-.2623767852783203,7592065,25384,-.9489231109619141,210814,-.0291509628295898,599026,48330,1.467779159545898,50546,-.2341699600219727,423693,241463,4776844,.1385412216186523,588909,.0619392395019531,196247,.3104705810546875,8245920,.2361221313476563,417485,98702,.9419670104980469,79467,.3258724212646484,696040,.4306278228759766,477438,-.5221948623657227,79209,-.1678905487060547,80924,.1914186477661133,552742,.4688577651977539,46962,.3781805038452148,61735,1.386407852172852,10819,22406,.2694320678710938,2251753,6564292,-.1661195755004883,156362,1144675,.9849357604980469,5689530,.4512176513671875,1039754,-.9397401809692383,750683,652061,2.534738540649414,20716154,.1659603118896484,33487,.6827201843261719,14107336,-.2631664276123047,284629,-.7995796203613281,879894,.5531005859375,203214,.3350868225097656,175479,-.2783432006835938,148787,.0287303924560547,matched (3),33012198,.91805059,2142035.8,4762235.5
201301,841459,636,3849,44160936,01,0,0,0,0,0,0,0,0,0,0,0,931368,.2058248519897461,205275,-2.728550910949707,3742,2.016775131225586,723449,.6481094360351563,23386,3.4031662940979,4440,4.287536144256592,4623497,250473,.4722394943237305,1037865,.4301862716674805,7247820,.5978908538818359,8902110,64953,.939544677734375,217723,.0322465896606445,665056,67457,.3334379196166992,57016,.120448112487793,468476,257686,5437289,.1295003890991211,1524549,.9511823654174805,299446,.4225606918334961,10593983,.2505674362182617,1113441,594667,1.795896530151367,73645,-.0760860443115234,1481162,.7551755905151367,1054883,.792750358581543,118948,.4065961837768555,140558,.5521097183227539,1198790,.7741765975952148,79449,.5257759094238281,176195,1.048740386962891,16722,320403,2.660250663757324,5449890,12040768,.6066532135009766,137588,600293,-.6454582214355469,10095216,.5734348297119141,1949836,.6287603378295898,186216,769163,.1651649475097656,20902038,.0089340209960938,16104,-.7320899963378906,20002208,.3491477966308594,894660,1.145256996154785,1706856,.6626071929931641,267208,.273768424987793,296352,.5240287780761719,77455,-.6528186798095703,matched (3),39865644,.91805059,1716318.8,4586537
201302,841459,637,3849,39288808,02,1,0,0,0,0,0,0,0,0,0,0,865794,-.0730075836181641,3746044,2.904104232788086,1251,-1.095676422119141,493584,-.3823366165161133,119389,1.630249977111816,546,-2.095790863037109,3890313,377775,.4109477996826172,1309909,.2327919006347656,9858867,.3076705932617188,10808567,31353,-.7283535003662109,180397,-.1880636215209961,583088,64909,-.0385036468505859,62376,.089848518371582,445812,243891,5132286,-.0577287673950195,1726882,.1246185302734375,324921,.0816478729248047,14647247,.3239669799804688,1496128,1526493,.9427261352539063,133088,.5917549133300781,2438429,.4985265731811523,1404531,.2862739562988281,172504,.371734619140625,178539,.2391872406005859,910629,-.274932861328125,379226,1.563016891479492,97924,-.5873994827270508,23328,178308,-.5860671997070313,9415924,8973863,-.2939815521240234,362905,990912,.5012083053588867,13833594,.3150367736816406,10478090,1.681541442871094,157114,1516630,.6789426803588867,22971654,.0944137573242188,11777,-.3129186630249023,19054480,-.0485401153564453,714801,-.2244396209716797,987753,-.5469751358032227,475419,.5761690139770508,247856,-.1787004470825195,118456,.4248447418212891,matched (3),43705620,.91805059,1796496.9,4617139
201303,841459,638,3849,40121760,03,0,1,0,0,0,0,0,0,0,0,0,1090279,.2305421829223633,15947496,1.448601722717285,1923,.4299430847167969,1457060,1.082483291625977,44212,-.9933910369873047,484,-.1205339431762695,8075301,458541,.1937503814697266,2589135,.681365966796875,19853090,.6999893188476563,13513207,147194,1.546441078186035,204046,.1231861114501953,953549,87362,.2970733642578125,404843,1.870319366455078,643020,367200,8177301,.4658107757568359,1079802,-.4695396423339844,411245,.2356071472167969,16497910,.1189804077148438,3025940,2591287,.5291814804077148,263974,.684840202331543,2401733,-.0151634216308594,1651171,.1617813110351563,188958,.0911035537719727,351411,.6771488189697266,1679828,.6123113632202148,431502,.1291399002075195,213373,.7788496017456055,37360,387865,.7771453857421875,11026597,11907626,.2828636169433594,769546,1422359,.3614463806152344,8757180,-.4572248458862305,17556948,.5161628723144531,655008,2076077,.3139896392822266,32225108,.3384838104248047,41524,1.260122299194336,18479692,-.0306301116943359,1145844,.4718923568725586,1502776,.4196367263793945,670888,.3444051742553711,430206,.5514163970947266,734891,1.825181007385254,matched (3),43974976,.91805059,2010563.3,4704565.5
201304,841459,639,3849,44938708,04,0,0,1,0,0,0,0,0,0,0,0,1492027,.3137016296386719,11654755,-.3135871887207031,4281,.8003005981445313,1897613,.2641754150390625,51740,.1572351455688477,1165,.8783912658691406,12123693,624854,.3094682693481445,5427650,.7401828765869141,26228216,.2784748077392578,16952714,226899,.4327535629272461,278671,.3116865158081055,1616539,81377,-.0709676742553711,928718,.8303050994873047,700871,432856,8489639,.0374841690063477,1144339,.058049201965332,373785,-.0955085754394531,17150240,.0387783050537109,3125221,2540286,-.0198774337768555,224151,-.1635313034057617,2034250,-.1660633087158203,1703305,.0310850143432617,169221,-.1103191375732422,272789,-.2532577514648438,2315999,.3211498260498047,399295,-.077570915222168,230376,.0766716003417969,59626,525034,.3028049468994141,9451061,10385952,-.1367263793945313,1058380,1894693,.2867393493652344,14768992,.5226545333862305,26375072,.4069709777832031,1057865,1988655,-.0430221557617188,36020752,.1113510131835938,30900,-.2955150604248047,22307744,.1882610321044922,1521374,.283473014831543,3291180,.7839317321777344,536750,-.2230691909790039,522732,.1948051452636719,3621317,1.594870567321777,matched (3),51421140,.91805059,2021237.4,4709137
201305,841459,640,3849,44878012,05,0,0,0,1,0,0,0,0,0,0,0,1476396,-.0105314254760742,10338073,-.1198806762695313,3146,-.3080549240112305,2175674,.1367416381835938,62780,.1934051513671875,1407,.1887388229370117,12372497,480252,-.2632064819335938,6777976,.2221717834472656,25626198,-.0232200622558594,17904164,131353,-.5466165542602539,189947,-.3832874298095703,2773743,65519,-.2167520523071289,1319422,.3511447906494141,970042,440444,9035094,.0622692108154297,801891,-.3556098937988281,275274,-.3059139251708984,12418371,-.3228340148925781,2446910,1936400,-.2714462280273438,145579,-.4316005706787109,1781336,-.1327638626098633,1626629,-.0460605621337891,129261,-.2693719863891602,223286,-.2002449035644531,1674949,-.3240585327148438,315843,-.2344560623168945,194006,-.1718244552612305,31222,613506,.1557273864746094,4875186,9812015,-.0568466186523438,1725782,1695236,-.1112346649169922,13106539,-.1194171905517578,20246982,-.2644138336181641,760936,2755820,.3262567520141602,36117344,.0026779174804688,10193,-1.109054565429688,20975284,-.0615882873535156,1082772,-.3400897979736328,2431304,-.3028182983398438,791206,.388026237487793,547742,.0467357635498047,3599492,-.0060453414916992,matched (3),41493240,.91805059,1653121.6,4563264.5
201306,841459,641,3849,42357280,06,0,0,0,0,1,0,0,0,0,0,0,1425803,-.0348682403564453,5491013,-.632720947265625,3385,.0732221603393555,1385275,-.4514398574829102,47641,-.2759428024291992,894,-.4535093307495117,10704887,247159,-.6642789840698242,2814352,-.8789463043212891,9797671,-.9614715576171875,8237032,78232,-.5182094573974609,156021,-.1967544555664063,1888668,33600,-.6678142547607422,426916,-1.128362655639648,1102468,349392,8282180,-.0870094299316406,629734,-.2416744232177734,283074,.0279417037963867,10131349,-.2035427093505859,1451654,1157538,-.5145349502563477,65292,-.801849365234375,1328535,-.2932863235473633,1341188,-.1929540634155273,102141,-.2354793548583984,155011,-.3649578094482422,1022560,-.4934730529785156,186235,-.5282354354858398,98077,-.6821355819702148,17944,163009,-1.325384140014648,3888937,6470037,-.4164247512817383,1208000,1443992,-.1604099273681641,11234098,-.1541576385498047,10944531,-.6151657104492188,373848,1193185,-.8370885848999023,34355064,-.0500240325927734,52930,1.647268295288086,16665072,-.2300300598144531,832875,-.2623958587646484,1898992,-.2471046447753906,491496,-.476104736328125,480907,-.1301307678222656,4806308,.2891368865966797,matched (3),34972652,.91805059,1568318,4533232
201307,841459,642,3849,38600988,07,0,0,0,0,0,1,0,0,0,0,0,1341742,-.0607671737670898,1956658,-1.031874656677246,3316,-.020594596862793,1294765,-.0675687789916992,30581,-.4433145523071289,1288,.3651399612426758,7422402,238786,-.0344648361206055,1639087,-.540593147277832,6400050,-.425837516784668,8073395,76221,-.0260419845581055,141479,-.09783935546875,905761,22093,-.4192647933959961,219443,-.6654939651489258,717104,403279,7925739,-.0439910888671875,832782,.2794742584228516,208417,-.3061676025390625,10694152,.0540618896484375,688325,530609,-.7800254821777344,72058,.0986013412475586,1195037,-.1058998107910156,1179763,-.1282415390014648,103228,.0105867385864258,100520,-.4331388473510742,798584,-.2472248077392578,96953,-.6527833938598633,43543,-.8120040893554688,5221,120630,-.3010778427124023,6156900,3425133,-.6360416412353516,883269,1265377,-.1320419311523438,7432650,-.4130716323852539,7697240,-.3519783020019531,226161,295356,-1.396200180053711,34348324,-.0001964569091797,40615,-.2648324966430664,19736188,.1691379547119141,329937,-.9259815216064453,888411,-.7596445083618164,745870,.4170970916748047,517247,.0728464126586914,2922599,-.4974555969238281,matched (3),41225484,.91805059,1400336.6,4477891.5
