period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1412c222,growth1412c222,Y1417c600,Y1528c372,growth1528c372,Y1781c348,growth1781c348,Y2012c705,growth2012c705,Y22c124,growth22c124,Y253c246,growth253c246,Y253c428,growth253c428,Y2561c826,growth2561c826,Y259c246,growth259c246,Y262c246,growth262c246,Y272c246,growth272c246,Y2731c428,growth2731c428,Y2778c620,growth2778c620,Y2848c752,growth2848c752,Y2848c807,growth2848c807,Y2857c348,growth2857c348,Y2955c826,growth2955c826,Y2960c208,growth2960c208,Y2973c792,growth2973c792,Y3003c442,Y3063c372,growth3063c372,Y319c124,growth319c124,Y330c124,growth330c124,Y3348c233,Y3423c32,Y3848c300,growth3848c300,Y3848c376,Y3848c586,growth3848c586,Y3858c124,growth3858c124,Y3954c124,growth3954c124,Y3956c600,growth3956c600,Y4522c484,growth4522c484,Y4912c251,growth4912c251,Y4924c300,growth4924c300,Y4924c705,growth4924c705,Y4924c752,growth4924c752,Y4942c124,growth4942c124,Y4942c826,growth4942c826,Y4972c268,Y5016c124,growth5016c124,Y660c208,growth660c208,Y660c233,Y660c246,growth660c246,Y660c300,growth660c300,Y660c381,Y660c428,growth660c428,Y660c484,growth660c484,Y660c705,growth660c705,Y763c616,growth763c616,_merge,x,r2,s,sf
201109,841430,620,3846,12541063,09,0,0,0,0,0,0,0,1,0,0,0,507824,.4517459869384766,6452558,74167,-1.027297973632813,629523,-.0066623687744141,21643,-.0075035095214844,1048383,-.3197765350341797,98965,-.8153829574584961,22375,-.2711782455444336,282428,-2.218465805053711,64168,-.28228759765625,283400,-.3891668319702148,158809,-.7451295852661133,16067,-.3974037170410156,205986,-.0647373199462891,831384,-.2282018661499023,8424,-1.160632133483887,84782,-.5777854919433594,2499529,-.9511499404907227,196002,-.4658527374267578,5830,-2.168063163757324,18657,774375,.027195930480957,3752910,-.1262340545654297,21345528,.0410690307617188,99516,486511,205958,-.0291357040405273,272000,101535,-1.178300857543945,42908976,-.1529560089111328,6664918,-.4576435089111328,914134,.3078861236572266,1204712,-1.025764465332031,2841508,-.2753286361694336,1144893,-.24407958984375,160062,-.0918102264404297,2791907,-.2244119644165039,639294,-.4778604507446289,3268874,.0347261428833008,146,938041,-.2703714370727539,8513137,-.1007347106933594,300751,2724821,-.4616155624389648,2975959,-.5914325714111328,11772703,1299880,-.3882389068603516,3788967,-.2710275650024414,977287,-.5928878784179688,194396,-.0614919662475586,matched (3),16308314,.91327876,1143175.4,3093565
201110,841430,621,3846,11549878,10,0,0,0,0,0,0,0,0,1,0,0,216954,-.8504495620727539,3129260,71237,-.0403060913085938,756599,.1838712692260742,7700,-1.033461570739746,730757,-.3609237670898438,143940,.3746299743652344,4202,-1.672383308410645,74307,-1.33521842956543,54344,-.1661701202392578,125561,-.8140678405761719,140939,-.1193742752075195,12766,-.2299823760986328,132314,-.4426298141479492,974332,.1586599349975586,11177,.2827730178833008,59594,-.3525285720825195,1390214,-.5866451263427734,460549,.8542947769165039,19448,1.204727172851563,10156,767552,-.00885009765625,3358765,-.1109580993652344,11948755,-.5802154541015625,95079,16801,180152,-.1338720321655273,105000,211772,.7351064682006836,39821248,-.0746803283691406,6075116,-.092656135559082,829434,-.097233772277832,249812,-1.573287010192871,2401086,-.1684131622314453,1399520,.2008180618286133,173885,.0828332901000977,4147490,.3957786560058594,853299,.2887449264526367,1347968,-.8858470916748047,0,574928,-.4895486831665039,7333998,-.1490898132324219,265828,2864869,.0501203536987305,583834,-1.628704071044922,5718966,448101,-1.065009117126465,2217663,-.535639762878418,239284,-1.407129287719727,153448,-.2365350723266602,matched (3),10324030,.91327876,1070557.1,3067472.3
201111,841430,622,3846,9000597,11,0,0,0,0,0,0,0,0,0,1,0,147410,-.3864669799804688,405897,66637,-.0667524337768555,700832,-.0765647888183594,10745,.3332204818725586,530641,-.3199949264526367,81661,-.5668201446533203,1880,-.8042888641357422,101311,.3099899291992188,63469,.155217170715332,155664,.2149076461791992,189093,.2939109802246094,4273,-1.09446907043457,268653,.7082424163818359,761413,-.2465753555297852,24303,.7767419815063477,119808,.6983356475830078,1495271,.072850227355957,218021,-.7478275299072266,55175,1.042765617370606,5097,678162,-.1238203048706055,3203407,-.047358512878418,10659241,-.1141986846923828,58955,99536,159839,-.119633674621582,102000,59887,-1.26305103302002,37705440,-.054595947265625,5478286,-.1034088134765625,315556,-.9664077758789063,1300214,1.649575233459473,1280961,-.6283111572265625,1234911,-.1251306533813477,143663,-.1909236907958984,7468272,.5881595611572266,566116,-.4103107452392578,1580072,.1588716506958008,728,485000,-.1700954437255859,7164658,-.0233602523803711,219512,2817696,-.0166034698486328,220258,-.9748172760009766,5986519,230990,-.6626434326171875,1829128,-.1926145553588867,182471,-.2710599899291992,97777,-.4506731033325195,matched (3),11732450,.91327876,957691.25,3029928.5
201112,841430,623,3846,9517490,12,0,0,0,0,0,0,0,0,0,0,1,397526,.9920425415039063,421450,23698,-1.033869743347168,230659,-1.111328125,10003,-.0715560913085938,670235,.2335424423217773,74132,-.0967283248901367,20049,2.366907119750977,187877,.6175928115844727,40684,-.4447164535522461,115132,-.3016204833984375,214277,.125030517578125,5540,.259678840637207,237073,-.1250524520874023,705314,-.076533317565918,28682,.1656694412231445,145338,.193171501159668,5186210,1.243695259094238,347280,.4655399322509766,235546,1.451395988464356,9752,785385,.1467885971069336,3202078,-.0004148483276367,12920142,.1923599243164063,67345,45605,266453,.5110311508178711,89000,146478,.8944158554077148,36145216,-.0422592163085938,5548841,.0127964019775391,818010,.9525384902954102,783709,-.5062465667724609,1518168,.1698942184448242,1374517,.1071033477783203,180164,.2263965606689453,8216224,.0954475402832031,961947,.5301599502563477,2264867,.3600454330444336,4,666965,.3185882568359375,6713172,-.0650882720947266,169614,1987565,-.3490095138549805,152600,-.3669795989990234,6129250,320422,.3272638320922852,2013218,.0958957672119141,95932,-.6429519653320313,221450,.8175077438354492,matched (3),10083120,.91327876,1061122.3,3064192.3
201201,841430,624,3846,19026620,01,0,0,0,0,0,0,0,0,0,0,0,395337,-.0055217742919922,324592,29227,.2097024917602539,400120,.5508241653442383,26956,.9913215637207031,1274348,.6425619125366211,70668,-.0478544235229492,117609,1.769186973571777,159582,-.1632299423217773,50923,.2244796752929688,135515,.1630029678344727,163829,-.2684459686279297,8660,.4467201232910156,307136,.2589225769042969,758207,.0723133087158203,38020,.2818431854248047,184425,.2381811141967773,7076948,.3108396530151367,482002,.3278169631958008,442630,.6308279037475586,8066,867790,.0997753143310547,4927417,.4310140609741211,14275238,.0997390747070313,59208,63282,167146,-.4663305282592773,480000,288177,.6766996383666992,38254072,.0567054748535156,6951686,.2253952026367188,1078142,.2761201858520508,979740,.2232494354248047,2897947,.6464977264404297,1026722,-.2917308807373047,581924,1.172472953796387,11295940,.3183326721191406,1689024,.5629472732543945,2659174,.1604995727539063,143,968833,.3733549118041992,6323450,-.0598068237304688,245827,2447395,.2081146240234375,762737,1.609092712402344,7013842,553832,.5472230911254883,1715233,-.1601858139038086,298479,1.13506031036377,225992,.0203027725219727,matched (3),20680858,.91327876,1071160.9,3067683
201202,841430,625,3846,23380982,02,1,0,0,0,0,0,0,0,0,0,0,422003,.0652732849121094,29795,112322,1.34627628326416,474953,.1714515686035156,11937,-.8145637512207031,1663060,.2662248611450195,93361,.2784805297851563,145491,.2127485275268555,334923,.7413425445556641,59614,.1575756072998047,163422,.1872539520263672,162536,-.0079240798950195,15128,.5578327178955078,590276,.6532993316650391,1319253,.5538644790649414,28020,-.3051939010620117,262020,.3511781692504883,11413231,.477931022644043,846706,.5634050369262695,891967,.7006950378417969,159984,1105169,.2418041229248047,6077731,.2098169326782227,15920704,.1090946197509766,81764,1250988,707524,1.442904472351074,1684000,437272,.4169807434082031,43981796,.1395263671875,16997928,.8941068649291992,1720932,.4676265716552734,1975436,.7012577056884766,2177609,-.2857751846313477,1980783,.6571207046508789,707245,.1950368881225586,14106094,.2221641540527344,2477846,.3832387924194336,3128203,.1624431610107422,0,1195128,.2099161148071289,7192203,.1287326812744141,199881,3195672,.2667732238769531,1348293,.5696821212768555,7893419,522128,-.0589485168457031,3088463,.5881242752075195,363144,.1961002349853516,277499,.205317497253418,matched (3),24437876,.91327876,1190812.9,3111483.5
201203,841430,626,3846,20473264,03,0,1,0,0,0,0,0,0,0,0,0,273968,-.4320011138916016,704571,236807,.7458763122558594,503856,.0590744018554688,27647,.839874267578125,2218152,.2880144119262695,108921,.154149055480957,310165,.7569894790649414,244676,-.3139657974243164,192075,1.169995307922363,203467,.2191677093505859,273512,.52044677734375,12792,-.1677274703979492,446821,-.2784318923950195,1895769,.3625593185424805,17829,-.452092170715332,356810,.3087825775146484,11119607,-.0260639190673828,561254,-.4111804962158203,1749628,.6737298965454102,148010,919294,-.184147834777832,7959720,.2697620391845703,17391878,.0883827209472656,107390,0,985296,.3311700820922852,1298000,1072296,.8970022201538086,57651200,.2706336975097656,24618584,.3704109191894531,512074,-1.212152481079102,1100769,-.5847797393798828,1941695,-.1146659851074219,1782109,-.1056947708129883,1011619,.3579301834106445,10206314,-.3236007690429688,1545320,-.4721584320068359,2691520,-.1503524780273438,832,1056402,-.1233844757080078,9280263,.2548913955688477,405667,4141365,.2592277526855469,3371100,.9163990020751953,17422588,970724,.6201286315917969,5100032,.5015735626220703,1417520,1.36186408996582,55976,-1.600893974304199,matched (3),19279382,.91327876,1721045.8,3350416.8
201204,841430,627,3846,23564436,04,0,0,1,0,0,0,0,0,0,0,0,472591,.5452194213867188,1216923,281410,.1725673675537109,700363,.3293085098266602,32734,.1688976287841797,4970399,.8068265914916992,126237,.1475381851196289,337222,.0836372375488281,2444185,2.301531791687012,980319,1.629992485046387,365246,.5850677490234375,447232,.4917316436767578,26852,.7415199279785156,416562,-.0701227188110352,1790308,-.0572366714477539,30359,.5322666168212891,309373,-.1426563262939453,14362544,.2559146881103516,696994,.2166032791137695,1645748,-.0612087249755859,280706,852147,-.0758466720581055,10754453,.3009262084960938,17462186,.0040340423583984,80117,246599,1995188,.7055511474609375,3421000,1279028,.1762981414794922,62930632,.0876235961914063,20687228,-.1739845275878906,819767,.4705514907836914,1312192,.175689697265625,2215810,.1320571899414063,1867030,.0465517044067383,1289016,.2423267364501953,16067630,.4538002014160156,2577705,.5116682052612305,4586291,.5329656600952148,4318,1103783,.0438747406005859,8607882,-.0752105712890625,522505,5106961,.2095794677734375,5338757,.4597539901733398,14432896,1014843,.0444469451904297,6926790,.3061494827270508,1882083,.2834701538085938,129883,.8417110443115234,matched (3),26638458,.91327876,1352196.9,3176748.5
201205,841430,628,3846,27840056,05,0,0,0,1,0,0,0,0,0,0,0,834489,.5685892105102539,4632584,160576,-.5610456466674805,569047,-.2076358795166016,65192,.6889219284057617,4613771,-.0744552612304688,1069634,2.136910438537598,456077,.3019199371337891,3178706,.2627630233764648,1008195,.0280389785766602,361456,-.0104312896728516,863053,.6573982238769531,32657,.1957187652587891,522468,.2265281677246094,1957983,.0895271301269531,42103,.3270254135131836,379271,.2037038803100586,13496141,-.0622215270996094,1058635,.4179592132568359,2719282,.5021734237670898,205532,681071,-.2240924835205078,11404654,.0587024688720703,22221204,.2410087585449219,92145,28019,2695128,.3007078170776367,4605000,1414281,.1005210876464844,64591256,.0260448455810547,18377832,-.1183719635009766,719203,-.1308765411376953,1435931,.0901145935058594,2338597,.0539331436157227,2265252,.1933374404907227,1039306,-.2153253555297852,12431368,-.2565841674804688,1804714,-.3564977645874023,4366098,-.0492019653320313,24272,737527,-.4031963348388672,11342641,.2758903503417969,798596,5756777,.1197729110717773,9145439,.5382633209228516,26282624,2305771,.8206815719604492,8111279,.1578588485717773,3237087,.5422954559326172,227485,.560450553894043,matched (3),26567696,.91327876,2352716.3,3714642.3
201206,841430,629,3846,29341702,06,0,0,0,0,1,0,0,0,0,0,0,499536,-.5131397247314453,6273966,182172,.1261835098266602,542263,-.0482120513916016,10213,-1.85367488861084,2247136,-.7193889617919922,1233460,.1425065994262695,667684,.3811540603637695,3035205,-.0461950302124023,428878,-.8547449111938477,921801,.9361896514892578,872261,.0106124877929688,10032,-1.180278778076172,313417,-.5110292434692383,1414348,-.3252468109130859,35487,-.1709518432617188,165418,-.8297758102416992,14336037,.0603733062744141,280633,-1.327688217163086,713538,-1.337887763977051,92705,708438,.0393953323364258,11939852,.0458602905273438,23231906,.0444793701171875,215535,1624174,1896324,-.3515281677246094,4232000,1807955,.245574951171875,81593584,.2336711883544922,18239758,-.0075416564941406,778171,.0788030624389648,1721125,.1811647415161133,2335272,-.0014228820800781,1980586,-.1342935562133789,607706,-.5366172790527344,7192567,-.5471744537353516,2420816,.2937030792236328,3584337,-.197296142578125,5669,831460,.1198806762695313,11377391,.0030593872070313,1014355,7081211,.2070674896240234,8620581,-.0591039657592773,25281188,2230361,-.0332517623901367,4957369,-.4923801422119141,2694511,-.1834573745727539,116136,-.6723222732543945,matched (3),25304930,.91327876,1130717.5,3088983
201207,841430,630,3846,25746352,07,0,0,0,0,0,1,0,0,0,0,0,660671,.279576301574707,4850622,192557,.0554409027099609,577274,.062565803527832,8947,-.1323432922363281,1561505,-.3640060424804688,594398,-.7300291061401367,543465,-.2058496475219727,2828818,-.0704202651977539,137630,-1.136603355407715,517242,-.5778188705444336,472565,-.6129131317138672,14792,.3883066177368164,128610,-.8907499313354492,1153443,-.2039175033569336,31921,-.1059026718139648,150258,-.0961217880249023,5417134,-.9732093811035156,760220,.9965600967407227,608706,-.158900260925293,77733,911016,.2514982223510742,7739648,-.4335260391235352,20417008,-.1291580200195313,19409,748644,857497,-.7936553955078125,4412000,687350,-.9671087265014648,58855476,-.3266639709472656,12634930,-.3671379089355469,325084,-.8728628158569336,1384785,-.2174339294433594,3058888,.269923210144043,1170923,-.5256004333496094,385056,-.4563026428222656,4111823,-.5591821670532227,1303313,-.6191949844360352,2430743,-.3883762359619141,1283,697176,-.1761455535888672,8077393,-.3425588607788086,734190,5404960,-.2701282501220703,6326186,-.3094549179077148,22779424,1826982,-.199498176574707,5792767,.1557350158691406,3683742,.3127126693725586,196938,.5281267166137695,matched (3),26290462,.91327876,1652233,3315594.5
201208,841430,631,3846,16561436,08,0,0,0,0,0,0,1,0,0,0,0,365824,-.5911035537719727,8255076,142771,-.2991495132446289,559624,-.0310516357421875,8353,-.0686969757080078,4568078,1.073442459106445,452216,-.2733888626098633,117689,-1.529919624328613,1738196,-.4870109558105469,103366,-.2862930297851563,291685,-.5728368759155273,167970,-1.034389495849609,21970,.3955907821655273,141990,.0989723205566406,972916,-.1702089309692383,18791,-.5298862457275391,160927,.0685977935791016,5140558,-.0524053573608398,662520,-.1375570297241211,119043,-1.631851196289063,45421,841071,-.0798845291137695,190832,-3.702717781066895,716127,-3.350265502929688,63141,929750,150400,-1.740718841552734,1060000,336927,-.7129764556884766,14040725,-1.433124542236328,738175,-2.84004020690918,856310,.9685487747192383,1011866,-.3137483596801758,2993112,-.0217380523681641,777926,-.4089164733886719,130350,-1.083166122436523,3069893,-.2922239303588867,22808,-4.045554161071777,2311384,-.0503501892089844,963,6924,-4.612044334411621,6009660,-.2957010269165039,624476,3347975,-.4789609909057617,3898672,-.4840612411499023,19793340,1437346,-.2398672103881836,5414196,-.0675859451293945,1908984,-.6573581695556641,134807,-.3790445327758789,matched (3),15957747,.91327876,1965280.3,3482186.3
201209,841430,632,3846,13707745,09,0,0,0,0,0,0,0,1,0,0,0,130500,-1.030779838562012,7847479,85757,-.5097246170043945,514825,-.0834379196166992,7488,-.1093196868896484,1329623,-1.234197616577148,108486,-1.427538871765137,94743,-.2168779373168945,59831,-3.36907958984375,61751,-.5151653289794922,195475,-.4002418518066406,227900,.3051214218139648,18217,-.1873226165771484,111776,-.2392597198486328,982800,.0101079940795898,17824,-.0528316497802734,70275,-.8285350799560547,2248563,-.8268699645996094,531294,-.2207345962524414,30856,-1.350152969360352,41965,723050,-.1511974334716797,3126110,2.796151161193848,26286844,3.60296630859375,79789,802067,141926,-.0579929351806641,248000,307631,-.0909652709960938,48666344,1.243026733398438,4526412,1.813504219055176,596066,-.3622808456420898,1368277,.3017559051513672,2128456,-.340916633605957,672372,-.1458196640014648,84505,-.4334115982055664,2684410,-.134181022644043,804770,3.563445091247559,1733816,-.2875223159790039,355,1091389,5.060213088989258,4879361,-.2083539962768555,293495,2075897,-.4779624938964844,1629612,-.8722944259643555,9569111,689823,-.7341184616088867,2666011,-.7084407806396484,774328,-.9023313522338867,137477,.0196123123168945,matched (3),15110539,.91327876,2055401.8,3533832.3
201210,841430,633,3846,14844669,10,0,0,0,0,0,0,0,0,1,0,0,13438,-2.273285865783691,1976697,68324,-.2272567749023438,586879,.1309909820556641,9455,.2332420349121094,1028824,-.2564783096313477,89585,-.1914329528808594,78722,-.1852455139160156,58844,-.0166339874267578,68139,.0984392166137695,169259,-.1440019607543945,178224,-.2458658218383789,18421,.0111360549926758,142888,.2455644607543945,1077893,.0923585891723633,79225,1.491745948791504,84007,.1784839630126953,2527106,.1167831420898438,220389,-.8799219131469727,99422,1.170042037963867,29192,1011653,.3358621597290039,3679525,.1629934310913086,19772164,-.2847938537597656,88158,637307,280070,.6797342300415039,106000,120597,-.9364471435546875,51492612,.0564498901367188,4412811,-.0254182815551758,841497,.3448305130004883,1814181,.2820816040039063,2268595,.0637636184692383,1028618,.4251604080200195,182163,.7680912017822266,2780043,.0350055694580078,816678,.0146884918212891,2015504,.1505451202392578,84,826272,-.2782821655273438,3887906,-.2271442413330078,314749,2870549,.3241100311279297,1171695,-.329890251159668,5612617,461452,-.4020566940307617,2742924,.0284414291381836,236016,-1.188096046447754,146288,.0621204376220703,matched (3),17361868,.91327876,713248.13,2961759
201211,841430,634,3846,12980535,11,0,0,0,0,0,0,0,0,0,1,0,144221,2.373259544372559,354318,43824,-.4440793991088867,595655,.0148429870605469,12319,.2645988464355469,636273,-.4805440902709961,139158,.4404220581054688,74839,-.0505838394165039,161576,1.010086059570313,63883,-.0644960403442383,139376,-.1942548751831055,149908,-.1730194091796875,11515,-.4698400497436523,130765,-.0886592864990234,804829,-.2921342849731445,24117,-1.189374923706055,109782,.2675962448120117,2598062,.0276908874511719,101213,-.7781667709350586,8867,-2.417037010192871,9955,748414,-.3013839721679688,3856985,.0471029281616211,17619592,-.1152629852294922,76699,67387,217794,-.251490592956543,86000,249551,.7272090911865234,46448176,-.1030998229980469,2661060,-.5057868957519531,1183324,.3409004211425781,1338524,-.3040666580200195,1327069,-.5361881256103516,694290,-.3930816650390625,115501,-.455622673034668,4369178,.4521083831787109,506083,-.4785442352294922,1916513,-.0503625869750977,2658,775262,-.0637235641479492,3599178,-.0771646499633789,270504,1822923,-.4540624618530273,530284,-.7927942276000977,5869811,529073,.1367483139038086,2143259,-.2466974258422852,147856,-.4676599502563477,104608,-.3353567123413086,matched (3),14976923,.91327876,915758.44,3016936.8
201212,841430,635,3846,11995662,12,0,0,0,0,0,0,0,0,0,0,1,145946,.0118904113769531,606712,58998,.2973222732543945,111054,-1.679644584655762,6704,-.6084375381469727,675015,.0591068267822266,136228,-.0212802886962891,91270,.1984834671020508,58035,-1.023929595947266,50546,-.2341699600219727,148604,.0641098022460938,162524,.0808038711547852,15568,.3015670776367188,120105,-.0850362777709961,477438,-.5221948623657227,37269,.4352445602416992,65930,-.5099029541015625,1615786,-.4749441146850586,370369,1.297272682189941,101276,2.435513496398926,9513,911413,.1970396041870117,4075031,.05499267578125,15928746,-.1008872985839844,44028,53394,112505,-.6605520248413086,128000,57094,-1.474964141845703,38009508,-.2005023956298828,1039754,-.9397401809692383,885574,-.2898464202880859,1308832,-.0224323272705078,1620276,.1996240615844727,690046,-.0061321258544922,72718,-.4626903533935547,4361593,-.0017375946044922,879894,.5531005859375,1179755,-.4851999282836914,922,528429,-.3832921981811523,2983203,-.1877079010009766,184254,1454599,-.2257108688354492,164701,-1.169281005859375,5583503,374545,-.3454141616821289,1545383,-.3270559310913086,206821,.3356142044067383,43294,-.8822059631347656,matched (3),12356222,.91327876,1213946.4,3120410.3
201301,841430,636,3846,21926488,01,0,0,0,0,0,0,0,0,0,0,0,240499,.4994792938232422,744942,28418,-.7304811477661133,376546,1.221023559570313,6149,-.0864152908325195,1037865,.4301862716674805,163581,.182978630065918,160414,.5639362335205078,51700,-.1155881881713867,57016,.120448112487793,184524,.2164945602416992,201458,.2147550582885742,13523,-.1408262252807617,167599,.3332080841064453,1054883,.792750358581543,7438,-1.611559867858887,169263,.9428606033325195,5479262,1.221149444580078,1136935,1.121591567993164,244328,.8806619644165039,17943,885298,-.0290718078613281,5287405,.2604484558105469,20686554,.2613582611083984,155310,82057,144922,.2531986236572266,516000,572541,2.305384635925293,40240084,.0570278167724609,1949836,.6287603378295898,1964880,.7969503402709961,951243,-.3191204071044922,2120938,.2692623138427734,1370075,.6858625411987305,311092,1.453499794006348,9660539,.7952127456665039,1706856,.6626071929931641,2544843,.7687616348266602,751,724316,.3153190612792969,4483052,.4073066711425781,225976,2120531,.3769359588623047,1023040,1.82640266418457,8276391,456176,.1971664428710938,2994734,.6615839004516602,286997,.3276185989379883,272641,1.840141296386719,matched (3),20713144,.91327876,1211782.4,3119569
201302,841430,637,3846,29492436,02,1,0,0,0,0,0,0,0,0,0,0,827139,1.235256195068359,144384,155008,1.696454048156738,533694,.3487825393676758,3623,-.528986930847168,1309909,.2327919006347656,126299,-.2586565017700195,226425,.3446550369262695,286010,1.710568428039551,62376,.089848518371582,177136,-.0408620834350586,241219,.1801242828369141,35821,.9741430282592773,379557,.8174304962158203,1404531,.2862739562988281,39554,1.671065330505371,203260,.1830320358276367,9651050,.5660953521728516,542148,-.7405519485473633,817246,1.207427978515625,154052,834371,-.0592460632324219,5677974,.0712671279907227,21878480,.0560207366943359,61852,159338,807614,1.717887878417969,1085000,662454,.1458673477172852,48620272,.1891765594482422,10478090,1.681541442871094,1486828,-.2787866592407227,1325588,.3318414688110352,1480952,-.3591737747192383,1443202,.0519990921020508,589811,.6397132873535156,10671201,.0994987487792969,987753,-.5469751358032227,3099840,.1972818374633789,0,1017856,.3402261734008789,6515251,.3738412857055664,385167,3181990,.4058408737182617,1512744,.3911466598510742,10030418,411057,-.1041469573974609,4541062,.4163055419921875,494621,.5443201065063477,118506,-.8331918716430664,matched (3),25573242,.91327876,1467221.5,3227388
201303,841430,638,3846,21785264,03,0,1,0,0,0,0,0,0,0,0,0,228249,-1.287535667419434,70157,240811,.4405355453491211,523756,-.0187969207763672,7885,.7776594161987305,2589135,.681365966796875,544020,1.460333824157715,321691,.3511781692504883,534902,.6260566711425781,404843,1.870319366455078,242636,.3146448135375977,233302,-.0333709716796875,26204,-.3126230239868164,1263167,1.202372550964356,1651171,.1617813110351563,38533,-.0261526107788086,322059,.4602489471435547,9494814,-.0163211822509766,724364,.2897548675537109,1927437,.858006477355957,100299,856885,.0266256332397461,8350853,.3857688903808594,26993204,.2100811004638672,52556,17114,627408,-.2524871826171875,1361000,1001208,.4130115509033203,59516528,.2022132873535156,17556948,.5161628723144531,1161121,-.2472591400146484,977499,-.3046140670776367,1299589,-.1306371688842773,1007521,-.3593711853027344,880828,.4010601043701172,9286438,-.1389942169189453,1502776,.4196367263793945,3406623,.0943708419799805,2752,1158006,.1290006637573242,8664684,.2851095199584961,328248,3277517,.0295791625976563,2210869,.379460334777832,10796666,455793,.103306770324707,6244545,.318547248840332,1158674,.8512392044067383,109603,-.078099250793457,matched (3),19652610,.91327876,1437421.4,3213950
201304,841430,639,3846,31581186,04,0,0,1,0,0,0,0,0,0,0,0,446160,.6702413558959961,3973642,120238,-.6945390701293945,738544,.3436546325683594,12247,.4403190612792969,5427650,.7401828765869141,1296087,.8681192398071289,478228,.3964958190917969,1676716,1.142509460449219,928718,.8303050994873047,313415,.2559661865234375,418486,.5843095779418945,28902,.0979995727539063,516895,-.8935375213623047,1703305,.0310850143432617,72991,.6388216018676758,378624,.161808967590332,12103447,.2427444458007813,962484,.2842235565185547,2673654,.3272552490234375,159705,944052,.0968770980834961,12665107,.4164867401123047,27979096,.0358734130859375,77921,71316,2779037,1.488263130187988,4208000,1882984,.6316499710083008,68301840,.1376838684082031,26375072,.4069709777832031,1815386,.4469127655029297,1850654,.6382970809936523,1562626,.1843194961547852,1805061,.5831012725830078,1263991,.3611669540405273,11783240,.2381229400634766,3291180,.7839317321777344,3224065,-.0550785064697266,9904,1213488,.0467996597290039,10047241,.1480426788330078,599374,4214096,.2513484954833984,4208735,.6437768936157227,17779598,835940,.6065187454223633,7382625,.1674213409423828,1915759,.502838134765625,230724,.7443571090698242,matched (3),27675306,.91327876,1449594.9,3219413
201305,841430,640,3846,29424928,05,0,0,0,1,0,0,0,0,0,0,0,402392,-.1032514572143555,5771681,137778,.1361703872680664,776175,.0496969223022461,12184,-.005157470703125,6777976,.2221717834472656,2019806,.4436511993408203,619328,.2585477828979492,2950561,.5651578903198242,1319422,.3511447906494141,501519,.4701128005981445,620049,.3931550979614258,15987,-.5921354293823242,339294,-.4209728240966797,1626629,-.0460605621337891,17171,-1.447113990783691,376274,-.0062265396118164,12787236,.0549583435058594,670416,-.3616199493408203,2136949,-.2240667343139648,115245,867783,-.0842399597167969,13382915,.0551280975341797,36423472,.2637557983398438,47748,23431,3088475,.1055727005004883,4850000,3300129,.5611038208007813,73170752,.0688591003417969,20246982,-.2644138336181641,1832917,.0096101760864258,1477994,-.2248525619506836,2109471,.3000698089599609,1708686,-.0548696517944336,648050,-.6680612564086914,12990165,.0975151062011719,2431304,-.3028182983398438,3538131,.0929555892944336,28065,1081503,-.1151466369628906,10937010,.0848541259765625,1111986,6847187,.4854030609130859,9495205,.813624382019043,23356994,2065243,.9044456481933594,8211149,.1063632965087891,2831367,.3906450271606445,209470,-.0966415405273438,matched (3),32504962,.91327876,1322269.9,3164125.8
201306,841430,641,3846,32097328,06,0,0,0,0,1,0,0,0,0,0,0,402609,.0005388259887695,10480543,210351,.4231338500976563,675649,-.1387042999267578,9290,-.2711849212646484,2814352,-.8789463043212891,1359244,-.3960723876953125,624613,.0084972381591797,1978588,-.3996114730834961,426916,-1.128362655639648,990896,.6809682846069336,978389,.4561090469360352,24574,.4299135208129883,661609,.6678075790405273,1341188,-.1929540634155273,26673,.4404296875,220084,-.5363082885742188,9038352,-.3469715118408203,669711,-.0010519027709961,844281,-.92864990234375,57546,769110,-.1207075119018555,12616698,-.0589561462402344,34039024,-.0677070617675781,51424,361878,3366049,.0860624313354492,3231000,2138134,-.4340276718139648,77929128,.0630035400390625,10944531,-.6151657104492188,1664080,-.0966358184814453,2048363,.32635498046875,3016786,.3577547073364258,1475373,-.1468143463134766,439148,-.3891315460205078,7074627,-.6076784133911133,1898992,-.2471046447753906,3502680,-.0100698471069336,18424,1175989,.0837574005126953,11757163,.0723114013671875,1022398,8654026,.234187126159668,8867354,-.0684108734130859,23821116,2222083,.0731973648071289,5931292,-.3252506256103516,2995749,.0564346313476563,250946,.1806573867797852,matched (3),30780288,.91327876,1280726,3146991.3
