period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1755c124,growth1755c124,Y1771c818,Y1903c381,Y1909c251,growth1909c251,Y1911c251,growth1911c251,Y1911c381,Y1927c251,growth1927c251,Y2133c251,growth2133c251,Y2408c124,growth2408c124,Y2735c251,growth2735c251,Y2768c251,growth2768c251,Y2768c381,Y2771c124,growth2771c124,Y2771c208,growth2771c208,Y2771c381,Y2774c381,Y2775c251,growth2775c251,Y2805c381,Y2809c124,growth2809c124,Y2809c381,Y2813c381,Y2817c124,growth2817c124,Y2817c381,Y2830c251,growth2830c251,Y2843c208,growth2843c208,Y2854c251,growth2854c251,Y2858c251,growth2858c251,Y2882c124,growth2882c124,Y2882c246,growth2882c246,Y2882c381,Y2886c124,growth2886c124,Y2887c124,growth2887c124,Y2888c124,growth2888c124,Y2891c124,growth2891c124,Y2977c124,growth2977c124,Y2982c124,growth2982c124,Y2984c124,growth2984c124,Y2985c124,growth2985c124,Y3010c376,Y3011c251,growth3011c251,Y3235c586,growth3235c586,Y338c124,growth338c124,Y3495c586,growth3495c586,Y3603c124,growth3603c124,Y3984c600,growth3984c600,Y4638c826,growth4638c826,Y4918c124,growth4918c124,Y5014c348,growth5014c348,Y651c381,Y674c620,growth674c620,_merge,x,r2,s,sf
201011,830210,610,3750,14572635,11,0,0,0,0,0,0,0,0,0,1,0,2754793,-.1174993515014648,206735,57504184,46558380,.0860252380371094,26917008,-.0984077453613281,18916340,6755446,-.1134824752807617,550240,.1170682907104492,1729664,-.0826911926269531,21691584,.2682819366455078,99056080,.0398406982421875,68724176,9828379,-.0431270599365234,2170622,-.3719396591186523,18874914,4458488,2787806,-.2808465957641602,7421483,10430718,-.4431934356689453,27663968,15999671,7360581,-.4946880340576172,17981914,90282312,.1329078674316406,1908309,-.3374738693237305,1748535,-.1906766891479492,43514460,.0464115142822266,541862,-.6750526428222656,137287,.0097570419311523,1435075,210166,-.0112133026123047,5263680,-.4517478942871094,2804318,-.7001066207885742,131345,-.7841815948486328,4067145,-.1991252899169922,15284210,-.7980690002441406,5883508,.4470605850219727,13380694,-.4724330902099609,156000,3865047,.2398748397827148,8739877,-.3694734573364258,12483487,.6212158203125,12312,-1.542896270751953,384908,.1404180526733398,174081,-.156916618347168,12640134,-.0014495849609375,2726524,-.0572872161865234,104109,.1513900756835938,914272,219645,.2585277557373047,matched (3),16677472,.92455167,582558.75,1457649.9
201012,830210,611,3750,16235190,12,0,0,0,0,0,0,0,0,0,0,1,3133757,.1288900375366211,257947,59747288,50396920,.0792236328125,26592820,-.0121173858642578,21539348,4011511,-.5211811065673828,300893,-.6036005020141602,1855573,.0702667236328125,23832030,.0941066741943359,121733816,.2061500549316406,89835104,10970235,.1099128723144531,2523425,.1506032943725586,28786654,4650493,2925637,.0482578277587891,6670544,10333196,-.0093936920166016,32947970,12633780,5753039,-.2464103698730469,19359724,110723520,.2040939331054688,1374631,-.3280324935913086,1423038,-.2059841156005859,53543056,.2073936462402344,846318,.4458837509155273,331718,.8822116851806641,2995061,526435,.9182300567626953,5929579,.1191225051879883,2847561,.0153026580810547,378968,1.059624671936035,7331912,.5892953872680664,9522994,-.4731121063232422,11717076,.6888942718505859,13950856,.0417289733886719,88000,3516161,-.0946035385131836,11087908,.2379579544067383,14960457,.1810035705566406,28421,.8365545272827148,692226,.5869083404541016,423959,.8901157379150391,10737678,-.1631183624267578,2832699,.038203239440918,153506,.388300895690918,1007210,130817,-.5182132720947266,matched (3),14637481,.92455167,829284.13,1572603.1
201101,830210,612,3750,19008854,01,0,0,0,0,0,0,0,0,0,0,0,3313584,.0557985305786133,145045,73750968,42728848,-.1650562286376953,32613068,.2040729522705078,25507272,4154987,.0351409912109375,672008,.8035163879394531,1923043,.0357151031494141,28375316,.1744880676269531,128842448,.0567531585693359,89625008,14054636,.2477664947509766,4866500,.6567573547363281,34263284,7148802,2170746,-.2984409332275391,9424505,10498248,.0158481597900391,40832984,18764026,11301807,.6752338409423828,28048078,129667176,.1579341888427734,3012787,.7846803665161133,1638350,.1408958435058594,60786224,.1268768310546875,1377647,.4872369766235352,816683,.900965690612793,2624211,306918,-.5395479202270508,5669949,-.0447731018066406,4205784,.3899974822998047,18620,-3.013216018676758,8515155,.1496114730834961,8443080,-.1203622817993164,12611560,.0735664367675781,18519600,.2832889556884766,144000,4432434,.2315788269042969,14907545,.2960128784179688,19590840,.2696514129638672,44599,.4505825042724609,587315,-.1643514633178711,895506,.7477521896362305,15680366,.3786506652832031,2264545,-.2238569259643555,159759,.0399265289306641,1038326,208687,.467036247253418,matched (3),15890831,.92455167,1133803,1752392
201102,830210,613,3750,15403047,02,1,0,0,0,0,0,0,0,0,0,0,3474749,.0474920272827148,271035,78415432,57470904,.2964038848876953,29803888,-.0900745391845703,20133612,1854189,-.8068618774414063,756359,.1182451248168945,2127028,.1008167266845703,26702876,-.0607471466064453,98235632,-.2712211608886719,77117216,12787366,-.0944957733154297,4382025,-.1048641204833984,29154728,5539406,2049602,-.0574254989624023,6217406,9530807,-.0966796875,36851412,10559235,7656436,-.3894157409667969,22702572,142756736,.0961723327636719,2426615,-.2163677215576172,1139842,-.3627996444702148,65339236,.0722293853759766,762760,-.5911884307861328,308740,-.9727516174316406,1691794,281142,-.0877199172973633,5312175,-.0651788711547852,3444551,-.1996669769287109,71228,1.341650009155273,6122699,-.3298444747924805,7686827,-.0938386917114258,9167369,-.3189640045166016,21392276,.1441993713378906,234000,5487512,.2135257720947266,8168116,-.6016292572021484,15412174,-.2399044036865234,42761,-.0420846939086914,484730,-.1919689178466797,811256,-.0988054275512695,14244579,-.0960330963134766,2078321,-.0858135223388672,176686,.1007080078125,1141316,213633,.0234241485595703,matched (3),16252149,.92455167,932133.88,1629184.5
201103,830210,614,3750,11856356,03,0,1,0,0,0,0,0,0,0,0,0,3608227,.037693977355957,206510,57433864,56891672,-.0101299285888672,23587180,-.2339363098144531,18929532,1823118,-.0168991088867188,595937,-.2383804321289063,1946571,-.0886564254760742,27379384,.0250186920166016,71694272,-.3149585723876953,54196036,8573418,-.3997907638549805,2827070,-.4382696151733398,21748118,2739744,2147335,.0465812683105469,4182383,5897630,-.4799785614013672,18093246,4986794,3984410,-.6531572341918945,8849720,141889504,-.0060939788818359,1677850,-.3689842224121094,1251329,.0933160781860352,68905136,.0531368255615234,234718,-1.178558349609375,150657,-.717494010925293,547403,131257,-.7617034912109375,3860458,-.3192157745361328,1011967,-1.224897384643555,19049,-1.31887149810791,5486362,-.1097383499145508,6270593,-.2036371231079102,7550478,-.1940393447875977,14259061,-.4056377410888672,185000,4221412,-.2623052597045898,7483258,-.0875701904296875,12177522,-.2355670928955078,33979,-.2298831939697266,263612,-.6091136932373047,1063997,.271204948425293,11707456,-.1961517333984375,2137020,.0278520584106445,221632,.2266445159912109,1079799,229808,.0729846954345703,matched (3),14796553,.92455167,990907.56,1663510.3
201104,830210,615,3750,17020388,04,0,0,1,0,0,0,0,0,0,0,0,4052333,.1160764694213867,301019,42059740,57109616,.0038242340087891,15323886,-.4312896728515625,16902628,1853631,.0165987014770508,931032,.4461584091186523,2049406,.0514812469482422,22124652,-.2130985260009766,43177248,-.5070972442626953,32479610,8323039,-.0296392440795898,2586692,-.0888614654541016,14889861,1638098,3121711,.3741540908813477,4562979,6878370,.1538314819335938,10853567,5790318,2876150,-.3259363174438477,6789098,112924888,-.2283267974853516,1472737,-.1303911209106445,964422,-.260432243347168,47795828,-.3657913208007813,295316,.2296609878540039,114973,-.2703084945678711,513745,140429,.0675449371337891,3679790,-.0479297637939453,1573488,.4413986206054688,1123,-2.831010818481445,3832114,-.3588485717773438,6666960,.0612926483154297,6146421,-.2057409286499023,14020862,-.016845703125,102000,3295361,-.2476539611816406,9529325,.2417068481445313,13247484,.0842170715332031,45340,.2884464263916016,520816,.6809177398681641,520617,-.7147731781005859,11859957,.0129432678222656,3145649,.3866081237792969,503751,.8210630416870117,1196173,495202,.7677221298217773,matched (3),18527436,.92455167,627054.56,1475996.5
201105,830210,616,3750,18247034,05,0,0,0,1,0,0,0,0,0,0,0,4525645,.1104669570922852,533981,54622768,79047760,.3250789642333984,20362184,.2842655181884766,21273736,6310448,1.22506046295166,2020185,.7746505737304688,2605936,.2402410507202148,25006276,.1224346160888672,68589624,.4628276824951172,45446368,10253814,.2086219787597656,2763826,.0662364959716797,20064312,4039552,5652018,.5936317443847656,6309903,6977807,.0143527984619141,22501082,15293773,5381292,.6264753341674805,17496460,125019304,.10174560546875,1259972,-.1560325622558594,1870309,.6623296737670898,49969180,.0444679260253906,472570,.4701395034790039,712464,1.824031829833984,3693844,48662,-1.059803009033203,6075080,.5013399124145508,3351939,.7562437057495117,1204,.069645881652832,4438482,.1468963623046875,10573966,.4612321853637695,8182670,.2861490249633789,14841252,.0568637847900391,115000,3525072,.0673856735229492,12578514,.2776145935058594,20623612,.4426288604736328,63096,.3304681777954102,590534,.1256303787231445,606163,.1521339416503906,12302231,.0366115570068359,3698089,.1617956161499023,641629,.2419281005859375,2085022,619142,.2233686447143555,matched (3),23533032,.92455167,999159.69,1668438.9
201106,830210,617,3750,19560068,06,0,0,0,0,1,0,0,0,0,0,0,5024333,.1045322418212891,318755,71576216,79355016,.0038795471191406,31939000,.4501495361328125,25128268,14175604,.8093156814575195,1666260,-.1926078796386719,2619332,.0051279067993164,32700340,.2682590484619141,105502024,.4305896759033203,73424464,13568814,.2801246643066406,2841975,.0278835296630859,31688132,6643328,11698523,.7274494171142578,14248436,17137026,.8985061645507813,41513036,25807152,14026958,.9580526351928711,35770380,151110016,.1895408630371094,1252806,-.0057039260864258,2626889,.3396968841552734,64132512,.2495441436767578,1945286,1.414978981018066,1170809,.4967212677001953,7955413,761025,2.749767303466797,15871128,.9603052139282227,12825547,1.341899871826172,1092963,6.81099796295166,6640900,.4029350280761719,23191352,.7853832244873047,12332730,.4102373123168945,21560024,.3734302520751953,199000,4454424,.2339963912963867,25741916,.7161312103271484,30222292,.3821430206298828,104480,.504338264465332,719193,.1971025466918945,1121581,.6153459548950195,12880413,.0459270477294922,4419170,.178135871887207,672394,.0468349456787109,3021207,1308433,.7482509613037109,matched (3),22277424,.92455167,1081617.8,1719088.5
201107,830210,618,3750,19117276,07,0,0,0,0,0,1,0,0,0,0,0,4717282,-.0630598068237305,415694,79821776,60548012,-.2704944610595703,49762616,.4434356689453125,30022240,15607555,.0962314605712891,1118840,-.3982887268066406,2196367,-.1761150360107422,31161948,-.048187255859375,135423936,.2496795654296875,111994992,15339245,.1226406097412109,5145110,.5935468673706055,40227732,13270341,19423588,.5070266723632813,22323004,23873988,.3315486907958984,82834704,47076208,23671542,.5232925415039063,78595208,138728368,-.0854911804199219,2818110,.8106803894042969,3829827,.377018928527832,63655596,-.0074634552001953,3426944,.5662593841552734,1341700,.1362428665161133,9978795,1048505,.3204545974731445,22868302,.3652515411376953,16541963,.2544612884521484,1028936,-.0603666305541992,6144900,-.0776252746582031,50779528,.7837142944335938,8301949,-.3957653045654297,30252668,.3387451171875,215000,4215169,-.0552082061767578,20679176,-.218994140625,16140447,-.6272525787353516,27536,-1.333501815795898,765546,.0624599456787109,1039060,-.0764226913452148,13285619,.030975341796875,5132615,.1496639251708984,334676,-.6976814270019531,4032076,1055184,-.2151155471801758,matched (3),22591900,.92455167,983242.44,1658955.8
201108,830210,619,3750,20261716,08,0,0,0,0,0,0,1,0,0,0,0,4641779,-.0161352157592773,476283,77948624,57332112,-.0545749664306641,47024100,-.0566043853759766,29661740,18302328,.1592731475830078,633043,-.5695095062255859,2497455,.1284675598144531,27918836,-.1098976135253906,147591184,.0860366821289063,116936760,14099058,-.0843067169189453,5795318,.1190042495727539,39060092,12285009,12426646,-.4466457366943359,25535688,29028916,.1955032348632813,108909264,63311508,33292326,.3410530090332031,98063088,133302136,-.0398998260498047,3842748,.3101215362548828,3845573,.0041036605834961,67348520,.0563926696777344,2707482,-.2356500625610352,1293653,-.0364675521850586,7358762,1719769,.4948244094848633,17932176,-.2431564331054688,15031411,-.0957584381103516,1113035,.0785646438598633,5126767,-.181147575378418,62787712,.2122669219970703,6867117,-.1897459030151367,34226396,.1234111785888672,336000,6434844,.4230384826660156,17169654,-.1859836578369141,20319180,.2302379608154297,57643,.738774299621582,935529,.2005224227905273,808799,-.2505216598510742,11789921,-.1194381713867188,3662281,-.337529182434082,464785,.3284111022949219,2327783,747619,-.3445768356323242,matched (3),23003884,.92455167,752432.81,1533467.9
201109,830210,620,3750,18117996,09,0,0,0,0,0,0,0,1,0,0,0,3849813,-.18707275390625,158074,71382568,43730324,-.2708206176757813,39665696,-.1701736450195313,22548816,14658757,-.2219886779785156,570147,-.1046438217163086,1978277,-.2330455780029297,19806976,-.3432674407958984,106071712,-.3303318023681641,90636576,13252106,-.06195068359375,3597247,-.4768819808959961,24218372,7690573,3150080,-1.372415542602539,15871178,26579724,-.0881443023681641,83448648,38494916,22552692,-.3894729614257813,65264292,95853840,-.3297920227050781,3028298,-.2381868362426758,3307045,-.1508684158325195,48402720,-.3303241729736328,1976390,-.3147468566894531,536452,-.8802480697631836,4862022,1157914,-.3955698013305664,12649913,-.3489456176757813,10048287,-.4027385711669922,483291,-.8342266082763672,4057169,-.2339897155761719,54153384,-.1479396820068359,5024135,-.3124914169311523,24442012,-.3366928100585938,119000,6254348,-.0284509658813477,18057070,.0503940582275391,4378745,-1.53480339050293,91670,.4639263153076172,562529,-.5086688995361328,1060623,.2710609436035156,11928149,.0116558074951172,2832766,-.2568330764770508,224713,-.726750373840332,1922595,545749,-.3147344589233398,matched (3),20528322,.92455167,883351.25,1601773.4
201110,830210,621,3750,17289668,10,0,0,0,0,0,0,0,0,1,0,0,3624634,-.0602712631225586,339417,47327628,42283680,-.0336399078369141,21859932,-.5958309173583984,20569212,7869848,-.6219997406005859,540208,-.0539398193359375,1709856,-.1458168029785156,17400562,-.1295318603515625,82036592,-.2569503784179688,71741264,9140064,-.371490478515625,3033837,-.1703405380249023,19099216,4551845,1694171,-.620234489440918,10321577,18847368,-.3437747955322266,41705384,15329092,14370779,-.4506568908691406,31731488,70009072,-.3142013549804688,2765693,-.0907096862792969,2118742,-.4452323913574219,40719432,-.1728496551513672,962622,-.7193660736083984,211525,-.9306344985961914,1651093,645473,-.5843915939331055,11143482,-.1267948150634766,5524764,-.5981626510620117,117118,-1.417436599731445,2387985,-.5300350189208984,30218216,-.5833759307861328,5017577,-.0013065338134766,15170946,-.4769210815429688,101000,3797288,-.4989900588989258,18834044,.0421295166015625,7732521,.5686731338500977,79007,-.1486587524414063,340695,-.5014553070068359,639827,-.5054140090942383,10269583,-.1497135162353516,3344178,.1659679412841797,112800,-.6892080307006836,1437910,202047,-.9936590194702148,matched (3),16548257,.92455167,546726.44,1443702.9
201111,830210,622,3750,16699319,11,0,0,0,0,0,0,0,0,0,1,0,3622418,-.0006113052368164,213373,57521240,45234608,.0674610137939453,18952548,-.1427173614501953,17005934,7591956,-.03594970703125,236634,-.8254404067993164,2266689,.2819108963012695,18835886,.0792617797851563,93405208,.1297817230224609,73260936,9552155,.0440998077392578,2318645,-.2688455581665039,22977840,4004822,1029822,-.497807502746582,5963149,11504661,-.493621826171875,32085492,12731687,7673752,-.6273908615112305,22221904,88190320,.2308731079101563,2333096,-.1700954437255859,1881735,-.1186285018920898,44489032,.0885372161865234,540333,-.5774755477905273,180729,-.1573448181152344,3181322,1044698,.4814996719360352,6139393,-.5961294174194336,2874329,-.6534204483032227,80989,-.3688688278198242,3138712,.2733621597290039,18101132,-.5124702453613281,6920581,.3215532302856445,12026232,-.2322921752929688,104000,3659063,-.0370798110961914,15064112,-.2233505249023438,11556404,.4018049240112305,34516,-.8281126022338867,424784,.2205934524536133,1101641,.5433588027954102,14704441,.3589630126953125,3104539,-.0743560791015625,84657,-.2870082855224609,1300454,226881,.1159257888793945,matched (3),15895159,.92455167,687196.5,1502533.6
201112,830210,623,3750,16708833,12,0,0,0,0,0,0,0,0,0,0,1,3588030,-.0095386505126953,381402,51333048,46661792,.0310630798339844,23414154,.2114028930664063,21881766,4823712,-.4535455703735352,578308,.8935928344726563,1925520,-.1631240844726563,20857678,.101959228515625,105031408,.1173133850097656,80678808,11509952,.1864452362060547,2822112,.196502685546875,25565508,5412839,1298672,.2319564819335938,8272616,10690974,-.0733528137207031,34759984,13481590,8468133,.0985040664672852,23814164,105457792,.1788139343261719,2209749,-.054316520690918,1311482,-.3610363006591797,50819384,.1330337524414063,942367,.5562095642089844,207859,.139862060546875,2912519,845915,-.211064338684082,5989614,-.0246992111206055,4034167,.3389797210693359,58107,-.3320274353027344,7216576,.8325681686401367,9024364,-.6960468292236328,14002331,.7047243118286133,16589465,.3216781616210938,226000,3524961,-.0373373031616211,26965100,.5822277069091797,15701419,.3065109252929688,12079,-1.049955368041992,355376,-.1784048080444336,369293,-1.092966079711914,14778978,.0050563812255859,4495048,.3701114654541016,83568,-.0129470825195313,1056481,188209,-.1868724822998047,matched (3),18504666,.92455167,593016.19,1461860.6
201201,830210,624,3750,18550024,01,0,0,0,0,0,0,0,0,0,0,0,5226334,.3761062622070313,347470,74222544,55689968,.1768741607666016,33650020,.3626728057861328,23051930,3922359,-.2068500518798828,568672,-.0168027877807617,2294920,.175501823425293,27895772,.2907524108886719,124794688,.1724109649658203,92900904,13562600,.1641044616699219,5817019,.7233028411865234,36670836,6764595,1566757,.1876659393310547,8425984,13526233,.2352313995361328,44861484,15408673,12401583,.3815135955810547,28391156,135915168,.2537193298339844,2775349,.2278976440429688,1486062,.1249723434448242,67380152,.282073974609375,1501778,.4660100936889648,986845,1.557652473449707,2337779,799654,-.0562400817871094,8352588,.3325443267822266,5137501,.2417669296264648,11717,-1.601244926452637,7126028,-.0126266479492188,9647704,.0667915344238281,14620310,.0431880950927734,28218924,.5312252044677734,505000,4872580,.3237533569335938,24243112,-.1064109802246094,17100808,.0853748321533203,48823,1.396733283996582,625257,.5649862289428711,996247,.9924049377441406,13229920,-.1107254028320313,3281499,-.3146762847900391,231580,1.019264221191406,1412517,253320,.2971000671386719,matched (3),18851920,.92455167,727821.69,1521542.9
201202,830210,625,3750,15381372,02,1,0,0,0,0,0,0,0,0,0,0,3782717,-.3232669830322266,248925,72690280,66504264,.1774673461914063,24120760,-.3329410552978516,17983768,2838492,-.323420524597168,458463,-.2154245376586914,1816308,-.2338924407958984,25999192,-.0704097747802734,79299488,-.4534397125244141,65783860,12339005,-.0945510864257813,3971855,-.3815546035766602,29673836,4390355,1282887,-.199894905090332,4770532,8421201,-.4738779067993164,33057606,7876228,8772631,-.346186637878418,19059712,141011472,.0368099212646484,2213684,-.2261190414428711,1492990,.0046510696411133,66535576,-.0126152038574219,546450,-1.01096248626709,192012,-1.636955261230469,1523021,102004,-2.05916690826416,7033627,-.1718683242797852,3241007,-.4606819152832031,6532,-.5843276977539063,6130300,-.1505098342895508,8802436,-.0916910171508789,7387618,-.6826066970825195,25400696,-.1052169799804688,268000,5677817,.1529436111450195,19903702,-.1972274780273438,15616705,-.0907840728759766,44834,-.0852346420288086,371514,-.5205755233764648,406967,-.8952627182006836,10182025,-.2618560791015625,2185998,-.4062280654907227,150568,-.4305105209350586,1276552,279733,.09918212890625,matched (3),15450884,.92455167,861393.13,1589769.4
201203,830210,626,3750,15567638,03,0,1,0,0,0,0,0,0,0,0,0,4747984,.2272777557373047,191746,37913628,42992620,-.4362392425537109,15958636,-.4130725860595703,14708053,2422357,-.1585321426391602,642704,.3378047943115234,1784092,-.0178956985473633,22226088,-.15679931640625,54304268,-.3786277770996094,39628068,8938198,-.3224315643310547,2495240,-.464848518371582,15459757,2501365,925720,-.3262968063354492,3391390,6347126,-.2827510833740234,13215904,3633153,4162967,-.7454090118408203,6904519,116385560,-.1919326782226563,1595895,-.3272228240966797,1278015,-.1554727554321289,51392352,-.2582473754882813,313392,-.5559873580932617,141013,-.3087053298950195,725817,177845,.5559005737304688,4538869,-.4380245208740234,946656,-1.230704307556152,1756,-1.313674926757813,5140556,-.1760826110839844,6327055,-.3301935195922852,6404788,-.1427602767944336,17337784,-.3818893432617188,152000,3537050,-.4732732772827148,12176183,-.4914226531982422,12859051,-.1942939758300781,18189,-.9021492004394531,571441,.4305744171142578,314416,-.2580156326293945,10446336,.0256271362304688,2724519,.220219612121582,217368,.3671770095825195,1619789,324137,.1473312377929688,matched (3),16270699,.92455167,712473.31,1514261.1
