period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1046c642,Y1107c484,Y1150c616,growth1150c616,Y1192c484,growth1192c484,Y1203c208,growth1203c208,Y1233c792,growth1233c792,Y1490c218,Y1496c826,growth1496c826,Y1525c600,growth1525c600,Y1603c703,growth1603c703,Y1731c124,growth1731c124,Y1751c372,growth1751c372,Y1789c124,growth1789c124,Y2135c124,growth2135c124,Y2299c246,growth2299c246,Y2378c381,Y2545c757,growth2545c757,Y2739c428,growth2739c428,Y2754c124,growth2754c124,Y2755c208,growth2755c208,Y2830c152,growth2830c152,Y3060c616,growth3060c616,Y3145c757,growth3145c757,Y3276c300,growth3276c300,Y3370c124,growth3370c124,Y3370c348,growth3370c348,Y3412c620,growth3412c620,Y3423c616,growth3423c616,Y3482c440,growth3482c440,Y3520c440,growth3520c440,Y3749c300,growth3749c300,Y3755c372,growth3755c372,Y3770c484,growth3770c484,Y3917c218,Y3955c600,growth3955c600,Y4256c372,growth4256c372,Y4279c251,growth4279c251,Y4493c191,growth4493c191,Y4604c208,growth4604c208,Y4611c826,growth4611c826,Y4755c152,growth4755c152,Y4845c826,growth4845c826,Y495c222,growth495c222,Y4990c381,Y576c152,growth576c152,Y581c246,growth581c246,Y679c792,growth679c792,Y821c372,growth821c372,Y868c608,Y954c826,growth954c826,_merge,x,r2,s,sf
201011,400912,610,1809,678761,11,0,0,0,0,0,0,0,0,0,1,0,89062,208652,71231,.2208261489868164,1284526,.1964950561523438,12657,-1.786504745483398,239068,.9024286270141602,464352,7089946,.1709651947021484,265747,.1301765441894531,224861,.3006553649902344,16925072,-.2210655212402344,900213,-.2210721969604492,720961,-.3920373916625977,553415,-.0919160842895508,18514,-.4564971923828125,1307674,86580,-.0242700576782227,9331,-.3233423233032227,6814598,-.1162080764770508,2133512,-.2190227508544922,11493422,-.0682811737060547,270642,-.8103723526000977,513891,-.6205482482910156,192161,-.6450729370117188,13495197,-.1712493896484375,3633114,-.3710498809814453,4110819,.0781526565551758,1947509,-.2042856216430664,131881,.3299198150634766,12438,-1.991925239562988,233941,-.3820285797119141,927176,.0746440887451172,1555714,-.0007696151733398,268825,1200625,-.1079578399658203,355605,-.7024164199829102,31718310,-.36773681640625,66906,-.7425098419189453,13469468,-.135009765625,33564564,.0185699462890625,4945952,-.0753936767578125,1754010,-.0413923263549805,4701089,-.0984487533569336,1173800,1642037,-.3496065139770508,1290511,.2019414901733398,49424,-1.745102882385254,26784,-.4525289535522461,1004806,266791,-.3668918609619141,matched (3),1698728.4,.78198528,182309.89,295178.25
201012,400912,611,1809,628046,12,0,0,0,0,0,0,0,0,0,0,1,77553,94768,59364,-.1822395324707031,971806,-.2789897918701172,36787,1.066933631896973,238562,-.0021190643310547,469551,5232345,-.3038177490234375,184805,-.3632440567016602,157578,-.3555612564086914,17521996,.0346622467041016,697256,-.2554779052734375,453408,-.4637928009033203,778580,.3413629531860352,9583,-.6585369110107422,958579,21688,-1.384309768676758,8648,-.0760135650634766,5289136,-.2534112930297852,1922274,-.1042604446411133,11070324,-.0375080108642578,202058,-.2922420501708984,236677,-.7753152847290039,144954,-.2819175720214844,13006856,-.0368576049804688,2319582,-.4487028121948242,4011704,-.0244064331054688,1537021,-.2367048263549805,79195,-.5099868774414063,201298,2.784029960632324,204966,-.1322250366210938,713203,-.2623777389526367,1032782,-.4096784591674805,220396,767073,-.4480161666870117,286662,-.2155170440673828,40398592,.2418994903564453,66559,-.0051994323730469,12269319,-.09332275390625,28038104,-.1799068450927734,4740849,-.0423526763916016,1598513,-.0928306579589844,4366459,-.0738420486450195,1282432,1595969,-.0284566879272461,1046482,-.2096042633056641,109752,.7977876663208008,5020,-1.674374580383301,721757,261792,-.0189151763916016,matched (3),1652183.5,.78198528,232833.72,328793.03
201101,400912,612,1809,728991,01,0,0,0,0,0,0,0,0,0,0,0,80683,294339,38534,-.4321470260620117,684772,-.3500699996948242,59238,.4764194488525391,138126,-.5464630126953125,363322,8586167,.4952926635742188,299306,.4821653366088867,326799,.7294244766235352,18033828,.0287914276123047,810349,.1503114700317383,864697,.6455869674682617,578631,-.2968063354492188,5224,-.6067266464233398,1576881,92671,1.452296257019043,12038,.3307399749755859,4999759,-.0562658309936523,2195342,.1328287124633789,11624138,.0488166809082031,243908,.1882362365722656,786167,1.200472831726074,215844,.3981399536132813,17960480,.3226966857910156,3782937,.4891138076782227,5512110,.3177318572998047,980391,-.4496498107910156,43539,-.5982561111450195,621,-5.781210422515869,130607,-.4506511688232422,826379,.1472873687744141,1240409,.1831846237182617,416628,1869147,.890655517578125,462037,.4773406982421875,43933464,.0838813781738281,65852,-.0106792449951172,14867983,.192108154296875,35794828,.2442398071289063,5438647,.1373138427734375,2065312,.2562074661254883,4667440,.0666580200195313,1413862,3680322,.8355197906494141,956175,-.0902481079101563,248312,.816462516784668,16739,1.204311370849609,1412660,410265,.4492530822753906,matched (3),2064363.8,.78198528,206539.06,310727.69
201102,400912,613,1809,993975,02,1,0,0,0,0,0,0,0,0,0,0,169915,327410,92087,.8711919784545898,1213406,.5721006393432617,64819,.0900354385375977,246428,.5789041519165039,339571,8313721,-.0322446823120117,252258,-.1710138320922852,271233,-.1863670349121094,19989296,.1029472351074219,838502,.0341520309448242,1209957,.3359603881835938,408743,-.3475780487060547,38258,1.9910888671875,1125770,57692,-.4739370346069336,11243,-.0683221817016602,6171982,.2106304168701172,2173030,-.0102157592773438,12999827,.1118526458740234,123661,-.6792478561401367,255675,-1.123262405395508,1612370,2.010904312133789,18066876,.0059070587158203,3774194,-.0023136138916016,5893317,.0668716430664063,1557130,.4626483917236328,120438,1.017477989196777,1925,1.131350040435791,242979,.6207818984985352,912896,.0995693206787109,1192425,-.0394515991210938,129697,1051309,-.5754461288452148,362588,-.2423772811889648,44281848,.0078983306884766,66012,.0024261474609375,15245646,.0250835418701172,34003552,-.0513381958007813,5376293,-.011530876159668,1781087,-.1480569839477539,5547724,.1727771759033203,827812,2155107,-.5351600646972656,1118836,.1571025848388672,129241,-.6530075073242188,23116,.322784423828125,1114486,557038,.3058300018310547,matched (3),1689409.1,.78198528,194399.63,302794.53
201103,400912,614,1809,2041964,03,0,1,0,0,0,0,0,0,0,0,0,194311,233079,182528,.6841707229614258,1260203,.037841796875,81768,.2322874069213867,454043,.6111221313476563,262963,10612868,.2441596984863281,368165,.3780784606933594,184731,-.3840780258178711,25530696,.2446842193603516,1189411,.3495969772338867,1248749,.0315580368041992,866637,.7515335083007813,49262,.2527999877929688,1506376,78006,.3016672134399414,18016,.4715147018432617,5478154,-.1192522048950195,2073854,-.0467138290405273,11229614,-.1463832855224609,159858,.2567424774169922,1146702,1.500738143920898,1922567,.1759557723999023,27385736,.4159412384033203,5228543,.3259458541870117,4590654,-.2497968673706055,2159501,.3270330429077148,105415,-.1332302093505859,89469,3.838966369628906,225706,-.0737419128417969,830531,-.0945568084716797,1498130,.2282285690307617,334717,1999896,.6430597305297852,613358,.5256814956665039,20822532,-.7545394897460938,90828,.3191318511962891,17349184,.1292514801025391,40505664,.1749763488769531,5539711,.029942512512207,1237157,-.3644075393676758,4936115,-.1168088912963867,1012492,3007373,.333226203918457,1392761,.2189998626708984,292461,.8166522979736328,17472,-.2799263000488281,1138597,583718,.0467844009399414,matched (3),2406418.3,.78198528,226564.63,324383.78
201104,400912,615,1809,1120550,04,0,0,1,0,0,0,0,0,0,0,0,89375,258755,303060,.5070266723632813,1665909,.2790975570678711,153894,.6323776245117188,359137,-.2344884872436523,216340,6718164,-.4572525024414063,141940,-.9531259536743164,337712,.6032934188842773,22732008,-.1161060333251953,1117915,-.0619926452636719,1323981,.0585002899169922,841593,-.0293235778808594,8434,-1.764881134033203,1292588,83136,.0636920928955078,15677,-.1390657424926758,4152339,-.2770957946777344,1903658,-.0856313705444336,7059736,-.4641456604003906,79076,-.7038764953613281,1004435,-.1324644088745117,3022638,.4524688720703125,24815384,-.0985584259033203,4317970,-.1913480758666992,3564476,-.2530050277709961,1591320,-.3053140640258789,16427,-1.858979225158691,9733,-2.21837043762207,157981,-.3567581176757813,718052,-.1455240249633789,1213570,-.2106513977050781,270270,2330460,.1529703140258789,650616,.0589704513549805,13315120,-.4471340179443359,57139,-.4634809494018555,14550589,-.1759147644042969,34796064,-.1519374847412109,5233324,-.0568952560424805,1374736,.1054449081420898,3859391,-.2460689544677734,814644,1999590,-.4081249237060547,1241665,-.1148357391357422,169684,-.5443935394287109,12175,-.3612146377563477,823576,343809,-.5293312072753906,matched (3),1790134.5,.78198528,230264.39,326978.59
201105,400912,616,1809,871481,05,0,0,0,1,0,0,0,0,0,0,0,194239,383217,220236,-.3192310333251953,1268790,-.2723064422607422,88210,-.5565433502197266,95005,-1.329773902893066,331033,8457919,.2302885055541992,316346,.8014316558837891,309681,-.0866508483886719,22231208,-.02227783203125,835601,-.2910699844360352,759639,-.5555543899536133,648420,-.2607583999633789,17978,.7568769454956055,1419920,62179,-.2904605865478516,7820,-.6955108642578125,3834000,-.0797634124755859,2607264,.3145246505737305,10145045,.3625774383544922,232093,1.076728820800781,263162,-1.339410781860352,1855473,-.4879903793334961,24089942,-.0296688079833984,5175129,.1810789108276367,4373661,.2045831680297852,1132346,-.3402719497680664,37800,.8333835601806641,2219,-1.478465080261231,113533,-.3303813934326172,935582,.2646274566650391,1321751,.0853910446166992,304064,2459907,.0540580749511719,688694,.0568780899047852,9100574,-.3805637359619141,47909,-.1761837005615234,17281676,.1720161437988281,36184596,.0391292572021484,5529364,.0550260543823242,1231474,-.1100492477416992,5298626,.3169374465942383,768047,2737381,.3140602111816406,1840896,.3937997817993164,595843,1.256039619445801,878,-2.629493236541748,1233038,301570,-.1310844421386719,matched (3),1462710.3,.78198528,282421.56,365588.91
201106,400912,617,1809,1479335,06,0,0,0,0,1,0,0,0,0,0,0,200152,476733,11945,-2.914386749267578,1313602,.0347089767456055,101176,.137141227722168,388797,1.409127235412598,488302,8187518,-.0324926376342773,177092,-.5801668167114258,309543,-.0004463195800781,25322492,.1301956176757813,1225855,.3832426071166992,1085999,.3574123382568359,675782,.0413322448730469,13179,-.3105239868164063,1619513,60900,-.0207834243774414,16817,.7657060623168945,6950328,.5948801040649414,1571256,-.5064268112182617,13662064,.297637939453125,136373,-.5317449569702148,1031009,1.365523338317871,724508,-.9404020309448242,24602050,.0210361480712891,5587522,.0766716003417969,4429445,.0126743316650391,3742515,1.195466041564941,218677,1.75528621673584,61921,3.328803062438965,284062,.9170989990234375,1113225,.1738471984863281,1393231,.0526676177978516,178048,2810812,.1333494186401367,575677,-.1792507171630859,33764176,1.311063766479492,57980,.1907949447631836,17322664,.0023689270019531,38665096,.0663032531738281,5568215,.0070018768310547,1706666,.326329231262207,5323100,.004608154296875,1299395,2646374,-.0338115692138672,1340832,-.3169622421264648,755729,.237706184387207,17628,2.999597072601318,1716066,448976,.3979673385620117,matched (3),2760294.8,.78198528,265050.59,352342.34
201107,400912,618,1809,838554,07,0,0,0,0,0,1,0,0,0,0,0,984,227869,115985,2.273147583007813,1490328,.1262235641479492,79764,-.2377901077270508,86957,-1.49764347076416,338094,7682550,-.06365966796875,171840,-.0301055908203125,259391,-.1767597198486328,22017370,-.1398601531982422,1228490,.0021476745605469,709806,-.4252643585205078,619823,-.0864362716674805,28799,.7817163467407227,1096516,68656,.1198749542236328,33094,.6769618988037109,4895495,-.3504734039306641,2207425,.3399515151977539,13126970,-.0399551391601563,122350,-.1085081100463867,353397,-1.070700645446777,1268612,.5601863861083984,21079328,-.1545372009277344,5404002,-.0333957672119141,4420600,-.0019989013671875,822718,-1.514899253845215,108155,-.7040300369262695,21540,-1.055948257446289,275994,-.028813362121582,659706,-.5232219696044922,1255362,-.1042013168334961,115498,2563723,-.0920124053955078,424467,-.3047122955322266,32635104,-.0340118408203125,32565,-.5768604278564453,16449059,-.0517482757568359,33136396,-.1543045043945313,5503642,-.0116643905639648,1797351,.0517721176147461,5358635,.0066537857055664,1063139,2010775,-.2746706008911133,1332971,-.0058803558349609,206354,-1.298089981079102,2102,-2.126598834991455,568655,271205,-.504094123840332,matched (3),630703.81,.78198528,201781.27,307585.75
201108,400912,619,1809,1422158,08,0,0,0,0,0,0,1,0,0,0,0,101277,230039,39858,-1.068137168884277,2579711,.5486812591552734,42283,-.6346864700317383,163480,.6312770843505859,415446,10267320,.2900142669677734,207671,.1893911361694336,268587,.0348377227783203,23413698,.0614891052246094,964697,-.2417268753051758,904652,.242558479309082,817146,.2763833999633789,39730,.3217658996582031,535912,7786,-2.17678165435791,25275,-.269536018371582,5059644,.0329809188842773,2914541,.2778854370117188,22767284,.5506572723388672,189008,.4349040985107422,614356,.5529823303222656,330620,-1.344709396362305,21445532,.0172233581542969,5770189,.0655651092529297,2708171,-.4900026321411133,2531915,1.124117851257324,24963,-1.466171264648438,174743,2.093404769897461,102796,-.9876327514648438,767728,.1516408920288086,1401845,.1103649139404297,519321,2894861,.1214761734008789,283418,-.4039115905761719,7662848,-1.449005126953125,47393,.3752365112304688,19463178,.1682567596435547,37787248,.1313400268554688,6269282,.1302518844604492,1879579,.044734001159668,5693288,.0605783462524414,941991,2238793,.107417106628418,1500235,.1182117462158203,379392,.6089763641357422,8379,1.382838726043701,752889,513827,.6390113830566406,matched (3),799083.88,.78198528,227298.19,324896.56
201109,400912,620,1809,884297,09,0,0,0,0,0,0,0,1,0,0,0,202886,272641,92816,.8452959060668945,857324,-1.101616859436035,69456,.4963083267211914,278378,.5322895050048828,299386,9616607,-.0654735565185547,240102,.1451082229614258,512730,.6465749740600586,23207908,-.0088291168212891,1073307,.1066856384277344,1572578,.5529212951660156,580623,-.3417158126831055,12145,-1.185189247131348,1259927,136056,2.860739707946777,7536,-1.210124969482422,5755071,.1287851333618164,2421895,-.1851615905761719,17730464,-.2500419616699219,152750,-.212986946105957,212943,-1.059550285339356,283566,-.1535243988037109,19606404,-.08966064453125,4782693,-.1877012252807617,4274457,.4563837051391602,1658031,-.4233455657958984,107187,1.457180976867676,1431,-4.804942607879639,335479,1.182812690734863,826636,.0739297866821289,1417861,.0113601684570313,497428,2729945,-.0586557388305664,624646,.7902622222900391,1240787,-1.820637702941895,34981,-.3036689758300781,16793712,-.1475200653076172,39329688,.0400066375732422,4887664,-.2489471435546875,1324875,-.3497295379638672,5745754,.0091733932495117,1238667,3405569,.4194746017456055,1402833,-.0671281814575195,231487,-.4940462112426758,13042,.4424467086791992,825136,438884,-.1576519012451172,matched (3),1232888.3,.78198528,170024.13,287752.53
201110,400912,621,1809,850954,10,0,0,0,0,0,0,0,0,1,0,0,101744,148701,21197,-1.476759910583496,1607055,.6283426284790039,52796,-.2742586135864258,293875,.0541744232177734,214198,7489029,-.2500524520874023,181785,-.2782392501831055,357713,-.3600187301635742,24992806,.0740947723388672,746726,-.3628015518188477,855023,-.6093425750732422,583962,.0057334899902344,37925,1.138692855834961,1106266,58698,-.8406610488891602,37444,1.603155136108398,5707677,-.0082693099975586,2297276,-.052825927734375,14331012,-.2128582000732422,78700,-.6631593704223633,415365,.6681327819824219,291801,.0286264419555664,21962204,.1134662628173828,4410015,-.0811252593994141,4061570,-.0510873794555664,1494135,-.1040830612182617,77510,-.3241682052612305,9026,1.841735363006592,221283,-.4161167144775391,715139,-.1448879241943359,1452811,.0243511199951172,474049,1760515,-.4386749267578125,517784,-.187626838684082,1993757,.4742746353149414,77970,.801518440246582,15127655,-.1044788360595703,35468184,-.1033439636230469,4088155,-.1786212921142578,1729818,.266697883605957,6270125,.0873355865478516,1167820,3204670,-.0608024597167969,1053251,-.2866115570068359,168245,-.3191022872924805,757,-2.846567153930664,1311973,260412,-.5219697952270508,matched (3),1083665.4,.78198528,132402.89,267252.38
201111,400912,622,1809,1235350,11,0,0,0,0,0,0,0,0,0,1,0,313068,219984,81960,1.352372169494629,1087397,-.3906164169311523,59023,.1114921569824219,467909,.4651193618774414,363057,7833497,.0449695587158203,205339,.1218376159667969,215744,-.5056381225585938,23167472,-.0758380889892578,792549,.0595560073852539,994662,.1512746810913086,798626,.3130569458007813,37984,.0015544891357422,1327593,91653,.4456043243408203,16001,-.8501949310302734,5744545,.006439208984375,2233527,-.028141975402832,13438532,-.0642986297607422,94847,.1866216659545898,880827,.751704216003418,49642,-1.771234512329102,25204376,.1376953125,5209991,.1666994094848633,3531590,-.1398210525512695,1487219,-.0046396255493164,100271,.2574691772460938,10109,.1133174896240234,174791,-.2358512878417969,879723,.2071304321289063,1348967,-.0741605758666992,354807,2317751,.2749910354614258,547416,.0556507110595703,4851272,.8892202377319336,62467,-.2216854095458984,16567574,.0909214019775391,38223680,.0748195648193359,5517763,.2998790740966797,1858904,.0719709396362305,6974445,.1064558029174805,1274725,2692578,-.1741104125976563,1252466,.1732320785522461,151741,-.103245735168457,12524,2.806038856506348,1048152,280395,.0739345550537109,matched (3),1015563.1,.78198528,143902.27,273132.16
201112,400912,623,1809,818739,12,0,0,0,0,0,0,0,0,0,0,1,104044,210047,49928,-.4956493377685547,227954,-1.562398910522461,37811,-.4453268051147461,291863,-.471989631652832,325739,5220455,-.4058246612548828,202590,-.0134773254394531,203945,-.0562419891357422,18353724,-.2329158782958984,567378,-.334228515625,785451,-.23614501953125,482023,-.5049009323120117,12138,-1.140823364257813,670099,62891,-.3766069412231445,13407,-.1768741607666016,5175814,-.1042547225952148,1524191,-.3821182250976563,13115829,-.0243072509765625,103991,.0920391082763672,413498,-.7562084197998047,16513,-1.100688934326172,23482712,-.0707530975341797,3334353,-.4462995529174805,3047665,-.1473731994628906,904875,-.4968662261962891,90198,-.1058692932128906,49479,1.58812141418457,179340,.0256919860839844,825979,-.0630378723144531,1273968,-.0572032928466797,448296,2256490,-.0267868041992188,419893,-.2652091979980469,4776280,-.0155792236328125,64582,.0332975387573242,12630187,-.2713565826416016,28758656,-.284515380859375,4557958,-.1910982131958008,1590503,-.1559362411499023,4734725,-.3873291015625,812314,2076416,-.2598552703857422,1208251,-.0359401702880859,100607,-.4109535217285156,1182,-2.360438823699951,731230,206132,-.307682991027832,matched (3),855187.94,.78198528,91160.633,249406.44
201201,400912,624,1809,1132511,01,0,0,0,0,0,0,0,0,0,0,0,171959,262076,115287,.8368425369262695,650307,1.048300743103027,51956,.3177967071533203,36282,-2.084962844848633,346383,8965152,.5407609939575195,154182,-.2730503082275391,276408,.3040275573730469,22337066,.1964149475097656,740472,.2662620544433594,994200,.2356796264648438,652603,.3029775619506836,32714,.9914617538452148,1142118,77974,.2149724960327148,20760,.437251091003418,4029028,-.2504711151123047,2924596,.6516923904418945,15804101,.1864509582519531,145337,.3347511291503906,551205,.2874536514282227,881502,3.977478981018066,26278578,.1124897003173828,4055203,.1957225799560547,5437489,.5789422988891602,1511578,.5131120681762695,24520,-1.302517890930176,52798,.0649251937866211,269469,.407170295715332,891905,.0767898559570313,1307052,.0256376266479492,723725,2271264,.006525993347168,648061,.433985710144043,8183293,.5384330749511719,70467,.0872087478637695,12591267,-.0030860900878906,36248280,.2314529418945313,5316626,.1539640426635742,1598846,.0052318572998047,5824142,.2070884704589844,1090137,3662173,.567413330078125,1033691,-.1560382843017578,176680,.5631179809570313,583,-.7067761421203613,1877248,504329,.8947124481201172,matched (3),1099109.4,.78198528,136393.19,269251.56
201202,400912,625,1809,1032521,02,1,0,0,0,0,0,0,0,0,0,0,102320,222677,80299,-.3616676330566406,1129058,.5516948699951172,71542,.3198871612548828,66342,.6035013198852539,242409,6598589,-.3064889907836914,116299,-.2819700241088867,276961,.0019989013671875,23102316,.0336856842041016,509674,-.3735170364379883,1082074,.0846967697143555,449107,-.3737077713012695,24319,-.2965450286865234,741655,54311,-.3616485595703125,21305,.0259132385253906,4021075,-.0019760131835938,2232833,-.2698850631713867,25102880,.4627113342285156,102924,-.3450641632080078,276340,-.6904745101928711,1964478,.8013544082641602,24202888,-.0822830200195313,3576087,-.1257314682006836,4697991,-.1461830139160156,1612936,.0649023056030273,19011,-.2544717788696289,9277,-1.738934516906738,281116,.0423145294189453,863477,-.0323925018310547,1251789,-.0432004928588867,341656,1495201,-.4180755615234375,617366,-.04852294921875,5149333,-.4632272720336914,41920,-.5193815231323242,14132581,.115478515625,36290832,.0011730194091797,4736082,-.1156282424926758,1847610,.1446104049682617,5400168,-.0755815505981445,1041893,1940979,-.6348638534545898,1336841,.2571735382080078,87368,-.7042112350463867,19360,3.502777099609375,521221,279941,-.5886497497558594,matched (3),846913,.78198528,96253.07,251312.48
201203,400912,626,1809,1168086,03,0,1,0,0,0,0,0,0,0,0,0,199239,334989,60010,-.2912454605102539,1998042,.5707836151123047,54863,-.2654447555541992,199202,1.099496841430664,436307,9282621,.3412885665893555,299225,.9450311660766602,353082,.242823600769043,25716668,.1072063446044922,907725,.5771703720092773,1056554,-.0238666534423828,720195,.4722604751586914,28673,.1646976470947266,848125,60285,.1043567657470703,32681,.4278526306152344,4565990,.1270856857299805,2498038,.1122341156005859,13156072,-.6460990905761719,247307,.8766393661499023,256211,-.0756311416625977,1037453,-.6384572982788086,24338866,.0056037902832031,4156929,.1505069732666016,3574480,-.2733144760131836,1856079,.1404104232788086,43614,.8303604125976563,56594,1.808363914489746,293141,.0418863296508789,1001978,.1487646102905273,1443323,.1423749923706055,514168,1962361,.2718877792358398,790604,.2473344802856445,11296782,.7856502532958984,56846,.3045825958251953,14428363,.0207138061523438,35734116,-.0154590606689453,5143439,.0825119018554688,986655,-.6273279190063477,5633481,.04229736328125,1014972,2485422,.2472496032714844,1855889,.3280544281005859,232031,.9767427444458008,21791,.1182880401611328,1682693,283643,.0131368637084961,matched (3),1339255,.78198528,137612.39,269871.22
