period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1046c642,Y1107c484,Y1150c616,growth1150c616,Y1192c484,growth1192c484,Y1203c208,growth1203c208,Y1233c792,growth1233c792,Y1490c218,Y1496c826,growth1496c826,Y1525c600,growth1525c600,Y1603c703,growth1603c703,Y1731c124,growth1731c124,Y1751c372,growth1751c372,Y1789c124,growth1789c124,Y2135c124,growth2135c124,Y2299c246,growth2299c246,Y2378c381,Y2545c757,growth2545c757,Y2739c428,growth2739c428,Y2754c124,growth2754c124,Y2755c208,growth2755c208,Y2830c152,growth2830c152,Y3060c616,growth3060c616,Y3145c757,growth3145c757,Y3276c300,growth3276c300,Y3370c124,growth3370c124,Y3370c348,growth3370c348,Y3412c620,growth3412c620,Y3423c616,growth3423c616,Y3482c440,growth3482c440,Y3520c440,growth3520c440,Y3749c300,growth3749c300,Y3755c372,growth3755c372,Y3770c484,growth3770c484,Y3917c218,Y3955c600,growth3955c600,Y4256c372,growth4256c372,Y4279c251,growth4279c251,Y4493c191,growth4493c191,Y4604c208,growth4604c208,Y4611c826,growth4611c826,Y4755c152,growth4755c152,Y4845c826,growth4845c826,Y495c222,growth495c222,Y4990c381,Y576c152,growth576c152,Y581c246,growth581c246,Y679c792,growth679c792,Y821c372,growth821c372,Y868c608,Y954c826,growth954c826,_merge,x,r2,s,sf
201303,400912,638,1809,670298,03,0,1,0,0,0,0,0,0,0,0,0,116111,232407,19446,-2.68803882598877,1192224,-.0288515090942383,68994,.2005758285522461,79649,-.4867916107177734,382753,3080616,-.3225622177124023,165931,-.6254749298095703,242637,-.6042041778564453,22780356,.1156692504882813,1164884,-.2312736511230469,873528,.0767688751220703,601670,.2291135787963867,21746,-.4527950286865234,740750,53866,-.6150741577148438,38284,.2916955947875977,4167981,-.2048282623291016,2007333,-.1279516220092773,14941112,-.0738010406494141,95196,-.4741725921630859,185328,-.6715612411499023,604017,-1.91172981262207,16441365,-.30767822265625,5593378,-.0461816787719727,2427678,-.1801614761352539,1763525,-.3378238677978516,43562,-.6081418991088867,9047,-.3611307144165039,162434,-.6136045455932617,488904,-.5464363098144531,1553515,.1558752059936523,216451,2394846,-.1941509246826172,608198,-.3809013366699219,4153860,-.8615083694458008,50535,-.0844125747680664,12283442,.107421875,32832060,-.0535068511962891,5361463,-.0492191314697266,1582892,-.1688938140869141,4170057,-.0072765350341797,910669,2710597,-.3981542587280273,1086748,-.2582540512084961,110444,.9146080017089844,13429,-.5715541839599609,1233341,471258,.0811386108398438,matched (3),634790.5,.78198528,116258.99,259633.33
201304,400912,639,1809,860563,04,0,0,1,0,0,0,0,0,0,0,0,226032,250648,139369,1.969483375549316,1706400,.3585653305053711,49394,-.3341913223266602,143214,.5867099761962891,278343,6616808,.7644834518432617,323284,.6669597625732422,415590,.5381326675415039,25154096,.09912109375,1538651,.278285026550293,886126,.0143194198608398,484777,-.2160205841064453,25571,.1620283126831055,1274819,55687,.0332469940185547,44037,.1399974822998047,4644009,.1081466674804688,2161791,.0741300582885742,8548827,-.5583219528198242,67456,-.3444623947143555,356255,.6535196304321289,1885184,1.138178825378418,20392764,.2153797149658203,6468340,.1453361511230469,3166303,.2656288146972656,1621555,-.0839290618896484,66033,.4159698486328125,64666,1.966802597045898,215222,.2813987731933594,490860,.003993034362793,1653571,.0624170303344727,120167,2631256,.094141960144043,745709,.2038354873657227,15736538,1.33194637298584,29164,-.5497312545776367,14307883,.152557373046875,33713648,.0264987945556641,6109381,.1305885314941406,1207903,-.2703676223754883,4963725,.1742267608642578,825295,3510980,.2587261199951172,1380146,.2389993667602539,359329,1.179730415344238,4120,-1.181563377380371,1252771,207695,-.8193349838256836,matched (3),775638.88,.78198528,112443.15,257947.22
201305,400912,640,1809,935674,05,0,0,0,1,0,0,0,0,0,0,0,111970,274599,167856,.1859817504882813,2227089,.2663097381591797,70311,.3530998229980469,365831,.9378318786621094,724436,7323947,.1015357971191406,199145,-.4844980239868164,546753,.2742986679077148,26654874,.0579509735107422,1335982,-.141240119934082,757488,-.1568517684936523,407694,-.1731719970703125,64794,.9297542572021484,1058604,69996,.2286920547485352,58732,.2879543304443359,4685021,.0087928771972656,2532775,.1583786010742188,10826521,.2362051010131836,81550,.1897401809692383,165882,-.7643709182739258,455830,-1.419661521911621,15055530,-.3034343719482422,7290126,.1196012496948242,3800057,.1824522018432617,2105936,.2613744735717773,120818,.604130744934082,117561,.5977210998535156,188814,-.1309080123901367,568038,.1460294723510742,1955836,.1678800582885742,375407,3367907,.246830940246582,798253,.068089485168457,14479110,-.0832767486572266,36871,.2344903945922852,24308264,.5300064086914063,34060256,.0102272033691406,6874135,.1179409027099609,1747800,.369471549987793,4182008,-.1713657379150391,962434,3962611,.1210079193115234,1325584,-.0403366088867188,419292,.1543283462524414,50021,2.496589660644531,1043377,320839,.4348688125610352,matched (3),1025335.2,.78198528,140461.25,271335
201306,400912,641,1809,915256,06,0,0,0,0,1,0,0,0,0,0,0,118080,235074,18998,-2.178772926330566,384851,-1.755594253540039,45766,-.429387092590332,153848,-.866206169128418,320646,6515438,-.1169748306274414,150410,-.2806682586669922,585759,.0689105987548828,24185308,-.0972270965576172,1309508,-.020014762878418,837715,.1006708145141602,576723,.3468456268310547,21862,-1.08646297454834,887607,52854,-.2809047698974609,14163,-1.422351837158203,5302442,.1237964630126953,1872020,-.3022975921630859,16669036,.4315528869628906,123203,.4126176834106445,321943,.6630983352661133,1430851,1.143904685974121,18801152,.2221717834472656,5545796,-.2734804153442383,2772534,-.3152551651000977,1768099,-.1748552322387695,54731,-.7918548583984375,438,-5.592493057250977,143389,-.2752008438110352,442131,-.2505826950073242,1498477,-.2663679122924805,248840,2449498,-.3184089660644531,675005,-.1677045822143555,8625342,-.5180034637451172,25678,-.361790657043457,18624424,-.2663421630859375,32311728,-.0527000427246094,6032150,-.1306629180908203,2046826,.157933235168457,3775187,-.1023416519165039,1061332,2506560,-.4579916000366211,999313,-.2825403213500977,315403,-.2847156524658203,22375,-.8044986724853516,889765,233689,-.3169479370117188,matched (3),1099899.4,.78198528,134402.84,268248.84
201307,400912,642,1809,1158456,07,0,0,0,0,0,1,0,0,0,0,0,219456,329360,105113,1.710701942443848,2013651,1.654848098754883,130774,1.049929618835449,354147,.8337469100952148,416428,6099252,-.0660085678100586,275813,.6063575744628906,908046,.4383869171142578,24322220,.005645751953125,1622703,.2144412994384766,947923,.1235952377319336,637295,.0998706817626953,27167,.2172527313232422,1036812,74330,.3409805297851563,50339,1.268147468566895,5833282,.0954122543334961,2649956,.3475246429443359,22959514,.3201808929443359,89703,-.3173294067382813,279747,-.1404886245727539,1751842,.2023992538452148,17117372,-.0938224792480469,6093368,.0941600799560547,3570250,.2528743743896484,2533643,.3597536087036133,74625,.3100452423095703,54393,4.821771621704102,232148,.4818134307861328,589435,.2875585556030273,1773473,.1684904098510742,446745,1879081,-.2650995254516602,800534,.1705589294433594,30369458,1.258733749389648,74709,1.067965507507324,17876500,-.0409870147705078,33794224,.0448589324951172,6266309,.0380840301513672,1335271,-.4271564483642578,5758914,.4222993850708008,1024975,4446617,.5732326507568359,1263319,.2344293594360352,698457,.7950220108032227,11760,-.6432399749755859,1002186,397965,.5323724746704102,matched (3),1181926.6,.78198528,171224.06,288463.16
201308,400912,643,1809,744662,08,0,0,0,0,0,0,1,0,0,0,0,37015,225585,102476,-.0254068374633789,689943,-1.07109546661377,39983,-1.185016632080078,223130,-.4619579315185547,381786,6680144,.0909738540649414,160035,-.5443305969238281,842715,-.0746660232543945,22637514,-.0717811584472656,832515,-.6673965454101563,686898,-.322087287902832,536951,-.1713266372680664,16212,-.5162506103515625,179046,37804,-.6760988235473633,16828,-1.095735549926758,5017489,-.1506500244140625,2588782,-.0233554840087891,20290110,-.1236000061035156,85872,-.0436468124389648,277592,-.0077333450317383,854197,-.71826171875,14927070,-.1369190216064453,4326515,-.3424386978149414,2024861,-.5671348571777344,2222291,-.1311197280883789,64620,-.143951416015625,10894,-1.608023643493652,98923,-.8530330657958984,450192,-.2694902420043945,1793038,.0109710693359375,215463,1065162,-.5676565170288086,596823,-.2936592102050781,2266041,-2.595403671264648,18184,-1.413058280944824,19308696,.0770683288574219,31528238,-.0694065093994141,6722290,.0702419281005859,1765280,.2791748046875,4655516,-.2126960754394531,699600,3060959,-.3734159469604492,1382603,.0902261734008789,245383,-1.046052932739258,34344,1.071722984313965,741612,308334,-.2551803588867188,matched (3),731877.56,.78198528,139976.3,271084.25
201309,400912,644,1809,2429548,09,0,0,0,0,0,0,0,1,0,0,0,238435,200597,212740,.7304420471191406,1685008,.8929166793823242,92528,.8390569686889648,315976,.3479118347167969,523018,7248891,.0817089080810547,159769,-.0016632080078125,606281,-.3292856216430664,22657748,.0008926391601563,1328591,.4674224853515625,1043103,.4177694320678711,639452,.1747055053710938,26870,.5052585601806641,1236305,148097,1.365451812744141,71961,1.453080177307129,4994384,-.0046157836914063,2884770,.1082582473754883,19458248,-.0418624877929688,110668,.2536773681640625,405649,.3793354034423828,1034243,.1912631988525391,17973472,.1857204437255859,5106402,.1657333374023438,3577716,.5692234039306641,3489581,.4512434005737305,95037,.3857421875,47499,1.47249698638916,295471,1.094228744506836,845944,.6307792663574219,1576684,-.1285867691040039,224217,1726689,.4830789566040039,882492,.3911294937133789,2736340,.1885871887207031,43227,.8659238815307617,20761640,.0725517272949219,39203172,.2178745269775391,5797115,-.1480684280395508,2002906,.1262903213500977,4857706,.0425138473510742,1369318,4618551,.4113531112670898,1413179,.0218734741210938,116518,-.7447748184204102,47409,.3223848342895508,1195253,466998,.4151411056518555,matched (3),1762764.5,.78198528,129817.62,265981.06
201310,400912,645,1809,1566399,10,0,0,0,0,0,0,0,0,1,0,0,214085,223846,88342,-.8788547515869141,2116921,.2281923294067383,73643,-.2282819747924805,298021,-.058502197265625,0,7790514,.0720586776733398,234784,.3849363327026367,529601,-.1352195739746094,24654632,.0844631195068359,2032828,.4253091812133789,689655,-.4137639999389648,524463,-.198237419128418,23248,-.1447916030883789,921910,127009,-.1536092758178711,28307,-.9330158233642578,6712887,.29571533203125,2540396,-.1271257400512695,18316348,-.0604763031005859,181333,.493800163269043,342957,-.1678829193115234,1074972,.0386247634887695,22935204,.2437763214111328,5683417,.1070575714111328,3473805,-.0294733047485352,2858708,-.1994123458862305,181414,.646514892578125,8218,-1.754382133483887,241517,-.2016305923461914,800165,-.0556354522705078,1565791,-.0069332122802734,0,2456682,.3526058197021484,849490,-.0381135940551758,7877284,1.057361602783203,65732,.4191198348999023,19654696,-.0547904968261719,41752400,.0629997253417969,6952867,.181793212890625,1912952,-.0459518432617188,4837663,-.0041351318359375,1119155,4408964,-.0464410781860352,1074037,-.2744169235229492,418513,1.278661727905273,19190,-.9044227600097656,946687,378145,-.2110471725463867,matched (3),1242869.5,.78198528,110569.08,257135.83
201311,400912,646,1809,1029338,11,0,0,0,0,0,0,0,0,0,1,0,101404,196310,47389,-.6228256225585938,465993,-1.513547897338867,71178,-.0340452194213867,268000,-.1061773300170898,524436,6685641,-.1529455184936523,258992,.0981321334838867,490732,-.0762252807617188,22546912,-.0893669128417969,1693712,-.1825056076049805,1309684,.6413497924804688,678702,.257807731628418,12252,-.6405296325683594,570991,113518,-.1122961044311523,21993,-.2523841857910156,5655956,-.1713199615478516,2244509,-.1238327026367188,11846567,-.4357566833496094,146566,-.2128591537475586,338754,-.0123310089111328,2094828,.6671772003173828,22428952,-.0223197937011719,5135601,-.1013555526733398,3370740,-.0301189422607422,2107874,-.3046894073486328,105262,-.5443286895751953,5869,-.3366422653198242,302836,.2262516021728516,792005,-.0102500915527344,1302488,-.1841144561767578,276882,1451232,-.5263986587524414,725500,-.1577749252319336,1297130,-1.803829193115234,106999,.4872341156005859,15739642,-.2221336364746094,36726820,-.1282501220703125,6114059,-.1285629272460938,1480991,-.2559356689453125,4470392,-.0789556503295898,1044154,4281751,-.0292778015136719,1215805,.1239814758300781,74499,-1.725921630859375,7408,-.9518289566040039,810756,387588,.0246658325195313,matched (3),953645.56,.78198528,109968.97,256878.34
201312,400912,647,1809,1025591,12,0,0,0,0,0,0,0,0,0,0,1,104619,141292,4125,-2.441324234008789,935238,.6966304779052734,41921,-.5293970108032227,244920,-.0900554656982422,373081,5489905,-.1970510482788086,197255,-.2723007202148438,271414,-.5922536849975586,18120928,-.2185306549072266,703340,-.8788375854492188,602454,-.7765302658081055,619416,-.091404914855957,6194,-.6821079254150391,659848,100543,-.1213760375976563,28575,.2618074417114258,5642205,-.0024337768554688,2101513,-.0658292770385742,15655915,.2788105010986328,219543,.4040718078613281,318587,-.0613784790039063,503223,-1.426193237304688,13112947,-.5367527008056641,3678965,-.3335657119750977,2984738,-.1216201782226563,1997827,-.0536203384399414,33494,-1.145086288452148,49297,2.128178596496582,102078,-1.087454795837402,498878,-.4622058868408203,1296796,-.0043802261352539,347824,1580197,.0851364135742188,540892,-.2936420440673828,2222495,.5384769439697266,48151,-.7984781265258789,14279798,-.0973377227783203,32362500,-.1265068054199219,6850186,.1136846542358398,1356960,-.0874652862548828,3300706,-.3033390045166016,843075,3659738,-.1569709777832031,1526604,.2276391983032227,210345,1.037962913513184,4573,-.4823904037475586,379617,303466,-.2446737289428711,matched (3),1083662.6,.78198528,142527.94,272410.56
201401,400912,648,1809,1029873,01,0,0,0,0,0,0,0,0,0,0,0,135543,280201,121215,3.380499839782715,1290080,.3216590881347656,218165,1.64946460723877,442610,.5917577743530273,485304,6488759,.1671609878540039,339320,.5424470901489258,733258,.9938526153564453,23470990,.258697509765625,1211135,.5434732437133789,816977,.3045997619628906,667394,.0746030807495117,35477,1.745303153991699,882602,130651,.2619438171386719,39016,.3114395141601563,6120094,.0813016891479492,3475210,.5029973983764648,20803122,.2842559814453125,165150,-.284693717956543,370759,.1516571044921875,2827238,1.726021766662598,21744344,.5057544708251953,6448085,.5611515045166016,4182098,.3373012542724609,1651672,-.1902713775634766,46434,.3266658782958984,15518,-1.155862808227539,280754,1.011741638183594,683792,.3152914047241211,1501387,.1464929580688477,364547,1589922,.0061359405517578,912081,.5225095748901367,2992100,.2973442077636719,48980,.0170707702636719,14912503,.0433540344238281,41725600,.2541141510009766,7886782,.1409130096435547,1843705,.3065309524536133,4211434,.2436666488647461,1174191,5529822,.4127645492553711,1633286,.0675487518310547,585402,1.023550033569336,28143,1.817129135131836,2144556,359386,.1691274642944336,matched (3),1146411.8,.78198528,141515.91,271882.44
201402,400912,649,1809,853626,02,1,0,0,0,0,0,0,0,0,0,0,4345,252543,108477,-.111027717590332,405168,-1.158158302307129,103712,-.7436342239379883,301166,-.3850278854370117,468643,6400506,-.0136947631835938,275128,-.2097072601318359,973169,.2830600738525391,21564434,-.0847187042236328,1129659,-.0696420669555664,723185,-.1219453811645508,451413,-.3909978866577148,17214,-.7231616973876953,832743,130054,-.0045795440673828,72897,.6250762939453125,6182220,.0101003646850586,2571982,-.3009786605834961,14821571,-.339019775390625,156279,-.055211067199707,210812,-.5645856857299805,1289443,-.7850894927978516,14562248,-.4009227752685547,5620594,-.1373453140258789,3964658,-.0533933639526367,1878133,.1284894943237305,45084,-.0295047760009766,1191,-2.567206859588623,223128,-.2297325134277344,573057,-.1766681671142578,1470473,-.0208053588867188,281522,1292684,-.2069644927978516,708914,-.2519941329956055,4858837,.4848241806030273,49077,.0019779205322266,15339389,.0282249450683594,37078772,-.1180706024169922,5836009,-.3011417388916016,2344619,.2403450012207031,4623492,.0933465957641602,1160935,4108696,-.2970495223999023,1438632,-.1269016265869141,196310,-1.09260368347168,9371,-1.099678993225098,714908,499306,.328822135925293,matched (3),732453.94,.78198528,146374.86,274442.91
201403,400912,650,1809,701363,03,0,1,0,0,0,0,0,0,0,0,0,223830,211929,90136,-.1852188110351563,561440,.3262033462524414,70911,-.3801918029785156,240760,-.2238607406616211,583909,6159386,-.0383996963500977,239959,-.1367683410644531,602952,-.4787197113037109,24938362,.1453609466552734,1236328,.0902299880981445,1037580,.3609809875488281,457522,.0134420394897461,12868,-.2909793853759766,775662,526292,1.397906303405762,52508,-.3280820846557617,5178939,-.1770772933959961,2201828,-.1553888320922852,15897989,.0701084136962891,122116,-.2466716766357422,245441,.1520891189575195,799126,-.4784469604492188,26128816,.5846061706542969,6273417,.1098833084106445,4150837,.0458908081054688,2386078,.2393732070922852,56036,.2174663543701172,68652,4.054256916046143,214908,-.0375356674194336,853385,.3982257843017578,1538326,.0451107025146484,157949,1357863,.0491914749145508,910033,.2497463226318359,12428082,.9391584396362305,57317,.1552066802978516,17999560,.1599235534667969,40181156,.0803546905517578,5240203,-.1076869964599609,1702446,-.3200569152832031,4277291,-.0778303146362305,922220,3310904,-.2158851623535156,1643227,.132969856262207,181622,-.0777673721313477,18231,.6655035018920898,1287427,519901,.0404195785522461,matched (3),796968.88,.78198528,111431.29,257507.75
201404,400912,651,1809,464684,04,0,0,1,0,0,0,0,0,0,0,0,223908,224880,164058,.5989007949829102,1067399,.6424751281738281,41255,-.5416536331176758,151197,-.4652166366577148,523318,8240782,.2911176681518555,229712,-.0436420440673828,318750,-.6374311447143555,24912032,-.0010566711425781,1459397,.1658773422241211,1008645,-.0282831192016602,713021,.4436864852905273,17051,.2814655303955078,698045,176215,-1.094151496887207,49042,-.0682888031005859,6587060,.2405071258544922,2380197,.0778951644897461,8711816,-.6015119552612305,121291,-.0067787170410156,197972,-.214930534362793,1005390,.2296113967895508,17777946,-.3850784301757813,6339712,.0105123519897461,3299645,-.2294960021972656,2235920,-.0649986267089844,39476,-.3503007888793945,1169,-4.072901725769043,184205,-.1541614532470703,936459,.0928945541381836,1454159,-.0562667846679688,212949,1565659,.14239501953125,1009210,.1034421920776367,5661087,-.786341667175293,33674,-.5318708419799805,16089812,-.1121616363525391,34431108,-.1544380187988281,5729638,.0892925262451172,1212514,-.3393697738647461,3435652,-.2191133499145508,765115,3877556,.1579837799072266,1619766,-.0143804550170898,154002,-.1649618148803711,19090,.0460414886474609,1081233,489994,-.0592460632324219,matched (3),688457.56,.78198528,128584.43,265381.34
201405,400912,652,1809,816073,05,0,0,0,1,0,0,0,0,0,0,0,231502,325953,82452,-.6880035400390625,1745845,.4920139312744141,74344,.5889310836791992,320547,.7514448165893555,599834,8312446,.0086593627929688,368600,.4728860855102539,515085,.4799251556396484,24802584,-.0044021606445313,1410658,-.0339670181274414,1214593,.1858005523681641,655479,-.0841445922851563,34321,.6995487213134766,969629,118741,-.3947601318359375,70853,.3679304122924805,5931963,-.1047515869140625,2752113,.1451864242553711,9623144,.0994901657104492,141728,.1557168960571289,289981,.3816900253295898,3002040,1.093916893005371,19775184,.1064682006835938,5476344,-.1463956832885742,4333250,.2725028991699219,2134728,-.0463132858276367,30395,-.2614154815673828,1076,-.0828981399536133,193815,.0508556365966797,637840,-.3840179443359375,1693782,.1525354385375977,486954,1626579,.0381717681884766,1133357,.1160163879394531,11323125,.6932306289672852,57195,.5297403335571289,19260332,.1798610687255859,40361096,.158905029296875,5048802,-.1265010833740234,2326806,.6518011093139648,5360387,.4448299407958984,1224182,3492706,-.1045284271240234,1161314,-.3327293395996094,469743,1.115220069885254,20029,.0480165481567383,1271789,352585,-.3291006088256836,matched (3),916464.94,.78198528,143083.86,272701.84
201406,400912,653,1809,607855,06,0,0,0,0,1,0,0,0,0,0,0,378,241263,182490,.7944784164428711,912369,-.6489496231079102,77185,.0375022888183594,285400,-.1161365509033203,465147,6589472,-.2322807312011719,194960,-.6369180679321289,304826,-.5245904922485352,24383964,-.0170230865478516,1140790,-.2123355865478516,1043144,-.1521692276000977,570858,-.1382255554199219,3693,-2.229318618774414,801753,118664,-.0006484985351563,23373,-1.109025955200195,5873972,-.0098247528076172,2596245,-.0583028793334961,17110328,.5755119323730469,94379,-.406590461730957,213441,-.3064556121826172,360015,-2.120901107788086,19313426,-.0236263275146484,5559983,.0151576995849609,3424924,-.2352380752563477,2254546,.0546092987060547,52167,.5401725769042969,50868,3.855983734130859,200192,.0323724746704102,853434,.2911806106567383,1480002,-.1349201202392578,470533,2285183,.3399667739868164,723419,-.4489507675170898,8759697,-.2566852569580078,28800,-.686091423034668,18377228,-.0469341278076172,38251480,-.0536842346191406,5550289,.0946989059448242,1820381,-.2454509735107422,4704373,-.1305437088012695,1086190,3716171,.0620174407958984,1300016,.1128244400024414,222885,-.7455301284790039,31096,.4398975372314453,459072,349520,-.0087318420410156,matched (3),942770.69,.78198528,126539.9,264396.78
201407,400912,654,1809,1278148,07,0,0,0,0,0,1,0,0,0,0,0,135354,468768,99387,-.6076736450195313,941009,.0309085845947266,102013,.278895378112793,300453,.0513992309570313,465791,8935101,.3045148849487305,219442,.1182937622070313,363475,.175969123840332,30155104,.2124290466308594,1946340,.5342302322387695,1511892,.3711223602294922,891542,.4458112716674805,41168,2.411222457885742,865950,119395,.0061407089233398,31157,.2874574661254883,6821690,.1495761871337891,3350692,.2551002502441406,21893188,.2464923858642578,165556,.5619907379150391,923994,1.46534538269043,2465769,1.924113273620606,20738822,.0712051391601563,5763329,.0359201431274414,5128070,.4036502838134766,2669293,.1688652038574219,59736,.1354846954345703,601,-4.438394546508789,333700,.5109653472900391,955786,.1132659912109375,1752868,.1692104339599609,345891,3173581,.3284149169921875,621276,-.1522130966186523,17850078,.7118473052978516,41780,.3720426559448242,17400552,-.0546112060546875,40872448,.0662746429443359,6245833,.1180639266967773,2391673,.2729473114013672,5704411,.1927471160888672,1182629,3352057,-.1031198501586914,1408837,.0803871154785156,1013068,1.514082908630371,36788,.1680927276611328,839432,439121,.2282142639160156,matched (3),1533696.9,.78198528,139797.08,270991.75
201408,400912,655,1809,1147326,08,0,0,0,0,0,0,1,0,0,0,0,125471,419800,78163,-.2402248382568359,1848737,.6753053665161133,53330,-.6486015319824219,499023,.5073604583740234,449850,7489059,-.1765451431274414,348360,.4621486663818359,359776,-.0102291107177734,26586456,-.1259517669677734,1330774,-.3801898956298828,1420998,-.0620021820068359,661769,-.2980356216430664,28306,-.3745880126953125,276593,114601,-.040980339050293,38439,.2100334167480469,5865273,-.1510581970214844,3623291,.0782155990600586,20380864,-.0715789794921875,141857,-.1544904708862305,254277,-1.290281295776367,845312,-1.070553779602051,22562492,.0842819213867188,4865270,-.1693935394287109,1981306,-.9509735107421875,2765447,.0353889465332031,39883,-.4039850234985352,76044,4.840472221374512,52678,-1.846044540405273,577414,-.5039749145507813,1750133,-.0015621185302734,295556,2327671,-.309992790222168,911419,.3832273483276367,3010223,-1.779994964599609,63313,.4156732559204102,14506414,-.1819114685058594,31723620,-.2533950805664063,5624381,-.1048030853271484,2093495,-.1331586837768555,4080370,-.335052490234375,792986,2559863,-.2696199417114258,1407649,-.0008430480957031,194359,-1.651031494140625,18464,-.6893491744995117,1383220,478729,.086359977722168,matched (3),1096004.9,.78198528,141473.75,271860.5
201409,400912,656,1809,963856,09,0,0,0,0,0,0,0,1,0,0,0,108915,311976,114412,.3810091018676758,1147336,-.4770603179931641,84931,.4653396606445313,440261,-.1252841949462891,381154,6097259,-.2056035995483398,173430,-.6974630355834961,405544,.1197481155395508,24551356,-.0796356201171875,1077181,-.2114133834838867,1181710,-.1843967437744141,551384,-.1824846267700195,4255,-1.894978523254395,876480,172871,.4110889434814453,9828,-1.363837242126465,4846814,-.1907272338867188,2788066,-.2620344161987305,19619496,-.0380725860595703,81699,-.5517778396606445,249569,-.0186891555786133,451282,-.6276130676269531,19391520,-.1514530181884766,5614307,.1431961059570313,3943338,.6882715225219727,3219339,.1519737243652344,28663,-.3303432464599609,8544,-2.18608283996582,232668,1.485414505004883,734893,.2411661148071289,1727813,-.0128355026245117,205994,1898226,-.2039480209350586,742487,-.2049980163574219,6186793,.720402717590332,89144,.3421621322631836,15512132,.0670318603515625,42760548,.2985553741455078,5576006,-.0086383819580078,2068481,-.0120201110839844,3866035,-.0539579391479492,1090927,4323249,.5240535736083984,1128164,-.2213296890258789,70319,-1.016665458679199,28106,.4201602935791016,943046,407370,-.161412239074707,matched (3),966674.44,.78198528,104870.84,254737.52
201410,400912,657,1809,1407009,10,0,0,0,0,0,0,0,0,1,0,0,299164,0,108934,-.0490636825561523,1904649,.5068550109863281,156697,.6124753952026367,450137,.0221843719482422,758139,7390905,.1924104690551758,282574,.4881668090820313,440517,.0827198028564453,26146676,.0629558563232422,1361969,.234583854675293,1200437,.0157232284545898,601155,.086421012878418,34517,2.093357086181641,632209,172104,-.0044469833374023,66671,1.914535522460938,5443993,.1161909103393555,2856209,.0241470336914063,15123024,-.2603054046630859,162321,.6865339279174805,572130,.8296308517456055,489591,.0814781188964844,22597804,.1530170440673828,5845791,.0404033660888672,4232721,.0708169937133789,3820083,.1710958480834961,57469,.6956386566162109,61221,1.969261169433594,359324,.4346122741699219,791976,.0748062133789063,1772844,.0257291793823242,317372,3209596,.5252256393432617,879063,.1688518524169922,11918125,.655644416809082,45095,-.6814813613891602,17296088,.1088581085205078,40446868,-.0556278228759766,6015362,.0758438110351563,1917319,-.0758867263793945,3745562,-.0316572189331055,1196060,4710392,.0857639312744141,1180305,.0451812744140625,114240,.485260009765625,5153,-1.696403503417969,1465304,451242,.1022815704345703,matched (3),1411378.6,.78198528,130781.36,266452.75
201411,400912,658,1809,592656,11,0,0,0,0,0,0,0,0,0,1,0,128546,44881,67301,-.4815673828125,630417,-1.105671882629395,74195,-.7476177215576172,389565,-.1445217132568359,253588,5513361,-.2930755615234375,244352,-.1453304290771484,210890,-.7366123199462891,21146554,-.2122459411621094,1225707,-.1054134368896484,1052698,-.1313295364379883,457125,-.2738962173461914,10276,-1.211641311645508,525697,82664,-.7333145141601563,25171,-.9740781784057617,3587635,-.4170188903808594,2551551,-.1127939224243164,8351396,-.5937891006469727,279269,.5425996780395508,263568,-.7750539779663086,84763,-1.753711700439453,21443564,-.0524272918701172,4956625,-.1649961471557617,3187757,-.2835273742675781,2675144,-.3562688827514648,47061,-.1998004913330078,7586,-2.08818531036377,175767,-.7150650024414063,563045,-.3411722183227539,1380808,-.2499160766601563,162090,1764105,-.5985021591186523,758169,-.1479501724243164,5334424,-.8038797378540039,59307,.2739553451538086,9828757,-.5651683807373047,31651364,-.2452068328857422,5853988,-.0271930694580078,1881775,-.018712043762207,3604372,-.0384244918823242,973930,3337665,-.3444995880126953,1135123,-.039031982421875,84428,-.3024024963378906,16007,1.13344669342041,744967,278815,-.4814558029174805,matched (3),915980.81,.78198528,133582.28,267838.63
201412,400912,659,1809,1213475,12,0,0,0,0,0,0,0,0,0,0,1,125384,131510,78415,.1528406143188477,1267973,.6987934112548828,58501,-.2376527786254883,397828,.0209894180297852,504620,4734926,-.1522083282470703,307397,.2295303344726563,159883,-.2768945693969727,22439680,.0593547821044922,948052,-.2568635940551758,769052,-.3139533996582031,546702,.1789474487304688,24339,.862269401550293,379163,139995,.5268230438232422,11603,-.7744283676147461,3830023,.0653772354125977,2419330,-.0532102584838867,13500797,.4803190231323242,65928,-1.443612098693848,384420,.3774242401123047,399506,1.550370216369629,18951036,-.123565673828125,3512756,-.3443241119384766,2514554,-.2372217178344727,2078607,-.2523050308227539,69056,.3834733963012695,1329,-1.741878032684326,122623,-.3600444793701172,338036,-.5102071762084961,1220974,-.1230201721191406,385525,1385469,-.2416048049926758,548558,-.3236141204833984,6890324,.2559366226196289,69854,.1636800765991211,10412787,.0577220916748047,32358646,.0221004486083984,5710408,-.0248327255249023,2247922,.177790641784668,3974208,.0976781845092773,869185,5047517,.4136247634887695,1174694,.0342674255371094,362480,1.457070350646973,11141,-.3623943328857422,1087882,317453,.1297817230224609,matched (3),1095923.8,.78198528,121825.82,262173.31
