period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1270c616,growth1270c616,Y1344c586,growth1344c586,Y1485c752,growth1485c752,Y1576c792,growth1576c792,Y1656c600,growth1656c600,Y1757c484,growth1757c484,Y1860c208,growth1860c208,Y1916c372,growth1916c372,Y2002c203,Y2088c152,growth2088c152,Y2107c68,growth2107c68,Y2364c124,growth2364c124,Y2897c620,growth2897c620,Y2902c68,growth2902c68,Y290c268,growth290c268,Y3046c688,growth3046c688,Y3089c792,growth3089c792,Y3694c203,Y3726c428,growth3726c428,Y3841c152,growth3841c152,Y3887c757,growth3887c757,Y3927c705,growth3927c705,Y393c124,growth393c124,Y3955c703,growth3955c703,Y4192c372,growth4192c372,Y4230c251,growth4230c251,Y4256c792,growth4256c792,Y4264c792,growth4264c792,Y4272c268,growth4272c268,Y4277c586,growth4277c586,Y4316c586,growth4316c586,Y4325c688,growth4325c688,Y4437c372,growth4437c372,Y4476c792,growth4476c792,Y4579c68,growth4579c68,Y4580c705,growth4580c705,Y4686c344,Y4890c208,growth4890c208,Y4950c300,growth4950c300,Y5002c124,growth5002c124,Y5004c600,growth5004c600,Y507c484,growth507c484,Y560c757,growth560c757,Y585c124,Y597c203,Y653c251,growth653c251,Y677c703,growth677c703,Y6c124,Y785c608,Y939c36,_merge,x,r2,s,sf
201209,760612,632,3584,8932358,09,0,0,0,0,0,0,0,1,0,0,0,152367,.2695865631103516,396067,.7487382888793945,804463,-.0262870788574219,1304985,.4046926498413086,212273,-.7208347320556641,127967,-1.235267639160156,102559,.0588769912719727,73424,-.5932483673095703,403266,159276,.4104022979736328,62864,-.7310047149658203,3064330,-1.89543628692627,1132235,.0989456176757813,28447,-1.09135627746582,26763,-1.186422348022461,387166,.1578865051269531,11948563,.2470989227294922,143880,25908,-1.433009147644043,536542,.5953159332275391,5832913,-.1351280212402344,107899,1.437081336975098,20216838,4.486410140991211,2021787,.8293161392211914,22511246,.1538219451904297,4325748,.5173559188842773,1651652,.0472555160522461,3046433,.3368654251098633,82924,.2548313140869141,829941,-.0097856521606445,257932,1.450945854187012,42588,.5692358016967773,429472,-.4041728973388672,3349825,.0455703735351563,3785003,-.0235633850097656,15866488,.3245925903320313,1559229,55979,-.2284355163574219,155644,1.542945861816406,119705,.411564826965332,3858,-.7881507873535156,83830,-.9389591217041016,284336,.1699590682983398,188822,989716,458371,.2748184204101563,454240,.4429168701171875,0,146686,406370,matched (3),8969196,.92066038,5654318,13233900
201210,760612,633,3584,9605181,10,0,0,0,0,0,0,0,0,1,0,0,4625887,3.413130760192871,167270,-.861973762512207,1089258,.3030776977539063,1082596,-.1868295669555664,286490,.299830436706543,364235,1.046026229858398,162214,.4584779739379883,101836,.327113151550293,275957,217619,.3121070861816406,126789,.7015504837036133,4466202,.376708984375,1220093,.0747337341308594,53629,.6340465545654297,214854,2.082938194274902,26589,-2.678356170654297,12506140,.0456085205078125,146463,32909,.2391948699951172,107044,-1.611904144287109,6650307,.1311464309692383,93670,-.1414175033569336,23036538,.1305656433105469,2087005,.0317487716674805,30623932,.3077678680419922,3257940,-.2834901809692383,1785367,.0778484344482422,3689377,.1914863586425781,120901,.3770475387573242,918593,.1014881134033203,131318,-.6750736236572266,29204,-.3772668838500977,456211,.060399055480957,3736320,.1091928482055664,4770617,.2314291000366211,21670104,.3117237091064453,2275237,134696,.8780441284179688,103766,-.4054336547851563,130644,.0874462127685547,9399,.8904542922973633,23069,-1.290301322937012,152295,-.6243371963500977,241216,1398597,599944,.2691574096679688,544912,.1819992065429688,0,264669,132835,matched (3),25205124,.92066038,4867578,12917357
201211,760612,634,3584,15071216,11,0,0,0,0,0,0,0,0,0,1,0,137172,-3.518187522888184,292548,.5590190887451172,777018,-.3377885818481445,1313895,.193634033203125,395648,.3228206634521484,385055,.0555868148803711,362725,.8047285079956055,123355,.1917018890380859,223746,46873,-1.535303115844727,149505,.1648054122924805,3511454,-.2405080795288086,767180,-.4639606475830078,35118,-.4233760833740234,171136,-.2274999618530273,35027,.2756223678588867,12110956,-.0321083068847656,114952,47419,.3652763366699219,714738,1.898675918579102,6978431,.048161506652832,52813,-.5730209350585938,23776562,.0316181182861328,2364730,.1249332427978516,40370768,.2763233184814453,2688492,-.1921148300170898,1543137,-.1458072662353516,3297869,-.1121807098388672,26686,-1.510832786560059,763041,-.1855316162109375,191980,.3797693252563477,53292,.6014804840087891,658734,.3673639297485352,3668868,-.0182180404663086,5036156,.0541677474975586,14499711,-.4018039703369141,2157269,73671,-.6034116744995117,108961,.0488519668579102,153481,.1611003875732422,60893,1.868515014648438,20306,-.1275730133056641,270296,.5736980438232422,159833,1135291,316685,-.6389284133911133,830040,.4208498001098633,0,48513,89250,matched (3),5050992.5,.92066038,5374788,13116903
201212,760612,635,3584,20228024,12,0,0,0,0,0,0,0,0,0,0,1,171582,.2238254547119141,149743,-.669708251953125,1011663,.2638874053955078,776668,-.5257387161254883,379043,-.0428752899169922,214059,-.5871343612670898,293857,-.2105512619018555,75437,-.4917678833007813,244736,106668,.8222789764404297,83324,-.5845928192138672,2929775,-.1811046600341797,860072,.1142940521240234,76044,.7725982666015625,734287,1.456441879272461,104263,1.090797424316406,10520735,-.1407623291015625,108877,12595,-1.325722694396973,446954,-.4694604873657227,6694947,-.0414714813232422,126956,.8770828247070313,21040948,-.1222305297851563,812476,-1.068332672119141,39358320,-.0253982543945313,3988124,.3943405151367188,1618555,.0477170944213867,3086562,-.066218376159668,36688,.3183107376098633,785018,.0283946990966797,217640,.1254510879516602,37542,-.3503255844116211,785911,.1765241622924805,3434247,-.0660858154296875,5781269,.1379804611206055,9916927,-.3798847198486328,1827011,78161,.0591621398925781,69044,-.4562463760375977,112645,-.3093357086181641,3697,-2.801596641540527,68906,1.221826553344727,137940,-.672698974609375,209848,1419173,561484,.5726757049560547,497195,-.5124921798706055,9077,115775,186861,matched (3),8691211,.92066038,5751620.5,13275765
201301,760612,636,3584,24424196,01,0,0,0,0,0,0,0,0,0,0,0,4179322,3.192843437194824,150313,.0037994384765625,1214079,.1823902130126953,1135430,.3797540664672852,556391,.3838214874267578,591795,1.016908645629883,666872,.8195047378540039,102072,.3023805618286133,221501,112041,.0491437911987305,171751,.7233085632324219,3052739,.0411138534545898,997989,.1487264633178711,30636,-.9091358184814453,447941,-.4942388534545898,244817,.8535938262939453,8908213,-.1663761138916016,86819,21749,.5462675094604492,603473,.3002452850341797,5223067,-.2482681274414063,132910,.0458316802978516,27452896,.2660026550292969,1035631,.2426795959472656,20607180,-.6470680236816406,5859756,.3847866058349609,2156584,.2869911193847656,2958893,-.0422430038452148,52266,.3538961410522461,760067,-.0322999954223633,155566,-.3357725143432617,29208,-.2510175704956055,864535,.0953474044799805,3714017,.0783166885375977,5107377,-.1239376068115234,11383796,.1379470825195313,2637121,187201,.8734121322631836,115219,.5120906829833984,114634,.0175037384033203,7197,.666142463684082,138680,.6994266510009766,356133,.9484853744506836,229825,1006594,344026,-.4898662567138672,738604,.3957796096801758,24833,132325,159333,matched (3),8573327,.92066038,5902643.5,13341889
201302,760612,637,3584,24256576,02,1,0,0,0,0,0,0,0,0,0,0,215861,-2.96327018737793,286968,.6466512680053711,718280,-.5248823165893555,766159,-.3933773040771484,346225,-.4743824005126953,327185,-.5926342010498047,340574,-.6719655990600586,94491,-.077174186706543,135207,67765,-.5028190612792969,104998,-.4921035766601563,3377361,.1010551452636719,967206,-.0313310623168945,38515,.2288713455200195,245922,-.5996475219726563,395936,.4807415008544922,10862917,.1983814239501953,96625,36923,.5292673110961914,168495,-1.275794982910156,5400794,.0334606170654297,57957,-.8299703598022461,18711498,-.3833351135253906,631234,-.4950895309448242,16423759,-.2269115447998047,2521832,-.8431215286254883,1813749,-.1731290817260742,3006974,.0161190032958984,30633,-.5342683792114258,721638,-.0518827438354492,114888,-.3031120300292969,25583,-.1325149536132813,398264,-.7750759124755859,3992658,.0723428726196289,4824596,-.0569591522216797,14042837,.2099208831787109,1766221,43577,-1.457653999328613,59138,-.6669607162475586,91248,-.2281637191772461,4468,-.4767227172851563,29868,-1.535382270812988,199412,-.5799312591552734,147253,1022221,500789,.3754682540893555,371667,-.6867637634277344,0,47543,158260,matched (3),1636863.6,.92066038,4016681.3,12621352
201303,760612,638,3584,27808964,03,0,1,0,0,0,0,0,0,0,0,0,168332,-.2486963272094727,89914,-1.160517692565918,1029342,.3598155975341797,1272698,.5075044631958008,196839,-.564702033996582,430188,.2736959457397461,291288,-.1563205718994141,111248,.1632575988769531,205165,128499,.6398754119873047,68020,-.4341402053833008,3341497,-.0106754302978516,1266633,.2697067260742188,30280,-.2405595779418945,314485,.2459220886230469,294466,-.2960891723632813,8591967,-.2345266342163086,134878,56804,.4307718276977539,172251,.0220470428466797,6916985,.2474346160888672,90530,.4459800720214844,19236868,.0276908874511719,839858,.2855567932128906,18723984,.1310768127441406,3591145,.353485107421875,2502555,.3219156265258789,3258984,.0804815292358398,86013,1.032421112060547,1109139,.4298162460327148,159106,.3256130218505859,28281,.1002626419067383,748497,.6309518814086914,4411925,.0998544692993164,5981091,.2148761749267578,17326880,.2101478576660156,2381096,48926,.1157798767089844,102924,.5541172027587891,100303,.0946149826049805,4075,-.0920705795288086,98634,1.194628715515137,257122,.2541780471801758,213573,1121430,512674,.0234546661376953,642238,.5469608306884766,29393,64660,235944,matched (3),7480000.5,.92066038,4381700,12742217
201304,760612,639,3584,35953720,04,0,0,1,0,0,0,0,0,0,0,0,1608273,2.256978034973145,623152,1.93593692779541,1121347,.0856113433837891,1398302,.0941200256347656,466884,.8636941909790039,461045,.0692739486694336,296795,.0187292098999023,201044,.591761589050293,149547,138305,.0735397338867188,61617,-.0988636016845703,3011906,-.103846549987793,1859066,.3837118148803711,72956,.879368782043457,349408,.1053037643432617,176060,-.514338493347168,9449446,.095128059387207,133416,44125,-.2525796890258789,146581,-.1613750457763672,8419514,.1965723037719727,122177,.2997894287109375,20571884,.0670967102050781,1358274,.4807367324829102,19694712,.0505447387695313,5255755,.3808526992797852,1921626,-.2641401290893555,3699776,.126856803894043,57907,-.395660400390625,908098,-.1999874114990234,310090,.6672916412353516,34011,.1844940185546875,782836,.044856071472168,4121945,-.0679864883422852,6315587,.054417610168457,21371418,.2097949981689453,1491647,70848,.3702278137207031,222042,.7688760757446289,142262,.3494749069213867,24239,1.783092498779297,53133,-.6186180114746094,296607,.142857551574707,185926,1025546,480369,-.0650854110717773,504328,-.2417316436767578,401,141806,471046,matched (3),30343198,.92066038,6261388,13504435
201305,760612,640,3584,29573678,05,0,0,0,1,0,0,0,0,0,0,0,287247,-1.722573280334473,286730,-.7762489318847656,837088,-.2923564910888672,954411,-.3819198608398438,257231,-.5961065292358398,344630,-.2910242080688477,273700,-.0810089111328125,116725,-.5437030792236328,263759,47166,-1.075787544250488,66528,.0766849517822266,3337727,.102717399597168,1788891,-.0384788513183594,10055,-1.981786727905273,304026,-.1391267776489258,69511,-.9293394088745117,9030570,-.0453395843505859,120397,7802,-1.732646942138672,121648,-.1864461898803711,6487277,-.2607097625732422,36484,-1.208597183227539,18342852,-.11468505859375,1711921,.2314014434814453,19519714,-.0089244842529297,1555672,-1.217415809631348,1908578,-.0068130493164063,2790122,-.2821874618530273,49144,-.1640834808349609,539693,-.5203523635864258,78048,-1.379538536071777,23683,-.3619270324707031,464339,-.522308349609375,4215093,.0223464965820313,5847171,-.0770626068115234,17625536,-.1927051544189453,707424,62690,-.1223344802856445,37806,-1.77039909362793,54024,-.9682426452636719,7144,-1.221690177917481,104796,.6792173385620117,409295,.3220281600952148,272252,828889,468715,-.0245599746704102,448333,-.1176910400390625,36892,36409,382889,matched (3),25143718,.92066038,6416792,13577187
201306,760612,641,3584,35723416,06,0,0,0,0,1,0,0,0,0,0,0,644483,.80810546875,344852,.1845741271972656,993622,.1714277267456055,1232709,.2558755874633789,635202,.9039688110351563,349209,.0131988525390625,309836,.1240110397338867,171468,.3845758438110352,123737,48669,.0313682556152344,126730,.6444358825683594,2479504,-.2972316741943359,1807881,.0105600357055664,28261,1.033412933349609,304365,.0011148452758789,278169,1.386743545532227,11203713,.2156295776367188,114018,11347,.3745737075805664,240945,.683436393737793,5305605,-.2010793685913086,42966,.1635351181030273,18495458,.0082855224609375,2147554,.2267131805419922,19803964,.0144577026367188,3584836,.8348045349121094,2001403,.047490119934082,3195235,.1355752944946289,69630,.3484401702880859,805413,.400355339050293,332393,1.448993682861328,24876,.0491456985473633,407111,-.1315288543701172,4956013,.1619300842285156,4694005,-.2196722030639648,23396956,.2832565307617188,917624,42033,-.3997468948364258,104991,1.021407127380371,141866,.9654550552368164,1265,-1.731200695037842,20235,-1.644601821899414,201953,-.7064008712768555,277062,906334,551023,.1617822647094727,752028,.517237663269043,0,120298,198634,matched (3),46833040,.92066038,5904109.5,13342537
