period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1270c616,growth1270c616,Y1344c586,growth1344c586,Y1485c752,growth1485c752,Y1576c792,growth1576c792,Y1656c600,growth1656c600,Y1757c484,growth1757c484,Y1860c208,growth1860c208,Y1916c372,growth1916c372,Y2002c203,Y2088c152,growth2088c152,Y2107c68,growth2107c68,Y2364c124,growth2364c124,Y2897c620,growth2897c620,Y2902c68,growth2902c68,Y290c268,growth290c268,Y3046c688,growth3046c688,Y3089c792,growth3089c792,Y3694c203,Y3726c428,growth3726c428,Y3841c152,growth3841c152,Y3887c757,growth3887c757,Y3927c705,growth3927c705,Y393c124,growth393c124,Y3955c703,growth3955c703,Y4192c372,growth4192c372,Y4230c251,growth4230c251,Y4256c792,growth4256c792,Y4264c792,growth4264c792,Y4272c268,growth4272c268,Y4277c586,growth4277c586,Y4316c586,growth4316c586,Y4325c688,growth4325c688,Y4437c372,growth4437c372,Y4476c792,growth4476c792,Y4579c68,growth4579c68,Y4580c705,growth4580c705,Y4686c344,Y4890c208,growth4890c208,Y4950c300,growth4950c300,Y5002c124,growth5002c124,Y5004c600,growth5004c600,Y507c484,growth507c484,Y560c757,growth560c757,Y585c124,Y597c203,Y653c251,growth653c251,Y677c703,growth677c703,Y6c124,Y785c608,Y939c36,_merge,x,r2,s,sf
201011,760612,610,3584,6730669,11,0,0,0,0,0,0,0,0,0,1,0,182207,.6390571594238281,150160,-.1040382385253906,1392544,.9357099533081055,816463,-.1833457946777344,144526,1.391191482543945,457477,.040919303894043,111386,-.176783561706543,201090,.1221485137939453,465738,252472,.5001697540283203,424928,1.647520065307617,2487256,-.11749267578125,1445837,-.0562829971313477,25605,.4637203216552734,688815,.7854366302490234,502542,.4172592163085938,8534004,-.2090940475463867,132467,9420,.1744537353515625,151926,-.3422183990478516,7904724,.0407657623291016,190987,.7009210586547852,23220412,-.0077323913574219,2420019,-.0423784255981445,28273296,.1540813446044922,4999989,.6839532852172852,1513171,.0210905075073242,2816069,.2100934982299805,115366,1.219662666320801,473672,-.3896341323852539,280739,.2560815811157227,65866,.7990713119506836,1928092,.2996025085449219,3329575,-.0184011459350586,3023715,.0487213134765625,21379464,-.0465583801269531,4500322,39514,.3174266815185547,241710,.066680908203125,166759,.1726036071777344,4301,.0808372497558594,17911,.4157066345214844,57601,-1.287108421325684,103503,1148363,302209,.4757204055786133,775429,.4470682144165039,0,100668,439453,matched (3),95960200,.92066038,9271597,15136952
201012,760612,611,3584,13249003,12,0,0,0,0,0,0,0,0,0,0,1,159772,-.1313953399658203,325508,.7736854553222656,945334,-.3873491287231445,1184550,.3721370697021484,207530,.36181640625,417334,-.0918397903442383,138477,.2177028656005859,148286,-.3046092987060547,455126,341721,.3026943206787109,253777,-.5154638290405273,2513412,.0104618072509766,1629168,.1193809509277344,40329,.4542827606201172,2217292,1.169069290161133,502962,.0008354187011719,8979592,.0508966445922852,151696,15691,.5102529525756836,186937,.2073783874511719,5306956,-.398442268371582,139991,-.3106269836425781,31450036,.3033676147460938,2939120,.1943349838256836,29680268,.0485649108886719,5449750,.0861349105834961,1987715,.2727785110473633,3181255,.1219329833984375,108292,-.0632781982421875,1020924,.7679481506347656,138418,-.7071466445922852,44978,-.3814487457275391,2879135,.4009590148925781,3211363,-.0361490249633789,2710804,-.1092414855957031,18549384,-.1419944763183594,5970312,76205,.6567716598510742,248230,.0266170501708984,111978,-.3982477188110352,26538,1.819729804992676,98978,1.709483146667481,283365,1.593195915222168,186767,1613397,204900,-.3885974884033203,844252,.0850343704223633,5539,117967,605877,matched (3),94787576,.92066038,9491799,15272820
201101,760612,612,3584,8814958,01,0,0,0,0,0,0,0,0,0,0,0,151551,-.052825927734375,473559,.3748893737792969,509684,-.6177473068237305,957330,-.2129707336425781,314932,.4170808792114258,249634,-.513890266418457,125170,-.1010322570800781,174132,.160670280456543,437527,372484,.0861997604370117,237405,-.0666885375976563,2068304,-.1949129104614258,1178446,-.3238735198974609,14217,-1.042632102966309,1895429,-.1568412780761719,76883,-1.878230094909668,8076387,-.1060104370117188,132798,26763,.5339326858520508,199750,.0662946701049805,6921350,.2655925750732422,59489,-.8557872772216797,24905442,-.2333126068115234,1768236,-.5081272125244141,17138068,-.5491809844970703,2703423,-.7010517120361328,1282656,-.4380531311035156,2627488,-.1912469863891602,17575,-1.818353652954102,429127,-.8667106628417969,187325,.3025665283203125,30747,-.3803815841674805,2508943,-.1376276016235352,3810173,.1709785461425781,1880255,-.3658380508422852,16726797,-.103424072265625,3624135,34389,-.7956905364990234,141482,-.5621824264526367,292507,.9601860046386719,2822,-2.241131782531738,14873,-1.895350456237793,143995,-.6769571304321289,156274,968827,312023,.4205551147460938,347547,-.8875503540039063,111591,100579,419684,matched (3),54062464,.92066038,7294795.5,14013523
201102,760612,613,3584,4659644,02,1,0,0,0,0,0,0,0,0,0,0,125337,-.1899166107177734,341600,-.3266353607177734,1418759,1.023746490478516,899978,-.0617771148681641,135808,-.8411149978637695,272857,.0889511108398438,242584,.6616754531860352,98169,-.5731229782104492,199494,266392,-.3352251052856445,397123,.5144786834716797,2068846,.0002622604370117,1389647,.1648530960083008,38895,1.006426811218262,1155492,-.4949188232421875,46754,-.4973850250244141,13078273,.4820079803466797,128492,22664,-.1662425994873047,113014,-.569554328918457,5165878,-.2925357818603516,124911,.7418098449707031,16815328,-.3927955627441406,792297,-.8028020858764648,16043668,-.0659885406494141,1460293,-.6158809661865234,1623072,.2353878021240234,2311832,-.1279878616333008,5849,-1.100207328796387,610497,.3525209426879883,116698,-.4732551574707031,69765,.8193397521972656,1233887,-.7096929550170898,3550769,-.0705099105834961,2431439,.2570762634277344,26044836,.4428081512451172,3266079,33699,-.020268440246582,130171,-.0833234786987305,214634,-.3095541000366211,8055,1.048847198486328,23697,.4658012390136719,83184,-.5487232208251953,92170,1095291,158711,-.6759920120239258,460954,.2823982238769531,39899,136216,554165,matched (3),45085696,.92066038,9447701,15245454
201103,760612,614,3584,4437791,03,0,1,0,0,0,0,0,0,0,0,0,254695,.7090606689453125,259613,-.2744483947753906,1308123,-.0811891555786133,1223769,.3073196411132813,481836,1.266361236572266,221262,-.209599494934082,178431,-.3071460723876953,89781,-.0893173217773438,346825,143859,-.6161355972290039,133307,-1.091590881347656,2998690,.3711843490600586,1678661,.1889467239379883,23142,-.5192165374755859,871977,-.2815189361572266,33755,-.3257713317871094,19422676,.3954887390136719,96607,11481,-.680084228515625,95550,-.1678619384765625,5271041,.0201530456542969,81887,-.4222612380981445,16584747,-.0138072967529297,1752675,.7939624786376953,18909068,.1643276214599609,1909058,.2679719924926758,1984905,.2012500762939453,3521846,.4209451675415039,52291,2.190553665161133,602099,-.0138521194458008,251152,.7664690017700195,58955,-.1683578491210938,883635,-.3338804244995117,4292982,.1898174285888672,2374057,-.0238828659057617,25795248,-.0096302032470703,3267983,23742,-.3502225875854492,161464,.2154331207275391,528290,.9007110595703125,2956,-1.002455711364746,25832,.0862655639648438,279698,1.212655067443848,188869,1257866,282234,.5756511688232422,369266,-.2217807769775391,36260,44554,453917,matched (3),66864892,.92066038,8633124,14754512
201104,760612,615,3584,6777531,04,0,0,1,0,0,0,0,0,0,0,0,117329,-.7750844955444336,312439,.1852169036865234,1193010,-.0921134948730469,1314654,.0716381072998047,178568,-.9926338195800781,414874,.628626823425293,123205,-.3703517913818359,106917,.1746797561645508,233946,117143,-.2054376602172852,684237,1.635649681091309,2569826,-.1543369293212891,1250635,-.2943449020385742,72555,1.142696380615234,544353,-.4711647033691406,381919,2.426079750061035,8191349,-.8633623123168945,126541,4751,-.8823385238647461,232344,.8885688781738281,4921109,-.0686941146850586,93172,.1291074752807617,17907788,.076751708984375,1751641,-.0005903244018555,16261410,-.1508464813232422,2059184,.0757007598876953,2345092,.1667537689208984,2600044,-.3034572601318359,19191,-1.002382278442383,724972,.1857109069824219,253135,.0078639984130859,21776,-.9959659576416016,1063766,.1855268478393555,3722866,-.1424884796142578,2103921,-.1207971572875977,25344084,-.0176448822021484,4056767,26602,.1137409210205078,166329,.0296850204467773,140747,-1.322681427001953,3087,.0433626174926758,47148,.6016769409179688,255416,-.0908164978027344,176197,1311854,193133,-.3793573379516602,319038,-.1462078094482422,6949,125382,696421,matched (3),83537232,.92066038,16637980,20493588
201105,760612,616,3584,11315517,05,0,0,0,1,0,0,0,0,0,0,0,124265,.05743408203125,535988,.5397024154663086,1092549,-.0879659652709961,1165201,-.1206798553466797,581896,1.18132209777832,416190,.0031671524047852,205215,.5102081298828125,166373,.4421796798706055,247067,90150,-.2619209289550781,368396,-.6191463470458984,1998162,-.2516107559204102,861645,-.372563362121582,24374,-1.090827941894531,1437784,.9712600708007813,568921,.398533821105957,10521899,.2503805160522461,132185,14428,1.11081600189209,135463,-.539520263671875,6819701,.3262815475463867,114237,.2038278579711914,18947928,.0564594268798828,3013175,.5424413681030273,17888796,.0953807830810547,2256176,.0913610458374023,1662577,-.3439559936523438,2783437,.0681581497192383,24013,.2241535186767578,595094,-.197413444519043,302906,.179499626159668,83044,1.33856201171875,547801,-.6636590957641602,4355923,.15704345703125,2669325,.2380228042602539,32115048,.2367801666259766,3858764,45324,.5328502655029297,175788,.0553112030029297,224455,.4667110443115234,47219,2.727596282958984,23081,-.7142810821533203,326969,.2469711303710938,216615,1264334,249636,.2566251754760742,513059,.4750804901123047,0,46020,111415,matched (3),72153888,.92066038,10371213,15834357
201106,760612,617,3584,17431368,06,0,0,0,0,1,0,0,0,0,0,0,133085,.0685720443725586,280011,-.6492824554443359,1187255,.0831298828125,1468575,.2313995361328125,117781,-1.597464561462402,310936,-.2915544509887695,132657,-.4362916946411133,146503,-.1271867752075195,239747,101053,.1141700744628906,32462,-2.429088592529297,2843922,.3529567718505859,1123178,.2650747299194336,14034,-.5520343780517578,226524,-1.848007202148438,702301,.2106199264526367,14668944,.3322734832763672,155880,29619,.7192449569702148,170564,.2304115295410156,5869431,-.1500577926635742,101566,-.1175661087036133,19372916,.0221805572509766,2175897,-.3255529403686523,15258392,-.1590461730957031,6286506,1.024734497070313,2027440,.1984052658081055,3172918,.1309652328491211,26673,.1050567626953125,683142,.1379833221435547,146659,-.7253122329711914,45944,-.5919466018676758,626474,.1341953277587891,4144093,-.0498533248901367,1972950,-.3022956848144531,28778844,-.1096839904785156,3097160,50761,.1132917404174805,80745,-.7779827117919922,175043,-.2486429214477539,11487,-1.413579940795898,16869,-.313532829284668,235461,-.3283195495605469,145992,1095229,395627,.4604682922363281,724796,.3454999923706055,37401,57209,151073,matched (3),14464298,.92066038,7757037,14259608
201107,760612,618,3584,22227460,07,0,0,0,0,0,1,0,0,0,0,0,192787,.3705978393554688,438956,.4495697021484375,489327,-.8863677978515625,1184192,-.2152318954467773,394268,1.20820426940918,348152,.1130514144897461,142440,.0711545944213867,189882,.2593564987182617,433626,184367,.601283073425293,106941,1.192207336425781,2314558,-.2059659957885742,1502821,.2911815643310547,20530,.3804044723510742,411080,.5959367752075195,291504,-.879307746887207,13117058,-.1118202209472656,172851,13178,-.8098669052124023,128432,-.2837104797363281,5267802,-.1081438064575195,206205,.7081613540649414,20304790,.0469799041748047,7018986,1.171177864074707,26332582,.5456771850585938,3442845,-.6021080017089844,1935162,-.0465831756591797,3814249,.1840915679931641,72658,1.002111434936523,857250,.2270269393920898,179829,.2038965225219727,49225,.0689783096313477,599193,-.0445232391357422,4112504,-.0076513290405273,8988369,1.516401290893555,27054846,-.0617752075195313,3017252,40125,-.2351284027099609,170854,.7495136260986328,246992,.3443241119384766,4264,-.9910087585449219,22267,.2776288986206055,280816,.1761541366577148,169760,768858,205929,-.6529407501220703,484862,-.4020261764526367,0,171878,492775,matched (3),11960232,.92066038,9919071,15541968
201108,760612,619,3584,22977010,08,0,0,0,0,0,0,1,0,0,0,0,136695,-.3438339233398438,16265,-3.295383453369141,1184316,.8838901519775391,1197831,.0114517211914063,403204,.0224113464355469,323240,-.0742435455322266,180363,.2360506057739258,168847,-.1174097061157227,398377,252598,.3148708343505859,108299,.0126190185546875,2667537,.141937255859375,1423822,-.0539989471435547,65737,1.163774490356445,1407,-5.677328109741211,1145995,1.368974685668945,9297797,-.3441352844238281,161789,9462,-.3312654495239258,33886,-1.3323974609375,5798234,.0959396362304688,114758,-.5860452651977539,22521596,.1036186218261719,2341337,-1.097896575927734,19933512,-.2784042358398438,4884537,.3497762680053711,2231008,.1422624588012695,3063537,-.2191734313964844,27843,-.9591817855834961,1335652,.4434452056884766,188367,.0463857650756836,28127,-.5596723556518555,942578,.4530353546142578,3346120,-.2062311172485352,16630355,.6152973175048828,15919711,-.5303077697753906,2883127,37019,-.0805683135986328,49096,-1.247032165527344,54963,-1.502696037292481,27872,1.877415657043457,11551,-.6563339233398438,175323,-.4710693359375,200264,838764,591018,1.054314613342285,288596,-.5188360214233398,0,173590,503152,matched (3),-2566244.8,.92066038,8023572.5,14406336
201109,760612,620,3584,29465190,09,0,0,0,0,0,0,0,1,0,0,0,4990283,3.597496032714844,414807,3.238798141479492,1356089,.1354389190673828,850496,-.3424482345581055,587378,.376225471496582,417018,.2547340393066406,126780,-.3525180816650391,235838,.3341522216796875,499658,98930,-.9373865127563477,177490,.4940185546875,3423126,.2493982315063477,1287179,-.1008920669555664,32067,-.71783447265625,3657,.9551830291748047,2496582,.7786493301391602,14315866,.4315910339355469,163904,7379,-.2486457824707031,113041,1.204748153686523,6773140,.1554117202758789,195783,.5341815948486328,19918716,-.1228141784667969,2971713,.2384157180786133,26849788,.2978553771972656,4792125,-.0191001892089844,2625282,.1627349853515625,3619772,.1668415069580078,41374,.3960714340209961,1360756,.0186214447021484,224207,.1741771697998047,28223,.0034074783325195,784574,-.1834783554077148,4237597,.2361955642700195,14962945,-.10565185546875,19000886,.1769275665283203,3155941,79880,.7690935134887695,202805,1.418467521667481,89814,.4910812377929688,8230,-1.219837188720703,112729,2.278214454650879,139178,-.2308769226074219,184377,918239,434168,-.3084144592285156,723512,.9190893173217773,0,158136,544420,matched (3),46849272,.92066038,5826664,13308449
201110,760612,621,3584,21104462,10,0,0,0,0,0,0,0,0,1,0,0,4097873,-.1970243453979492,8090,-3.93718433380127,1155690,-.159907341003418,948128,.1086702346801758,65525,-2.193236351013184,202419,-.7227897644042969,74328,-.533966064453125,144750,-.4881362915039063,585232,92228,-.0701484680175781,149938,-.1686925888061523,2987624,-.1360750198364258,1082301,-.1733636856079102,26418,-.193781852722168,76906,3.045941352844238,1649849,-.4142389297485352,11029071,-.260833740234375,159785,19763,.9851741790771484,178059,.4543647766113281,8301918,.203521728515625,186637,-.0478410720825195,22243440,.1103858947753906,1259307,-.858576774597168,26174476,-.0254726409912109,2940663,-.4883384704589844,1655404,-.4611434936523438,3357760,-.0751371383666992,11716,-1.261697769165039,741535,-.6070737838745117,147005,-.4221029281616211,31469,.1088657379150391,866473,.0992898941040039,4290152,.0123252868652344,12435865,-.1849918365478516,18673280,-.0173931121826172,3102625,23355,-1.229714393615723,49917,-1.401883125305176,115809,.2542009353637695,2204,-1.317512035369873,14631,-2.041844367980957,226927,.4888753890991211,152902,1032446,415826,-.0431642532348633,823594,.1295604705810547,14539,40666,256666,matched (3),26677324,.92066038,6178465.5,13466188
201111,760612,622,3584,13319432,11,0,0,0,0,0,0,0,0,0,1,0,2724111,-.4083261489868164,196102,3.188005447387695,964225,-.1811275482177734,952583,.0046873092651367,455120,1.938129425048828,184918,-.0904273986816406,178153,.8741550445556641,132498,-.0884408950805664,625528,284214,1.125463485717773,79096,-.6395597457885742,3348704,.1140947341918945,854404,-.2364406585693359,18235,-.3707027435302734,158274,.7217435836791992,1034674,-.4665975570678711,10653068,-.0346870422363281,151515,7006,-1.037045478820801,166450,-.0674200057983398,7760706,-.067413330078125,90062,-.7286672592163086,22478700,.0105228424072266,3825219,1.111054420471191,31965482,.1998710632324219,5616820,.647130012512207,1623960,-.0191774368286133,3119025,-.0737543106079102,40699,1.245247840881348,1328549,.5831203460693359,288791,.675236701965332,43814,.3309507369995117,705090,-.2061052322387695,3996556,-.0708885192871094,9921098,-.225921630859375,24757460,.2820339202880859,3410392,140942,1.797537803649902,192061,1.347451210021973,84019,-.3208990097045898,26441,2.484642505645752,95876,1.879913330078125,119128,-.6444301605224609,197975,1244237,309104,-.2965898513793945,542592,-.4173202514648438,85922,87725,466560,matched (3),9358576,.92066038,6833200,13778876
201112,760612,623,3584,8361298,12,0,0,0,0,0,0,0,0,0,0,1,99309,-3.311660766601563,37943,-1.642549514770508,1361443,.344975471496582,1053161,.1003742218017578,507270,.1084823608398438,197122,.0639104843139648,191807,.0738468170166016,192803,.3751010894775391,558328,274198,-.0358772277832031,138074,.5571269989013672,2723698,-.2065830230712891,1093336,.2465848922729492,54075,1.087029457092285,1040762,1.883380889892578,323915,-1.161360740661621,11401702,.0679149627685547,172500,4450,-.453862190246582,278943,.5163125991821289,6693687,-.1479082107543945,96364,.0676345825195313,29141966,.2596111297607422,1732604,-.7919902801513672,33280802,.0403251647949219,13119523,.8483362197875977,2193538,.3006486892700195,4014799,.252467155456543,30220,-.297698974609375,608863,-.7802495956420898,174096,-.5060968399047852,71808,.4940423965454102,598599,-.1637334823608398,3289710,-.1946344375610352,6355540,-.4453363418579102,17073870,-.3715782165527344,2994706,63918,-.7907476425170898,75542,-.9331245422363281,80866,-.0382499694824219,15734,-.5190925598144531,11004,-2.164796829223633,326877,1.009385108947754,189961,979463,257939,-.1809539794921875,732383,.2999458312988281,32173,21899,308554,matched (3),27181504,.92066038,5149696,13026287
201201,760612,624,3584,7674020,01,0,0,0,0,0,0,0,0,0,0,0,1856789,2.928367614746094,128456,1.219501495361328,758220,-.5853271484375,1035798,-.0166244506835938,186274,-1.001825332641602,318970,.4812746047973633,160770,-.1765146255493164,94279,-.7154102325439453,272941,315816,.1413097381591797,127364,-.0807399749755859,3534005,.2604408264160156,1431657,.2695989608764648,11806,-1.521764755249023,173267,-1.792875289916992,75611,-1.454878807067871,7325533,-.4423971176147461,124094,503,-2.180069446563721,310232,.1063127517700195,6344016,-.0536527633666992,68316,-.343989372253418,25377810,-.1383056640625,1309959,-.2796297073364258,21065446,-.4573478698730469,4540160,-1.061139106750488,1337237,-.4949102401733398,2956453,-.3059968948364258,8833,-1.230009078979492,689855,.1248884201049805,6143501,3.563543319702148,17315,-1.422422409057617,710098,.1708106994628906,3062722,-.0714950561523438,3519671,-.5909595489501953,11997128,-.3528804779052734,1867993,34056,-.6295948028564453,121449,.4748058319091797,139800,.547419548034668,1587,-2.293978214263916,18395,.513819694519043,189911,-.5430278778076172,134638,936851,331659,.2513837814331055,413643,-.5713005065917969,0,191135,706735,matched (3),14878515,.92066038,7619074.5,14185031
201202,760612,625,3584,8354526,02,1,0,0,0,0,0,0,0,0,0,0,1114938,-.5100498199462891,58,-7.702898979187012,1144815,.4120244979858398,997472,-.0377025604248047,221671,.173975944519043,388745,.1978263854980469,193004,.1827363967895508,72871,-.2575674057006836,308569,172254,-.6061897277832031,134029,.0510072708129883,3474376,-.0170164108276367,907254,-.4561653137207031,17697,.4047880172729492,246981,.3544778823852539,42279,-.5813112258911133,11895877,.4848260879516602,114850,11132,3.096989154815674,167892,-.6139993667602539,7006008,.0992555618286133,205846,1.102984428405762,22810466,-.1066551208496094,1682869,.2505044937133789,16212644,-.2618427276611328,1885663,-.8786830902099609,1636097,.2017078399658203,3299048,.1096439361572266,40984,1.534687042236328,333125,-.7279634475708008,681648,-2.198636054992676,32611,.6330757141113281,383484,-.6161050796508789,3489982,.1305923461914063,2235754,-.4537887573242188,16822088,.3380241394042969,2931622,28656,-.1726436614990234,52922,-.8306751251220703,102821,-.3072233200073242,1574,-.0082254409790039,18424,.0015754699707031,267555,.3427696228027344,188976,999404,341470,.0291528701782227,429683,.0380449295043945,159004,25352,318456,matched (3),4044036.8,.92066038,5796322,13295192
201203,760612,626,3584,9741097,03,0,1,0,0,0,0,0,0,0,0,0,162327,-1.926941871643066,251366,8.374222755432129,1450671,.2367839813232422,1761859,.5689001083374023,254591,.1384639739990234,625307,.4753189086914063,136776,-.3443670272827148,87458,.1824674606323242,156445,215523,.2240972518920898,160423,.1797571182250977,4187319,.1866455078125,1343272,.3924407958984375,45568,.9458103179931641,251061,.0163850784301758,658274,2.745329856872559,13796129,.1481971740722656,133726,15351,.3213567733764648,351959,.7401933670043945,9802130,.3358316421508789,171083,-.1849794387817383,17065136,-.2901821136474609,2715442,.47845458984375,19096680,.1637229919433594,6251730,1.198578834533691,1866897,.1319637298583984,3993325,.1909904479980469,41892,.0219125747680664,894386,.9876194000244141,97033,-1.949462890625,45056,.3232564926147461,708935,.614466667175293,3610985,.0340843200683594,3028078,.303349494934082,18262562,.0821609497070313,2770094,73437,.941065788269043,88750,.5170040130615234,89164,-.142512321472168,6970,1.487995624542236,22997,.221710205078125,239092,-.1124773025512695,154779,1215944,480622,.3418207168579102,438408,.0201015472412109,100996,92520,349714,matched (3),11680940,.92066038,4822052,12900271
201204,760612,627,3584,8133007,04,0,0,1,0,0,0,0,0,0,0,0,150100,-.0783109664916992,114913,-.7827348709106445,892673,-.4855613708496094,1152712,-.4242515563964844,223332,-.1309986114501953,215334,-1.066052436828613,224846,.4970712661743164,127567,.3774833679199219,253329,66627,-1.173957824707031,9452,-2.831587791442871,4258118,.0167665481567383,902401,-.3978042602539063,19820,-.832514762878418,635768,.9291372299194336,250322,-.9668731689453125,9440253,-.3794059753417969,108573,26792,.5569229125976563,106487,-1.195491790771484,5740710,-.5350170135498047,100920,-.5278205871582031,16485272,-.0345706939697266,2542684,-.06573486328125,18338100,-.0405330657958984,2076069,-1.102381706237793,1532542,-.1973495483398438,2668126,-.4032487869262695,52435,.2244796752929688,583929,-.4263582229614258,807548,2.118951797485352,26414,-.5340118408203125,281926,-.922119140625,3482355,-.0362720489501953,2357541,-.2503089904785156,14060774,-.2614650726318359,2483795,61256,-.1813669204711914,111653,.2295722961425781,91344,.0241556167602539,6914,-.0080671310424805,18023,-.2437152862548828,234751,-.0183229446411133,149389,1092551,357098,-.2970705032348633,589336,.2958469390869141,0,56195,412473,matched (3),13065284,.92066038,6626328.5,13677464
201205,760612,628,3584,11069164,05,0,0,0,1,0,0,0,0,0,0,0,4025710,3.289155006408691,253979,.7930765151977539,1351554,.414790153503418,1189741,.0316181182861328,293170,.2720928192138672,405226,.6322546005249023,125268,-.5849599838256836,113392,-.1177911758422852,204867,132690,.6889057159423828,54783,1.75715446472168,4689501,.0964994430541992,1035378,.1374626159667969,27351,.3220615386962891,724903,.1312046051025391,543583,.7754344940185547,11074564,.15966796875,145104,4506,-1.782693862915039,570557,1.678590774536133,5586454,-.0272378921508789,86633,-.1526470184326172,15086765,-.0886478424072266,1510217,-.5209665298461914,20304356,.1018543243408203,2375902,.1349010467529297,2052229,.2919988632202148,3544704,.2840785980224609,33214,-.4566030502319336,625185,.0682687759399414,1646655,.712498664855957,35046,.2827672958374023,480258,.5326786041259766,3750972,.0743064880371094,4053588,.5419826507568359,14859055,.0552215576171875,2664460,64725,.0550861358642578,54852,-.7107572555541992,108851,.1753473281860352,45913,1.893199920654297,31403,.5552549362182617,238253,.0148077011108398,176736,1272199,460187,.2536230087280273,224369,-.9657049179077148,0,320925,176815,matched (3),5522326,.92066038,7004117.5,13864431
201206,760612,629,3584,17218720,06,0,0,0,0,1,0,0,0,0,0,0,201164,-2.996335983276367,744497,1.075456619262695,2508833,.6185626983642578,1925111,.4812479019165039,391939,.2903537750244141,442383,.0877313613891602,284616,.8206853866577148,145054,.2462549209594727,359722,39259,-1.21783447265625,150122,1.008068084716797,5068549,.077728271484375,1405877,.3058948516845703,45037,.4987316131591797,202600,-1.274805068969727,922806,.5292367935180664,13123966,.1697883605957031,163740,8494,.6339502334594727,127402,-1.499265670776367,8187524,.3822669982910156,141560,.4910430908203125,18462710,.201934814453125,2734353,.5936412811279297,19333076,-.0490169525146484,2844379,.179966926574707,2236792,.086115837097168,3545935,.0003471374511719,42675,.2506418228149414,734409,.1610183715820313,3445322,.7382717132568359,47720,.3086891174316406,611767,.2420282363891602,3966514,.055872917175293,2931708,-.3240165710449219,15843251,.0641345977783203,3334601,54876,-.1650714874267578,74104,.3008308410644531,167890,.4333286285400391,6050,-2.026690483093262,95250,1.109601020812988,368232,.4353799819946289,184236,862791,506163,.0952253341674805,571516,.9350013732910156,69645,126145,187320,matched (3),17507662,.92066038,4803533,12893360
201207,760612,630,3584,10245171,07,0,0,0,0,0,1,0,0,0,0,0,250409,.2189750671386719,419978,-.5725059509277344,590860,-1.445994377136231,1494244,-.2533636093139648,280041,-.3361701965332031,277239,-.4672956466674805,117410,-.8854684829711914,116735,-.2171993255615234,242056,165772,1.440432548522949,210561,.3383264541625977,3787470,-.291356086730957,1101903,-.2436227798461914,45258,.0048952102661133,152070,-.2868919372558594,585276,-.4553356170654297,9667743,-.3056449890136719,138355,10140,.1771278381347656,41842,-1.113447189331055,6782217,-.1883077621459961,99702,-.3505382537841797,20927262,.1252994537353516,3884052,.3509836196899414,20410698,.0542411804199219,2159257,-.2755804061889648,2099858,-.0631723403930664,3185047,-.1073341369628906,38000,-.1160268783569336,640641,-.1365966796875,106726,-3.474508285522461,38507,-.2145099639892578,348087,-.563899040222168,3289421,-.1871767044067383,4440905,.4152727127075195,13327097,-.1729450225830078,2718478,62415,.1287298202514648,74466,.0048732757568359,67873,-.905670166015625,5251,-.1416397094726563,17155,-1.714215278625488,267302,-.3203334808349609,167239,848665,330292,-.4268817901611328,414377,-.3215169906616211,85229,453839,111593,matched (3),15274852,.92066038,7049195,13887258
201208,760612,631,3584,8879694,08,0,0,0,0,0,0,1,0,0,0,0,116362,-.7663898468017578,187325,-.8073577880859375,825890,.3348827362060547,870662,-.5401210784912109,436465,.4437723159790039,440117,.4621601104736328,96695,-.1941108703613281,132887,.1295928955078125,338173,105661,-.4503774642944336,130579,-.4777965545654297,20394524,1.683567047119141,1025569,-.0717906951904297,84724,.6270198822021484,87658,-.550898551940918,330619,-.5711164474487305,9332577,-.0352821350097656,121148,108588,2.371072769165039,295843,1.955927848815918,6676836,-.0156593322753906,25639,-1.358071327209473,227662,-4.520946502685547,882202,-1.482213020324707,19301680,-.0558662414550781,2578555,.1774654388427734,1575417,-.2873497009277344,2175167,-.3813619613647461,64270,.5255069732666016,838103,.2686710357666016,60446,-.5685148239135742,24103,-.4685039520263672,643376,.6142768859863281,3200599,-.0273733139038086,3875247,-.1362485885620117,11468644,-.1501827239990234,1849654,70345,.1196060180664063,33269,-.8057165145874023,79318,.1558265686035156,8485,.4798812866210938,214380,2.525460243225098,239894,-.1081819534301758,0,792769,348229,.0528831481933594,291695,-.3510675430297852,11286191,366349,368528,matched (3),15087196,.92066038,6458711.5,13597049
